cp,city,age,year,total
44001,Ababuj,41 años,2016,1
44001,Ababuj,42 años,2016,2
44001,Ababuj,43 años,2016,2
44001,Ababuj,44 años,2016,1
44001,Ababuj,45 años,2016,1
44001,Ababuj,46 años,2016,0.0
44001,Ababuj,47 años,2016,3
44001,Ababuj,48 años,2016,2
44001,Ababuj,49 años,2016,0.0
44001,Ababuj,50 años,2016,1
44001,Ababuj,51 años,2016,0.0
44001,Ababuj,52 años,2016,2
44001,Ababuj,53 años,2016,0.0
44001,Ababuj,54 años,2016,1
44001,Ababuj,55 años,2016,1
44001,Ababuj,56 años,2016,0.0
44001,Ababuj,57 años,2016,2
44001,Ababuj,58 años,2016,1
44001,Ababuj,59 años,2016,1
44001,Ababuj,60 años,2016,0.0
44001,Ababuj,61 años,2016,0.0
44001,Ababuj,62 años,2016,0.0
44001,Ababuj,63 años,2016,1
44001,Ababuj,64 años,2016,2
44001,Ababuj,65 años,2016,0.0
44002,Abejuela,41 años,2016,0.0
44002,Abejuela,42 años,2016,0.0
44002,Abejuela,43 años,2016,0.0
44002,Abejuela,44 años,2016,1
44002,Abejuela,45 años,2016,1
44002,Abejuela,46 años,2016,1
44002,Abejuela,47 años,2016,1
44002,Abejuela,48 años,2016,1
44002,Abejuela,49 años,2016,0.0
44002,Abejuela,50 años,2016,1
44002,Abejuela,51 años,2016,1
44002,Abejuela,52 años,2016,1
44002,Abejuela,53 años,2016,0.0
44002,Abejuela,54 años,2016,1
44002,Abejuela,55 años,2016,1
44002,Abejuela,56 años,2016,2
44002,Abejuela,57 años,2016,2
44002,Abejuela,58 años,2016,2
44002,Abejuela,59 años,2016,2
44002,Abejuela,60 años,2016,0.0
44002,Abejuela,61 años,2016,1
44002,Abejuela,62 años,2016,0.0
44002,Abejuela,63 años,2016,2
44002,Abejuela,64 años,2016,1
44002,Abejuela,65 años,2016,1
44003,Aguatón,41 años,2016,0.0
44003,Aguatón,42 años,2016,0.0
44003,Aguatón,43 años,2016,2
44003,Aguatón,44 años,2016,0.0
44003,Aguatón,45 años,2016,0.0
44003,Aguatón,46 años,2016,0.0
44003,Aguatón,47 años,2016,0.0
44003,Aguatón,48 años,2016,0.0
44003,Aguatón,49 años,2016,1
44003,Aguatón,50 años,2016,0.0
44003,Aguatón,51 años,2016,1
44003,Aguatón,52 años,2016,0.0
44003,Aguatón,53 años,2016,1
44003,Aguatón,54 años,2016,0.0
44003,Aguatón,55 años,2016,0.0
44003,Aguatón,56 años,2016,0.0
44003,Aguatón,57 años,2016,0.0
44003,Aguatón,58 años,2016,1
44003,Aguatón,59 años,2016,0.0
44003,Aguatón,60 años,2016,0.0
44003,Aguatón,61 años,2016,0.0
44003,Aguatón,62 años,2016,0.0
44003,Aguatón,63 años,2016,0.0
44003,Aguatón,64 años,2016,0.0
44003,Aguatón,65 años,2016,0.0
44004,Aguaviva,41 años,2016,5
44004,Aguaviva,42 años,2016,4
44004,Aguaviva,43 años,2016,8
44004,Aguaviva,44 años,2016,6
44004,Aguaviva,45 años,2016,9
44004,Aguaviva,46 años,2016,14
44004,Aguaviva,47 años,2016,7
44004,Aguaviva,48 años,2016,15
44004,Aguaviva,49 años,2016,12
44004,Aguaviva,50 años,2016,9
44004,Aguaviva,51 años,2016,12
44004,Aguaviva,52 años,2016,10
44004,Aguaviva,53 años,2016,3
44004,Aguaviva,54 años,2016,9
44004,Aguaviva,55 años,2016,10
44004,Aguaviva,56 años,2016,12
44004,Aguaviva,57 años,2016,5
44004,Aguaviva,58 años,2016,7
44004,Aguaviva,59 años,2016,8
44004,Aguaviva,60 años,2016,8
44004,Aguaviva,61 años,2016,3
44004,Aguaviva,62 años,2016,5
44004,Aguaviva,63 años,2016,4
44004,Aguaviva,64 años,2016,3
44004,Aguaviva,65 años,2016,3
44005,Aguilar del Alfambra,41 años,2016,0.0
44005,Aguilar del Alfambra,42 años,2016,1
44005,Aguilar del Alfambra,43 años,2016,1
44005,Aguilar del Alfambra,44 años,2016,1
44005,Aguilar del Alfambra,45 años,2016,3
44005,Aguilar del Alfambra,46 años,2016,0.0
44005,Aguilar del Alfambra,47 años,2016,1
44005,Aguilar del Alfambra,48 años,2016,1
44005,Aguilar del Alfambra,49 años,2016,0.0
44005,Aguilar del Alfambra,50 años,2016,1
44005,Aguilar del Alfambra,51 años,2016,2
44005,Aguilar del Alfambra,52 años,2016,1
44005,Aguilar del Alfambra,53 años,2016,1
44005,Aguilar del Alfambra,54 años,2016,2
