name,age,year,total
Alba,40-65,2018,1471
Alba,65-100,2018,1097
Alba,0-18,2019,544
Alba,18-40,2019,949
Alba,40-65,2019,1463
Alba,65-100,2019,1078
Alba,0-18,2020,534
Alba,18-40,2020,937
Alba,40-65,2020,1463
Alba,65-100,2020,1063
Albalate del Arzobispo,0-18,2015,286
Albalate del Arzobispo,18-40,2015,480
Albalate del Arzobispo,40-65,2015,711
Albalate del Arzobispo,65-100,2015,524
Albalate del Arzobispo,0-18,2016,288
Albalate del Arzobispo,18-40,2016,473
Albalate del Arzobispo,40-65,2016,712
Albalate del Arzobispo,65-100,2016,530
Albalate del Arzobispo,0-18,2017,273
Albalate del Arzobispo,18-40,2017,469
Albalate del Arzobispo,40-65,2017,708
Albalate del Arzobispo,65-100,2017,528
Albalate del Arzobispo,0-18,2018,293
Albalate del Arzobispo,18-40,2018,465
Albalate del Arzobispo,40-65,2018,737
Albalate del Arzobispo,65-100,2018,509
Albalate del Arzobispo,0-18,2019,287
Albalate del Arzobispo,18-40,2019,464
Albalate del Arzobispo,40-65,2019,724
Albalate del Arzobispo,65-100,2019,505
Albalate del Arzobispo,0-18,2020,287
Albalate del Arzobispo,18-40,2020,451
Albalate del Arzobispo,40-65,2020,735
Albalate del Arzobispo,65-100,2020,499
Albarracín,0-18,2015,263
Albarracín,18-40,2015,477
Albarracín,40-65,2015,658
Albarracín,65-100,2015,570
Albarracín,0-18,2016,251
Albarracín,18-40,2016,477
Albarracín,40-65,2016,662
Albarracín,65-100,2016,559
Albarracín,0-18,2017,249
Albarracín,18-40,2017,465
Albarracín,40-65,2017,667
Albarracín,65-100,2017,534
Albarracín,0-18,2018,241
Albarracín,18-40,2018,458
Albarracín,40-65,2018,666
Albarracín,65-100,2018,522
Albarracín,0-18,2019,247
Albarracín,18-40,2019,454
Albarracín,40-65,2019,676
Albarracín,65-100,2019,507
Albarracín,0-18,2020,237
Albarracín,18-40,2020,453
Albarracín,40-65,2020,667
Albarracín,65-100,2020,503
Albentosa,0-18,2015,53
Albentosa,18-40,2015,60
Albentosa,40-65,2015,97
Albentosa,65-100,2015,60
Albentosa,0-18,2016,50
Albentosa,18-40,2016,62
Albentosa,40-65,2016,100
Albentosa,65-100,2016,55
Albentosa,0-18,2017,49
Albentosa,18-40,2017,58
Albentosa,40-65,2017,96
Albentosa,65-100,2017,52
Albentosa,0-18,2018,54
Albentosa,18-40,2018,58
Albentosa,40-65,2018,94
Albentosa,65-100,2018,51
Albentosa,0-18,2019,61
Albentosa,18-40,2019,62
Albentosa,40-65,2019,102
Albentosa,65-100,2019,51
Albentosa,0-18,2020,58
Albentosa,18-40,2020,73
Albentosa,40-65,2020,107
Albentosa,65-100,2020,51
Alcaine,0-18,2015,4
Alcaine,18-40,2015,17
Alcaine,40-65,2015,30
Alcaine,65-100,2015,23
Alcaine,0-18,2016,5
Alcaine,18-40,2016,16
Alcaine,40-65,2016,29
Alcaine,65-100,2016,20
Alcaine,0-18,2017,4
Alcaine,18-40,2017,13
Alcaine,40-65,2017,22
Alcaine,65-100,2017,23
Alcaine,0-18,2018,5
Alcaine,18-40,2018,11
Alcaine,40-65,2018,21
Alcaine,65-100,2018,26
Alcaine,0-18,2019,5
Alcaine,18-40,2019,8
Alcaine,40-65,2019,19
Alcaine,65-100,2019,27
Alcaine,0-18,2020,2
Alcaine,18-40,2020,5
Alcaine,40-65,2020,19
Alcaine,65-100,2020,27
Alcalá de la Selva,0-18,2015,46
Alcalá de la Selva,18-40,2015,85
Alcalá de la Selva,40-65,2015,175
Alcalá de la Selva,65-100,2015,93
Alcalá de la Selva,0-18,2016,42
Alcalá de la Selva,18-40,2016,86
Alcalá de la Selva,40-65,2016,174
Alcalá de la Selva,65-100,2016,96
Alcalá de la Selva,0-18,2017,37
Alcalá de la Selva,18-40,2017,77
Alcalá de la Selva,40-65,2017,158
Alcalá de la Selva,65-100,2017,97
Alcalá de la Selva,0-18,2018,31
Alcalá de la Selva,18-40,2018,72
Alcalá de la Selva,40-65,2018,147
Alcalá de la Selva,65-100,2018,97
Alcalá de la Selva,0-18,2019,28
Alcalá de la Selva,18-40,2019,73
Alcalá de la Selva,40-65,2019,146
Alcalá de la Selva,65-100,2019,96
Alcalá de la Selva,0-18,2020,27
Alcalá de la Selva,18-40,2020,74
Alcalá de la Selva,40-65,2020,141
Alcalá de la Selva,65-100,2020,89
Alcañiz,0-18,2015,3466
Alcañiz,18-40,2015,4787
Alcañiz,40-65,2015,5548
Alcañiz,65-100,2015,2836
Alcañiz,0-18,2016,3436
Alcañiz,18-40,2016,4487
Alcañiz,40-65,2016,5669
Alcañiz,65-100,2016,2875
Alcañiz,0-18,2017,3404
Alcañiz,18-40,2017,4323
Alcañiz,40-65,2017,5693
Alcañiz,65-100,2017,2943
Alcañiz,0-18,2018,3384
Alcañiz,18-40,2018,4174
Alcañiz,40-65,2018,5817
Alcañiz,65-100,2018,2987
Alcañiz,0-18,2019,3418
Alcañiz,18-40,2019,4056
Alcañiz,40-65,2019,5914
Alcañiz,65-100,2019,2992
Alcañiz,0-18,2020,3398
Alcañiz,18-40,2020,4022
Alcañiz,40-65,2020,5979
Alcañiz,65-100,2020,3046
Alcorisa,0-18,2015,633
Alcorisa,18-40,2015,931
Alcorisa,40-65,2015,1182
Alcorisa,65-100,2015,628
Alcorisa,0-18,2016,624
Alcorisa,18-40,2016,895
Alcorisa,40-65,2016,1172
Alcorisa,65-100,2016,635
Alcorisa,0-18,2017,616
Alcorisa,18-40,2017,865
Alcorisa,40-65,2017,1183
Alcorisa,65-100,2017,649
Alcorisa,0-18,2018,618
Alcorisa,18-40,2018,836
Alcorisa,40-65,2018,1187
Alcorisa,65-100,2018,635
Alcorisa,0-18,2019,617
Alcorisa,18-40,2019,802
Alcorisa,40-65,2019,1184
Alcorisa,65-100,2019,663
Alcorisa,0-18,2020,632
Alcorisa,18-40,2020,797
Alcorisa,40-65,2020,1205
Alcorisa,65-100,2020,664
Alfambra,0-18,2015,79
Alfambra,18-40,2015,190
Alfambra,40-65,2015,278
Alfambra,65-100,2015,328
Alfambra,0-18,2016,76
Alfambra,18-40,2016,185
Alfambra,40-65,2016,277
Alfambra,65-100,2016,321
Alfambra,0-18,2017,75
Alfambra,18-40,2017,181
Alfambra,40-65,2017,268
Alfambra,65-100,2017,316
Alfambra,0-18,2018,73
Alfambra,18-40,2018,181
Alfambra,40-65,2018,261
Alfambra,65-100,2018,300
Alfambra,0-18,2019,69
Alfambra,18-40,2019,173
Alfambra,40-65,2019,266
Alfambra,65-100,2019,292
Alfambra,0-18,2020,66
Alfambra,18-40,2020,169
Alfambra,40-65,2020,271
Alfambra,65-100,2020,281
Aliaga,0-18,2015,52
Aliaga,18-40,2015,101
Aliaga,40-65,2015,127
Aliaga,65-100,2015,85
Aliaga,0-18,2016,45
Aliaga,18-40,2016,95
Aliaga,40-65,2016,120
Aliaga,65-100,2016,88
Aliaga,0-18,2017,49
Aliaga,18-40,2017,89
Aliaga,40-65,2017,117
Aliaga,65-100,2017,93
Aliaga,0-18,2018,56
Aliaga,18-40,2018,87
Aliaga,40-65,2018,122
Aliaga,65-100,2018,93
Aliaga,0-18,2019,49
Aliaga,18-40,2019,70
Aliaga,40-65,2019,131
Aliaga,65-100,2019,91
Aliaga,0-18,2020,42
Aliaga,18-40,2020,62
Aliaga,40-65,2020,129
Aliaga,65-100,2020,93
Almohaja,0-18,2015,0
Almohaja,18-40,2015,5
Almohaja,40-65,2015,7
Almohaja,65-100,2015,8
Almohaja,0-18,2016,0
Almohaja,18-40,2016,3
Almohaja,40-65,2016,8
Almohaja,65-100,2016,8
Almohaja,0-18,2017,0
Almohaja,18-40,2017,3
Almohaja,40-65,2017,7
Almohaja,65-100,2017,8
Almohaja,0-18,2018,0
Almohaja,18-40,2018,1
Almohaja,40-65,2018,7
Almohaja,65-100,2018,8
Almohaja,0-18,2019,0
Almohaja,18-40,2019,1
Almohaja,40-65,2019,5
Almohaja,65-100,2019,10
Almohaja,0-18,2020,0
Almohaja,18-40,2020,1
Almohaja,40-65,2020,5
Almohaja,65-100,2020,8
Alobras,0-18,2015,1
Alobras,18-40,2015,12
Alobras,40-65,2015,31
Alobras,65-100,2015,26
Alobras,0-18,2016,1
Alobras,18-40,2016,8
Alobras,40-65,2016,30
Alobras,65-100,2016,24
Alobras,0-18,2017,1
Alobras,18-40,2017,10
Alobras,40-65,2017,28
Alobras,65-100,2017,26
Alobras,0-18,2018,0
Alobras,18-40,2018,12
Alobras,40-65,2018,26
Alobras,65-100,2018,24
Alobras,0-18,2019,0
Alobras,18-40,2019,13
Alobras,40-65,2019,27
Alobras,65-100,2019,24
Alobras,0-18,2020,0
Alobras,18-40,2020,14
Alobras,40-65,2020,31
Alobras,65-100,2020,19
Alpeñés,0-18,2015,0
Alpeñés,18-40,2015,2
Alpeñés,40-65,2015,10
Alpeñés,65-100,2015,9
Alpeñés,0-18,2016,0
Alpeñés,18-40,2016,4
Alpeñés,40-65,2016,10
Alpeñés,65-100,2016,9
Alpeñés,0-18,2017,0
Alpeñés,18-40,2017,5
Alpeñés,40-65,2017,10
Alpeñés,65-100,2017,8
Alpeñés,0-18,2018,0
Alpeñés,18-40,2018,4
Alpeñés,40-65,2018,10
Alpeñés,65-100,2018,8
Alpeñés,0-18,2019,0
Alpeñés,18-40,2019,4
Alpeñés,40-65,2019,10
Alpeñés,65-100,2019,8
Alpeñés,0-18,2020,0
Alpeñés,18-40,2020,4
Alpeñés,40-65,2020,10
Alpeñés,65-100,2020,7
Allepuz,0-18,2015,9
Allepuz,18-40,2015,20
Allepuz,40-65,2015,45
Allepuz,65-100,2015,44
Allepuz,0-18,2016,15
Allepuz,18-40,2016,22
Allepuz,40-65,2016,46
Allepuz,65-100,2016,45
Allepuz,0-18,2017,18
Allepuz,18-40,2017,24
Allepuz,40-65,2017,41
Allepuz,65-100,2017,46
Allepuz,0-18,2018,18
Allepuz,18-40,2018,22
Allepuz,40-65,2018,40
Allepuz,65-100,2018,46
Allepuz,0-18,2019,17
Allepuz,18-40,2019,21
Allepuz,40-65,2019,42
Allepuz,65-100,2019,45
Allepuz,0-18,2020,17
Allepuz,18-40,2020,22
Allepuz,40-65,2020,39
Allepuz,65-100,2020,46
Alloza,0-18,2015,68
Alloza,18-40,2015,144
Alloza,40-65,2015,204
Alloza,65-100,2015,188
Alloza,0-18,2016,67
Alloza,18-40,2016,136
Alloza,40-65,2016,207
Alloza,65-100,2016,192
Alloza,0-18,2017,68
Alloza,18-40,2017,130
Alloza,40-65,2017,210
Alloza,65-100,2017,186
Alloza,0-18,2018,70
Alloza,18-40,2018,123
Alloza,40-65,2018,204
Alloza,65-100,2018,185
Alloza,0-18,2019,69
Alloza,18-40,2019,108
Alloza,40-65,2019,193
Alloza,65-100,2019,188
Alloza,0-18,2020,76
Alloza,18-40,2020,113
Alloza,40-65,2020,196
Alloza,65-100,2020,187
Allueva,0-18,2015,5
Allueva,18-40,2015,3
Allueva,40-65,2015,11
Allueva,65-100,2015,8
Allueva,0-18,2016,3
Allueva,18-40,2016,6
Allueva,40-65,2016,11
Allueva,65-100,2016,9
Allueva,0-18,2017,4
Allueva,18-40,2017,4
Allueva,40-65,2017,13
Allueva,65-100,2017,10
Allueva,0-18,2018,4
Allueva,18-40,2018,5
Allueva,40-65,2018,10
Allueva,65-100,2018,10
Allueva,0-18,2019,2
Allueva,18-40,2019,3
Allueva,40-65,2019,13
Allueva,65-100,2019,8
Allueva,0-18,2020,2
Allueva,18-40,2020,4
Allueva,40-65,2020,9
Allueva,65-100,2020,9
Anadón,0-18,2015,0
Anadón,18-40,2015,9
Anadón,40-65,2015,11
Anadón,65-100,2015,5
Anadón,0-18,2016,0
Anadón,18-40,2016,10
Anadón,40-65,2016,11
Anadón,65-100,2016,6
Anadón,0-18,2017,0
Anadón,18-40,2017,10
Anadón,40-65,2017,11
Anadón,65-100,2017,6
Anadón,0-18,2018,0
Anadón,18-40,2018,8
Anadón,40-65,2018,13
Anadón,65-100,2018,6
Anadón,0-18,2019,0
Anadón,18-40,2019,8
Anadón,40-65,2019,14
Anadón,65-100,2019,6
Anadón,0-18,2020,0
Anadón,18-40,2020,8
Anadón,40-65,2020,15
Anadón,65-100,2020,9
Andorra,0-18,2015,1385
Andorra,18-40,2015,2363
Andorra,40-65,2015,2979
Andorra,65-100,2015,1338
Andorra,0-18,2016,1351
Andorra,18-40,2016,2196
Andorra,40-65,2016,2988
Andorra,65-100,2016,1340
Andorra,0-18,2017,1340
Andorra,18-40,2017,2141
Andorra,40-65,2017,2987
Andorra,65-100,2017,1331
Andorra,0-18,2018,1307
Andorra,18-40,2018,2020
Andorra,40-65,2018,2946
Andorra,65-100,2018,1360
Andorra,0-18,2019,1267
Andorra,18-40,2019,1922
Andorra,40-65,2019,2925
Andorra,65-100,2019,1358
Andorra,0-18,2020,1213
Andorra,18-40,2020,1820
Andorra,40-65,2020,2923
Andorra,65-100,2020,1389
Arcos de las Salinas,0-18,2015,13
Arcos de las Salinas,18-40,2015,27
Arcos de las Salinas,40-65,2015,39
Arcos de las Salinas,65-100,2015,26
Arcos de las Salinas,0-18,2016,14
Arcos de las Salinas,18-40,2016,27
Arcos de las Salinas,40-65,2016,40
Arcos de las Salinas,65-100,2016,25
Arcos de las Salinas,0-18,2017,16
Arcos de las Salinas,18-40,2017,26
Arcos de las Salinas,40-65,2017,38
Arcos de las Salinas,65-100,2017,26
Arcos de las Salinas,0-18,2018,14
Arcos de las Salinas,18-40,2018,22
Arcos de las Salinas,40-65,2018,39
Arcos de las Salinas,65-100,2018,30
Arcos de las Salinas,0-18,2019,20
Arcos de las Salinas,18-40,2019,28
Arcos de las Salinas,40-65,2019,42
Arcos de las Salinas,65-100,2019,29
Arcos de las Salinas,0-18,2020,19
Arcos de las Salinas,18-40,2020,29
Arcos de las Salinas,40-65,2020,43
Arcos de las Salinas,65-100,2020,27
Arens de Lledó,0-18,2015,27
Arens de Lledó,18-40,2015,25
Arens de Lledó,40-65,2015,78
Arens de Lledó,65-100,2015,76
Arens de Lledó,0-18,2016,28
Arens de Lledó,18-40,2016,29
Arens de Lledó,40-65,2016,79
Arens de Lledó,65-100,2016,76
Arens de Lledó,0-18,2017,22
Arens de Lledó,18-40,2017,26
Arens de Lledó,40-65,2017,79
Arens de Lledó,65-100,2017,72
Arens de Lledó,0-18,2018,19
Arens de Lledó,18-40,2018,28
Arens de Lledó,40-65,2018,86
Arens de Lledó,65-100,2018,73
Arens de Lledó,0-18,2019,23
Arens de Lledó,18-40,2019,29
Arens de Lledó,40-65,2019,84
Arens de Lledó,65-100,2019,75
Arens de Lledó,0-18,2020,20
Arens de Lledó,18-40,2020,28
Arens de Lledó,40-65,2020,82
Arens de Lledó,65-100,2020,75
Argente,0-18,2015,22
Argente,18-40,2015,33
Argente,40-65,2015,71
Argente,65-100,2015,88
Argente,0-18,2016,22
Argente,18-40,2016,30
Argente,40-65,2016,70
Argente,65-100,2016,85
Argente,0-18,2017,21
Argente,18-40,2017,33
Argente,40-65,2017,66
Argente,65-100,2017,87
Argente,0-18,2018,22
Argente,18-40,2018,32
Argente,40-65,2018,67
Argente,65-100,2018,77
Argente,0-18,2019,22
Argente,18-40,2019,29
Argente,40-65,2019,67
Argente,65-100,2019,77
Argente,0-18,2020,20
Argente,18-40,2020,32
Argente,40-65,2020,66
Argente,65-100,2020,75
Ariño,0-18,2015,115
Ariño,18-40,2015,196
Ariño,40-65,2015,285
Ariño,65-100,2015,167
Ariño,0-18,2016,108
Ariño,18-40,2016,187
Ariño,40-65,2016,282
Ariño,65-100,2016,161
Ariño,0-18,2017,106
Ariño,18-40,2017,181
Ariño,40-65,2017,281
Ariño,65-100,2017,165
Ariño,0-18,2018,101
Ariño,18-40,2018,171
Ariño,40-65,2018,276
Ariño,65-100,2018,160
Ariño,0-18,2019,101
Ariño,18-40,2019,170
Ariño,40-65,2019,291
Ariño,65-100,2019,162
Ariño,0-18,2020,93
Ariño,18-40,2020,163
Ariño,40-65,2020,292
Ariño,65-100,2020,166
Azaila,0-18,2015,7
Azaila,18-40,2015,12
Azaila,40-65,2015,46
Azaila,65-100,2015,51
Azaila,0-18,2016,4
Azaila,18-40,2016,12
Azaila,40-65,2016,43
Azaila,65-100,2016,47
Azaila,0-18,2017,3
Azaila,18-40,2017,9
Azaila,40-65,2017,41
Azaila,65-100,2017,44
Azaila,0-18,2018,5
Azaila,18-40,2018,10
Azaila,40-65,2018,38
Azaila,65-100,2018,41
Azaila,0-18,2019,2
Azaila,18-40,2019,13
Azaila,40-65,2019,38
Azaila,65-100,2019,37
Azaila,0-18,2020,3
Azaila,18-40,2020,14
Azaila,40-65,2020,37
Azaila,65-100,2020,39
Bádenas,0-18,2015,2
Bádenas,18-40,2015,2
Bádenas,40-65,2015,8
Bádenas,65-100,2015,7
Bádenas,0-18,2016,2
Bádenas,18-40,2016,2
Bádenas,40-65,2016,9
Bádenas,65-100,2016,6
Bádenas,0-18,2017,2
Bádenas,18-40,2017,2
Bádenas,40-65,2017,8
Bádenas,65-100,2017,6
Bádenas,0-18,2018,2
Bádenas,18-40,2018,2
Bádenas,40-65,2018,10
Bádenas,65-100,2018,6
Bádenas,0-18,2019,2
Bádenas,18-40,2019,2
Bádenas,40-65,2019,10
Bádenas,65-100,2019,5
Bádenas,0-18,2020,2
Bádenas,18-40,2020,2
Bádenas,40-65,2020,10
Bádenas,65-100,2020,5
Báguena,0-18,2015,20
Báguena,18-40,2015,58
Báguena,40-65,2015,108
Báguena,65-100,2015,141
Báguena,0-18,2016,21
Báguena,18-40,2016,54
Báguena,40-65,2016,112
Báguena,65-100,2016,129
Báguena,0-18,2017,27
Báguena,18-40,2017,52
Báguena,40-65,2017,110
Báguena,65-100,2017,129
Báguena,0-18,2018,26
Báguena,18-40,2018,50
Báguena,40-65,2018,109
Báguena,65-100,2018,126
Báguena,0-18,2019,21
Báguena,18-40,2019,45
Báguena,40-65,2019,103
Báguena,65-100,2019,118
Báguena,0-18,2020,19
Báguena,18-40,2020,45
Báguena,40-65,2020,104
Báguena,65-100,2020,117
Bañón,0-18,2015,15
Bañón,18-40,2015,17
Bañón,40-65,2015,49
Bañón,65-100,2015,69
Bañón,0-18,2016,13
Bañón,18-40,2016,18
Bañón,40-65,2016,57
Bañón,65-100,2016,70
Bañón,0-18,2017,14
Bañón,18-40,2017,16
Bañón,40-65,2017,55
Bañón,65-100,2017,64
Bañón,0-18,2018,15
Bañón,18-40,2018,18
Bañón,40-65,2018,59
Bañón,65-100,2018,61
Bañón,0-18,2019,15
Bañón,18-40,2019,15
Bañón,40-65,2019,55
Bañón,65-100,2019,59
Bañón,0-18,2020,15
Bañón,18-40,2020,15
Bañón,40-65,2020,57
Bañón,65-100,2020,59
Barrachina,0-18,2015,15
Barrachina,18-40,2015,25
Barrachina,40-65,2015,44
Barrachina,65-100,2015,49
Barrachina,0-18,2016,10
Barrachina,18-40,2016,28
Barrachina,40-65,2016,44
Barrachina,65-100,2016,47
Barrachina,0-18,2017,10
Barrachina,18-40,2017,25
Barrachina,40-65,2017,44
Barrachina,65-100,2017,42
Barrachina,0-18,2018,8
Barrachina,18-40,2018,26
Barrachina,40-65,2018,44
Barrachina,65-100,2018,40
Barrachina,0-18,2019,8
Barrachina,18-40,2019,25
Barrachina,40-65,2019,42
Barrachina,65-100,2019,37
Barrachina,0-18,2020,8
Barrachina,18-40,2020,24
Barrachina,40-65,2020,41
Barrachina,65-100,2020,36
Bea,0-18,2015,1
Bea,18-40,2015,1
Bea,40-65,2015,13
Bea,65-100,2015,11
Bea,0-18,2016,5
Bea,18-40,2016,1
Bea,40-65,2016,18
Bea,65-100,2016,11
Bea,0-18,2017,4
Bea,18-40,2017,3
Bea,40-65,2017,16
Bea,65-100,2017,7
Bea,0-18,2018,4
Bea,18-40,2018,3
Bea,40-65,2018,17
Bea,65-100,2018,7
Bea,0-18,2019,4
Bea,18-40,2019,4
Bea,40-65,2019,17
Bea,65-100,2019,6
Bea,0-18,2020,4
Bea,18-40,2020,3
Bea,40-65,2020,17
Bea,65-100,2020,5
Beceite,0-18,2015,80
Beceite,18-40,2015,122
Beceite,40-65,2015,221
Beceite,65-100,2015,143
Beceite,0-18,2016,79
Beceite,18-40,2016,118
Beceite,40-65,2016,219
Beceite,65-100,2016,145
Beceite,0-18,2017,76
Beceite,18-40,2017,115
Beceite,40-65,2017,214
Beceite,65-100,2017,146
Beceite,0-18,2018,72
Beceite,18-40,2018,105
Beceite,40-65,2018,215
Beceite,65-100,2018,149
Beceite,0-18,2019,69
Beceite,18-40,2019,105
Beceite,40-65,2019,216
Beceite,65-100,2019,151
Beceite,0-18,2020,71
Beceite,18-40,2020,95
Beceite,40-65,2020,216
Beceite,65-100,2020,149
Belmonte de San José,0-18,2015,9
Belmonte de San José,18-40,2015,17
Belmonte de San José,40-65,2015,40
Belmonte de San José,65-100,2015,51
Belmonte de San José,0-18,2016,9
Belmonte de San José,18-40,2016,21
Belmonte de San José,40-65,2016,38
Belmonte de San José,65-100,2016,51
Belmonte de San José,0-18,2017,10
Belmonte de San José,18-40,2017,19
Belmonte de San José,40-65,2017,39
Belmonte de San José,65-100,2017,45
Belmonte de San José,0-18,2018,11
Belmonte de San José,18-40,2018,16
Belmonte de San José,40-65,2018,39
Belmonte de San José,65-100,2018,47
Belmonte de San José,0-18,2019,14
Belmonte de San José,18-40,2019,17
Belmonte de San José,40-65,2019,34
Belmonte de San José,65-100,2019,48
Belmonte de San José,0-18,2020,17
Belmonte de San José,18-40,2020,16
Belmonte de San José,40-65,2020,39
Belmonte de San José,65-100,2020,51
Bello,0-18,2015,16
Bello,18-40,2015,28
Bello,40-65,2015,87
Bello,65-100,2015,107
Bello,0-18,2016,21
Bello,18-40,2016,29
Bello,40-65,2016,83
Bello,65-100,2016,112
Bello,0-18,2017,19
Bello,18-40,2017,31
Bello,40-65,2017,78
Bello,65-100,2017,116
Bello,0-18,2018,16
Bello,18-40,2018,28
Bello,40-65,2018,77
Bello,65-100,2018,104
Bello,0-18,2019,17
Bello,18-40,2019,29
Bello,40-65,2019,76
Bello,65-100,2019,102
Bello,0-18,2020,17
Bello,18-40,2020,30
Bello,40-65,2020,76
Bello,65-100,2020,96
Berge,0-18,2015,42
Berge,18-40,2015,65
Berge,40-65,2015,75
Berge,65-100,2015,64
Berge,0-18,2016,46
Berge,18-40,2016,63
Berge,40-65,2016,76
Berge,65-100,2016,63
Berge,0-18,2017,46
Berge,18-40,2017,61
Berge,40-65,2017,79
Berge,65-100,2017,59
Berge,0-18,2018,42
Berge,18-40,2018,67
Berge,40-65,2018,74
Berge,65-100,2018,61
Berge,0-18,2019,37
Berge,18-40,2019,61
Berge,40-65,2019,80
Berge,65-100,2019,57
Berge,0-18,2020,40
