cp,city,age,year,total
22011,Albero Alto,0 años,2017,0.0
22011,Albero Alto,1 año,2017,2
22011,Albero Alto,2 años,2017,0.0
22011,Albero Alto,3 años,2017,0.0
22011,Albero Alto,4 años,2017,0.0
22011,Albero Alto,5 años,2017,0.0
22011,Albero Alto,6 años,2017,1
22011,Albero Alto,7 años,2017,1
22011,Albero Alto,8 años,2017,1
22011,Albero Alto,9 años,2017,1
22011,Albero Alto,10 años,2017,0.0
22011,Albero Alto,11 años,2017,1
22011,Albero Alto,12 años,2017,0.0
22011,Albero Alto,13 años,2017,6
22011,Albero Alto,14 años,2017,2
22011,Albero Alto,15 años,2017,1
22011,Albero Alto,16 años,2017,2
22011,Albero Alto,17 años,2017,1
22011,Albero Alto,18 años,2017,3
22012,Albero Bajo,0 años,2017,0.0
22012,Albero Bajo,1 año,2017,0.0
22012,Albero Bajo,2 años,2017,1
22012,Albero Bajo,3 años,2017,0.0
22012,Albero Bajo,4 años,2017,2
22012,Albero Bajo,5 años,2017,1
22012,Albero Bajo,6 años,2017,1
22012,Albero Bajo,7 años,2017,1
22012,Albero Bajo,8 años,2017,2
22012,Albero Bajo,9 años,2017,2
22012,Albero Bajo,10 años,2017,2
22012,Albero Bajo,11 años,2017,2
22012,Albero Bajo,12 años,2017,1
22012,Albero Bajo,13 años,2017,4
22012,Albero Bajo,14 años,2017,1
22012,Albero Bajo,15 años,2017,1
22012,Albero Bajo,16 años,2017,1
22012,Albero Bajo,17 años,2017,1
22012,Albero Bajo,18 años,2017,2
22013,Alberuela de Tubo,0 años,2017,3
22013,Alberuela de Tubo,1 año,2017,2
22013,Alberuela de Tubo,2 años,2017,2
22013,Alberuela de Tubo,3 años,2017,0.0
22013,Alberuela de Tubo,4 años,2017,1
22013,Alberuela de Tubo,5 años,2017,0.0
22013,Alberuela de Tubo,6 años,2017,1
22013,Alberuela de Tubo,7 años,2017,0.0
22013,Alberuela de Tubo,8 años,2017,0.0
22013,Alberuela de Tubo,9 años,2017,2
22013,Alberuela de Tubo,10 años,2017,2
22013,Alberuela de Tubo,11 años,2017,1
22013,Alberuela de Tubo,12 años,2017,0.0
22013,Alberuela de Tubo,13 años,2017,1
22013,Alberuela de Tubo,14 años,2017,0.0
22013,Alberuela de Tubo,15 años,2017,1
22013,Alberuela de Tubo,16 años,2017,2
22013,Alberuela de Tubo,17 años,2017,3
22013,Alberuela de Tubo,18 años,2017,0.0
22014,Alcalá de Gurrea,0 años,2017,1
22014,Alcalá de Gurrea,1 año,2017,0.0
22014,Alcalá de Gurrea,2 años,2017,1
22014,Alcalá de Gurrea,3 años,2017,1
22014,Alcalá de Gurrea,4 años,2017,2
22014,Alcalá de Gurrea,5 años,2017,0.0
22014,Alcalá de Gurrea,6 años,2017,0.0
22014,Alcalá de Gurrea,7 años,2017,1
22014,Alcalá de Gurrea,8 años,2017,0.0
22014,Alcalá de Gurrea,9 años,2017,0.0
22014,Alcalá de Gurrea,10 años,2017,1
22014,Alcalá de Gurrea,11 años,2017,0.0
22014,Alcalá de Gurrea,12 años,2017,2
22014,Alcalá de Gurrea,13 años,2017,0.0
22014,Alcalá de Gurrea,14 años,2017,2
22014,Alcalá de Gurrea,15 años,2017,2
22014,Alcalá de Gurrea,16 años,2017,1
22014,Alcalá de Gurrea,17 años,2017,1
22014,Alcalá de Gurrea,18 años,2017,3
22015,Alcalá del Obispo,0 años,2017,1
22015,Alcalá del Obispo,1 año,2017,0.0
22015,Alcalá del Obispo,2 años,2017,1
22015,Alcalá del Obispo,3 años,2017,0.0
22015,Alcalá del Obispo,4 años,2017,0.0
22015,Alcalá del Obispo,5 años,2017,2
22015,Alcalá del Obispo,6 años,2017,1
22015,Alcalá del Obispo,7 años,2017,0.0
22015,Alcalá del Obispo,8 años,2017,1
22015,Alcalá del Obispo,9 años,2017,1
22015,Alcalá del Obispo,10 años,2017,0.0
22015,Alcalá del Obispo,11 años,2017,2
22015,Alcalá del Obispo,12 años,2017,1
22015,Alcalá del Obispo,13 años,2017,2
22015,Alcalá del Obispo,14 años,2017,0.0
22015,Alcalá del Obispo,15 años,2017,0.0
22015,Alcalá del Obispo,16 años,2017,1
22015,Alcalá del Obispo,17 años,2017,1
22015,Alcalá del Obispo,18 años,2017,2
22016,Alcampell,0 años,2017,3
22016,Alcampell,1 año,2017,4
22016,Alcampell,2 años,2017,2
22016,Alcampell,3 años,2017,4
22016,Alcampell,4 años,2017,0.0
22016,Alcampell,5 años,2017,4
22016,Alcampell,6 años,2017,1
22016,Alcampell,7 años,2017,2
22016,Alcampell,8 años,2017,7
22016,Alcampell,9 años,2017,6
22016,Alcampell,10 años,2017,2
22016,Alcampell,11 años,2017,3
22016,Alcampell,12 años,2017,5
22016,Alcampell,13 años,2017,5
22016,Alcampell,14 años,2017,2
22016,Alcampell,15 años,2017,4
22016,Alcampell,16 años,2017,4
22016,Alcampell,17 años,2017,1
22016,Alcampell,18 años,2017,1
22017,Alcolea de Cinca,0 años,2017,8
22017,Alcolea de Cinca,1 año,2017,3
22017,Alcolea de Cinca,2 años,2017,8
22017,Alcolea de Cinca,3 años,2017,9
22017,Alcolea de Cinca,4 años,2017,7
22017,Alcolea de Cinca,5 años,2017,6
22017,Alcolea de Cinca,6 años,2017,18
22017,Alcolea de Cinca,7 años,2017,12
22017,Alcolea de Cinca,8 años,2017,6
22017,Alcolea de Cinca,9 años,2017,12
22017,Alcolea de Cinca,10 años,2017,6
22017,Alcolea de Cinca,11 años,2017,9
22017,Alcolea de Cinca,12 años,2017,4
22017,Alcolea de Cinca,13 años,2017,8
22017,Alcolea de Cinca,14 años,2017,9
22017,Alcolea de Cinca,15 años,2017,7
22017,Alcolea de Cinca,16 años,2017,7
22017,Alcolea de Cinca,17 años,2017,9
22017,Alcolea de Cinca,18 años,2017,7
22018,Alcubierre,0 años,2017,1
22018,Alcubierre,1 año,2017,3
22018,Alcubierre,2 años,2017,2
22018,Alcubierre,3 años,2017,0.0
22018,Alcubierre,4 años,2017,3
22018,Alcubierre,5 años,2017,1
22018,Alcubierre,6 años,2017,0.0
22018,Alcubierre,7 años,2017,2
22018,Alcubierre,8 años,2017,4
22018,Alcubierre,9 años,2017,2
22018,Alcubierre,10 años,2017,1
22018,Alcubierre,11 años,2017,2
22018,Alcubierre,12 años,2017,5
22018,Alcubierre,13 años,2017,3
22018,Alcubierre,14 años,2017,2
22018,Alcubierre,15 años,2017,3
22018,Alcubierre,16 años,2017,2
22018,Alcubierre,17 años,2017,1
22018,Alcubierre,18 años,2017,1
22019,Alerre,0 años,2017,0.0
22019,Alerre,1 año,2017,3
22019,Alerre,2 años,2017,1
22019,Alerre,3 años,2017,0.0
22019,Alerre,4 años,2017,1
22019,Alerre,5 años,2017,0.0
22019,Alerre,6 años,2017,0.0
22019,Alerre,7 años,2017,0.0
22019,Alerre,8 años,2017,1
22019,Alerre,9 años,2017,0.0
22019,Alerre,10 años,2017,0.0
22019,Alerre,11 años,2017,2
22019,Alerre,12 años,2017,2
22019,Alerre,13 años,2017,2
22019,Alerre,14 años,2017,2
22019,Alerre,15 años,2017,1
22019,Alerre,16 años,2017,2
22019,Alerre,17 años,2017,0.0
22019,Alerre,18 años,2017,4
22020,Alfántega,0 años,2017,0.0
22020,Alfántega,1 año,2017,2
22020,Alfántega,2 años,2017,2
22020,Alfántega,3 años,2017,1
22020,Alfántega,4 años,2017,2
22020,Alfántega,5 años,2017,0.0
22020,Alfántega,6 años,2017,0.0
22020,Alfántega,7 años,2017,0.0
22020,Alfántega,8 años,2017,0.0
22020,Alfántega,9 años,2017,0.0
22020,Alfántega,10 años,2017,1
22020,Alfántega,11 años,2017,0.0
22020,Alfántega,12 años,2017,3
22020,Alfántega,13 años,2017,0.0
22020,Alfántega,14 años,2017,0.0
22020,Alfántega,15 años,2017,2
22020,Alfántega,16 años,2017,0.0
22020,Alfántega,17 años,2017,0.0
22020,Alfántega,18 años,2017,0.0
22021,Almudévar,0 años,2017,15
22021,Almudévar,1 año,2017,27
22021,Almudévar,2 años,2017,28
22021,Almudévar,3 años,2017,23
22021,Almudévar,4 años,2017,26
22021,Almudévar,5 años,2017,21
22021,Almudévar,6 años,2017,29
22021,Almudévar,7 años,2017,22
22021,Almudévar,8 años,2017,28
22021,Almudévar,9 años,2017,17
22021,Almudévar,10 años,2017,18
22021,Almudévar,11 años,2017,22
22021,Almudévar,12 años,2017,29
22021,Almudévar,13 años,2017,24
22021,Almudévar,14 años,2017,19
22021,Almudévar,15 años,2017,18
22021,Almudévar,16 años,2017,23
22021,Almudévar,17 años,2017,24
22021,Almudévar,18 años,2017,15
22022,Almunia de San Juan,0 años,2017,3
22022,Almunia de San Juan,1 año,2017,4
22022,Almunia de San Juan,2 años,2017,6
22022,Almunia de San Juan,3 años,2017,3
22022,Almunia de San Juan,4 años,2017,11
22022,Almunia de San Juan,5 años,2017,6
22022,Almunia de San Juan,6 años,2017,7
22022,Almunia de San Juan,7 años,2017,5
22022,Almunia de San Juan,8 años,2017,5
22022,Almunia de San Juan,9 años,2017,5
22022,Almunia de San Juan,10 años,2017,2
22022,Almunia de San Juan,11 años,2017,6
22022,Almunia de San Juan,12 años,2017,4
22022,Almunia de San Juan,13 años,2017,9
22022,Almunia de San Juan,14 años,2017,7
22022,Almunia de San Juan,15 años,2017,2
22022,Almunia de San Juan,16 años,2017,6
22022,Almunia de San Juan,17 años,2017,4
22022,Almunia de San Juan,18 años,2017,2
22023,Almuniente,0 años,2017,1
22023,Almuniente,1 año,2017,2
22023,Almuniente,2 años,2017,2
22023,Almuniente,3 años,2017,4
22023,Almuniente,4 años,2017,4
22023,Almuniente,5 años,2017,4
22023,Almuniente,6 años,2017,6
22023,Almuniente,7 años,2017,4
22023,Almuniente,8 años,2017,2
22023,Almuniente,9 años,2017,8
22023,Almuniente,10 años,2017,4
22023,Almuniente,11 años,2017,4
22023,Almuniente,12 años,2017,3
22023,Almuniente,13 años,2017,2
22023,Almuniente,14 años,2017,4
22023,Almuniente,15 años,2017,5
22023,Almuniente,16 años,2017,2
22023,Almuniente,17 años,2017,3
22023,Almuniente,18 años,2017,3
22024,Alquézar,0 años,2017,1
22024,Alquézar,1 año,2017,3
22024,Alquézar,2 años,2017,0.0
22024,Alquézar,3 años,2017,3
22024,Alquézar,4 años,2017,1
22024,Alquézar,5 años,2017,1
22024,Alquézar,6 años,2017,2
22024,Alquézar,7 años,2017,2
22024,Alquézar,8 años,2017,0.0
22024,Alquézar,9 años,2017,2
22024,Alquézar,10 años,2017,0.0
22024,Alquézar,11 años,2017,1
22024,Alquézar,12 años,2017,1
22024,Alquézar,13 años,2017,1
22024,Alquézar,14 años,2017,1
22024,Alquézar,15 años,2017,1
22024,Alquézar,16 años,2017,3
22024,Alquézar,17 años,2017,0.0
22024,Alquézar,18 años,2017,0.0
22025,Altorricón,0 años,2017,7
22025,Altorricón,1 año,2017,11
22025,Altorricón,2 años,2017,11
22025,Altorricón,3 años,2017,13
22025,Altorricón,4 años,2017,11
22025,Altorricón,5 años,2017,5
22025,Altorricón,6 años,2017,19
22025,Altorricón,7 años,2017,12
22025,Altorricón,8 años,2017,17
22025,Altorricón,9 años,2017,10
22025,Altorricón,10 años,2017,12
22025,Altorricón,11 años,2017,14
22025,Altorricón,12 años,2017,17
22025,Altorricón,13 años,2017,9
22025,Altorricón,14 años,2017,13
22025,Altorricón,15 años,2017,9
22025,Altorricón,16 años,2017,12
22025,Altorricón,17 años,2017,10
22025,Altorricón,18 años,2017,11
22027,Angüés,0 años,2017,0.0
22027,Angüés,1 año,2017,2
22027,Angüés,2 años,2017,0.0
22027,Angüés,3 años,2017,2
22027,Angüés,4 años,2017,1
22027,Angüés,5 años,2017,1
22027,Angüés,6 años,2017,1
22027,Angüés,7 años,2017,1
22027,Angüés,8 años,2017,4
22027,Angüés,9 años,2017,1
22027,Angüés,10 años,2017,3
22027,Angüés,11 años,2017,2
22027,Angüés,12 años,2017,2
22027,Angüés,13 años,2017,3
22027,Angüés,14 años,2017,2
22027,Angüés,15 años,2017,3
22027,Angüés,16 años,2017,2
22027,Angüés,17 años,2017,2
22027,Angüés,18 años,2017,3
22028,Ansó,0 años,2017,3
22028,Ansó,1 año,2017,3
22028,Ansó,2 años,2017,0.0
22028,Ansó,3 años,2017,2
22028,Ansó,4 años,2017,5
22028,Ansó,5 años,2017,0.0
22028,Ansó,6 años,2017,1
22028,Ansó,7 años,2017,5
22028,Ansó,8 años,2017,3
22028,Ansó,9 años,2017,3
22028,Ansó,10 años,2017,2
22028,Ansó,11 años,2017,1
22028,Ansó,12 años,2017,2
22028,Ansó,13 años,2017,0.0
22028,Ansó,14 años,2017,4
22028,Ansó,15 años,2017,5
22028,Ansó,16 años,2017,0.0
22028,Ansó,17 años,2017,4
22028,Ansó,18 años,2017,2
22029,Antillón,0 años,2017,2
22029,Antillón,1 año,2017,2
22029,Antillón,2 años,2017,0.0
22029,Antillón,3 años,2017,3
22029,Antillón,4 años,2017,1
22029,Antillón,5 años,2017,1
22029,Antillón,6 años,2017,0.0
22029,Antillón,7 años,2017,0.0
22029,Antillón,8 años,2017,1
22029,Antillón,9 años,2017,1
22029,Antillón,10 años,2017,1
22029,Antillón,11 años,2017,4
22029,Antillón,12 años,2017,1
22029,Antillón,13 años,2017,0.0
22029,Antillón,14 años,2017,1
22029,Antillón,15 años,2017,0.0
22029,Antillón,16 años,2017,2
22029,Antillón,17 años,2017,0.0
22029,Antillón,18 años,2017,2
22032,Aragüés del Puerto,0 años,2017,1
22032,Aragüés del Puerto,1 año,2017,0.0
22032,Aragüés del Puerto,2 años,2017,0.0
22032,Aragüés del Puerto,3 años,2017,1
22032,Aragüés del Puerto,4 años,2017,0.0
22032,Aragüés del Puerto,5 años,2017,0.0
22032,Aragüés del Puerto,6 años,2017,0.0
22032,Aragüés del Puerto,7 años,2017,0.0
22032,Aragüés del Puerto,8 años,2017,1
22032,Aragüés del Puerto,9 años,2017,0.0
22032,Aragüés del Puerto,10 años,2017,1
22032,Aragüés del Puerto,11 años,2017,1
22032,Aragüés del Puerto,12 años,2017,1
22032,Aragüés del Puerto,13 años,2017,1
22032,Aragüés del Puerto,14 años,2017,0.0
22032,Aragüés del Puerto,15 años,2017,2
22032,Aragüés del Puerto,16 años,2017,0.0
22032,Aragüés del Puerto,17 años,2017,2
22032,Aragüés del Puerto,18 años,2017,0.0
22035,Arén,0 años,2017,1
22035,Arén,1 año,2017,1
22035,Arén,2 años,2017,2
22035,Arén,3 años,2017,0.0
22035,Arén,4 años,2017,0.0
22035,Arén,5 años,2017,1
22035,Arén,6 años,2017,1
22035,Arén,7 años,2017,2
22035,Arén,8 años,2017,0.0
22035,Arén,9 años,2017,4
22035,Arén,10 años,2017,1
22035,Arén,11 años,2017,1
22035,Arén,12 años,2017,2
22035,Arén,13 años,2017,0.0
22035,Arén,14 años,2017,3
22035,Arén,15 años,2017,1
22035,Arén,16 años,2017,2
22035,Arén,17 años,2017,3
22035,Arén,18 años,2017,3
22036,Argavieso,0 años,2017,1
22036,Argavieso,1 año,2017,0.0
22036,Argavieso,2 años,2017,0.0
22036,Argavieso,3 años,2017,0.0
22036,Argavieso,4 años,2017,1
22036,Argavieso,5 años,2017,1
22036,Argavieso,6 años,2017,1
22036,Argavieso,7 años,2017,0.0
22036,Argavieso,8 años,2017,1
22036,Argavieso,9 años,2017,2
22036,Argavieso,10 años,2017,0.0
22036,Argavieso,11 años,2017,0.0
22036,Argavieso,12 años,2017,0.0
22036,Argavieso,13 años,2017,0.0
22036,Argavieso,14 años,2017,0.0
22036,Argavieso,15 años,2017,0.0
22036,Argavieso,16 años,2017,1
22036,Argavieso,17 años,2017,1
22036,Argavieso,18 años,2017,0.0
22037,Arguis,0 años,2017,1
22037,Arguis,1 año,2017,1
22037,Arguis,2 años,2017,0.0
22037,Arguis,3 años,2017,0.0
22037,Arguis,4 años,2017,0.0
22037,Arguis,5 años,2017,2
22037,Arguis,6 años,2017,1
22037,Arguis,7 años,2017,0.0
22037,Arguis,8 años,2017,0.0
22037,Arguis,9 años,2017,0.0
22037,Arguis,10 años,2017,0.0
22037,Arguis,11 años,2017,0.0
22037,Arguis,12 años,2017,2
22037,Arguis,13 años,2017,1
22037,Arguis,14 años,2017,1
22037,Arguis,15 años,2017,0.0
22037,Arguis,16 años,2017,0.0
22037,Arguis,17 años,2017,0.0
22037,Arguis,18 años,2017,0.0
22039,Ayerbe,0 años,2017,7
22039,Ayerbe,1 año,2017,3
22039,Ayerbe,2 años,2017,11
22039,Ayerbe,3 años,2017,7
22039,Ayerbe,4 años,2017,8
22039,Ayerbe,5 años,2017,10
22039,Ayerbe,6 años,2017,12
22039,Ayerbe,7 años,2017,12
22039,Ayerbe,8 años,2017,8
22039,Ayerbe,9 años,2017,15
22039,Ayerbe,10 años,2017,12
22039,Ayerbe,11 años,2017,18
22039,Ayerbe,12 años,2017,13
22039,Ayerbe,13 años,2017,9
22039,Ayerbe,14 años,2017,5
22039,Ayerbe,15 años,2017,9
22039,Ayerbe,16 años,2017,10
22039,Ayerbe,17 años,2017,9
22039,Ayerbe,18 años,2017,3
22040,Azanuy-Alins,0 años,2017,1
22040,Azanuy-Alins,1 año,2017,2
22040,Azanuy-Alins,2 años,2017,1
22040,Azanuy-Alins,3 años,2017,0.0
22040,Azanuy-Alins,4 años,2017,2
22040,Azanuy-Alins,5 años,2017,1
22040,Azanuy-Alins,6 años,2017,3
22040,Azanuy-Alins,7 años,2017,1
22040,Azanuy-Alins,8 años,2017,1
22040,Azanuy-Alins,9 años,2017,0.0
22040,Azanuy-Alins,10 años,2017,2
22040,Azanuy-Alins,11 años,2017,0.0
22040,Azanuy-Alins,12 años,2017,3
22040,Azanuy-Alins,13 años,2017,1
22040,Azanuy-Alins,14 años,2017,1
22040,Azanuy-Alins,15 años,2017,2
22040,Azanuy-Alins,16 años,2017,1
22040,Azanuy-Alins,17 años,2017,1
22040,Azanuy-Alins,18 años,2017,0.0
22041,Azara,0 años,2017,2
22041,Azara,1 año,2017,1
22041,Azara,2 años,2017,1
22041,Azara,3 años,2017,1
22041,Azara,4 años,2017,1
22041,Azara,5 años,2017,0.0
22041,Azara,6 años,2017,1
22041,Azara,7 años,2017,0.0
22041,Azara,8 años,2017,1
22041,Azara,9 años,2017,3
22041,Azara,10 años,2017,0.0
22041,Azara,11 años,2017,0.0
22041,Azara,12 años,2017,2
22041,Azara,13 años,2017,0.0
22041,Azara,14 años,2017,0.0
22041,Azara,15 años,2017,2
22041,Azara,16 años,2017,1
22041,Azara,17 años,2017,3
22041,Azara,18 años,2017,2
22042,Azlor,0 años,2017,0.0
22042,Azlor,1 año,2017,0.0
22042,Azlor,2 años,2017,0.0
22042,Azlor,3 años,2017,2
22042,Azlor,4 años,2017,1
22042,Azlor,5 años,2017,2
22042,Azlor,6 años,2017,1
22042,Azlor,7 años,2017,1
22042,Azlor,8 años,2017,1
22042,Azlor,9 años,2017,1
22042,Azlor,10 años,2017,3
22042,Azlor,11 años,2017,0.0
22042,Azlor,12 años,2017,1
22042,Azlor,13 años,2017,0.0
22042,Azlor,14 años,2017,0.0
22042,Azlor,15 años,2017,3
22042,Azlor,16 años,2017,2
22042,Azlor,17 años,2017,0.0
22042,Azlor,18 años,2017,0.0
22043,Baélls,0 años,2017,0.0
22043,Baélls,1 año,2017,0.0
22043,Baélls,2 años,2017,1
22043,Baélls,3 años,2017,1
22043,Baélls,4 años,2017,1
22043,Baélls,5 años,2017,0.0
22043,Baélls,6 años,2017,0.0
22043,Baélls,7 años,2017,0.0
22043,Baélls,8 años,2017,1
22043,Baélls,9 años,2017,2
22043,Baélls,10 años,2017,1
22043,Baélls,11 años,2017,0.0
22043,Baélls,12 años,2017,1
22043,Baélls,13 años,2017,0.0
22043,Baélls,14 años,2017,0.0
22043,Baélls,15 años,2017,1
22043,Baélls,16 años,2017,0.0
22043,Baélls,17 años,2017,0.0
22043,Baélls,18 años,2017,0.0
22044,Bailo,0 años,2017,0.0
22044,Bailo,1 año,2017,1
22044,Bailo,2 años,2017,0.0
22044,Bailo,3 años,2017,2
22044,Bailo,4 años,2017,2
22044,Bailo,5 años,2017,3
22044,Bailo,6 años,2017,1
22044,Bailo,7 años,2017,0.0
22044,Bailo,8 años,2017,3
22044,Bailo,9 años,2017,2
22044,Bailo,10 años,2017,0.0
22044,Bailo,11 años,2017,1
22044,Bailo,12 años,2017,0.0
22044,Bailo,13 años,2017,1
22044,Bailo,14 años,2017,1
22044,Bailo,15 años,2017,3
22044,Bailo,16 años,2017,1
22044,Bailo,17 años,2017,0.0
22044,Bailo,18 años,2017,1
22045,Baldellou,0 años,2017,0.0
22045,Baldellou,1 año,2017,0.0
22045,Baldellou,2 años,2017,0.0
22045,Baldellou,3 años,2017,0.0
22045,Baldellou,4 años,2017,0.0
22045,Baldellou,5 años,2017,0.0
22045,Baldellou,6 años,2017,0.0
22045,Baldellou,7 años,2017,1
22045,Baldellou,8 años,2017,0.0
22045,Baldellou,9 años,2017,0.0
22045,Baldellou,10 años,2017,0.0
22045,Baldellou,11 años,2017,0.0
22045,Baldellou,12 años,2017,0.0
22045,Baldellou,13 años,2017,0.0
22045,Baldellou,14 años,2017,0.0
22045,Baldellou,15 años,2017,0.0
22045,Baldellou,16 años,2017,0.0
22045,Baldellou,17 años,2017,1
22045,Baldellou,18 años,2017,1
22046,Ballobar,0 años,2017,9
22046,Ballobar,1 año,2017,8
22046,Ballobar,2 años,2017,7
22046,Ballobar,3 años,2017,4
22046,Ballobar,4 años,2017,9
22046,Ballobar,5 años,2017,5
22046,Ballobar,6 años,2017,4
22046,Ballobar,7 años,2017,5
22046,Ballobar,8 años,2017,4
22046,Ballobar,9 años,2017,3
22046,Ballobar,10 años,2017,4
22046,Ballobar,11 años,2017,8
22046,Ballobar,12 años,2017,9
22046,Ballobar,13 años,2017,11
22046,Ballobar,14 años,2017,6
22046,Ballobar,15 años,2017,6
22046,Ballobar,16 años,2017,5
22046,Ballobar,17 años,2017,4
22046,Ballobar,18 años,2017,4
22047,Banastás,0 años,2017,2
