cp,city,age,year,total
44001,Ababuj,66 años,2015,1
44001,Ababuj,67 años,2015,3
44001,Ababuj,68 años,2015,2
44001,Ababuj,69 años,2015,1
44001,Ababuj,70 años,2015,0.0
44001,Ababuj,71 años,2015,1
44001,Ababuj,72 años,2015,0.0
44001,Ababuj,73 años,2015,2
44001,Ababuj,74 años,2015,2
44001,Ababuj,75 años,2015,0.0
44001,Ababuj,76 años,2015,1
44001,Ababuj,77 años,2015,0.0
44001,Ababuj,78 años,2015,2
44001,Ababuj,79 años,2015,2
44001,Ababuj,80 años,2015,0.0
44001,Ababuj,81 años,2015,2
44001,Ababuj,82 años,2015,4
44001,Ababuj,83 años,2015,0.0
44001,Ababuj,84 años,2015,1
44001,Ababuj,85 años,2015,1
44001,Ababuj,86 años,2015,0.0
44001,Ababuj,87 años,2015,0.0
44001,Ababuj,88 años,2015,1
44001,Ababuj,89 años,2015,0.0
44001,Ababuj,90 años,2015,0.0
44001,Ababuj,91 años,2015,0.0
44001,Ababuj,92 años,2015,0.0
44001,Ababuj,93 años,2015,0.0
44001,Ababuj,94 años,2015,0.0
44001,Ababuj,95 años,2015,0.0
44001,Ababuj,96 años,2015,0.0
44001,Ababuj,97 años,2015,0.0
44001,Ababuj,98 años,2015,0.0
44001,Ababuj,99 años,2015,0.0
44001,Ababuj,100 y más años,2015,0.0
44002,Abejuela,66 años,2015,3
44002,Abejuela,67 años,2015,1
44002,Abejuela,68 años,2015,1
44002,Abejuela,69 años,2015,0.0
44002,Abejuela,70 años,2015,2
44002,Abejuela,71 años,2015,0.0
44002,Abejuela,72 años,2015,0.0
44002,Abejuela,73 años,2015,1
44002,Abejuela,74 años,2015,0.0
44002,Abejuela,75 años,2015,0.0
44002,Abejuela,76 años,2015,2
44002,Abejuela,77 años,2015,1
44002,Abejuela,78 años,2015,0.0
44002,Abejuela,79 años,2015,0.0
44002,Abejuela,80 años,2015,0.0
44002,Abejuela,81 años,2015,2
44002,Abejuela,82 años,2015,2
44002,Abejuela,83 años,2015,1
44002,Abejuela,84 años,2015,0.0
44002,Abejuela,85 años,2015,1
44002,Abejuela,86 años,2015,0.0
44002,Abejuela,87 años,2015,1
44002,Abejuela,88 años,2015,0.0
44002,Abejuela,89 años,2015,0.0
44002,Abejuela,90 años,2015,0.0
44002,Abejuela,91 años,2015,0.0
44002,Abejuela,92 años,2015,0.0
44002,Abejuela,93 años,2015,0.0
44002,Abejuela,94 años,2015,0.0
44002,Abejuela,95 años,2015,0.0
44002,Abejuela,96 años,2015,0.0
44002,Abejuela,97 años,2015,0.0
44002,Abejuela,98 años,2015,0.0
44002,Abejuela,99 años,2015,0.0
44002,Abejuela,100 y más años,2015,0.0
44003,Aguatón,66 años,2015,1
44003,Aguatón,67 años,2015,0.0
44003,Aguatón,68 años,2015,0.0
44003,Aguatón,69 años,2015,1
44003,Aguatón,70 años,2015,0.0
44003,Aguatón,71 años,2015,1
44003,Aguatón,72 años,2015,1
44003,Aguatón,73 años,2015,0.0
44003,Aguatón,74 años,2015,0.0
44003,Aguatón,75 años,2015,0.0
44003,Aguatón,76 años,2015,1
44003,Aguatón,77 años,2015,0.0
44003,Aguatón,78 años,2015,1
44003,Aguatón,79 años,2015,0.0
44003,Aguatón,80 años,2015,0.0
44003,Aguatón,81 años,2015,0.0
44003,Aguatón,82 años,2015,1
44003,Aguatón,83 años,2015,0.0
44003,Aguatón,84 años,2015,0.0
44003,Aguatón,85 años,2015,1
44003,Aguatón,86 años,2015,0.0
44003,Aguatón,87 años,2015,0.0
44003,Aguatón,88 años,2015,0.0
44003,Aguatón,89 años,2015,0.0
44003,Aguatón,90 años,2015,0.0
44003,Aguatón,91 años,2015,0.0
44003,Aguatón,92 años,2015,0.0
44003,Aguatón,93 años,2015,0.0
44003,Aguatón,94 años,2015,0.0
44003,Aguatón,95 años,2015,0.0
44003,Aguatón,96 años,2015,0.0
44003,Aguatón,97 años,2015,0.0
44003,Aguatón,98 años,2015,0.0
44003,Aguatón,99 años,2015,0.0
44003,Aguatón,100 y más años,2015,0.0
44004,Aguaviva,66 años,2015,5
44004,Aguaviva,67 años,2015,1
44004,Aguaviva,68 años,2015,1
44004,Aguaviva,69 años,2015,3
44004,Aguaviva,70 años,2015,2
44004,Aguaviva,71 años,2015,4
44004,Aguaviva,72 años,2015,2
44004,Aguaviva,73 años,2015,6
44004,Aguaviva,74 años,2015,8
44004,Aguaviva,75 años,2015,6
44004,Aguaviva,76 años,2015,3
44004,Aguaviva,77 años,2015,5
44004,Aguaviva,78 años,2015,9
44004,Aguaviva,79 años,2015,8
44004,Aguaviva,80 años,2015,4
44004,Aguaviva,81 años,2015,4
44004,Aguaviva,82 años,2015,8
44004,Aguaviva,83 años,2015,5
44004,Aguaviva,84 años,2015,14
44004,Aguaviva,85 años,2015,7
44004,Aguaviva,86 años,2015,8
44004,Aguaviva,87 años,2015,1
44004,Aguaviva,88 años,2015,5
44004,Aguaviva,89 años,2015,5
44004,Aguaviva,90 años,2015,4
44004,Aguaviva,91 años,2015,1
44004,Aguaviva,92 años,2015,2
44004,Aguaviva,93 años,2015,1
44004,Aguaviva,94 años,2015,1
44004,Aguaviva,95 años,2015,3
44004,Aguaviva,96 años,2015,0.0
44004,Aguaviva,97 años,2015,2
44004,Aguaviva,98 años,2015,2
44004,Aguaviva,99 años,2015,0.0
44004,Aguaviva,100 y más años,2015,1
44005,Aguilar del Alfambra,66 años,2015,0.0
44005,Aguilar del Alfambra,67 años,2015,2
44005,Aguilar del Alfambra,68 años,2015,1
44005,Aguilar del Alfambra,69 años,2015,3
44005,Aguilar del Alfambra,70 años,2015,2
44005,Aguilar del Alfambra,71 años,2015,1
44005,Aguilar del Alfambra,72 años,2015,0.0
44005,Aguilar del Alfambra,73 años,2015,0.0
44005,Aguilar del Alfambra,74 años,2015,1
44005,Aguilar del Alfambra,75 años,2015,0.0
44005,Aguilar del Alfambra,76 años,2015,0.0
44005,Aguilar del Alfambra,77 años,2015,3
44005,Aguilar del Alfambra,78 años,2015,0.0
44005,Aguilar del Alfambra,79 años,2015,3
44005,Aguilar del Alfambra,80 años,2015,2
44005,Aguilar del Alfambra,81 años,2015,2
44005,Aguilar del Alfambra,82 años,2015,2
44005,Aguilar del Alfambra,83 años,2015,2
44005,Aguilar del Alfambra,84 años,2015,0.0
44005,Aguilar del Alfambra,85 años,2015,1
44005,Aguilar del Alfambra,86 años,2015,0.0
44005,Aguilar del Alfambra,87 años,2015,0.0
44005,Aguilar del Alfambra,88 años,2015,0.0
44005,Aguilar del Alfambra,89 años,2015,1
44005,Aguilar del Alfambra,90 años,2015,0.0
44005,Aguilar del Alfambra,91 años,2015,1
44005,Aguilar del Alfambra,92 años,2015,0.0
44005,Aguilar del Alfambra,93 años,2015,1
44005,Aguilar del Alfambra,94 años,2015,0.0
44005,Aguilar del Alfambra,95 años,2015,0.0
44005,Aguilar del Alfambra,96 años,2015,1
44005,Aguilar del Alfambra,97 años,2015,0.0
44005,Aguilar del Alfambra,98 años,2015,0.0
44005,Aguilar del Alfambra,99 años,2015,0.0
44005,Aguilar del Alfambra,100 y más años,2015,0.0
44006,Alacón,66 años,2015,5
44006,Alacón,67 años,2015,1
44006,Alacón,68 años,2015,3
44006,Alacón,69 años,2015,3
44006,Alacón,70 años,2015,5
44006,Alacón,71 años,2015,1
44006,Alacón,72 años,2015,10
44006,Alacón,73 años,2015,3
44006,Alacón,74 años,2015,6
44006,Alacón,75 años,2015,3
44006,Alacón,76 años,2015,3
44006,Alacón,77 años,2015,4
44006,Alacón,78 años,2015,6
44006,Alacón,79 años,2015,5
44006,Alacón,80 años,2015,6
44006,Alacón,81 años,2015,7
44006,Alacón,82 años,2015,8
44006,Alacón,83 años,2015,11
44006,Alacón,84 años,2015,4
44006,Alacón,85 años,2015,8
44006,Alacón,86 años,2015,3
44006,Alacón,87 años,2015,6
44006,Alacón,88 años,2015,5
44006,Alacón,89 años,2015,0.0
44006,Alacón,90 años,2015,3
44006,Alacón,91 años,2015,0.0
44006,Alacón,92 años,2015,0.0
44006,Alacón,93 años,2015,0.0
44006,Alacón,94 años,2015,2
44006,Alacón,95 años,2015,0.0
44006,Alacón,96 años,2015,0.0
44006,Alacón,97 años,2015,2
44006,Alacón,98 años,2015,0.0
44006,Alacón,99 años,2015,0.0
44006,Alacón,100 y más años,2015,1
44007,Alba,66 años,2015,0.0
44007,Alba,67 años,2015,3
44007,Alba,68 años,2015,0.0
44007,Alba,69 años,2015,2
44007,Alba,70 años,2015,2
44007,Alba,71 años,2015,0.0
44007,Alba,72 años,2015,3
44007,Alba,73 años,2015,1
44007,Alba,74 años,2015,3
44007,Alba,75 años,2015,1
44007,Alba,76 años,2015,3
44007,Alba,77 años,2015,2
44007,Alba,78 años,2015,5
44007,Alba,79 años,2015,6
44007,Alba,80 años,2015,8
44007,Alba,81 años,2015,5
44007,Alba,82 años,2015,4
44007,Alba,83 años,2015,4
44007,Alba,84 años,2015,1
44007,Alba,85 años,2015,2
44007,Alba,86 años,2015,3
44007,Alba,87 años,2015,2
44007,Alba,88 años,2015,4
44007,Alba,89 años,2015,1
44007,Alba,90 años,2015,3
44007,Alba,91 años,2015,1
44007,Alba,92 años,2015,4
44007,Alba,93 años,2015,0.0
44007,Alba,94 años,2015,0.0
44007,Alba,95 años,2015,0.0
44007,Alba,96 años,2015,0.0
44007,Alba,97 años,2015,1
44007,Alba,98 años,2015,0.0
44007,Alba,99 años,2015,0.0
44007,Alba,100 y más años,2015,0.0
44008,Albalate del Arzobispo,66 años,2015,21
44008,Albalate del Arzobispo,67 años,2015,23
44008,Albalate del Arzobispo,68 años,2015,23
44008,Albalate del Arzobispo,69 años,2015,29
44008,Albalate del Arzobispo,70 años,2015,24
44008,Albalate del Arzobispo,71 años,2015,20
44008,Albalate del Arzobispo,72 años,2015,18
44008,Albalate del Arzobispo,73 años,2015,26
44008,Albalate del Arzobispo,74 años,2015,25
44008,Albalate del Arzobispo,75 años,2015,11
44008,Albalate del Arzobispo,76 años,2015,21
44008,Albalate del Arzobispo,77 años,2015,21
44008,Albalate del Arzobispo,78 años,2015,21
44008,Albalate del Arzobispo,79 años,2015,24
44008,Albalate del Arzobispo,80 años,2015,20
44008,Albalate del Arzobispo,81 años,2015,36
44008,Albalate del Arzobispo,82 años,2015,19
44008,Albalate del Arzobispo,83 años,2015,28
44008,Albalate del Arzobispo,84 años,2015,15
44008,Albalate del Arzobispo,85 años,2015,19
44008,Albalate del Arzobispo,86 años,2015,17
44008,Albalate del Arzobispo,87 años,2015,11
44008,Albalate del Arzobispo,88 años,2015,11
44008,Albalate del Arzobispo,89 años,2015,8
44008,Albalate del Arzobispo,90 años,2015,9
44008,Albalate del Arzobispo,91 años,2015,4
44008,Albalate del Arzobispo,92 años,2015,4
44008,Albalate del Arzobispo,93 años,2015,4
44008,Albalate del Arzobispo,94 años,2015,3
44008,Albalate del Arzobispo,95 años,2015,1
44008,Albalate del Arzobispo,96 años,2015,1
44008,Albalate del Arzobispo,97 años,2015,2
44008,Albalate del Arzobispo,98 años,2015,3
44008,Albalate del Arzobispo,99 años,2015,0.0
44008,Albalate del Arzobispo,100 y más años,2015,2
44009,Albarracín,66 años,2015,8
44009,Albarracín,67 años,2015,10
44009,Albarracín,68 años,2015,8
44009,Albarracín,69 años,2015,10
44009,Albarracín,70 años,2015,13
44009,Albarracín,71 años,2015,9
44009,Albarracín,72 años,2015,9
44009,Albarracín,73 años,2015,6
44009,Albarracín,74 años,2015,17
44009,Albarracín,75 años,2015,11
44009,Albarracín,76 años,2015,10
44009,Albarracín,77 años,2015,15
44009,Albarracín,78 años,2015,16
44009,Albarracín,79 años,2015,12
44009,Albarracín,80 años,2015,7
44009,Albarracín,81 años,2015,18
44009,Albarracín,82 años,2015,11
44009,Albarracín,83 años,2015,11
44009,Albarracín,84 años,2015,9
44009,Albarracín,85 años,2015,5
44009,Albarracín,86 años,2015,9
44009,Albarracín,87 años,2015,7
44009,Albarracín,88 años,2015,13
44009,Albarracín,89 años,2015,4
44009,Albarracín,90 años,2015,4
44009,Albarracín,91 años,2015,4
44009,Albarracín,92 años,2015,2
44009,Albarracín,93 años,2015,3
44009,Albarracín,94 años,2015,1
44009,Albarracín,95 años,2015,1
44009,Albarracín,96 años,2015,1
44009,Albarracín,97 años,2015,0.0
44009,Albarracín,98 años,2015,0.0
44009,Albarracín,99 años,2015,0.0
44009,Albarracín,100 y más años,2015,1
44010,Albentosa,66 años,2015,3
44010,Albentosa,67 años,2015,2
44010,Albentosa,68 años,2015,2
44010,Albentosa,69 años,2015,2
44010,Albentosa,70 años,2015,4
44010,Albentosa,71 años,2015,1
44010,Albentosa,72 años,2015,0.0
44010,Albentosa,73 años,2015,2
44010,Albentosa,74 años,2015,2
44010,Albentosa,75 años,2015,3
44010,Albentosa,76 años,2015,3
44010,Albentosa,77 años,2015,2
44010,Albentosa,78 años,2015,3
44010,Albentosa,79 años,2015,3
44010,Albentosa,80 años,2015,4
44010,Albentosa,81 años,2015,4
44010,Albentosa,82 años,2015,2
44010,Albentosa,83 años,2015,3
44010,Albentosa,84 años,2015,1
44010,Albentosa,85 años,2015,3
44010,Albentosa,86 años,2015,2
44010,Albentosa,87 años,2015,1
44010,Albentosa,88 años,2015,1
44010,Albentosa,89 años,2015,1
44010,Albentosa,90 años,2015,1
44010,Albentosa,91 años,2015,1
44010,Albentosa,92 años,2015,1
44010,Albentosa,93 años,2015,2
44010,Albentosa,94 años,2015,0.0
44010,Albentosa,95 años,2015,0.0
44010,Albentosa,96 años,2015,0.0
44010,Albentosa,97 años,2015,0.0
44010,Albentosa,98 años,2015,1
44010,Albentosa,99 años,2015,0.0
44010,Albentosa,100 y más años,2015,0.0
44011,Alcaine,66 años,2015,0.0
44011,Alcaine,67 años,2015,1
44011,Alcaine,68 años,2015,1
44011,Alcaine,69 años,2015,1
44011,Alcaine,70 años,2015,0.0
44011,Alcaine,71 años,2015,3
44011,Alcaine,72 años,2015,0.0
44011,Alcaine,73 años,2015,0.0
44011,Alcaine,74 años,2015,0.0
44011,Alcaine,75 años,2015,0.0
