name,age,year,total
Alcampell,40-65,2016,216
Alcampell,65-100,2016,280
Alcampell,0-18,2017,60
Alcampell,18-40,2017,118
Alcampell,40-65,2017,217
Alcampell,65-100,2017,276
Alcampell,0-18,2018,58
Alcampell,18-40,2018,106
Alcampell,40-65,2018,216
Alcampell,65-100,2018,272
Alcampell,0-18,2019,59
Alcampell,18-40,2019,95
Alcampell,40-65,2019,209
Alcampell,65-100,2019,268
Alcampell,0-18,2020,60
Alcampell,18-40,2020,96
Alcampell,40-65,2020,208
Alcampell,65-100,2020,259
Alcolea de Cinca,0-18,2015,161
Alcolea de Cinca,18-40,2015,315
Alcolea de Cinca,40-65,2015,383
Alcolea de Cinca,65-100,2015,266
Alcolea de Cinca,0-18,2016,168
Alcolea de Cinca,18-40,2016,334
Alcolea de Cinca,40-65,2016,382
Alcolea de Cinca,65-100,2016,274
Alcolea de Cinca,0-18,2017,155
Alcolea de Cinca,18-40,2017,300
Alcolea de Cinca,40-65,2017,383
Alcolea de Cinca,65-100,2017,266
Alcolea de Cinca,0-18,2018,163
Alcolea de Cinca,18-40,2018,319
Alcolea de Cinca,40-65,2018,403
Alcolea de Cinca,65-100,2018,275
Alcolea de Cinca,0-18,2019,166
Alcolea de Cinca,18-40,2019,320
Alcolea de Cinca,40-65,2019,408
Alcolea de Cinca,65-100,2019,261
Alcolea de Cinca,0-18,2020,166
Alcolea de Cinca,18-40,2020,317
Alcolea de Cinca,40-65,2020,431
Alcolea de Cinca,65-100,2020,263
Alcubierre,0-18,2015,43
Alcubierre,18-40,2015,97
Alcubierre,40-65,2015,153
Alcubierre,65-100,2015,155
Alcubierre,0-18,2016,41
Alcubierre,18-40,2016,92
Alcubierre,40-65,2016,149
Alcubierre,65-100,2016,148
Alcubierre,0-18,2017,41
Alcubierre,18-40,2017,90
Alcubierre,40-65,2017,148
Alcubierre,65-100,2017,140
Alcubierre,0-18,2018,35
Alcubierre,18-40,2018,82
Alcubierre,40-65,2018,145
Alcubierre,65-100,2018,142
Alcubierre,0-18,2019,36
Alcubierre,18-40,2019,83
Alcubierre,40-65,2019,137
Alcubierre,65-100,2019,145
Alcubierre,0-18,2020,35
Alcubierre,18-40,2020,82
Alcubierre,40-65,2020,140
Alcubierre,65-100,2020,145
Alerre,0-18,2015,22
Alerre,18-40,2015,49
Alerre,40-65,2015,89
Alerre,65-100,2015,49
Alerre,0-18,2016,23
Alerre,18-40,2016,44
Alerre,40-65,2016,88
Alerre,65-100,2016,50
Alerre,0-18,2017,21
Alerre,18-40,2017,40
Alerre,40-65,2017,85
Alerre,65-100,2017,54
Alerre,0-18,2018,23
Alerre,18-40,2018,43
Alerre,40-65,2018,78
Alerre,65-100,2018,57
Alerre,0-18,2019,23
Alerre,18-40,2019,39
Alerre,40-65,2019,76
Alerre,65-100,2019,61
Alerre,0-18,2020,23
Alerre,18-40,2020,41
Alerre,40-65,2020,75
Alerre,65-100,2020,61
Alfántega,0-18,2015,13
Alfántega,18-40,2015,32
Alfántega,40-65,2015,38
Alfántega,65-100,2015,45
Alfántega,0-18,2016,14
Alfántega,18-40,2016,31
Alfántega,40-65,2016,40
Alfántega,65-100,2016,46
Alfántega,0-18,2017,13
Alfántega,18-40,2017,34
Alfántega,40-65,2017,42
Alfántega,65-100,2017,46
Alfántega,0-18,2018,11
Alfántega,18-40,2018,29
Alfántega,40-65,2018,42
Alfántega,65-100,2018,45
Alfántega,0-18,2019,12
Alfántega,18-40,2019,29
Alfántega,40-65,2019,45
Alfántega,65-100,2019,44
Alfántega,0-18,2020,10
Alfántega,18-40,2020,31
Alfántega,40-65,2020,49
Alfántega,65-100,2020,40
Almudévar,0-18,2015,413
Almudévar,18-40,2015,649
Almudévar,40-65,2015,791
Almudévar,65-100,2015,648
Almudévar,0-18,2016,410
Almudévar,18-40,2016,622
Almudévar,40-65,2016,795
Almudévar,65-100,2016,645
Almudévar,0-18,2017,428
Almudévar,18-40,2017,590
Almudévar,40-65,2017,799
Almudévar,65-100,2017,627
Almudévar,0-18,2018,425
Almudévar,18-40,2018,556
Almudévar,40-65,2018,798
Almudévar,65-100,2018,615
Almudévar,0-18,2019,425
Almudévar,18-40,2019,533
Almudévar,40-65,2019,812
Almudévar,65-100,2019,609
Almudévar,0-18,2020,419
Almudévar,18-40,2020,514
Almudévar,40-65,2020,835
Almudévar,65-100,2020,609
Almunia de San Juan,0-18,2015,93
Almunia de San Juan,18-40,2015,180
Almunia de San Juan,40-65,2015,241
Almunia de San Juan,65-100,2015,165
Almunia de San Juan,0-18,2016,96
Almunia de San Juan,18-40,2016,170
Almunia de San Juan,40-65,2016,238
Almunia de San Juan,65-100,2016,168
Almunia de San Juan,0-18,2017,97
Almunia de San Juan,18-40,2017,164
Almunia de San Juan,40-65,2017,241
Almunia de San Juan,65-100,2017,163
Almunia de San Juan,0-18,2018,98
Almunia de San Juan,18-40,2018,161
Almunia de San Juan,40-65,2018,232
Almunia de San Juan,65-100,2018,163
Almunia de San Juan,0-18,2019,102
Almunia de San Juan,18-40,2019,150
Almunia de San Juan,40-65,2019,237
Almunia de San Juan,65-100,2019,169
Almunia de San Juan,0-18,2020,102
Almunia de San Juan,18-40,2020,147
Almunia de San Juan,40-65,2020,243
Almunia de San Juan,65-100,2020,174
Almuniente,0-18,2015,66
Almuniente,18-40,2015,139
Almuniente,40-65,2015,179
Almuniente,65-100,2015,138
Almuniente,0-18,2016,63
Almuniente,18-40,2016,132
Almuniente,40-65,2016,168
Almuniente,65-100,2016,138
Almuniente,0-18,2017,67
Almuniente,18-40,2017,118
Almuniente,40-65,2017,165
Almuniente,65-100,2017,136
Almuniente,0-18,2018,62
Almuniente,18-40,2018,108
Almuniente,40-65,2018,164
Almuniente,65-100,2018,137
Almuniente,0-18,2019,57
Almuniente,18-40,2019,98
Almuniente,40-65,2019,161
Almuniente,65-100,2019,144
Almuniente,0-18,2020,56
Almuniente,18-40,2020,86
Almuniente,40-65,2020,172
Almuniente,65-100,2020,143
Alquézar,0-18,2015,27
Alquézar,18-40,2015,68
Alquézar,40-65,2015,119
Alquézar,65-100,2015,83
Alquézar,0-18,2016,24
Alquézar,18-40,2016,77
Alquézar,40-65,2016,116
Alquézar,65-100,2016,82
Alquézar,0-18,2017,23
Alquézar,18-40,2017,75
Alquézar,40-65,2017,127
Alquézar,65-100,2017,79
Alquézar,0-18,2018,24
Alquézar,18-40,2018,73
Alquézar,40-65,2018,120
Alquézar,65-100,2018,79
Alquézar,0-18,2019,31
Alquézar,18-40,2019,73
Alquézar,40-65,2019,119
Alquézar,65-100,2019,80
Alquézar,0-18,2020,36
Alquézar,18-40,2020,75
Alquézar,40-65,2020,120
Alquézar,65-100,2020,81
Altorricón,0-18,2015,244
Altorricón,18-40,2015,391
Altorricón,40-65,2015,464
Altorricón,65-100,2015,370
Altorricón,0-18,2016,237
Altorricón,18-40,2016,388
Altorricón,40-65,2016,471
Altorricón,65-100,2016,370
Altorricón,0-18,2017,223
Altorricón,18-40,2017,364
Altorricón,40-65,2017,477
Altorricón,65-100,2017,356
Altorricón,0-18,2018,236
Altorricón,18-40,2018,337
Altorricón,40-65,2018,485
Altorricón,65-100,2018,351
Altorricón,0-18,2019,236
Altorricón,18-40,2019,340
Altorricón,40-65,2019,488
Altorricón,65-100,2019,353
Altorricón,0-18,2020,229
Altorricón,18-40,2020,352
Altorricón,40-65,2020,497
Altorricón,65-100,2020,342
Angüés,0-18,2015,43
Angüés,18-40,2015,97
Angüés,40-65,2015,119
Angüés,65-100,2015,132
Angüés,0-18,2016,43
Angüés,18-40,2016,98
Angüés,40-65,2016,116
Angüés,65-100,2016,133
Angüés,0-18,2017,35
Angüés,18-40,2017,80
Angüés,40-65,2017,118
Angüés,65-100,2017,127
Angüés,0-18,2018,34
Angüés,18-40,2018,80
Angüés,40-65,2018,129
Angüés,65-100,2018,124
Angüés,0-18,2019,31
Angüés,18-40,2019,74
Angüés,40-65,2019,130
Angüés,65-100,2019,119
Angüés,0-18,2020,29
Angüés,18-40,2020,71
Angüés,40-65,2020,134
Angüés,65-100,2020,119
Ansó,0-18,2015,44
Ansó,18-40,2015,89
Ansó,40-65,2015,153
Ansó,65-100,2015,140
Ansó,0-18,2016,39
Ansó,18-40,2016,84
Ansó,40-65,2016,150
Ansó,65-100,2016,139
Ansó,0-18,2017,45
Ansó,18-40,2017,80
Ansó,40-65,2017,145
Ansó,65-100,2017,141
Ansó,0-18,2018,46
Ansó,18-40,2018,73
Ansó,40-65,2018,156
Ansó,65-100,2018,156
Ansó,0-18,2019,40
Ansó,18-40,2019,66
Ansó,40-65,2019,151
Ansó,65-100,2019,148
Ansó,0-18,2020,40
Ansó,18-40,2020,60
Ansó,40-65,2020,147
Ansó,65-100,2020,139
Antillón,0-18,2015,21
Antillón,18-40,2015,40
Antillón,40-65,2015,48
Antillón,65-100,2015,50
Antillón,0-18,2016,22
Antillón,18-40,2016,38
Antillón,40-65,2016,46
Antillón,65-100,2016,49
Antillón,0-18,2017,22
Antillón,18-40,2017,35
Antillón,40-65,2017,47
Antillón,65-100,2017,50
Antillón,0-18,2018,20
Antillón,18-40,2018,35
Antillón,40-65,2018,47
Antillón,65-100,2018,47
Antillón,0-18,2019,17
Antillón,18-40,2019,29
Antillón,40-65,2019,46
Antillón,65-100,2019,48
Antillón,0-18,2020,16
Antillón,18-40,2020,26
Antillón,40-65,2020,47
Antillón,65-100,2020,46
Aragüés del Puerto,0-18,2015,12
Aragüés del Puerto,18-40,2015,30
Aragüés del Puerto,40-65,2015,40
Aragüés del Puerto,65-100,2015,37
Aragüés del Puerto,0-18,2016,10
Aragüés del Puerto,18-40,2016,26
Aragüés del Puerto,40-65,2016,42
Aragüés del Puerto,65-100,2016,37
Aragüés del Puerto,0-18,2017,11
Aragüés del Puerto,18-40,2017,25
Aragüés del Puerto,40-65,2017,44
Aragüés del Puerto,65-100,2017,34
Aragüés del Puerto,0-18,2018,11
Aragüés del Puerto,18-40,2018,25
Aragüés del Puerto,40-65,2018,46
Aragüés del Puerto,65-100,2018,34
Aragüés del Puerto,0-18,2019,14
Aragüés del Puerto,18-40,2019,24
Aragüés del Puerto,40-65,2019,44
Aragüés del Puerto,65-100,2019,33
Aragüés del Puerto,0-18,2020,13
Aragüés del Puerto,18-40,2020,24
Aragüés del Puerto,40-65,2020,42
Aragüés del Puerto,65-100,2020,32
Arén,0-18,2015,37
Arén,18-40,2015,79
Arén,40-65,2015,115
Arén,65-100,2015,97
Arén,0-18,2016,31
Arén,18-40,2016,81
Arén,40-65,2016,114
Arén,65-100,2016,95
Arén,0-18,2017,28
Arén,18-40,2017,86
Arén,40-65,2017,113
Arén,65-100,2017,93
Arén,0-18,2018,24
Arén,18-40,2018,87
Arén,40-65,2018,121
Arén,65-100,2018,86
Arén,0-18,2019,24
Arén,18-40,2019,80
Arén,40-65,2019,122
Arén,65-100,2019,87
Arén,0-18,2020,28
Arén,18-40,2020,79
Arén,40-65,2020,111
Arén,65-100,2020,90
Argavieso,0-18,2015,10
Argavieso,18-40,2015,26
Argavieso,40-65,2015,27
Argavieso,65-100,2015,42
Argavieso,0-18,2016,10
Argavieso,18-40,2016,21
Argavieso,40-65,2016,27
Argavieso,65-100,2016,43
Argavieso,0-18,2017,9
Argavieso,18-40,2017,20
Argavieso,40-65,2017,30
Argavieso,65-100,2017,41
Argavieso,0-18,2018,9
Argavieso,18-40,2018,16
Argavieso,40-65,2018,26
Argavieso,65-100,2018,45
Argavieso,0-18,2019,8
Argavieso,18-40,2019,18
Argavieso,40-65,2019,25
Argavieso,65-100,2019,44
Argavieso,0-18,2020,10
Argavieso,18-40,2020,19
Argavieso,40-65,2020,26
Argavieso,65-100,2020,40
Arguis,0-18,2015,8
Arguis,18-40,2015,28
Arguis,40-65,2015,66
Arguis,65-100,2015,24
Arguis,0-18,2016,8
Arguis,18-40,2016,27
Arguis,40-65,2016,65
Arguis,65-100,2016,22
Arguis,0-18,2017,9
Arguis,18-40,2017,29
Arguis,40-65,2017,62
Arguis,65-100,2017,22
Arguis,0-18,2018,13
Arguis,18-40,2018,30
Arguis,40-65,2018,64
Arguis,65-100,2018,22
Arguis,0-18,2019,13
Arguis,18-40,2019,28
Arguis,40-65,2019,63
Arguis,65-100,2019,23
Arguis,0-18,2020,12
Arguis,18-40,2020,30
Arguis,40-65,2020,57
Arguis,65-100,2020,26
Ayerbe,0-18,2015,183
Ayerbe,18-40,2015,250
Ayerbe,40-65,2015,357
Ayerbe,65-100,2015,326
Ayerbe,0-18,2016,181
Ayerbe,18-40,2016,246
Ayerbe,40-65,2016,359
Ayerbe,65-100,2016,314
Ayerbe,0-18,2017,181
Ayerbe,18-40,2017,227
Ayerbe,40-65,2017,349
Ayerbe,65-100,2017,314
Ayerbe,0-18,2018,179
Ayerbe,18-40,2018,212
Ayerbe,40-65,2018,343
Ayerbe,65-100,2018,307
Ayerbe,0-18,2019,169
Ayerbe,18-40,2019,197
Ayerbe,40-65,2019,344
Ayerbe,65-100,2019,299
Ayerbe,0-18,2020,161
Ayerbe,18-40,2020,187
Ayerbe,40-65,2020,365
Ayerbe,65-100,2020,304
Azanuy-Alins,0-18,2015,24
Azanuy-Alins,18-40,2015,39
Azanuy-Alins,40-65,2015,56
Azanuy-Alins,65-100,2015,54
Azanuy-Alins,0-18,2016,22
Azanuy-Alins,18-40,2016,39
Azanuy-Alins,40-65,2016,52
Azanuy-Alins,65-100,2016,55
Azanuy-Alins,0-18,2017,23
Azanuy-Alins,18-40,2017,38
Azanuy-Alins,40-65,2017,56
Azanuy-Alins,65-100,2017,56
Azanuy-Alins,0-18,2018,25
Azanuy-Alins,18-40,2018,40
Azanuy-Alins,40-65,2018,52
Azanuy-Alins,65-100,2018,59
Azanuy-Alins,0-18,2019,21
Azanuy-Alins,18-40,2019,30
Azanuy-Alins,40-65,2019,56
Azanuy-Alins,65-100,2019,61
Azanuy-Alins,0-18,2020,21
Azanuy-Alins,18-40,2020,32
Azanuy-Alins,40-65,2020,58
Azanuy-Alins,65-100,2020,59
Azara,0-18,2015,20
Azara,18-40,2015,42
Azara,40-65,2015,64
Azara,65-100,2015,63
Azara,0-18,2016,20
Azara,18-40,2016,41
Azara,40-65,2016,66
Azara,65-100,2016,60
Azara,0-18,2017,21
Azara,18-40,2017,37
Azara,40-65,2017,64
Azara,65-100,2017,58
Azara,0-18,2018,20
Azara,18-40,2018,35
Azara,40-65,2018,65
Azara,65-100,2018,54
Azara,0-18,2019,16
Azara,18-40,2019,37
Azara,40-65,2019,64
Azara,65-100,2019,54
Azara,0-18,2020,14
Azara,18-40,2020,34
Azara,40-65,2020,57
Azara,65-100,2020,52
Azlor,0-18,2015,19
Azlor,18-40,2015,32
Azlor,40-65,2015,42
Azlor,65-100,2015,48
Azlor,0-18,2016,16
Azlor,18-40,2016,31
Azlor,40-65,2016,43
Azlor,65-100,2016,47
Azlor,0-18,2017,18
Azlor,18-40,2017,32
Azlor,40-65,2017,45
Azlor,65-100,2017,48
Azlor,0-18,2018,24
Azlor,18-40,2018,31
Azlor,40-65,2018,52
Azlor,65-100,2018,46
Azlor,0-18,2019,21
Azlor,18-40,2019,26
Azlor,40-65,2019,46
Azlor,65-100,2019,50
Azlor,0-18,2020,19
Azlor,18-40,2020,26
Azlor,40-65,2020,47
Azlor,65-100,2020,46
Baélls,0-18,2015,12
Baélls,18-40,2015,19
Baélls,40-65,2015,35
Baélls,65-100,2015,40
Baélls,0-18,2016,9
Baélls,18-40,2016,22
Baélls,40-65,2016,35
Baélls,65-100,2016,39
Baélls,0-18,2017,9
Baélls,18-40,2017,22
Baélls,40-65,2017,36
Baélls,65-100,2017,36
Baélls,0-18,2018,9
Baélls,18-40,2018,23
Baélls,40-65,2018,35
Baélls,65-100,2018,37
Baélls,0-18,2019,9
Baélls,18-40,2019,21
Baélls,40-65,2019,32
Baélls,65-100,2019,42
Baélls,0-18,2020,5
Baélls,18-40,2020,18
Baélls,40-65,2020,30
Baélls,65-100,2020,44
Bailo,0-18,2015,23
Bailo,18-40,2015,68
Bailo,40-65,2015,116
Bailo,65-100,2015,81
Bailo,0-18,2016,26
Bailo,18-40,2016,65
Bailo,40-65,2016,115
Bailo,65-100,2016,81
Bailo,0-18,2017,22
Bailo,18-40,2017,60
Bailo,40-65,2017,117
Bailo,65-100,2017,85
Bailo,0-18,2018,22
Bailo,18-40,2018,54
Bailo,40-65,2018,119
Bailo,65-100,2018,84
Bailo,0-18,2019,26
Bailo,18-40,2019,48
Bailo,40-65,2019,116
Bailo,65-100,2019,77
Bailo,0-18,2020,25
Bailo,18-40,2020,46
Bailo,40-65,2020,116
Bailo,65-100,2020,74
Baldellou,0-18,2015,7
Baldellou,18-40,2015,23
Baldellou,40-65,2015,29
Baldellou,65-100,2015,43
Baldellou,0-18,2016,6
Baldellou,18-40,2016,18
Baldellou,40-65,2016,28
Baldellou,65-100,2016,39
Baldellou,0-18,2017,3
Baldellou,18-40,2017,16
Baldellou,40-65,2017,26
Baldellou,65-100,2017,37
Baldellou,0-18,2018,2
Baldellou,18-40,2018,15
Baldellou,40-65,2018,24
Baldellou,65-100,2018,36
Baldellou,0-18,2019,2
Baldellou,18-40,2019,17
Baldellou,40-65,2019,24
Baldellou,65-100,2019,33
Baldellou,0-18,2020,2
