year,cp,name,population
2024,44001,Ababuj,74
2024,44002,Abejuela,57
2024,44003,Aguatón,17
2024,44004,Aguaviva,547
2024,44005,Aguilar del Alfambra,82
2024,44006,Alacón,208
2024,44007,Alba,187
2024,44008,Albalate del Arzobispo,1933
2024,44009,Albarracín,1002
2024,44010,Albentosa,299
2024,44011,Alcaine,39
2024,44012,Alcalá de la Selva,378
2024,44013,Alcañiz,16247
2024,44014,Alcorisa,3234
2024,44016,Alfambra,487
2024,44017,Aliaga,345
2024,44021,Allepuz,124
2024,44022,Alloza,551
2024,44023,Allueva,30
2024,44018,Almohaja,12
2024,44019,Alobras,69
2024,44020,Alpeñés,26
2024,44024,Anadón,34
2024,44025,Andorra,7258
2024,44026,Arcos de las Salinas,110
2024,44027,Arens de Lledó,194
2024,44028,Argente,201
2024,44029,Ariño,632
2024,44031,Azaila,95
2024,44032,Bádenas,24
2024,44033,Báguena,295
2024,44034,Bañón,155
2024,44035,Barrachina,115
2024,44036,Bea,27
2024,44037,Beceite,562
2024,44039,Bello,213
2024,44038,Belmonte de San José,135
2024,44040,Berge,216
2024,44041,Bezas,68
2024,44042,Blancas,134
2024,44043,Blesa,76
2024,44044,Bordón,113
2024,44045,Bronchales,451
2024,44046,Bueña,55
2024,44047,Burbáguena,352
2024,44048,Cabra de Mora,66
2024,44049,Calaceite,960
2024,44050,Calamocha,4542
2024,44051,Calanda,3678
2024,44052,Calomarde,74
2024,44053,Camañas,127
2024,44054,Camarena de la Sierra,142
2024,44055,Camarillas,120
2024,44056,Caminreal,603
2024,44059,Cantavieja,719
2024,44060,Cañada de Benatanduz,39
2024,44061,La Cañada de Verich,80
2024,44062,Cañada Vellida,38
2024,44063,Cañizar del Olivar,111
2024,44064,Cascante del Río,65
2024,44065,Castejón de Tornos,66
2024,44066,Castel de Cabra,84
2024,44070,El Castellar,56
2024,44071,Castellote,663
2024,44067,Castelnou,99
2024,44068,Castelserás,801
2024,44074,Cedrillas,647
2024,44075,Celadas,329
2024,44076,Cella,2690
2024,44077,La Cerollera,77
2024,44080,La Codoñera,321
2024,44082,Corbalán,118
2024,44084,Cortes de Aragón,65
2024,44085,Cosa,62
2024,44086,Cretas,570
2024,44087,Crivillén,91
2024,44088,La Cuba,50
2024,44089,Cubla,58
2024,44090,Cucalón,79
2024,44092,El Cuervo,95
2024,44093,Cuevas de Almudén,115
2024,44094,Cuevas Labradas,136
2024,44096,Ejulve,169
2024,44097,Escorihuela,141
2024,44099,Escucha,772
2024,44100,Estercuel,203
2024,44101,Ferreruela de Huerva,78
2024,44102,Fonfría,35
2024,44103,Formiche Alto,158
2024,44105,Fórnoles,72
2024,44106,Fortanete,216
2024,44107,Foz-Calanda,281
2024,44108,La Fresneda,459
2024,44109,Frías de Albarracín,112
2024,44110,Fuenferrada,35
2024,44111,Fuentes Calientes,82
2024,44112,Fuentes Claras,435
2024,44113,Fuentes de Rubielos,156
2024,44114,Fuentespalda,289
2024,44115,Galve,144
2024,44116,Gargallo,87
2024,44117,Gea de Albarracín,467
2024,44118,La Ginebrosa,196
2024,44119,Griegos,142
2024,44120,Guadalaviar,237
2024,44121,Gúdar,73
2024,44122,Híjar,1760
2024,44123,Hinojosa de Jarque,99
2024,44124,La Hoz de la Vieja,87
2024,44125,Huesa del Común,57
2024,44126,La Iglesuela del Cid,377
2024,44127,Jabaloyas,63
2024,44128,Jarque de la Val,62
2024,44129,Jatiel,49
2024,44130,Jorcas,39
2024,44131,Josa,35
2024,44132,Lagueruela,71
2024,44133,Lanzuela,24
2024,44135,Libros,102
2024,44136,Lidón,56
2024,44137,Linares de Mora,233
2024,44141,Lledó,153
2024,44138,Loscos,112
2024,44142,Maicas,35
2024,44143,Manzanera,539
2024,44144,Martín del Río,370
2024,44145,Mas de las Matas,1225
2024,44146,La Mata de los Olmos,271
2024,44147,Mazaleón,481
2024,44148,Mezquita de Jarque,81
2024,44149,Mirambel,107
2024,44150,Miravete de la Sierra,32
2024,44151,Molinos,228
2024,44152,Monforte de Moyuela,75
2024,44153,Monreal del Campo,2541
2024,44154,Monroyo,308
2024,44155,Montalbán,1165
