year,cp,name,population
1900,50002,Acered,745
1910,50002,Acered,756
1920,50002,Acered,798
1930,50002,Acered,676
1940,50002,Acered,690
1950,50002,Acered,726
1960,50002,Acered,615
1970,50002,Acered,502
1981,50002,Acered,432
1991,50002,Acered,325
2001,50002,Acered,259
2011,50002,Acered,240
2018,50002,Acered,165
2019,50002,Acered,166
1900,50016,Aldehuela de Liestos,257
1910,50016,Aldehuela de Liestos,247
1920,50016,Aldehuela de Liestos,338
1930,50016,Aldehuela de Liestos,367
1940,50016,Aldehuela de Liestos,417
1950,50016,Aldehuela de Liestos,442
1960,50016,Aldehuela de Liestos,350
1970,50016,Aldehuela de Liestos,178
1981,50016,Aldehuela de Liestos,96
1991,50016,Aldehuela de Liestos,81
2001,50016,Aldehuela de Liestos,37
2011,50016,Aldehuela de Liestos,52
2018,50016,Aldehuela de Liestos,49
2019,50016,Aldehuela de Liestos,48
1900,50028,Anento,387
1910,50028,Anento,362
1920,50028,Anento,341
1930,50028,Anento,388
1940,50028,Anento,367
1950,50028,Anento,351
1960,50028,Anento,270
1970,50028,Anento,101
1981,50028,Anento,11
1991,50028,Anento,104
2001,50028,Anento,116
2011,50028,Anento,128
2018,50028,Anento,95
2019,50028,Anento,106
1900,50037,Atea,1225
1910,50037,Atea,1192
1920,50037,Atea,1035
1930,50037,Atea,1104
1940,50037,Atea,1082
1950,50037,Atea,1088
1960,50037,Atea,909
1970,50037,Atea,564
1981,50037,Atea,436
1991,50037,Atea,277
2001,50037,Atea,206
2011,50037,Atea,151
2018,50037,Atea,156
2019,50037,Atea,151
1900,50040,Badules,440
1910,50040,Badules,393
1920,50040,Badules,385
1930,50040,Badules,389
1940,50040,Badules,383
1950,50040,Badules,439
1960,50040,Badules,341
1970,50040,Badules,206
1981,50040,Badules,148
1991,50040,Badules,120
2001,50040,Badules,112
2011,50040,Badules,104
2018,50040,Badules,83
2019,50040,Badules,85
1900,50042,Balconchán,178
1910,50042,Balconchán,191
1920,50042,Balconchán,165
1930,50042,Balconchán,180
1940,50042,Balconchán,146
1950,50042,Balconchán,133
1960,50042,Balconchán,84
1970,50042,Balconchán,62
1981,50042,Balconchán,42
1991,50042,Balconchán,34
2001,50042,Balconchán,28
2011,50042,Balconchán,15
2018,50042,Balconchán,17
2019,50042,Balconchán,16
1900,50048,Berrueco,232
1910,50048,Berrueco,241
1920,50048,Berrueco,257
1930,50048,Berrueco,184
1940,50048,Berrueco,198
1950,50048,Berrueco,185
1960,50048,Berrueco,182
1970,50048,Berrueco,107
1981,50048,Berrueco,45
1991,50048,Berrueco,43
2001,50048,Berrueco,37
2011,50048,Berrueco,45
2018,50048,Berrueco,33
2019,50048,Berrueco,34
1900,50080,Cerveruela,443
1910,50080,Cerveruela,431
1920,50080,Cerveruela,386
1930,50080,Cerveruela,363
1940,50080,Cerveruela,276
1950,50080,Cerveruela,300
1960,50080,Cerveruela,153
1970,50080,Cerveruela,27
1981,50080,Cerveruela,7
1991,50080,Cerveruela,4
2001,50080,Cerveruela,25
2011,50080,Cerveruela,41
2018,50080,Cerveruela,35
2019,50080,Cerveruela,33
1900,50090,Cubel,505
1910,50090,Cubel,602
1920,50090,Cubel,618
1930,50090,Cubel,671
1940,50090,Cubel,733
1950,50090,Cubel,747
1960,50090,Cubel,535
1970,50090,Cubel,343
1981,50090,Cubel,316
1991,50090,Cubel,267
2001,50090,Cubel,210
2011,50090,Cubel,190
2018,50090,Cubel,168
2019,50090,Cubel,155
1900,50091,Las Cuerlas,316
1910,50091,Las Cuerlas,355
1920,50091,Las Cuerlas,375
1930,50091,Las Cuerlas,439
1940,50091,Las Cuerlas,479
1950,50091,Las Cuerlas,451
1960,50091,Las Cuerlas,416
1970,50091,Las Cuerlas,234
1981,50091,Las Cuerlas,126
1991,50091,Las Cuerlas,104
2001,50091,Las Cuerlas,90
2011,50091,Las Cuerlas,55
2018,50091,Las Cuerlas,39
2019,50091,Las Cuerlas,41
1900,50094,Daroca,3493
1910,50094,Daroca,3597
1920,50094,Daroca,3669
1930,50094,Daroca,3857
1940,50094,Daroca,3819
1950,50094,Daroca,3786
1960,50094,Daroca,3323
1970,50094,Daroca,2968
1981,50094,Daroca,2560
1991,50094,Daroca,2351
2001,50094,Daroca,2212
2011,50094,Daroca,2264
2018,50094,Daroca,1996
2019,50094,Daroca,1983
1900,50108,Fombuena,226
1910,50108,Fombuena,258
1920,50108,Fombuena,266
1930,50108,Fombuena,247
1940,50108,Fombuena,239
1950,50108,Fombuena,185
1960,50108,Fombuena,108
1970,50108,Fombuena,22
1981,50108,Fombuena,9
1991,50108,Fombuena,13
2001,50108,Fombuena,15
2011,50108,Fombuena,52
2018,50108,Fombuena,54
2019,50108,Fombuena,56
1900,50117,Gallocanta,363
1910,50117,Gallocanta,396
1920,50117,Gallocanta,446
1930,50117,Gallocanta,490
1940,50117,Gallocanta,529
1950,50117,Gallocanta,522
1960,50117,Gallocanta,476
1970,50117,Gallocanta,380
1981,50117,Gallocanta,235
1991,50117,Gallocanta,192
2001,50117,Gallocanta,157
2011,50117,Gallocanta,155
2018,50117,Gallocanta,154
2019,50117,Gallocanta,152
1900,50124,Herrera de los Navarros,1873
1910,50124,Herrera de los Navarros,2047
1920,50124,Herrera de los Navarros,2124
1930,50124,Herrera de los Navarros,2224
1940,50124,Herrera de los Navarros,1890
1950,50124,Herrera de los Navarros,1826
1960,50124,Herrera de los Navarros,1484
1970,50124,Herrera de los Navarros,1150
1981,50124,Herrera de los Navarros,889
1991,50124,Herrera de los Navarros,710
2001,50124,Herrera de los Navarros,599
2011,50124,Herrera de los Navarros,578
2018,50124,Herrera de los Navarros,506
2019,50124,Herrera de los Navarros,506
1900,50134,Langa del Castillo,599
1910,50134,Langa del Castillo,657
1920,50134,Langa del Castillo,741
1930,50134,Langa del Castillo,818
1940,50134,Langa del Castillo,803
1950,50134,Langa del Castillo,782
1960,50134,Langa del Castillo,617
1970,50134,Langa del Castillo,332
1981,50134,Langa del Castillo,242
1991,50134,Langa del Castillo,200
2001,50134,Langa del Castillo,177
2011,50134,Langa del Castillo,137
2018,50134,Langa del Castillo,132
2019,50134,Langa del Castillo,121
1900,50138,Lechón,157
1910,50138,Lechón,149
1920,50138,Lechón,165
1930,50138,Lechón,181
1940,50138,Lechón,152
1950,50138,Lechón,155
1960,50138,Lechón,141
1970,50138,Lechón,108
1981,50138,Lechón,85
