cp,name,2018,2017,2016,2015,2014,2013,2012,2011,
50048, Berrueco,33.0,33.0,35.0,37.0,38.0,41.0,42.0,45.0
50901, Biel,140.0,133.0,143.0,148.0,157.0,167.0,168.0,166.0
50050, Bijuesca,98.0,99.0,99.0,100.0,105.0,108.0,114.0,115.0
50051, Biota,948.0,959.0,971.0,1002.0,1022.0,1036.0,1073.0,1095.0
50052, Bisimbre,97.0,99.0,102.0,97.0,97.0,100.0,99.0,108.0
50053, Boquiñeni,808.0,844.0,852.0,871.0,896.0,923.0,956.0,985.0
50054, Bordalba,56.0,58.0,59.0,62.0,64.0,68.0,71.0,73.0
50055, Borja,4922.0,4946.0,4955.0,4930.0,4931.0,4915.0,5057.0,5020.0
50056, Botorrita,498.0,506.0,489.0,484.0,506.0,516.0,532.0,526.0
50057, Brea de Aragón,1665.0,1682.0,1694.0,1719.0,1734.0,1754.0,1795.0,1816.0
50058, Bubierca,63.0,66.0,69.0,76.0,76.0,78.0,84.0,82.0
50059, Bujaraloz,1005.0,1001.0,996.0,1008.0,1021.0,1044.0,1054.0,1048.0
50060, Bulbuente,217.0,218.0,227.0,236.0,239.0,241.0,235.0,241.0
50061, Bureta,217.0,222.0,237.0,253.0,258.0,268.0,268.0,272.0
50062, Burgo de Ebro, El,2432.0,2431.0,2383.0,2348.0,2381.0,2366.0,2363.0,2341.0
50063, Buste, El,72.0,68.0,64.0,66.0,68.0,76.0,82.0,83.0
50064, Cabañas de Ebro,498.0,501.0,508.0,527.0,536.0,540.0,553.0,550.0
50065, Cabolafuente,32.0,34.0,35.0,38.0,39.0,41.0,44.0,46.0
50066, Cadrete,3891.0,3749.0,3655.0,3602.0,3538.0,3363.0,3293.0,3177.0
50067, Calatayud,20035.0,20173.0,20191.0,19724.0,20658.0,20926.0,21174.0,20837.0
50068, Calatorao,2861.0,2845.0,2829.0,2864.0,2895.0,2998.0,3015.0,3054.0
50069, Calcena,75.0,75.0,72.0,79.0,78.0,81.0,65.0,70.0
50070, Calmarza,59.0,64.0,71.0,77.0,76.0,80.0,77.0,105.0
50071, Campillo de Aragón,149.0,155.0,142.0,141.0,153.0,148.0,152.0,151.0
50072, Carenas,177.0,174.0,172.0,172.0,175.0,165.0,184.0,195.0
50073, Cariñena,3276.0,3339.0,3384.0,3389.0,3457.0,3537.0,3572.0,3728.0
50074, Caspe,9525.0,9491.0,9538.0,9867.0,9927.0,9858.0,9885.0,9871.0
50075, Castejón de Alarba,92.0,91.0,85.0,95.0,84.0,87.0,95.0,97.0
50076, Castejón de las Armas,90.0,87.0,91.0,101.0,105.0,106.0,118.0,121.0
50077, Castejón de Valdejasa,221.0,221.0,226.0,228.0,237.0,248.0,257.0,274.0
50078, Castiliscar,265.0,262.0,264.0,280.0,292.0,300.0,310.0,328.0
50079, Cervera de la Cañada,271.0,286.0,305.0,311.0,316.0,318.0,318.0,313.0
50080, Cerveruela,35.0,38.0,34.0,33.0,37.0,42.0,41.0,46.0
50081, Cetina,592.0,606.0,615.0,645.0,666.0,672.0,677.0,687.0
50092, Chiprana,508.0,481.0,483.0,498.0,514.0,487.0,465.0,465.0
50093, Chodes,113.0,112.0,125.0,132.0,135.0,135.0,147.0,147.0
50082, Cimballa,93.0,103.0,109.0,113.0,114.0,115.0,118.0,127.0
50083, Cinco Olivas,112.0,114.0,110.0,113.0,108.0,109.0,119.0,125.0
50084, Clarés de Ribota,65.0,72.0,80.0,80.0,77.0,84.0,89.0,97.0
50085, Codo,198.0,191.0,182.0,194.0,204.0,202.0,205.0,213.0
50086, Codos,183.0,198.0,226.0,185.0,199.0,227.0,241.0,251.0
50087, Contamina,37.0,35.0,35.0,36.0,39.0,37.0,39.0,39.0
50088, Cosuenda,367.0,372.0,384.0,396.0,377.0,390.0,398.0,413.0
50089, Cuarte de Huerva,13055.0,12862.0,12581.0,12141.0,11589.0,11043.0,10394.0,9564.0
50090, Cubel,168.0,175.0,175.0,189.0,184.0,188.0,187.0,194.0
50091, Cuerlas, Las,39.0,44.0,44.0,50.0,51.0,52.0,55.0,62.0
50094, Daroca,1996.0,2044.0,2087.0,2113.0,2193.0,2255.0,2288.0,2313.0
50095, Ejea de los Caballeros,16605.0,16596.0,16541.0,16754.0,16870.0,17139.0,17180.0,17306.0
50096, Embid de Ariza,36.0,39.0,41.0,47.0,49.0,51.0,52.0,53.0
50098, Encinacorba,189.0,198.0,205.0,222.0,235.0,238.0,239.0,253.0
50099, Épila,4402.0,4413.0,4452.0,4545.0,4593.0,4734.0,4746.0,4720.0
50100, Erla,345.0,354.0,364.0,371.0,375.0,393.0,400.0,406.0
50101, Escatrón,1026.0,1046.0,1069.0,1084.0,1113.0,1104.0,1133.0,1121.0
50102, Fabara,1152.0,1172.0,1184.0,1227.0,1231.0,1276.0,1255.0,1263.0
50104, Farlete,386.0,391.0,404.0,414.0,407.0,411.0,428.0,435.0
50105, Fayón,354.0,347.0,354.0,355.0,348.0,372.0,384.0,406.0
50106, Fayos, Los,141.0,136.0,147.0,151.0,153.0,151.0,152.0,153.0
50107, Figueruelas,1240.0,1230.0,1218.0,1229.0,1263.0,1319.0,1322.0,1303.0
50108, Fombuena,54.0,52.0,54.0,51.0,54.0,52.0,52.0,50.0
50109, Frago, El,99.0,107.0,101.0,104.0,104.0,105.0,109.0,107.0
50110, Frasno, El,384.0,386.0,399.0,415.0,439.0,441.0,452.0,477.0
50111, Fréscano,202.0,203.0,201.0,205.0,207.0,204.0,208.0,217.0
50113, Fuendejalón,793.0,817.0,786.0,833.0,859.0,948.0,973.0,979.0
50114, Fuendetodos,121.0,126.0,126.0,144.0,153.0,169.0,172.0,180.0
50115, Fuentes de Ebro,4543.0,4554.0,4566.0,4594.0,4643.0,4656.0,4577.0,4603.0
50116, Fuentes de Jiloca,229.0,245.0,269.0,219.0,243.0,261.0,280.0,279.0
50117, Gallocanta,154.0,162.0,152.0,160.0,158.0,154.0,154.0,156.0
50118, Gallur,2628.0,2643.0,2630.0,2695.0,2779.0,2846.0,2882.0,2931.0
50119, Gelsa,995.0,1055.0,1098.0,1087.0,1122.0,1135.0,1173.0,1174.0
50120, Godojos,54.0,52.0,53.0,35.0,36.0,39.0,43.0,44.0
50121, Gotor,306.0,314.0,326.0,334.0,347.0,352.0,366.0,384.0
50122, Grisel,67.0,75.0,71.0,74.0,67.0,70.0,66.0,71.0
50123, Grisén,597.0,625.0,622.0,656.0,636.0,626.0,603.0,563.0
50124, Herrera de los Navarros,506.0,526.0,536.0,550.0,565.0,569.0,576.0,604.0
50125, Ibdes,404.0,413.0,429.0,455.0,483.0,460.0,471.0,482.0
50126, Illueca,2964.0,3044.0,3109.0,3139.0,3159.0,3216.0,3290.0,3282.0
50128, Isuerre,31.0,31.0,32.0,35.0,33.0,33.0,34.0,36.0
50129, Jaraba,280.0,301.0,315.0,324.0,329.0,340.0,355.0,363.0
50130, Jarque,436.0,448.0,457.0,473.0,501.0,529.0,531.0,543.0
50131, Jaulín,237.0,250.0,254.0,260.0,268.0,265.0,279.0,302.0
50132, Joyosa, La,1072.0,1058.0,1032.0,1042.0,1007.0,983.0,936.0,941.0
50133, Lagata,111.0,119.0,126.0,124.0,133.0,142.0,135.0,145.0
50134, Langa del Castillo,132.0,133.0,134.0,137.0,136.0,134.0,141.0,145.0
50135, Layana,100.0,105.0,101.0,114.0,119.0,108.0,127.0,123.0
50136, Lécera,661.0,687.0,726.0,729.0,730.0,754.0,757.0,759.0
50138, Lechón,53.0,51.0,51.0,56.0,53.0,51.0,52.0,48.0
50137, Leciñena,1162.0,1199.0,1215.0,1220.0,1234.0,1263.0,1306.0,1339.0
50139, Letux,342.0,349.0,350.0,359.0,379.0,372.0,404.0,428.0
50140, Litago,166.0,171.0,171.0,174.0,174.0,173.0,174.0,185.0
50141, Lituénigo,127.0,119.0,118.0,123.0,126.0,124.0,120.0,126.0
50142, Lobera de Onsella,28.0,30.0,32.0,42.0,42.0,40.0,45.0,54.0
50143, Longares,763.0,798.0,789.0,847.0,898.0,903.0,895.0,907.0
50144, Longás,35.0,32.0,35.0,36.0,35.0,35.0,34.0,32.0
50146, Lucena de Jalón,237.0,237.0,229.0,242.0,252.0,264.0,269.0,307.0
50147, Luceni,945.0,971.0,989.0,1006.0,1014.0,1032.0,1045.0,1088.0
50148, Luesia,310.0,310.0,322.0,334.0,307.0,325.0,366.0,401.0
50149, Luesma,34.0,34.0,35.0,43.0,47.0,47.0,50.0,51.0
50150, Lumpiaque,827.0,834.0,867.0,886.0,916.0,915.0,921.0,939.0
50151, Luna,701.0,726.0,733.0,756.0,776.0,794.0,825.0,839.0
50152, Maella,2007.0,2004.0,1970.0,1953.0,1958.0,1977.0,1986.0,2018.0
50153, Magallón,1133.0,1150.0,1157.0,1174.0,1183.0,1191.0,1208.0,1221.0
50154, Mainar,151.0,151.0,147.0,152.0,162.0,158.0,157.0,164.0
50155, Malanquilla,100.0,105.0,107.0,113.0,112.0,117.0,123.0,130.0
50156, Maleján,259.0,254.0,254.0,267.0,300.0,305.0,325.0,338.0
50160, Mallén,3083.0,3140.0,3187.0,3292.0,3399.0,3611.0,3714.0,3709.0
50157, Malón,323.0,349.0,351.0,359.0,364.0,378.0,376.0,375.0
50159, Maluenda,942.0,951.0,989.0,1034.0,1080.0,1116.0,1123.0,1106.0
50161, Manchones,98.0,99.0,120.0,130.0,116.0,122.0,131.0,141.0
50162, Mara,181.0,185.0,191.0,182.0,178.0,186.0,190.0,202.0
50163, María de Huerva,5663.0,5619.0,5550.0,5425.0,5359.0,5315.0,5265.0,5048.0
50902, Marracos,86.0,89.0,91.0,94.0,97.0,101.0,106.0,110.0
50164, Mediana de Aragón,465.0,468.0,443.0,457.0,473.0,469.0,468.0,470.0
50165, Mequinenza,2301.0,2329.0,2316.0,2311.0,2393.0,2436.0,2449.0,2478.0
50166, Mesones de Isuela,271.0,274.0,286.0,291.0,295.0,300.0,318.0,316.0
50167, Mezalocha,240.0,248.0,254.0,235.0,241.0,244.0,210.0,222.0
50168, Mianos,32.0,32.0,28.0,31.0,30.0,33.0,40.0,41.0
50169, Miedes de Aragón,432.0,454.0,467.0,479.0,464.0,470.0,458.0,462.0
50170, Monegrillo,413.0,419.0,418.0,431.0,440.0,458.0,464.0,472.0
50171, Moneva,94.0,103.0,111.0,112.0,111.0,116.0,117.0,129.0
50172, Monreal de Ariza,212.0,208.0,214.0,222.0,233.0,231.0,226.0,186.0
50173, Monterde,159.0,168.0,198.0,278.0,168.0,161.0,169.0,190.0
50174, Montón,94.0,94.0,103.0,105.0,114.0,115.0,133.0,136.0
50175, Morata de Jalón,1097.0,1146.0,1177.0,1204.0,1209.0,1259.0,1266.0,1314.0
50176, Morata de Jiloca,282.0,282.0,272.0,256.0,236.0,232.0,280.0,286.0
50177, Morés,334.0,335.0,349.0,362.0,379.0,393.0,402.0,422.0
50178, Moros,362.0,364.0,383.0,397.0,406.0,434.0,441.0,449.0
50179, Moyuela,245.0,258.0,265.0,280.0,265.0,280.0,278.0,258.0
50180, Mozota,130.0,136.0,124.0,121.0,121.0,117.0,107.0,113.0
50181, Muel,1333.0,1324.0,1312.0,1335.0,1375.0,1377.0,1379.0,1434.0
50182, Muela, La,5479.0,5238.0,5090.0,4980.0,4948.0,5015.0,5062.0,5213.0
50183, Munébrega,385.0,403.0,410.0,405.0,420.0,462.0,470.0,467.0
50184, Murero,107.0,119.0,129.0,131.0,133.0,135.0,140.0,148.0
50185, Murillo de Gállego,174.0,175.0,168.0,166.0,183.0,189.0,202.0,194.0
50186, Navardún,40.0,41.0,42.0,41.0,43.0,45.0,47.0,48.0
50187, Nigüella,66.0,69.0,76.0,78.0,80.0,75.0,74.0,79.0
50188, Nombrevilla,29.0,31.0,32.0,34.0,37.0,34.0,35.0,38.0
50189, Nonaspe,962.0,964.0,992.0,1008.0,1016.0,1038.0,1064.0,1054.0
50190, Novallas,850.0,838.0,871.0,913.0,931.0,947.0,948.0,949.0
50191, Novillas,540.0,546.0,560.0,578.0,586.0,594.0,602.0,603.0
50192, Nuévalos,325.0,332.0,335.0,327.0,332.0,348.0,350.0,355.0
50193, Nuez de Ebro,827.0,838.0,840.0,826.0,843.0,863.0,843.0,837.0
50194, Olvés,106.0,104.0,120.0,117.0,106.0,109.0,117.0,119.0
50195, Orcajo,59.0,57.0,58.0,56.0,57.0,45.0,47.0,43.0
50196, Orera,118.0,120.0,122.0,127.0,131.0,133.0,135.0,136.0
50197, Orés,104.0,106.0,108.0,112.0,110.0,104.0,103.0,107.0
50198, Oseja,52.0,55.0,60.0,61.0,48.0,44.0,48.0,54.0
50199, Osera de Ebro,395.0,396.0,403.0,407.0,424.0,447.0,449.0,462.0
50200, Paniza,634.0,650.0,673.0,691.0,729.0,754.0,758.0,766.0
50201, Paracuellos de Jiloca,601.0,583.0,591.0,590.0,568.0,567.0,587.0,590.0
50202, Paracuellos de la Ribera,158.0,171.0,162.0,168.0,175.0,172.0,172.0,187.0
50203, Pastriz,1293.0,1314.0,1302.0,1280.0,1310.0,1317.0,1364.0,1351.0
50204, Pedrola,3509.0,3453.0,3450.0,3560.0,3622.0,3680.0,3780.0,3769.0
50205, Pedrosas, Las,90.0,106.0,107.0,107.0,110.0,111.0,116.0,117.0
50206, Perdiguera,577.0,596.0,603.0,597.0,613.0,616.0,645.0,651.0
50207, Piedratajada,97.0,110.0,112.0,114.0,113.0,126.0,130.0,147.0
50208, Pina de Ebro,2373.0,2435.0,2443.0,2535.0,2567.0,2615.0,2635.0,2626.0
50209, Pinseque,3908.0,3850.0,3726.0,3606.0,3625.0,3687.0,3676.0,3579.0
50210, Pintanos, Los,37.0,37.0,43.0,44.0,44.0,48.0,45.0,45.0
50211, Plasencia de Jalón,303.0,315.0,320.0,342.0,370.0,374.0,386.0,389.0
50212, Pleitas,36.0,41.0,44.0,45.0,43.0,45.0,52.0,53.0
50213, Plenas,101.0,102.0,105.0,111.0,120.0,128.0,131.0,135.0
50214, Pomer,22.0,27.0,33.0,32.0,34.0,33.0,35.0,36.0
50215, Pozuel de Ariza,21.0,23.0,24.0,24.0,23.0,22.0,22.0,21.0
50216, Pozuelo de Aragón,284.0,281.0,282.0,288.0,299.0,318.0,327.0,340.0
50217, Pradilla de Ebro,574.0,562.0,548.0,560.0,584.0,624.0,627.0,619.0
50218, Puebla de Albortón,120.0,122.0,118.0,124.0,127.0,125.0,128.0,120.0
50219, Puebla de Alfindén, La,6173.0,6109.0,6028.0,5948.0,5864.0,5784.0,5603.0,5433.0
50220, Puendeluna,44.0,46.0,44.0,51.0,51.0,55.0,63.0,62.0
50221, Purujosa,36.0,37.0,38.0,37.0,39.0,39.0,40.0,43.0
50222, Quinto,1948.0,1960.0,1996.0,2020.0,2055.0,2085.0,2077.0,2105.0
50223, Remolinos,1081.0,1088.0,1113.0,1143.0,1149.0,1144.0,1153.0,1183.0
50224, Retascón,74.0,73.0,76.0,79.0,75.0,70.0,70.0,76.0
50225, Ricla,2815.0,2894.0,3027.0,3122.0,3203.0,3225.0,3188.0,3065.0
50227, Romanos,119.0,119.0,127.0,111.0,107.0,114.0,121.0,123.0
50228, Rueda de Jalón,325.0,316.0,328.0,332.0,344.0,343.0,345.0,350.0
50229, Ruesca,72.0,72.0,73.0,73.0,73.0,76.0,75.0,80.0
50241, Sabiñán,691.0,699.0,722.0,743.0,755.0,770.0,749.0,747.0
50230, Sádaba,1324.0,1347.0,1366.0,1404.0,1460.0,1506.0,1577.0,1643.0
50231, Salillas de Jalón,304.0,305.0,304.0,324.0,324.0,337.0,373.0,383.0
50232, Salvatierra de Esca,198.0,212.0,208.0,215.0,211.0,211.0,210.0,226.0
50233, Samper del Salz,112.0,112.0,117.0,123.0,106.0,109.0,121.0,119.0
50234, San Martín de la Virgen de Moncayo,286.0,287.0,286.0,279.0,281.0,292.0,297.0,285.0
50235, San Mateo de Gállego,3134.0,3077.0,3060.0,3051.0,3093.0,3190.0,3158.0,3137.0
50236, Santa Cruz de Grío,108.0,118.0,123.0,135.0,133.0,136.0,148.0,161.0
50237, Santa Cruz de Moncayo,125.0,121.0,130.0,136.0,137.0,143.0,133.0,130.0
50238, Santa Eulalia de Gállego,98.0,99.0,102.0,110.0,127.0,123.0,124.0,130.0
50239, Santed,61.0,63.0,62.0,66.0,66.0,66.0,65.0,67.0
50240, Sástago,1170.0,1175.0,1183.0,1217.0,1221.0,1249.0,1266.0,1294.0
50242, Sediles,95.0,100.0,102.0,105.0,110.0,108.0,106.0,115.0
50243, Sestrica,370.0,387.0,391.0,402.0,413.0,400.0,390.0,401.0
50244, Sierra de Luna,253.0,250.0,262.0,267.0,273.0,262.0,291.0,310.0
50245, Sigüés,88.0,94.0,93.0,103.0,105.0,113.0,121.0,131.0
50246, Sisamón,31.0,33.0,35.0,36.0,38.0,39.0,40.0,43.0
50247, Sobradiel,1089.0,1074.0,1079.0,1077.0,1083.0,1054.0,1029.0,979.0
50248, Sos del Rey Católico,588.0,588.0,605.0,614.0,629.0,635.0,646.0,666.0
50249, Tabuenca,323.0,331.0,343.0,352.0,369.0,369.0,387.0,394.0
50250, Talamantes,63.0,52.0,55.0,58.0,59.0,60.0,60.0,57.0
50251, Tarazona,10509.0,10538.0,10713.0,10759.0,10864.0,10863.0,11050.0,11121.0
50252, Tauste,6914.0,6892.0,6933.0,6941.0,7027.0,7190.0,7382.0,7484.0
50253, Terrer,485.0,479.0,497.0,520.0,532.0,586.0,475.0,500.0
50254, Tierga,192.0,190.0,197.0,200.0,197.0,195.0,197.0,202.0
50255, Tobed,214.0,224.0,225.0,243.0,230.0,236.0,230.0,250.0
50256, Torralba de los Frailes,86.0,88.0,87.0,86.0,88.0,88.0,90.0,94.0
50257, Torralba de Ribota,172.0,181.0,188.0,186.0,189.0,203.0,205.0,202.0
50258, Torralbilla,61.0,57.0,58.0,63.0,57.0,57.0,56.0,58.0
50259, Torrehermosa,63.0,65.0,67.0,69.0,71.0,70.0,80.0,81.0
50260, Torrelapaja,32.0,34.0,33.0,35.0,35.0,37.0,39.0,43.0
50261, Torrellas,250.0,254.0,248.0,269.0,275.0,287.0,290.0,296.0
50262, Torres de Berrellén,1446.0,1469.0,1477.0,1491.0,1492.0,1501.0,1521.0,1511.0
50263, Torrijo de la Cañada,206.0,210.0,231.0,245.0,251.0,277.0,281.0,279.0
50264, Tosos,180.0,192.0,195.0,205.0,208.0,210.0,226.0,242.0
50265, Trasmoz,89.0,86.0,96.0,79.0,75.0,74.0,76.0,76.0
50266, Trasobares,120.0,121.0,126.0,128.0,137.0,140.0,139.0,146.0
50267, Uncastillo,650.0,662.0,668.0,684.0,688.0,712.0,731.0,754.0
50268, Undués de Lerda,55.0,59.0,58.0,61.0,56.0,60.0,76.0,74.0
50269, Urrea de Jalón,418.0,402.0,404.0,398.0,398.0,406.0,396.0,403.0
50270, Urriés,38.0,38.0,40.0,37.0,38.0,41.0,41.0,36.0
50271, Used,271.0,276.0,267.0,288.0,294.0,303.0,304.0,321.0
50272, Utebo,18602.0,18593.0,18466.0,18430.0,18429.0,18336.0,18281.0,18204.0
50274, Val de San Martín,64.0,65.0,70.0,70.0,71.0,76.0,77.0,80.0
50273, Valdehorna,30.0,30.0,28.0,30.0,27.0,29.0,33.0,36.0
50275, Valmadrid,112.0,124.0,122.0,128.0,141.0,138.0,111.0,106.0
50276, Valpalmas,142.0,135.0,147.0,142.0,144.0,151.0,161.0,164.0
50277, Valtorres,68.0,64.0,73.0,66.0,87.0,92.0,101.0,95.0
50278, Velilla de Ebro,215.0,224.0,231.0,250.0,241.0,243.0,243.0,245.0
50279, Velilla de Jiloca,90.0,100.0,114.0,120.0,128.0,116.0,115.0,99.0
50280, Vera de Moncayo,360.0,375.0,383.0,388.0,392.0,406.0,398.0,405.0
50281, Vierlas,74.0,73.0,85.0,96.0,105.0,91.0,98.0,97.0
50283, Villadoz,88.0,90.0,82.0,90.0,94.0,93.0,87.0,84.0
50284, Villafeliche,170.0,168.0,184.0,195.0,200.0,206.0,209.0,225.0
50285, Villafranca de Ebro,830.0,821.0,829.0,836.0,820.0,834.0,834.0,837.0
50286, Villalba de Perejil,99.0,93.0,99.0,98.0,102.0,108.0,109.0,113.0
50287, Villalengua,319.0,324.0,336.0,348.0,360.0,376.0,386.0,390.0
50903, Villamayor de Gállego,2696.0,2721.0,2753.0,2793.0,2820.0,2837.0,2838.0,2885.0
50288, Villanueva de Gállego,4661.0,4656.0,4678.0,4614.0,4616.0,4606.0,4611.0,4526.0
50290, Villanueva de Huerva,463.0,462.0,473.0,491.0,511.0,534.0,559.0,560.0
50289, Villanueva de Jiloca,46.0,52.0,57.0,57.0,52.0,57.0,60.0,78.0
50291, Villar de los Navarros,102.0,102.0,110.0,113.0,111.0,113.0,114.0,120.0
50292, Villarreal de Huerva,274.0,260.0,242.0,247.0,241.0,219.0,230.0,230.0
50293, Villarroya de la Sierra,466.0,467.0,478.0,503.0,521.0,535.0,553.0,575.0
50294, Villarroya del Campo,68.0,71.0,76.0,80.0,83.0,78.0,78.0,81.0
50282, Vilueña, La,77.0,88.0,100.0,111.0,106.0,109.0,111.0,119.0
50295, Vistabella,49.0,50.0,48.0,45.0,47.0,49.0,52.0,50.0
50296, Zaida, La,455.0,463.0,461.0,473.0,481.0,486.0,499.0,514.0
50297, Zaragoza,666880.0,664938.0,661108.0,664953.0,666058.0,682004.0,679624.0,674725.0
50298, Zuera,8365.0,8253.0,7978.0,7820.0,7742.0,7817.0,7738.0,7604.0
