nombre,provincia,slug,codigoINE,poblacion1900,poblacion2024,poblacion2014,variacion1900,perdidaAbsoluta,perdidaPorcentual,varUltimosAnios,porcentajeMayores,porcentajeMenores,densidad
Bezas,teruel,bezas,44041,357,68,0,-80.95238095238095,289,80.95238095238095,0,25,7.4,0
Illueca,zaragoza,illueca,50126,1823,2727,0,49.58859023587493,-904,-49.58859023587493,0,25,9.2,0
Puertomingalvo,teruel,puertomingalvo,44193,1271,141,0,-88.90637293469709,1130,88.90637293469709,0,25,17.9,0
Valle de Bardají,huesca,valle-de-bardaji,22243,221,55,0,-75.1131221719457,166,75.1131221719457,0,25,3.6,0
Valtorres,zaragoza,valtorres,50277,293,75,0,-74.40273037542661,218,74.40273037542661,0,25,14.5,0
Adahuesca,huesca,adahuesca,22003,725,207,0,-71.44827586206897,518,71.44827586206897,0,24.9,18,0
Daroca,zaragoza,daroca,50094,3493,1919,0,-45.06155167477813,1574,45.06155167477813,0,24.9,12.2,0
La Codoñera,teruel,la-codonera,44080,1342,321,0,-76.08047690014902,1021,76.08047690014902,0,24.9,11.5,0
Luceni,zaragoza,luceni,50147,796,1003,0,26.00502512562814,-207,-26.00502512562814,0,24.9,13,0
Azlor,huesca,azlor,22042,537,157,0,-70.7635009310987,380,70.7635009310987,0,24.8,11.5,0
Graus,huesca,graus,22117,6259,3380,0,-45.997763220961815,2879,45.997763220961815,0,24.8,13.3,0
Mediana de Aragón,zaragoza,mediana-de-aragon,50164,1416,457,0,-67.72598870056498,959,67.72598870056498,0,24.8,11,0
Plasencia de Jalón,zaragoza,plasencia-de-jalon,50211,875,382,0,-56.34285714285714,493,56.34285714285714,0,24.7,12.1,0
Salillas de Jalón,zaragoza,salillas-de-jalon,50231,583,359,0,-38.42195540308747,224,38.42195540308747,0,24.7,14.1,0
Novallas,zaragoza,novallas,50190,1527,859,0,-43.74590700720367,668,43.74590700720367,0,24.6,12.9,0
Arcos de las Salinas,teruel,arcos-de-las-salinas,44026,1353,110,0,-91.869918699187,1243,91.869918699187,0,24.5,13.6,0
Bronchales,teruel,bronchales,44045,950,451,0,-52.526315789473685,499,52.526315789473685,0,24.5,11.7,0
Mequinenza,zaragoza,mequinenza,50165,2842,2232,0,-21.46375791695989,610,21.46375791695989,0,24.5,12.6,0
Perales del Alfambra,teruel,perales-del-alfambra,44182,817,271,0,-66.82986536107711,546,66.82986536107711,0,24.5,13.9,0
Alcolea de Cinca,huesca,alcolea-de-cinca,22017,2409,1109,0,-53.964300539643006,1300,53.964300539643006,0,24.4,12.4,0
Bonansa,huesca,bonansa,22067,421,86,0,-79.57244655581948,335,79.57244655581948,0,24.4,12.8,0
Lupiñén-Ortilla,huesca,lupinen-ortilla,22905,1138,349,0,-69.33216168717048,789,69.33216168717048,0,24.4,11.7,0
Bulbuente,zaragoza,bulbuente,50060,1052,240,0,-77.18631178707224,812,77.18631178707224,0,24.3,9.2,0
Fiscal,huesca,fiscal,22109,2505,379,0,-84.87025948103792,2126,84.87025948103792,0,24.3,11.2,0
Malón,zaragoza,malon,50157,1230,442,0,-64.0650406504065,788,64.0650406504065,0,24.3,15.4,0
Peñalba,huesca,penalba,22172,1158,695,0,-39.98272884283247,463,39.98272884283247,0,24.3,8.6,0
Santa Cruz de la Serós,huesca,santa-cruz-de-la-seros,22209,422,188,0,-55.45023696682464,234,55.45023696682464,0,24.3,11.6,0
Urrea de Jalón,zaragoza,urrea-de-jalon,50269,801,440,0,-45.068664169787766,361,45.068664169787766,0,24.3,14.6,0
Nuévalos,zaragoza,nuevalos,50192,902,306,0,-66.07538802660754,596,66.07538802660754,0,24.2,11.6,0
Bielsa,huesca,bielsa,22057,971,487,0,-49.845520082389285,484,49.845520082389285,0,24.1,9.1,0
Banastás,huesca,banastas,22047,113,328,0,190.26548672566372,-215,-190.26548672566372,0,24,14.3,0
Grisel,zaragoza,grisel,50122,497,96,0,-80.6841046277666,401,80.6841046277666,0,24,12.5,0
Torrente de Cinca,huesca,torrente-de-cinca,22234,1382,1148,0,-16.931982633863964,234,16.931982633863964,0,24,9.1,0
Valdelinares,teruel,valdelinares,44244,825,75,0,-90.9090909090909,750,90.9090909090909,0,24,5.3,0
Bujaraloz,zaragoza,bujaraloz,50059,1510,953,0,-36.88741721854304,557,36.88741721854304,0,23.9,12.2,0
Camarena de la Sierra,teruel,camarena-de-la-sierra,44054,882,142,0,-83.90022675736961,740,83.90022675736961,0,23.9,15.5,0
Loscorrales,huesca,loscorrales,22151,371,104,0,-71.96765498652292,267,71.96765498652292,0,23.8,16.2,0
Villarroya de los Pinares,teruel,villarroya-de-los-pinares,44262,1095,163,0,-85.11415525114155,932,85.11415525114155,0,23.8,11.6,0
Sahún,huesca,sahun,22200,871,319,0,-63.375430539609646,552,63.375430539609646,0,23.7,10,0
Villel,teruel,villel,44264,1182,337,0,-71.48900169204738,845,71.48900169204738,0,23.7,14.5,0
Albalate de Cinca,huesca,albalate-de-cinca,22007,1519,1142,0,-24.818959842001316,377,24.818959842001316,0,23.6,12.4,0
Cañizar del Olivar,teruel,canizar-del-olivar,44063,507,111,0,-78.10650887573965,396,78.10650887573965,0,23.6,18.2,0
Monroyo,teruel,monroyo,44154,1284,308,0,-76.01246105919003,976,76.01246105919003,0,23.6,13.7,0
Aguilar del Alfambra,teruel,aguilar-del-alfambra,44005,524,82,0,-84.35114503816794,442,84.35114503816794,0,23.5,11.1,0
Tauste,zaragoza,tauste,50252,4530,6817,0,50.48565121412803,-2287,-50.48565121412803,0,23.5,12.9,0
Albero Alto,huesca,albero-alto,22011,360,128,0,-64.44444444444444,232,64.44444444444444,0,23.4,14.1,0
Altorricón,huesca,altorricon,22025,532,1472,0,176.69172932330827,-940,-176.69172932330827,0,23.4,14,0
Cedrillas,teruel,cedrillas,44074,957,647,0,-32.39289446185998,310,32.39289446185998,0,23.4,14.1,0
Binaced,huesca,binaced,22060,1774,1601,0,-9.751972942502817,173,9.751972942502817,0,23.3,12.6,0
Camarillas,teruel,camarillas,44055,816,120,0,-85.29411764705883,696,85.29411764705883,0,23.3,9.2,0
Castigaleu,huesca,castigaleu,22087,266,87,0,-67.29323308270678,179,67.29323308270678,0,23.3,14,0
Sabiñánigo,huesca,sabinanigo,22199,4884,9592,0,96.3963963963964,-4708,-96.3963963963964,0,23.3,13.3,0
Vierlas,zaragoza,vierlas,50281,230,90,0,-60.86956521739131,140,60.86956521739131,0,23.3,12.2,0
Paracuellos de Jiloca,zaragoza,paracuellos-de-jiloca,50201,712,607,0,-14.747191011235955,105,14.747191011235955,0,23.2,10.4,0
Torralba de Aragón,huesca,torralba-de-aragon,22232,443,107,0,-75.84650112866818,336,75.84650112866818,0,23.1,11.5,0
Capdesaso,huesca,capdesaso,22079,490,201,0,-58.97959183673469,289,58.97959183673469,0,23,7.4,0
Moscardón,teruel,moscardon,44159,494,61,0,-87.65182186234817,433,87.65182186234817,0,23,13.1,0
Perdiguera,zaragoza,perdiguera,50206,725,544,0,-24.96551724137931,181,24.96551724137931,0,23,9.8,0
Sariñena,huesca,sarinena,22213,4029,4135,0,2.6309257880367336,-106,-2.6309257880367336,0,23,14.7,0
Albarracín,teruel,albarracin,44009,1932,1002,0,-48.13664596273292,930,48.13664596273292,0,22.9,11.7,0
Salas Bajas,huesca,salas-bajas,22202,601,180,0,-70.04991680532446,421,70.04991680532446,0,22.8,11.7,0
Calanda,teruel,calanda,44051,3924,3678,0,-6.269113149847094,246,6.269113149847094,0,22.7,14.4,0
Zaidín,huesca,zaidin,22254,1907,1785,0,-6.397482957524908,122,6.397482957524908,0,22.7,12,0
Tarazona,zaragoza,tarazona,50251,8939,10803,0,20.852444345005033,-1864,-20.852444345005033,0,22.6,14.1,0
Aguaviva,teruel,aguaviva,44004,1781,547,0,-69.28691746209994,1234,69.28691746209994,0,22.5,14.1,0
Alpartir,zaragoza,alpartir,50026,1042,589,0,-43.47408829174665,453,43.47408829174665,0,22.5,12.7,0
Andorra,teruel,andorra,44025,2704,7258,0,168.4171597633136,-4554,-168.4171597633136,0,22.5,13.4,0
Campo,huesca,campo,22074,806,483,0,-40.074441687344915,323,40.074441687344915,0,22.4,10.5,0
Villamayor de Gállego,zaragoza,villamayor-de-gallego,50903,1894,2854,0,50.68637803590285,-960,-50.68637803590285,0,22.4,12.6,0
Zaragoza,zaragoza,zaragoza,50297,98397,686986,0,598.1777899732715,-588589,-598.1777899732715,0,22.4,14,0
Chía,huesca,chia,22095,602,94,0,-84.38538205980066,508,84.38538205980066,0,22.3,14.9,0
Longares,zaragoza,longares,50143,1306,830,0,-36.447166921898926,476,36.447166921898926,0,22.3,10.3,0
Torres de Berrellén,zaragoza,torres-de-berrellen,50262,1136,1506,0,32.57042253521127,-370,-32.57042253521127,0,22.3,14,0
Alcorisa,teruel,alcorisa,44014,3119,3234,0,3.687079192048734,-115,-3.687079192048734,0,22.1,15.7,0
Murillo de Gállego,zaragoza,murillo-de-gallego,50185,1159,203,0,-82.48490077653149,956,82.48490077653149,0,22.1,8.3,0
Calatorao,zaragoza,calatorao,50068,2300,2906,0,26.347826086956523,-606,-26.347826086956523,0,21.9,15,0
San Juan de Plan,huesca,san-juan-de-plan,22207,361,151,0,-58.17174515235457,210,58.17174515235457,0,21.9,12.6,0
Huesca,huesca,huesca,22125,13683,54704,0,299.79536651319154,-41021,-299.79536651319154,0,21.8,15.6,0
Labuerda,huesca,labuerda,22133,425,173,0,-59.29411764705882,252,59.29411764705882,0,21.8,13.2,0
Mallén,zaragoza,mallen,50160,2401,2951,0,22.907122032486463,-550,-22.907122032486463,0,21.6,13.3,0
Muel,zaragoza,muel,50181,1228,1474,0,20.03257328990228,-246,-20.03257328990228,0,21.6,13.9,0
Rubielos de Mora,teruel,rubielos-de-mora,44201,2284,615,0,-73.07355516637479,1669,73.07355516637479,0,21.6,11.9,0
Barbastro,huesca,barbastro,22048,7301,17558,0,140.48760443774825,-10257,-140.48760443774825,0,21.5,15.3,0
Anento,zaragoza,anento,50028,387,112,0,-71.0594315245478,275,71.0594315245478,0,21.4,1.8,0
Sarrión,teruel,sarrion,44210,2233,1216,0,-45.54411106135244,1017,45.54411106135244,0,21.4,19.3,0
Villafranca de Ebro,zaragoza,villafranca-de-ebro,50285,663,835,0,25.94268476621418,-172,-25.94268476621418,0,21.4,12.1,0
Biescas,huesca,biescas,22059,3509,1609,0,-54.14648047876888,1900,54.14648047876888,0,21.3,11.3,0
Bijuesca,zaragoza,bijuesca,50050,833,93,0,-88.83553421368548,740,88.83553421368548,0,21.3,2.1,0
Botorrita,zaragoza,botorrita,50056,351,579,0,64.95726495726495,-228,-64.95726495726495,0,21.3,14.3,0
Calatayud,zaragoza,calatayud,50067,11958,19850,0,65.99765847131629,-7892,-65.99765847131629,0,21.2,13.7,0
Valderrobres,teruel,valderrobres,44246,3058,2545,0,-16.775670372792675,513,16.775670372792675,0,21.2,15.1,0
Jaraba,zaragoza,jaraba,50129,491,295,0,-39.91853360488798,196,39.91853360488798,0,21,15.3,0
Pastriz,zaragoza,pastriz,50203,707,1305,0,84.58274398868458,-598,-84.58274398868458,0,21,12.8,0
Teruel,teruel,teruel,44216,12745,36713,0,188.0580619850922,-23968,-188.0580619850922,0,21,15.3,0
Calamocha,teruel,calamocha,44050,6017,4542,0,-24.513877347515372,1475,24.513877347515372,0,20.9,15.2,0
Manzanera,teruel,manzanera,44143,2750,539,0,-80.4,2211,80.4,0,20.9,12.1,0
Utrillas,teruel,utrillas,44238,712,3102,0,335.6741573033708,-2390,-335.6741573033708,0,20.9,14.4,0
Velilla de Cinca,huesca,velilla-de-cinca,22245,1089,507,0,-53.4435261707989,582,53.4435261707989,0,20.9,13,0
Galve,teruel,galve,44115,468,144,0,-69.23076923076923,324,69.23076923076923,0,20.8,12.5,0
Ejea de los Caballeros,zaragoza,ejea-de-los-caballeros,50095,5271,17133,0,225.04268639726806,-11862,-225.04268639726806,0,20.7,14.5,0
Figueruelas,zaragoza,figueruelas,50107,367,1270,0,246.04904632152588,-903,-246.04904632152588,0,20.7,12,0
Santa Cilia,huesca,santa-cilia,22208,567,244,0,-56.96649029982363,323,56.96649029982363,0,20.6,15.4,0
Foz-Calanda,teruel,foz-calanda,44107,786,281,0,-64.24936386768448,505,64.24936386768448,0,20.5,15.2,0
Borja,zaragoza,borja,50055,5667,5191,0,-8.399505911416975,476,8.399505911416975,0,20.4,15.8,0
Castiello de Jaca,huesca,castiello-de-jaca,22086,523,265,0,-49.330783938814534,258,49.330783938814534,0,20.4,11.3,0
Gúdar,teruel,gudar,44121,730,73,0,-90,657,90,0,20.3,18.9,0
Monreal del Campo,teruel,monreal-del-campo,44153,2330,2541,0,9.05579399141631,-211,-9.05579399141631,0,20.3,18.5,0
Nuez de Ebro,zaragoza,nuez-de-ebro,50193,455,907,0,99.34065934065934,-452,-99.34065934065934,0,20.3,15.6,0
Jaca,huesca,jaca,22130,8964,13883,0,54.87505577867024,-4919,-54.87505577867024,0,20.2,14.3,0
Pina de Ebro,zaragoza,pina-de-ebro,50208,2409,2446,0,1.5359070153590701,-37,-1.5359070153590701,0,20.2,14.1,0
Alcañiz,teruel,alcaniz,44013,7699,16247,0,111.02740615664372,-8548,-111.02740615664372,0,20,16.7,0
Arguis,huesca,arguis,22037,570,165,0,-71.05263157894737,405,71.05263157894737,0,20,14.5,0
Rillo,teruel,rillo,44195,502,98,0,-80.47808764940238,404,80.47808764940238,0,20,7,0
Cariñena,zaragoza,carinena,50073,3313,3456,0,4.316329610624811,-143,-4.316329610624811,0,19.8,15.2,0
Fuentes de Ebro,zaragoza,fuentes-de-ebro,50115,2498,4631,0,85.38831064851881,-2133,-85.38831064851881,0,19.8,15.1,0
Grisén,zaragoza,grisen,50123,360,632,0,75.55555555555556,-272,-75.55555555555556,0,19.8,14.2,0
Sobradiel,zaragoza,sobradiel,50247,421,1127,0,167.6959619952494,-706,-167.6959619952494,0,19.7,16.4,0
Binéfar,huesca,binefar,22061,1556,10118,0,550.2570694087404,-8562,-550.2570694087404,0,19.6,15.6,0
Chimillas,huesca,chimillas,22096,189,410,0,116.93121693121694,-221,-116.93121693121694,0,19.6,12.7,0
Alagón,zaragoza,alagon,50008,3454,7450,0,115.69195136074117,-3996,-115.69195136074117,0,19.5,14.4,0
Alfajarín,zaragoza,alfajarin,50017,910,2415,0,165.3846153846154,-1505,-165.3846153846154,0,19.5,16.5,0
Caspe,zaragoza,caspe,50074,7808,10432,0,33.60655737704918,-2624,-33.60655737704918,0,19.5,17.3,0
Boltaña,huesca,boltana,22066,1926,1102,0,-42.782969885773625,824,42.782969885773625,0,19.3,12,0
Escucha,teruel,escucha,44099,707,772,0,9.193776520509193,-65,-9.193776520509193,0,19.3,14.9,0
Mora de Rubielos,teruel,mora-de-rubielos,44158,3213,1618,0,-49.64207905384376,1595,49.64207905384376,0,19.3,15,0
Broto,huesca,broto,22069,1758,608,0,-65.41524459613197,1150,65.41524459613197,0,19.2,11.7,0
Siétamo,huesca,sietamo,22222,1584,681,0,-57.00757575757576,903,57.00757575757576,0,19.2,14.5,0
Olba,teruel,olba,44171,1802,294,0,-83.68479467258602,1508,83.68479467258602,0,19.1,20.1,0
Fortanete,teruel,fortanete,44106,1570,216,0,-86.24203821656052,1354,86.24203821656052,0,19,13.9,0
Monzón,huesca,monzon,22158,5037,18152,0,260.373238038515,-13115,-260.373238038515,0,19,16.5,0
San Mateo de Gállego,zaragoza,san-mateo-de-gallego,50235,960,3409,0,255.10416666666669,-2449,-255.10416666666669,0,18.9,15.4,0
Épila,zaragoza,epila,50099,3713,4565,0,22.946404524643146,-852,-22.946404524643146,0,18.8,17.6,0
Pedrola,zaragoza,pedrola,50204,2269,3766,0,65.97620096959012,-1497,-65.97620096959012,0,18.7,15.1,0
Villarreal de Huerva,zaragoza,villarreal-de-huerva,50292,469,269,0,-42.643923240938165,200,42.643923240938165,0,18.7,13.9,0
Alfamén,zaragoza,alfamen,50018,628,1494,0,137.89808917197453,-866,-137.89808917197453,0,18.4,15.7,0
Aínsa-Sobrarbe,huesca,ainsa-sobrarbe,22907,3680,2317,0,-37.03804347826087,1363,37.03804347826087,0,18.3,15.5,0
Fraga,huesca,fraga,22112,6934,15390,0,121.94981251802713,-8456,-121.94981251802713,0,18,16.6,0
Villanúa,huesca,villanua,22250,959,571,0,-40.45881126173097,388,40.45881126173097,0,17.9,13.5,0
Villanova,huesca,villanova,22249,279,170,0,-39.06810035842294,109,39.06810035842294,0,17.8,12.4,0
Quicena,huesca,quicena,22195,259,346,0,33.59073359073359,-87,-33.59073359073359,0,17.6,10.6,0
Panticosa,huesca,panticosa,22170,889,909,0,2.249718785151856,-20,-2.249718785151856,0,17.5,11.4,0
Cubla,teruel,cubla,44089,363,58,0,-84.02203856749311,305,84.02203856749311,0,17.2,8.6,0
Villanueva de Gállego,zaragoza,villanueva-de-gallego,50288,1281,4814,0,275.800156128025,-3533,-275.800156128025,0,17.1,15,0
Chiprana,zaragoza,chiprana,50092,1425,500,0,-64.91228070175438,925,64.91228070175438,0,17,13.1,0
Corbalán,teruel,corbalan,44082,484,118,0,-75.6198347107438,366,75.6198347107438,0,16.9,15.3,0
Albentosa,teruel,albentosa,44010,1003,299,0,-70.18943170488534,704,70.18943170488534,0,16.8,16.5,0
Zuera,zaragoza,zuera,50298,2471,8709,0,252.44840145690003,-6238,-252.44840145690003,0,16.7,16.6,0
Castejón de Sos,huesca,castejon-de-sos,22084,813,868,0,6.765067650676507,-55,-6.765067650676507,0,16.6,12.6,0
Sallent de Gállego,huesca,sallent-de-gallego,22204,1420,1516,0,6.760563380281689,-96,-6.760563380281689,0,16.5,12.2,0
Ricla,zaragoza,ricla,50225,2503,2949,0,17.81861765880943,-446,-17.81861765880943,0,16.1,11.1,0
Canfranc,huesca,canfranc,22078,770,612,0,-20.51948051948052,158,20.51948051948052,0,15.8,8.3,0
Villastar,teruel,villastar,44263,737,551,0,-25.237449118046136,186,25.237449118046136,0,15.1,19.3,0
Monflorite-Lascasas,huesca,monflorite-lascasas,22156,452,490,0,8.4070796460177,-38,-8.4070796460177,0,14.8,22.7,0
Sesué,huesca,sesue,22221,360,116,0,-67.77777777777779,244,67.77777777777779,0,14.7,18.1,0
Utebo,zaragoza,utebo,50272,1382,19022,0,1276.410998552822,-17640,-1276.410998552822,0,14.6,17.3,0
Ruesca,zaragoza,ruesca,50229,163,66,0,-59.50920245398773,97,59.50920245398773,0,14.5,8.7,0
Igriés,huesca,igries,22127,446,737,0,65.24663677130044,-291,-65.24663677130044,0,13.7,17.2,0
Pinseque,zaragoza,pinseque,50209,750,4551,0,506.79999999999995,-3801,-506.79999999999995,0,13.7,18.8,0
Benasque,huesca,benasque,22054,1598,2362,0,47.80976220275344,-764,-47.80976220275344,0,12.9,14.6,0
Fuentes de Rubielos,teruel,fuentes-de-rubielos,44113,895,156,0,-82.56983240223464,739,82.56983240223464,0,12.9,21.9,0
Cadrete,zaragoza,cadrete,50066,647,4639,0,617.001545595054,-3992,-617.001545595054,0,12,18.3,0
Undués de Lerda,zaragoza,undues-de-lerda,50268,485,55,0,-88.65979381443299,430,88.65979381443299,0,10.9,12.7,0
La Muela,zaragoza,la-muela,50182,729,6564,0,800.4115226337449,-5835,-800.4115226337449,0,10.1,20.6,0
Tierz,huesca,tierz,22228,310,825,0,166.1290322580645,-515,-166.1290322580645,0,9.4,21.9,0
María de Huerva,zaragoza,maria-de-huerva,50163,581,6371,0,996.5576592082616,-5790,-996.5576592082616,0,8.3,24.1,0
Cuarte de Huerva,zaragoza,cuarte-de-huerva,50089,275,15112,0,5395.272727272727,-14837,-5395.272727272727,0,7.5,24.3,0
