Sexo,Municipios,Edad (año a año),Periodo,Total
Total,44137 Linares de Mora,19 años,2017,1
Total,44137 Linares de Mora,20 años,2017,4
Total,44137 Linares de Mora,21 años,2017,5
Total,44137 Linares de Mora,22 años,2017,0
Total,44137 Linares de Mora,23 años,2017,1
Total,44137 Linares de Mora,24 años,2017,1
Total,44137 Linares de Mora,25 años,2017,3
Total,44137 Linares de Mora,26 años,2017,2
Total,44137 Linares de Mora,27 años,2017,3
Total,44137 Linares de Mora,28 años,2017,1
Total,44137 Linares de Mora,29 años,2017,4
Total,44137 Linares de Mora,30 años,2017,3
Total,44137 Linares de Mora,31 años,2017,4
Total,44137 Linares de Mora,32 años,2017,3
Total,44137 Linares de Mora,33 años,2017,6
Total,44137 Linares de Mora,34 años,2017,4
Total,44137 Linares de Mora,35 años,2017,7
Total,44137 Linares de Mora,36 años,2017,2
Total,44137 Linares de Mora,37 años,2017,8
Total,44137 Linares de Mora,38 años,2017,4
Total,44137 Linares de Mora,39 años,2017,4
Total,44137 Linares de Mora,40 años,2017,2
Total,44141 Lledó,19 años,2017,1
Total,44141 Lledó,20 años,2017,1
Total,44141 Lledó,21 años,2017,2
Total,44141 Lledó,22 años,2017,0
Total,44141 Lledó,23 años,2017,2
Total,44141 Lledó,24 años,2017,0
Total,44141 Lledó,25 años,2017,0
Total,44141 Lledó,26 años,2017,1
Total,44141 Lledó,27 años,2017,4
Total,44141 Lledó,28 años,2017,3
Total,44141 Lledó,29 años,2017,1
Total,44141 Lledó,30 años,2017,2
Total,44141 Lledó,31 años,2017,2
Total,44141 Lledó,32 años,2017,0
Total,44141 Lledó,33 años,2017,3
Total,44141 Lledó,34 años,2017,2
Total,44141 Lledó,35 años,2017,0
Total,44141 Lledó,36 años,2017,3
Total,44141 Lledó,37 años,2017,2
Total,44141 Lledó,38 años,2017,5
Total,44141 Lledó,39 años,2017,3
Total,44141 Lledó,40 años,2017,0
Total,44138 Loscos,19 años,2017,2
Total,44138 Loscos,20 años,2017,0
Total,44138 Loscos,21 años,2017,2
Total,44138 Loscos,22 años,2017,2
Total,44138 Loscos,23 años,2017,1
Total,44138 Loscos,24 años,2017,1
Total,44138 Loscos,25 años,2017,0
Total,44138 Loscos,26 años,2017,0
Total,44138 Loscos,27 años,2017,0
Total,44138 Loscos,28 años,2017,1
Total,44138 Loscos,29 años,2017,0
Total,44138 Loscos,30 años,2017,1
Total,44138 Loscos,31 años,2017,1
Total,44138 Loscos,32 años,2017,1
Total,44138 Loscos,33 años,2017,2
Total,44138 Loscos,34 años,2017,0
Total,44138 Loscos,35 años,2017,1
Total,44138 Loscos,36 años,2017,0
Total,44138 Loscos,37 años,2017,1
Total,44138 Loscos,38 años,2017,3
Total,44138 Loscos,39 años,2017,2
Total,44138 Loscos,40 años,2017,1
Total,44142 Maicas,19 años,2017,0
Total,44142 Maicas,20 años,2017,0
Total,44142 Maicas,21 años,2017,0
Total,44142 Maicas,22 años,2017,0
Total,44142 Maicas,23 años,2017,0
Total,44142 Maicas,24 años,2017,0
Total,44142 Maicas,25 años,2017,0
Total,44142 Maicas,26 años,2017,0
Total,44142 Maicas,27 años,2017,1
Total,44142 Maicas,28 años,2017,0
Total,44142 Maicas,29 años,2017,0
Total,44142 Maicas,30 años,2017,0
Total,44142 Maicas,31 años,2017,0
Total,44142 Maicas,32 años,2017,0
Total,44142 Maicas,33 años,2017,0
Total,44142 Maicas,34 años,2017,0
Total,44142 Maicas,35 años,2017,0
Total,44142 Maicas,36 años,2017,0
Total,44142 Maicas,37 años,2017,0
Total,44142 Maicas,38 años,2017,0
Total,44142 Maicas,39 años,2017,0
Total,44142 Maicas,40 años,2017,0
Total,44143 Manzanera,19 años,2017,5
Total,44143 Manzanera,20 años,2017,4
Total,44143 Manzanera,21 años,2017,4
Total,44143 Manzanera,22 años,2017,8
Total,44143 Manzanera,23 años,2017,3
Total,44143 Manzanera,24 años,2017,1
Total,44143 Manzanera,25 años,2017,6
Total,44143 Manzanera,26 años,2017,7
Total,44143 Manzanera,27 años,2017,6
Total,44143 Manzanera,28 años,2017,8
Total,44143 Manzanera,29 años,2017,9
Total,44143 Manzanera,30 años,2017,6
Total,44143 Manzanera,31 años,2017,7
Total,44143 Manzanera,32 años,2017,12
Total,44143 Manzanera,33 años,2017,6
Total,44143 Manzanera,34 años,2017,5
Total,44143 Manzanera,35 años,2017,7
Total,44143 Manzanera,36 años,2017,10
Total,44143 Manzanera,37 años,2017,2
Total,44143 Manzanera,38 años,2017,6
Total,44143 Manzanera,39 años,2017,7
Total,44143 Manzanera,40 años,2017,2
Total,44144 Martín del Río,19 años,2017,6
Total,44144 Martín del Río,20 años,2017,4
Total,44144 Martín del Río,21 años,2017,5
Total,44144 Martín del Río,22 años,2017,3
Total,44144 Martín del Río,23 años,2017,7
Total,44144 Martín del Río,24 años,2017,6
Total,44144 Martín del Río,25 años,2017,1
Total,44144 Martín del Río,26 años,2017,4
Total,44144 Martín del Río,27 años,2017,3
Total,44144 Martín del Río,28 años,2017,1
Total,44144 Martín del Río,29 años,2017,7
Total,44144 Martín del Río,30 años,2017,10
Total,44144 Martín del Río,31 años,2017,2
Total,44144 Martín del Río,32 años,2017,2
Total,44144 Martín del Río,33 años,2017,4
Total,44144 Martín del Río,34 años,2017,6
Total,44144 Martín del Río,35 años,2017,5
Total,44144 Martín del Río,36 años,2017,5
Total,44144 Martín del Río,37 años,2017,7
Total,44144 Martín del Río,38 años,2017,8
Total,44144 Martín del Río,39 años,2017,4
Total,44144 Martín del Río,40 años,2017,2
Total,44145 Mas de las Matas,19 años,2017,14
Total,44145 Mas de las Matas,20 años,2017,12
Total,44145 Mas de las Matas,21 años,2017,12
Total,44145 Mas de las Matas,22 años,2017,11
Total,44145 Mas de las Matas,23 años,2017,15
Total,44145 Mas de las Matas,24 años,2017,8
Total,44145 Mas de las Matas,25 años,2017,4
Total,44145 Mas de las Matas,26 años,2017,15
Total,44145 Mas de las Matas,27 años,2017,8
Total,44145 Mas de las Matas,28 años,2017,20
Total,44145 Mas de las Matas,29 años,2017,15
Total,44145 Mas de las Matas,30 años,2017,16
Total,44145 Mas de las Matas,31 años,2017,13
Total,44145 Mas de las Matas,32 años,2017,8
Total,44145 Mas de las Matas,33 años,2017,13
Total,44145 Mas de las Matas,34 años,2017,18
Total,44145 Mas de las Matas,35 años,2017,15
Total,44145 Mas de las Matas,36 años,2017,8
Total,44145 Mas de las Matas,37 años,2017,10
Total,44145 Mas de las Matas,38 años,2017,22
Total,44145 Mas de las Matas,39 años,2017,18
Total,44145 Mas de las Matas,40 años,2017,11
Total,44146 Mata de los Olmos La,19 años,2017,2
Total,44146 Mata de los Olmos La,20 años,2017,0
Total,44146 Mata de los Olmos La,21 años,2017,5
Total,44146 Mata de los Olmos La,22 años,2017,4
Total,44146 Mata de los Olmos La,23 años,2017,3
Total,44146 Mata de los Olmos La,24 años,2017,7
Total,44146 Mata de los Olmos La,25 años,2017,4
Total,44146 Mata de los Olmos La,26 años,2017,2
Total,44146 Mata de los Olmos La,27 años,2017,2
Total,44146 Mata de los Olmos La,28 años,2017,2
Total,44146 Mata de los Olmos La,29 años,2017,2
Total,44146 Mata de los Olmos La,30 años,2017,5
Total,44146 Mata de los Olmos La,31 años,2017,5
Total,44146 Mata de los Olmos La,32 años,2017,6
Total,44146 Mata de los Olmos La,33 años,2017,4
Total,44146 Mata de los Olmos La,34 años,2017,4
Total,44146 Mata de los Olmos La,35 años,2017,5
Total,44146 Mata de los Olmos La,36 años,2017,3
Total,44146 Mata de los Olmos La,37 años,2017,3
Total,44146 Mata de los Olmos La,38 años,2017,3
Total,44146 Mata de los Olmos La,39 años,2017,5
Total,44146 Mata de los Olmos La,40 años,2017,4
Total,44147 Mazaleón,19 años,2017,4
Total,44147 Mazaleón,20 años,2017,6
Total,44147 Mazaleón,21 años,2017,7
Total,44147 Mazaleón,22 años,2017,10
Total,44147 Mazaleón,23 años,2017,8
Total,44147 Mazaleón,24 años,2017,4
Total,44147 Mazaleón,25 años,2017,4
Total,44147 Mazaleón,26 años,2017,6
Total,44147 Mazaleón,27 años,2017,5
Total,44147 Mazaleón,28 años,2017,5
Total,44147 Mazaleón,29 años,2017,7
Total,44147 Mazaleón,30 años,2017,5
Total,44147 Mazaleón,31 años,2017,9
Total,44147 Mazaleón,32 años,2017,3
Total,44147 Mazaleón,33 años,2017,4
Total,44147 Mazaleón,34 años,2017,3
Total,44147 Mazaleón,35 años,2017,6
Total,44147 Mazaleón,36 años,2017,4
Total,44147 Mazaleón,37 años,2017,12
Total,44147 Mazaleón,38 años,2017,5
Total,44147 Mazaleón,39 años,2017,8
Total,44147 Mazaleón,40 años,2017,3
Total,44148 Mezquita de Jarque,19 años,2017,2
Total,44148 Mezquita de Jarque,20 años,2017,0
Total,44148 Mezquita de Jarque,21 años,2017,1
Total,44148 Mezquita de Jarque,22 años,2017,1
Total,44148 Mezquita de Jarque,23 años,2017,0
Total,44148 Mezquita de Jarque,24 años,2017,3
Total,44148 Mezquita de Jarque,25 años,2017,2
Total,44148 Mezquita de Jarque,26 años,2017,1
Total,44148 Mezquita de Jarque,27 años,2017,1
Total,44148 Mezquita de Jarque,28 años,2017,2
Total,44148 Mezquita de Jarque,29 años,2017,0
Total,44148 Mezquita de Jarque,30 años,2017,0
Total,44148 Mezquita de Jarque,31 años,2017,2
Total,44148 Mezquita de Jarque,32 años,2017,1
Total,44148 Mezquita de Jarque,33 años,2017,2
Total,44148 Mezquita de Jarque,34 años,2017,0
Total,44148 Mezquita de Jarque,35 años,2017,3
Total,44148 Mezquita de Jarque,36 años,2017,2
Total,44148 Mezquita de Jarque,37 años,2017,3
Total,44148 Mezquita de Jarque,38 años,2017,1
Total,44148 Mezquita de Jarque,39 años,2017,1
Total,44148 Mezquita de Jarque,40 años,2017,0
Total,44149 Mirambel,19 años,2017,1
Total,44149 Mirambel,20 años,2017,0
Total,44149 Mirambel,21 años,2017,1
Total,44149 Mirambel,22 años,2017,0
Total,44149 Mirambel,23 años,2017,0
Total,44149 Mirambel,24 años,2017,0
Total,44149 Mirambel,25 años,2017,0
Total,44149 Mirambel,26 años,2017,4
Total,44149 Mirambel,27 años,2017,2
Total,44149 Mirambel,28 años,2017,3
Total,44149 Mirambel,29 años,2017,3
Total,44149 Mirambel,30 años,2017,2
Total,44149 Mirambel,31 años,2017,2
Total,44149 Mirambel,32 años,2017,1
Total,44149 Mirambel,33 años,2017,5
Total,44149 Mirambel,34 años,2017,1
Total,44149 Mirambel,35 años,2017,4
Total,44149 Mirambel,36 años,2017,1
Total,44149 Mirambel,37 años,2017,1
Total,44149 Mirambel,38 años,2017,1
Total,44149 Mirambel,39 años,2017,4
Total,44149 Mirambel,40 años,2017,2
Total,44150 Miravete de la Sierra,19 años,2017,0
Total,44150 Miravete de la Sierra,20 años,2017,0
Total,44150 Miravete de la Sierra,21 años,2017,1
Total,44150 Miravete de la Sierra,22 años,2017,0
Total,44150 Miravete de la Sierra,23 años,2017,1
Total,44150 Miravete de la Sierra,24 años,2017,1
Total,44150 Miravete de la Sierra,25 años,2017,0
Total,44150 Miravete de la Sierra,26 años,2017,1
Total,44150 Miravete de la Sierra,27 años,2017,0
Total,44150 Miravete de la Sierra,28 años,2017,0
Total,44150 Miravete de la Sierra,29 años,2017,0
Total,44150 Miravete de la Sierra,30 años,2017,0
Total,44150 Miravete de la Sierra,31 años,2017,1
Total,44150 Miravete de la Sierra,32 años,2017,0
Total,44150 Miravete de la Sierra,33 años,2017,0
Total,44150 Miravete de la Sierra,34 años,2017,0
Total,44150 Miravete de la Sierra,35 años,2017,0
Total,44150 Miravete de la Sierra,36 años,2017,0
Total,44150 Miravete de la Sierra,37 años,2017,1
Total,44150 Miravete de la Sierra,38 años,2017,0
Total,44150 Miravete de la Sierra,39 años,2017,0
Total,44150 Miravete de la Sierra,40 años,2017,0
Total,44151 Molinos,19 años,2017,0
Total,44151 Molinos,20 años,2017,1
Total,44151 Molinos,21 años,2017,1
Total,44151 Molinos,22 años,2017,5
Total,44151 Molinos,23 años,2017,2
Total,44151 Molinos,24 años,2017,1
Total,44151 Molinos,25 años,2017,2
Total,44151 Molinos,26 años,2017,2
Total,44151 Molinos,27 años,2017,2
Total,44151 Molinos,28 años,2017,2
Total,44151 Molinos,29 años,2017,1
Total,44151 Molinos,30 años,2017,4
Total,44151 Molinos,31 años,2017,2
Total,44151 Molinos,32 años,2017,2
Total,44151 Molinos,33 años,2017,3
Total,44151 Molinos,34 años,2017,2
Total,44151 Molinos,35 años,2017,1
Total,44151 Molinos,36 años,2017,2
Total,44151 Molinos,37 años,2017,5
Total,44151 Molinos,38 años,2017,2
Total,44151 Molinos,39 años,2017,3
Total,44151 Molinos,40 años,2017,3
Total,44152 Monforte de Moyuela,19 años,2017,0
Total,44152 Monforte de Moyuela,20 años,2017,0
Total,44152 Monforte de Moyuela,21 años,2017,0
Total,44152 Monforte de Moyuela,22 años,2017,0
Total,44152 Monforte de Moyuela,23 años,2017,0
Total,44152 Monforte de Moyuela,24 años,2017,0
Total,44152 Monforte de Moyuela,25 años,2017,2
Total,44152 Monforte de Moyuela,26 años,2017,1
Total,44152 Monforte de Moyuela,27 años,2017,2
Total,44152 Monforte de Moyuela,28 años,2017,0
Total,44152 Monforte de Moyuela,29 años,2017,0
Total,44152 Monforte de Moyuela,30 años,2017,1
Total,44152 Monforte de Moyuela,31 años,2017,1
Total,44152 Monforte de Moyuela,32 años,2017,1
Total,44152 Monforte de Moyuela,33 años,2017,0
Total,44152 Monforte de Moyuela,34 años,2017,0
Total,44152 Monforte de Moyuela,35 años,2017,1
Total,44152 Monforte de Moyuela,36 años,2017,2
Total,44152 Monforte de Moyuela,37 años,2017,1
Total,44152 Monforte de Moyuela,38 años,2017,1
Total,44152 Monforte de Moyuela,39 años,2017,1
Total,44152 Monforte de Moyuela,40 años,2017,2
Total,44153 Monreal del Campo,19 años,2017,24
Total,44153 Monreal del Campo,20 años,2017,19
Total,44153 Monreal del Campo,21 años,2017,25
Total,44153 Monreal del Campo,22 años,2017,27
Total,44153 Monreal del Campo,23 años,2017,30
Total,44153 Monreal del Campo,24 años,2017,25
Total,44153 Monreal del Campo,25 años,2017,28
Total,44153 Monreal del Campo,26 años,2017,30
Total,44153 Monreal del Campo,27 años,2017,39
Total,44153 Monreal del Campo,28 años,2017,19
Total,44153 Monreal del Campo,29 años,2017,35
Total,44153 Monreal del Campo,30 años,2017,25
Total,44153 Monreal del Campo,31 años,2017,27
Total,44153 Monreal del Campo,32 años,2017,33
Total,44153 Monreal del Campo,33 años,2017,34
Total,44153 Monreal del Campo,34 años,2017,36
Total,44153 Monreal del Campo,35 años,2017,49
Total,44153 Monreal del Campo,36 años,2017,42
Total,44153 Monreal del Campo,37 años,2017,33
Total,44153 Monreal del Campo,38 años,2017,37
Total,44153 Monreal del Campo,39 años,2017,36
Total,44153 Monreal del Campo,40 años,2017,31
Total,44154 Monroyo,19 años,2017,1
Total,44154 Monroyo,20 años,2017,5
Total,44154 Monroyo,21 años,2017,2
Total,44154 Monroyo,22 años,2017,6
Total,44154 Monroyo,23 años,2017,2
Total,44154 Monroyo,24 años,2017,7
Total,44154 Monroyo,25 años,2017,3
Total,44154 Monroyo,26 años,2017,4
Total,44154 Monroyo,27 años,2017,2
Total,44154 Monroyo,28 años,2017,3
Total,44154 Monroyo,29 años,2017,5
Total,44154 Monroyo,30 años,2017,4
Total,44154 Monroyo,31 años,2017,4
Total,44154 Monroyo,32 años,2017,5
Total,44154 Monroyo,33 años,2017,4
Total,44154 Monroyo,34 años,2017,7
Total,44154 Monroyo,35 años,2017,5
Total,44154 Monroyo,36 años,2017,6
Total,44154 Monroyo,37 años,2017,6
Total,44154 Monroyo,38 años,2017,1
Total,44154 Monroyo,39 años,2017,5
Total,44154 Monroyo,40 años,2017,6
Total,44155 Montalbán,19 años,2017,12
Total,44155 Montalbán,20 años,2017,7
Total,44155 Montalbán,21 años,2017,14
Total,44155 Montalbán,22 años,2017,15
Total,44155 Montalbán,23 años,2017,11
Total,44155 Montalbán,24 años,2017,14
Total,44155 Montalbán,25 años,2017,13
Total,44155 Montalbán,26 años,2017,17
Total,44155 Montalbán,27 años,2017,15
Total,44155 Montalbán,28 años,2017,15
Total,44155 Montalbán,29 años,2017,18
Total,44155 Montalbán,30 años,2017,21
Total,44155 Montalbán,31 años,2017,15
Total,44155 Montalbán,32 años,2017,19
Total,44155 Montalbán,33 años,2017,14
Total,44155 Montalbán,34 años,2017,10
Total,44155 Montalbán,35 años,2017,22
Total,44155 Montalbán,36 años,2017,11
Total,44155 Montalbán,37 años,2017,15
Total,44155 Montalbán,38 años,2017,17
Total,44155 Montalbán,39 años,2017,10
Total,44155 Montalbán,40 años,2017,11
Total,44156 Monteagudo del Castillo,19 años,2017,0
Total,44156 Monteagudo del Castillo,20 años,2017,1
Total,44156 Monteagudo del Castillo,21 años,2017,0
Total,44156 Monteagudo del Castillo,22 años,2017,1
Total,44156 Monteagudo del Castillo,23 años,2017,0
Total,44156 Monteagudo del Castillo,24 años,2017,0
Total,44156 Monteagudo del Castillo,25 años,2017,0
Total,44156 Monteagudo del Castillo,26 años,2017,1
Total,44156 Monteagudo del Castillo,27 años,2017,1
Total,44156 Monteagudo del Castillo,28 años,2017,1
Total,44156 Monteagudo del Castillo,29 años,2017,0
Total,44156 Monteagudo del Castillo,30 años,2017,4
Total,44156 Monteagudo del Castillo,31 años,2017,1
Total,44156 Monteagudo del Castillo,32 años,2017,0
Total,44156 Monteagudo del Castillo,33 años,2017,0
Total,44156 Monteagudo del Castillo,34 años,2017,0
Total,44156 Monteagudo del Castillo,35 años,2017,2
Total,44156 Monteagudo del Castillo,36 años,2017,1
Total,44156 Monteagudo del Castillo,37 años,2017,1
Total,44156 Monteagudo del Castillo,38 años,2017,0
Total,44156 Monteagudo del Castillo,39 años,2017,0
Total,44156 Monteagudo del Castillo,40 años,2017,0
Total,44157 Monterde de Albarracín,19 años,2017,0
Total,44157 Monterde de Albarracín,20 años,2017,0
Total,44157 Monterde de Albarracín,21 años,2017,0
Total,44157 Monterde de Albarracín,22 años,2017,3
Total,44157 Monterde de Albarracín,23 años,2017,0
Total,44157 Monterde de Albarracín,24 años,2017,1
Total,44157 Monterde de Albarracín,25 años,2017,0
Total,44157 Monterde de Albarracín,26 años,2017,0
Total,44157 Monterde de Albarracín,27 años,2017,0
Total,44157 Monterde de Albarracín,28 años,2017,1
Total,44157 Monterde de Albarracín,29 años,2017,0
Total,44157 Monterde de Albarracín,30 años,2017,1
Total,44157 Monterde de Albarracín,31 años,2017,0
Total,44157 Monterde de Albarracín,32 años,2017,1
Total,44157 Monterde de Albarracín,33 años,2017,0
Total,44157 Monterde de Albarracín,34 años,2017,0
Total,44157 Monterde de Albarracín,35 años,2017,0
Total,44157 Monterde de Albarracín,36 años,2017,0
Total,44157 Monterde de Albarracín,37 años,2017,0
Total,44157 Monterde de Albarracín,38 años,2017,2
Total,44157 Monterde de Albarracín,39 años,2017,1
Total,44157 Monterde de Albarracín,40 años,2017,1
Total,44158 Mora de Rubielos,19 años,2017,23
Total,44158 Mora de Rubielos,20 años,2017,17
Total,44158 Mora de Rubielos,21 años,2017,18
Total,44158 Mora de Rubielos,22 años,2017,18
Total,44158 Mora de Rubielos,23 años,2017,32
Total,44158 Mora de Rubielos,24 años,2017,27
Total,44158 Mora de Rubielos,25 años,2017,26
Total,44158 Mora de Rubielos,26 años,2017,19
Total,44158 Mora de Rubielos,27 años,2017,20
Total,44158 Mora de Rubielos,28 años,2017,16
Total,44158 Mora de Rubielos,29 años,2017,12
Total,44158 Mora de Rubielos,30 años,2017,17
Total,44158 Mora de Rubielos,31 años,2017,20
Total,44158 Mora de Rubielos,32 años,2017,20
Total,44158 Mora de Rubielos,33 años,2017,19
Total,44158 Mora de Rubielos,34 años,2017,15
Total,44158 Mora de Rubielos,35 años,2017,27
Total,44158 Mora de Rubielos,36 años,2017,28
Total,44158 Mora de Rubielos,37 años,2017,29
Total,44158 Mora de Rubielos,38 años,2017,19
Total,44158 Mora de Rubielos,39 años,2017,25
Total,44158 Mora de Rubielos,40 años,2017,19
Total,44159 Moscardón,19 años,2017,0
Total,44159 Moscardón,20 años,2017,0
Total,44159 Moscardón,21 años,2017,0
Total,44159 Moscardón,22 años,2017,0
Total,44159 Moscardón,23 años,2017,0
Total,44159 Moscardón,24 años,2017,0
Total,44159 Moscardón,25 años,2017,0
Total,44159 Moscardón,26 años,2017,0
Total,44159 Moscardón,27 años,2017,0
Total,44159 Moscardón,28 años,2017,0
Total,44159 Moscardón,29 años,2017,0
Total,44159 Moscardón,30 años,2017,1
Total,44159 Moscardón,31 años,2017,0
Total,44159 Moscardón,32 años,2017,0
Total,44159 Moscardón,33 años,2017,0
Total,44159 Moscardón,34 años,2017,2
Total,44159 Moscardón,35 años,2017,1
Total,44159 Moscardón,36 años,2017,0
Total,44159 Moscardón,37 años,2017,0
Total,44159 Moscardón,38 años,2017,0
Total,44159 Moscardón,39 años,2017,0
Total,44159 Moscardón,40 años,2017,1
Total,44160 Mosqueruela,19 años,2017,3
Total,44160 Mosqueruela,20 años,2017,8
Total,44160 Mosqueruela,21 años,2017,6
Total,44160 Mosqueruela,22 años,2017,6
Total,44160 Mosqueruela,23 años,2017,4
Total,44160 Mosqueruela,24 años,2017,6
Total,44160 Mosqueruela,25 años,2017,0
Total,44160 Mosqueruela,26 años,2017,2
Total,44160 Mosqueruela,27 años,2017,6
Total,44160 Mosqueruela,28 años,2017,4
Total,44160 Mosqueruela,29 años,2017,7
Total,44160 Mosqueruela,30 años,2017,9
Total,44160 Mosqueruela,31 años,2017,5
Total,44160 Mosqueruela,32 años,2017,8
Total,44160 Mosqueruela,33 años,2017,6
Total,44160 Mosqueruela,34 años,2017,7
Total,44160 Mosqueruela,35 años,2017,8
Total,44160 Mosqueruela,36 años,2017,7
Total,44160 Mosqueruela,37 años,2017,3
Total,44160 Mosqueruela,38 años,2017,6
Total,44160 Mosqueruela,39 años,2017,7
Total,44160 Mosqueruela,40 años,2017,7
Total,44161 Muniesa,19 años,2017,2
Total,44161 Muniesa,20 años,2017,7
Total,44161 Muniesa,21 años,2017,3
Total,44161 Muniesa,22 años,2017,14
Total,44161 Muniesa,23 años,2017,5
Total,44161 Muniesa,24 años,2017,6
Total,44161 Muniesa,25 años,2017,6
Total,44161 Muniesa,26 años,2017,4
Total,44161 Muniesa,27 años,2017,6
Total,44161 Muniesa,28 años,2017,5
Total,44161 Muniesa,29 años,2017,12
Total,44161 Muniesa,30 años,2017,8
Total,44161 Muniesa,31 años,2017,1
Total,44161 Muniesa,32 años,2017,7
Total,44161 Muniesa,33 años,2017,6
Total,44161 Muniesa,34 años,2017,4
Total,44161 Muniesa,35 años,2017,7
Total,44161 Muniesa,36 años,2017,9
Total,44161 Muniesa,37 años,2017,5
Total,44161 Muniesa,38 años,2017,1
Total,44161 Muniesa,39 años,2017,4
Total,44161 Muniesa,40 años,2017,5
Total,44163 Noguera de Albarracín,19 años,2017,1
Total,44163 Noguera de Albarracín,20 años,2017,1
Total,44163 Noguera de Albarracín,21 años,2017,1
Total,44163 Noguera de Albarracín,22 años,2017,2
Total,44163 Noguera de Albarracín,23 años,2017,2
Total,44163 Noguera de Albarracín,24 años,2017,2
Total,44163 Noguera de Albarracín,25 años,2017,2
Total,44163 Noguera de Albarracín,26 años,2017,2
Total,44163 Noguera de Albarracín,27 años,2017,1
Total,44163 Noguera de Albarracín,28 años,2017,3
Total,44163 Noguera de Albarracín,29 años,2017,1
Total,44163 Noguera de Albarracín,30 años,2017,1
Total,44163 Noguera de Albarracín,31 años,2017,3
Total,44163 Noguera de Albarracín,32 años,2017,1
Total,44163 Noguera de Albarracín,33 años,2017,0
Total,44163 Noguera de Albarracín,34 años,2017,0
Total,44163 Noguera de Albarracín,35 años,2017,1
Total,44163 Noguera de Albarracín,36 años,2017,1
Total,44163 Noguera de Albarracín,37 años,2017,0
Total,44163 Noguera de Albarracín,38 años,2017,2
Total,44163 Noguera de Albarracín,39 años,2017,1
Total,44163 Noguera de Albarracín,40 años,2017,1
Total,44164 Nogueras,19 años,2017,0
Total,44164 Nogueras,20 años,2017,0
Total,44164 Nogueras,21 años,2017,0
Total,44164 Nogueras,22 años,2017,0
Total,44164 Nogueras,23 años,2017,0
Total,44164 Nogueras,24 años,2017,0
Total,44164 Nogueras,25 años,2017,0
Total,44164 Nogueras,26 años,2017,0
Total,44164 Nogueras,27 años,2017,0
Total,44164 Nogueras,28 años,2017,0
Total,44164 Nogueras,29 años,2017,0
Total,44164 Nogueras,30 años,2017,0
Total,44164 Nogueras,31 años,2017,0
Total,44164 Nogueras,32 años,2017,0
Total,44164 Nogueras,33 años,2017,0
Total,44164 Nogueras,34 años,2017,0
Total,44164 Nogueras,35 años,2017,0
Total,44164 Nogueras,36 años,2017,0
Total,44164 Nogueras,37 años,2017,0
Total,44164 Nogueras,38 años,2017,2
Total,44164 Nogueras,39 años,2017,0
Total,44164 Nogueras,40 años,2017,0
Total,44165 Nogueruelas,19 años,2017,1
Total,44165 Nogueruelas,20 años,2017,2
Total,44165 Nogueruelas,21 años,2017,3
Total,44165 Nogueruelas,22 años,2017,0
Total,44165 Nogueruelas,23 años,2017,2
Total,44165 Nogueruelas,24 años,2017,3
Total,44165 Nogueruelas,25 años,2017,3
Total,44165 Nogueruelas,26 años,2017,1
Total,44165 Nogueruelas,27 años,2017,2
Total,44165 Nogueruelas,28 años,2017,0
Total,44165 Nogueruelas,29 años,2017,1
Total,44165 Nogueruelas,30 años,2017,0
Total,44165 Nogueruelas,31 años,2017,1
Total,44165 Nogueruelas,32 años,2017,1
Total,44165 Nogueruelas,33 años,2017,1
Total,44165 Nogueruelas,34 años,2017,1
Total,44165 Nogueruelas,35 años,2017,4
Total,44165 Nogueruelas,36 años,2017,5
Total,44165 Nogueruelas,37 años,2017,1
Total,44165 Nogueruelas,38 años,2017,6
Total,44165 Nogueruelas,39 años,2017,2
Total,44165 Nogueruelas,40 años,2017,4
Total,44167 Obón,19 años,2017,0
Total,44167 Obón,20 años,2017,0
Total,44167 Obón,21 años,2017,0
Total,44167 Obón,22 años,2017,0
Total,44167 Obón,23 años,2017,0
Total,44167 Obón,24 años,2017,0
Total,44167 Obón,25 años,2017,0
Total,44167 Obón,26 años,2017,1
Total,44167 Obón,27 años,2017,0
Total,44167 Obón,28 años,2017,0
Total,44167 Obón,29 años,2017,1
Total,44167 Obón,30 años,2017,0
Total,44167 Obón,31 años,2017,1
Total,44167 Obón,32 años,2017,0
Total,44167 Obón,33 años,2017,1
Total,44167 Obón,34 años,2017,0
Total,44167 Obón,35 años,2017,0
Total,44167 Obón,36 años,2017,0
Total,44167 Obón,37 años,2017,1
Total,44167 Obón,38 años,2017,1
Total,44167 Obón,39 años,2017,0
Total,44167 Obón,40 años,2017,1
Total,44168 Odón,19 años,2017,2
Total,44168 Odón,20 años,2017,1
Total,44168 Odón,21 años,2017,2
Total,44168 Odón,22 años,2017,1
Total,44168 Odón,23 años,2017,0
Total,44168 Odón,24 años,2017,4
Total,44168 Odón,25 años,2017,2
Total,44168 Odón,26 años,2017,5
Total,44168 Odón,27 años,2017,0
Total,44168 Odón,28 años,2017,0
Total,44168 Odón,29 años,2017,2
Total,44168 Odón,30 años,2017,2
Total,44168 Odón,31 años,2017,4
Total,44168 Odón,32 años,2017,0
Total,44168 Odón,33 años,2017,2
Total,44168 Odón,34 años,2017,1
Total,44168 Odón,35 años,2017,3
Total,44168 Odón,36 años,2017,2
Total,44168 Odón,37 años,2017,1
Total,44168 Odón,38 años,2017,3
Total,44168 Odón,39 años,2017,2
Total,44168 Odón,40 años,2017,4
Total,44169 Ojos Negros,19 años,2017,5
