year,cp,name,population
1900,50024,Almonacid de la Sierra,2725
1910,50024,Almonacid de la Sierra,2265
1920,50024,Almonacid de la Sierra,2076
1930,50024,Almonacid de la Sierra,1735
1940,50024,Almonacid de la Sierra,1712
1950,50024,Almonacid de la Sierra,1699
1960,50024,Almonacid de la Sierra,1376
1970,50024,Almonacid de la Sierra,1167
1981,50024,Almonacid de la Sierra,979
1991,50024,Almonacid de la Sierra,839
2001,50024,Almonacid de la Sierra,881
2011,50024,Almonacid de la Sierra,789
2018,50024,Almonacid de la Sierra,691
2019,50024,Almonacid de la Sierra,735
1900,50025,La Almunia de Doña Godina,3922
1910,50025,La Almunia de Doña Godina,4209
1920,50025,La Almunia de Doña Godina,4199
1930,50025,La Almunia de Doña Godina,4200
1940,50025,La Almunia de Doña Godina,4125
1950,50025,La Almunia de Doña Godina,4273
1960,50025,La Almunia de Doña Godina,4423
1970,50025,La Almunia de Doña Godina,4892
1981,50025,La Almunia de Doña Godina,5016
1991,50025,La Almunia de Doña Godina,5061
2001,50025,La Almunia de Doña Godina,5715
2011,50025,La Almunia de Doña Godina,7818
2018,50025,La Almunia de Doña Godina,7819
2019,50025,La Almunia de Doña Godina,7951
1900,50026,Alpartir,1042
1910,50026,Alpartir,1153
1920,50026,Alpartir,1116
1930,50026,Alpartir,1079
1940,50026,Alpartir,1010
1950,50026,Alpartir,977
1960,50026,Alpartir,874
1970,50026,Alpartir,814
1981,50026,Alpartir,727
1991,50026,Alpartir,633
2001,50026,Alpartir,609
2011,50026,Alpartir,570
2018,50026,Alpartir,579
2019,50026,Alpartir,555
1900,50044,Bardallur,834
1910,50044,Bardallur,827
1920,50044,Bardallur,752
1930,50044,Bardallur,779
1940,50044,Bardallur,740
1950,50044,Bardallur,755
1960,50044,Bardallur,678
1970,50044,Bardallur,547
1981,50044,Bardallur,425
1991,50044,Bardallur,333
2001,50044,Bardallur,284
2011,50044,Bardallur,319
2018,50044,Bardallur,261
2019,50044,Bardallur,254
1900,50068,Calatorao,2300
1910,50068,Calatorao,2785
1920,50068,Calatorao,3488
1930,50068,Calatorao,3460
1940,50068,Calatorao,3397
1950,50068,Calatorao,3410
1960,50068,Calatorao,3317
1970,50068,Calatorao,3071
1981,50068,Calatorao,2872
1991,50068,Calatorao,2626
2001,50068,Calatorao,2852
2011,50068,Calatorao,2992
2018,50068,Calatorao,2861
2019,50068,Calatorao,2881
