year,cp,name,population
1900,50004,Aguarón,2275
1910,50004,Aguarón,2271
1920,50004,Aguarón,2264
1930,50004,Aguarón,1885
1940,50004,Aguarón,1765
1950,50004,Aguarón,1698
1960,50004,Aguarón,1365
1970,50004,Aguarón,1106
1981,50004,Aguarón,894
1991,50004,Aguarón,759
2001,50004,Aguarón,751
2011,50004,Aguarón,838
2018,50004,Aguarón,631
2019,50004,Aguarón,636
1900,50005,Aguilón,982
1910,50005,Aguilón,1091
1920,50005,Aguilón,1198
1930,50005,Aguilón,1163
1940,50005,Aguilón,965
1950,50005,Aguilón,1048
1960,50005,Aguilón,787
1970,50005,Aguilón,612
1981,50005,Aguilón,354
1991,50005,Aguilón,267
2001,50005,Aguilón,287
2011,50005,Aguilón,259
2018,50005,Aguilón,235
2019,50005,Aguilón,251
1900,50007,Aladrén,353
1910,50007,Aladrén,345
1920,50007,Aladrén,290
1930,50007,Aladrén,267
1940,50007,Aladrén,250
1950,50007,Aladrén,287
1960,50007,Aladrén,248
1970,50007,Aladrén,94
1981,50007,Aladrén,52
1991,50007,Aladrén,44
2001,50007,Aladrén,77
2011,50007,Aladrén,60
2018,50007,Aladrén,52
2019,50007,Aladrén,52
1900,50018,Alfamén,628
1910,50018,Alfamén,716
1920,50018,Alfamén,881
1930,50018,Alfamén,1042
1940,50018,Alfamén,1343
1950,50018,Alfamén,1368
1960,50018,Alfamén,1393
1970,50018,Alfamén,1368
1981,50018,Alfamén,1323
1991,50018,Alfamén,1299
2001,50018,Alfamén,1402
2011,50018,Alfamén,1574
2018,50018,Alfamén,1441
2019,50018,Alfamén,1446
1900,50073,Cariñena,3313
1910,50073,Cariñena,3592
1920,50073,Cariñena,3448
1930,50073,Cariñena,3070
1940,50073,Cariñena,3049
1950,50073,Cariñena,3158
1960,50073,Cariñena,3031
1970,50073,Cariñena,2893
1981,50073,Cariñena,3127
1991,50073,Cariñena,2877
2001,50073,Cariñena,3196
2011,50073,Cariñena,3623
2018,50073,Cariñena,3276
2019,50073,Cariñena,3302
1900,50088,Cosuenda,1304
1910,50088,Cosuenda,1191
1920,50088,Cosuenda,1127
1930,50088,Cosuenda,1001
1940,50088,Cosuenda,987
1950,50088,Cosuenda,983
1960,50088,Cosuenda,866
1970,50088,Cosuenda,597
1981,50088,Cosuenda,511
