Sexo,Municipios,Edad (año a año),Periodo,Total
Total,50170 Monegrillo,75 años,2020,4
Total,50170 Monegrillo,76 años,2020,4
Total,50170 Monegrillo,77 años,2020,6
Total,50170 Monegrillo,78 años,2020,4
Total,50170 Monegrillo,79 años,2020,6
Total,50170 Monegrillo,80 años,2020,3
Total,50170 Monegrillo,81 años,2020,7
Total,50170 Monegrillo,82 años,2020,4
Total,50170 Monegrillo,83 años,2020,3
Total,50170 Monegrillo,84 años,2020,5
Total,50170 Monegrillo,85 años,2020,3
Total,50170 Monegrillo,86 años,2020,3
Total,50170 Monegrillo,87 años,2020,2
Total,50170 Monegrillo,88 años,2020,3
Total,50170 Monegrillo,89 años,2020,1
Total,50170 Monegrillo,90 años,2020,2
Total,50170 Monegrillo,91 años,2020,0
Total,50170 Monegrillo,92 años,2020,1
Total,50170 Monegrillo,93 años,2020,2
Total,50170 Monegrillo,94 años,2020,0
Total,50170 Monegrillo,95 años,2020,1
Total,50170 Monegrillo,96 años,2020,2
Total,50170 Monegrillo,97 años,2020,0
Total,50170 Monegrillo,98 años,2020,1
Total,50170 Monegrillo,99 años,2020,0
Total,50170 Monegrillo,100 y más años,2020,1
Total,50171 Moneva,66 años,2020,2
Total,50171 Moneva,67 años,2020,1
Total,50171 Moneva,68 años,2020,4
Total,50171 Moneva,69 años,2020,2
Total,50171 Moneva,70 años,2020,0
Total,50171 Moneva,71 años,2020,7
Total,50171 Moneva,72 años,2020,4
Total,50171 Moneva,73 años,2020,5
Total,50171 Moneva,74 años,2020,1
Total,50171 Moneva,75 años,2020,1
Total,50171 Moneva,76 años,2020,3
Total,50171 Moneva,77 años,2020,2
Total,50171 Moneva,78 años,2020,2
Total,50171 Moneva,79 años,2020,5
Total,50171 Moneva,80 años,2020,0
Total,50171 Moneva,81 años,2020,1
Total,50171 Moneva,82 años,2020,0
Total,50171 Moneva,83 años,2020,1
Total,50171 Moneva,84 años,2020,1
Total,50171 Moneva,85 años,2020,1
Total,50171 Moneva,86 años,2020,1
Total,50171 Moneva,87 años,2020,0
Total,50171 Moneva,88 años,2020,1
Total,50171 Moneva,89 años,2020,1
Total,50171 Moneva,90 años,2020,0
Total,50171 Moneva,91 años,2020,0
Total,50171 Moneva,92 años,2020,1
Total,50171 Moneva,93 años,2020,1
Total,50171 Moneva,94 años,2020,0
Total,50171 Moneva,95 años,2020,1
Total,50171 Moneva,96 años,2020,0
Total,50171 Moneva,97 años,2020,0
Total,50171 Moneva,98 años,2020,0
Total,50171 Moneva,99 años,2020,0
Total,50171 Moneva,100 y más años,2020,0
Total,50172 Monreal de Ariza,66 años,2020,3
Total,50172 Monreal de Ariza,67 años,2020,6
Total,50172 Monreal de Ariza,68 años,2020,4
Total,50172 Monreal de Ariza,69 años,2020,4
Total,50172 Monreal de Ariza,70 años,2020,2
Total,50172 Monreal de Ariza,71 años,2020,3
Total,50172 Monreal de Ariza,72 años,2020,3
Total,50172 Monreal de Ariza,73 años,2020,2
Total,50172 Monreal de Ariza,74 años,2020,3
Total,50172 Monreal de Ariza,75 años,2020,6
Total,50172 Monreal de Ariza,76 años,2020,2
Total,50172 Monreal de Ariza,77 años,2020,3
Total,50172 Monreal de Ariza,78 años,2020,2
Total,50172 Monreal de Ariza,79 años,2020,1
Total,50172 Monreal de Ariza,80 años,2020,6
Total,50172 Monreal de Ariza,81 años,2020,3
Total,50172 Monreal de Ariza,82 años,2020,1
Total,50172 Monreal de Ariza,83 años,2020,3
Total,50172 Monreal de Ariza,84 años,2020,1
Total,50172 Monreal de Ariza,85 años,2020,1
Total,50172 Monreal de Ariza,86 años,2020,3
Total,50172 Monreal de Ariza,87 años,2020,3
Total,50172 Monreal de Ariza,88 años,2020,1
Total,50172 Monreal de Ariza,89 años,2020,3
Total,50172 Monreal de Ariza,90 años,2020,3
Total,50172 Monreal de Ariza,91 años,2020,1
Total,50172 Monreal de Ariza,92 años,2020,2
Total,50172 Monreal de Ariza,93 años,2020,1
Total,50172 Monreal de Ariza,94 años,2020,0
Total,50172 Monreal de Ariza,95 años,2020,0
Total,50172 Monreal de Ariza,96 años,2020,0
Total,50172 Monreal de Ariza,97 años,2020,0
Total,50172 Monreal de Ariza,98 años,2020,0
Total,50172 Monreal de Ariza,99 años,2020,0
Total,50172 Monreal de Ariza,100 y más años,2020,0
Total,50173 Monterde,66 años,2020,6
Total,50173 Monterde,67 años,2020,4
Total,50173 Monterde,68 años,2020,4
Total,50173 Monterde,69 años,2020,1
Total,50173 Monterde,70 años,2020,3
Total,50173 Monterde,71 años,2020,5
Total,50173 Monterde,72 años,2020,2
Total,50173 Monterde,73 años,2020,2
Total,50173 Monterde,74 años,2020,9
Total,50173 Monterde,75 años,2020,4
Total,50173 Monterde,76 años,2020,5
Total,50173 Monterde,77 años,2020,1
Total,50173 Monterde,78 años,2020,4
Total,50173 Monterde,79 años,2020,4
Total,50173 Monterde,80 años,2020,1
Total,50173 Monterde,81 años,2020,1
Total,50173 Monterde,82 años,2020,3
Total,50173 Monterde,83 años,2020,2
Total,50173 Monterde,84 años,2020,0
Total,50173 Monterde,85 años,2020,0
Total,50173 Monterde,86 años,2020,1
Total,50173 Monterde,87 años,2020,0
Total,50173 Monterde,88 años,2020,0
Total,50173 Monterde,89 años,2020,1
Total,50173 Monterde,90 años,2020,0
Total,50173 Monterde,91 años,2020,1
Total,50173 Monterde,92 años,2020,0
Total,50173 Monterde,93 años,2020,0
Total,50173 Monterde,94 años,2020,0
Total,50173 Monterde,95 años,2020,0
Total,50173 Monterde,96 años,2020,0
Total,50173 Monterde,97 años,2020,0
Total,50173 Monterde,98 años,2020,0
Total,50173 Monterde,99 años,2020,0
Total,50173 Monterde,100 y más años,2020,0
Total,50174 Montón,66 años,2020,1
Total,50174 Montón,67 años,2020,0
Total,50174 Montón,68 años,2020,3
Total,50174 Montón,69 años,2020,2
Total,50174 Montón,70 años,2020,2
Total,50174 Montón,71 años,2020,1
Total,50174 Montón,72 años,2020,4
Total,50174 Montón,73 años,2020,1
Total,50174 Montón,74 años,2020,0
Total,50174 Montón,75 años,2020,2
Total,50174 Montón,76 años,2020,4
Total,50174 Montón,77 años,2020,2
Total,50174 Montón,78 años,2020,3
Total,50174 Montón,79 años,2020,1
Total,50174 Montón,80 años,2020,0
Total,50174 Montón,81 años,2020,0
Total,50174 Montón,82 años,2020,0
Total,50174 Montón,83 años,2020,2
Total,50174 Montón,84 años,2020,3
Total,50174 Montón,85 años,2020,2
Total,50174 Montón,86 años,2020,1
Total,50174 Montón,87 años,2020,1
Total,50174 Montón,88 años,2020,3
Total,50174 Montón,89 años,2020,3
Total,50174 Montón,90 años,2020,3
Total,50174 Montón,91 años,2020,1
Total,50174 Montón,92 años,2020,0
Total,50174 Montón,93 años,2020,2
Total,50174 Montón,94 años,2020,0
Total,50174 Montón,95 años,2020,0
Total,50174 Montón,96 años,2020,0
Total,50174 Montón,97 años,2020,0
Total,50174 Montón,98 años,2020,0
Total,50174 Montón,99 años,2020,1
Total,50174 Montón,100 y más años,2020,0
Total,50175 Morata de Jalón,66 años,2020,11
Total,50175 Morata de Jalón,67 años,2020,19
Total,50175 Morata de Jalón,68 años,2020,22
Total,50175 Morata de Jalón,69 años,2020,16
Total,50175 Morata de Jalón,70 años,2020,18
Total,50175 Morata de Jalón,71 años,2020,14
Total,50175 Morata de Jalón,72 años,2020,2
Total,50175 Morata de Jalón,73 años,2020,15
Total,50175 Morata de Jalón,74 años,2020,12
Total,50175 Morata de Jalón,75 años,2020,8
Total,50175 Morata de Jalón,76 años,2020,18
Total,50175 Morata de Jalón,77 años,2020,20
Total,50175 Morata de Jalón,78 años,2020,19
Total,50175 Morata de Jalón,79 años,2020,17
Total,50175 Morata de Jalón,80 años,2020,10
Total,50175 Morata de Jalón,81 años,2020,10
Total,50175 Morata de Jalón,82 años,2020,7
Total,50175 Morata de Jalón,83 años,2020,14
Total,50175 Morata de Jalón,84 años,2020,9
Total,50175 Morata de Jalón,85 años,2020,14
Total,50175 Morata de Jalón,86 años,2020,9
Total,50175 Morata de Jalón,87 años,2020,18
Total,50175 Morata de Jalón,88 años,2020,10
Total,50175 Morata de Jalón,89 años,2020,3
Total,50175 Morata de Jalón,90 años,2020,3
Total,50175 Morata de Jalón,91 años,2020,1
Total,50175 Morata de Jalón,92 años,2020,4
Total,50175 Morata de Jalón,93 años,2020,4
Total,50175 Morata de Jalón,94 años,2020,2
Total,50175 Morata de Jalón,95 años,2020,1
Total,50175 Morata de Jalón,96 años,2020,1
Total,50175 Morata de Jalón,97 años,2020,1
Total,50175 Morata de Jalón,98 años,2020,0
Total,50175 Morata de Jalón,99 años,2020,0
Total,50175 Morata de Jalón,100 y más años,2020,4
Total,50176 Morata de Jiloca,66 años,2020,2
Total,50176 Morata de Jiloca,67 años,2020,2
Total,50176 Morata de Jiloca,68 años,2020,3
Total,50176 Morata de Jiloca,69 años,2020,2
Total,50176 Morata de Jiloca,70 años,2020,3
Total,50176 Morata de Jiloca,71 años,2020,2
Total,50176 Morata de Jiloca,72 años,2020,1
Total,50176 Morata de Jiloca,73 años,2020,4
Total,50176 Morata de Jiloca,74 años,2020,5
Total,50176 Morata de Jiloca,75 años,2020,1
Total,50176 Morata de Jiloca,76 años,2020,3
Total,50176 Morata de Jiloca,77 años,2020,7
Total,50176 Morata de Jiloca,78 años,2020,1
Total,50176 Morata de Jiloca,79 años,2020,6
Total,50176 Morata de Jiloca,80 años,2020,4
Total,50176 Morata de Jiloca,81 años,2020,5
Total,50176 Morata de Jiloca,82 años,2020,6
Total,50176 Morata de Jiloca,83 años,2020,4
Total,50176 Morata de Jiloca,84 años,2020,3
Total,50176 Morata de Jiloca,85 años,2020,3
Total,50176 Morata de Jiloca,86 años,2020,3
Total,50176 Morata de Jiloca,87 años,2020,2
Total,50176 Morata de Jiloca,88 años,2020,1
Total,50176 Morata de Jiloca,89 años,2020,1
Total,50176 Morata de Jiloca,90 años,2020,2
Total,50176 Morata de Jiloca,91 años,2020,0
Total,50176 Morata de Jiloca,92 años,2020,2
Total,50176 Morata de Jiloca,93 años,2020,1
Total,50176 Morata de Jiloca,94 años,2020,0
Total,50176 Morata de Jiloca,95 años,2020,0
Total,50176 Morata de Jiloca,96 años,2020,0
Total,50176 Morata de Jiloca,97 años,2020,0
Total,50176 Morata de Jiloca,98 años,2020,0
Total,50176 Morata de Jiloca,99 años,2020,1
Total,50176 Morata de Jiloca,100 y más años,2020,0
Total,50177 Morés,66 años,2020,8
Total,50177 Morés,67 años,2020,6
Total,50177 Morés,68 años,2020,10
Total,50177 Morés,69 años,2020,3
Total,50177 Morés,70 años,2020,5
Total,50177 Morés,71 años,2020,7
Total,50177 Morés,72 años,2020,2
Total,50177 Morés,73 años,2020,3
Total,50177 Morés,74 años,2020,5
Total,50177 Morés,75 años,2020,1
Total,50177 Morés,76 años,2020,1
Total,50177 Morés,77 años,2020,3
Total,50177 Morés,78 años,2020,5
Total,50177 Morés,79 años,2020,5
Total,50177 Morés,80 años,2020,2
Total,50177 Morés,81 años,2020,2
Total,50177 Morés,82 años,2020,1
Total,50177 Morés,83 años,2020,5
Total,50177 Morés,84 años,2020,4
Total,50177 Morés,85 años,2020,7
Total,50177 Morés,86 años,2020,4
Total,50177 Morés,87 años,2020,5
Total,50177 Morés,88 años,2020,4
Total,50177 Morés,89 años,2020,5
Total,50177 Morés,90 años,2020,5
Total,50177 Morés,91 años,2020,2
Total,50177 Morés,92 años,2020,2
Total,50177 Morés,93 años,2020,3
Total,50177 Morés,94 años,2020,1
Total,50177 Morés,95 años,2020,2
Total,50177 Morés,96 años,2020,1
Total,50177 Morés,97 años,2020,1
Total,50177 Morés,98 años,2020,0
Total,50177 Morés,99 años,2020,0
Total,50177 Morés,100 y más años,2020,0
Total,50178 Moros,66 años,2020,2
Total,50178 Moros,67 años,2020,2
Total,50178 Moros,68 años,2020,1
Total,50178 Moros,69 años,2020,3
Total,50178 Moros,70 años,2020,5
Total,50178 Moros,71 años,2020,6
Total,50178 Moros,72 años,2020,3
Total,50178 Moros,73 años,2020,4
Total,50178 Moros,74 años,2020,5
Total,50178 Moros,75 años,2020,4
Total,50178 Moros,76 años,2020,4
Total,50178 Moros,77 años,2020,8
Total,50178 Moros,78 años,2020,5
Total,50178 Moros,79 años,2020,5
Total,50178 Moros,80 años,2020,6
Total,50178 Moros,81 años,2020,3
Total,50178 Moros,82 años,2020,9
Total,50178 Moros,83 años,2020,3
Total,50178 Moros,84 años,2020,9
Total,50178 Moros,85 años,2020,6
Total,50178 Moros,86 años,2020,6
Total,50178 Moros,87 años,2020,5
Total,50178 Moros,88 años,2020,9
Total,50178 Moros,89 años,2020,1
Total,50178 Moros,90 años,2020,1
Total,50178 Moros,91 años,2020,2
Total,50178 Moros,92 años,2020,0
Total,50178 Moros,93 años,2020,0
Total,50178 Moros,94 años,2020,2
Total,50178 Moros,95 años,2020,0
Total,50178 Moros,96 años,2020,0
Total,50178 Moros,97 años,2020,0
Total,50178 Moros,98 años,2020,1
Total,50178 Moros,99 años,2020,0
Total,50178 Moros,100 y más años,2020,0
Total,50179 Moyuela,66 años,2020,2
Total,50179 Moyuela,67 años,2020,5
Total,50179 Moyuela,68 años,2020,7
Total,50179 Moyuela,69 años,2020,5
Total,50179 Moyuela,70 años,2020,11
Total,50179 Moyuela,71 años,2020,5
Total,50179 Moyuela,72 años,2020,7
Total,50179 Moyuela,73 años,2020,4
Total,50179 Moyuela,74 años,2020,4
Total,50179 Moyuela,75 años,2020,3
Total,50179 Moyuela,76 años,2020,2
Total,50179 Moyuela,77 años,2020,9
Total,50179 Moyuela,78 años,2020,3
Total,50179 Moyuela,79 años,2020,2
Total,50179 Moyuela,80 años,2020,4
Total,50179 Moyuela,81 años,2020,3
Total,50179 Moyuela,82 años,2020,3
Total,50179 Moyuela,83 años,2020,4
Total,50179 Moyuela,84 años,2020,4
Total,50179 Moyuela,85 años,2020,1
Total,50179 Moyuela,86 años,2020,2
Total,50179 Moyuela,87 años,2020,4
Total,50179 Moyuela,88 años,2020,2
Total,50179 Moyuela,89 años,2020,2
Total,50179 Moyuela,90 años,2020,2
Total,50179 Moyuela,91 años,2020,3
Total,50179 Moyuela,92 años,2020,3
Total,50179 Moyuela,93 años,2020,1
Total,50179 Moyuela,94 años,2020,0
Total,50179 Moyuela,95 años,2020,0
Total,50179 Moyuela,96 años,2020,1
Total,50179 Moyuela,97 años,2020,0
Total,50179 Moyuela,98 años,2020,0
Total,50179 Moyuela,99 años,2020,0
Total,50179 Moyuela,100 y más años,2020,0
Total,50180 Mozota,66 años,2020,1
Total,50180 Mozota,67 años,2020,2
Total,50180 Mozota,68 años,2020,1
Total,50180 Mozota,69 años,2020,1
Total,50180 Mozota,70 años,2020,0
Total,50180 Mozota,71 años,2020,2
Total,50180 Mozota,72 años,2020,0
Total,50180 Mozota,73 años,2020,3
Total,50180 Mozota,74 años,2020,1
Total,50180 Mozota,75 años,2020,6
Total,50180 Mozota,76 años,2020,1
Total,50180 Mozota,77 años,2020,3
Total,50180 Mozota,78 años,2020,3
Total,50180 Mozota,79 años,2020,2
Total,50180 Mozota,80 años,2020,1
Total,50180 Mozota,81 años,2020,2
Total,50180 Mozota,82 años,2020,0
Total,50180 Mozota,83 años,2020,1
Total,50180 Mozota,84 años,2020,2
Total,50180 Mozota,85 años,2020,1
Total,50180 Mozota,86 años,2020,3
Total,50180 Mozota,87 años,2020,1
Total,50180 Mozota,88 años,2020,2
Total,50180 Mozota,89 años,2020,1
Total,50180 Mozota,90 años,2020,3
Total,50180 Mozota,91 años,2020,0
Total,50180 Mozota,92 años,2020,1
Total,50180 Mozota,93 años,2020,0
Total,50180 Mozota,94 años,2020,2
Total,50180 Mozota,95 años,2020,0
Total,50180 Mozota,96 años,2020,0
Total,50180 Mozota,97 años,2020,1
Total,50180 Mozota,98 años,2020,0
Total,50180 Mozota,99 años,2020,0
Total,50180 Mozota,100 y más años,2020,0
Total,50181 Muel,66 años,2020,13
Total,50181 Muel,67 años,2020,15
Total,50181 Muel,68 años,2020,16
Total,50181 Muel,69 años,2020,14
Total,50181 Muel,70 años,2020,14
Total,50181 Muel,71 años,2020,13
Total,50181 Muel,72 años,2020,11
Total,50181 Muel,73 años,2020,11
Total,50181 Muel,74 años,2020,13
Total,50181 Muel,75 años,2020,9
Total,50181 Muel,76 años,2020,7
Total,50181 Muel,77 años,2020,11
Total,50181 Muel,78 años,2020,11
Total,50181 Muel,79 años,2020,10
Total,50181 Muel,80 años,2020,4
Total,50181 Muel,81 años,2020,8
Total,50181 Muel,82 años,2020,4
Total,50181 Muel,83 años,2020,4
Total,50181 Muel,84 años,2020,9
Total,50181 Muel,85 años,2020,7
Total,50181 Muel,86 años,2020,11
Total,50181 Muel,87 años,2020,7
Total,50181 Muel,88 años,2020,9
Total,50181 Muel,89 años,2020,12
Total,50181 Muel,90 años,2020,7
Total,50181 Muel,91 años,2020,4
Total,50181 Muel,92 años,2020,7
Total,50181 Muel,93 años,2020,4
Total,50181 Muel,94 años,2020,2
Total,50181 Muel,95 años,2020,1
Total,50181 Muel,96 años,2020,1
Total,50181 Muel,97 años,2020,0
Total,50181 Muel,98 años,2020,3
Total,50181 Muel,99 años,2020,0
Total,50181 Muel,100 y más años,2020,0
Total,50182 Muela La,66 años,2020,49
Total,50182 Muela La,67 años,2020,45
Total,50182 Muela La,68 años,2020,32
Total,50182 Muela La,69 años,2020,24
Total,50182 Muela La,70 años,2020,40
Total,50182 Muela La,71 años,2020,39
Total,50182 Muela La,72 años,2020,24
Total,50182 Muela La,73 años,2020,29
Total,50182 Muela La,74 años,2020,24
Total,50182 Muela La,75 años,2020,23
Total,50182 Muela La,76 años,2020,15
Total,50182 Muela La,77 años,2020,14
Total,50182 Muela La,78 años,2020,13
Total,50182 Muela La,79 años,2020,22
Total,50182 Muela La,80 años,2020,9
Total,50182 Muela La,81 años,2020,8
Total,50182 Muela La,82 años,2020,16
Total,50182 Muela La,83 años,2020,16
Total,50182 Muela La,84 años,2020,16
Total,50182 Muela La,85 años,2020,16
Total,50182 Muela La,86 años,2020,13
Total,50182 Muela La,87 años,2020,11
Total,50182 Muela La,88 años,2020,6
Total,50182 Muela La,89 años,2020,10
Total,50182 Muela La,90 años,2020,6
Total,50182 Muela La,91 años,2020,3
Total,50182 Muela La,92 años,2020,5
Total,50182 Muela La,93 años,2020,3
Total,50182 Muela La,94 años,2020,3
Total,50182 Muela La,95 años,2020,2
Total,50182 Muela La,96 años,2020,3
Total,50182 Muela La,97 años,2020,0
Total,50182 Muela La,98 años,2020,2
Total,50182 Muela La,99 años,2020,1
Total,50182 Muela La,100 y más años,2020,2
Total,50183 Munébrega,66 años,2020,4
Total,50183 Munébrega,67 años,2020,4
Total,50183 Munébrega,68 años,2020,4
Total,50183 Munébrega,69 años,2020,10
Total,50183 Munébrega,70 años,2020,4
Total,50183 Munébrega,71 años,2020,9
Total,50183 Munébrega,72 años,2020,3
Total,50183 Munébrega,73 años,2020,5
Total,50183 Munébrega,74 años,2020,4
Total,50183 Munébrega,75 años,2020,4
Total,50183 Munébrega,76 años,2020,2
Total,50183 Munébrega,77 años,2020,5
Total,50183 Munébrega,78 años,2020,4
Total,50183 Munébrega,79 años,2020,4
Total,50183 Munébrega,80 años,2020,3
Total,50183 Munébrega,81 años,2020,7
Total,50183 Munébrega,82 años,2020,4
Total,50183 Munébrega,83 años,2020,5
Total,50183 Munébrega,84 años,2020,3
Total,50183 Munébrega,85 años,2020,2
Total,50183 Munébrega,86 años,2020,5
Total,50183 Munébrega,87 años,2020,6
Total,50183 Munébrega,88 años,2020,4
Total,50183 Munébrega,89 años,2020,4
Total,50183 Munébrega,90 años,2020,4
Total,50183 Munébrega,91 años,2020,6
Total,50183 Munébrega,92 años,2020,1
Total,50183 Munébrega,93 años,2020,0
Total,50183 Munébrega,94 años,2020,1
Total,50183 Munébrega,95 años,2020,1
Total,50183 Munébrega,96 años,2020,3
Total,50183 Munébrega,97 años,2020,0
Total,50183 Munébrega,98 años,2020,0
Total,50183 Munébrega,99 años,2020,0
Total,50183 Munébrega,100 y más años,2020,0
Total,50184 Murero,66 años,2020,1
Total,50184 Murero,67 años,2020,0
Total,50184 Murero,68 años,2020,1
Total,50184 Murero,69 años,2020,0
Total,50184 Murero,70 años,2020,0
Total,50184 Murero,71 años,2020,1
Total,50184 Murero,72 años,2020,2
Total,50184 Murero,73 años,2020,4
Total,50184 Murero,74 años,2020,1
Total,50184 Murero,75 años,2020,1
Total,50184 Murero,76 años,2020,0
Total,50184 Murero,77 años,2020,2
Total,50184 Murero,78 años,2020,2
Total,50184 Murero,79 años,2020,1
Total,50184 Murero,80 años,2020,0
Total,50184 Murero,81 años,2020,4
Total,50184 Murero,82 años,2020,1
Total,50184 Murero,83 años,2020,0
Total,50184 Murero,84 años,2020,2
Total,50184 Murero,85 años,2020,3
Total,50184 Murero,86 años,2020,1
Total,50184 Murero,87 años,2020,2
Total,50184 Murero,88 años,2020,0
Total,50184 Murero,89 años,2020,0
Total,50184 Murero,90 años,2020,1
Total,50184 Murero,91 años,2020,0
Total,50184 Murero,92 años,2020,1
Total,50184 Murero,93 años,2020,1
Total,50184 Murero,94 años,2020,0
Total,50184 Murero,95 años,2020,0
Total,50184 Murero,96 años,2020,0
Total,50184 Murero,97 años,2020,0
Total,50184 Murero,98 años,2020,0
Total,50184 Murero,99 años,2020,0
Total,50184 Murero,100 y más años,2020,0
Total,50185 Murillo de Gállego,66 años,2020,2
Total,50185 Murillo de Gállego,67 años,2020,2
Total,50185 Murillo de Gállego,68 años,2020,6
Total,50185 Murillo de Gállego,69 años,2020,1
Total,50185 Murillo de Gállego,70 años,2020,2
Total,50185 Murillo de Gállego,71 años,2020,1
Total,50185 Murillo de Gállego,72 años,2020,2
Total,50185 Murillo de Gállego,73 años,2020,1
Total,50185 Murillo de Gállego,74 años,2020,2
Total,50185 Murillo de Gállego,75 años,2020,2
Total,50185 Murillo de Gállego,76 años,2020,1
Total,50185 Murillo de Gállego,77 años,2020,0
Total,50185 Murillo de Gállego,78 años,2020,2
Total,50185 Murillo de Gállego,79 años,2020,1
Total,50185 Murillo de Gállego,80 años,2020,1
Total,50185 Murillo de Gállego,81 años,2020,1
Total,50185 Murillo de Gállego,82 años,2020,1
Total,50185 Murillo de Gállego,83 años,2020,2
Total,50185 Murillo de Gállego,84 años,2020,0
Total,50185 Murillo de Gállego,85 años,2020,2
Total,50185 Murillo de Gállego,86 años,2020,4
Total,50185 Murillo de Gállego,87 años,2020,0
Total,50185 Murillo de Gállego,88 años,2020,0
Total,50185 Murillo de Gállego,89 años,2020,1
Total,50185 Murillo de Gállego,90 años,2020,0
Total,50185 Murillo de Gállego,91 años,2020,1
Total,50185 Murillo de Gállego,92 años,2020,0
Total,50185 Murillo de Gállego,93 años,2020,0
Total,50185 Murillo de Gállego,94 años,2020,0
Total,50185 Murillo de Gállego,95 años,2020,0
Total,50185 Murillo de Gállego,96 años,2020,0
Total,50185 Murillo de Gállego,97 años,2020,0
Total,50185 Murillo de Gállego,98 años,2020,0
Total,50185 Murillo de Gállego,99 años,2020,0
Total,50185 Murillo de Gállego,100 y más años,2020,0
Total,50186 Navardún,66 años,2020,0
Total,50186 Navardún,67 años,2020,0
Total,50186 Navardún,68 años,2020,1
Total,50186 Navardún,69 años,2020,0
Total,50186 Navardún,70 años,2020,0
Total,50186 Navardún,71 años,2020,0
Total,50186 Navardún,72 años,2020,1
Total,50186 Navardún,73 años,2020,0
Total,50186 Navardún,74 años,2020,0
Total,50186 Navardún,75 años,2020,1
Total,50186 Navardún,76 años,2020,0
Total,50186 Navardún,77 años,2020,0
Total,50186 Navardún,78 años,2020,2
Total,50186 Navardún,79 años,2020,1
Total,50186 Navardún,80 años,2020,0
Total,50186 Navardún,81 años,2020,0
Total,50186 Navardún,82 años,2020,1
Total,50186 Navardún,83 años,2020,2
Total,50186 Navardún,84 años,2020,0
Total,50186 Navardún,85 años,2020,0
Total,50186 Navardún,86 años,2020,0
Total,50186 Navardún,87 años,2020,0
Total,50186 Navardún,88 años,2020,2
Total,50186 Navardún,89 años,2020,0
Total,50186 Navardún,90 años,2020,0
Total,50186 Navardún,91 años,2020,1
Total,50186 Navardún,92 años,2020,1
Total,50186 Navardún,93 años,2020,0
Total,50186 Navardún,94 años,2020,1
Total,50186 Navardún,95 años,2020,0
Total,50186 Navardún,96 años,2020,0
Total,50186 Navardún,97 años,2020,1
Total,50186 Navardún,98 años,2020,0
Total,50186 Navardún,99 años,2020,0
Total,50186 Navardún,100 y más años,2020,0
Total,50187 Nigüella,66 años,2020,1
Total,50187 Nigüella,67 años,2020,0
Total,50187 Nigüella,68 años,2020,1
Total,50187 Nigüella,69 años,2020,4
Total,50187 Nigüella,70 años,2020,0
Total,50187 Nigüella,71 años,2020,0
Total,50187 Nigüella,72 años,2020,1
Total,50187 Nigüella,73 años,2020,0
Total,50187 Nigüella,74 años,2020,1
Total,50187 Nigüella,75 años,2020,1
Total,50187 Nigüella,76 años,2020,3
Total,50187 Nigüella,77 años,2020,0
Total,50187 Nigüella,78 años,2020,3
Total,50187 Nigüella,79 años,2020,2
Total,50187 Nigüella,80 años,2020,0
Total,50187 Nigüella,81 años,2020,1
Total,50187 Nigüella,82 años,2020,1
Total,50187 Nigüella,83 años,2020,2
Total,50187 Nigüella,84 años,2020,0
Total,50187 Nigüella,85 años,2020,3
Total,50187 Nigüella,86 años,2020,0
Total,50187 Nigüella,87 años,2020,1
Total,50187 Nigüella,88 años,2020,0
Total,50187 Nigüella,89 años,2020,1
Total,50187 Nigüella,90 años,2020,3
Total,50187 Nigüella,91 años,2020,0
Total,50187 Nigüella,92 años,2020,0
Total,50187 Nigüella,93 años,2020,0
Total,50187 Nigüella,94 años,2020,1
Total,50187 Nigüella,95 años,2020,0
Total,50187 Nigüella,96 años,2020,1
Total,50187 Nigüella,97 años,2020,0
Total,50187 Nigüella,98 años,2020,0
Total,50187 Nigüella,99 años,2020,0
Total,50187 Nigüella,100 y más años,2020,0
Total,50188 Nombrevilla,66 años,2020,1
Total,50188 Nombrevilla,67 años,2020,2
Total,50188 Nombrevilla,68 años,2020,2
Total,50188 Nombrevilla,69 años,2020,0
Total,50188 Nombrevilla,70 años,2020,2
Total,50188 Nombrevilla,71 años,2020,2
Total,50188 Nombrevilla,72 años,2020,2
Total,50188 Nombrevilla,73 años,2020,0
Total,50188 Nombrevilla,74 años,2020,1
Total,50188 Nombrevilla,75 años,2020,0
Total,50188 Nombrevilla,76 años,2020,1
Total,50188 Nombrevilla,77 años,2020,1
Total,50188 Nombrevilla,78 años,2020,1
Total,50188 Nombrevilla,79 años,2020,1
Total,50188 Nombrevilla,80 años,2020,0
Total,50188 Nombrevilla,81 años,2020,1
Total,50188 Nombrevilla,82 años,2020,1
Total,50188 Nombrevilla,83 años,2020,0
Total,50188 Nombrevilla,84 años,2020,0
Total,50188 Nombrevilla,85 años,2020,0
Total,50188 Nombrevilla,86 años,2020,0
Total,50188 Nombrevilla,87 años,2020,1
Total,50188 Nombrevilla,88 años,2020,0
Total,50188 Nombrevilla,89 años,2020,0
Total,50188 Nombrevilla,90 años,2020,0
Total,50188 Nombrevilla,91 años,2020,0
Total,50188 Nombrevilla,92 años,2020,0
Total,50188 Nombrevilla,93 años,2020,0
Total,50188 Nombrevilla,94 años,2020,0
Total,50188 Nombrevilla,95 años,2020,0
Total,50188 Nombrevilla,96 años,2020,0
Total,50188 Nombrevilla,97 años,2020,0
Total,50188 Nombrevilla,98 años,2020,0
Total,50188 Nombrevilla,99 años,2020,0
Total,50188 Nombrevilla,100 y más años,2020,0
Total,50189 Nonaspe,66 años,2020,11
Total,50189 Nonaspe,67 años,2020,14
