year,province,cp,cities,nacidos,defunciones,saldo
2017,Zaragoza,50052,Bisimbre,0,2,-2
2017,Zaragoza,50053,Boquiñeni,4,16,-12
2017,Zaragoza,50054,Bordalba,0,1,-1
2017,Zaragoza,50055,Borja,37,66,-29
2017,Zaragoza,50056,Botorrita,4,5,-1
2017,Zaragoza,50057,Brea de Aragón,8,13,-5
2017,Zaragoza,50058,Bubierca,0,1,-1
2017,Zaragoza,50059,Bujaraloz,13,15,-2
2017,Zaragoza,50060,Bulbuente,1,4,-3
2017,Zaragoza,50061,Bureta,1,3,-2
2017,Zaragoza,50062,Burgo de Ebro (El),16,21,-5
2017,Zaragoza,50043,Bárboles,0,2,-2
2017,Zaragoza,50064,Cabañas de Ebro,1,8,-7
2017,Zaragoza,50066,Cadrete,47,14,33
2017,Zaragoza,50067,Calatayud,126,227,-101
2017,Zaragoza,50068,Calatorao,24,39,-15
2017,Zaragoza,50070,Calmarza,0,1,-1
2017,Zaragoza,50071,Campillo de Aragón,0,3,-3
2017,Zaragoza,50072,Carenas,0,5,-5
2017,Zaragoza,50073,Cariñena,26,40,-14
2017,Zaragoza,50074,Caspe,114,102,12
2017,Zaragoza,50075,Castejón de Alarba,0,2,-2
2017,Zaragoza,50076,Castejón de las Armas,0,2,-2
2017,Zaragoza,50077,Castejón de Valdejasa,2,2,0
2017,Zaragoza,50078,Castiliscar,0,2,-2
2017,Zaragoza,50079,Cervera de la Cañada,0,5,-5
2017,Zaragoza,50080,Cerveruela,0,1,-1
2017,Zaragoza,50081,Cetina,1,8,-7
2017,Zaragoza,50092,Chiprana,3,4,-1
2017,Zaragoza,50093,Chodes,0,4,-4
2017,Zaragoza,50082,Cimballa,0,2,-2
2017,Zaragoza,50083,Cinco Olivas,0,2,-2
2017,Zaragoza,50084,Clarés de Ribota,0,2,-2
2017,Zaragoza,50085,Codo,0,3,-3
2017,Zaragoza,50086,Codos,0,2,-2
2017,Zaragoza,50087,Contamina,0,1,-1
2017,Zaragoza,50088,Cosuenda,1,5,-4
2017,Zaragoza,50089,Cuarte de Huerva,204,31,173
2017,Zaragoza,50090,Cubel,0,6,-6
2017,Zaragoza,50091,Cuerlas (Las),0,2,-2
2017,Zaragoza,50094,Daroca,12,39,-27
2017,Zaragoza,50095,Ejea de los Caballeros,135,187,-52
2017,Zaragoza,50098,Encinacorba,1,4,-3
2017,Zaragoza,50100,Erla,0,3,-3
2017,Zaragoza,50101,Escatrón,4,18,-14
2017,Zaragoza,50102,Fabara,3,19,-16
2017,Zaragoza,50104,Farlete,1,3,-2
2017,Zaragoza,50106,Fayos (Los),0,3,-3
2017,Zaragoza,50105,Fayón,6,9,-3
2017,Zaragoza,50107,Figueruelas,9,12,-3
2017,Zaragoza,50108,Fombuena,0,1,-1
2017,Zaragoza,50109,Frago (El),0,2,-2
2017,Zaragoza,50110,Frasno (El),1,5,-4
2017,Zaragoza,50111,Fréscano,2,4,-2
2017,Zaragoza,50113,Fuendejalón,7,7,0
2017,Zaragoza,50114,Fuendetodos,1,3,-2
2017,Zaragoza,50115,Fuentes de Ebro,41,45,-4
2017,Zaragoza,50116,Fuentes de Jiloca,1,6,-5
2017,Zaragoza,50117,Gallocanta,1,0,1
2017,Zaragoza,50118,Gallur,23,36,-13
2017,Zaragoza,50119,Gelsa,8,26,-18
2017,Zaragoza,50121,Gotor,0,6,-6
2017,Zaragoza,50123,Grisén,5,10,-5
2017,Zaragoza,50124,Herrera de los Navarros,4,7,-3
2017,Zaragoza,50125,Ibdes,1,5,-4
2017,Zaragoza,50126,Illueca,8,34,-26
2017,Zaragoza,50128,Isuerre,0,1,-1
2017,Zaragoza,50129,Jaraba,0,9,-9
2017,Zaragoza,50130,Jarque de Moncayo,4,8,-4
2017,Zaragoza,50131,Jaulín,1,5,-4
2017,Zaragoza,50132,Joyosa (La),12,8,4
2017,Zaragoza,50133,Lagata,0,2,-2
2017,Zaragoza,50134,Langa del Castillo,1,2,-1
2017,Zaragoza,50135,Layana,1,4,-3
2017,Zaragoza,50137,Leciñena,3,28,-25
2017,Zaragoza,50139,Letux,1,10,-9
2017,Zaragoza,50141,Lituénigo,2,2,0
2017,Zaragoza,50142,Lobera de Onsella,1,1,0
2017,Zaragoza,50143,Longares,2,16,-14
2017,Zaragoza,50146,Lucena de Jalón,1,3,-2
2017,Zaragoza,50147,Luceni,10,12,-2
2017,Zaragoza,50148,Luesia,0,6,-6
2017,Zaragoza,50150,Lumpiaque,11,12,-1
2017,Zaragoza,50151,Luna,3,19,-16
2017,Zaragoza,50136,Lécera,2,15,-13
2017,Zaragoza,50152,Maella,18,31,-13
2017,Zaragoza,50153,Magallón,6,20,-14
2017,Zaragoza,50154,Mainar,0,3,-3
2017,Zaragoza,50155,Malanquilla,0,1,-1
2017,Zaragoza,50156,Maleján,0,2,-2
2017,Zaragoza,50160,Mallén,22,38,-16
2017,Zaragoza,50159,Maluenda,1,13,-12
2017,Zaragoza,50157,Malón,3,10,-7
2017,Zaragoza,50161,Manchones,3,4,-1
2017,Zaragoza,50162,Mara,1,4,-3
2017,Zaragoza,50163,María de Huerva,73,27,46
2017,Zaragoza,50164,Mediana de Aragón,0,3,-3
2017,Zaragoza,50165,Mequinenza,7,31,-24
2017,Zaragoza,50166,Mesones de Isuela,1,1,0
2017,Zaragoza,50167,Mezalocha,0,5,-5
2017,Zaragoza,50169,Miedes de Aragón,3,5,-2
2017,Zaragoza,50170,Monegrillo,1,4,-3
2017,Zaragoza,50171,Moneva,0,1,-1
2017,Zaragoza,50172,Monreal de Ariza,1,2,-1
2017,Zaragoza,50173,Monterde,0,2,-2
2017,Zaragoza,50174,Montón,0,1,-1
2017,Zaragoza,50175,Morata de Jalón,3,25,-22
2017,Zaragoza,50176,Morata de Jiloca,2,3,-1
2017,Zaragoza,50178,Moros,0,9,-9
2017,Zaragoza,50177,Morés,0,7,-7
2017,Zaragoza,50179,Moyuela,0,9,-9
2017,Zaragoza,50180,Mozota,0,3,-3
2017,Zaragoza,50181,Muel,2,11,-9
2017,Zaragoza,50182,Muela (La),60,25,35
2017,Zaragoza,50183,Munébrega,0,2,-2
2017,Zaragoza,50184,Murero,0,1,-1
2017,Zaragoza,50185,Murillo de Gállego,0,0,0
2017,Zaragoza,50187,Nigüella,0,2,-2
2017,Zaragoza,50189,Nonaspe,7,18,-11
2017,Zaragoza,50190,Novallas,7,18,-11
2017,Zaragoza,50191,Novillas,5,10,-5
2017,Zaragoza,50193,Nuez de Ebro,8,8,0
2017,Zaragoza,50192,Nuévalos,4,6,-2
2017,Zaragoza,50194,Olvés,0,4,-4
2017,Zaragoza,50195,Orcajo,0,1,-1
2017,Zaragoza,50196,Orera,0,4,-4
2017,Zaragoza,50197,Orés,0,2,-2
2017,Zaragoza,50199,Osera de Ebro,4,12,-8
2017,Zaragoza,50200,Paniza,2,9,-7
2017,Zaragoza,50201,Paracuellos de Jiloca,5,7,-2
2017,Zaragoza,50202,Paracuellos de la Ribera,0,2,-2
2017,Zaragoza,50203,Pastriz,9,13,-4
2017,Zaragoza,50204,Pedrola,32,25,7
2017,Zaragoza,50205,Pedrosas (Las),0,3,-3
2017,Zaragoza,50206,Perdiguera,0,6,-6
2017,Zaragoza,50207,Piedratajada,0,3,-3
2017,Zaragoza,50208,Pina de Ebro,13,35,-22
2017,Zaragoza,50209,Pinseque,50,54,-4
2017,Zaragoza,50210,Pintanos (Los),0,1,-1
2017,Zaragoza,50211,Plasencia de Jalón,3,9,-6
2017,Zaragoza,50212,Pleitas,0,0,0
2017,Zaragoza,50213,Plenas,0,2,-2
2017,Zaragoza,50215,Pozuel de Ariza,0,1,-1
2017,Zaragoza,50216,Pozuelo de Aragón,2,0,2
2017,Zaragoza,50217,Pradilla de Ebro,3,5,-2
2017,Zaragoza,50218,Puebla de Albortón,1,2,-1
2017,Zaragoza,50219,Puebla de Alfindén (La),57,23,34
2017,Zaragoza,50220,Puendeluna,0,1,-1
2017,Zaragoza,50222,Quinto,15,23,-8
2017,Zaragoza,50223,Remolinos,5,17,-12
2017,Zaragoza,50224,Retascón,1,1,0
2017,Zaragoza,50225,Ricla,23,35,-12
2017,Zaragoza,50227,Romanos,1,6,-5
2017,Zaragoza,50228,Rueda de Jalón,5,3,2
2017,Zaragoza,50229,Ruesca,0,2,-2
2017,Zaragoza,50231,Salillas de Jalón,3,6,-3
2017,Zaragoza,50232,Salvatierra de Esca,1,3,-2
2017,Zaragoza,50233,Samper del Salz,0,1,-1
2017,Zaragoza,50234,San Martín de la Virgen de Moncayo,2,5,-3
2017,Zaragoza,50235,San Mateo de Gállego,32,31,1
2017,Zaragoza,50236,Santa Cruz de Grío,0,3,-3
2017,Zaragoza,50237,Santa Cruz de Moncayo,0,3,-3
2017,Zaragoza,50238,Santa Eulalia de Gállego,1,1,0
2017,Zaragoza,50239,Santed,0,3,-3
2017,Zaragoza,50241,Saviñán,3,9,-6
2017,Zaragoza,50242,Sediles,0,4,-4
2017,Zaragoza,50243,Sestrica,0,6,-6
2017,Zaragoza,50244,Sierra de Luna,3,3,0
2017,Zaragoza,50245,Sigüés,1,3,-2
2017,Zaragoza,50246,Sisamón,0,1,-1
2017,Zaragoza,50247,Sobradiel,10,12,-2
2017,Zaragoza,50248,Sos del Rey Católico,5,8,-3
2017,Zaragoza,50230,Sádaba,6,32,-26
2017,Zaragoza,50240,Sástago,7,27,-20
2017,Zaragoza,50249,Tabuenca,0,8,-8
2017,Zaragoza,50250,Talamantes,0,0,0
2017,Zaragoza,50251,Tarazona,67,110,-43
2017,Zaragoza,50252,Tauste,51,93,-42
2017,Zaragoza,50253,Terrer,0,11,-11
2017,Zaragoza,50254,Tierga,0,1,-1
2017,Zaragoza,50255,Tobed,0,7,-7
2017,Zaragoza,50256,Torralba de los Frailes,0,2,-2
2017,Zaragoza,50257,Torralba de Ribota,0,3,-3
2017,Zaragoza,50259,Torrehermosa,0,1,-1
2017,Zaragoza,50260,Torrelapaja,0,1,-1
2017,Zaragoza,50261,Torrellas,0,8,-8
2017,Zaragoza,50262,Torres de Berrellén,8,15,-7
2017,Zaragoza,50263,Torrijo de la Cañada,2,4,-2
2017,Zaragoza,50264,Tosos,0,3,-3
2017,Zaragoza,50266,Trasobares,0,5,-5
2017,Zaragoza,50267,Uncastillo,2,15,-13
2017,Zaragoza,50269,Urrea de Jalón,4,17,-13
2017,Zaragoza,50270,Urriés,0,1,-1
2017,Zaragoza,50271,Used,0,8,-8
2017,Zaragoza,50272,Utebo,167,107,60
2017,Zaragoza,50274,Val de San Martín,0,2,-2
2017,Zaragoza,50275,Valmadrid,1,7,-6
2017,Zaragoza,50276,Valpalmas,0,2,-2
2017,Zaragoza,50278,Velilla de Ebro,1,2,-1
2017,Zaragoza,50280,Vera de Moncayo,2,8,-6
2017,Zaragoza,50281,Vierlas,1,1,0
2017,Zaragoza,50283,Villadoz,2,2,0
2017,Zaragoza,50284,Villafeliche,0,2,-2
2017,Zaragoza,50285,Villafranca de Ebro,12,14,-2
2017,Zaragoza,50286,Villalba de Perejil,0,2,-2
2017,Zaragoza,50287,Villalengua,1,6,-5
2017,Zaragoza,50903,Villamayor de Gállego,15,21,-6
2017,Zaragoza,50288,Villanueva de Gállego,30,50,-20
2017,Zaragoza,50290,Villanueva de Huerva,2,6,-4
2017,Zaragoza,50289,Villanueva de Jiloca,0,3,-3
2017,Zaragoza,50291,Villar de los Navarros,1,2,-1
2017,Zaragoza,50292,Villarreal de Huerva,4,2,2
2017,Zaragoza,50293,Villarroya de la Sierra,1,11,-10
2017,Zaragoza,50294,Villarroya del Campo,2,0,2
2017,Zaragoza,50282,Vilueña (La),0,2,-2
2017,Zaragoza,50296,Zaida (La),2,8,-6
2017,Zaragoza,50297,Zaragoza,5619,6558,-939
2017,Zaragoza,50298,Zuera,70,70,0
2017,Zaragoza,50099,Épila,50,58,-8
2016,Zaragoza,50001,Abanto,0,4,-4
2016,Zaragoza,50002,Acered,1,5,-4
2016,Zaragoza,50004,Aguarón,2,13,-11
2016,Zaragoza,50005,Aguilón,1,5,-4
2016,Zaragoza,50003,Agón,1,2,-1
2016,Zaragoza,50006,Ainzón,5,18,-13
2016,Zaragoza,50007,Aladrén,0,1,-1
2016,Zaragoza,50008,Alagón,67,61,6
2016,Zaragoza,50009,Alarba,0,1,-1
2016,Zaragoza,50011,Albeta,1,2,-1
2016,Zaragoza,50012,Alborge,1,1,0
2016,Zaragoza,50013,Alcalá de Ebro,3,0,3
2016,Zaragoza,50014,Alcalá de Moncayo,1,4,-3
2016,Zaragoza,50015,Alconchel de Ariza,0,5,-5
2016,Zaragoza,50016,Aldehuela de Liestos,0,1,-1
2016,Zaragoza,50017,Alfajarín,22,13,9
2016,Zaragoza,50018,Alfamén,18,23,-5
2016,Zaragoza,50019,Alforque,0,1,-1
2016,Zaragoza,50020,Alhama de Aragón,11,13,-2
2016,Zaragoza,50022,Almolda (La),0,9,-9
2016,Zaragoza,50023,Almonacid de la Cuba,1,8,-7
2016,Zaragoza,50024,Almonacid de la Sierra,2,15,-13
2016,Zaragoza,50025,Almunia de Doña Godina (La),67,72,-5
2016,Zaragoza,50026,Alpartir,2,4,-2
2016,Zaragoza,50027,Ambel,1,4,-3
2016,Zaragoza,50028,Anento,0,2,-2
2016,Zaragoza,50029,Aniñón,1,7,-6
2016,Zaragoza,50031,Aranda de Moncayo,0,4,-4
2016,Zaragoza,50034,Ariza,9,20,-11
2016,Zaragoza,50032,Arándiga,0,8,-8
2016,Zaragoza,50036,Asín,0,2,-2
2016,Zaragoza,50037,Atea,0,3,-3
2016,Zaragoza,50038,Ateca,6,20,-14
2016,Zaragoza,50039,Azuara,2,5,-3
2016,Zaragoza,50030,Añón de Moncayo,0,4,-4
2016,Zaragoza,50040,Badules,1,1,0
2016,Zaragoza,50044,Bardallur,1,4,-3
2016,Zaragoza,50045,Belchite,5,26,-21
2016,Zaragoza,50046,Belmonte de Gracián,0,2,-2
2016,Zaragoza,50048,Berrueco,1,0,1
2016,Zaragoza,50901,Biel,1,4,-3
2016,Zaragoza,50050,Bijuesca,0,1,-1
2016,Zaragoza,50051,Biota,5,12,-7
2016,Zaragoza,50052,Bisimbre,0,2,-2
2016,Zaragoza,50053,Boquiñeni,2,9,-7
2016,Zaragoza,50054,Bordalba,0,2,-2
2016,Zaragoza,50055,Borja,41,56,-15
2016,Zaragoza,50056,Botorrita,3,4,-1
2016,Zaragoza,50057,Brea de Aragón,8,11,-3
2016,Zaragoza,50058,Bubierca,0,2,-2
2016,Zaragoza,50059,Bujaraloz,10,19,-9
2016,Zaragoza,50060,Bulbuente,0,4,-4
2016,Zaragoza,50061,Bureta,1,4,-3
2016,Zaragoza,50062,Burgo de Ebro (El),36,13,23
2016,Zaragoza,50063,Buste (El),1,0,1
2016,Zaragoza,50043,Bárboles,1,9,-8
2016,Zaragoza,50064,Cabañas de Ebro,2,10,-8
2016,Zaragoza,50065,Cabolafuente,1,0,1
2016,Zaragoza,50066,Cadrete,28,29,-1
2016,Zaragoza,50067,Calatayud,158,205,-47
2016,Zaragoza,50068,Calatorao,21,26,-5
2016,Zaragoza,50070,Calmarza,0,2,-2
2016,Zaragoza,50071,Campillo de Aragón,0,3,-3
2016,Zaragoza,50072,Carenas,1,5,-4
2016,Zaragoza,50073,Cariñena,24,44,-20
2016,Zaragoza,50074,Caspe,100,102,-2
2016,Zaragoza,50075,Castejón de Alarba,0,2,-2
2016,Zaragoza,50076,Castejón de las Armas,0,6,-6
2016,Zaragoza,50077,Castejón de Valdejasa,0,5,-5
2016,Zaragoza,50078,Castiliscar,1,2,-1
2016,Zaragoza,50079,Cervera de la Cañada,1,6,-5
2016,Zaragoza,50080,Cerveruela,0,0,0
2016,Zaragoza,50081,Cetina,1,12,-11
2016,Zaragoza,50092,Chiprana,7,3,4
2016,Zaragoza,50093,Chodes,1,3,-2
2016,Zaragoza,50082,Cimballa,0,3,-3
2016,Zaragoza,50083,Cinco Olivas,0,2,-2
2016,Zaragoza,50084,Clarés de Ribota,0,3,-3
2016,Zaragoza,50085,Codo,0,3,-3
2016,Zaragoza,50086,Codos,0,4,-4
2016,Zaragoza,50087,Contamina,1,2,-1
2016,Zaragoza,50088,Cosuenda,2,4,-2
2016,Zaragoza,50089,Cuarte de Huerva,206,22,184
2016,Zaragoza,50090,Cubel,3,2,1
2016,Zaragoza,50094,Daroca,22,17,5
2016,Zaragoza,50095,Ejea de los Caballeros,126,176,-50
2016,Zaragoza,50096,Embid de Ariza,0,1,-1
2016,Zaragoza,50098,Encinacorba,0,4,-4
2016,Zaragoza,50100,Erla,3,6,-3
2016,Zaragoza,50101,Escatrón,7,24,-17
2016,Zaragoza,50102,Fabara,3,13,-10
2016,Zaragoza,50104,Farlete,2,7,-5
2016,Zaragoza,50106,Fayos (Los),0,5,-5
2016,Zaragoza,50105,Fayón,1,6,-5
2016,Zaragoza,50107,Figueruelas,9,15,-6
2016,Zaragoza,50108,Fombuena,0,1,-1
2016,Zaragoza,50110,Frasno (El),1,5,-4
2016,Zaragoza,50111,Fréscano,0,5,-5
2016,Zaragoza,50113,Fuendejalón,5,7,-2
2016,Zaragoza,50114,Fuendetodos,0,1,-1
2016,Zaragoza,50115,Fuentes de Ebro,40,50,-10
2016,Zaragoza,50116,Fuentes de Jiloca,0,9,-9
2016,Zaragoza,50117,Gallocanta,0,1,-1
2016,Zaragoza,50118,Gallur,13,25,-12
2016,Zaragoza,50119,Gelsa,5,13,-8
2016,Zaragoza,50120,Godojos,0,1,-1
2016,Zaragoza,50121,Gotor,0,1,-1
2016,Zaragoza,50122,Grisel,1,2,-1
2016,Zaragoza,50123,Grisén,9,10,-1
2016,Zaragoza,50124,Herrera de los Navarros,1,3,-2
2016,Zaragoza,50125,Ibdes,3,8,-5
2016,Zaragoza,50126,Illueca,18,27,-9
2016,Zaragoza,50129,Jaraba,1,3,-2
2016,Zaragoza,50130,Jarque de Moncayo,2,11,-9
2016,Zaragoza,50131,Jaulín,2,7,-5
2016,Zaragoza,50132,Joyosa (La),7,8,-1
2016,Zaragoza,50133,Lagata,0,1,-1
2016,Zaragoza,50134,Langa del Castillo,1,1,0
2016,Zaragoza,50135,Layana,0,2,-2
2016,Zaragoza,50138,Lechón,0,1,-1
2016,Zaragoza,50137,Leciñena,3,18,-15
2016,Zaragoza,50139,Letux,0,8,-8
2016,Zaragoza,50140,Litago,0,3,-3
2016,Zaragoza,50141,Lituénigo,1,3,-2
2016,Zaragoza,50142,Lobera de Onsella,0,1,-1
2016,Zaragoza,50143,Longares,5,9,-4
2016,Zaragoza,50146,Lucena de Jalón,2,3,-1
2016,Zaragoza,50147,Luceni,3,12,-9
2016,Zaragoza,50148,Luesia,1,8,-7
2016,Zaragoza,50150,Lumpiaque,4,20,-16
2016,Zaragoza,50151,Luna,0,10,-10
2016,Zaragoza,50136,Lécera,2,12,-10
2016,Zaragoza,50152,Maella,17,26,-9
2016,Zaragoza,50153,Magallón,9,18,-9
2016,Zaragoza,50154,Mainar,0,1,-1
2016,Zaragoza,50156,Maleján,1,3,-2
2016,Zaragoza,50160,Mallén,26,31,-5
2016,Zaragoza,50159,Maluenda,6,16,-10
2016,Zaragoza,50157,Malón,2,5,-3
2016,Zaragoza,50161,Manchones,1,2,-1
2016,Zaragoza,50162,Mara,0,4,-4
2016,Zaragoza,50902,Marracos,0,3,-3
2016,Zaragoza,50163,María de Huerva,98,14,84
2016,Zaragoza,50164,Mediana de Aragón,5,3,2
2016,Zaragoza,50165,Mequinenza,14,25,-11
2016,Zaragoza,50166,Mesones de Isuela,1,6,-5
2016,Zaragoza,50167,Mezalocha,2,1,1
2016,Zaragoza,50169,Miedes de Aragón,1,1,0
2016,Zaragoza,50170,Monegrillo,1,2,-1
2016,Zaragoza,50171,Moneva,0,3,-3
2016,Zaragoza,50172,Monreal de Ariza,0,4,-4
2016,Zaragoza,50173,Monterde,0,2,-2
2016,Zaragoza,50174,Montón,0,2,-2
2016,Zaragoza,50175,Morata de Jalón,3,20,-17
2016,Zaragoza,50176,Morata de Jiloca,0,3,-3
2016,Zaragoza,50178,Moros,1,11,-10
2016,Zaragoza,50177,Morés,1,6,-5
2016,Zaragoza,50179,Moyuela,0,5,-5
2016,Zaragoza,50180,Mozota,1,0,1
2016,Zaragoza,50181,Muel,10,20,-10
2016,Zaragoza,50182,Muela (La),69,21,48
2016,Zaragoza,50183,Munébrega,1,8,-7
2016,Zaragoza,50184,Murero,1,6,-5
2016,Zaragoza,50185,Murillo de Gállego,1,0,1
2016,Zaragoza,50187,Nigüella,0,3,-3
2016,Zaragoza,50189,Nonaspe,8,10,-2
2016,Zaragoza,50190,Novallas,7,15,-8
2016,Zaragoza,50191,Novillas,1,12,-11
2016,Zaragoza,50193,Nuez de Ebro,7,5,2
2016,Zaragoza,50192,Nuévalos,0,4,-4
2016,Zaragoza,50194,Olvés,0,2,-2
2016,Zaragoza,50195,Orcajo,1,0,1
2016,Zaragoza,50196,Orera,0,4,-4
2016,Zaragoza,50197,Orés,0,3,-3
2016,Zaragoza,50199,Osera de Ebro,2,8,-6
2016,Zaragoza,50200,Paniza,6,14,-8
2016,Zaragoza,50201,Paracuellos de Jiloca,1,6,-5
2016,Zaragoza,50202,Paracuellos de la Ribera,0,8,-8
2016,Zaragoza,50203,Pastriz,6,12,-6
2016,Zaragoza,50204,Pedrola,24,37,-13
2016,Zaragoza,50205,Pedrosas (Las),1,4,-3
2016,Zaragoza,50206,Perdiguera,2,6,-4
2016,Zaragoza,50208,Pina de Ebro,28,26,2
2016,Zaragoza,50209,Pinseque,48,41,7
2016,Zaragoza,50210,Pintanos (Los),0,1,-1
2016,Zaragoza,50211,Plasencia de Jalón,1,4,-3
2016,Zaragoza,50212,Pleitas,0,3,-3
2016,Zaragoza,50214,Pomer,0,1,-1
2016,Zaragoza,50215,Pozuel de Ariza,0,1,-1
2016,Zaragoza,50216,Pozuelo de Aragón,1,3,-2
2016,Zaragoza,50217,Pradilla de Ebro,5,12,-7
2016,Zaragoza,50218,Puebla de Albortón,1,1,0
2016,Zaragoza,50219,Puebla de Alfindén (La),75,22,53
2016,Zaragoza,50220,Puendeluna,0,3,-3
2016,Zaragoza,50222,Quinto,13,21,-8
2016,Zaragoza,50223,Remolinos,5,19,-14
2016,Zaragoza,50224,Retascón,0,1,-1
2016,Zaragoza,50225,Ricla,23,25,-2
2016,Zaragoza,50227,Romanos,0,6,-6
2016,Zaragoza,50228,Rueda de Jalón,5,6,-1
2016,Zaragoza,50229,Ruesca,0,1,-1
2016,Zaragoza,50231,Salillas de Jalón,1,13,-12
2016,Zaragoza,50232,Salvatierra de Esca,1,2,-1
2016,Zaragoza,50233,Samper del Salz,0,1,-1
2016,Zaragoza,50234,San Martín de la Virgen de Moncayo,4,4,0
2016,Zaragoza,50235,San Mateo de Gállego,25,35,-10
2016,Zaragoza,50236,Santa Cruz de Grío,0,1,-1
2016,Zaragoza,50237,Santa Cruz de Moncayo,2,3,-1
2016,Zaragoza,50238,Santa Eulalia de Gállego,1,4,-3
2016,Zaragoza,50241,Saviñán,3,12,-9
2016,Zaragoza,50243,Sestrica,0,7,-7
2016,Zaragoza,50244,Sierra de Luna,2,9,-7
2016,Zaragoza,50246,Sisamón,0,1,-1
2016,Zaragoza,50247,Sobradiel,10,13,-3
2016,Zaragoza,50248,Sos del Rey Católico,7,10,-3
2016,Zaragoza,50230,Sádaba,6,38,-32
2016,Zaragoza,50240,Sástago,10,12,-2
2016,Zaragoza,50249,Tabuenca,0,9,-9
2016,Zaragoza,50251,Tarazona,74,126,-52
2016,Zaragoza,50252,Tauste,61,89,-28
2016,Zaragoza,50253,Terrer,0,13,-13
2016,Zaragoza,50254,Tierga,1,3,-2
2016,Zaragoza,50255,Tobed,1,4,-3
2016,Zaragoza,50256,Torralba de los Frailes,0,1,-1
2016,Zaragoza,50257,Torralba de Ribota,0,2,-2
2016,Zaragoza,50258,Torralbilla,0,2,-2
2016,Zaragoza,50259,Torrehermosa,0,3,-3
2016,Zaragoza,50261,Torrellas,2,3,-1
2016,Zaragoza,50262,Torres de Berrellén,6,14,-8
2016,Zaragoza,50263,Torrijo de la Cañada,1,6,-5
2016,Zaragoza,50264,Tosos,0,3,-3
2016,Zaragoza,50265,Trasmoz,0,2,-2
2016,Zaragoza,50266,Trasobares,0,4,-4
2016,Zaragoza,50267,Uncastillo,2,10,-8
2016,Zaragoza,50269,Urrea de Jalón,2,6,-4
2016,Zaragoza,50270,Urriés,0,1,-1
2016,Zaragoza,50271,Used,1,3,-2
2016,Zaragoza,50272,Utebo,148,94,54
2016,Zaragoza,50274,Val de San Martín,0,1,-1
2016,Zaragoza,50275,Valmadrid,0,1,-1
2016,Zaragoza,50276,Valpalmas,0,2,-2
2016,Zaragoza,50277,Valtorres,1,6,-5
2016,Zaragoza,50278,Velilla de Ebro,0,2,-2
2016,Zaragoza,50279,Velilla de Jiloca,0,3,-3
2016,Zaragoza,50280,Vera de Moncayo,1,10,-9
2016,Zaragoza,50281,Vierlas,0,3,-3
2016,Zaragoza,50283,Villadoz,1,0,1
2016,Zaragoza,50284,Villafeliche,0,3,-3
2016,Zaragoza,50285,Villafranca de Ebro,8,10,-2
2016,Zaragoza,50286,Villalba de Perejil,0,2,-2
2016,Zaragoza,50287,Villalengua,0,4,-4
2016,Zaragoza,50903,Villamayor de Gállego,14,29,-15
2016,Zaragoza,50288,Villanueva de Gállego,18,40,-22
2016,Zaragoza,50290,Villanueva de Huerva,2,8,-6
2016,Zaragoza,50289,Villanueva de Jiloca,0,1,-1
2016,Zaragoza,50292,Villarreal de Huerva,5,0,5
2016,Zaragoza,50293,Villarroya de la Sierra,3,12,-9
