year,cp,name,population,superficie
1960,50067,Calatayud,18251,154.25
1960,50068,Calatorao,3317,48.15
1960,50069,Calcena,639,64.74
1960,50070,Calmarza,422,28.15
1960,50071,Campillo de Aragón,627,36.86
1960,50072,Carenas,918,31.22
1960,50073,Cariñena,3031,82.51
1960,50074,Caspe,9603,503.15
1960,50075,Castejón de Alarba,298,17.56
1960,50076,Castejón de las Armas,401,17.56
1960,50077,Castejón de Valdejasa,902,17.56
1960,50078,Castiliscar,1012,40.68
1960,50079,Cervera de la Cañada,772,29.22
1960,50080,Cerveruela,153,23.49
1960,50081,Cetina,2049,78.76
1960,50082,Cimballa,483,31.95
1960,50083,Cinco Olivas,286,2.25
1960,50084,Clarés de Ribota,409,18
1960,50085,Codo,719,11.36
1960,50086,Codos,852,62.69
1960,50087,Contamina,200,14.02
1960,50088,Cosuenda,866,31.68
1960,50089,Cuarte de Huerva,491,8.95
1960,50090,Cubel,535,58.62
1960,50091,Las Cuerlas,416,32.58
1960,50092,Chiprana,910,38.98
1960,50093,Chodes,406,15.97
1960,50094,Daroca,3323,52.05
1960,50095,Ejea de los Caballeros,11242,609.92
1960,50096,Embid de Ariza,456,41.26
1960,50098,Encinacorba,680,36.74
1960,50099,Épila,5173,194.32
1960,50100,Erla,916,18.96
1960,50101,Escatrón,3668,94.64
1960,50102,Fabara,1781,101.63
1960,50104,Farlete,587,104.12
1960,50105,Fayón,1683,67.19
1960,50106,Los Fayos,452,3.88
1960,50107,Figueruelas,672,16.99
1960,50108,Fombuena,108,26.37
1960,50109,El Frago,371,33.76
1960,50110,El Frasno,1232,48.64
1960,50111,Fréscano,452,18.41
1960,50113,Fuendejalón,1323,75.83
1960,50114,Fuendetodos,401,62
1960,50115,Fuentes de Ebro,3436,141.73
1960,50116,Fuentes de Jiloca,1001,27.35
1960,50117,Gallocanta,476,29.71
1960,50118,Gallur,4328,41.71
1960,50119,Gelsa,1725,72.04
1960,50120,Godojos,374,16.77
1960,50121,Gotor,473,15.52
1960,50122,Grisel,295,14.51
1960,50123,Grisén,708,4.75
1960,50124,Herrera de los Navarros,1484,105.01
1960,50125,Ibdes,1640,56.31
1960,50126,Illueca,2144,24.86
1960,50128,Isuerre,215,20.05
1960,50129,Jaraba,704,42.81
1960,50130,Jarque de Moncayo,1015,43
1960,50131,Jaulín,505,46.05
1960,50132,La Joyosa,485,6.52
1960,50133,Lagata,374,23.65
1960,50134,Langa del Castillo,617,50.13
1960,50135,Layana,385,3.69
1960,50136,Lécera,1906,109
1960,50137,Leciñena,1730,178.59
1960,50138,Lechón,141,17.46
1960,50139,Letux,876,30.15
1960,50140,Litago,453,15
1960,50141,Lituénigo,312,11.38
1960,50142,Lobera de Onsella,448,32.18
1960,50143,Longares,1245,45.96
1960,50144,Longás,222,49.23
1960,50146,Lucena de Jalón,423,10.31
1960,50147,Luceni,1772,27.08
1960,50148,Luesia,1221,126.83
1960,50149,Luesma,186,29
1960,50150,Lumpiaque,2005,29.55
1960,50151,Luna,1893,308.92
1960,50152,Maella,2688,174.88
1960,50153,Magallón,1818,78.61
1960,50154,Mainar,390,34.02
1960,50155,Malanquilla,399,36.63
1960,50156,Maleján,487,0.08
1960,50157,Malón,882,5.66
1960,50159,Maluenda,1634,40.09
1960,50160,Mallén,3521,37.42
1960,50161,Manchones,568,26.83
1960,50162,Mara,656,21.09
1960,50163,María de Huerva,698,108.09
1960,50164,Mediana de Aragón,828,90.57
1960,50165,Mequinenza,5784,307.45
1960,50166,Mesones de Isuela,728,48.55
1960,50167,Mezalocha,494,60.64
1960,50168,Mianos,117,14.82
1960,50169,Miedes de Aragón,1039,55.38
1960,50170,Monegrillo,689,183.16
1960,50171,Moneva,539,61
1960,50172,Monreal de Ariza,836,62.06
1960,50173,Monterde,880,55.94
1960,50174,Montón,464,17.59
1960,50175,Morata de Jalón,2760,45.87
1960,50176,Morata de Jiloca,961,23.09
1960,50177,Morés,1142,21.46
1960,50178,Moros,1195,53
1960,50179,Moyuela,1030,42.76
1960,50180,Mozota,223,8.68
1960,50181,Muel,1379,79.17
1960,50182,La Muela,1011,143.49
1960,50183,Munébrega,1074,40.99
1960,50184,Murero,488,18.25
1960,50185,Murillo de Gállego,470,54.71
1960,50186,Navardún,302,24
1960,50187,Nigüella,273,30.42
1960,50188,Nombrevilla,161,17.56
1960,50189,Nonaspe,1733,111.45
1960,50190,Novallas,1478,11
1960,50191,Novillas,1005,25.28
1960,50192,Nuévalos,823,41.84
1960,50193,Nuez de Ebro,538,8.21
1960,50194,Olvés,500,20.18
1960,50195,Orcajo,243,28.45
1960,50196,Orera,336,19.82
1960,50197,Orés,417,54.52
1960,50198,Oseja,220,12
1960,50199,Osera de Ebro,407,24.56
1960,50200,Paniza,1166,47.31
1960,50201,Paracuellos de Jiloca,1069,32
1960,50202,Paracuellos de la Ribera,800,32
1960,50203,Pastriz,929,16.52
1960,50204,Pedrola,2677,113.74
1960,50205,Las Pedrosas,251,18.26
1960,50206,Perdiguera,680,109.77
1960,50207,Piedratajada,354,22.66
1960,50208,Pina de Ebro,2270,309.17
1960,50209,Pinseque,1356,16.09
1960,50210,Los Pintanos,336,79.64
1960,50211,Plasencia de Jalón,728,34.77
1960,50212,Pleitas,164,2.14
1960,50213,Plenas,469,37.95
1960,50214,Pomer,342,33.11
1960,50215,Pozuel de Ariza,290,22.63
1960,50216,Pozuelo de Aragón,559,32.11
1960,50217,Pradilla de Ebro,1016,25.45
1960,50218,Puebla de Albortón,382,76.31
1960,50219,La Puebla de Alfindén,1287,17.03
1960,50220,Puendeluna,227,9.88
1960,50221,Purujosa,264,35.43
1960,50222,Quinto,2572,118.26
1960,50223,Remolinos,1934,18.51
1960,50224,Retascón,229,25.16
1960,50225,Ricla,2716,90.67
1960,50227,Romanos,329,19.53
1960,50228,Rueda de Jalón,803,107.37
1960,50229,Ruesca,184,11.63
1960,50230,Sádaba,2971,129.55
1960,50231,Salillas de Jalón,690,2.51
1960,50232,Salvatierra de Esca,780,81.24
1960,50233,Samper del Salz,239,11.49
1960,50234,San Martín de la Virgen de Moncayo,405,5.42
1960,50235,San Mateo de Gállego,1793,71.62
1960,50236,Santa Cruz de Grío,720,19.51
1960,50237,Santa Cruz de Moncayo,216,19.51
1960,50238,Santa Eulalia de Gállego,305,80.97
1960,50239,Santed,316,17.81
1960,50240,Sástago,2444,300.98
1960,50241,Sabiñán,1616,15.52
1960,50242,Sediles,241,11.71
1960,50243,Sestrica,926,40.88
1960,50244,Sierra de Luna,594,43.39
1960,50245,Sigüés,696,101.77
1960,50246,Sisamón,520,41.55
1960,50247,Sobradiel,684,12.06
1960,50248,Sos del Rey Católico,2199,216.62
1960,50249,Tabuenca,1001,85.72
1960,50250,Talamantes,291,46.94
1960,50251,Tarazona,12020,244.01
1960,50252,Tauste,6667,405.23
1960,50253,Terrer,1624,33.75
1960,50254,Tierga,674,66.13
1960,50255,Tobed,723,32.39
1960,50256,Torralba de los Frailes,575,40.39
1960,50257,Torralba de Ribota,467,40.39
1960,50258,Torralbilla,358,25.86
1960,50259,Torrehermosa,251,21.13
1960,50260,Torrelapaja,299,15.68
1960,50261,Torrellas,746,2.53
1960,50262,Torres de Berrellén,1808,53.81
1960,50263,Torrijo de la Cañada,1311,74.57
1960,50264,Tosos,628,68.65
1960,50265,Trasmoz,241,18.26
1960,50266,Trasobares,801,71.76
1960,50267,Uncastillo,2729,230.87
1960,50268,Undués de Lerda,213,42.99
1960,50269,Urrea de Jalón,857,25.64
1960,50270,Urriés,442,37.27
1960,50271,Used,1045,85.29
1960,50272,Utebo,3289,17.72
1960,50273,Valdehorna,179,7.95
1960,50274,Val de San Martín,271,25.66
1960,50275,Valmadrid,280,50.57
1960,50276,Valpalmas,466,39.79
1960,50277,Valtorres,431,3.29
1960,50278,Velilla de Ebro,652,59.79
1960,50279,Velilla de Jiloca,400,10
1960,50280,Vera de Moncayo,1052,27.66
1960,50281,Vierlas,206,2.67
1960,50282,La Vilueña,386,8.61
1960,50283,Villadoz,279,17.18
1960,50284,Villafeliche,734,22
1960,50285,Villafranca de Ebro,726,63.64
1960,50286,Villalba de Perejil,191,13.33
1960,50287,Villalengua,1009,40.16
1960,50288,Villanueva de Gállego,2157,75.99
1960,50289,Villanueva de Jiloca,358,75.99
1960,50290,Villanueva de Huerva,1079,75.99
1960,50291,Villar de los Navarros,894,49
1960,50292,Villarreal de Huerva,415,27.13
1960,50293,Villarroya de la Sierra,1659,91
1960,50294,Villarroya del Campo,280,91
1960,50295,Vistabella,344,21.82
1960,50296,La Zaida,569,17.27
1960,50297,Zaragoza,301655,973.78
1960,50298,Zuera,5340,332.25
1960,50901,Biel,864,130.73
1960,50902,Marracos,302,16.92
1960,50903,Villamayor de Gállego,2320,89.36
1970,50001,Abanto,405,63.84
1970,50002,Acered,502,30
1970,50003,Agón,297,18.52
1970,50004,Aguarón,1106,36.62
1970,50005,Aguilón,612,59.45
1970,50006,Ainzón,1530,40.46
1970,50007,Aladrén,94,21.06
1970,50008,Alagón,5181,24.22
1970,50009,Alarba,281,19
1970,50010,Alberite de San Juan,172,11.23
1970,50011,Albeta,226,2.65
1970,50012,Alborge,157,4.84
1970,50013,Alcalá de Ebro,521,9.87
1970,50014,Alcalá de Moncayo,306,13.76
1970,50015,Alconchel de Ariza,390,34.85
1970,50016,Aldehuela de Liestos,178,38.04
1970,50017,Alfajarín,1238,137.57
1970,50018,Alfamén,1368,102.04
1970,50019,Alforque,153,10.62
1970,50020,Alhama de Aragón,1600,31.14
1970,50021,Almochuel,86,32
1970,50022,La Almolda,880,131.33
1970,50023,Almonacid de la Cuba,509,55.21
1970,50024,Almonacid de la Sierra,1167,55.21
1970,50025,La Almunia de Doña Godina,4892,56.65
1970,50026,Alpartir,814,32.54
1970,50027,Ambel,663,61
1970,50028,Anento,101,21.52
1970,50029,Aniñón,1170,52.46
1970,50030,Añón de Moncayo,474,64.19
1970,50031,Aranda de Moncayo,581,91
1970,50032,Arándiga,1026,50.22
1970,50033,Ardisa,199,27.28
1970,50034,Ariza,2050,103.08
1970,50035,Artieda,169,13.57
1970,50036,Asín,190,18.47
1970,50037,Atea,564,34.67
1970,50038,Ateca,2290,84.71
1970,50039,Azuara,1400,165.81
1970,50040,Badules,206,20.09
1970,50041,Bagüés,20,30.72
1970,50042,Balconchán,62,19
1970,50043,Bárboles,526,15.68
1970,50044,Bardallur,547,27.34
1970,50045,Belchite,2191,273.68
1970,50046,Belmonte de Gracián,595,43.68
1970,50047,Berdejo,102,19.39
1970,50048,Berrueco,107,19
1970,50050,Bijuesca,297,57.08
1970,50051,Biota,1704,128
1970,50052,Bisimbre,200,11.22
1970,50053,Boquiñeni,1359,18.87
1970,50054,Bordalba,223,41.58
1970,50055,Borja,4011,107.29
1970,50056,Botorrita,404,19.81
1970,50057,Brea de Aragón,1889,13.38
1970,50058,Bubierca,245,29.54
1970,50059,Bujaraloz,1148,120.92
1970,50060,Bulbuente,430,25.44
1970,50061,Bureta,471,11.91
1970,50062,El Burgo de Ebro,1380,24.86
1970,50063,El Buste,278,7.61
1970,50064,Cabañas de Ebro,687,8.53
1970,50065,Cabolafuente,241,39.24
1970,50066,Cadrete,692,11.86
1970,50067,Calatayud,17133,154.25
1970,50068,Calatorao,3071,48.15
1970,50069,Calcena,289,64.74
1970,50070,Calmarza,318,28.15
1970,50071,Campillo de Aragón,411,36.86
1970,50072,Carenas,434,31.22
1970,50073,Cariñena,2893,82.51
1970,50074,Caspe,9162,503.15
1970,50075,Castejón de Alarba,235,17.56
1970,50076,Castejón de las Armas,234,17.56
1970,50077,Castejón de Valdejasa,581,17.56
1970,50078,Castiliscar,649,40.68
1970,50079,Cervera de la Cañada,563,29.22
1970,50080,Cerveruela,27,23.49
1970,50081,Cetina,1469,78.76
1970,50082,Cimballa,281,31.95
1970,50083,Cinco Olivas,194,2.25
1970,50084,Clarés de Ribota,291,18
1970,50085,Codo,519,11.36
1970,50086,Codos,645,62.69
1970,50087,Contamina,129,14.02
1970,50088,Cosuenda,597,31.68
1970,50089,Cuarte de Huerva,744,8.95
1970,50090,Cubel,343,58.62
1970,50091,Las Cuerlas,234,32.58
1970,50092,Chiprana,695,38.98
1970,50093,Chodes,263,15.97
1970,50094,Daroca,2968,52.05
1970,50095,Ejea de los Caballeros,14777,609.92
1970,50096,Embid de Ariza,264,41.26
1970,50098,Encinacorba,538,36.74
1970,50099,Épila,3997,194.32
1970,50100,Erla,778,18.96
1970,50101,Escatrón,2413,94.64
1970,50102,Fabara,1667,101.63
1970,50104,Farlete,565,104.12
1970,50105,Fayón,601,67.19
1970,50106,Los Fayos,330,3.88
1970,50107,Figueruelas,691,16.99
1970,50108,Fombuena,22,26.37
1970,50109,El Frago,183,33.76
1970,50110,El Frasno,1017,48.64
1970,50111,Fréscano,419,18.41
1970,50113,Fuendejalón,1125,75.83
1970,50114,Fuendetodos,259,62
1970,50115,Fuentes de Ebro,3671,141.73
1970,50116,Fuentes de Jiloca,740,27.35
1970,50117,Gallocanta,380,29.71
1970,50118,Gallur,4227,41.71
1970,50119,Gelsa,1610,72.04
1970,50120,Godojos,218,16.77
1970,50121,Gotor,451,15.52
1970,50122,Grisel,127,14.51
1970,50123,Grisén,627,4.75
1970,50124,Herrera de los Navarros,1150,105.01
1970,50125,Ibdes,971,56.31
1970,50126,Illueca,2498,24.86
1970,50128,Isuerre,86,20.05
1970,50129,Jaraba,511,42.81
1970,50130,Jarque de Moncayo,773,43
1970,50131,Jaulín,392,46.05
1970,50132,La Joyosa,459,6.52
1970,50133,Lagata,255,23.65
1970,50134,Langa del Castillo,332,50.13
1970,50135,Layana,332,3.69
1970,50136,Lécera,1490,109
1970,50137,Leciñena,1554,178.59
1970,50138,Lechón,108,17.46
1970,50139,Letux,701,30.15
1970,50140,Litago,255,15
1970,50141,Lituénigo,238,11.38
1970,50142,Lobera de Onsella,233,32.18
1970,50143,Longares,1019,45.96
1970,50144,Longás,62,49.23
1970,50146,Lucena de Jalón,396,10.31
1970,50147,Luceni,1604,27.08
1970,50148,Luesia,801,126.83
1970,50149,Luesma,45,29
1970,50150,Lumpiaque,1396,29.55
1970,50151,Luna,1533,308.92
1970,50152,Maella,2562,174.88
1970,50153,Magallón,1646,78.61
1970,50154,Mainar,262,34.02
1970,50155,Malanquilla,199,36.63
1970,50156,Maleján,385,0.08
1970,50157,Malón,777,5.66
1970,50159,Maluenda,1431,40.09
1970,50160,Mallén,3232,37.42
1970,50161,Manchones,327,26.83
1970,50162,Mara,523,21.09
1970,50163,María de Huerva,723,108.09
1970,50164,Mediana de Aragón,669,90.57
1970,50165,Mequinenza,3026,307.45
1970,50166,Mesones de Isuela,590,48.55
1970,50167,Mezalocha,422,60.64
1970,50168,Mianos,70,14.82
1970,50169,Miedes de Aragón,875,55.38
1970,50170,Monegrillo,702,183.16
1970,50171,Moneva,249,61
1970,50172,Monreal de Ariza,655,62.06
1970,50173,Monterde,454,55.94
1970,50174,Montón,310,17.59
1970,50175,Morata de Jalón,2441,45.87
1970,50176,Morata de Jiloca,671,23.09
1970,50177,Morés,879,21.46
1970,50178,Moros,1048,53
1970,50179,Moyuela,752,42.76
1970,50180,Mozota,181,8.68
1970,50181,Muel,1429,79.17
1970,50182,La Muela,897,143.49
1970,50183,Munébrega,825,40.99
1970,50184,Murero,308,18.25
1970,50185,Murillo de Gállego,339,54.71
1970,50186,Navardún,206,24
1970,50187,Nigüella,194,30.42
1970,50188,Nombrevilla,68,17.56
1970,50189,Nonaspe,1432,111.45
1970,50190,Novallas,1153,11
1970,50191,Novillas,934,25.28
1970,50192,Nuévalos,431,41.84
1970,50193,Nuez de Ebro,522,8.21
1970,50194,Olvés,339,20.18
1970,50195,Orcajo,115,28.45
1970,50196,Orera,256,19.82
1970,50197,Orés,298,54.52
1970,50198,Oseja,104,12
1970,50199,Osera de Ebro,348,24.56
1970,50200,Paniza,970,47.31
1970,50201,Paracuellos de Jiloca,886,32
1970,50202,Paracuellos de la Ribera,624,32
1970,50203,Pastriz,837,16.52
1970,50204,Pedrola,2442,113.74
1970,50205,Las Pedrosas,174,18.26
1970,50206,Perdiguera,595,109.77
1970,50207,Piedratajada,294,22.66
1970,50208,Pina de Ebro,2360,309.17
1970,50209,Pinseque,1230,16.09
1970,50210,Los Pintanos,121,79.64
1970,50211,Plasencia de Jalón,600,34.77
1970,50212,Pleitas,109,2.14
1970,50213,Plenas,353,37.95
1970,50214,Pomer,80,33.11
1970,50215,Pozuel de Ariza,169,22.63
1970,50216,Pozuelo de Aragón,507,32.11
1970,50217,Pradilla de Ebro,906,25.45
1970,50218,Puebla de Albortón,242,76.31
1970,50219,La Puebla de Alfindén,1252,17.03
1970,50220,Puendeluna,118,9.88
1970,50221,Purujosa,118,35.43
1970,50222,Quinto,2535,118.26
1970,50223,Remolinos,1674,18.51
1970,50224,Retascón,138,25.16
1970,50225,Ricla,2519,90.67
1970,50227,Romanos,240,19.53
1970,50228,Rueda de Jalón,534,107.37
1970,50229,Ruesca,153,11.63
1970,50230,Sádaba,2470,129.55
1970,50231,Salillas de Jalón,591,2.51
1970,50232,Salvatierra de Esca,556,81.24
1970,50233,Samper del Salz,121,11.49
1970,50234,San Martín de la Virgen de Moncayo,371,5.42
1970,50235,San Mateo de Gállego,1759,71.62
1970,50236,Santa Cruz de Grío,520,19.51
1970,50237,Santa Cruz de Moncayo,168,19.51
1970,50238,Santa Eulalia de Gállego,229,80.97
1970,50239,Santed,184,17.81
1970,50240,Sástago,1991,300.98
1970,50241,Sabiñán,1427,15.52
1970,50242,Sediles,209,11.71
1970,50243,Sestrica,677,40.88
1970,50244,Sierra de Luna,464,43.39
1970,50245,Sigüés,380,101.77
1970,50246,Sisamón,282,41.55
1970,50247,Sobradiel,609,12.06
1970,50248,Sos del Rey Católico,1345,216.62
1970,50249,Tabuenca,831,85.72
1970,50250,Talamantes,175,46.94
1970,50251,Tarazona,11486,244.01
1970,50252,Tauste,7196,405.23
1970,50253,Terrer,1402,33.75
1970,50254,Tierga,420,66.13
1970,50255,Tobed,513,32.39
1970,50256,Torralba de los Frailes,259,40.39
1970,50257,Torralba de Ribota,400,40.39
1970,50258,Torralbilla,172,25.86
1970,50259,Torrehermosa,190,21.13
1970,50260,Torrelapaja,184,15.68
1970,50261,Torrellas,564,2.53
1970,50262,Torres de Berrellén,1699,53.81
1970,50263,Torrijo de la Cañada,963,74.57
1970,50264,Tosos,487,68.65
1970,50265,Trasmoz,167,18.26
1970,50266,Trasobares,514,71.76
1970,50267,Uncastillo,1506,230.87
1970,50268,Undués de Lerda,98,42.99
1970,50269,Urrea de Jalón,623,25.64
1970,50270,Urriés,143,37.27
1970,50271,Used,677,85.29
1970,50272,Utebo,4121,17.72
1970,50273,Valdehorna,165,7.95
1970,50274,Val de San Martín,118,25.66
1970,50275,Valmadrid,127,50.57
1970,50276,Valpalmas,334,39.79
1970,50277,Valtorres,275,3.29
1970,50278,Velilla de Ebro,482,59.79
1970,50279,Velilla de Jiloca,292,10
1970,50280,Vera de Moncayo,775,27.66
1970,50281,Vierlas,167,2.67
1970,50282,La Vilueña,245,8.61
1970,50283,Villadoz,194,17.18
1970,50284,Villafeliche,530,22
1970,50285,Villafranca de Ebro,816,63.64
1970,50286,Villalba de Perejil,128,13.33
1970,50287,Villalengua,750,40.16
1970,50288,Villanueva de Gállego,2294,75.99
1970,50289,Villanueva de Jiloca,242,75.99
1970,50290,Villanueva de Huerva,993,75.99
1970,50291,Villar de los Navarros,553,49
1970,50292,Villarreal de Huerva,270,27.13
1970,50293,Villarroya de la Sierra,1360,91
1970,50294,Villarroya del Campo,186,91
1970,50295,Vistabella,203,21.82
1970,50296,La Zaida,699,17.27
1970,50297,Zaragoza,467223,973.78
1970,50298,Zuera,5122,332.25
1970,50901,Biel,506,130.73
1970,50902,Marracos,239,16.92
1970,50903,Villamayor de Gállego,2143,89.36
1981,50001,Abanto,287,63.84
1981,50002,Acered,432,30
1981,50003,Agón,254,18.52
1981,50004,Aguarón,894,36.62
1981,50005,Aguilón,354,59.45
1981,50006,Ainzón,1313,40.46
1981,50007,Aladrén,52,21.06
1981,50008,Alagón,5086,24.22
1981,50009,Alarba,193,19
1981,50010,Alberite de San Juan,131,11.23
1981,50011,Albeta,172,2.65
1981,50012,Alborge,130,4.84
1981,50013,Alcalá de Ebro,349,9.87
1981,50014,Alcalá de Moncayo,187,13.76
1981,50015,Alconchel de Ariza,283,34.85
1981,50016,Aldehuela de Liestos,96,38.04
1981,50017,Alfajarín,1283,137.57
1981,50018,Alfamén,1323,102.04
1981,50019,Alforque,96,10.62
1981,50020,Alhama de Aragón,1473,31.14
1981,50021,Almochuel,69,32
1981,50022,La Almolda,826,131.33
1981,50023,Almonacid de la Cuba,427,55.21
1981,50024,Almonacid de la Sierra,979,55.21
1981,50025,La Almunia de Doña Godina,5016,56.65
1981,50026,Alpartir,727,32.54
1981,50027,Ambel,469,61
1981,50028,Anento,11,21.52
1981,50029,Aniñón,1058,52.46
1981,50030,Añón de Moncayo,359,64.19
1981,50031,Aranda de Moncayo,331,91
1981,50032,Arándiga,701,50.22
1981,50033,Ardisa,106,27.28
1981,50034,Ariza,1621,103.08
1981,50035,Artieda,116,13.57
1981,50036,Asín,129,18.47
1981,50037,Atea,436,34.67
1981,50038,Ateca,2131,84.71
1981,50039,Azuara,976,165.81
1981,50040,Badules,148,20.09
1981,50041,Bagüés,15,30.72
1981,50042,Balconchán,42,19
1981,50043,Bárboles,423,15.68
1981,50044,Bardallur,425,27.34
1981,50045,Belchite,1728,273.68
1981,50046,Belmonte de Gracián,460,43.68
1981,50047,Berdejo,32,19.39
1981,50048,Berrueco,45,19
1981,50050,Bijuesca,161,57.08
1981,50051,Biota,1510,128
1981,50052,Bisimbre,180,11.22
1981,50053,Boquiñeni,1132,18.87
1981,50054,Bordalba,154,41.58
1981,50055,Borja,4233,107.29
1981,50056,Botorrita,385,19.81
1981,50057,Brea de Aragón,2065,13.38
1981,50058,Bubierca,175,29.54
1981,50059,Bujaraloz,1220,120.92
1981,50060,Bulbuente,346,25.44
1981,50061,Bureta,400,11.91
1981,50062,El Burgo de Ebro,1171,24.86
1981,50063,El Buste,200,7.61
1981,50064,Cabañas de Ebro,607,8.53
1981,50065,Cabolafuente,175,39.24
1981,50066,Cadrete,680,11.86
1981,50067,Calatayud,17666,154.25
1981,50068,Calatorao,2872,48.15
1981,50069,Calcena,132,64.74
1981,50070,Calmarza,194,28.15
1981,50071,Campillo de Aragón,257,36.86
1981,50072,Carenas,369,31.22
1981,50073,Cariñena,3127,82.51
1981,50074,Caspe,8339,503.15
1981,50075,Castejón de Alarba,179,17.56
1981,50076,Castejón de las Armas,198,17.56
1981,50077,Castejón de Valdejasa,452,17.56
1981,50078,Castiliscar,493,40.68
1981,50079,Cervera de la Cañada,438,29.22
1981,50080,Cerveruela,7,23.49
1981,50081,Cetina,994,78.76
1981,50082,Cimballa,160,31.95
1981,50083,Cinco Olivas,178,2.25
1981,50084,Clarés de Ribota,138,18
1981,50085,Codo,420,11.36
1981,50086,Codos,386,62.69
1981,50087,Contamina,91,14.02
1981,50088,Cosuenda,511,31.68
1981,50089,Cuarte de Huerva,1148,8.95
1981,50090,Cubel,316,58.62
1981,50091,Las Cuerlas,126,32.58
1981,50092,Chiprana,504,38.98
1981,50093,Chodes,197,15.97
1981,50094,Daroca,2560,52.05
1981,50095,Ejea de los Caballeros,15842,609.92
1981,50096,Embid de Ariza,133,41.26
1981,50098,Encinacorba,370,36.74
1981,50099,Épila,3810,194.32
1981,50100,Erla,614,18.96
1981,50101,Escatrón,1521,94.64
1981,50102,Fabara,1578,101.63
1981,50104,Farlete,541,104.12
1981,50105,Fayón,514,67.19
1981,50106,Los Fayos,210,3.88
1981,50107,Figueruelas,705,16.99
1981,50108,Fombuena,9,26.37
1981,50109,El Frago,140,33.76
1981,50110,El Frasno,795,48.64
1981,50111,Fréscano,344,18.41
1981,50113,Fuendejalón,1039,75.83
1981,50114,Fuendetodos,183,62
1981,50115,Fuentes de Ebro,3670,141.73
1981,50116,Fuentes de Jiloca,502,27.35
1981,50117,Gallocanta,235,29.71
1981,50118,Gallur,3486,41.71
1981,50119,Gelsa,1474,72.04
1981,50120,Godojos,115,16.77
1981,50121,Gotor,414,15.52
1981,50122,Grisel,58,14.51
1981,50123,Grisén,501,4.75
1981,50124,Herrera de los Navarros,889,105.01
1981,50125,Ibdes,682,56.31
1981,50126,Illueca,2949,24.86
1981,50128,Isuerre,58,20.05
1981,50129,Jaraba,371,42.81
1981,50130,Jarque de Moncayo,674,43
1981,50131,Jaulín,338,46.05
1981,50132,La Joyosa,357,6.52
1981,50133,Lagata,180,23.65
1981,50134,Langa del Castillo,242,50.13
1981,50135,Layana,230,3.69
1981,50136,Lécera,1185,109
1981,50137,Leciñena,1542,178.59
1981,50138,Lechón,85,17.46
1981,50139,Letux,587,30.15
1981,50140,Litago,227,15
1981,50141,Lituénigo,164,11.38
1981,50142,Lobera de Onsella,103,32.18
1981,50143,Longares,969,45.96
1981,50144,Longás,24,49.23
1981,50146,Lucena de Jalón,340,10.31
1981,50147,Luceni,1321,27.08
1981,50148,Luesia,574,126.83
1981,50149,Luesma,31,29
1981,50150,Lumpiaque,1146,29.55
1981,50151,Luna,1150,308.92
1981,50152,Maella,2397,174.88
1981,50153,Magallón,1463,78.61
1981,50154,Mainar,222,34.02
1981,50155,Malanquilla,141,36.63
1981,50156,Maleján,340,0.08
1981,50157,Malón,604,5.66
1981,50159,Maluenda,1241,40.09
1981,50160,Mallén,2918,37.42
1981,50161,Manchones,203,26.83
1981,50162,Mara,341,21.09
1981,50163,María de Huerva,734,108.09
1981,50164,Mediana de Aragón,581,90.57
1981,50165,Mequinenza,2663,307.45
1981,50166,Mesones de Isuela,505,48.55
1981,50167,Mezalocha,357,60.64
1981,50168,Mianos,58,14.82
1981,50169,Miedes de Aragón,680,55.38
1981,50170,Monegrillo,624,183.16
1981,50171,Moneva,72,61
1981,50172,Monreal de Ariza,464,62.06
1981,50173,Monterde,272,55.94
1981,50174,Montón,223,17.59
1981,50175,Morata de Jalón,1977,45.87
1981,50176,Morata de Jiloca,488,23.09
1981,50177,Morés,660,21.46
1981,50178,Moros,786,53
1981,50179,Moyuela,551,42.76
1981,50180,Mozota,163,8.68
1981,50181,Muel,1346,79.17
1981,50182,La Muela,852,143.49
1981,50183,Munébrega,665,40.99
1981,50184,Murero,217,18.25
1981,50185,Murillo de Gállego,177,54.71
1981,50186,Navardún,116,24
1981,50187,Nigüella,171,30.42
1981,50188,Nombrevilla,39,17.56
1981,50189,Nonaspe,1231,111.45
1981,50190,Novallas,936,11
1981,50191,Novillas,832,25.28
1981,50192,Nuévalos,319,41.84
1981,50193,Nuez de Ebro,481,8.21
1981,50194,Olvés,259,20.18
1981,50195,Orcajo,60,28.45
1981,50196,Orera,188,19.82
1981,50197,Orés,175,54.52
1981,50198,Oseja,19,12
1981,50199,Osera de Ebro,320,24.56
1981,50200,Paniza,848,47.31
1981,50201,Paracuellos de Jiloca,620,32
1981,50202,Paracuellos de la Ribera,463,32
1981,50203,Pastriz,775,16.52
1981,50204,Pedrola,2143,113.74
1981,50205,Las Pedrosas,121,18.26
1981,50206,Perdiguera,548,109.77
1981,50207,Piedratajada,173,22.66
1981,50208,Pina de Ebro,2168,309.17
1981,50209,Pinseque,1178,16.09
1981,50210,Los Pintanos,90,79.64
1981,50211,Plasencia de Jalón,430,34.77
1981,50212,Pleitas,88,2.14
1981,50213,Plenas,222,37.95
1981,50214,Pomer,40,33.11
1981,50215,Pozuel de Ariza,57,22.63
1981,50216,Pozuelo de Aragón,444,32.11
1981,50217,Pradilla de Ebro,769,25.45
1981,50218,Puebla de Albortón,201,76.31
