year,cp,population,name,
2011,50132,941,Lagata
2011,50133,145,Langa del Castillo
2011,50134,145,Layana
2011,50135,123,Lécera
2011,50136,759,Leciñena
2011,50138,48,Lechón
2011,50137,1339,Letux
2011,50139,428,Litago
2011,50140,185,Lituénigo
2011,50141,126,Lobera de Onsella
2011,50142,54,Longares
2011,50143,907,Longás
2011,50144,32,Lucena de Jalón
2011,50146,307,Luceni
2011,50147,1088,Luesia
2011,50148,401,Luesma
2011,50149,51,Lumpiaque
2011,50150,939,Luna
2011,50151,839,Maella
2011,50152,2018,Magallón
2011,50153,1221,Mainar
2011,50154,164,Malanquilla
2011,50155,130,Maleján
2011,50156,338,Malón
2011,50160,3709,Maluenda
2011,50157,375,Mallén
2011,50159,1106,Manchones
2011,50161,141,Mara
2011,50162,202,María de Huerva
2011,50163,5048,Mediana de Aragón
2011,50902,110,Mequinenza
2011,50164,470,Mesones de Isuela
2011,50165,2478,Mezalocha
2011,50166,316,Mianos
2011,50167,222,Miedes de Aragón
2011,50168,41,Monegrillo
2011,50169,462,Moneva
2011,50170,472,Monreal de Ariza
2011,50171,129,Monterde
2011,50172,186,Montón
2011,50173,190,Morata de Jalón
2011,50174,136,Morata de Jiloca
2011,50175,1314,Morés
2011,50176,286,Moros
2011,50177,422,Moyuela
2011,50178,449,Mozota
2011,50179,258,Muel
2011,50180,113,La Muela
2011,50181,1434,Munébrega
2011,50182,5213,Murero
2011,50183,467,Murillo de Gállego
2011,50184,148,Navardún
2011,50185,194,Nigüella
2011,50186,48,Nombrevilla
2011,50187,79,Nonaspe
2011,50188,38,Novallas
2011,50189,1054,Novillas
2011,50190,949,Nuévalos
2011,50191,603,Nuez de Ebro
2011,50192,355,Olvés
2011,50193,837,Orcajo
2011,50194,119,Orera
2011,50195,43,Orés
2011,50196,136,Oseja
2011,50197,107,Osera de Ebro
2011,50198,54,Paniza
2011,50199,462,Paracuellos de Jiloca
2011,50200,766,Paracuellos de la Ribera
2011,50201,590,Pastriz
2011,50202,187,Pedrola
2011,50203,1351,Pedrosas Las
2011,50204,3769,Perdiguera
2011,50205,117,Piedratajada
2011,50206,651,Pina de Ebro
2011,50207,147,Pinseque
2011,50208,2626,Los Pintanos
2011,50209,3579,Plasencia de Jalón
2011,50210,45,Pleitas
2011,50211,389,Plenas
2011,50212,53,Pomer
2011,50213,135,Pozuel de Ariza
2011,50214,36,Pozuelo de Aragón
2011,50215,21,Pradilla de Ebro
2011,50216,340,Puebla de Albortón
2011,50217,619,La Puebla de Alfindén
2011,50218,120,Puendeluna
2011,50219,5433,Purujosa
2011,50220,62,Quinto
2011,50221,43,Remolinos
2011,50222,2105,Retascón
2011,50223,1183,Ricla
2011,50224,76,Romanos
2011,50225,3065,Rueda de Jalón
2011,50227,123,Ruesca
2011,50228,350,Sádaba
2011,50229,80,Salillas de Jalón
2011,50241,747,Salvatierra de Esca
2011,50230,1643,Samper del Salz
2011,50231,383,San Martín de la Virgen de Moncayo
2011,50232,226,San Mateo de Gállego
2011,50233,119,Santa Cruz de Grío
2011,50234,285,Santa Cruz de Moncayo
2011,50235,3137,Santa Eulalia de Gállego
2011,50236,161,Santed
2011,50237,130,Sástago
2011,50238,130,Sabiñán
2011,50239,67,Sediles
2011,50240,1294,Sestrica
2011,50242,115,Sierra de Luna
2011,50243,401,Sigüés
2011,50244,310,Sisamón
2011,50245,131,Sobradiel
2011,50246,43,Sos del Rey Católico
2011,50247,979,Tabuenca
2011,50248,666,Talamantes
2011,50249,394,Tarazona
2011,50250,57,Tauste
2011,50251,11121,Terrer
2011,50252,7484,Tierga
2011,50253,500,Tobed
2011,50254,202,Torralba de los Frailes
2011,50255,250,Torralba de Ribota
2011,50256,94,Torralbilla
2011,50257,202,Torrehermosa
2011,50258,58,Torrelapaja
2011,50259,81,Torrellas
2011,50260,43,Torres de Berrellén
2011,50261,296,Torrijo de la Cañada
2011,50262,1511,Tosos
2011,50263,279,Trasmoz
2011,50264,242,Trasobares
2011,50265,76,Uncastillo
2011,50266,146,Undués de Lerda
2011,50267,754,Urrea de Jalón
2011,50268,74,Urriés
2011,50269,403,Used
2011,50270,36,Utebo
2011,50271,321,Valdehorna
2011,50272,18204,Val de San Martín
2011,50274,80,Valmadrid
2011,50273,36,Valpalmas
2011,50275,106,Valtorres
2011,50276,164,Velilla de Ebro
2011,50277,95,Velilla de Jiloca
2011,50278,245,Vera de Moncayo
2011,50279,99,Vierlas
2011,50280,405,La Vilueña
2011,50281,97,Villadoz
2011,50283,84,Villafeliche
2011,50284,225,Villafranca de Ebro
2011,50285,837,Villalba de Perejil
2011,50286,113,Villalengua
2011,50287,390,Villanueva de Gállego
2011,50903,2885,Villanueva de Jiloca
2011,50288,4526,Villanueva de Huerva
2011,50290,560,Villar de los Navarros
2011,50289,78,Villarreal de Huerva
2011,50291,120,Villarroya de la Sierra
2011,50292,230,Villarroya del Campo
2011,50293,575,Vistabella
2011,50294,81,La Zaida
2011,50282,119,Zaragoza
2011,50295,50,Zuera
2011,50296,514,Biel
2011,50297,674725,Marracos
2011,50298,7604,Villamayor de Gállego
2012,50001,127,Abanto
2012,50002,243,Acered
2012,50003,167,Agón
2012,50004,848,Aguarón
2012,50005,254,Aguilón
2012,50006,1214,Ainzón
2012,50007,60,Aladrén
2012,50008,7167,Alagón
2012,50009,161,Alarba
2012,50010,97,Alberite de San Juan
2012,50011,149,Albeta
2012,50012,118,Alborge
2012,50013,284,Alcalá de Ebro
2012,50014,193,Alcalá de Moncayo
2012,50015,90,Alconchel de Ariza
2012,50016,51,Aldehuela de Liestos
2012,50017,2259,Alfajarín
2012,50018,1609,Alfamén
2012,50019,86,Alforque
2012,50020,1124,Alhama de Aragón
2012,50021,42,Almochuel
2012,50022,611,La Almolda
2012,50023,252,Almonacid de la Cuba
2012,50024,781,Almonacid de la Sierra
2012,50025,7792,La Almunia de Doña Godina
2012,50026,570,Alpartir
2012,50027,281,Ambel
2012,50028,126,Anento
2012,50029,801,Aniñón
2012,50030,213,Añón de Moncayo
2012,50031,198,Aranda de Moncayo
2012,50032,385,Arándiga
2012,50033,83,Ardisa
2012,50034,1227,Ariza
2012,50035,90,Artieda
2012,50036,115,Asín
2012,50037,152,Atea
2012,50038,2099,Ateca
2012,50039,680,Azuara
2012,50040,100,Badules
2012,50041,20,Bagüés
2012,50042,14,Balconchán
2012,50043,327,Bárboles
2012,50044,325,Bardallur
2012,50045,1655,Belchite
2012,50046,238,Belmonte de Gracián
2012,50047,63,Berdejo
2012,50048,42,Berrueco
2012,50901,168,Bijuesca
2012,50050,114,Biota
2012,50051,1073,Bisimbre
2012,50052,99,Boquiñeni
2012,50053,956,Bordalba
2012,50054,71,Borja
2012,50055,5057,Botorrita
2012,50056,532,Brea de Aragón
2012,50057,1795,Bubierca
2012,50058,84,Bujaraloz
2012,50059,1054,Bulbuente
2012,50060,235,Bureta
2012,50061,268,El Burgo de Ebro
2012,50062,2363,El Buste
2012,50063,82,Cabañas de Ebro
2012,50064,553,Cabolafuente
2012,50065,44,Cadrete
2012,50066,3293,Calatayud
2012,50067,21174,Calatorao
2012,50068,3015,Calcena
2012,50069,65,Calmarza
2012,50070,77,Campillo de Aragón
2012,50071,152,Carenas
2012,50072,184,Cariñena
2012,50073,3572,Caspe
2012,50074,9885,Castejón de Alarba
2012,50075,95,Castejón de las Armas
2012,50076,118,Castejón de Valdejasa
2012,50077,257,Castiliscar
2012,50078,310,Cervera de la Cañada
2012,50079,318,Cerveruela
2012,50080,41,Cetina
2012,50081,677,Cimballa
2012,50092,465,Cinco Olivas
2012,50093,147,Clarés de Ribota
2012,50082,118,Codo
2012,50083,119,Codos
2012,50084,89,Contamina
2012,50085,205,Cosuenda
2012,50086,241,Cuarte de Huerva
2012,50087,39,Cubel
2012,50088,398,Las Cuerlas
2012,50089,10394,Chiprana
2012,50090,187,Chodes
2012,50091,55,Daroca
2012,50094,2288,Ejea de los Caballeros
2012,50095,17180,Embid de Ariza
2012,50096,52,Encinacorba
2012,50098,239,Épila
2012,50099,4746,Erla
2012,50100,400,Escatrón
2012,50101,1133,Fabara
2012,50102,1255,Farlete
2012,50104,428,Fayón
2012,50105,384,Los Fayos
2012,50106,152,Figueruelas
2012,50107,1322,Fombuena
2012,50108,52,El Frago
2012,50109,109,El Frasno
2012,50110,452,Fréscano
2012,50111,208,Fuendejalón
2012,50113,973,Fuendetodos
2012,50114,172,Fuentes de Ebro
2012,50115,4577,Fuentes de Jiloca
2012,50116,280,Gallocanta
2012,50117,154,Gallur
2012,50118,2882,Gelsa
2012,50119,1173,Godojos
2012,50120,43,Gotor
2012,50121,366,Grisel
2012,50122,66,Grisén
2012,50123,603,Herrera de los Navarros
2012,50124,576,Ibdes
2012,50125,471,Illueca
2012,50126,3290,Isuerre
2012,50128,34,Jaraba
2012,50129,355,Jarque de Moncayo
2012,50130,531,Jaulín
2012,50131,279,La Joyosa
2012,50132,936,Lagata
2012,50133,135,Langa del Castillo
2012,50134,141,Layana
2012,50135,127,Lécera
2012,50136,757,Leciñena
2012,50138,52,Lechón
2012,50137,1306,Letux
2012,50139,404,Litago
2012,50140,174,Lituénigo
2012,50141,120,Lobera de Onsella
2012,50142,45,Longares
2012,50143,895,Longás
2012,50144,34,Lucena de Jalón
2012,50146,269,Luceni
2012,50147,1045,Luesia
2012,50148,366,Luesma
2012,50149,50,Lumpiaque
2012,50150,921,Luna
2012,50151,825,Maella
2012,50152,1986,Magallón
2012,50153,1208,Mainar
2012,50154,157,Malanquilla
2012,50155,123,Maleján
2012,50156,325,Malón
2012,50160,3714,Maluenda
2012,50157,376,Mallén
2012,50159,1123,Manchones
2012,50161,131,Mara
2012,50162,190,María de Huerva
2012,50163,5265,Mediana de Aragón
2012,50902,106,Mequinenza
2012,50164,468,Mesones de Isuela
2012,50165,2449,Mezalocha
2012,50166,318,Mianos
2012,50167,210,Miedes de Aragón
2012,50168,40,Monegrillo
2012,50169,458,Moneva
2012,50170,464,Monreal de Ariza
2012,50171,117,Monterde
2012,50172,226,Montón
2012,50173,169,Morata de Jalón
2012,50174,133,Morata de Jiloca
2012,50175,1266,Morés
2012,50176,280,Moros
2012,50177,402,Moyuela
2012,50178,441,Mozota
2012,50179,278,Muel
2012,50180,107,La Muela
2012,50181,1379,Munébrega
2012,50182,5062,Murero
2012,50183,470,Murillo de Gállego
2012,50184,140,Navardún
2012,50185,202,Nigüella
2012,50186,47,Nombrevilla
2012,50187,74,Nonaspe
2012,50188,35,Novallas
2012,50189,1064,Novillas
2012,50190,948,Nuévalos
2012,50191,602,Nuez de Ebro
2012,50192,350,Olvés
2012,50193,843,Orcajo
2012,50194,117,Orera
2012,50195,47,Orés
2012,50196,135,Oseja
2012,50197,103,Osera de Ebro
2012,50198,48,Paniza
2012,50199,449,Paracuellos de Jiloca
2012,50200,758,Paracuellos de la Ribera
2012,50201,587,Pastriz
2012,50202,172,Pedrola
2012,50203,1364,Pedrosas Las
2012,50204,3780,Perdiguera
2012,50205,116,Piedratajada
2012,50206,645,Pina de Ebro
2012,50207,130,Pinseque
2012,50208,2635,Los Pintanos
2012,50209,3676,Plasencia de Jalón
2012,50210,45,Pleitas
2012,50211,386,Plenas
2012,50212,52,Pomer
2012,50213,131,Pozuel de Ariza
2012,50214,35,Pozuelo de Aragón
2012,50215,22,Pradilla de Ebro
2012,50216,327,Puebla de Albortón
2012,50217,627,La Puebla de Alfindén
2012,50218,128,Puendeluna
2012,50219,5603,Purujosa
2012,50220,63,Quinto
2012,50221,40,Remolinos
2012,50222,2077,Retascón
2012,50223,1153,Ricla
2012,50224,70,Romanos
2012,50225,3188,Rueda de Jalón
2012,50227,121,Ruesca
2012,50228,345,Sádaba
2012,50229,75,Salillas de Jalón
2012,50241,749,Salvatierra de Esca
2012,50230,1577,Samper del Salz
2012,50231,373,San Martín de la Virgen de Moncayo
2012,50232,210,San Mateo de Gállego
2012,50233,121,Santa Cruz de Grío
2012,50234,297,Santa Cruz de Moncayo
2012,50235,3158,Santa Eulalia de Gállego
2012,50236,148,Santed
2012,50237,133,Sástago
2012,50238,124,Sabiñán
2012,50239,65,Sediles
2012,50240,1266,Sestrica
2012,50242,106,Sierra de Luna
2012,50243,390,Sigüés
2012,50244,291,Sisamón
2012,50245,121,Sobradiel
2012,50246,40,Sos del Rey Católico
2012,50247,1029,Tabuenca
2012,50248,646,Talamantes
2012,50249,387,Tarazona
2012,50250,60,Tauste
2012,50251,11050,Terrer
2012,50252,7382,Tierga
2012,50253,475,Tobed
2012,50254,197,Torralba de los Frailes
2012,50255,230,Torralba de Ribota
2012,50256,90,Torralbilla
2012,50257,205,Torrehermosa
2012,50258,56,Torrelapaja
2012,50259,80,Torrellas
2012,50260,39,Torres de Berrellén
2012,50261,290,Torrijo de la Cañada
2012,50262,1521,Tosos
2012,50263,281,Trasmoz
2012,50264,226,Trasobares
2012,50265,76,Uncastillo
2012,50266,139,Undués de Lerda
2012,50267,731,Urrea de Jalón
2012,50268,76,Urriés
2012,50269,396,Used
2012,50270,41,Utebo
2012,50271,304,Valdehorna
2012,50272,18281,Val de San Martín
2012,50274,77,Valmadrid
2012,50273,33,Valpalmas
2012,50275,111,Valtorres
2012,50276,161,Velilla de Ebro
2012,50277,101,Velilla de Jiloca
2012,50278,243,Vera de Moncayo
2012,50279,115,Vierlas
2012,50280,398,La Vilueña
2012,50281,98,Villadoz
2012,50283,87,Villafeliche
2012,50284,209,Villafranca de Ebro
2012,50285,834,Villalba de Perejil
2012,50286,109,Villalengua
2012,50287,386,Villanueva de Gállego
2012,50903,2838,Villanueva de Jiloca
2012,50288,4611,Villanueva de Huerva
2012,50290,559,Villar de los Navarros
2012,50289,60,Villarreal de Huerva
2012,50291,114,Villarroya de la Sierra
2012,50292,230,Villarroya del Campo
2012,50293,553,Vistabella
2012,50294,78,La Zaida
2012,50282,111,Zaragoza
2012,50295,52,Zuera
2012,50296,499,Biel
2012,50297,679624,Marracos
2012,50298,7738,Villamayor de Gállego
2013,50001,133,Abanto
2013,50002,245,Acered
2013,50003,155,Agón
2013,50004,743,Aguarón
2013,50005,252,Aguilón
2013,50006,1187,Ainzón
2013,50007,54,Aladrén
2013,50008,7175,Alagón
2013,50009,152,Alarba
2013,50010,91,Alberite de San Juan
2013,50011,144,Albeta
2013,50012,119,Alborge
2013,50013,270,Alcalá de Ebro
2013,50014,184,Alcalá de Moncayo
2013,50015,85,Alconchel de Ariza
2013,50016,48,Aldehuela de Liestos
2013,50017,2235,Alfajarín
2013,50018,1517,Alfamén
2013,50019,78,Alforque
2013,50020,1106,Alhama de Aragón
2013,50021,38,Almochuel
2013,50022,608,La Almolda
2013,50023,244,Almonacid de la Cuba
2013,50024,744,Almonacid de la Sierra
2013,50025,7766,La Almunia de Doña Godina
2013,50026,567,Alpartir
2013,50027,270,Ambel
2013,50028,108,Anento
2013,50029,789,Aniñón
2013,50030,212,Añón de Moncayo
2013,50031,185,Aranda de Moncayo
2013,50032,367,Arándiga
2013,50033,81,Ardisa
2013,50034,1207,Ariza
2013,50035,90,Artieda
2013,50036,103,Asín
2013,50037,167,Atea
2013,50038,2061,Ateca
2013,50039,643,Azuara
2013,50040,102,Badules
2013,50041,20,Bagüés
2013,50042,14,Balconchán
2013,50043,316,Bárboles
2013,50044,311,Bardallur
2013,50045,1633,Belchite
2013,50046,233,Belmonte de Gracián
2013,50047,61,Berdejo
2013,50048,41,Berrueco
2013,50901,167,Bijuesca
2013,50050,108,Biota
2013,50051,1036,Bisimbre
2013,50052,100,Boquiñeni
2013,50053,923,Bordalba
2013,50054,68,Borja
2013,50055,4915,Botorrita
2013,50056,516,Brea de Aragón
2013,50057,1754,Bubierca
2013,50058,78,Bujaraloz
2013,50059,1044,Bulbuente
2013,50060,241,Bureta
2013,50061,268,El Burgo de Ebro
2013,50062,2366,El Buste
2013,50063,76,Cabañas de Ebro
2013,50064,540,Cabolafuente
2013,50065,41,Cadrete
2013,50066,3363,Calatayud
2013,50067,20926,Calatorao
2013,50068,2998,Calcena
2013,50069,81,Calmarza
2013,50070,80,Campillo de Aragón
2013,50071,148,Carenas
2013,50072,165,Cariñena
2013,50073,3537,Caspe
2013,50074,9858,Castejón de Alarba
2013,50075,87,Castejón de las Armas
2013,50076,106,Castejón de Valdejasa
2013,50077,248,Castiliscar
2013,50078,300,Cervera de la Cañada
2013,50079,318,Cerveruela
2013,50080,42,Cetina
2013,50081,672,Cimballa
2013,50092,487,Cinco Olivas
2013,50093,135,Clarés de Ribota
2013,50082,115,Codo
2013,50083,109,Codos
2013,50084,84,Contamina
2013,50085,202,Cosuenda
2013,50086,227,Cuarte de Huerva
2013,50087,37,Cubel
2013,50088,390,Las Cuerlas
2013,50089,11043,Chiprana
2013,50090,188,Chodes
2013,50091,52,Daroca
2013,50094,2255,Ejea de los Caballeros
2013,50095,17139,Embid de Ariza
2013,50096,51,Encinacorba
2013,50098,238,Épila
2013,50099,4734,Erla
2013,50100,393,Escatrón
2013,50101,1104,Fabara
2013,50102,1276,Farlete
2013,50104,411,Fayón
2013,50105,372,Los Fayos
2013,50106,151,Figueruelas
2013,50107,1319,Fombuena
2013,50108,52,El Frago
2013,50109,105,El Frasno
2013,50110,441,Fréscano
2013,50111,204,Fuendejalón
2013,50113,948,Fuendetodos
2013,50114,169,Fuentes de Ebro
2013,50115,4656,Fuentes de Jiloca
2013,50116,261,Gallocanta
2013,50117,154,Gallur
2013,50118,2846,Gelsa
2013,50119,1135,Godojos
2013,50120,39,Gotor
2013,50121,352,Grisel
2013,50122,70,Grisén
2013,50123,626,Herrera de los Navarros
2013,50124,569,Ibdes
2013,50125,460,Illueca
2013,50126,3216,Isuerre
2013,50128,33,Jaraba
2013,50129,340,Jarque de Moncayo
2013,50130,529,Jaulín
2013,50131,265,La Joyosa
2013,50132,983,Lagata
2013,50133,142,Langa del Castillo
2013,50134,134,Layana
2013,50135,108,Lécera
2013,50136,754,Leciñena
2013,50138,51,Lechón
2013,50137,1263,Letux
2013,50139,372,Litago
2013,50140,173,Lituénigo
2013,50141,124,Lobera de Onsella
2013,50142,40,Longares
2013,50143,903,Longás
2013,50144,35,Lucena de Jalón
2013,50146,264,Luceni
2013,50147,1032,Luesia
2013,50148,325,Luesma
2013,50149,47,Lumpiaque
2013,50150,915,Luna
2013,50151,794,Maella
2013,50152,1977,Magallón
2013,50153,1191,Mainar
2013,50154,158,Malanquilla
2013,50155,117,Maleján
2013,50156,305,Malón
2013,50160,3611,Maluenda
2013,50157,378,Mallén
2013,50159,1116,Manchones
2013,50161,122,Mara
2013,50162,186,María de Huerva
2013,50163,5315,Mediana de Aragón
2013,50902,101,Mequinenza
2013,50164,469,Mesones de Isuela
2013,50165,2436,Mezalocha
2013,50166,300,Mianos
2013,50167,244,Miedes de Aragón
2013,50168,33,Monegrillo
2013,50169,470,Moneva
2013,50170,458,Monreal de Ariza
2013,50171,116,Monterde
2013,50172,231,Montón
2013,50173,161,Morata de Jalón
2013,50174,115,Morata de Jiloca
2013,50175,1259,Morés
2013,50176,232,Moros
2013,50177,393,Moyuela
2013,50178,434,Mozota
2013,50179,280,Muel
2013,50180,117,La Muela
2013,50181,1377,Munébrega
2013,50182,5015,Murero
2013,50183,462,Murillo de Gállego
2013,50184,135,Navardún
2013,50185,189,Nigüella
2013,50186,45,Nombrevilla
2013,50187,75,Nonaspe
2013,50188,34,Novallas
2013,50189,1038,Novillas
2013,50190,947,Nuévalos
2013,50191,594,Nuez de Ebro
2013,50192,348,Olvés
2013,50193,863,Orcajo
2013,50194,109,Orera
2013,50195,45,Orés
2013,50196,133,Oseja
2013,50197,104,Osera de Ebro
2013,50198,44,Paniza
2013,50199,447,Paracuellos de Jiloca
2013,50200,754,Paracuellos de la Ribera
2013,50201,567,Pastriz
2013,50202,172,Pedrola
2013,50203,1317,Pedrosas Las
2013,50204,3680,Perdiguera
2013,50205,111,Piedratajada
2013,50206,616,Pina de Ebro
2013,50207,126,Pinseque
2013,50208,2615,Los Pintanos
2013,50209,3687,Plasencia de Jalón
2013,50210,48,Pleitas
2013,50211,374,Plenas
2013,50212,45,Pomer
2013,50213,128,Pozuel de Ariza
2013,50214,33,Pozuelo de Aragón
2013,50215,22,Pradilla de Ebro
2013,50216,318,Puebla de Albortón
2013,50217,624,La Puebla de Alfindén
2013,50218,125,Puendeluna
2013,50219,5784,Purujosa
2013,50220,55,Quinto
2013,50221,39,Remolinos
2013,50222,2085,Retascón
2013,50223,1144,Ricla
2013,50224,70,Romanos
2013,50225,3225,Rueda de Jalón
2013,50227,114,Ruesca
2013,50228,343,Sádaba
2013,50229,76,Salillas de Jalón
2013,50241,770,Salvatierra de Esca
2013,50230,1506,Samper del Salz
2013,50231,337,San Martín de la Virgen de Moncayo
2013,50232,211,San Mateo de Gállego
2013,50233,109,Santa Cruz de Grío
2013,50234,292,Santa Cruz de Moncayo
2013,50235,3190,Santa Eulalia de Gállego
2013,50236,136,Santed
2013,50237,143,Sástago
2013,50238,123,Sabiñán
2013,50239,66,Sediles
2013,50240,1249,Sestrica
2013,50242,108,Sierra de Luna
2013,50243,400,Sigüés
2013,50244,262,Sisamón
2013,50245,113,Sobradiel
2013,50246,39,Sos del Rey Católico
2013,50247,1054,Tabuenca
2013,50248,635,Talamantes
2013,50249,369,Tarazona
2013,50250,60,Tauste
2013,50251,10863,Terrer
2013,50252,7190,Tierga
2013,50253,586,Tobed
2013,50254,195,Torralba de los Frailes
2013,50255,236,Torralba de Ribota
2013,50256,88,Torralbilla
2013,50257,203,Torrehermosa
2013,50258,57,Torrelapaja
2013,50259,70,Torrellas
2013,50260,37,Torres de Berrellén
2013,50261,287,Torrijo de la Cañada
2013,50262,1501,Tosos
2013,50263,277,Trasmoz
2013,50264,210,Trasobares
2013,50265,74,Uncastillo
2013,50266,140,Undués de Lerda
2013,50267,712,Urrea de Jalón
2013,50268,60,Urriés
2013,50269,406,Used
2013,50270,41,Utebo
2013,50271,303,Valdehorna
2013,50272,18336,Val de San Martín
2013,50274,76,Valmadrid
2013,50273,29,Valpalmas
2013,50275,138,Valtorres
2013,50276,151,Velilla de Ebro
2013,50277,92,Velilla de Jiloca
2013,50278,243,Vera de Moncayo
2013,50279,116,Vierlas
2013,50280,406,La Vilueña
2013,50281,91,Villadoz
2013,50283,93,Villafeliche
2013,50284,206,Villafranca de Ebro
2013,50285,834,Villalba de Perejil
2013,50286,108,Villalengua
2013,50287,376,Villanueva de Gállego
2013,50903,2837,Villanueva de Jiloca
2013,50288,4606,Villanueva de Huerva
2013,50290,534,Villar de los Navarros
2013,50289,57,Villarreal de Huerva
2013,50291,113,Villarroya de la Sierra
2013,50292,219,Villarroya del Campo
2013,50293,535,Vistabella
2013,50294,78,La Zaida
2013,50282,109,Zaragoza
2013,50295,49,Zuera
2013,50296,486,Biel
2013,50297,682004,Marracos
2013,50298,7817,Villamayor de Gállego
2014,50001,113,Abanto
2014,50002,220,Acered
2014,50003,155,Agón
2014,50004,796,Aguarón
2014,50005,260,Aguilón
2014,50006,1162,Ainzón
2014,50007,54,Aladrén
2014,50008,7052,Alagón
2014,50009,153,Alarba
2014,50010,86,Alberite de San Juan
2014,50011,153,Albeta
2014,50012,124,Alborge
2014,50013,281,Alcalá de Ebro
2014,50014,183,Alcalá de Moncayo
2014,50015,82,Alconchel de Ariza
2014,50016,50,Aldehuela de Liestos
2014,50017,2250,Alfajarín
2014,50018,1475,Alfamén
2014,50019,70,Alforque
2014,50020,1115,Alhama de Aragón
2014,50021,35,Almochuel
2014,50022,602,La Almolda
2014,50023,244,Almonacid de la Cuba
2014,50024,752,Almonacid de la Sierra
2014,50025,7836,La Almunia de Doña Godina
2014,50026,574,Alpartir
2014,50027,258,Ambel
2014,50028,105,Anento
2014,50029,757,Aniñón
2014,50030,210,Añón de Moncayo
2014,50031,186,Aranda de Moncayo
2014,50032,369,Arándiga
2014,50033,70,Ardisa
2014,50034,1185,Ariza
2014,50035,86,Artieda
2014,50036,105,Asín
