year,cp,name,population
1900,22028,Ansó,1549
1910,22028,Ansó,1474
1920,22028,Ansó,1226
1930,22028,Ansó,1240
1940,22028,Ansó,1202
1950,22028,Ansó,1010
1960,22028,Ansó,835
1970,22028,Ansó,707
1981,22028,Ansó,548
1991,22028,Ansó,479
2001,22028,Ansó,523
2011,22028,Ansó,470
2018,22028,Ansó,431
2019,22028,Ansó,405
1900,22032,Aragüés del Puerto,546
1910,22032,Aragüés del Puerto,542
1920,22032,Aragüés del Puerto,519
1930,22032,Aragüés del Puerto,535
1940,22032,Aragüés del Puerto,503
1950,22032,Aragüés del Puerto,501
1960,22032,Aragüés del Puerto,309
1970,22032,Aragüés del Puerto,217
1981,22032,Aragüés del Puerto,168
1991,22032,Aragüés del Puerto,123
2001,22032,Aragüés del Puerto,148
2011,22032,Aragüés del Puerto,129
2018,22032,Aragüés del Puerto,116
2019,22032,Aragüés del Puerto,115
1900,50035,Artieda,269
1910,50035,Artieda,270
1920,50035,Artieda,280
1930,50035,Artieda,262
1940,50035,Artieda,272
1950,50035,Artieda,227
1960,50035,Artieda,233
1970,50035,Artieda,169
1981,50035,Artieda,116
1991,50035,Artieda,105
2001,50035,Artieda,103
2011,50035,Artieda,91
2018,50035,Artieda,73
2019,50035,Artieda,80
1900,22044,Bailo,1488
1910,22044,Bailo,1533
1920,22044,Bailo,1427
1930,22044,Bailo,1451
1940,22044,Bailo,1381
1950,22044,Bailo,1200
1960,22044,Bailo,966
1970,22044,Bailo,571
1981,22044,Bailo,404
1991,22044,Bailo,336
2001,22044,Bailo,315
2011,22044,Bailo,317
2018,22044,Bailo,279
2019,22044,Bailo,267
1900,22068,Borau,460
1910,22068,Borau,460
1920,22068,Borau,371
1930,22068,Borau,315
1940,22068,Borau,259
1950,22068,Borau,224
1960,22068,Borau,190
1970,22068,Borau,122
1981,22068,Borau,84
1991,22068,Borau,73
2001,22068,Borau,74
2011,22068,Borau,85
2018,22068,Borau,80
2019,22068,Borau,74
1900,22076,Canal de Berdún,2022
1910,22076,Canal de Berdún,2066
1920,22076,Canal de Berdún,1932
