year,cp,name,population
1900,22008,Albalatillo,464
1910,22008,Albalatillo,497
1920,22008,Albalatillo,549
1930,22008,Albalatillo,564
1940,22008,Albalatillo,556
1950,22008,Albalatillo,486
1960,22008,Albalatillo,453
1970,22008,Albalatillo,362
1981,22008,Albalatillo,308
1991,22008,Albalatillo,279
2001,22008,Albalatillo,259
2011,22008,Albalatillo,221
2018,22008,Albalatillo,181
2019,22008,Albalatillo,176
1900,22012,Albero Bajo,205
1910,22012,Albero Bajo,214
1920,22012,Albero Bajo,208
1930,22012,Albero Bajo,209
1940,22012,Albero Bajo,241
1950,22012,Albero Bajo,233
1960,22012,Albero Bajo,212
1970,22012,Albero Bajo,180
1981,22012,Albero Bajo,163
1991,22012,Albero Bajo,123
2001,22012,Albero Bajo,106
2011,22012,Albero Bajo,113
2018,22012,Albero Bajo,141
2019,22012,Albero Bajo,135
1900,22013,Alberuela de Tubo,238
1910,22013,Alberuela de Tubo,219
1920,22013,Alberuela de Tubo,244
1930,22013,Alberuela de Tubo,232
1940,22013,Alberuela de Tubo,249
1950,22013,Alberuela de Tubo,262
1960,22013,Alberuela de Tubo,267
1970,22013,Alberuela de Tubo,535
1981,22013,Alberuela de Tubo,465
1991,22013,Alberuela de Tubo,439
2001,22013,Alberuela de Tubo,364
2011,22013,Alberuela de Tubo,346
2018,22013,Alberuela de Tubo,309
2019,22013,Alberuela de Tubo,301
1900,22018,Alcubierre,1530
1910,22018,Alcubierre,1500
1920,22018,Alcubierre,1422
1930,22018,Alcubierre,1298
1940,22018,Alcubierre,1208
1950,22018,Alcubierre,1121
1960,22018,Alcubierre,1003
1970,22018,Alcubierre,788
1981,22018,Alcubierre,676
1991,22018,Alcubierre,514
2001,22018,Alcubierre,449
2011,22018,Alcubierre,424
2018,22018,Alcubierre,363
2019,22018,Alcubierre,360
1900,50022,La Almolda,1246
1910,50022,La Almolda,1253
1920,50022,La Almolda,1273
1930,50022,La Almolda,1210
1940,50022,La Almolda,1256
1950,50022,La Almolda,1098
1960,50022,La Almolda,991
1970,50022,La Almolda,880
1981,50022,La Almolda,826
1991,50022,La Almolda,764
2001,50022,La Almolda,673
2011,50022,La Almolda,607
2018,50022,La Almolda,567
2019,50022,La Almolda,553
1900,22023,Almuniente,512
1910,22023,Almuniente,573
1920,22023,Almuniente,626
1930,22023,Almuniente,581
1940,22023,Almuniente,553
1950,22023,Almuniente,531
1960,22023,Almuniente,960
1970,22023,Almuniente,799
1981,22023,Almuniente,703
1991,22023,Almuniente,674
2001,22023,Almuniente,587
2011,22023,Almuniente,558
2018,22023,Almuniente,471
2019,22023,Almuniente,460
1900,22049,Barbués,218
1910,22049,Barbués,283
1920,22049,Barbués,253
1930,22049,Barbués,259
1940,22049,Barbués,268
1950,22049,Barbués,245
1960,22049,Barbués,239
1970,22049,Barbués,192
1981,22049,Barbués,140
1991,22049,Barbués,130
2001,22049,Barbués,112
2011,22049,Barbués,100
2018,22049,Barbués,77
2019,22049,Barbués,78
1900,50059,Bujaraloz,1510
1910,50059,Bujaraloz,1542
1920,50059,Bujaraloz,1481
1930,50059,Bujaraloz,1303
1940,50059,Bujaraloz,1391
1950,50059,Bujaraloz,1137
1960,50059,Bujaraloz,1057
1970,50059,Bujaraloz,1148
1981,50059,Bujaraloz,1220
1991,50059,Bujaraloz,1074
2001,50059,Bujaraloz,1019
2011,50059,Bujaraloz,1052
2018,50059,Bujaraloz,1005
2019,50059,Bujaraloz,985
1900,22079,Capdesaso,490
1910,22079,Capdesaso,511
1920,22079,Capdesaso,425
1930,22079,Capdesaso,449
1940,22079,Capdesaso,450
1950,22079,Capdesaso,409
1960,22079,Capdesaso,340
1970,22079,Capdesaso,274
1981,22079,Capdesaso,225
1991,22079,Capdesaso,198
2001,22079,Capdesaso,170
2011,22079,Capdesaso,178
2018,22079,Capdesaso,174
2019,22079,Capdesaso,198
1900,22083,Castejón de Monegros,1594
1910,22083,Castejón de Monegros,1575
1920,22083,Castejón de Monegros,1502
1930,22083,Castejón de Monegros,1407
1940,22083,Castejón de Monegros,1532
1950,22083,Castejón de Monegros,1448
1960,22083,Castejón de Monegros,1487
1970,22083,Castejón de Monegros,1016
1981,22083,Castejón de Monegros,907
1991,22083,Castejón de Monegros,785
2001,22083,Castejón de Monegros,665
2011,22083,Castejón de Monegros,612
2018,22083,Castejón de Monegros,531
2019,22083,Castejón de Monegros,522
1900,22085,Castelflorite,247
1910,22085,Castelflorite,285
1920,22085,Castelflorite,266
1930,22085,Castelflorite,251
1940,22085,Castelflorite,270
1950,22085,Castelflorite,210
1960,22085,Castelflorite,191
1970,22085,Castelflorite,175
1981,22085,Castelflorite,194
1991,22085,Castelflorite,170
2001,22085,Castelflorite,137
2011,22085,Castelflorite,132
2018,22085,Castelflorite,108
2019,22085,Castelflorite,106
1900,50104,Farlete,524
1910,50104,Farlete,559
1920,50104,Farlete,528
1930,50104,Farlete,548
1940,50104,Farlete,610
1950,50104,Farlete,637
1960,50104,Farlete,587
1970,50104,Farlete,565
1981,50104,Farlete,541
1991,50104,Farlete,496
2001,50104,Farlete,444
2011,50104,Farlete,426
2018,50104,Farlete,386
2019,50104,Farlete,379
1900,22116,Grañén,1431
1910,22116,Grañén,1478
1920,22116,Grañén,1460
1930,22116,Grañén,1310
1940,22116,Grañén,1363
1950,22116,Grañén,1670
1960,22116,Grañén,2622
1970,22116,Grañén,2649
1981,22116,Grañén,2482
1991,22116,Grañén,2162
2001,22116,Grañén,1994
2011,22116,Grañén,1995
2018,22116,Grañén,1753
2019,22116,Grañén,1762
1900,22124,Huerto,970
1910,22124,Huerto,1026
1920,22124,Huerto,1082
1930,22124,Huerto,908
1940,22124,Huerto,946
1950,22124,Huerto,807
1960,22124,Huerto,691
1970,22124,Huerto,505
1981,22124,Huerto,390
1991,22124,Huerto,316
2001,22124,Huerto,257
2011,22124,Huerto,263
2018,22124,Huerto,218
2019,22124,Huerto,206
1900,22136,Lalueza,867
1910,22136,Lalueza,951
1920,22136,Lalueza,1020
1930,22136,Lalueza,1091
1940,22136,Lalueza,1151
1950,22136,Lalueza,1082
1960,22136,Lalueza,1217
1970,22136,Lalueza,1655
1981,22136,Lalueza,1558
1991,22136,Lalueza,1389
2001,22136,Lalueza,1183
2011,22136,Lalueza,1067
2018,22136,Lalueza,913
2019,22136,Lalueza,892
1900,22137,Lanaja,1839
1910,22137,Lanaja,2090
1920,22137,Lanaja,2088
1930,22137,Lanaja,2103
1940,22137,Lanaja,2255
1950,22137,Lanaja,1980
