porcentaje18,year,cp,name,population,percentage65
,1970,50257,Torralba de Ribota,400,
,1970,50258,Torralbilla,172,
,1970,50259,Torrehermosa,190,
,1970,50260,Torrelapaja,184,
,1970,50261,Torrellas,564,
,1970,50262,Torres de Berrellén,1699,
,1970,50263,Torrijo de la Cañada,963,
,1970,50264,Tosos,487,
,1970,50265,Trasmoz,167,
,1970,50266,Trasobares,514,
,1970,50267,Uncastillo,1506,
,1970,50268,Undués de Lerda,98,
,1970,50269,Urrea de Jalón,623,
,1970,50270,Urriés,143,
,1970,50271,Used,677,
,1970,50272,Utebo,4121,
,1970,50273,Valdehorna,165,
,1970,50274,Val de San Martín,118,
,1970,50275,Valmadrid,127,
,1970,50276,Valpalmas,334,
,1970,50277,Valtorres,275,
,1970,50278,Velilla de Ebro,482,
,1970,50279,Velilla de Jiloca,292,
,1970,50280,Vera de Moncayo,775,
,1970,50281,Vierlas,167,
,1970,50282,Vilueña (La),245,
,1970,50283,Villadoz,194,
,1970,50284,Villafeliche,530,
,1970,50285,Villafranca de Ebro,816,
,1970,50286,Villalba de Perejil,128,
,1970,50287,Villalengua,750,
,1970,50288,Villanueva de Gállego,2294,
,1970,50289,Villanueva de Jiloca,242,
,1970,50290,Villanueva de Huerva,993,
,1970,50291,Villar de los Navarros,553,
,1970,50292,Villarreal de Huerva,270,
,1970,50293,Villarroya de la Sierra,1360,
,1970,50294,Villarroya del Campo,186,
,1970,50295,Vistabella,203,
,1970,50296,Zaida (La),699,
,1970,50297,Zaragoza,467223,
,1970,50298,Zuera,5122,
,1970,50901,Biel,506,
,1970,50902,Marracos,239,
,1970,50903,Villamayor de Gállego,2143,
,1981,50001,Abanto,287,
,1981,50002,Acered,432,
,1981,50003,Agón,254,
,1981,50004,Aguarón,894,
,1981,50005,Aguilón,354,
,1981,50006,Ainzón,1313,
,1981,50007,Aladrén,52,
,1981,50008,Alagón,5086,
,1981,50009,Alarba,193,
,1981,50010,Alberite de San Juan,131,
,1981,50011,Albeta,172,
,1981,50012,Alborge,130,
,1981,50013,Alcalá de Ebro,349,
,1981,50014,Alcalá de Moncayo,187,
,1981,50015,Alconchel de Ariza,283,
,1981,50016,Aldehuela de Liestos,96,
,1981,50017,Alfajarín,1283,
,1981,50018,Alfamén,1323,
,1981,50019,Alforque,96,
,1981,50020,Alhama de Aragón,1473,
,1981,50021,Almochuel,69,
,1981,50022,Almolda (La),826,
,1981,50023,Almonacid de la Cuba,427,
,1981,50024,Almonacid de la Sierra,979,
,1981,50025,Almunia de Doña Godina (La),5016,
,1981,50026,Alpartir,727,
,1981,50027,Ambel,469,
,1981,50028,Anento,11,
,1981,50029,Aniñón,1058,
,1981,50030,Añón de Moncayo,359,
,1981,50031,Aranda de Moncayo,331,
,1981,50032,Arándiga,701,
,1981,50033,Ardisa,106,
,1981,50034,Ariza,1621,
,1981,50035,Artieda,116,
,1981,50036,Asín,129,
,1981,50037,Atea,436,
,1981,50038,Ateca,2131,
,1981,50039,Azuara,976,
,1981,50040,Badules,148,
,1981,50041,Bagüés,15,
,1981,50042,Balconchán,42,
,1981,50043,Bárboles,423,
,1981,50044,Bardallur,425,
,1981,50045,Belchite,1728,
,1981,50046,Belmonte de Gracián,460,
,1981,50047,Berdejo,32,
,1981,50048,Berrueco,45,
,1981,50050,Bijuesca,161,
,1981,50051,Biota,1510,
,1981,50052,Bisimbre,180,
,1981,50053,Boquiñeni,1132,
,1981,50054,Bordalba,154,
,1981,50055,Borja,4233,
,1981,50056,Botorrita,385,
,1981,50057,Brea de Aragón,2065,
,1981,50058,Bubierca,175,
,1981,50059,Bujaraloz,1220,
,1981,50060,Bulbuente,346,
,1981,50061,Bureta,400,
,1981,50062,Burgo de Ebro (El),1171,
,1981,50063,Buste (El),200,
,1981,50064,Cabañas de Ebro,607,
,1981,50065,Cabolafuente,175,
,1981,50066,Cadrete,680,
,1981,50067,Calatayud,17666,
,1981,50068,Calatorao,2872,
,1981,50069,Calcena,132,
,1981,50070,Calmarza,194,
,1981,50071,Campillo de Aragón,257,
,1981,50072,Carenas,369,
,1981,50073,Cariñena,3127,
,1981,50074,Caspe,8339,
,1981,50075,Castejón de Alarba,179,
,1981,50076,Castejón de las Armas,198,
,1981,50077,Castejón de Valdejasa,452,
,1981,50078,Castiliscar,493,
,1981,50079,Cervera de la Cañada,438,
,1981,50080,Cerveruela,7,
,1981,50081,Cetina,994,
,1981,50082,Cimballa,160,
,1981,50083,Cinco Olivas,178,
,1981,50084,Clarés de Ribota,138,
,1981,50085,Codo,420,
,1981,50086,Codos,386,
,1981,50087,Contamina,91,
,1981,50088,Cosuenda,511,
,1981,50089,Cuarte de Huerva,1148,
,1981,50090,Cubel,316,
,1981,50091,Cuerlas (Las),126,
,1981,50092,Chiprana,504,
,1981,50093,Chodes,197,
,1981,50094,Daroca,2560,
,1981,50095,Ejea de los Caballeros,15842,
,1981,50096,Embid de Ariza,133,
,1981,50098,Encinacorba,370,
,1981,50099,Épila,3810,
,1981,50100,Erla,614,
,1981,50101,Escatrón,1521,
,1981,50102,Fabara,1578,
,1981,50104,Farlete,541,
,1981,50105,Fayón,514,
,1981,50106,Fayos (Los),210,
,1981,50107,Figueruelas,705,
,1981,50108,Fombuena,9,
,1981,50109,Frago (El),140,
,1981,50110,Frasno (El),795,
,1981,50111,Fréscano,344,
,1981,50113,Fuendejalón,1039,
,1981,50114,Fuendetodos,183,
,1981,50115,Fuentes de Ebro,3670,
,1981,50116,Fuentes de Jiloca,502,
,1981,50117,Gallocanta,235,
,1981,50118,Gallur,3486,
,1981,50119,Gelsa,1474,
,1981,50120,Godojos,115,
,1981,50121,Gotor,414,
,1981,50122,Grisel,58,
,1981,50123,Grisén,501,
,1981,50124,Herrera de los Navarros,889,
,1981,50125,Ibdes,682,
,1981,50126,Illueca,2949,
,1981,50128,Isuerre,58,
,1981,50129,Jaraba,371,
,1981,50130,Jarque,674,
,1981,50131,Jaulín,338,
,1981,50132,Joyosa (La),357,
,1981,50133,Lagata,180,
,1981,50134,Langa del Castillo,242,
,1981,50135,Layana,230,
,1981,50136,Lécera,1185,
,1981,50137,Leciñena,1542,
,1981,50138,Lechón,85,
,1981,50139,Letux,587,
,1981,50140,Litago,227,
,1981,50141,Lituénigo,164,
,1981,50142,Lobera de Onsella,103,
,1981,50143,Longares,969,
,1981,50144,Longás,24,
,1981,50146,Lucena de Jalón,340,
,1981,50147,Luceni,1321,
,1981,50148,Luesia,574,
,1981,50149,Luesma,31,
,1981,50150,Lumpiaque,1146,
,1981,50151,Luna,1150,
,1981,50152,Maella,2397,
,1981,50153,Magallón,1463,
,1981,50154,Mainar,222,
,1981,50155,Malanquilla,141,
,1981,50156,Maleján,340,
,1981,50157,Malón,604,
,1981,50159,Maluenda,1241,
,1981,50160,Mallén,2918,
,1981,50161,Manchones,203,
,1981,50162,Mara,341,
,1981,50163,María de Huerva,734,
,1981,50164,Mediana de Aragón,581,
,1981,50165,Mequinenza,2663,
,1981,50166,Mesones de Isuela,505,
,1981,50167,Mezalocha,357,
,1981,50168,Mianos,58,
,1981,50169,Miedes de Aragón,680,
,1981,50170,Monegrillo,624,
,1981,50171,Moneva,72,
,1981,50172,Monreal de Ariza,464,
,1981,50173,Monterde,272,
,1981,50174,Montón,223,
,1981,50175,Morata de Jalón,1977,
,1981,50176,Morata de Jiloca,488,
,1981,50177,Morés,660,
,1981,50178,Moros,786,
,1981,50179,Moyuela,551,
,1981,50180,Mozota,163,
,1981,50181,Muel,1346,
,1981,50182,Muela (La),852,
,1981,50183,Munébrega,665,
,1981,50184,Murero,217,
,1981,50185,Murillo de Gállego,177,
,1981,50186,Navardún,116,
,1981,50187,Nigüella,171,
,1981,50188,Nombrevilla,39,
,1981,50189,Nonaspe,1231,
,1981,50190,Novallas,936,
,1981,50191,Novillas,832,
,1981,50192,Nuévalos,319,
,1981,50193,Nuez de Ebro,481,
,1981,50194,Olvés,259,
,1981,50195,Orcajo,60,
,1981,50196,Orera,188,
,1981,50197,Orés,175,
,1981,50198,Oseja,19,
,1981,50199,Osera de Ebro,320,
,1981,50200,Paniza,848,
,1981,50201,Paracuellos de Jiloca,620,
,1981,50202,Paracuellos de la Ribera,463,
,1981,50203,Pastriz,775,
,1981,50204,Pedrola,2143,
,1981,50205,Pedrosas (Las),121,
,1981,50206,Perdiguera,548,
,1981,50207,Piedratajada,173,
,1981,50208,Pina de Ebro,2168,
,1981,50209,Pinseque,1178,
,1981,50210,Pintanos (Los),90,
,1981,50211,Plasencia de Jalón,430,
,1981,50212,Pleitas,88,
,1981,50213,Plenas,222,
,1981,50214,Pomer,40,
,1981,50215,Pozuel de Ariza,57,
,1981,50216,Pozuelo de Aragón,444,
,1981,50217,Pradilla de Ebro,769,
,1981,50218,Puebla de Albortón,201,
,1981,50219,Puebla de Alfindén (La),1383,
,1981,50220,Puendeluna,60,
,1981,50221,Purujosa,11,
,1981,50222,Quinto,2367,
,1981,50223,Remolinos,1473,
,1981,50224,Retascón,98,
,1981,50225,Ricla,2294,
,1981,50227,Romanos,192,
,1981,50228,Rueda de Jalón,447,
,1981,50229,Ruesca,114,
,1981,50230,Sádaba,2034,
,1981,50231,Salillas de Jalón,495,
,1981,50232,Salvatierra de Esca,377,
,1981,50233,Samper del Salz,92,
,1981,50234,San Martín de la Virgen de Moncayo,332,
,1981,50235,San Mateo de Gállego,1847,
,1981,50236,Santa Cruz de Grío,280,
,1981,50237,Santa Cruz de Moncayo,112,
,1981,50238,Santa Eulalia de Gállego,155,
,1981,50239,Santed,117,
,1981,50240,Sástago,1803,
,1981,50241,Saviñán,1253,
,1981,50242,Sediles,141,
,1981,50243,Sestrica,606,
,1981,50244,Sierra de Luna,385,
,1981,50245,Sigüés,254,
,1981,50246,Sisamón,155,
,1981,50247,Sobradiel,582,
,1981,50248,Sos del Rey Católico,1070,
,1981,50249,Tabuenca,621,
,1981,50250,Talamantes,81,
,1981,50251,Tarazona,10993,
,1981,50252,Tauste,7240,
,1981,50253,Terrer,923,
,1981,50254,Tierga,329,
,1981,50255,Tobed,393,
,1981,50256,Torralba de los Frailes,151,
,1981,50257,Torralba de Ribota,296,
,1981,50258,Torralbilla,99,
,1981,50259,Torrehermosa,151,
,1981,50260,Torrelapaja,92,
,1981,50261,Torrellas,422,
,1981,50262,Torres de Berrellén,1528,
,1981,50263,Torrijo de la Cañada,616,
,1981,50264,Tosos,327,
,1981,50265,Trasmoz,105,
,1981,50266,Trasobares,363,
,1981,50267,Uncastillo,999,
,1981,50268,Undués de Lerda,51,
,1981,50269,Urrea de Jalón,428,
,1981,50270,Urriés,101,
,1981,50271,Used,534,
,1981,50272,Utebo,5673,
,1981,50273,Valdehorna,108,
,1981,50274,Val de San Martín,83,
,1981,50275,Valmadrid,89,
,1981,50276,Valpalmas,276,
,1981,50277,Valtorres,173,
,1981,50278,Velilla de Ebro,341,
,1981,50279,Velilla de Jiloca,209,
,1981,50280,Vera de Moncayo,624,
,1981,50281,Vierlas,138,
,1981,50282,Vilueña (La),162,
,1981,50283,Villadoz,135,
,1981,50284,Villafeliche,349,
,1981,50285,Villafranca de Ebro,725,
,1981,50286,Villalba de Perejil,106,
,1981,50287,Villalengua,612,
,1981,50288,Villanueva de Gállego,2360,
,1981,50289,Villanueva de Jiloca,173,
,1981,50290,Villanueva de Huerva,817,
,1981,50291,Villar de los Navarros,314,
,1981,50292,Villarreal de Huerva,215,
,1981,50293,Villarroya de la Sierra,1000,
,1981,50294,Villarroya del Campo,109,
,1981,50295,Vistabella,67,
,1981,50296,Zaida (La),739,
,1981,50297,Zaragoza,569830,
,1981,50298,Zuera,5168,
,1981,50901,Biel,284,
,1981,50902,Marracos,142,
,1981,50903,Villamayor de Gállego,2025,
,1991,50001,Abanto,221,
,1991,50002,Acered,325,
,1991,50003,Agón,229,
,1991,50004,Aguarón,759,
,1991,50005,Aguilón,267,
,1991,50006,Ainzón,1226,
,1991,50007,Aladrén,44,
,1991,50008,Alagón,5522,
,1991,50009,Alarba,173,
,1991,50010,Alberite de San Juan,116,
,1991,50011,Albeta,140,
,1991,50012,Alborge,123,
,1991,50013,Alcalá de Ebro,348,
,1991,50014,Alcalá de Moncayo,166,
,1991,50015,Alconchel de Ariza,188,
,1991,50016,Aldehuela de Liestos,81,
,1991,50017,Alfajarín,1458,
,1991,50018,Alfamén,1299,
,1991,50019,Alforque,91,
,1991,50020,Alhama de Aragón,1206,
,1991,50021,Almochuel,53,
,1991,50022,Almolda (La),764,
,1991,50023,Almonacid de la Cuba,381,
,1991,50024,Almonacid de la Sierra,839,
,1991,50025,Almunia de Doña Godina (La),5061,
,1991,50026,Alpartir,633,
,1991,50027,Ambel,421,
,1991,50028,Anento,104,
,1991,50029,Aniñón,946,
,1991,50030,Añón de Moncayo,345,
,1991,50031,Aranda de Moncayo,266,
,1991,50032,Arándiga,577,
,1991,50033,Ardisa,79,
,1991,50034,Ariza,1375,
,1991,50035,Artieda,105,
,1991,50036,Asín,115,
,1991,50037,Atea,277,
,1991,50038,Ateca,2145,
,1991,50039,Azuara,830,
,1991,50040,Badules,120,
,1991,50041,Bagüés,16,
,1991,50042,Balconchán,34,
,1991,50043,Bárboles,355,
,1991,50044,Bardallur,333,
,1991,50045,Belchite,1680,
,1991,50046,Belmonte de Gracián,354,
,1991,50047,Berdejo,37,
,1991,50048,Berrueco,43,
,1991,50050,Bijuesca,138,
,1991,50051,Biota,1306,
,1991,50052,Bisimbre,146,
,1991,50053,Boquiñeni,1063,
,1991,50054,Bordalba,108,
,1991,50055,Borja,4060,
,1991,50056,Botorrita,465,
,1991,50057,Brea de Aragón,2044,
,1991,50058,Bubierca,123,
,1991,50059,Bujaraloz,1074,
,1991,50060,Bulbuente,274,
,1991,50061,Bureta,342,
,1991,50062,Burgo de Ebro (El),1223,
,1991,50063,Buste (El),137,
,1991,50064,Cabañas de Ebro,561,
,1991,50065,Cabolafuente,101,
,1991,50066,Cadrete,917,
,1991,50067,Calatayud,17432,
,1991,50068,Calatorao,2626,
,1991,50069,Calcena,105,
,1991,50070,Calmarza,132,
,1991,50071,Campillo de Aragón,223,
,1991,50072,Carenas,247,
,1991,50073,Cariñena,2877,
,1991,50074,Caspe,8029,
,1991,50075,Castejón de Alarba,141,
,1991,50076,Castejón de las Armas,155,
,1991,50077,Castejón de Valdejasa,397,
,1991,50078,Castiliscar,469,
,1991,50079,Cervera de la Cañada,375,
,1991,50080,Cerveruela,4,
,1991,50081,Cetina,807,
,1991,50082,Cimballa,143,
,1991,50083,Cinco Olivas,157,
,1991,50084,Clarés de Ribota,123,
,1991,50085,Codo,325,
,1991,50086,Codos,329,
,1991,50087,Contamina,64,
,1991,50088,Cosuenda,449,
,1991,50089,Cuarte de Huerva,1353,
,1991,50090,Cubel,267,
,1991,50091,Cuerlas (Las),104,
,1991,50092,Chiprana,430,
,1991,50093,Chodes,151,
,1991,50094,Daroca,2351,
,1991,50095,Ejea de los Caballeros,15337,
,1991,50096,Embid de Ariza,81,
,1991,50098,Encinacorba,336,
,1991,50099,Épila,3816,
,1991,50100,Erla,547,
,1991,50101,Escatrón,1366,
,1991,50102,Fabara,1344,
,1991,50104,Farlete,496,
,1991,50105,Fayón,439,
,1991,50106,Fayos (Los),174,
,1991,50107,Figueruelas,870,
,1991,50108,Fombuena,13,
,1991,50109,Frago (El),123,
,1991,50110,Frasno (El),657,
,1991,50111,Fréscano,275,
,1991,50113,Fuendejalón,985,
,1991,50114,Fuendetodos,166,
,1991,50115,Fuentes de Ebro,3801,
,1991,50116,Fuentes de Jiloca,413,
,1991,50117,Gallocanta,192,
,1991,50118,Gallur,3066,
,1991,50119,Gelsa,1366,
,1991,50120,Godojos,83,
,1991,50121,Gotor,390,
,1991,50122,Grisel,59,
,1991,50123,Grisén,485,
,1991,50124,Herrera de los Navarros,710,
,1991,50125,Ibdes,583,
,1991,50126,Illueca,3149,
,1991,50128,Isuerre,63,
,1991,50129,Jaraba,334,
,1991,50130,Jarque,616,
,1991,50131,Jaulín,303,
,1991,50132,Joyosa (La),345,
,1991,50133,Lagata,159,
,1991,50134,Langa del Castillo,200,
,1991,50135,Layana,192,
,1991,50136,Lécera,1009,
,1991,50137,Leciñena,1476,
,1991,50138,Lechón,63,
,1991,50139,Letux,486,
,1991,50140,Litago,189,
,1991,50141,Lituénigo,125,
,1991,50142,Lobera de Onsella,62,
,1991,50143,Longares,865,
,1991,50144,Longás,35,
,1991,50146,Lucena de Jalón,306,
,1991,50147,Luceni,1089,
,1991,50148,Luesia,462,
,1991,50149,Luesma,29,
,1991,50150,Lumpiaque,1004,
,1991,50151,Luna,1002,
,1991,50152,Maella,2180,
,1991,50153,Magallón,1365,
,1991,50154,Mainar,184,
,1991,50155,Malanquilla,136,
,1991,50156,Maleján,313,
,1991,50157,Malón,532,
,1991,50159,Maluenda,1072,
,1991,50160,Mallén,3018,
,1991,50161,Manchones,168,
,1991,50162,Mara,245,
,1991,50163,María de Huerva,810,
,1991,50164,Mediana de Aragón,549,
,1991,50165,Mequinenza,2757,
,1991,50166,Mesones de Isuela,440,
,1991,50167,Mezalocha,341,
,1991,50168,Mianos,41,
,1991,50169,Miedes de Aragón,579,
,1991,50170,Monegrillo,567,
,1991,50171,Moneva,110,
,1991,50172,Monreal de Ariza,347,
,1991,50173,Monterde,202,
,1991,50174,Montón,166,
,1991,50175,Morata de Jalón,1744,
,1991,50176,Morata de Jiloca,373,
,1991,50177,Morés,543,
,1991,50178,Moros,626,
,1991,50179,Moyuela,424,
,1991,50180,Mozota,124,
,1991,50181,Muel,1196,
,1991,50182,Muela (La),1006,
,1991,50183,Munébrega,524,
,1991,50184,Murero,169,
,1991,50185,Murillo de Gállego,150,
,1991,50186,Navardún,89,
,1991,50187,Nigüella,138,
,1991,50188,Nombrevilla,33,
,1991,50189,Nonaspe,1132,
,1991,50190,Novallas,793,
,1991,50191,Novillas,737,
,1991,50192,Nuévalos,287,
,1991,50193,Nuez de Ebro,526,
,1991,50194,Olvés,196,
,1991,50195,Orcajo,53,
,1991,50196,Orera,178,
,1991,50197,Orés,135,
,1991,50198,Oseja,30,
,1991,50199,Osera de Ebro,346,
,1991,50200,Paniza,770,
,1991,50201,Paracuellos de Jiloca,559,
,1991,50202,Paracuellos de la Ribera,351,
,1991,50203,Pastriz,752,
,1991,50204,Pedrola,2460,
,1991,50205,Pedrosas (Las),114,
,1991,50206,Perdiguera,480,
,1991,50207,Piedratajada,137,
,1991,50208,Pina de Ebro,2188,
,1991,50209,Pinseque,1363,
,1991,50210,Pintanos (Los),83,
,1991,50211,Plasencia de Jalón,385,
,1991,50212,Pleitas,81,
,1991,50213,Plenas,185,
,1991,50214,Pomer,25,
,1991,50215,Pozuel de Ariza,32,
,1991,50216,Pozuelo de Aragón,374,
,1991,50217,Pradilla de Ebro,699,
,1991,50218,Puebla de Albortón,155,
,1991,50219,Puebla de Alfindén (La),1463,
,1991,50220,Puendeluna,65,
,1991,50221,Purujosa,35,
,1991,50222,Quinto,2196,
,1991,50223,Remolinos,1281,
,1991,50224,Retascón,80,
,1991,50225,Ricla,2056,
,1991,50227,Romanos,157,
,1991,50228,Rueda de Jalón,369,
,1991,50229,Ruesca,87,
,1991,50230,Sádaba,1881,
,1991,50231,Salillas de Jalón,406,
,1991,50232,Salvatierra de Esca,324,
,1991,50233,Samper del Salz,107,
,1991,50234,San Martín de la Virgen de Moncayo,314,
,1991,50235,San Mateo de Gállego,1845,
,1991,50236,Santa Cruz de Grío,238,
,1991,50237,Santa Cruz de Moncayo,102,
,1991,50238,Santa Eulalia de Gállego,126,
,1991,50239,Santed,84,
,1991,50240,Sástago,1674,
,1991,50241,Saviñán,1056,
,1991,50242,Sediles,105,
,1991,50243,Sestrica,559,
,1991,50244,Sierra de Luna,332,
,1991,50245,Sigüés,196,
,1991,50246,Sisamón,106,
,1991,50247,Sobradiel,598,
,1991,50248,Sos del Rey Católico,940,
,1991,50249,Tabuenca,547,
,1991,50250,Talamantes,64,
,1991,50251,Tarazona,10557,
,1991,50252,Tauste,7035,
,1991,50253,Terrer,726,
,1991,50254,Tierga,292,
,1991,50255,Tobed,303,
,1991,50256,Torralba de los Frailes,131,
,1991,50257,Torralba de Ribota,251,
,1991,50258,Torralbilla,80,
,1991,50259,Torrehermosa,131,
,1991,50260,Torrelapaja,58,
,1991,50261,Torrellas,347,
,1991,50262,Torres de Berrellén,1436,
,1991,50263,Torrijo de la Cañada,488,
,1991,50264,Tosos,258,
,1991,50265,Trasmoz,80,
,1991,50266,Trasobares,297,
,1991,50267,Uncastillo,961,
,1991,50268,Undués de Lerda,47,
,1991,50269,Urrea de Jalón,381,
,1991,50270,Urriés,78,
,1991,50271,Used,453,
,1991,50272,Utebo,7671,
,1991,50273,Valdehorna,82,
,1991,50274,Val de San Martín,70,
,1991,50275,Valmadrid,77,
,1991,50276,Valpalmas,234,
,1991,50277,Valtorres,126,
,1991,50278,Velilla de Ebro,290,
,1991,50279,Velilla de Jiloca,153,
,1991,50280,Vera de Moncayo,498,
,1991,50281,Vierlas,102,
,1991,50282,Vilueña (La),117,
,1991,50283,Villadoz,95,
,1991,50284,Villafeliche,259,
,1991,50285,Villafranca de Ebro,670,
,1991,50286,Villalba de Perejil,104,
,1991,50287,Villalengua,500,
,1991,50288,Villanueva de Gállego,2483,
,1991,50289,Villanueva de Jiloca,115,
,1991,50290,Villanueva de Huerva,678,
,1991,50291,Villar de los Navarros,199,
,1991,50292,Villarreal de Huerva,214,
,1991,50293,Villarroya de la Sierra,816,
,1991,50294,Villarroya del Campo,76,
,1991,50295,Vistabella,34,
,1991,50296,Zaida (La),653,
,1991,50297,Zaragoza,592548,
,1991,50298,Zuera,5294,
,1991,50901,Biel,226,
,1991,50902,Marracos,94,
,1991,50903,Villamayor de Gállego,1846,
,2001,50001,Abanto,167,
,2001,50002,Acered,259,
,2001,50003,Agón,186,
,2001,50004,Aguarón,751,
,2001,50005,Aguilón,287,
,2001,50006,Ainzón,1235,
,2001,50007,Aladrén,77,
,2001,50008,Alagón,5620,
,2001,50009,Alarba,153,
,2001,50010,Alberite de San Juan,95,
,2001,50011,Albeta,120,
,2001,50012,Alborge,135,
,2001,50013,Alcalá de Ebro,295,
,2001,50014,Alcalá de Moncayo,127,
,2001,50015,Alconchel de Ariza,126,
,2001,50016,Aldehuela de Liestos,37,
,2001,50017,Alfajarín,1548,
,2001,50018,Alfamén,1402,
,2001,50019,Alforque,82,
,2001,50020,Alhama de Aragón,1145,
,2001,50021,Almochuel,50,
,2001,50022,Almolda (La),673,
,2001,50023,Almonacid de la Cuba,325,
,2001,50024,Almonacid de la Sierra,881,
,2001,50025,Almunia de Doña Godina (La),5715,
,2001,50026,Alpartir,609,
,2001,50027,Ambel,339,
,2001,50028,Anento,116,
,2001,50029,Aniñón,855,
,2001,50030,Añón de Moncayo,288,
,2001,50031,Aranda de Moncayo,229,
,2001,50032,Arándiga,466,
,2001,50033,Ardisa,74,
,2001,50034,Ariza,1237,
,2001,50035,Artieda,103,
,2001,50036,Asín,100,
,2001,50037,Atea,206,
,2001,50038,Ateca,2012,
,2001,50039,Azuara,667,
,2001,50040,Badules,112,
,2001,50041,Bagüés,39,
,2001,50042,Balconchán,28,
,2001,50043,Bárboles,315,
,2001,50044,Bardallur,284,
,2001,50045,Belchite,1612,
,2001,50046,Belmonte de Gracián,246,
,2001,50047,Berdejo,53,
,2001,50048,Berrueco,37,
,2001,50050,Bijuesca,133,
,2001,50051,Biota,1200,
,2001,50052,Bisimbre,124,
,2001,50053,Boquiñeni,990,
,2001,50054,Bordalba,82,
,2001,50055,Borja,4295,
,2001,50056,Botorrita,482,
,2001,50057,Brea de Aragón,1999,
,2001,50058,Bubierca,97,
,2001,50059,Bujaraloz,1019,
,2001,50060,Bulbuente,246,
,2001,50061,Bureta,313,
,2001,50062,Burgo de Ebro (El),1628,
,2001,50063,Buste (El),104,
,2001,50064,Cabañas de Ebro,544,
,2001,50065,Cabolafuente,54,
,2001,50066,Cadrete,1784,
,2001,50067,Calatayud,18019,
,2001,50068,Calatorao,2852,
,2001,50069,Calcena,99,
,2001,50070,Calmarza,87,
,2001,50071,Campillo de Aragón,182,
,2001,50072,Carenas,197,
,2001,50073,Cariñena,3196,
,2001,50074,Caspe,7896,
,2001,50075,Castejón de Alarba,103,
,2001,50076,Castejón de las Armas,117,
,2001,50077,Castejón de Valdejasa,324,
,2001,50078,Castiliscar,403,
,2001,50079,Cervera de la Cañada,332,
,2001,50080,Cerveruela,25,
,2001,50081,Cetina,739,
,2001,50082,Cimballa,143,
,2001,50083,Cinco Olivas,132,
,2001,50084,Clarés de Ribota,111,
,2001,50085,Codo,259,
,2001,50086,Codos,279,
,2001,50087,Contamina,52,
,2001,50088,Cosuenda,410,
,2001,50089,Cuarte de Huerva,1922,
,2001,50090,Cubel,210,
,2001,50091,Cuerlas (Las),90,
,2001,50092,Chiprana,403,
,2001,50093,Chodes,117,
,2001,50094,Daroca,2212,
,2001,50095,Ejea de los Caballeros,16048,
,2001,50096,Embid de Ariza,70,
,2001,50098,Encinacorba,300,
,2001,50099,Épila,4087,
,2001,50100,Erla,451,
,2001,50101,Escatrón,1111,
,2001,50102,Fabara,1230,
,2001,50104,Farlete,444,
,2001,50105,Fayón,396,
,2001,50106,Fayos (Los),174,
,2001,50107,Figueruelas,1058,
,2001,50108,Fombuena,15,
,2001,50109,Frago (El),132,
,2001,50110,Frasno (El),547,
,2001,50111,Fréscano,248,
,2001,50113,Fuendejalón,871,
,2001,50114,Fuendetodos,176,
,2001,50115,Fuentes de Ebro,3887,
,2001,50116,Fuentes de Jiloca,326,
,2001,50117,Gallocanta,157,
,2001,50118,Gallur,2900,
,2001,50119,Gelsa,1220,
,2001,50120,Godojos,75,
,2001,50121,Gotor,400,
,2001,50122,Grisel,55,
,2001,50123,Grisén,470,
,2001,50124,Herrera de los Navarros,599,
,2001,50125,Ibdes,523,
,2001,50126,Illueca,3284,
,2001,50128,Isuerre,57,
,2001,50129,Jaraba,316,
,2001,50130,Jarque,541,
,2001,50131,Jaulín,292,
,2001,50132,Joyosa (La),430,
,2001,50133,Lagata,157,
,2001,50134,Langa del Castillo,177,
,2001,50135,Layana,137,
,2001,50136,Lécera,817,
,2001,50137,Leciñena,1292,
,2001,50138,Lechón,59,
,2001,50139,Letux,463,
,2001,50140,Litago,172,
,2001,50141,Lituénigo,116,
,2001,50142,Lobera de Onsella,54,
,2001,50143,Longares,911,
,2001,50144,Longás,44,
,2001,50146,Lucena de Jalón,235,
,2001,50147,Luceni,1034,
,2001,50148,Luesia,413,
,2001,50149,Luesma,32,
,2001,50150,Lumpiaque,917,
,2001,50151,Luna,897,
,2001,50152,Maella,2056,
,2001,50153,Magallón,1177,
,2001,50154,Mainar,170,
,2001,50155,Malanquilla,150,
,2001,50156,Maleján,294,
,2001,50157,Malón,436,
,2001,50159,Maluenda,993,
,2001,50160,Mallén,3109,
,2001,50161,Manchones,145,
,2001,50162,Mara,202,
,2001,50163,María de Huerva,1531,
,2001,50164,Mediana de Aragón,485,
,2001,50165,Mequinenza,2486,
,2001,50166,Mesones de Isuela,350,
,2001,50167,Mezalocha,283,
,2001,50168,Mianos,47,
,2001,50169,Miedes de Aragón,513,
,2001,50170,Monegrillo,524,
,2001,50171,Moneva,160,
,2001,50172,Monreal de Ariza,303,
,2001,50173,Monterde,212,
,2001,50174,Montón,126,
,2001,50175,Morata de Jalón,1471,
,2001,50176,Morata de Jiloca,300,
,2001,50177,Morés,459,
,2001,50178,Moros,488,
,2001,50179,Moyuela,326,
,2001,50180,Mozota,114,
,2001,50181,Muel,1108,
,2001,50182,Muela (La),1773,
,2001,50183,Munébrega,449,
,2001,50184,Murero,142,
,2001,50185,Murillo de Gállego,150,
