cp,municipio,year,population
50082,Cimballa,2011,127
50082,Cimballa,2010,127
50083,Cinco Olivas,2020,102
50083,Cinco Olivas,2019,106
50083,Cinco Olivas,2018,112
50083,Cinco Olivas,2017,114
50083,Cinco Olivas,2016,110
50083,Cinco Olivas,2015,113
50083,Cinco Olivas,2014,108
50083,Cinco Olivas,2013,109
50083,Cinco Olivas,2012,119
50083,Cinco Olivas,2011,125
50083,Cinco Olivas,2010,123
50084,Clarés de Ribota,2020,67
50084,Clarés de Ribota,2019,66
50084,Clarés de Ribota,2018,65
50084,Clarés de Ribota,2017,72
50084,Clarés de Ribota,2016,80
50084,Clarés de Ribota,2015,80
50084,Clarés de Ribota,2014,77
50084,Clarés de Ribota,2013,84
50084,Clarés de Ribota,2012,89
50084,Clarés de Ribota,2011,97
50084,Clarés de Ribota,2010,101
50085,Codo,2020,199
50085,Codo,2019,201
50085,Codo,2018,198
50085,Codo,2017,191
50085,Codo,2016,182
50085,Codo,2015,194
50085,Codo,2014,204
50085,Codo,2013,202
50085,Codo,2012,205
50085,Codo,2011,213
50085,Codo,2010,211
50086,Codos,2020,248
50086,Codos,2019,234
50086,Codos,2018,183
50086,Codos,2017,198
50086,Codos,2016,226
50086,Codos,2015,185
50086,Codos,2014,199
50086,Codos,2013,227
50086,Codos,2012,241
50086,Codos,2011,251
50086,Codos,2010,256
50087,Contamina,2020,32
50087,Contamina,2019,37
50087,Contamina,2018,37
50087,Contamina,2017,35
50087,Contamina,2016,35
50087,Contamina,2015,36
50087,Contamina,2014,39
50087,Contamina,2013,37
50087,Contamina,2012,39
50087,Contamina,2011,39
50087,Contamina,2010,38
50088,Cosuenda,2020,337
50088,Cosuenda,2019,364
50088,Cosuenda,2018,367
50088,Cosuenda,2017,372
50088,Cosuenda,2016,384
50088,Cosuenda,2015,396
50088,Cosuenda,2014,377
50088,Cosuenda,2013,390
50088,Cosuenda,2012,398
50088,Cosuenda,2011,413
50088,Cosuenda,2010,389
50089,Cuarte de Huerva,2020,13450
50089,Cuarte de Huerva,2019,13303
50089,Cuarte de Huerva,2018,13055
50089,Cuarte de Huerva,2017,12862
50089,Cuarte de Huerva,2016,12581
50089,Cuarte de Huerva,2015,12141
50089,Cuarte de Huerva,2014,11589
50089,Cuarte de Huerva,2013,11043
50089,Cuarte de Huerva,2012,10394
50089,Cuarte de Huerva,2011,9564
50089,Cuarte de Huerva,2010,8658
50090,Cubel,2020,155
50090,Cubel,2019,155
50090,Cubel,2018,168
50090,Cubel,2017,175
50090,Cubel,2016,175
50090,Cubel,2015,189
50090,Cubel,2014,184
50090,Cubel,2013,188
50090,Cubel,2012,187
50090,Cubel,2011,194
50090,Cubel,2010,192
50091,Cuerlas,Las,2020,41
50091,Cuerlas,Las,2019,41
50091,Cuerlas,Las,2018,39
50091,Cuerlas,Las,2017,44
50091,Cuerlas,Las,2016,44
50091,Cuerlas,Las,2015,50
50091,Cuerlas,Las,2014,51
50091,Cuerlas,Las,2013,52
50091,Cuerlas,Las,2012,55
50091,Cuerlas,Las,2011,62
50091,Cuerlas,Las,2010,66
50094,Daroca,2020,1965
50094,Daroca,2019,1983
50094,Daroca,2018,1996
50094,Daroca,2017,2044
50094,Daroca,2016,2087
50094,Daroca,2015,2113
50094,Daroca,2014,2193
50094,Daroca,2013,2255
50094,Daroca,2012,2288
50094,Daroca,2011,2313
50094,Daroca,2010,2300
50095,Ejea de los Caballeros,2020,16984
50095,Ejea de los Caballeros,2019,16783
50095,Ejea de los Caballeros,2018,16605
50095,Ejea de los Caballeros,2017,16596
50095,Ejea de los Caballeros,2016,16541
50095,Ejea de los Caballeros,2015,16754
50095,Ejea de los Caballeros,2014,16870
50095,Ejea de los Caballeros,2013,17139
50095,Ejea de los Caballeros,2012,17180
50095,Ejea de los Caballeros,2011,17306
50095,Ejea de los Caballeros,2010,17344
50096,Embid de Ariza,2020,35
50096,Embid de Ariza,2019,37
50096,Embid de Ariza,2018,36
50096,Embid de Ariza,2017,39
50096,Embid de Ariza,2016,41
50096,Embid de Ariza,2015,47
50096,Embid de Ariza,2014,49
50096,Embid de Ariza,2013,51
50096,Embid de Ariza,2012,52
50096,Embid de Ariza,2011,53
50096,Embid de Ariza,2010,56
50098,Encinacorba,2020,178
50098,Encinacorba,2019,178
50098,Encinacorba,2018,189
50098,Encinacorba,2017,198
50098,Encinacorba,2016,205
50098,Encinacorba,2015,222
50098,Encinacorba,2014,235
50098,Encinacorba,2013,238
50098,Encinacorba,2012,239
50098,Encinacorba,2011,253
50098,Encinacorba,2010,252
50099,Épila,2020,4372
50099,Épila,2019,4386
50099,Épila,2018,4402
50099,Épila,2017,4413
50099,Épila,2016,4452
50099,Épila,2015,4545
50099,Épila,2014,4593
50099,Épila,2013,4734
50099,Épila,2012,4746
50099,Épila,2011,4720
50099,Épila,2010,4765
50100,Erla,2020,341
50100,Erla,2019,342
50100,Erla,2018,345
50100,Erla,2017,354
50100,Erla,2016,364
50100,Erla,2015,371
50100,Erla,2014,375
50100,Erla,2013,393
50100,Erla,2012,400
50100,Erla,2011,406
50100,Erla,2010,421
50101,Escatrón,2020,1067
50101,Escatrón,2019,1051
50101,Escatrón,2018,1026
50101,Escatrón,2017,1046
50101,Escatrón,2016,1069
50101,Escatrón,2015,1084
50101,Escatrón,2014,1113
50101,Escatrón,2013,1104
50101,Escatrón,2012,1133
50101,Escatrón,2011,1121
50101,Escatrón,2010,1132
50102,Fabara,2020,1109
50102,Fabara,2019,1125
50102,Fabara,2018,1152
50102,Fabara,2017,1172
50102,Fabara,2016,1184
50102,Fabara,2015,1227
50102,Fabara,2014,1231
50102,Fabara,2013,1276
50102,Fabara,2012,1255
50102,Fabara,2011,1263
50102,Fabara,2010,1255
50104,Farlete,2020,366
50104,Farlete,2019,379
50104,Farlete,2018,386
50104,Farlete,2017,391
50104,Farlete,2016,404
50104,Farlete,2015,414
50104,Farlete,2014,407
50104,Farlete,2013,411
50104,Farlete,2012,428
50104,Farlete,2011,435
50104,Farlete,2010,439
50105,Fayón,2020,380
50105,Fayón,2019,379
50105,Fayón,2018,354
50105,Fayón,2017,347
50105,Fayón,2016,354
50105,Fayón,2015,355
50105,Fayón,2014,348
50105,Fayón,2013,372
50105,Fayón,2012,384
50105,Fayón,2011,406
50105,Fayón,2010,407
50106,Fayos,Los,2020,131
50106,Fayos,Los,2019,139
50106,Fayos,Los,2018,141
50106,Fayos,Los,2017,136
50106,Fayos,Los,2016,147
50106,Fayos,Los,2015,151
50106,Fayos,Los,2014,153
50106,Fayos,Los,2013,151
50106,Fayos,Los,2012,152
50106,Fayos,Los,2011,153
50106,Fayos,Los,2010,153
50107,Figueruelas,2020,1262
50107,Figueruelas,2019,1259
50107,Figueruelas,2018,1240
50107,Figueruelas,2017,1230
50107,Figueruelas,2016,1218
50107,Figueruelas,2015,1229
50107,Figueruelas,2014,1263
50107,Figueruelas,2013,1319
50107,Figueruelas,2012,1322
50107,Figueruelas,2011,1303
50107,Figueruelas,2010,1332
50108,Fombuena,2020,60
50108,Fombuena,2019,56
50108,Fombuena,2018,54
50108,Fombuena,2017,52
50108,Fombuena,2016,54
50108,Fombuena,2015,51
50108,Fombuena,2014,54
50108,Fombuena,2013,52
50108,Fombuena,2012,52
50108,Fombuena,2011,50
50108,Fombuena,2010,52
50109,Frago,El,2020,97
50109,Frago,El,2019,99
50109,Frago,El,2018,99
50109,Frago,El,2017,107
50109,Frago,El,2016,101
50109,Frago,El,2015,104
50109,Frago,El,2014,104
50109,Frago,El,2013,105
50109,Frago,El,2012,109
50109,Frago,El,2011,107
50109,Frago,El,2010,106
50110,Frasno,El,2020,379
50110,Frasno,El,2019,380
50110,Frasno,El,2018,384
50110,Frasno,El,2017,386
50110,Frasno,El,2016,399
50110,Frasno,El,2015,415
50110,Frasno,El,2014,439
50110,Frasno,El,2013,441
50110,Frasno,El,2012,452
50110,Frasno,El,2011,477
50110,Frasno,El,2010,476
50111,Fréscano,2020,199
50111,Fréscano,2019,204
50111,Fréscano,2018,202
50111,Fréscano,2017,203
50111,Fréscano,2016,201
50111,Fréscano,2015,205
50111,Fréscano,2014,207
50111,Fréscano,2013,204
50111,Fréscano,2012,208
50111,Fréscano,2011,217
50111,Fréscano,2010,220
50113,Fuendejalón,2020,784
50113,Fuendejalón,2019,778
50113,Fuendejalón,2018,793
50113,Fuendejalón,2017,817
50113,Fuendejalón,2016,786
50113,Fuendejalón,2015,833
50113,Fuendejalón,2014,859
50113,Fuendejalón,2013,948
50113,Fuendejalón,2012,973
50113,Fuendejalón,2011,979
50113,Fuendejalón,2010,953
50114,Fuendetodos,2020,145
50114,Fuendetodos,2019,145
50114,Fuendetodos,2018,121
50114,Fuendetodos,2017,126
50114,Fuendetodos,2016,126
50114,Fuendetodos,2015,144
50114,Fuendetodos,2014,153
50114,Fuendetodos,2013,169
50114,Fuendetodos,2012,172
50114,Fuendetodos,2011,180
50114,Fuendetodos,2010,174
50115,Fuentes de Ebro,2020,4549
50115,Fuentes de Ebro,2019,4504
50115,Fuentes de Ebro,2018,4543
50115,Fuentes de Ebro,2017,4554
50115,Fuentes de Ebro,2016,4566
50115,Fuentes de Ebro,2015,4594
50115,Fuentes de Ebro,2014,4643
50115,Fuentes de Ebro,2013,4656
50115,Fuentes de Ebro,2012,4577
50115,Fuentes de Ebro,2011,4603
50115,Fuentes de Ebro,2010,4617
50116,Fuentes de Jiloca,2020,229
50116,Fuentes de Jiloca,2019,231
50116,Fuentes de Jiloca,2018,229
50116,Fuentes de Jiloca,2017,245
50116,Fuentes de Jiloca,2016,269
50116,Fuentes de Jiloca,2015,219
50116,Fuentes de Jiloca,2014,243
50116,Fuentes de Jiloca,2013,261
50116,Fuentes de Jiloca,2012,280
50116,Fuentes de Jiloca,2011,279
50116,Fuentes de Jiloca,2010,280
50117,Gallocanta,2020,136
50117,Gallocanta,2019,152
50117,Gallocanta,2018,154
50117,Gallocanta,2017,162
50117,Gallocanta,2016,152
50117,Gallocanta,2015,160
50117,Gallocanta,2014,158
50117,Gallocanta,2013,154
50117,Gallocanta,2012,154
50117,Gallocanta,2011,156
50117,Gallocanta,2010,152
50118,Gallur,2020,2566
50118,Gallur,2019,2596
50118,Gallur,2018,2628
50118,Gallur,2017,2643
50118,Gallur,2016,2630
50118,Gallur,2015,2695
50118,Gallur,2014,2779
50118,Gallur,2013,2846
50118,Gallur,2012,2882
50118,Gallur,2011,2931
50118,Gallur,2010,3007
50119,Gelsa,2020,996
50119,Gelsa,2019,1013
50119,Gelsa,2018,995
50119,Gelsa,2017,1055
50119,Gelsa,2016,1098
50119,Gelsa,2015,1087
50119,Gelsa,2014,1122
50119,Gelsa,2013,1135
50119,Gelsa,2012,1173
50119,Gelsa,2011,1174
50119,Gelsa,2010,1201
50120,Godojos,2020,53
50120,Godojos,2019,54
50120,Godojos,2018,54
50120,Godojos,2017,52
50120,Godojos,2016,53
50120,Godojos,2015,35
50120,Godojos,2014,36
50120,Godojos,2013,39
50120,Godojos,2012,43
50120,Godojos,2011,44
50120,Godojos,2010,46
50121,Gotor,2020,302
50121,Gotor,2019,318
50121,Gotor,2018,306
50121,Gotor,2017,314
50121,Gotor,2016,326
50121,Gotor,2015,334
50121,Gotor,2014,347
50121,Gotor,2013,352
50121,Gotor,2012,366
50121,Gotor,2011,384
50121,Gotor,2010,399
50122,Grisel,2020,74
50122,Grisel,2019,74
50122,Grisel,2018,67
50122,Grisel,2017,75
50122,Grisel,2016,71
50122,Grisel,2015,74
50122,Grisel,2014,67
50122,Grisel,2013,70
50122,Grisel,2012,66
50122,Grisel,2011,71
50122,Grisel,2010,79
50123,Grisén,2020,590
50123,Grisén,2019,589
50123,Grisén,2018,597
50123,Grisén,2017,625
50123,Grisén,2016,622
50123,Grisén,2015,656
50123,Grisén,2014,636
50123,Grisén,2013,626
50123,Grisén,2012,603
50123,Grisén,2011,563
50123,Grisén,2010,554
50124,Herrera de los Navarros,2020,489
50124,Herrera de los Navarros,2019,506
50124,Herrera de los Navarros,2018,506
50124,Herrera de los Navarros,2017,526
50124,Herrera de los Navarros,2016,536
50124,Herrera de los Navarros,2015,550
50124,Herrera de los Navarros,2014,565
50124,Herrera de los Navarros,2013,569
50124,Herrera de los Navarros,2012,576
50124,Herrera de los Navarros,2011,604
50124,Herrera de los Navarros,2010,616
50125,Ibdes,2020,395
50125,Ibdes,2019,404
50125,Ibdes,2018,404
50125,Ibdes,2017,413
50125,Ibdes,2016,429
50125,Ibdes,2015,455
50125,Ibdes,2014,483
50125,Ibdes,2013,460
50125,Ibdes,2012,471
50125,Ibdes,2011,482
50125,Ibdes,2010,490
50126,Illueca,2020,2809
50126,Illueca,2019,2924
50126,Illueca,2018,2964
50126,Illueca,2017,3044
50126,Illueca,2016,3109
50126,Illueca,2015,3139
50126,Illueca,2014,3159
50126,Illueca,2013,3216
50126,Illueca,2012,3290
50126,Illueca,2011,3282
50126,Illueca,2010,3348
50128,Isuerre,2020,31
50128,Isuerre,2019,31
50128,Isuerre,2018,31
50128,Isuerre,2017,31
50128,Isuerre,2016,32
50128,Isuerre,2015,35
50128,Isuerre,2014,33
50128,Isuerre,2013,33
50128,Isuerre,2012,34
50128,Isuerre,2011,36
50128,Isuerre,2010,37
50129,Jaraba,2020,282
50129,Jaraba,2019,280
50129,Jaraba,2018,280
50129,Jaraba,2017,301
50129,Jaraba,2016,315
50129,Jaraba,2015,324
50129,Jaraba,2014,329
50129,Jaraba,2013,340
50129,Jaraba,2012,355
50129,Jaraba,2011,363
50129,Jaraba,2010,360
50130,Jarque de Moncayo	,2020,417
50130,Jarque de Moncayo	,2019,435
50130,Jarque de Moncayo	,2018,436
50130,Jarque de Moncayo	,2017,448
50130,Jarque de Moncayo	,2016,457
50130,Jarque de Moncayo	,2015,473
50130,Jarque de Moncayo	,2014,501
50130,Jarque de Moncayo	,2013,529
50130,Jarque de Moncayo	,2012,531
50130,Jarque de Moncayo	,2011,543
50130,Jarque de Moncayo	,2010,550
50131,Jaulín,2020,251
50131,Jaulín,2019,235
50131,Jaulín,2018,237
50131,Jaulín,2017,250
50131,Jaulín,2016,254
50131,Jaulín,2015,260
50131,Jaulín,2014,268
50131,Jaulín,2013,265
50131,Jaulín,2012,279
50131,Jaulín,2011,302
50131,Jaulín,2010,323
50132,Joyosa,La,2020,1101
50132,Joyosa,La,2019,1073
50132,Joyosa,La,2018,1072
50132,Joyosa,La,2017,1058
50132,Joyosa,La,2016,1032
50132,Joyosa,La,2015,1042
50132,Joyosa,La,2014,1007
50132,Joyosa,La,2013,983
50132,Joyosa,La,2012,936
50132,Joyosa,La,2011,941
50132,Joyosa,La,2010,936
50133,Lagata,2020,109
50133,Lagata,2019,111
50133,Lagata,2018,111
50133,Lagata,2017,119
50133,Lagata,2016,126
50133,Lagata,2015,124
50133,Lagata,2014,133
50133,Lagata,2013,142
50133,Lagata,2012,135
50133,Lagata,2011,145
50133,Lagata,2010,134
50134,Langa del Castillo,2020,122
50134,Langa del Castillo,2019,121
50134,Langa del Castillo,2018,132
50134,Langa del Castillo,2017,133
50134,Langa del Castillo,2016,134
50134,Langa del Castillo,2015,137
50134,Langa del Castillo,2014,136
50134,Langa del Castillo,2013,134
50134,Langa del Castillo,2012,141
50134,Langa del Castillo,2011,145
50134,Langa del Castillo,2010,151
50135,Layana,2020,94
50135,Layana,2019,97
50135,Layana,2018,100
50135,Layana,2017,105
50135,Layana,2016,101
50135,Layana,2015,114
50135,Layana,2014,119
50135,Layana,2013,108
50135,Layana,2012,127
50135,Layana,2011,123
50135,Layana,2010,124
50136,Lécera,2020,631
50136,Lécera,2019,633
50136,Lécera,2018,661
50136,Lécera,2017,687
50136,Lécera,2016,726
50136,Lécera,2015,729
50136,Lécera,2014,730
50136,Lécera,2013,754
50136,Lécera,2012,757
50136,Lécera,2011,759
50136,Lécera,2010,765
50138,Lechón,2020,46
50138,Lechón,2019,51
50138,Lechón,2018,53
50138,Lechón,2017,51
50138,Lechón,2016,51
50138,Lechón,2015,56
50138,Lechón,2014,53
50138,Lechón,2013,51
50138,Lechón,2012,52
50138,Lechón,2011,48
50138,Lechón,2010,57
50137,Leciñena,2020,1146
50137,Leciñena,2019,1155
50137,Leciñena,2018,1162
50137,Leciñena,2017,1199
50137,Leciñena,2016,1215
50137,Leciñena,2015,1220
50137,Leciñena,2014,1234
50137,Leciñena,2013,1263
50137,Leciñena,2012,1306
50137,Leciñena,2011,1339
50137,Leciñena,2010,1305
50139,Letux,2020,342
50139,Letux,2019,364
50139,Letux,2018,342
50139,Letux,2017,349
50139,Letux,2016,350
50139,Letux,2015,359
50139,Letux,2014,379
50139,Letux,2013,372
50139,Letux,2012,404
50139,Letux,2011,428
50139,Letux,2010,425
50140,Litago,2020,164
50140,Litago,2019,161
50140,Litago,2018,166
50140,Litago,2017,171
50140,Litago,2016,171
50140,Litago,2015,174
50140,Litago,2014,174
50140,Litago,2013,173
50140,Litago,2012,174
50140,Litago,2011,185
50140,Litago,2010,183
50141,Lituénigo,2020,123
50141,Lituénigo,2019,120
50141,Lituénigo,2018,127
50141,Lituénigo,2017,119
50141,Lituénigo,2016,118
50141,Lituénigo,2015,123
50141,Lituénigo,2014,126
50141,Lituénigo,2013,124
50141,Lituénigo,2012,120
50141,Lituénigo,2011,126
50141,Lituénigo,2010,125
50142,Lobera de Onsella,2020,26
50142,Lobera de Onsella,2019,28
50142,Lobera de Onsella,2018,28
50142,Lobera de Onsella,2017,30
50142,Lobera de Onsella,2016,32
50142,Lobera de Onsella,2015,42
50142,Lobera de Onsella,2014,42
50142,Lobera de Onsella,2013,40
50142,Lobera de Onsella,2012,45
50142,Lobera de Onsella,2011,54
50142,Lobera de Onsella,2010,50
50143,Longares,2020,883
50143,Longares,2019,811
50143,Longares,2018,763
50143,Longares,2017,798
50143,Longares,2016,789
50143,Longares,2015,847
50143,Longares,2014,898
50143,Longares,2013,903
50143,Longares,2012,895
50143,Longares,2011,907
50143,Longares,2010,896
50144,Longás,2020,32
50144,Longás,2019,31
50144,Longás,2018,35
50144,Longás,2017,32
50144,Longás,2016,35
50144,Longás,2015,36
50144,Longás,2014,35
50144,Longás,2013,35
50144,Longás,2012,34
50144,Longás,2011,32
50144,Longás,2010,36
50146,Lucena de Jalón,2020,232
50146,Lucena de Jalón,2019,240
50146,Lucena de Jalón,2018,237
50146,Lucena de Jalón,2017,237
50146,Lucena de Jalón,2016,229
50146,Lucena de Jalón,2015,242
50146,Lucena de Jalón,2014,252
50146,Lucena de Jalón,2013,264
50146,Lucena de Jalón,2012,269
50146,Lucena de Jalón,2011,307
50146,Lucena de Jalón,2010,309
50147,Luceni,2020,955
50147,Luceni,2019,956
50147,Luceni,2018,945
50147,Luceni,2017,971
50147,Luceni,2016,989
50147,Luceni,2015,1006
50147,Luceni,2014,1014
50147,Luceni,2013,1032
50147,Luceni,2012,1045
50147,Luceni,2011,1088
50147,Luceni,2010,1098
50148,Luesia,2020,297
50148,Luesia,2019,288
50148,Luesia,2018,310
50148,Luesia,2017,310
50148,Luesia,2016,322
50148,Luesia,2015,334
50148,Luesia,2014,307
50148,Luesia,2013,325
50148,Luesia,2012,366
50148,Luesia,2011,401
50148,Luesia,2010,361
50149,Luesma,2020,37
50149,Luesma,2019,35
50149,Luesma,2018,34
50149,Luesma,2017,34
50149,Luesma,2016,35
50149,Luesma,2015,43
50149,Luesma,2014,47
50149,Luesma,2013,47
50149,Luesma,2012,50
50149,Luesma,2011,51
50149,Luesma,2010,38
50150,Lumpiaque,2020,806
50150,Lumpiaque,2019,814
50150,Lumpiaque,2018,827
50150,Lumpiaque,2017,834
50150,Lumpiaque,2016,867
50150,Lumpiaque,2015,886
50150,Lumpiaque,2014,916
50150,Lumpiaque,2013,915
50150,Lumpiaque,2012,921
50150,Lumpiaque,2011,939
50150,Lumpiaque,2010,937
50151,Luna,2020,684
50151,Luna,2019,698
50151,Luna,2018,701
50151,Luna,2017,726
50151,Luna,2016,733
50151,Luna,2015,756
50151,Luna,2014,776
50151,Luna,2013,794
50151,Luna,2012,825
50151,Luna,2011,839
50151,Luna,2010,846
50152,Maella,2020,2008
50152,Maella,2019,1985
50152,Maella,2018,2007
50152,Maella,2017,2004
50152,Maella,2016,1970
50152,Maella,2015,1953
50152,Maella,2014,1958
50152,Maella,2013,1977
50152,Maella,2012,1986
50152,Maella,2011,2018
50152,Maella,2010,2028
50153,Magallón,2020,1112
50153,Magallón,2019,1128
50153,Magallón,2018,1133
50153,Magallón,2017,1150
50153,Magallón,2016,1157
50153,Magallón,2015,1174
50153,Magallón,2014,1183
50153,Magallón,2013,1191
50153,Magallón,2012,1208
50153,Magallón,2011,1221
50153,Magallón,2010,1205
50154,Mainar,2020,160
50154,Mainar,2019,155
50154,Mainar,2018,151
50154,Mainar,2017,151
50154,Mainar,2016,147
50154,Mainar,2015,152
50154,Mainar,2014,162
50154,Mainar,2013,158
50154,Mainar,2012,157
50154,Mainar,2011,164
50154,Mainar,2010,167
50155,Malanquilla,2020,89
50155,Malanquilla,2019,92
50155,Malanquilla,2018,100
50155,Malanquilla,2017,105
50155,Malanquilla,2016,107
50155,Malanquilla,2015,113
50155,Malanquilla,2014,112
50155,Malanquilla,2013,117
50155,Malanquilla,2012,123
50155,Malanquilla,2011,130
50155,Malanquilla,2010,127
50156,Maleján,2020,276
50156,Maleján,2019,259
50156,Maleján,2018,259
50156,Maleján,2017,254
50156,Maleján,2016,254
50156,Maleján,2015,267
50156,Maleján,2014,300
50156,Maleján,2013,305
50156,Maleján,2012,325
50156,Maleján,2011,338
50156,Maleján,2010,344
50160,Mallén,2020,3004
50160,Mallén,2019,3035
50160,Mallén,2018,3083
50160,Mallén,2017,3140
50160,Mallén,2016,3187
50160,Mallén,2015,3292
50160,Mallén,2014,3399
50160,Mallén,2013,3611
50160,Mallén,2012,3714
50160,Mallén,2011,3709
50160,Mallén,2010,3704
50157,Malón,2020,369
50157,Malón,2019,356
50157,Malón,2018,323
50157,Malón,2017,349
50157,Malón,2016,351
50157,Malón,2015,359
50157,Malón,2014,364
50157,Malón,2013,378
50157,Malón,2012,376
50157,Malón,2011,375
50157,Malón,2010,379
50159,Maluenda,2020,937
50159,Maluenda,2019,922
50159,Maluenda,2018,942
50159,Maluenda,2017,951
50159,Maluenda,2016,989
50159,Maluenda,2015,1034
50159,Maluenda,2014,1080
50159,Maluenda,2013,1116
50159,Maluenda,2012,1123
50159,Maluenda,2011,1106
50159,Maluenda,2010,1094
50161,Manchones,2020,106
50161,Manchones,2019,114
50161,Manchones,2018,98
50161,Manchones,2017,99
50161,Manchones,2016,120
50161,Manchones,2015,130
50161,Manchones,2014,116
50161,Manchones,2013,122
50161,Manchones,2012,131
50161,Manchones,2011,141
50161,Manchones,2010,123
50162,Mara,2020,168
50162,Mara,2019,168
50162,Mara,2018,181
50162,Mara,2017,185
50162,Mara,2016,191
50162,Mara,2015,182
50162,Mara,2014,178
50162,Mara,2013,186
50162,Mara,2012,190
50162,Mara,2011,202
50162,Mara,2010,206
50163,María de Huerva,2020,5970
50163,María de Huerva,2019,5812
50163,María de Huerva,2018,5663
50163,María de Huerva,2017,5619
50163,María de Huerva,2016,5550
50163,María de Huerva,2015,5425
50163,María de Huerva,2014,5359
50163,María de Huerva,2013,5315
50163,María de Huerva,2012,5265
50163,María de Huerva,2011,5048
50163,María de Huerva,2010,4729
50902,Marracos,2020,84
50902,Marracos,2019,86
50902,Marracos,2018,86
50902,Marracos,2017,89
50902,Marracos,2016,91
50902,Marracos,2015,94
50902,Marracos,2014,97
50902,Marracos,2013,101
50902,Marracos,2012,106
50902,Marracos,2011,110
50902,Marracos,2010,100
50164,Mediana de Aragón,2020,447
50164,Mediana de Aragón,2019,461
50164,Mediana de Aragón,2018,465
50164,Mediana de Aragón,2017,468
50164,Mediana de Aragón,2016,443
50164,Mediana de Aragón,2015,457
50164,Mediana de Aragón,2014,473
50164,Mediana de Aragón,2013,469
50164,Mediana de Aragón,2012,468
50164,Mediana de Aragón,2011,470
50164,Mediana de Aragón,2010,481
50165,Mequinenza,2020,2279
50165,Mequinenza,2019,2324
50165,Mequinenza,2018,2301
50165,Mequinenza,2017,2329
50165,Mequinenza,2016,2316
50165,Mequinenza,2015,2311
50165,Mequinenza,2014,2393
50165,Mequinenza,2013,2436
50165,Mequinenza,2012,2449
50165,Mequinenza,2011,2478
50165,Mequinenza,2010,2495
50166,Mesones de Isuela,2020,257
50166,Mesones de Isuela,2019,264
50166,Mesones de Isuela,2018,271
50166,Mesones de Isuela,2017,274
50166,Mesones de Isuela,2016,286
50166,Mesones de Isuela,2015,291
50166,Mesones de Isuela,2014,295
50166,Mesones de Isuela,2013,300
50166,Mesones de Isuela,2012,318
50166,Mesones de Isuela,2011,316
50166,Mesones de Isuela,2010,315
50167,Mezalocha,2020,233
50167,Mezalocha,2019,238
50167,Mezalocha,2018,240
50167,Mezalocha,2017,248
50167,Mezalocha,2016,254
50167,Mezalocha,2015,235
50167,Mezalocha,2014,241
50167,Mezalocha,2013,244
50167,Mezalocha,2012,210
50167,Mezalocha,2011,222
50167,Mezalocha,2010,226
50168,Mianos,2020,27
50168,Mianos,2019,30
50168,Mianos,2018,32
50168,Mianos,2017,32
50168,Mianos,2016,28
50168,Mianos,2015,31
50168,Mianos,2014,30
50168,Mianos,2013,33
50168,Mianos,2012,40
50168,Mianos,2011,41
50168,Mianos,2010,41
50169,Miedes de Aragón,2020,415
50169,Miedes de Aragón,2019,433
50169,Miedes de Aragón,2018,432
50169,Miedes de Aragón,2017,454
50169,Miedes de Aragón,2016,467
50169,Miedes de Aragón,2015,479
50169,Miedes de Aragón,2014,464
50169,Miedes de Aragón,2013,470
50169,Miedes de Aragón,2012,458
50169,Miedes de Aragón,2011,462
50169,Miedes de Aragón,2010,475
50170,Monegrillo,2020,394
50170,Monegrillo,2019,405
50170,Monegrillo,2018,413
50170,Monegrillo,2017,419
50170,Monegrillo,2016,418
50170,Monegrillo,2015,431
50170,Monegrillo,2014,440
50170,Monegrillo,2013,458
50170,Monegrillo,2012,464
50170,Monegrillo,2011,472
50170,Monegrillo,2010,479
50171,Moneva,2020,114
50171,Moneva,2019,97
50171,Moneva,2018,94
50171,Moneva,2017,103
50171,Moneva,2016,111
50171,Moneva,2015,112
50171,Moneva,2014,111
50171,Moneva,2013,116
50171,Moneva,2012,117
50171,Moneva,2011,129
50171,Moneva,2010,122
50172,Monreal de Ariza,2020,189
50172,Monreal de Ariza,2019,200
50172,Monreal de Ariza,2018,212
50172,Monreal de Ariza,2017,208
50172,Monreal de Ariza,2016,214
50172,Monreal de Ariza,2015,222
50172,Monreal de Ariza,2014,233
50172,Monreal de Ariza,2013,231
50172,Monreal de Ariza,2012,226
50172,Monreal de Ariza,2011,186
50172,Monreal de Ariza,2010,189
50173,Monterde,2020,143
50173,Monterde,2019,157
50173,Monterde,2018,159
50173,Monterde,2017,168
50173,Monterde,2016,198
50173,Monterde,2015,278
50173,Monterde,2014,168
50173,Monterde,2013,161
50173,Monterde,2012,169
50173,Monterde,2011,190
50173,Monterde,2010,194
50174,Montón,2020,90
50174,Montón,2019,94
50174,Montón,2018,94
50174,Montón,2017,94
50174,Montón,2016,103
50174,Montón,2015,105
50174,Montón,2014,114
50174,Montón,2013,115
50174,Montón,2012,133
50174,Montón,2011,136
50174,Montón,2010,132
50175,Morata de Jalón,2020,1066
50175,Morata de Jalón,2019,1079
50175,Morata de Jalón,2018,1097
50175,Morata de Jalón,2017,1146
50175,Morata de Jalón,2016,1177
50175,Morata de Jalón,2015,1204
50175,Morata de Jalón,2014,1209
50175,Morata de Jalón,2013,1259
50175,Morata de Jalón,2012,1266
50175,Morata de Jalón,2011,1314
50175,Morata de Jalón,2010,1352
50176,Morata de Jiloca,2020,276
