year,name,cp,nacidos,defunciones,saldo
2016,Teruel,Alcañiz (44013),148,141,7
2016,Teruel,Alcorisa (44014),29,34,-5
2016,Teruel,Alfambra (44016),3,6,-3
2016,Teruel,Aliaga (44017),4,5,-1
2016,Teruel,Allepuz (44021),2,2,0
2016,Teruel,Alloza (44022),4,5,-1
2016,Teruel,Almohaja (44018),0,1,-1
2016,Teruel,Alobras (44019),0,1,-1
2016,Teruel,Alpeñés (44020),0,1,-1
2016,Teruel,Andorra (44025),81,81,0
2016,Teruel,Arcos de las Salinas (44026),3,1,2
2016,Teruel,Arens de Lledó (44027),1,5,-4
2016,Teruel,Argente (44028),1,5,-4
2016,Teruel,Ariño (44029),3,7,-4
2016,Teruel,Azaila (44031),1,2,-1
2016,Teruel,Barrachina (44035),0,4,-4
2016,Teruel,Bañón (44034),1,5,-4
2016,Teruel,Beceite (44037),2,5,-3
2016,Teruel,Bello (44039),0,4,-4
2016,Teruel,Belmonte de San José (44038),2,3,-1
2016,Teruel,Berge (44040),2,5,-3
2016,Teruel,Bezas (44041),0,1,-1
2016,Teruel,Blancas (44042),0,6,-6
2016,Teruel,Blesa (44043),0,4,-4
2016,Teruel,Bordón (44044),0,4,-4
2016,Teruel,Bronchales (44045),2,2,0
2016,Teruel,Bueña (44046),0,3,-3
2016,Teruel,Bádenas (44032),0,1,-1
2016,Teruel,Báguena (44033),1,7,-6
2016,Teruel,Cabra de Mora (44048),0,2,-2
2016,Teruel,Calaceite (44049),9,12,-3
2016,Teruel,Calamocha (44050),41,56,-15
2016,Teruel,Calanda (44051),20,56,-36
2016,Teruel,Calomarde (44052),0,1,-1
2016,Teruel,Camarena de la Sierra (44054),0,2,-2
2016,Teruel,Camarillas (44055),2,3,-1
2016,Teruel,Camañas (44053),1,2,-1
2016,Teruel,Caminreal (44056),3,12,-9
2016,Teruel,Cantavieja (44059),3,9,-6
2016,Teruel,Cascante del Río (44064),0,1,-1
2016,Teruel,Castejón de Tornos (44065),0,1,-1
2016,Teruel,Castel de Cabra (44066),1,5,-4
2016,Teruel,Castellar (El) (44070),0,2,-2
2016,Teruel,Castellote (44071),2,9,-7
2016,Teruel,Castelnou (44067),5,2,3
2016,Teruel,Castelserás (44068),6,11,-5
2016,Teruel,Cañada de Benatanduz (44060),0,,0
2016,Teruel,Cañada de Verich (La) (44061),0,2,-2
2016,Teruel,Cañada Vellida (44062),0,2,-2
2016,Teruel,Cañizar del Olivar (44063),3,1,2
2016,Teruel,Cedrillas (44074),5,6,-1
2016,Teruel,Celadas (44075),4,4,0
2016,Teruel,Cella (44076),21,26,-5
2016,Teruel,Cerollera (La) (44077),2,1,1
2016,Teruel,Codoñera (La) (44080),2,4,-2
2016,Teruel,Corbalán (44082),1,2,-1
2016,Teruel,Cortes de Aragón (44084),1,2,-1
2016,Teruel,Cretas (44086),1,11,-10
2016,Teruel,Crivillén (44087),0,1,-1
2016,Teruel,Cuba (La) (44088),0,1,-1
2016,Teruel,Cubla (44089),0,1,-1
2016,Teruel,Cucalón (44090),0,1,-1
2016,Teruel,Cuervo (El) (44092),0,2,-2
2016,Teruel,Cuevas de Almudén (44093),2,2,0
2016,Teruel,Cuevas Labradas (44094),0,2,-2
2016,Teruel,Ejulve (44096),0,4,-4
2016,Teruel,Escorihuela (44097),0,8,-8
2016,Teruel,Escucha (44099),7,8,-1
2016,Teruel,Estercuel (44100),0,3,-3
2016,Teruel,Formiche Alto (44103),1,4,-3
2016,Teruel,Fortanete (44106),1,3,-2
2016,Teruel,Foz-Calanda (44107),1,2,-1
2016,Teruel,Fresneda (La) (44108),2,8,-6
2016,Teruel,Frías de Albarracín (44109),1,1,0
2016,Teruel,Fuenferrada (44110),0,1,-1
2016,Teruel,Fuentes Claras (44112),0,9,-9
2016,Teruel,Fuentes de Rubielos (44113),2,1,1
2016,Teruel,Fuentespalda (44114),2,5,-3
2016,Teruel,Fórnoles (44105),1,2,-1
2016,Teruel,Gargallo (44116),1,3,-2
2016,Teruel,Gea de Albarracín (44117),2,10,-8
2016,Teruel,Ginebrosa (La) (44118),3,2,1
2016,Teruel,Griegos (44119),0,2,-2
2016,Teruel,Guadalaviar (44120),2,3,-1
2016,Teruel,Gúdar (44121),1,,1
2016,Teruel,Hinojosa de Jarque (44123),2,1,1
2016,Teruel,Hoz de la Vieja (La) (44124),0,2,-2
2016,Teruel,Huesa del Común (44125),0,3,-3
2016,Teruel,Híjar (44122),8,25,-17
2016,Teruel,Iglesuela del Cid (La) (44126),1,3,-2
2016,Teruel,Jabaloyas (44127),0,2,-2
2016,Teruel,Jarque de la Val (44128),0,2,-2
2016,Teruel,Jatiel (44129),1,1,0
2016,Teruel,Jorcas (44130),1,,1
2016,Teruel,Josa (44131),1,,1
2016,Teruel,Lagueruela (44132),4,2,2
2016,Teruel,Libros (44135),0,5,-5
2016,Teruel,Lidón (44136),0,1,-1
2016,Teruel,Linares de Mora (44137),3,4,-1
2016,Teruel,Lledó (44141),3,3,0
2016,Teruel,Loscos (44138),0,2,-2
2016,Teruel,Manzanera (44143),7,5,2
2016,Teruel,Martín del Río (44144),5,2,3
2016,Teruel,Mas de las Matas (44145),5,22,-17
2016,Teruel,Mata de los Olmos (La) (44146),3,1,2
2016,Teruel,Mazaleón (44147),4,7,-3
2016,Teruel,Mezquita de Jarque (44148),1,3,-2
2016,Teruel,Mirambel (44149),0,2,-2
2016,Teruel,Molinos (44151),2,7,-5
2016,Teruel,Monforte de Moyuela (44152),0,1,-1
2016,Teruel,Monreal del Campo (44153),13,34,-21
2016,Teruel,Monroyo (44154),3,6,-3
2016,Teruel,Montalbán (44155),6,15,-9
2016,Teruel,Monteagudo del Castillo (44156),1,,1
2016,Teruel,Monterde de Albarracín (44157),0,4,-4
2016,Teruel,Mora de Rubielos (44158),16,19,-3
2016,Teruel,Mosqueruela (44160),4,10,-6
2016,Teruel,Muniesa (44161),3,11,-8
2016,Teruel,Noguera de Albarracín (44163),0,3,-3
2016,Teruel,Nogueruelas (44165),1,3,-2
2016,Teruel,Odón (44168),1,4,-3
2016,Teruel,Ojos Negros (44169),1,7,-6
2016,Teruel,Olba (44171),0,7,-7
2016,Teruel,Oliete (44172),0,5,-5
2016,Teruel,Olmos (Los) (44173),1,2,-1
2016,Teruel,Orihuela del Tremedal (44174),2,4,-2
2016,Teruel,Orrios (44175),1,3,-2
2016,Teruel,Palomar de Arroyos (44176),0,4,-4
2016,Teruel,Pancrudo (44177),2,4,-2
2016,Teruel,Parras de Castellote (Las) (44178),0,2,-2
2016,Teruel,Peralejos (44181),1,6,-5
2016,Teruel,Perales del Alfambra (44182),0,4,-4
2016,Teruel,Peñarroya de Tastavins (44179),3,6,-3
2016,Teruel,Plou (44184),1,,1
2016,Teruel,Pobo (El) (44185),1,4,-3
2016,Teruel,Portellada (La) (44187),1,4,-3
2016,Teruel,Pozondón (44189),0,2,-2
2016,Teruel,Pozuel del Campo (44190),0,1,-1
2016,Teruel,Puebla de Híjar (La) (44191),12,13,-1
2016,Teruel,Puebla de Valverde (La) (44192),6,9,-3
2016,Teruel,Puertomingalvo (44193),1,5,-4
2016,Teruel,Rillo (44195),0,2,-2
2016,Teruel,Riodeva (44196),0,2,-2
2016,Teruel,Royuela (44198),0,2,-2
2016,Teruel,Rubielos de la Cérida (44200),0,1,-1
2016,Teruel,Rubielos de Mora (44201),4,7,-3
2016,Teruel,Ráfales (44194),2,2,0
2016,Teruel,Ródenas (44197),0,2,-2
2016,Teruel,Salcedillo (44203),0,1,-1
2016,Teruel,Saldón (44204),0,1,-1
2016,Teruel,Samper de Calanda (44205),1,14,-13
2016,Teruel,San Agustín (44206),1,1,0
2016,Teruel,San Martín del Río (44207),0,3,-3
2016,Teruel,Santa Cruz de Nogueras (44208),0,,0
2016,Teruel,Santa Eulalia (44209),8,19,-11
2016,Teruel,Sarrión (44210),16,15,1
2016,Teruel,Seno (44212),0,3,-3
2016,Teruel,Singra (44213),0,1,-1
2016,Teruel,Terriente (44215),1,,1
2016,Teruel,Teruel (44216),330,316,14
2016,Teruel,Tormón (44218),0,1,-1
2016,Teruel,Tornos (44219),1,6,-5
2016,Teruel,Torralba de los Sisones (44220),0,2,-2
2016,Teruel,Torre del Compte (44225),0,1,-1
2016,Teruel,Torre los Negros (44227),0,2,-2
2016,Teruel,Torrecilla de Alcañiz (44221),2,4,-2
2016,Teruel,Torrecilla del Rebollar (44222),0,1,-1
2016,Teruel,Torrelacárcel (44226),1,5,-4
2016,Teruel,Torremocha de Jiloca (44228),0,3,-3
2016,Teruel,Torres de Albarracín (44229),1,3,-2
2016,Teruel,Torrevelilla (44230),3,4,-1
2016,Teruel,Torrijas (44231),0,1,-1
2016,Teruel,Torrijo del Campo (44232),1,5,-4
2016,Teruel,Tramacastilla (44235),0,1,-1
2016,Teruel,Tronchón (44236),0,1,-1
2016,Teruel,Urrea de Gaén (44237),2,5,-3
2016,Teruel,Utrillas (44238),17,28,-11
2016,Teruel,Valbona (44240),2,4,-2
2016,Teruel,Valdealgorfa (44241),3,9,-6
2016,Teruel,Valdelinares (44244),0,1,-1
2016,Teruel,Valdeltormo (44245),4,6,-2
2016,Teruel,Valderrobres (44246),25,30,-5
2016,Teruel,Valjunquera (44247),3,10,-7
2016,Teruel,Villafranca del Campo (44251),2,6,-4
2016,Teruel,Villar del Cobo (44257),1,,1
2016,Teruel,Villar del Salz (44258),0,1,-1
2016,Teruel,Villarluengo (44260),0,2,-2
2016,Teruel,Villarquemado (44261),8,11,-3
2016,Teruel,Villarroya de los Pinares (44262),1,3,-2
2016,Teruel,Villastar (44263),7,8,-1
2016,Teruel,Villel (44264),1,4,-3
2016,Teruel,Vinaceite (44265),3,4,-1
2016,Teruel,Visiedo (44266),3,6,-3
2016,Teruel,Vivel del Río Martín (44267),1,1,0
2015,Teruel,Aguaviva (44004),4,7,-3
2015,Teruel,Aguilar del Alfambra (44005),2,2,0
2015,Teruel,Alacón (44006),0,6,-6
2015,Teruel,Alba (44007),1,7,-6
2015,Teruel,Albalate del Arzobispo (44008),15,28,-13
2015,Teruel,Albarracín (44009),8,17,-9
2015,Teruel,Albentosa (44010),1,3,-2
2015,Teruel,Alcaine (44011),1,3,-2
2015,Teruel,Alcalá de la Selva (44012),0,,0
2015,Teruel,Alcañiz (44013),156,148,8
2015,Teruel,Alcorisa (44014),29,37,-8
2015,Teruel,Alfambra (44016),2,5,-3
2015,Teruel,Aliaga (44017),1,2,-1
2015,Teruel,Allepuz (44021),0,,0
2015,Teruel,Alloza (44022),4,8,-4
2015,Teruel,Alobras (44019),0,4,-4
2015,Teruel,Andorra (44025),43,77,-34
2015,Teruel,Arcos de las Salinas (44026),0,1,-1
2015,Teruel,Arens de Lledó (44027),1,4,-3
2015,Teruel,Argente (44028),0,4,-4
2015,Teruel,Ariño (44029),7,15,-8
2015,Teruel,Azaila (44031),0,2,-2
2015,Teruel,Barrachina (44035),0,1,-1
2015,Teruel,Beceite (44037),7,4,3
2015,Teruel,Bello (44039),0,1,-1
2015,Teruel,Belmonte de San José (44038),0,5,-5
2015,Teruel,Berge (44040),6,,6
2015,Teruel,Bezas (44041),0,3,-3
2015,Teruel,Blancas (44042),0,1,-1
2015,Teruel,Blesa (44043),0,2,-2
2015,Teruel,Bordón (44044),1,1,0
2015,Teruel,Bronchales (44045),1,4,-3
2015,Teruel,Bueña (44046),0,1,-1
2015,Teruel,Burbáguena (44047),0,12,-12
2015,Teruel,Bádenas (44032),0,1,-1
2015,Teruel,Báguena (44033),0,9,-9
2015,Teruel,Cabra de Mora (44048),0,2,-2
2015,Teruel,Calaceite (44049),7,10,-3
2015,Teruel,Calamocha (44050),30,69,-39
2015,Teruel,Calanda (44051),23,45,-22
2015,Teruel,Calomarde (44052),0,1,-1
2015,Teruel,Camarena de la Sierra (44054),2,3,-1
2015,Teruel,Camarillas (44055),0,2,-2
2015,Teruel,Camañas (44053),1,3,-2
2015,Teruel,Caminreal (44056),0,17,-17
2015,Teruel,Cantavieja (44059),4,8,-4
2015,Teruel,Cascante del Río (44064),0,2,-2
2015,Teruel,Castejón de Tornos (44065),0,1,-1
2015,Teruel,Castel de Cabra (44066),1,2,-1
2015,Teruel,Castellar (El) (44070),0,2,-2
2015,Teruel,Castellote (44071),2,11,-9
2015,Teruel,Castelnou (44067),2,5,-3
2015,Teruel,Castelserás (44068),2,14,-12
2015,Teruel,Cañada de Verich (La) (44061),0,2,-2
2015,Teruel,Cañada Vellida (44062),0,1,-1
2015,Teruel,Cañizar del Olivar (44063),2,,2
2015,Teruel,Cedrillas (44074),5,6,-1
2015,Teruel,Celadas (44075),2,8,-6
2015,Teruel,Cella (44076),18,45,-27
2015,Teruel,Cerollera (La) (44077),0,6,-6
2015,Teruel,Codoñera (La) (44080),0,3,-3
2015,Teruel,Cortes de Aragón (44084),1,3,-2
2015,Teruel,Cosa (44085),0,1,-1
2015,Teruel,Cretas (44086),5,8,-3
2015,Teruel,Crivillén (44087),0,1,-1
2015,Teruel,Cuba (La) (44088),1,1,0
2015,Teruel,Cubla (44089),0,2,-2
2015,Teruel,Cuervo (El) (44092),0,1,-1
2015,Teruel,Cuevas de Almudén (44093),0,3,-3
2015,Teruel,Cuevas Labradas (44094),1,5,-4
2015,Teruel,Ejulve (44096),0,2,-2
2015,Teruel,Escorihuela (44097),0,3,-3
2015,Teruel,Escucha (44099),12,7,5
2015,Teruel,Estercuel (44100),1,6,-5
2015,Teruel,Formiche Alto (44103),0,,0
2015,Teruel,Fortanete (44106),2,3,-1
2015,Teruel,Foz-Calanda (44107),1,4,-3
2015,Teruel,Fresneda (La) (44108),3,7,-4
2015,Teruel,Fuenferrada (44110),0,2,-2
2015,Teruel,Fuentes Calientes (44111),2,2,0
2015,Teruel,Fuentes Claras (44112),5,14,-9
2015,Teruel,Fuentes de Rubielos (44113),0,2,-2
2015,Teruel,Fuentespalda (44114),2,3,-1
2015,Teruel,Fórnoles (44105),0,2,-2
2015,Teruel,Galve (44115),0,4,-4
2015,Teruel,Gargallo (44116),0,1,-1
2015,Teruel,Gea de Albarracín (44117),1,6,-5
2015,Teruel,Ginebrosa (La) (44118),1,4,-3
2015,Teruel,Griegos (44119),0,3,-3
2015,Teruel,Guadalaviar (44120),1,4,-3
2015,Teruel,Gúdar (44121),1,1,0
2015,Teruel,Hinojosa de Jarque (44123),0,1,-1
2015,Teruel,Hoz de la Vieja (La) (44124),1,2,-1
2015,Teruel,Huesa del Común (44125),0,4,-4
2015,Teruel,Híjar (44122),6,28,-22
2015,Teruel,Iglesuela del Cid (La) (44126),2,11,-9
2015,Teruel,Jarque de la Val (44128),0,3,-3
2015,Teruel,Jorcas (44130),1,2,-1
2015,Teruel,Josa (44131),0,1,-1
2015,Teruel,Lagueruela (44132),2,,2
2015,Teruel,Libros (44135),0,4,-4
2015,Teruel,Lidón (44136),0,1,-1
2015,Teruel,Linares de Mora (44137),0,4,-4
2015,Teruel,Lledó (44141),0,,0
2015,Teruel,Loscos (44138),0,4,-4
2015,Teruel,Manzanera (44143),4,5,-1
2015,Teruel,Martín del Río (44144),2,5,-3
2015,Teruel,Mas de las Matas (44145),8,17,-9
2015,Teruel,Mata de los Olmos (La) (44146),1,2,-1
2015,Teruel,Mazaleón (44147),1,8,-7
2015,Teruel,Mezquita de Jarque (44148),0,2,-2
2015,Teruel,Mirambel (44149),0,3,-3
2015,Teruel,Molinos (44151),0,4,-4
2015,Teruel,Monforte de Moyuela (44152),0,1,-1
2015,Teruel,Monreal del Campo (44153),31,53,-22
2015,Teruel,Monroyo (44154),2,3,-1
2015,Teruel,Montalbán (44155),9,21,-12
2015,Teruel,Monterde de Albarracín (44157),0,3,-3
2015,Teruel,Mora de Rubielos (44158),11,23,-12
2015,Teruel,Mosqueruela (44160),6,7,-1
2015,Teruel,Muniesa (44161),4,12,-8
2015,Teruel,Noguera de Albarracín (44163),0,1,-1
2015,Teruel,Nogueruelas (44165),1,2,-1
2015,Teruel,Obón (44167),0,3,-3
2015,Teruel,Ojos Negros (44169),3,6,-3
2015,Teruel,Olba (44171),1,3,-2
2015,Teruel,Oliete (44172),2,7,-5
2015,Teruel,Olmos (Los) (44173),1,1,0
2015,Teruel,Orihuela del Tremedal (44174),1,5,-4
2015,Teruel,Orrios (44175),0,3,-3
2015,Teruel,Palomar de Arroyos (44176),3,3,0
2015,Teruel,Pancrudo (44177),0,4,-4
2015,Teruel,Peralejos (44181),1,6,-5
2015,Teruel,Perales del Alfambra (44182),1,5,-4
2015,Teruel,Peñarroya de Tastavins (44179),2,8,-6
2015,Teruel,Pitarque (44183),0,2,-2
2015,Teruel,Pobo (El) (44185),1,,1
2015,Teruel,Portellada (La) (44187),1,3,-2
2015,Teruel,Pozondón (44189),0,3,-3
2015,Teruel,Pozuel del Campo (44190),0,4,-4
2015,Teruel,Puebla de Híjar (La) (44191),5,6,-1
2015,Teruel,Puebla de Valverde (La) (44192),3,7,-4
2015,Teruel,Puertomingalvo (44193),0,5,-5
2015,Teruel,Rillo (44195),0,5,-5
2015,Teruel,Riodeva (44196),0,5,-5
2015,Teruel,Royuela (44198),0,6,-6
2015,Teruel,Rubielos de Mora (44201),3,6,-3
2015,Teruel,Ráfales (44194),3,2,1
