cp,nombre,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
44125,Huesa del Común,2,0,1,2,1,2,2,0,0,1,0,0,1,1,1,0,0,2,1,5,1,2,1,0,3,0,1,0,1,0,1,0,0,0,0,0
44126,Iglesuela del Cid La,6,1,2,5,3,4,2,7,3,4,5,3,5,3,1,9,5,3,2,2,1,1,3,2,5,1,2,4,1,2,0,0,0,0,0,2
44127,Jabaloyas,2,0,0,0,1,0,1,1,0,1,1,2,1,0,1,3,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44128,Jarque de la Val,1,1,1,0,1,1,0,0,0,2,1,2,1,2,1,0,1,2,2,2,1,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0
44129,Jatiel,0,0,0,1,2,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44130,Jorcas,0,1,0,1,0,0,0,2,1,2,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
44131,Josa,0,0,1,3,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44132,Lagueruela,2,1,1,1,1,0,1,2,5,2,0,0,2,0,0,1,2,3,1,0,5,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0
44133,Lanzuela,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
44135,Libros,0,2,0,1,2,4,0,1,1,2,1,1,0,1,1,3,0,1,2,6,7,3,3,1,2,0,0,0,0,0,2,3,0,0,0,1
44136,Lidón,1,1,0,1,0,0,0,1,1,2,1,1,1,3,2,2,6,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44137,Linares de Mora,5,3,1,5,1,3,1,3,4,3,0,2,1,2,1,3,2,4,4,2,2,4,2,0,1,3,2,0,1,0,0,2,0,0,0,0
44141,Lledó,7,6,2,2,1,2,3,1,1,1,1,3,3,1,0,0,0,0,2,2,2,0,4,1,2,0,1,1,1,1,0,0,1,0,0,0
44138,Loscos,0,0,3,1,2,2,1,2,4,3,0,1,2,1,2,2,4,4,3,2,3,1,3,1,0,4,1,1,3,0,0,0,0,0,0,0
44142,Maicas,1,1,1,2,1,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44143,Manzanera,3,7,3,3,5,7,7,6,5,7,9,1,6,3,4,5,6,2,1,4,2,6,0,6,4,1,1,0,0,1,0,0,0,1,0,0
44144,Martín del Río,5,6,2,6,3,2,4,7,5,5,2,4,3,2,3,4,5,6,9,7,5,4,5,7,1,4,4,4,0,0,0,0,1,0,0,1
44145,Mas de las Matas,22,21,10,9,13,18,18,17,11,14,13,16,16,11,14,10,15,16,18,11,15,12,10,14,9,2,7,8,2,2,5,2,0,2,1,1
44146,Mata de los Olmos La,4,1,6,4,0,4,3,3,0,1,3,3,1,1,3,2,3,3,4,1,1,0,3,1,1,2,1,2,1,0,0,0,0,0,0,0
44147,Mazaleón,3,5,6,4,6,7,4,5,9,4,4,4,7,5,8,7,8,6,4,9,5,6,1,6,4,1,2,0,2,0,1,3,0,0,0,1
44148,Mezquita de Jarque,1,3,4,0,1,0,0,2,0,1,1,0,4,0,2,2,1,2,2,2,1,2,0,1,1,0,0,0,2,0,1,1,0,0,1,0
44149,Mirambel,1,2,3,0,2,3,0,1,0,1,1,1,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
44150,Miravete de la Sierra,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0
