year,cp,name,population
1900,44006,Alacón,931
1910,44006,Alacón,1007
1920,44006,Alacón,1070
1930,44006,Alacón,1038
1940,44006,Alacón,1071
1950,44006,Alacón,1060
1960,44006,Alacón,990
1970,44006,Alacón,729
1981,44006,Alacón,543
1991,44006,Alacón,527
2001,44006,Alacón,409
2011,44006,Alacón,333
2018,44006,Alacón,264
2019,44006,Alacón,252
1900,44022,Alloza,1773
1910,44022,Alloza,1926
1920,44022,Alloza,1882
1930,44022,Alloza,1651
1940,44022,Alloza,1773
1950,44022,Alloza,1730
1960,44022,Alloza,1791
1970,44022,Alloza,1169
1981,44022,Alloza,1006
1991,44022,Alloza,913
2001,44022,Alloza,720
2011,44022,Alloza,671
2018,44022,Alloza,582
2019,44022,Alloza,64
1900,44025,Andorra,2704
1910,44025,Andorra,2979
1920,44025,Andorra,3084
1930,44025,Andorra,3195
1940,44025,Andorra,3195
1950,44025,Andorra,4472
1960,44025,Andorra,7821
1970,44025,Andorra,6609
1981,44025,Andorra,8221
1991,44025,Andorra,8680
2001,44025,Andorra,7816
2011,44025,Andorra,8212
2018,44025,Andorra,7633
2019,44025,Andorra,7472
1900,44029,Ariño,1366
1910,44029,Ariño,1506
1920,44029,Ariño,1555
1930,44029,Ariño,1329
1940,44029,Ariño,1288
1950,44029,Ariño,1571
1960,44029,Ariño,1744
1970,44029,Ariño,1125
1981,44029,Ariño,923
1991,44029,Ariño,956
2001,44029,Ariño,853
2011,44029,Ariño,861
2018,44029,Ariño,708
2019,44029,Ariño,724
1900,44087,Crivillén,937
1910,44087,Crivillén,997
1920,44087,Crivillén,845
1930,44087,Crivillén,762
1940,44087,Crivillén,795
1950,44087,Crivillén,778
1960,44087,Crivillén,653
1970,44087,Crivillén,334
1981,44087,Crivillén,161
1991,44087,Crivillén,157
2001,44087,Crivillén,122
2011,44087,Crivillén,89
2018,44087,Crivillén,68
2019,44087,Crivillén,62
1900,44096,Ejulve,1291
1910,44096,Ejulve,1413
1920,44096,Ejulve,1352
1930,44096,Ejulve,1139
1940,44096,Ejulve,967
1950,44096,Ejulve,923
1960,44096,Ejulve,791
1970,44096,Ejulve,431
1981,44096,Ejulve,289
1991,44096,Ejulve,236
2001,44096,Ejulve,220
2011,44096,Ejulve,205
2018,44096,Ejulve,180
2019,44096,Ejulve,175
1900,44100,Estercuel,964
1910,44100,Estercuel,1256
1920,44100,Estercuel,1152
1930,44100,Estercuel,1088
1940,44100,Estercuel,1109
1950,44100,Estercuel,1139
1960,44100,Estercuel,1041
1970,44100,Estercuel,630
1981,44100,Estercuel,423
1991,44100,Estercuel,423
2001,44100,Estercuel,314
2011,44100,Estercuel,266
2018,44100,Estercuel,210
2019,44100,Estercuel,203
1900,44116,Gargallo,644
1910,44116,Gargallo,609
1920,44116,Gargallo,614
1930,44116,Gargallo,503
1940,44116,Gargallo,494
1950,44116,Gargallo,480
1960,44116,Gargallo,376
1970,44116,Gargallo,180
1981,44116,Gargallo,151
1991,44116,Gargallo,140
2001,44116,Gargallo,126
2011,44116,Gargallo,124
2018,44116,Gargallo,89
2019,44116,Gargallo,93
1900,44172,Oliete,2146
1910,44172,Oliete,2533
1920,44172,Oliete,2327
1930,44172,Oliete,2258
1940,44172,Oliete,2044
1950,44172,Oliete,1943
1960,44172,Oliete,1711
1970,44172,Oliete,1035
1981,44172,Oliete,711
1991,44172,Oliete,574
2001,44172,Oliete,454
2011,44172,Oliete,448
2018,44172,Oliete,364
2019,44172,Oliete,351
