year,cp,name,population
1900,44008,Albalate del Arzobispo,4291
1910,44008,Albalate del Arzobispo,4537
1920,44008,Albalate del Arzobispo,4726
1930,44008,Albalate del Arzobispo,4640
1940,44008,Albalate del Arzobispo,4367
1950,44008,Albalate del Arzobispo,4341
1960,44008,Albalate del Arzobispo,3926
1970,44008,Albalate del Arzobispo,3044
1981,44008,Albalate del Arzobispo,2739
1991,44008,Albalate del Arzobispo,2449
2001,44008,Albalate del Arzobispo,2185
2011,44008,Albalate del Arzobispo,2079
2018,44008,Albalate del Arzobispo,2004
2019,44008,Albalate del Arzobispo,1980
1900,44031,Azaila,742
1910,44031,Azaila,778
1920,44031,Azaila,777
1930,44031,Azaila,672
1940,44031,Azaila,599
1950,44031,Azaila,579
1960,44031,Azaila,496
1970,44031,Azaila,392
1981,44031,Azaila,293
1991,44031,Azaila,243
2001,44031,Azaila,171
2011,44031,Azaila,129
2018,44031,Azaila,94
2019,44031,Azaila,90
1900,44067,Castelnou,680
1910,44067,Castelnou,549
1920,44067,Castelnou,505
1930,44067,Castelnou,492
1940,44067,Castelnou,442
1950,44067,Castelnou,352
1960,44067,Castelnou,300
1970,44067,Castelnou,216
1981,44067,Castelnou,148
1991,44067,Castelnou,123
2001,44067,Castelnou,109
2011,44067,Castelnou,178
2018,44067,Castelnou,160
2019,44067,Castelnou,58
1900,44122,Híjar,3330
1910,44122,Híjar,3776
1920,44122,Híjar,3850
1930,44122,Híjar,3807
1940,44122,Híjar,3688
1950,44122,Híjar,3586
1960,44122,Híjar,3128
1970,44122,Híjar,2501
1981,44122,Híjar,2240
1991,44122,Híjar,2102
2001,44122,Híjar,1928
2011,44122,Híjar,1813
2018,44122,Híjar,1709
2019,44122,Híjar,1721
1900,44129,Jatiel,255
1910,44129,Jatiel,252
1920,44129,Jatiel,257
1930,44129,Jatiel,254
1940,44129,Jatiel,260
1950,44129,Jatiel,218
1960,44129,Jatiel,186
1970,44129,Jatiel,104
1981,44129,Jatiel,66
1991,44129,Jatiel,76
2001,44129,Jatiel,54
2011,44129,Jatiel,49
2018,44129,Jatiel,40
2019,44129,Jatiel,37
1900,44191,La Puebla de Híjar,1921
1910,44191,La Puebla de Híjar,2360
1920,44191,La Puebla de Híjar,2724
1930,44191,La Puebla de Híjar,2849
1940,44191,La Puebla de Híjar,2542
1950,44191,La Puebla de Híjar,2738
1960,44191,La Puebla de Híjar,2559
1970,44191,La Puebla de Híjar,2118
1981,44191,La Puebla de Híjar,1597
1991,44191,La Puebla de Híjar,1247
2001,44191,La Puebla de Híjar,1046
2011,44191,La Puebla de Híjar,988
2018,44191,La Puebla de Híjar,908
2019,44191,La Puebla de Híjar,897
1900,44205,Samper de Calanda,2647
1910,44205,Samper de Calanda,2815
1920,44205,Samper de Calanda,2626
1930,44205,Samper de Calanda,2698
1940,44205,Samper de Calanda,2524
1950,44205,Samper de Calanda,2408
1960,44205,Samper de Calanda,2028
1970,44205,Samper de Calanda,1609
1981,44205,Samper de Calanda,1403
1991,44205,Samper de Calanda,1185
2001,44205,Samper de Calanda,971
2011,44205,Samper de Calanda,884
2018,44205,Samper de Calanda,783
2019,44205,Samper de Calanda,755
1900,44237,Urrea de Gaén,1195
1910,44237,Urrea de Gaén,1258
1920,44237,Urrea de Gaén,1372
1930,44237,Urrea de Gaén,1361
1940,44237,Urrea de Gaén,1285
1950,44237,Urrea de Gaén,1144
1960,44237,Urrea de Gaén,1027
1970,44237,Urrea de Gaén,835
1981,44237,Urrea de Gaén,757
1991,44237,Urrea de Gaén,700
2001,44237,Urrea de Gaén,582
2011,44237,Urrea de Gaén,514
2018,44237,Urrea de Gaén,436
2019,44237,Urrea de Gaén,435
1900,44265,Vinaceite,544
1910,44265,Vinaceite,654
1920,44265,Vinaceite,653
1930,44265,Vinaceite,729
1940,44265,Vinaceite,655
1950,44265,Vinaceite,626
1960,44265,Vinaceite,535
1970,44265,Vinaceite,473
1981,44265,Vinaceite,422
1991,44265,Vinaceite,359
2001,44265,Vinaceite,283
2011,44265,Vinaceite,298
2018,44265,Vinaceite,249
2019,44265,Vinaceite,251
