year,cp,name,population,superficie
1900,22208,Santa Cilia,567,28.08
1900,22209,Santa Cruz de la Serós,422,19.51
1900,22212,Santaliestra y San Quílez,366,23.34
1900,22213,Sariñena,4029,275.57
1900,22214,Secastilla,850,47.42
1900,22215,Seira,311,69
1900,22217,Sena,1071,104.69
1900,22218,Senés de Alcubierre,143,20.53
1900,22220,Sesa,881,30.84
1900,22221,Sesué,360,5.35
1900,22222,Siétamo,1584,48.98
1900,22223,Sopeira,889,44.09
1900,22225,Tamarite de Litera,3517,110.58
1900,22226,Tardienta,1531,90.65
1900,22227,Tella-Sin,717,90.33
1900,22228,Tierz,310,6.54
1900,22229,Tolva,962,58.97
1900,22230,Torla-Ordesa,988,185.21
1900,22232,Torralba de Aragón,443,40.39
1900,22233,Torre la Ribera,362,32.06
1900,22234,Torrente de Cinca,1382,56.77
1900,22235,Torres de Alcanadre,499,28.31
1900,22236,Torres de Barbués,202,13.94
1900,22239,Tramaced,111,15.42
1900,22242,Valfarta,309,33
1900,22243,Valle de Bardají,221,45.48
1900,22244,Valle de Lierp,212,32.76
1900,22245,Velilla de Cinca,1089,16.54
1900,22246,Beranuy,651,63.75
1900,22247,Viacamp y Litera,820,107.74
1900,22248,Vicién,374,13.76
1900,22249,Villanova,279,7.05
1900,22250,Villanúa,959,58.19
1900,22251,Villanueva de Sigena,900,75.99
1900,22252,Yebra de Basa,867,90.88
1900,22253,Yésero,288,30.23
1900,22254,Zaidín,1907,92.55
1900,22901,Valle de Hecho,2935,234.43
1900,22902,Puente la Reina de Jaca,848,48.13
1900,22903,San Miguel del Cinca,1922,106.49
1900,22904,La Sotonera,3972,165.54
1900,22905,Lupiñén-Ortilla,1138,110.07
1900,22906,Santa María de Dulcis,644,27
1900,22907,Aínsa-Sobrarbe,3680,284.77
1900,22908,Hoz y Costeán,1390,57.48
1910,22001,Abiego,1440,38.19
1910,22002,Abizanda,472,44.84
1910,22003,Adahuesca,631,52.47
1910,22004,Agüero,1253,94.16
1910,22006,Aísa,787,80.97
1910,22007,Albalate de Cinca,1636,44.23
1910,22008,Albalatillo,497,9.15
1910,22009,Albelda,1357,51.92
1910,22011,Albero Alto,383,19.28
1910,22012,Albero Bajo,214,22.22
1910,22013,Alberuela de Tubo,219,20.79
1910,22014,Alcalá de Gurrea,679,71.42
1910,22015,Alcalá del Obispo,1428,47.85
1910,22016,Alcampell,2388,58
1910,22017,Alcolea de Cinca,2504,83.24
1910,22018,Alcubierre,1500,115.31
1910,22019,Alerre,225,8.94
1910,22020,Alfántega,322,8.76
1910,22021,Almudévar,3163,201.49
1910,22022,Almunia de San Juan,1190,35.66
1910,22023,Almuniente,573,37.56
1910,22024,Alquézar,1356,32.36
1910,22025,Altorricón,621,32.41
1910,22027,Angüés,1983,56.51
1910,22028,Ansó,1474,223.08
1910,22029,Antillón,408,22.41
1910,22032,Aragüés del Puerto,542,64.44
1910,22035,Arén,2085,119.32
1910,22036,Argavieso,324,9
1910,22037,Arguis,580,62.75
1910,22039,Ayerbe,2727,63.89
1910,22040,Azanuy-Alins,1243,51.17
1910,22041,Azara,490,14.49
1910,22042,Azlor,576,15.89
1910,22043,Baélls,780,39.82
1910,22044,Bailo,1533,164.43
1910,22045,Baldellou,807,30.42
1910,22046,Ballobar,2389,127.73
1910,22047,Banastás,116,4.66
1910,22048,Barbastro,7417,107
1910,22049,Barbués,283,19.59
1910,22050,Barbuñales,401,18.75
1910,22051,Bárcabo,825,87.92
1910,22052,Belver de Cinca,1952,82.63
1910,22053,Benabarre,2966,157.14
1910,22054,Benasque,1331,233
1910,22055,Berbegal,1150,49.03
1910,22057,Bielsa,1035,202.41
1910,22058,Bierge,1680,145.03
1910,22059,Biescas,3618,189.09
1910,22060,Binaced,1925,78.49
1910,22061,Binéfar,2109,25
1910,22062,Bisaurri,892,63.19
1910,22063,Biscarrués,822,30.18
1910,22064,Blecua y Torres,784,36
1910,22066,Boltaña,1896,139.45
1910,22067,Bonansa,443,37.29
1910,22068,Borau,460,41.72
1910,22069,Broto,1822,128
1910,22072,Caldearenas,1512,192.31
1910,22074,Campo,828,22.86
1910,22075,Camporrells,902,26.71
1910,22076,Canal de Berdún,2066,133.27
1910,22077,Candasnos,1054,122.45
1910,22078,Canfranc,774,71.56
1910,22079,Capdesaso,511,17
1910,22080,Capella,1064,60.71
1910,22081,Casbas de Huesca,2155,132.69
1910,22082,Castejón del Puente,612,25.43
1910,22083,Castejón de Monegros,1575,17.56
1910,22084,Castejón de Sos,900,17.56
1910,22085,Castelflorite,285,34.76
1910,22086,Castiello de Jaca,531,17.31
1910,22087,Castigaleu,269,26.53
1910,22088,Castillazuelo,781,15.32
1910,22089,Castillonroy,887,37.58
1910,22090,Colungo,662,40.64
1910,22094,Chalamera,475,11
1910,22095,Chía,444,26
1910,22096,Chimillas,218,10.04
1910,22099,Esplús,747,73
1910,22102,Estada,514,15.87
1910,22103,Estadilla,1668,50.39
1910,22105,Estopiñán del Castillo,1443,88.71
1910,22106,Fago,372,28.76
1910,22107,Fanlo,1084,187
1910,22109,Fiscal,2495,170.06
1910,22110,Fonz,2338,51.86
1910,22111,Foradada del Toscar,686,106.25
1910,22112,Fraga,7418,437.64
1910,22113,La Fueva,2722,218.85
1910,22114,Gistaín,479,75
1910,22115,El Grado,1486,63.77
1910,22116,Grañén,1478,123.98
1910,22117,Graus,6478,299.79
1910,22119,Gurrea de Gállego,1642,191.97
1910,22122,Hoz de Jaca,159,12.45
1910,22124,Huerto,1026,86.72
1910,22125,Huesca,13964,161.04
1910,22126,Ibieca,402,14.94
1910,22127,Igriés,458,19.17
1910,22128,Ilche,691,63.72
1910,22129,Isábena,1288,118.53
1910,22130,Jaca,9172,406.34
1910,22131,Jasa,420,8
1910,22133,Labuerda,455,17.85
1910,22135,Laluenga,850,36.47
1910,22136,Lalueza,951,88.19
1910,22137,Lanaja,2090,183
1910,22139,Laperdiguera,364,11.32
1910,22141,Lascellas-Ponzano,990,27.33
1910,22142,Lascuarre,551,31.87
1910,22143,Laspaúles,1165,81.75
1910,22144,Laspuña,502,45.29
1910,22149,Loarre,1788,74.42
1910,22150,Loporzano,3181,169.28
1910,22151,Loscorrales,393,40.25
1910,22155,Monesma y Cajigar,561,62
1910,22156,Monflorite-Lascasas,491,29.16
1910,22157,Montanuy,1457,174
1910,22158,Monzón,5368,155.02
1910,22160,Naval,1439,47.32
1910,22162,Novales,459,20.08
1910,22163,Nueno,1230,147.24
1910,22164,Olvena,342,15.89
1910,22165,Ontiñena,1989,136.96
1910,22167,Osso de Cinca,812,27.66
1910,22168,Palo,311,14.41
1910,22170,Panticosa,835,95
1910,22172,Peñalba,1331,156
1910,22173,Las Peñas de Riglos,2633,217.87
1910,22174,Peralta de Alcofea,2320,116.14
1910,22175,Peralta de Calasanz,2464,114.88
1910,22176,Peraltilla,476,16
1910,22177,Perarrúa,694,30.05
1910,22178,Pertusa,623,29.37
1910,22181,Piracés,276,25.15
1910,22182,Plan,1096,92.53
1910,22184,Poleñino,556,33.02
1910,22186,Pozán de Vero,914,14.75
1910,22187,La Puebla de Castro,837,17.03
1910,22188,Puente de Montañana,809,48.56
1910,22189,Puértolas,1060,99.86
1910,22190,El Pueyo de Araguás,493,61.84
1910,22193,Pueyo de Santa Cruz,512,9.29
1910,22195,Quicena,285,9.67
1910,22197,Robres,1030,64
1910,22199,Sabiñánigo,5063,586.82
1910,22200,Sahún,711,73.36
1910,22201,Salas Altas,1071,20.74
1910,22202,Salas Bajas,588,12.93
1910,22203,Salillas,414,28.33
1910,22204,Sallent de Gállego,1427,162.14
1910,22205,San Esteban de Litera,1806,71
1910,22206,Sangarrén,532,32.22
1910,22207,San Juan de Plan,367,55.53
1910,22208,Santa Cilia,606,28.08
1910,22209,Santa Cruz de la Serós,412,19.51
1910,22212,Santaliestra y San Quílez,379,23.34
1910,22213,Sariñena,4424,275.57
1910,22214,Secastilla,855,47.42
1910,22215,Seira,309,69
1910,22217,Sena,1161,104.69
1910,22218,Senés de Alcubierre,178,20.53
1910,22220,Sesa,911,30.84
1910,22221,Sesué,385,5.35
1910,22222,Siétamo,1627,48.98
1910,22223,Sopeira,847,44.09
1910,22225,Tamarite de Litera,4156,110.58
1910,22226,Tardienta,1698,90.65
1910,22227,Tella-Sin,737,90.33
1910,22228,Tierz,316,6.54
1910,22229,Tolva,955,58.97
1910,22230,Torla-Ordesa,1016,185.21
1910,22232,Torralba de Aragón,420,40.39
1910,22233,Torre la Ribera,401,32.06
1910,22234,Torrente de Cinca,1409,56.77
1910,22235,Torres de Alcanadre,492,28.31
1910,22236,Torres de Barbués,238,13.94
1910,22239,Tramaced,111,15.42
1910,22242,Valfarta,346,33
1910,22243,Valle de Bardají,186,45.48
1910,22244,Valle de Lierp,231,32.76
1910,22245,Velilla de Cinca,1238,16.54
1910,22246,Beranuy,765,63.75
1910,22247,Viacamp y Litera,800,107.74
1910,22248,Vicién,328,13.76
1910,22249,Villanova,324,7.05
1910,22250,Villanúa,1114,58.19
1910,22251,Villanueva de Sigena,974,75.99
1910,22252,Yebra de Basa,888,90.88
1910,22253,Yésero,311,30.23
1910,22254,Zaidín,2091,92.55
1910,22901,Valle de Hecho,2701,234.43
1910,22902,Puente la Reina de Jaca,841,48.13
1910,22903,San Miguel del Cinca,1941,106.49
1910,22904,La Sotonera,4073,165.54
1910,22905,Lupiñén-Ortilla,1181,110.07
1910,22906,Santa María de Dulcis,622,27
1910,22907,Aínsa-Sobrarbe,3800,284.77
1910,22908,Hoz y Costeán,1383,57.48
1920,22001,Abiego,1401,38.19
1920,22002,Abizanda,446,44.84
1920,22003,Adahuesca,647,52.47
1920,22004,Agüero,1177,94.16
1920,22006,Aísa,814,80.97
1920,22007,Albalate de Cinca,1590,44.23
1920,22008,Albalatillo,549,9.15
1920,22009,Albelda,1481,51.92
1920,22011,Albero Alto,321,19.28
1920,22012,Albero Bajo,208,22.22
1920,22013,Alberuela de Tubo,244,20.79
1920,22014,Alcalá de Gurrea,883,71.42
1920,22015,Alcalá del Obispo,1332,47.85
1920,22016,Alcampell,2467,58
1920,22017,Alcolea de Cinca,2647,83.24
1920,22018,Alcubierre,1422,115.31
1920,22019,Alerre,222,8.94
1920,22020,Alfántega,279,8.76
1920,22021,Almudévar,3215,201.49
1920,22022,Almunia de San Juan,1213,35.66
1920,22023,Almuniente,626,37.56
1920,22024,Alquézar,1171,32.36
1920,22025,Altorricón,856,32.41
1920,22027,Angüés,1826,56.51
1920,22028,Ansó,1226,223.08
1920,22029,Antillón,422,22.41
1920,22032,Aragüés del Puerto,519,64.44
1920,22035,Arén,1933,119.32
1920,22036,Argavieso,331,9
1920,22037,Arguis,548,62.75
1920,22039,Ayerbe,2716,63.89
1920,22040,Azanuy-Alins,1203,51.17
1920,22041,Azara,458,14.49
1920,22042,Azlor,552,15.89
1920,22043,Baélls,780,39.82
1920,22044,Bailo,1427,164.43
1920,22045,Baldellou,644,30.42
1920,22046,Ballobar,2292,127.73
1920,22047,Banastás,141,4.66
1920,22048,Barbastro,8309,107
1920,22049,Barbués,253,19.59
1920,22050,Barbuñales,440,18.75
1920,22051,Bárcabo,803,87.92
1920,22052,Belver de Cinca,2056,82.63
1920,22053,Benabarre,2818,157.14
1920,22054,Benasque,1328,233
1920,22055,Berbegal,1079,49.03
1920,22057,Bielsa,1330,202.41
1920,22058,Bierge,1598,145.03
1920,22059,Biescas,3661,189.09
1920,22060,Binaced,2222,78.49
1920,22061,Binéfar,2755,25
1920,22062,Bisaurri,969,63.19
1920,22063,Biscarrués,886,30.18
1920,22064,Blecua y Torres,714,36
1920,22066,Boltaña,1871,139.45
1920,22067,Bonansa,398,37.29
1920,22068,Borau,371,41.72
1920,22069,Broto,1750,128
1920,22072,Caldearenas,1436,192.31
1920,22074,Campo,898,22.86
1920,22075,Camporrells,875,26.71
1920,22076,Canal de Berdún,1932,133.27
1920,22077,Candasnos,1063,122.45
1920,22078,Canfranc,1090,71.56
1920,22079,Capdesaso,425,17
1920,22080,Capella,1013,60.71
1920,22081,Casbas de Huesca,2054,132.69
1920,22082,Castejón del Puente,551,25.43
1920,22083,Castejón de Monegros,1502,17.56
1920,22084,Castejón de Sos,966,17.56
1920,22085,Castelflorite,266,34.76
1920,22086,Castiello de Jaca,506,17.31
1920,22087,Castigaleu,293,26.53
1920,22088,Castillazuelo,705,15.32
1920,22089,Castillonroy,907,37.58
1920,22090,Colungo,685,40.64
1920,22094,Chalamera,493,11
1920,22095,Chía,308,26
1920,22096,Chimillas,237,10.04
1920,22099,Esplús,1114,73
1920,22102,Estada,492,15.87
1920,22103,Estadilla,1548,50.39
1920,22105,Estopiñán del Castillo,1390,88.71
1920,22106,Fago,364,28.76
1920,22107,Fanlo,1033,187
1920,22109,Fiscal,2502,170.06
1920,22110,Fonz,2123,51.86
1920,22111,Foradada del Toscar,713,106.25
1920,22112,Fraga,7827,437.64
1920,22113,La Fueva,2576,218.85
1920,22114,Gistaín,592,75
1920,22115,El Grado,1616,63.77
1920,22116,Grañén,1460,123.98
1920,22117,Graus,6217,299.79
1920,22119,Gurrea de Gállego,1866,191.97
1920,22122,Hoz de Jaca,142,12.45
1920,22124,Huerto,1082,86.72
1920,22125,Huesca,16026,161.04
1920,22126,Ibieca,373,14.94
1920,22127,Igriés,411,19.17
1920,22128,Ilche,779,63.72
1920,22129,Isábena,1226,118.53
1920,22130,Jaca,9209,406.34
1920,22131,Jasa,525,8
1920,22133,Labuerda,505,17.85
1920,22135,Laluenga,863,36.47
1920,22136,Lalueza,1020,88.19
1920,22137,Lanaja,2088,183
1920,22139,Laperdiguera,363,11.32
1920,22141,Lascellas-Ponzano,871,27.33
1920,22142,Lascuarre,553,31.87
1920,22143,Laspaúles,1132,81.75
1920,22144,Laspuña,566,45.29
1920,22149,Loarre,1613,74.42
1920,22150,Loporzano,2833,169.28
1920,22151,Loscorrales,440,40.25
1920,22155,Monesma y Cajigar,590,62
1920,22156,Monflorite-Lascasas,428,29.16
1920,22157,Montanuy,1381,174
1920,22158,Monzón,5136,155.02
1920,22160,Naval,1132,47.32
1920,22162,Novales,460,20.08
1920,22163,Nueno,1132,147.24
1920,22164,Olvena,331,15.89
1920,22165,Ontiñena,1927,136.96
1920,22167,Osso de Cinca,885,27.66
1920,22168,Palo,270,14.41
1920,22170,Panticosa,931,95
1920,22172,Peñalba,1307,156
1920,22173,Las Peñas de Riglos,2429,217.87
1920,22174,Peralta de Alcofea,2038,116.14
1920,22175,Peralta de Calasanz,2361,114.88
1920,22176,Peraltilla,498,16
1920,22177,Perarrúa,661,30.05
1920,22178,Pertusa,616,29.37
1920,22181,Piracés,279,25.15
1920,22182,Plan,1113,92.53
1920,22184,Poleñino,523,33.02
1920,22186,Pozán de Vero,791,14.75
1920,22187,La Puebla de Castro,735,17.03
1920,22188,Puente de Montañana,801,48.56
1920,22189,Puértolas,1074,99.86
1920,22190,El Pueyo de Araguás,503,61.84
1920,22193,Pueyo de Santa Cruz,466,9.29
1920,22195,Quicena,302,9.67
1920,22197,Robres,1129,64
1920,22199,Sabiñánigo,4828,586.82
1920,22200,Sahún,686,73.36
1920,22201,Salas Altas,1004,20.74
1920,22202,Salas Bajas,587,12.93
1920,22203,Salillas,374,28.33
1920,22204,Sallent de Gállego,1387,162.14
1920,22205,San Esteban de Litera,1836,71
1920,22206,Sangarrén,614,32.22
1920,22207,San Juan de Plan,383,55.53
1920,22208,Santa Cilia,600,28.08
1920,22209,Santa Cruz de la Serós,332,19.51
1920,22212,Santaliestra y San Quílez,422,23.34
1920,22213,Sariñena,4490,275.57
1920,22214,Secastilla,845,47.42
1920,22215,Seira,494,69
1920,22217,Sena,1249,104.69
1920,22218,Senés de Alcubierre,188,20.53
1920,22220,Sesa,838,30.84
1920,22221,Sesué,301,5.35
1920,22222,Siétamo,1551,48.98
1920,22223,Sopeira,724,44.09
1920,22225,Tamarite de Litera,4488,110.58
1920,22226,Tardienta,1925,90.65
1920,22227,Tella-Sin,843,90.33
1920,22228,Tierz,307,6.54
1920,22229,Tolva,898,58.97
1920,22230,Torla-Ordesa,886,185.21
1920,22232,Torralba de Aragón,477,40.39
1920,22233,Torre la Ribera,438,32.06
1920,22234,Torrente de Cinca,1438,56.77
1920,22235,Torres de Alcanadre,493,28.31
1920,22236,Torres de Barbués,250,13.94
1920,22239,Tramaced,119,15.42
1920,22242,Valfarta,368,33
1920,22243,Valle de Bardají,202,45.48
1920,22244,Valle de Lierp,263,32.76
1920,22245,Velilla de Cinca,1183,16.54
1920,22246,Beranuy,659,63.75
1920,22247,Viacamp y Litera,808,107.74
1920,22248,Vicién,296,13.76
1920,22249,Villanova,352,7.05
1920,22250,Villanúa,847,58.19
1920,22251,Villanueva de Sigena,972,75.99
1920,22252,Yebra de Basa,926,90.88
1920,22253,Yésero,293,30.23
1920,22254,Zaidín,2100,92.55
1920,22901,Valle de Hecho,2504,234.43
1920,22902,Puente la Reina de Jaca,817,48.13
1920,22903,San Miguel del Cinca,1902,106.49
1920,22904,La Sotonera,3667,165.54
1920,22905,Lupiñén-Ortilla,1211,110.07
1920,22906,Santa María de Dulcis,583,27
1920,22907,Aínsa-Sobrarbe,3715,284.77
1920,22908,Hoz y Costeán,1313,57.48
1930,22001,Abiego,1181,38.19
1930,22002,Abizanda,437,44.84
1930,22003,Adahuesca,545,52.47
1930,22004,Agüero,1084,94.16
1930,22006,Aísa,631,80.97
1930,22007,Albalate de Cinca,1588,44.23
1930,22008,Albalatillo,564,9.15
1930,22009,Albelda,1271,51.92
1930,22011,Albero Alto,298,19.28
1930,22012,Albero Bajo,209,22.22
1930,22013,Alberuela de Tubo,232,20.79
1930,22014,Alcalá de Gurrea,1733,71.42
1930,22015,Alcalá del Obispo,1290,47.85
1930,22016,Alcampell,2250,58
1930,22017,Alcolea de Cinca,2173,83.24
1930,22018,Alcubierre,1298,115.31
1930,22019,Alerre,208,8.94
1930,22020,Alfántega,270,8.76
1930,22021,Almudévar,3700,201.49
1930,22022,Almunia de San Juan,1240,35.66
1930,22023,Almuniente,581,37.56
1930,22024,Alquézar,1038,32.36
1930,22025,Altorricón,921,32.41
1930,22027,Angüés,1649,56.51
1930,22028,Ansó,1240,223.08
1930,22029,Antillón,418,22.41
1930,22032,Aragüés del Puerto,535,64.44
1930,22035,Arén,1883,119.32
1930,22036,Argavieso,309,9
1930,22037,Arguis,518,62.75
1930,22039,Ayerbe,2625,63.89
1930,22040,Azanuy-Alins,1034,51.17
1930,22041,Azara,487,14.49
1930,22042,Azlor,501,15.89
1930,22043,Baélls,673,39.82
1930,22044,Bailo,1451,164.43
1930,22045,Baldellou,588,30.42
1930,22046,Ballobar,2230,127.73
1930,22047,Banastás,126,4.66
1930,22048,Barbastro,6561,107
1930,22049,Barbués,259,19.59
1930,22050,Barbuñales,390,18.75
1930,22051,Bárcabo,747,87.92
1930,22052,Belver de Cinca,1899,82.63
1930,22053,Benabarre,2704,157.14
1930,22054,Benasque,1215,233
1930,22055,Berbegal,1059,49.03
1930,22057,Bielsa,1346,202.41
1930,22058,Bierge,1531,145.03
1930,22059,Biescas,3320,189.09
1930,22060,Binaced,2234,78.49
1930,22061,Binéfar,3308,25
1930,22062,Bisaurri,998,63.19
1930,22063,Biscarrués,911,30.18
1930,22064,Blecua y Torres,700,36
1930,22066,Boltaña,1807,139.45
1930,22067,Bonansa,375,37.29
1930,22068,Borau,315,41.72
1930,22069,Broto,1678,128
1930,22072,Caldearenas,1256,192.31
1930,22074,Campo,765,22.86
1930,22075,Camporrells,804,26.71
1930,22076,Canal de Berdún,1766,133.27
1930,22077,Candasnos,907,122.45
1930,22078,Canfranc,1696,71.56
1930,22079,Capdesaso,449,17
1930,22080,Capella,1025,60.71
1930,22081,Casbas de Huesca,1909,132.69
1930,22082,Castejón del Puente,419,25.43
1930,22083,Castejón de Monegros,1407,17.56
1930,22084,Castejón de Sos,706,17.56
1930,22085,Castelflorite,251,34.76
1930,22086,Castiello de Jaca,544,17.31
1930,22087,Castigaleu,351,26.53
1930,22088,Castillazuelo,636,15.32
1930,22089,Castillonroy,831,37.58
1930,22090,Colungo,612,40.64
1930,22094,Chalamera,403,11
1930,22095,Chía,300,26
1930,22096,Chimillas,239,10.04
1930,22099,Esplús,1099,73
1930,22102,Estada,449,15.87
1930,22103,Estadilla,1489,50.39
1930,22105,Estopiñán del Castillo,1104,88.71
1930,22106,Fago,359,28.76
1930,22107,Fanlo,873,187
1930,22109,Fiscal,2285,170.06
1930,22110,Fonz,2126,51.86
1930,22111,Foradada del Toscar,688,106.25
1930,22112,Fraga,7480,437.64
1930,22113,La Fueva,2629,218.85
1930,22114,Gistaín,537,75
1930,22115,El Grado,1453,63.77
1930,22116,Grañén,1310,123.98
1930,22117,Graus,5986,299.79
1930,22119,Gurrea de Gállego,1813,191.97
1930,22122,Hoz de Jaca,154,12.45
1930,22124,Huerto,908,86.72
1930,22125,Huesca,17383,161.04
1930,22126,Ibieca,323,14.94
1930,22127,Igriés,419,19.17
1930,22128,Ilche,751,63.72
1930,22129,Isábena,1174,118.53
1930,22130,Jaca,10022,406.34
1930,22131,Jasa,374,8
1930,22133,Labuerda,459,17.85
1930,22135,Laluenga,871,36.47
1930,22136,Lalueza,1091,88.19
1930,22137,Lanaja,2103,183
1930,22139,Laperdiguera,342,11.32
1930,22141,Lascellas-Ponzano,783,27.33
1930,22142,Lascuarre,551,31.87
1930,22143,Laspaúles,1121,81.75
1930,22144,Laspuña,610,45.29
1930,22149,Loarre,1352,74.42
1930,22150,Loporzano,2533,169.28
1930,22151,Loscorrales,570,40.25
1930,22155,Monesma y Cajigar,569,62
1930,22156,Monflorite-Lascasas,447,29.16
1930,22157,Montanuy,1348,174
1930,22158,Monzón,5460,155.02
1930,22160,Naval,1001,47.32
1930,22162,Novales,454,20.08
1930,22163,Nueno,1130,147.24
1930,22164,Olvena,297,15.89
