cp,municipio,year,population
22109,Fiscal,2019,330
22109,Fiscal,2018,327
22109,Fiscal,2017,323
22109,Fiscal,2016,338
22109,Fiscal,2015,361
22109,Fiscal,2014,369
22109,Fiscal,2013,374
22109,Fiscal,2012,346
22109,Fiscal,2011,318
22109,Fiscal,2010,317
22110,Fonz,2020,851
22110,Fonz,2019,859
22110,Fonz,2018,870
22110,Fonz,2017,902
22110,Fonz,2016,918
22110,Fonz,2015,944
22110,Fonz,2014,960
22110,Fonz,2013,987
22110,Fonz,2012,982
22110,Fonz,2011,1021
22110,Fonz,2010,1035
22111,Foradada del Toscar,2020,162
22111,Foradada del Toscar,2019,172
22111,Foradada del Toscar,2018,173
22111,Foradada del Toscar,2017,178
22111,Foradada del Toscar,2016,183
22111,Foradada del Toscar,2015,187
22111,Foradada del Toscar,2014,192
22111,Foradada del Toscar,2013,197
22111,Foradada del Toscar,2012,208
22111,Foradada del Toscar,2011,211
22111,Foradada del Toscar,2010,215
22112,Fraga,2020,15353
22112,Fraga,2019,15033
22112,Fraga,2018,14979
22112,Fraga,2017,15024
22112,Fraga,2016,14925
22112,Fraga,2015,14921
22112,Fraga,2014,14926
22112,Fraga,2013,14834
22112,Fraga,2012,14655
22112,Fraga,2011,14426
22112,Fraga,2010,14539
22113,La Fueva,2020,600
22113,La Fueva,2019,587
22113,La Fueva,2018,597
22113,La Fueva,2017,608
22113,La Fueva,2016,611
22113,La Fueva,2015,622
22113,La Fueva,2014,622
22113,La Fueva,2013,618
22113,La Fueva,2012,641
22113,La Fueva,2011,634
22113,La Fueva,2010,619
22114,Gistaín,2020,147
22114,Gistaín,2019,142
22114,Gistaín,2018,149
22114,Gistaín,2017,142
22114,Gistaín,2016,137
22114,Gistaín,2015,138
22114,Gistaín,2014,143
22114,Gistaín,2013,144
22114,Gistaín,2012,147
22114,Gistaín,2011,150
22114,Gistaín,2010,145
22115,El Grado,2020,395
22115,El Grado,2019,400
22115,El Grado,2018,426
22115,El Grado,2017,422
22115,El Grado,2016,423
22115,El Grado,2015,433
22115,El Grado,2014,435
22115,El Grado,2013,448
22115,El Grado,2012,471
22115,El Grado,2011,484
22115,El Grado,2010,493
22116,Grañén,2020,1738
22116,Grañén,2019,1762
22116,Grañén,2018,1753
22116,Grañén,2017,1748
22116,Grañén,2016,1804
22116,Grañén,2015,1859
22116,Grañén,2014,1902
22116,Grañén,2013,1961
22116,Grañén,2012,1990
22116,Grañén,2011,1988
22116,Grañén,2010,1930
22117,Graus,2020,3365
22117,Graus,2019,3395
22117,Graus,2018,3305
22117,Graus,2017,3334
22117,Graus,2016,3329
22117,Graus,2015,3371
22117,Graus,2014,3429
22117,Graus,2013,3513
22117,Graus,2012,3595
22117,Graus,2011,3697
22117,Graus,2010,3700
22119,Gurrea de Gállego,2020,1476
22119,Gurrea de Gállego,2019,1467
22119,Gurrea de Gállego,2018,1476
22119,Gurrea de Gállego,2017,1483
22119,Gurrea de Gállego,2016,1513
22119,Gurrea de Gállego,2015,1545
22119,Gurrea de Gállego,2014,1575
22119,Gurrea de Gállego,2013,1627
22119,Gurrea de Gállego,2012,1644
22119,Gurrea de Gállego,2011,1651
22119,Gurrea de Gállego,2010,1664
22122,Hoz de Jaca,2020,73
22122,Hoz de Jaca,2019,70
22122,Hoz de Jaca,2018,76
22122,Hoz de Jaca,2017,76
22122,Hoz de Jaca,2016,72
22122,Hoz de Jaca,2015,68
22122,Hoz de Jaca,2014,73
22122,Hoz de Jaca,2013,74
22122,Hoz de Jaca,2012,72
22122,Hoz de Jaca,2011,70
22122,Hoz de Jaca,2010,71
22124,Huerto,2020,213
22124,Huerto,2019,206
22124,Huerto,2018,218
22124,Huerto,2017,218
22124,Huerto,2016,230
22124,Huerto,2015,238
22124,Huerto,2014,242
22124,Huerto,2013,255
22124,Huerto,2012,266
22124,Huerto,2011,267
22124,Huerto,2010,272
22125,Huesca,2020,53956
22125,Huesca,2019,53132
22125,Huesca,2018,52463
22125,Huesca,2017,52223
22125,Huesca,2016,52282
22125,Huesca,2015,52239
22125,Huesca,2014,52555
22125,Huesca,2013,52418
22125,Huesca,2012,52296
22125,Huesca,2011,52443
22125,Huesca,2010,52347
22126,Ibieca,2020,100
22126,Ibieca,2019,96
22126,Ibieca,2018,97
22126,Ibieca,2017,100
22126,Ibieca,2016,100
22126,Ibieca,2015,110
22126,Ibieca,2014,119
22126,Ibieca,2013,121
22126,Ibieca,2012,113
22126,Ibieca,2011,109
22126,Ibieca,2010,108
22127,Igriés,2020,695
22127,Igriés,2019,723
22127,Igriés,2018,705
22127,Igriés,2017,686
22127,Igriés,2016,711
22127,Igriés,2015,692
22127,Igriés,2014,700
22127,Igriés,2013,675
22127,Igriés,2012,658
22127,Igriés,2011,666
22127,Igriés,2010,627
22128,Ilche,2020,197
22128,Ilche,2019,211
22128,Ilche,2018,212
22128,Ilche,2017,213
22128,Ilche,2016,211
22128,Ilche,2015,208
22128,Ilche,2014,214
22128,Ilche,2013,211
22128,Ilche,2012,226
22128,Ilche,2011,237
22128,Ilche,2010,246
22129,Isábena,2020,231
22129,Isábena,2019,235
22129,Isábena,2018,238
22129,Isábena,2017,261
22129,Isábena,2016,266
22129,Isábena,2015,276
22129,Isábena,2014,288
22129,Isábena,2013,297
22129,Isábena,2012,307
22129,Isábena,2011,305
22129,Isábena,2010,313
22130,Jaca,2020,13129
22130,Jaca,2019,12988
22130,Jaca,2018,12813
22130,Jaca,2017,12889
22130,Jaca,2016,12929
22130,Jaca,2015,13088
22130,Jaca,2014,13121
22130,Jaca,2013,13221
22130,Jaca,2012,13248
22130,Jaca,2011,13299
22130,Jaca,2010,13374
22131,Jasa,2020,96
22131,Jasa,2019,92
22131,Jasa,2018,92
22131,Jasa,2017,94
22131,Jasa,2016,98
22131,Jasa,2015,104
22131,Jasa,2014,111
22131,Jasa,2013,102
22131,Jasa,2012,112
22131,Jasa,2011,113
22131,Jasa,2010,116
22133,Labuerda,2020,155
22133,Labuerda,2019,162
22133,Labuerda,2018,162
22133,Labuerda,2017,157
22133,Labuerda,2016,158
22133,Labuerda,2015,167
22133,Labuerda,2014,155
22133,Labuerda,2013,156
22133,Labuerda,2012,156
22133,Labuerda,2011,169
22133,Labuerda,2010,167
22135,Laluenga,2020,191
22135,Laluenga,2019,197
22135,Laluenga,2018,194
22135,Laluenga,2017,210
22135,Laluenga,2016,211
22135,Laluenga,2015,213
22135,Laluenga,2014,216
22135,Laluenga,2013,225
22135,Laluenga,2012,221
22135,Laluenga,2011,216
22135,Laluenga,2010,220
22136,Lalueza,2020,892
22136,Lalueza,2019,892
22136,Lalueza,2018,913
22136,Lalueza,2017,943
22136,Lalueza,2016,974
22136,Lalueza,2015,997
22136,Lalueza,2014,1024
22136,Lalueza,2013,1021
22136,Lalueza,2012,1066
22136,Lalueza,2011,1089
22136,Lalueza,2010,1101
22137,Lanaja,2020,1163
22137,Lanaja,2019,1174
22137,Lanaja,2018,1202
22137,Lanaja,2017,1179
22137,Lanaja,2016,1231
22137,Lanaja,2015,1268
22137,Lanaja,2014,1324
22137,Lanaja,2013,1340
22137,Lanaja,2012,1358
22137,Lanaja,2011,1381
22137,Lanaja,2010,1417
22139,Laperdiguera,2020,92
22139,Laperdiguera,2019,91
22139,Laperdiguera,2018,91
22139,Laperdiguera,2017,91
22139,Laperdiguera,2016,92
22139,Laperdiguera,2015,96
22139,Laperdiguera,2014,94
22139,Laperdiguera,2013,95
22139,Laperdiguera,2012,101
22139,Laperdiguera,2011,102
22139,Laperdiguera,2010,102
22141,Lascellas-Ponzano,2020,130
22141,Lascellas-Ponzano,2019,129
22141,Lascellas-Ponzano,2018,126
22141,Lascellas-Ponzano,2017,128
22141,Lascellas-Ponzano,2016,133
22141,Lascellas-Ponzano,2015,138
22141,Lascellas-Ponzano,2014,146
22141,Lascellas-Ponzano,2013,148
22141,Lascellas-Ponzano,2012,143
22141,Lascellas-Ponzano,2011,148
22141,Lascellas-Ponzano,2010,154
22142,Lascuarre,2020,139
22142,Lascuarre,2019,132
22142,Lascuarre,2018,136
22142,Lascuarre,2017,133
22142,Lascuarre,2016,136
22142,Lascuarre,2015,137
22142,Lascuarre,2014,136
22142,Lascuarre,2013,143
22142,Lascuarre,2012,152
22142,Lascuarre,2011,155
22142,Lascuarre,2010,157
22143,Laspaúles,2020,205
22143,Laspaúles,2019,230
22143,Laspaúles,2018,230
22143,Laspaúles,2017,244
22143,Laspaúles,2016,266
22143,Laspaúles,2015,281
22143,Laspaúles,2014,304
22143,Laspaúles,2013,316
22143,Laspaúles,2012,322
22143,Laspaúles,2011,302
22143,Laspaúles,2010,297
22144,Laspuña,2020,297
22144,Laspuña,2019,298
22144,Laspuña,2018,291
22144,Laspuña,2017,281
22144,Laspuña,2016,274
22144,Laspuña,2015,290
22144,Laspuña,2014,298
22144,Laspuña,2013,293
22144,Laspuña,2012,296
22144,Laspuña,2011,301
22144,Laspuña,2010,289
22149,Loarre,2020,323
22149,Loarre,2019,338
22149,Loarre,2018,331
22149,Loarre,2017,332
22149,Loarre,2016,337
22149,Loarre,2015,335
22149,Loarre,2014,338
22149,Loarre,2013,361
22149,Loarre,2012,361
22149,Loarre,2011,369
22149,Loarre,2010,371
22150,Loporzano,2020,514
22150,Loporzano,2019,530
22150,Loporzano,2018,522
22150,Loporzano,2017,522
22150,Loporzano,2016,536
22150,Loporzano,2015,532
22150,Loporzano,2014,535
22150,Loporzano,2013,547
22150,Loporzano,2012,549
22150,Loporzano,2011,563
22150,Loporzano,2010,540
22151,Loscorrales,2020,93
22151,Loscorrales,2019,99
22151,Loscorrales,2018,106
22151,Loscorrales,2017,100
22151,Loscorrales,2016,102
22151,Loscorrales,2015,106
22151,Loscorrales,2014,107
22151,Loscorrales,2013,106
22151,Loscorrales,2012,107
22151,Loscorrales,2011,108
22151,Loscorrales,2010,108
22155,Monesma y Cajigar,2020,72
22155,Monesma y Cajigar,2019,76
22155,Monesma y Cajigar,2018,73
22155,Monesma y Cajigar,2017,77
22155,Monesma y Cajigar,2016,84
22155,Monesma y Cajigar,2015,87
22155,Monesma y Cajigar,2014,88
22155,Monesma y Cajigar,2013,93
22155,Monesma y Cajigar,2012,95
22155,Monesma y Cajigar,2011,100
22155,Monesma y Cajigar,2010,106
22156,Monflorite-Lascasas,2020,405
22156,Monflorite-Lascasas,2019,404
22156,Monflorite-Lascasas,2018,403
22156,Monflorite-Lascasas,2017,379
22156,Monflorite-Lascasas,2016,360
22156,Monflorite-Lascasas,2015,313
22156,Monflorite-Lascasas,2014,295
22156,Monflorite-Lascasas,2013,304
22156,Monflorite-Lascasas,2012,301
22156,Monflorite-Lascasas,2011,315
22156,Monflorite-Lascasas,2010,312
22157,Montanuy,2020,210
22157,Montanuy,2019,212
22157,Montanuy,2018,215
22157,Montanuy,2017,220
22157,Montanuy,2016,223
22157,Montanuy,2015,221
22157,Montanuy,2014,237
22157,Montanuy,2013,253
22157,Montanuy,2012,265
22157,Montanuy,2011,284
22157,Montanuy,2010,285
22158,Monzón,2020,17469
22158,Monzón,2019,17236
22158,Monzón,2018,17061
22158,Monzón,2017,17166
22158,Monzón,2016,17237
22158,Monzón,2015,17260
22158,Monzón,2014,17176
22158,Monzón,2013,17290
22158,Monzón,2012,17263
22158,Monzón,2011,17215
22158,Monzón,2010,17115
22160,Naval,2020,265
22160,Naval,2019,275
22160,Naval,2018,269
22160,Naval,2017,270
22160,Naval,2016,264
22160,Naval,2015,259
22160,Naval,2014,256
22160,Naval,2013,250
22160,Naval,2012,250
22160,Naval,2011,258
22160,Naval,2010,265
22162,Novales,2020,152
22162,Novales,2019,156
22162,Novales,2018,155
22162,Novales,2017,155
22162,Novales,2016,177
22162,Novales,2015,183
22162,Novales,2014,176
22162,Novales,2013,183
22162,Novales,2012,177
22162,Novales,2011,175
22162,Novales,2010,181
22163,Nueno,2020,546
22163,Nueno,2019,537
22163,Nueno,2018,532
22163,Nueno,2017,537
22163,Nueno,2016,553
22163,Nueno,2015,552
22163,Nueno,2014,558
22163,Nueno,2013,558
22163,Nueno,2012,567
22163,Nueno,2011,559
22163,Nueno,2010,557
22164,Olvena,2020,56
22164,Olvena,2019,55
22164,Olvena,2018,50
22164,Olvena,2017,48
22164,Olvena,2016,45
22164,Olvena,2015,45
22164,Olvena,2014,57
22164,Olvena,2013,62
22164,Olvena,2012,53
22164,Olvena,2011,55
22164,Olvena,2010,58
22165,Ontiñena,2020,508
22165,Ontiñena,2019,518
22165,Ontiñena,2018,533
22165,Ontiñena,2017,537
22165,Ontiñena,2016,560
22165,Ontiñena,2015,569
22165,Ontiñena,2014,570
22165,Ontiñena,2013,585
22165,Ontiñena,2012,584
22165,Ontiñena,2011,597
22165,Ontiñena,2010,586
22167,Osso de Cinca,2020,678
22167,Osso de Cinca,2019,681
22167,Osso de Cinca,2018,687
22167,Osso de Cinca,2017,691
22167,Osso de Cinca,2016,729
22167,Osso de Cinca,2015,746
22167,Osso de Cinca,2014,771
22167,Osso de Cinca,2013,805
22167,Osso de Cinca,2012,806
22167,Osso de Cinca,2011,768
22167,Osso de Cinca,2010,735
22168,Palo,2020,26
22168,Palo,2019,27
22168,Palo,2018,27
22168,Palo,2017,26
22168,Palo,2016,24
22168,Palo,2015,24
22168,Palo,2014,22
22168,Palo,2013,23
22168,Palo,2012,30
22168,Palo,2011,29
22168,Palo,2010,24
22170,Panticosa,2020,800
22170,Panticosa,2019,784
22170,Panticosa,2018,786
22170,Panticosa,2017,795
22170,Panticosa,2016,774
22170,Panticosa,2015,762
22170,Panticosa,2014,757
22170,Panticosa,2013,765
22170,Panticosa,2012,790
22170,Panticosa,2011,820
22170,Panticosa,2010,819
22172,Peñalba,2020,644
22172,Peñalba,2019,611
22172,Peñalba,2018,622
22172,Peñalba,2017,662
22172,Peñalba,2016,688
22172,Peñalba,2015,695
22172,Peñalba,2014,691
22172,Peñalba,2013,720
22172,Peñalba,2012,759
22172,Peñalba,2011,765
22172,Peñalba,2010,761
22173,Las Peñas de Riglos,2020,247
22173,Las Peñas de Riglos,2019,248
22173,Las Peñas de Riglos,2018,251
22173,Las Peñas de Riglos,2017,255
22173,Las Peñas de Riglos,2016,258
22173,Las Peñas de Riglos,2015,264
22173,Las Peñas de Riglos,2014,267
22173,Las Peñas de Riglos,2013,268
22173,Las Peñas de Riglos,2012,268
22173,Las Peñas de Riglos,2011,269
22173,Las Peñas de Riglos,2010,268
22174,Peralta de Alcofea,2020,563
22174,Peralta de Alcofea,2019,556
22174,Peralta de Alcofea,2018,562
22174,Peralta de Alcofea,2017,576
22174,Peralta de Alcofea,2016,587
22174,Peralta de Alcofea,2015,602
22174,Peralta de Alcofea,2014,582
22174,Peralta de Alcofea,2013,553
22174,Peralta de Alcofea,2012,596
22174,Peralta de Alcofea,2011,619
22174,Peralta de Alcofea,2010,618
22175,Peralta de Calasanz,2020,210
22175,Peralta de Calasanz,2019,210
22175,Peralta de Calasanz,2018,219
22175,Peralta de Calasanz,2017,221
22175,Peralta de Calasanz,2016,228
22175,Peralta de Calasanz,2015,233
22175,Peralta de Calasanz,2014,240
22175,Peralta de Calasanz,2013,240
22175,Peralta de Calasanz,2012,242
22175,Peralta de Calasanz,2011,243
22175,Peralta de Calasanz,2010,235
22176,Peraltilla,2020,209
22176,Peraltilla,2019,196
22176,Peraltilla,2018,199
22176,Peraltilla,2017,200
22176,Peraltilla,2016,197
22176,Peraltilla,2015,201
22176,Peraltilla,2014,206
22176,Peraltilla,2013,201
22176,Peraltilla,2012,202
22176,Peraltilla,2011,212
22176,Peraltilla,2010,200
22177,Perarrúa,2020,106
22177,Perarrúa,2019,111
22177,Perarrúa,2018,109
22177,Perarrúa,2017,112
22177,Perarrúa,2016,113
22177,Perarrúa,2015,111
22177,Perarrúa,2014,113
22177,Perarrúa,2013,107
22177,Perarrúa,2012,109
22177,Perarrúa,2011,112
22177,Perarrúa,2010,112
22178,Pertusa,2020,120
22178,Pertusa,2019,113
22178,Pertusa,2018,110
22178,Pertusa,2017,114
22178,Pertusa,2016,115
22178,Pertusa,2015,124
22178,Pertusa,2014,121
22178,Pertusa,2013,124
22178,Pertusa,2012,121
22178,Pertusa,2011,117
22178,Pertusa,2010,113
22181,Piracés,2020,100
22181,Piracés,2019,102
22181,Piracés,2018,98
22181,Piracés,2017,104
22181,Piracés,2016,103
22181,Piracés,2015,107
22181,Piracés,2014,106
22181,Piracés,2013,102
22181,Piracés,2012,100
22181,Piracés,2011,103
22181,Piracés,2010,104
22182,Plan,2020,273
22182,Plan,2019,283
22182,Plan,2018,287
22182,Plan,2017,287
22182,Plan,2016,299
22182,Plan,2015,303
22182,Plan,2014,314
22182,Plan,2013,312
22182,Plan,2012,314
22182,Plan,2011,327
22182,Plan,2010,336
22184,Poleñino,2020,210
22184,Poleñino,2019,200
22184,Poleñino,2018,200
22184,Poleñino,2017,205
22184,Poleñino,2016,209
22184,Poleñino,2015,217
22184,Poleñino,2014,216
22184,Poleñino,2013,215
22184,Poleñino,2012,217
22184,Poleñino,2011,224
22184,Poleñino,2010,226
22186,Pozán de Vero,2020,214
22186,Pozán de Vero,2019,228
22186,Pozán de Vero,2018,218
22186,Pozán de Vero,2017,214
22186,Pozán de Vero,2016,204
22186,Pozán de Vero,2015,221
22186,Pozán de Vero,2014,225
22186,Pozán de Vero,2013,230
22186,Pozán de Vero,2012,243
22186,Pozán de Vero,2011,241
22186,Pozán de Vero,2010,244
22187,La Puebla de Castro,2020,377
22187,La Puebla de Castro,2019,383
22187,La Puebla de Castro,2018,372
22187,La Puebla de Castro,2017,361
22187,La Puebla de Castro,2016,379
22187,La Puebla de Castro,2015,383
22187,La Puebla de Castro,2014,401
22187,La Puebla de Castro,2013,415
22187,La Puebla de Castro,2012,430
22187,La Puebla de Castro,2011,416
22187,La Puebla de Castro,2010,433
22188,Puente de Montañana,2020,93
22188,Puente de Montañana,2019,89
22188,Puente de Montañana,2018,93
22188,Puente de Montañana,2017,96
22188,Puente de Montañana,2016,103
22188,Puente de Montañana,2015,107
22188,Puente de Montañana,2014,119
22188,Puente de Montañana,2013,129
22188,Puente de Montañana,2012,133
22188,Puente de Montañana,2011,143
22188,Puente de Montañana,2010,148
22189,Puértolas,2020,213
22189,Puértolas,2019,212
22189,Puértolas,2018,215
22189,Puértolas,2017,210
22189,Puértolas,2016,213
22189,Puértolas,2015,207
22189,Puértolas,2014,217
22189,Puértolas,2013,214
22189,Puértolas,2012,225
22189,Puértolas,2011,233
22189,Puértolas,2010,241
22190,El Pueyo de Araguás,2020,161
22190,El Pueyo de Araguás,2019,161
22190,El Pueyo de Araguás,2018,154
22190,El Pueyo de Araguás,2017,152
22190,El Pueyo de Araguás,2016,156
22190,El Pueyo de Araguás,2015,149
22190,El Pueyo de Araguás,2014,145
22190,El Pueyo de Araguás,2013,153
22190,El Pueyo de Araguás,2012,154
22190,El Pueyo de Araguás,2011,151
22190,El Pueyo de Araguás,2010,150
22193,Pueyo de Santa Cruz,2020,331
22193,Pueyo de Santa Cruz,2019,318
22193,Pueyo de Santa Cruz,2018,314
22193,Pueyo de Santa Cruz,2017,328
22193,Pueyo de Santa Cruz,2016,317
22193,Pueyo de Santa Cruz,2015,328
22193,Pueyo de Santa Cruz,2014,338
22193,Pueyo de Santa Cruz,2013,358
22193,Pueyo de Santa Cruz,2012,362
22193,Pueyo de Santa Cruz,2011,371
22193,Pueyo de Santa Cruz,2010,369
22195,Quicena,2020,282
22195,Quicena,2019,280
22195,Quicena,2018,283
22195,Quicena,2017,283
22195,Quicena,2016,286
22195,Quicena,2015,286
22195,Quicena,2014,300
22195,Quicena,2013,298
22195,Quicena,2012,291
22195,Quicena,2011,290
22195,Quicena,2010,302
22197,Robres,2020,514
22197,Robres,2019,527
22197,Robres,2018,541
22197,Robres,2017,561
22197,Robres,2016,569
22197,Robres,2015,586
22197,Robres,2014,575
22197,Robres,2013,582
22197,Robres,2012,605
22197,Robres,2011,606
22197,Robres,2010,630
22199,Sabiñánigo,2020,9185
22199,Sabiñánigo,2019,9238
22199,Sabiñánigo,2018,9245
22199,Sabiñánigo,2017,9254
22199,Sabiñánigo,2016,9349
22199,Sabiñánigo,2015,9598
22199,Sabiñánigo,2014,9883
22199,Sabiñánigo,2013,10129
22199,Sabiñánigo,2012,10241
22199,Sabiñánigo,2011,10345
22199,Sabiñánigo,2010,10383
22200,Sahún,2020,303
22200,Sahún,2019,312
22200,Sahún,2018,294
22200,Sahún,2017,305
22200,Sahún,2016,303
22200,Sahún,2015,308
22200,Sahún,2014,304
22200,Sahún,2013,326
22200,Sahún,2012,340
22200,Sahún,2011,342
22200,Sahún,2010,360
22201,Salas Altas,2020,306
22201,Salas Altas,2019,316
22201,Salas Altas,2018,308
22201,Salas Altas,2017,303
22201,Salas Altas,2016,310
22201,Salas Altas,2015,313
22201,Salas Altas,2014,319
22201,Salas Altas,2013,302
22201,Salas Altas,2012,311
22201,Salas Altas,2011,310
22201,Salas Altas,2010,311
22202,Salas Bajas,2020,185
22202,Salas Bajas,2019,175
22202,Salas Bajas,2018,167
22202,Salas Bajas,2017,171
22202,Salas Bajas,2016,169
22202,Salas Bajas,2015,168
22202,Salas Bajas,2014,161
22202,Salas Bajas,2013,136
22202,Salas Bajas,2012,138
22202,Salas Bajas,2011,140
22202,Salas Bajas,2010,149
22203,Salillas,2020,91
22203,Salillas,2019,94
22203,Salillas,2018,96
22203,Salillas,2017,101
22203,Salillas,2016,98
22203,Salillas,2015,101
22203,Salillas,2014,107
22203,Salillas,2013,102
22203,Salillas,2012,106
22203,Salillas,2011,106
22203,Salillas,2010,110
22204,Sallent de Gállego,2020,1477
22204,Sallent de Gállego,2019,1478
22204,Sallent de Gállego,2018,1463
22204,Sallent de Gállego,2017,1444
22204,Sallent de Gállego,2016,1461
22204,Sallent de Gállego,2015,1441
22204,Sallent de Gállego,2014,1484
22204,Sallent de Gállego,2013,1490
22204,Sallent de Gállego,2012,1512
22204,Sallent de Gállego,2011,1536
22204,Sallent de Gállego,2010,1542
22205,San Esteban de Litera,2020,547
22205,San Esteban de Litera,2019,535
22205,San Esteban de Litera,2018,506
22205,San Esteban de Litera,2017,485
22205,San Esteban de Litera,2016,498
22205,San Esteban de Litera,2015,498
22205,San Esteban de Litera,2014,495
22205,San Esteban de Litera,2013,501
22205,San Esteban de Litera,2012,502
22205,San Esteban de Litera,2011,509
22205,San Esteban de Litera,2010,526
22206,Sangarrén,2020,221
22206,Sangarrén,2019,223
22206,Sangarrén,2018,219
22206,Sangarrén,2017,220
22206,Sangarrén,2016,222
22206,Sangarrén,2015,235
22206,Sangarrén,2014,212
22206,Sangarrén,2013,214
22206,Sangarrén,2012,227
22206,Sangarrén,2011,231
22206,Sangarrén,2010,242
22207,San Juan de Plan,2020,150
22207,San Juan de Plan,2019,153
22207,San Juan de Plan,2018,152
22207,San Juan de Plan,2017,142
22207,San Juan de Plan,2016,144
22207,San Juan de Plan,2015,148
22207,San Juan de Plan,2014,147
22207,San Juan de Plan,2013,158
22207,San Juan de Plan,2012,162
22207,San Juan de Plan,2011,157
22207,San Juan de Plan,2010,153
22208,Santa Cilia,2020,243
22208,Santa Cilia,2019,240
22208,Santa Cilia,2018,231
22208,Santa Cilia,2017,229
22208,Santa Cilia,2016,219
22208,Santa Cilia,2015,207
22208,Santa Cilia,2014,225
22208,Santa Cilia,2013,206
22208,Santa Cilia,2012,201
22208,Santa Cilia,2011,208
22208,Santa Cilia,2010,209
22209,Santa Cruz de la Serós,2020,188
22209,Santa Cruz de la Serós,2019,183
22209,Santa Cruz de la Serós,2018,180
22209,Santa Cruz de la Serós,2017,177
22209,Santa Cruz de la Serós,2016,186
22209,Santa Cruz de la Serós,2015,186
22209,Santa Cruz de la Serós,2014,192
22209,Santa Cruz de la Serós,2013,191
22209,Santa Cruz de la Serós,2012,194
22209,Santa Cruz de la Serós,2011,189
22209,Santa Cruz de la Serós,2010,136
22212,Santaliestra y San Quílez,2020,80
22212,Santaliestra y San Quílez,2019,82
22212,Santaliestra y San Quílez,2018,81
22212,Santaliestra y San Quílez,2017,87
22212,Santaliestra y San Quílez,2016,95
22212,Santaliestra y San Quílez,2015,104
22212,Santaliestra y San Quílez,2014,99
22212,Santaliestra y San Quílez,2013,91
22212,Santaliestra y San Quílez,2012,94
22212,Santaliestra y San Quílez,2011,97
22212,Santaliestra y San Quílez,2010,106
22213,Sariñena,2020,4184
22213,Sariñena,2019,4160
22213,Sariñena,2018,4168
22213,Sariñena,2017,4155
22213,Sariñena,2016,4188
22213,Sariñena,2015,4223
22213,Sariñena,2014,4293
22213,Sariñena,2013,4323
22213,Sariñena,2012,4402
22213,Sariñena,2011,4402
22213,Sariñena,2010,4428
22214,Secastilla,2020,140
22214,Secastilla,2019,140
22214,Secastilla,2018,146
22214,Secastilla,2017,150
22214,Secastilla,2016,146
22214,Secastilla,2015,144
22214,Secastilla,2014,146
22214,Secastilla,2013,158
22214,Secastilla,2012,153
22214,Secastilla,2011,155
22214,Secastilla,2010,150
22215,Seira,2020,145
22215,Seira,2019,148
22215,Seira,2018,150
22215,Seira,2017,143
22215,Seira,2016,145
22215,Seira,2015,147
22215,Seira,2014,147
22215,Seira,2013,142
22215,Seira,2012,149
22215,Seira,2011,151
22215,Seira,2010,156
22217,Sena,2020,501
22217,Sena,2019,495
22217,Sena,2018,489
22217,Sena,2017,481
22217,Sena,2016,507
22217,Sena,2015,515
22217,Sena,2014,516
22217,Sena,2013,530
22217,Sena,2012,542
22217,Sena,2011,549
22217,Sena,2010,548
22218,Senés de Alcubierre,2020,40
22218,Senés de Alcubierre,2019,41
22218,Senés de Alcubierre,2018,41
22218,Senés de Alcubierre,2017,42
22218,Senés de Alcubierre,2016,45
22218,Senés de Alcubierre,2015,49
22218,Senés de Alcubierre,2014,52
22218,Senés de Alcubierre,2013,51
22218,Senés de Alcubierre,2012,53
22218,Senés de Alcubierre,2011,64
22218,Senés de Alcubierre,2010,68
22220,Sesa,2020,154
22220,Sesa,2019,161
22220,Sesa,2018,167
22220,Sesa,2017,175
22220,Sesa,2016,180
22220,Sesa,2015,190
22220,Sesa,2014,202
22220,Sesa,2013,208
22220,Sesa,2012,208
22220,Sesa,2011,209
22220,Sesa,2010,225
22221,Sesué,2020,122
22221,Sesué,2019,122
22221,Sesué,2018,127
22221,Sesué,2017,126
22221,Sesué,2016,103
22221,Sesué,2015,119
22221,Sesué,2014,116
22221,Sesué,2013,121
22221,Sesué,2012,127
22221,Sesué,2011,131
22221,Sesué,2010,127
22222,Siétamo,2020,689
22222,Siétamo,2019,679
22222,Siétamo,2018,664
22222,Siétamo,2017,681
22222,Siétamo,2016,680
22222,Siétamo,2015,672
22222,Siétamo,2014,675
22222,Siétamo,2013,663
22222,Siétamo,2012,650
22222,Siétamo,2011,658
22222,Siétamo,2010,665
22223,Sopeira,2020,91
22223,Sopeira,2019,91
22223,Sopeira,2018,94
22223,Sopeira,2017,96
22223,Sopeira,2016,95
22223,Sopeira,2015,99
22223,Sopeira,2014,107
22223,Sopeira,2013,110
22223,Sopeira,2012,114
22223,Sopeira,2011,118
22223,Sopeira,2010,120
22225,Tamarite de Litera,2020,3487
22225,Tamarite de Litera,2019,3476
22225,Tamarite de Litera,2018,3528
22225,Tamarite de Litera,2017,3507
22225,Tamarite de Litera,2016,3507
22225,Tamarite de Litera,2015,3538
22225,Tamarite de Litera,2014,3604
22225,Tamarite de Litera,2013,3626
22225,Tamarite de Litera,2012,3656
22225,Tamarite de Litera,2011,3711
22225,Tamarite de Litera,2010,3730
22226,Tardienta,2020,948
22226,Tardienta,2019,961
22226,Tardienta,2018,952
22226,Tardienta,2017,973
22226,Tardienta,2016,965
22226,Tardienta,2015,985
22226,Tardienta,2014,1005
22226,Tardienta,2013,994
