
Paracuellos de la Ribera,4.25
Loarre,4.3402
Griegos,4.3437
Lascuarre,4.3614
Villahermosa del Campo,4.3684
Barrachina,4.3845
Barbués,4.3899
Anento,4.4144
Belmonte de Gracián,4.4413
Castejón de las Armas,4.4419
Villafranca del Campo,4.4783
Cañizar del Olivar,4.4863
Muniesa,4.5193
Gallocanta,4.5775
Lagata,4.6088
Vinaceite,4.6135
Herrera de los Navarros,4.6566
Mainar,4.7031
Las Pedrosas,4.7097
Camporrells,4.7547
Lascellas-Ponzano,4.7566
Villarroya de la Sierra,4.7802
Sena,4.7855
Blecua y Torres,4.8055
Trasmoz,4.8192
Encinacorba,4.8448
Peralta de Alcofea,4.8475
Allepuz,4.8532
Puendeluna,4.8582
Torrelacárcel,4.9056
Mediana de Aragón,4.9354
Marracos,4.9645
Sesa,4.9935
Castejón de Alarba,5.0113
Bello,5.0137
Villanueva de Sigena,5.0532
Palomar de Arroyos,5.0565
Alacón,5.0638
Samper de Calanda,5.0774
Torrevelilla,5.0837
Puente la Reina de Jaca,5.0903
Grisel,5.0999
Montón,5.1165
Barbuñales,5.12
La Sotonera,5.1890
Perdiguera,5.2108
Laluenga,5.2371
Murero,5.2602
Acered,5.2666
Mesones de Isuela,5.2935
Asín,5.3059
Peñarroya de Tastavins,5.3554
Santa Cruz de Grío,5.3818
Burbáguena,5.4074
Jaulín,5.4505
Olvés,5.4509
Beceite,5.4900
Villadoz,5.5296
Arándiga,5.5356
Belchite,5.5758
Naval,5.6001
Orera,5.6004
Berge,5.6519
Fayón,5.6556
Villanueva de Huerva,5.7112
Lécera,5.7889
Cantavieja,5.8526
Hoz de Jaca,5.8634
Artieda,5.8953
Mazaleón,5.9246
Capella,5.9298
Albero Bajo,5.9405
Arens de Lledó,5.9819
Moros,6.0188
Antillón,6.0240
Biscarrués,6.0304
Carenas,6.0538
Alarba,6.1052
Alforque,6.1205
El Grado,6.1941
Moyuela,6.1973
Sierra de Luna,6.2226
Albero Alto,6.2240
Alcalá del Obispo,6.2277
Castiliscar,6.2438
Angüés,6.2466
Orihuela del Tremedal,6.2919
Santa Cruz de Moncayo,6.3044
Lanaja,6.3551
Tramaced,6.3553
Poleñino,6.3597
Romanos,6.4004
Leciñena,6.4169
Gea de Albarracín,6.4912
Chodes,6.5122
Ballobar,6.5215
Torres de Albarracín,6.5347
Ruesca,6.5348
Laspuña,6.5577
Royuela,6.5625
Jaraba,6.5872
Alberite de San Juan,6.5894
La Cuba,6.6052
Berbegal,6.6693
Ibieca,6.6934
Abiego,6.7556
Nuévalos,6.8116
Foz-Calanda,6.8127
Sangarrén,6.8590
Villafeliche,7
Ibdes,7.0147
Martín del Río,7.0517
Bronchales,7.0677
Tobed,7.1009
La Vilueña,7.2009
Villalba de Perejil,7.2018
Bisimbre,7.2192
Fuentespalda,7.2307
Biota,7.2656
Benabarre,7.2674
Villalengua,7.2958
San Miguel del Cinca,7.3246
Cetina,7.4022
Mequinenza,7.4125
Agón,7.4514
Miedes de Aragón,7.4936
Boltaña,7.4937
Novales,7.5697
Santa María de Dulcis,7.5925
Gurrea de Gállego,7.6887
San Esteban de Litera,7.7042
Pina de Ebro,7.7336
Villanúa,7.7504
El Frasno,7.7919
Biescas,7.7952
Canfranc,7.7976
Aínsa-Sobrarbe,7.8730
Mara,7.9658
Vicién,7.9941
Loscos,8.0076
Robres,8.0312
Valjunquera,8.0783
Velilla de Jiloca,8.1
Bujaraloz,8.1045
Laperdiguera,8.1272
Sarrión,8.1743
Fuentes de Jiloca,8.3729
Sestrica,8.4148
Panticosa,8.4210
Castillonroy,8.4619
La Cañada de Verich,8.4714
Bulbuente,8.6477
Santa Cilia,8.6538
Esplús,8.6575
Labuerda,8.6834
Azlor,8.6847
Cedrillas,8.6856
Guadalaviar,8.6894
Samper del Salz,8.7032
Ariño,8.7147
Nonaspe,8.7752
Pozuelo de Aragón,8.7823
Munébrega,8.8558
Plasencia de Jalón,8.8582
Cervera de la Cañada,8.8980
Mora de Rubielos,9.0958
Sallent de Gállego,9.1094
Sediles,9.2228
Bardallur,9.2904
El Buste,9.3298
Benasque,9.3733
Albalate del Arzobispo,9.5872
Rubielos de Mora,9.6212
Santa Cruz de la Serós,9.6360
Alquézar,9.6415
Jarque de Moncayo,9.6976
La Iglesuela del Cid,9.9776
Castillazuelo,9.9869
Villarreal de Huerva,10.0626
Lalueza,10.1145
Sádaba,10.1196
Torrijo del Campo,10.1498
Chalamera,10.2727
Fuendejalón,10.3389
Urrea de Gaén,10.3842
Alcalá de Moncayo,10.3924
Tardienta,10.4578
Cretas,10.5203
Argavieso,10.5555
Híjar,10.6071
Cosuenda,10.6376
Ariza,10.6713
Alcampell,10.7413
Lituénigo,10.8084
Fréscano,10.8093
Azara,10.8350
Fabara,10.9121
Litago,10.9333
La Mata de los Olmos,10.9987
La Portellada,11.0435
Olba,11.1005
La Fresneda,11.2208
Graus,11.2245
Escatrón,11.2743
Báguena,11.3230
Letux,11.3432
Maella,11.4821
Vera de Moncayo,11.6413
Almudévar,11.7971
Castejón de Valdejasa,11.9020
Morata de Jiloca,11.9532
Jasa,12
Calaceite,12.0250
Fuentes Claras,12.0563
Almuniente,12.1671
Aguaviva,12.2419
Castejón del Puente,12.2689
Capdesaso,12.4117
Estada,12.5393
Valdealgorfa,12.6784
Chiprana,12.7501
Castiello de Jaca,12.7671
Santa Eulalia,12.9677
Villastar,12.9833
Aniñón,13.0385
Peraltilla,13.0625
Paniza,13.0839
Villafranca de Ebro,13.1678
Albelda,13.6363
Almonacid de la Sierra,13.6388
Terrer,13.7481
Mozota,13.8248
Gelsa,13.8256
Caminreal,13.8544
Monflorite-Lascasas,13.8888
Alberuela de Tubo,13.9490
Calamocha,13.9879
Grañén,14.0183
Siétamo,14.0669
Alcolea de Cinca,14.1398
Alfamén,14.1415
Magallón,14.1457
Salas Bajas,14.3078
Pozán de Vero,14.5084
Salas Altas,14.7540
Alfántega,14.8401
Villarquemado,14.9034
Morés,14.9580
Montalbán,15.1755
Sariñena,15.1830
La Codoñera,15.2122
Pleitas,15.4205
Osera de Ebro,15.5944
Sabiñánigo,15.6521
Belver de Cinca,15.7448
Estadilla,15.7967
Ayerbe,15.9179
Fonz,16.4095
Quinto,16.4806
Tauste,16.8965
Urrea de Jalón,16.9656
Alfajarín,17.0022
Aguarón,17.0398
Bureta,17.2963
Alpartir,17.4554
Codo,17.5176
Valdeltormo,17.5625
Muel,17.6960
Albalatillo,17.8142
Paracuellos de Jiloca,17.9062
Bárboles,17.9846
Erla,17.9852
Torres de Barbués,18.0057
Valtorres,18.5410
Alloza,18.6197
Almunia de San Juan,18.6763
Campo,19.0726
Longares,19.2123
Escucha,19.2687
Zaidín,19.4273
Gotor,19.4587
Valderrobres,19.6307
Caspe,19.9264
Binaced,20.4484
Novillas,20.4509
Cella,20.6207
Ateca,20.8003
Pradilla de Ebro,21.2180
Castellote,21.4467
Alborge,22.1074
La Puebla de Castro,22.1374
Alerre,22.3713
Épila,22.4989
Lucena de Jalón,22.5024
Torrecilla de Alcañiz,22.5590
Sesué,22.8037
Morata de Jalón,23.2395
Maluenda,23.3724
Torrente de Cinca,23.3750
San Martín del Río,24.3542
Osso de Cinca,24.5119
Villanova,24.6808
Botorrita,24.7349
Alcalá de Ebro,24.8226
Albalate de Cinca,24.8473
Layana,25.4742
Zuera,25.8118
La Zaida,25.8830
Ainzón,26.2975
La Puebla de Valverde,26.4826
Torres de Berrellén,26.8165
Alcorisa,27.2561
Lumpiaque,27.2758
Velilla de Cinca,27.8113
Ejea de los Caballeros,27.8462
Monreal del Campo,27.9281
Castejón de Monegros,29.0432
Quicena,29.1623
Vierlas,30.7116
Villamayor de Gállego,30.7184
Tamarite de Litera,31.5337
Pedrola,31.5368
Ricla,31.6422
Fuentes de Ebro,32.0962
Jaca,32.3103
Alhama de Aragón,32.4662
Los Fayos,33.7628
Alcañiz,33.9023
Calanda,34.0489
Fraga,35.0813
Luceni,35.2658
Pueyo de Santa Cruz,35.6297
Igriés,36.2545
Daroca,37.7521
Chimillas,40.0398
Cariñena,40.6617
La Muela,41.0760
Boquiñeni,41.1234
Mas de las Matas,41.9473
Tarazona,43.2687
Castejón de Sos,43.5079
Altorricón,43.8136
Cinco Olivas,45.3333
San Mateo de Gállego,45.6436
Borja,46.3976
Sabiñán,46.5206
San Martín de la Virgen de Moncayo,49.8154
Albeta,50.5660
Andorra,51.9595
La Puebla de Híjar,52.7891
María de Huerva,55.2317
Remolinos,58.0226
Cabañas de Ebro,58.1477
Calatorao,59.3977
Gallur,61.5200
Villanueva de Gállego,62.2187
Malón,65.1943
Banastás,66.5236
Figueruelas,74.2789
Novallas,75
Utrillas,75.4897
Pastriz,78.6924
Mallén,80.2779
Teruel,82.2869
Sobradiel,94.1956
Torrellas,97.2332
El Burgo de Ebro,100
Nuez de Ebro,102.0706
Monzón,112.6886
Illueca,112.9927
Brea de Aragón,118.7593
Tierz,119.4189
Grisén,124.2105
Salillas de Jalón,127.8884
Calatayud,130.2560
La Almunia de Doña Godina,142.8243
Barbastro,160.5046
La Joyosa,168.8650
Pinseque,252.9521
Alagón,295.3757
Huesca,335.0471
Cadrete,357.0826
La Puebla de Alfindén,373.3411
Binéfar,389.68
Zaragoza,700.2372
Utebo,1062.1896
Cuarte de Huerva,1502.7932
Maleján,3450
