year,cp,name,population
1900,22009,Albelda,1213
1910,22009,Albelda,1357
1920,22009,Albelda,1481
1930,22009,Albelda,1271
1940,22009,Albelda,1410
1950,22009,Albelda,1471
1960,22009,Albelda,1432
1970,22009,Albelda,1271
1981,22009,Albelda,1160
1991,22009,Albelda,1023
2001,22009,Albelda,926
2011,22009,Albelda,816
2018,22009,Albelda,721
2019,22009,Albelda,698
1900,22016,Alcampell,1983
1910,22016,Alcampell,2388
1920,22016,Alcampell,2467
1930,22016,Alcampell,2250
1940,22016,Alcampell,2166
1950,22016,Alcampell,1971
1960,22016,Alcampell,1709
1970,22016,Alcampell,1524
1981,22016,Alcampell,1269
1991,22016,Alcampell,1075
2001,22016,Alcampell,873
2011,22016,Alcampell,747
2018,22016,Alcampell,652
2019,22016,Alcampell,631
1900,22025,Altorricón,532
1910,22025,Altorricón,621
1920,22025,Altorricón,856
1930,22025,Altorricón,921
1940,22025,Altorricón,1214
1950,22025,Altorricón,1587
1960,22025,Altorricón,1730
1970,22025,Altorricón,1699
1981,22025,Altorricón,1653
1991,22025,Altorricón,1529
2001,22025,Altorricón,1457
2011,22025,Altorricón,1478
2018,22025,Altorricón,1409
2019,22025,Altorricón,1417
1900,22040,Azanuy-Alins,1221
1910,22040,Azanuy-Alins,1243
1920,22040,Azanuy-Alins,1203
1930,22040,Azanuy-Alins,1034
1940,22040,Azanuy-Alins,926
1950,22040,Azanuy-Alins,770
1960,22040,Azanuy-Alins,612
1970,22040,Azanuy-Alins,426
1981,22040,Azanuy-Alins,308
1991,22040,Azanuy-Alins,239
2001,22040,Azanuy-Alins,177
2011,22040,Azanuy-Alins,175
2018,22040,Azanuy-Alins,176
2019,22040,Azanuy-Alins,168
1900,22043,Baélls,737
1910,22043,Baélls,780
1920,22043,Baélls,780
1930,22043,Baélls,673
1940,22043,Baélls,583
1950,22043,Baélls,535
1960,22043,Baélls,444
1970,22043,Baélls,315
1981,22043,Baélls,226
1991,22043,Baélls,171
2001,22043,Baélls,144
2011,22043,Baélls,117
2018,22043,Baélls,104
2019,22043,Baélls,104
1900,22045,Baldellou,813
1910,22045,Baldellou,807
1920,22045,Baldellou,644
1930,22045,Baldellou,588
1940,22045,Baldellou,522
1950,22045,Baldellou,402
1960,22045,Baldellou,330
1970,22045,Baldellou,277
1981,22045,Baldellou,206
1991,22045,Baldellou,170
2001,22045,Baldellou,133
2011,22045,Baldellou,112
2018,22045,Baldellou,77
2019,22045,Baldellou,76
1900,22061,Binéfar,1556
1910,22061,Binéfar,2109
1920,22061,Binéfar,2755
1930,22061,Binéfar,3308
1940,22061,Binéfar,3631
1950,22061,Binéfar,4571
1960,22061,Binéfar,5594
1970,22061,Binéfar,6925
1981,22061,Binéfar,7783
1991,22061,Binéfar,8001
2001,22061,Binéfar,8397
2011,22061,Binéfar,9424
2018,22061,Binéfar,9435
2019,22061,Binéfar,9561
1900,22089,Castillonroy,863
1910,22089,Castillonroy,887
1920,22089,Castillonroy,907
1930,22089,Castillonroy,831
1940,22089,Castillonroy,769
1950,22089,Castillonroy,740
1960,22089,Castillonroy,693
1970,22089,Castillonroy,584
1981,22089,Castillonroy,465
1991,22089,Castillonroy,445
2001,22089,Castillonroy,427
2011,22089,Castillonroy,362
2018,22089,Castillonroy,312
2019,22089,Castillonroy,313
1900,22099,Esplús,549
1910,22099,Esplús,747
1920,22099,Esplús,1114
1930,22099,Esplús,1099
1940,22099,Esplús,1005
1950,22099,Esplús,1096
1960,22099,Esplús,1115
1970,22099,Esplús,1071
1981,22099,Esplús,1079
1991,22099,Esplús,912
2001,22099,Esplús,725
2011,22099,Esplús,627
2018,22099,Esplús,541
2019,22099,Esplús,581
1900,22175,Peralta de Calasanz,2404
1910,22175,Peralta de Calasanz,2464
1920,22175,Peralta de Calasanz,2361
1930,22175,Peralta de Calasanz,2036
1940,22175,Peralta de Calasanz,1880
1950,22175,Peralta de Calasanz,1638
1960,22175,Peralta de Calasanz,1297
1970,22175,Peralta de Calasanz,1090
1981,22175,Peralta de Calasanz,592
1991,22175,Peralta de Calasanz,349
2001,22175,Peralta de Calasanz,258
2011,22175,Peralta de Calasanz,245
2018,22175,Peralta de Calasanz,219
2019,22175,Peralta de Calasanz,210
1900,22205,San Esteban de Litera,1532
1910,22205,San Esteban de Litera,1806
1920,22205,San Esteban de Litera,1836
1930,22205,San Esteban de Litera,1698
1940,22205,San Esteban de Litera,1605
1950,22205,San Esteban de Litera,1566
1960,22205,San Esteban de Litera,1301
1970,22205,San Esteban de Litera,951
1981,22205,San Esteban de Litera,835
1991,22205,San Esteban de Litera,689
2001,22205,San Esteban de Litera,600
2011,22205,San Esteban de Litera,502
2018,22205,San Esteban de Litera,506
2019,22205,San Esteban de Litera,535
1900,22225,Tamarite de Litera,3517
1910,22225,Tamarite de Litera,4156
1920,22225,Tamarite de Litera,4488
1930,22225,Tamarite de Litera,4359
1940,22225,Tamarite de Litera,4566
1950,22225,Tamarite de Litera,4594
1960,22225,Tamarite de Litera,4787
1970,22225,Tamarite de Litera,4742
1981,22225,Tamarite de Litera,4269
1991,22225,Tamarite de Litera,4091
2001,22225,Tamarite de Litera,3655
2011,22225,Tamarite de Litera,3625
2018,22225,Tamarite de Litera,3528
2019,22225,Tamarite de Litera,3476
1940,22909,Vencillón,149
1950,22909,Vencillón,147
1960,22909,Vencillón,88
1970,22909,Vencillón,456
1981,22909,Vencillón,542
1991,22909,Vencillón,514
2001,22909,Vencillón,468
2011,22909,Vencillón,459
2018,22909,Vencillón,399
2019,22909,Vencillón,389
