year,cp,name,population
1900,22002,Abizanda,463
1910,22002,Abizanda,472
1920,22002,Abizanda,446
1930,22002,Abizanda,437
1940,22002,Abizanda,402
1950,22002,Abizanda,387
1960,22002,Abizanda,305
1970,22002,Abizanda,195
1981,22002,Abizanda,134
1991,22002,Abizanda,129
2001,22002,Abizanda,133
2011,22002,Abizanda,133
2018,22002,Abizanda,151
2019,22002,Abizanda,150
1900,22907,Aínsa-Sobrarbe,3680
1910,22907,Aínsa-Sobrarbe,3800
1920,22907,Aínsa-Sobrarbe,3715
1930,22907,Aínsa-Sobrarbe,3479
1940,22907,Aínsa-Sobrarbe,3331
1950,22907,Aínsa-Sobrarbe,3024
1960,22907,Aínsa-Sobrarbe,2502
1970,22907,Aínsa-Sobrarbe,1722
1981,22907,Aínsa-Sobrarbe,1237
1991,22907,Aínsa-Sobrarbe,1427
2001,22907,Aínsa-Sobrarbe,1602
2011,22907,Aínsa-Sobrarbe,2179
2018,22907,Aínsa-Sobrarbe,2151
2019,22907,Aínsa-Sobrarbe,2201
1900,22051,Bárcabo,829
1910,22051,Bárcabo,825
1920,22051,Bárcabo,803
1930,22051,Bárcabo,747
1940,22051,Bárcabo,703
1950,22051,Bárcabo,643
1960,22051,Bárcabo,498
1970,22051,Bárcabo,291
1981,22051,Bárcabo,110
1991,22051,Bárcabo,120
2001,22051,Bárcabo,112
2011,22051,Bárcabo,117
2018,22051,Bárcabo,105
2019,22051,Bárcabo,103
1900,22057,Bielsa,971
1910,22057,Bielsa,1035
1920,22057,Bielsa,1330
1930,22057,Bielsa,1346
1940,22057,Bielsa,1113
1950,22057,Bielsa,919
1960,22057,Bielsa,748
1970,22057,Bielsa,654
1981,22057,Bielsa,475
1991,22057,Bielsa,439
2001,22057,Bielsa,456
2011,22057,Bielsa,501
2018,22057,Bielsa,476
2019,22057,Bielsa,457
1900,22066,Boltaña,1926
1910,22066,Boltaña,1896
1920,22066,Boltaña,1871
1930,22066,Boltaña,1807
1940,22066,Boltaña,1763
1950,22066,Boltaña,1566
1960,22066,Boltaña,1381
1970,22066,Boltaña,992
1981,22066,Boltaña,919
1991,22066,Boltaña,851
2001,22066,Boltaña,814
2011,22066,Boltaña,1049
2018,22066,Boltaña,986
2019,22066,Boltaña,1016
1900,22069,Broto,1758
1910,22069,Broto,1822
1920,22069,Broto,1750
1930,22069,Broto,1678
1940,22069,Broto,1467
1950,22069,Broto,1429
1960,22069,Broto,1083
1970,22069,Broto,679
1981,22069,Broto,509
1991,22069,Broto,468
2001,22069,Broto,539
2011,22069,Broto,538
2018,22069,Broto,531
2019,22069,Broto,522
1900,22107,Fanlo,1065
1910,22107,Fanlo,1084
1920,22107,Fanlo,1033
1930,22107,Fanlo,873
1940,22107,Fanlo,733
1950,22107,Fanlo,626
1960,22107,Fanlo,543
1970,22107,Fanlo,157
1981,22107,Fanlo,62
1991,22107,Fanlo,50
2001,22107,Fanlo,170
2011,22107,Fanlo,121
2018,22107,Fanlo,97
2019,22107,Fanlo,101
1900,22109,Fiscal,2505
1910,22109,Fiscal,2495
1920,22109,Fiscal,2502
1930,22109,Fiscal,2285
1940,22109,Fiscal,2050
1950,22109,Fiscal,1787
1960,22109,Fiscal,1527
1970,22109,Fiscal,489
1981,22109,Fiscal,346
1991,22109,Fiscal,256
2001,22109,Fiscal,254
2011,22109,Fiscal,324
2018,22109,Fiscal,327
2019,22109,Fiscal,330
1900,22114,Gistaín,444
