year,cp,name,population
1900,50014,Alcalá de Moncayo,370
1910,50014,Alcalá de Moncayo,409
1920,50014,Alcalá de Moncayo,423
1930,50014,Alcalá de Moncayo,466
1940,50014,Alcalá de Moncayo,438
1950,50014,Alcalá de Moncayo,454
1960,50014,Alcalá de Moncayo,352
1970,50014,Alcalá de Moncayo,306
1981,50014,Alcalá de Moncayo,187
1991,50014,Alcalá de Moncayo,166
2001,50014,Alcalá de Moncayo,127
2011,50014,Alcalá de Moncayo,190
2018,50014,Alcalá de Moncayo,144
2019,50014,Alcalá de Moncayo,143
1900,50030,Añón de Moncayo,1106
1910,50030,Añón de Moncayo,1125
1920,50030,Añón de Moncayo,1101
1930,50030,Añón de Moncayo,1111
1940,50030,Añón de Moncayo,979
1950,50030,Añón de Moncayo,959
1960,50030,Añón de Moncayo,678
1970,50030,Añón de Moncayo,474
1981,50030,Añón de Moncayo,359
1991,50030,Añón de Moncayo,345
2001,50030,Añón de Moncayo,288
2011,50030,Añón de Moncayo,216
2018,50030,Añón de Moncayo,213
2019,50030,Añón de Moncayo,212
1900,50063,El Buste,428
1910,50063,El Buste,420
1920,50063,El Buste,452
1930,50063,El Buste,466
1940,50063,El Buste,432
1950,50063,El Buste,406
1960,50063,El Buste,357
1970,50063,El Buste,278
1981,50063,El Buste,200
1991,50063,El Buste,137
2001,50063,El Buste,104
2011,50063,El Buste,80
2018,50063,El Buste,72
2019,50063,El Buste,66
1900,50122,Grisel,497
1910,50122,Grisel,491
1920,50122,Grisel,541
1930,50122,Grisel,509
1940,50122,Grisel,453
1950,50122,Grisel,387
1960,50122,Grisel,295
1970,50122,Grisel,127
1981,50122,Grisel,58
1991,50122,Grisel,59
2001,50122,Grisel,55
2011,50122,Grisel,68
2018,50122,Grisel,67
2019,50122,Grisel,74
1900,50140,Litago,634
1910,50140,Litago,589
1920,50140,Litago,607
1930,50140,Litago,584
1940,50140,Litago,545
1950,50140,Litago,524
1960,50140,Litago,453
1970,50140,Litago,255
1981,50140,Litago,227
1991,50140,Litago,189
2001,50140,Litago,172
2011,50140,Litago,178
2018,50140,Litago,166
2019,50140,Litago,161
1900,50141,Lituénigo,363
1910,50141,Lituénigo,343
1920,50141,Lituénigo,324
1930,50141,Lituénigo,359
1940,50141,Lituénigo,359
1950,50141,Lituénigo,356
1960,50141,Lituénigo,312
1970,50141,Lituénigo,238
1981,50141,Lituénigo,164
1991,50141,Lituénigo,125
2001,50141,Lituénigo,116
2011,50141,Lituénigo,121
2018,50141,Lituénigo,127
2019,50141,Lituénigo,120
1900,50157,Malón,1230
1910,50157,Malón,954
1920,50157,Malón,1254
1930,50157,Malón,1241
1940,50157,Malón,1265
1950,50157,Malón,1226
1960,50157,Malón,882
1970,50157,Malón,777
1981,50157,Malón,604
1991,50157,Malón,532
2001,50157,Malón,436
2011,50157,Malón,376
2018,50157,Malón,323
2019,50157,Malón,356
1900,50190,Novallas,1527
1910,50190,Novallas,1574
1920,50190,Novallas,1619
1930,50190,Novallas,1636
