year,cp,name,population
1900,50003,Agón,499
1910,50003,Agón,416
1920,50003,Agón,422
1930,50003,Agón,340
1940,50003,Agón,325
1950,50003,Agón,338
1960,50003,Agón,328
1970,50003,Agón,297
1981,50003,Agón,254
1991,50003,Agón,229
2001,50003,Agón,186
2011,50003,Agón,167
2018,50003,Agón,146
2019,50003,Agón,137
1900,50006,Ainzón,2061
1910,50006,Ainzón,1751
1920,50006,Ainzón,1796
1930,50006,Ainzón,1960
1940,50006,Ainzón,1926
1950,50006,Ainzón,1881
1960,50006,Ainzón,1741
1970,50006,Ainzón,1530
1981,50006,Ainzón,1313
1991,50006,Ainzón,1226
2001,50006,Ainzón,1235
2011,50006,Ainzón,1207
2018,50006,Ainzón,1085
2019,50006,Ainzón,1077
1900,50010,Alberite de San Juan,267
1910,50010,Alberite de San Juan,230
1920,50010,Alberite de San Juan,247
1930,50010,Alberite de San Juan,226
1940,50010,Alberite de San Juan,228
1950,50010,Alberite de San Juan,218
1960,50010,Alberite de San Juan,196
1970,50010,Alberite de San Juan,172
1981,50010,Alberite de San Juan,131
1991,50010,Alberite de San Juan,116
2001,50010,Alberite de San Juan,95
2011,50010,Alberite de San Juan,94
2018,50010,Alberite de San Juan,72
2019,50010,Alberite de San Juan,69
1900,50011,Albeta,318
1910,50011,Albeta,318
1920,50011,Albeta,289
1930,50011,Albeta,245
1940,50011,Albeta,254
1950,50011,Albeta,267
1960,50011,Albeta,247
1970,50011,Albeta,226
1981,50011,Albeta,172
1991,50011,Albeta,140
2001,50011,Albeta,120
2011,50011,Albeta,149
2018,50011,Albeta,132
2019,50011,Albeta,133
1900,50027,Ambel,955
1910,50027,Ambel,945
1920,50027,Ambel,940
1930,50027,Ambel,995
1940,50027,Ambel,924
1950,50027,Ambel,962
1960,50027,Ambel,841
1970,50027,Ambel,663
1981,50027,Ambel,469
1991,50027,Ambel,421
2001,50027,Ambel,339
2011,50027,Ambel,285
2018,50027,Ambel,256
2019,50027,Ambel,254
1900,50052,Bisimbre,291
1910,50052,Bisimbre,267
1920,50052,Bisimbre,212
1930,50052,Bisimbre,213
1940,50052,Bisimbre,221
1950,50052,Bisimbre,222
1960,50052,Bisimbre,237
1970,50052,Bisimbre,200
1981,50052,Bisimbre,180
1991,50052,Bisimbre,146
2001,50052,Bisimbre,124
2011,50052,Bisimbre,101
2018,50052,Bisimbre,97
2019,50052,Bisimbre,92
1900,50055,Borja,5667
1910,50055,Borja,5243
1920,50055,Borja,5093
1930,50055,Borja,5055
1940,50055,Borja,5138
1950,50055,Borja,5024
1960,50055,Borja,4490
1970,50055,Borja,4011
1981,50055,Borja,4233
1991,50055,Borja,4060
2001,50055,Borja,4295
2011,50055,Borja,5039
2018,50055,Borja,4922
2019,50055,Borja,4969
1900,50060,Bulbuente,1052
1910,50060,Bulbuente,896
1920,50060,Bulbuente,853
1930,50060,Bulbuente,820
1940,50060,Bulbuente,742
1950,50060,Bulbuente,746
1960,50060,Bulbuente,545
1970,50060,Bulbuente,430
1981,50060,Bulbuente,346
1991,50060,Bulbuente,274
2001,50060,Bulbuente,246
2011,50060,Bulbuente,235
2018,50060,Bulbuente,217
2019,50060,Bulbuente,221
1900,50061,Bureta,685
1910,50061,Bureta,628
1920,50061,Bureta,660
1930,50061,Bureta,636
1940,50061,Bureta,577
1950,50061,Bureta,615
1960,50061,Bureta,534
1970,50061,Bureta,471
1981,50061,Bureta,400
1991,50061,Bureta,342
2001,50061,Bureta,313
2011,50061,Bureta,274
2018,50061,Bureta,217
2019,50061,Bureta,214
1900,50111,Fréscano,505
1910,50111,Fréscano,447
1920,50111,Fréscano,440
1930,50111,Fréscano,352
1940,50111,Fréscano,366
1950,50111,Fréscano,405
1960,50111,Fréscano,452
1970,50111,Fréscano,419
1981,50111,Fréscano,344
1991,50111,Fréscano,275
2001,50111,Fréscano,248
2011,50111,Fréscano,208
2018,50111,Fréscano,202
2019,50111,Fréscano,204
1900,50113,Fuendejalón,1354
1910,50113,Fuendejalón,1226
1920,50113,Fuendejalón,1483
1930,50113,Fuendejalón,1418
1940,50113,Fuendejalón,1378
1950,50113,Fuendejalón,1473
1960,50113,Fuendejalón,1323
1970,50113,Fuendejalón,1125
1981,50113,Fuendejalón,1039
1991,50113,Fuendejalón,985
2001,50113,Fuendejalón,871
2011,50113,Fuendejalón,944
2018,50113,Fuendejalón,793
2019,50113,Fuendejalón,778
1900,50153,Magallón,2822
1910,50153,Magallón,2662
1920,50153,Magallón,2504
1930,50153,Magallón,2217
1940,50153,Magallón,2197
1950,50153,Magallón,2044
1960,50153,Magallón,1818
1970,50153,Magallón,1646
1981,50153,Magallón,1463
1991,50153,Magallón,1365
2001,50153,Magallón,1177
2011,50153,Magallón,1206
2018,50153,Magallón,1133
2019,50153,Magallón,1128
1900,50156,Maleján,535
1910,50156,Maleján,538
1920,50156,Maleján,524
1930,50156,Maleján,520
1940,50156,Maleján,504
1950,50156,Maleján,521
1960,50156,Maleján,487
1970,50156,Maleján,385
1981,50156,Maleján,340
1991,50156,Maleján,313
2001,50156,Maleján,294
2011,50156,Maleján,319
2018,50156,Maleján,259
2019,50156,Maleján,259
1900,50160,Mallén,2401
1910,50160,Mallén,2501
1920,50160,Mallén,2959
1930,50160,Mallén,3030
1940,50160,Mallén,3039
1950,50160,Mallén,3177
1960,50160,Mallén,3521
1970,50160,Mallén,3232
1981,50160,Mallén,2918
1991,50160,Mallén,3018
2001,50160,Mallén,3109
2011,50160,Mallén,3571
2018,50160,Mallén,3083
2019,50160,Mallén,3035
1900,50191,Novillas,908
1910,50191,Novillas,842
1920,50191,Novillas,972
1930,50191,Novillas,1013
1940,50191,Novillas,974
1950,50191,Novillas,1023
1960,50191,Novillas,1005
1970,50191,Novillas,934
1981,50191,Novillas,832
1991,50191,Novillas,737
2001,50191,Novillas,673
2011,50191,Novillas,600
2018,50191,Novillas,540
2019,50191,Novillas,532
1900,50216,Pozuelo de Aragón,710
1910,50216,Pozuelo de Aragón,655
1920,50216,Pozuelo de Aragón,767
1930,50216,Pozuelo de Aragón,641
1940,50216,Pozuelo de Aragón,737
1950,50216,Pozuelo de Aragón,687
1960,50216,Pozuelo de Aragón,559
1970,50216,Pozuelo de Aragón,507
1981,50216,Pozuelo de Aragón,444
1991,50216,Pozuelo de Aragón,374
2001,50216,Pozuelo de Aragón,337
2011,50216,Pozuelo de Aragón,326
2018,50216,Pozuelo de Aragón,284
2019,50216,Pozuelo de Aragón,296
1900,50249,Tabuenca,1379
1910,50249,Tabuenca,1292
1920,50249,Tabuenca,1353
1930,50249,Tabuenca,1258
1940,50249,Tabuenca,1232
1950,50249,Tabuenca,1257
1960,50249,Tabuenca,1001
1970,50249,Tabuenca,831
1981,50249,Tabuenca,621
1991,50249,Tabuenca,547
2001,50249,Tabuenca,460
2011,50249,Tabuenca,384
2018,50249,Tabuenca,323
2019,50249,Tabuenca,314
1900,50250,Talamantes,471
1910,50250,Talamantes,590
1920,50250,Talamantes,529
1930,50250,Talamantes,489
1940,50250,Talamantes,479
1950,50250,Talamantes,412
1960,50250,Talamantes,291
1970,50250,Talamantes,175
1981,50250,Talamantes,81
1991,50250,Talamantes,64
2001,50250,Talamantes,59
2011,50250,Talamantes,57
2018,50250,Talamantes,63
2019,50250,Talamantes,64
