year,cp,name,population
1900,50033,Ardisa,484
1910,50033,Ardisa,455
1920,50033,Ardisa,509
1930,50033,Ardisa,540
1940,50033,Ardisa,445
1950,50033,Ardisa,394
1960,50033,Ardisa,285
1970,50033,Ardisa,199
1981,50033,Ardisa,106
1991,50033,Ardisa,79
2001,50033,Ardisa,74
2011,50033,Ardisa,85
2018,50033,Ardisa,72
2019,50033,Ardisa,70
1900,50036,Asín,336
1910,50036,Asín,387
1920,50036,Asín,430
1930,50036,Asín,460
1940,50036,Asín,449
1950,50036,Asín,429
1960,50036,Asín,338
1970,50036,Asín,190
1981,50036,Asín,129
1991,50036,Asín,115
2001,50036,Asín,100
2011,50036,Asín,111
2018,50036,Asín,96
2019,50036,Asín,110
1900,50041,Bagüés,243
1910,50041,Bagüés,215
1920,50041,Bagüés,233
1930,50041,Bagüés,203
1940,50041,Bagüés,162
1950,50041,Bagüés,135
1960,50041,Bagüés,95
1970,50041,Bagüés,20
1981,50041,Bagüés,15
1991,50041,Bagüés,16
2001,50041,Bagüés,39
2011,50041,Bagüés,23
2018,50041,Bagüés,12
2019,50041,Bagüés,17
1900,50901,Biel,1659
1910,50901,Biel,1735
1920,50901,Biel,1601
1930,50901,Biel,1492
1940,50901,Biel,1246
1950,50901,Biel,1066
1960,50901,Biel,864
1970,50901,Biel,506
1981,50901,Biel,284
1991,50901,Biel,226
2001,50901,Biel,230
2011,50901,Biel,165
2018,50901,Biel,140
2019,50901,Biel,154
1900,50051,Biota,1383
1910,50051,Biota,1463
1920,50051,Biota,1764
1930,50051,Biota,1869
1940,50051,Biota,1989
1950,50051,Biota,1954
1960,50051,Biota,1900
1970,50051,Biota,1704
1981,50051,Biota,1510
1991,50051,Biota,1306
2001,50051,Biota,1200
2011,50051,Biota,1078
2018,50051,Biota,948
2019,50051,Biota,941
1900,50077,Castejón de Valdejasa,1095
1910,50077,Castejón de Valdejasa,1061
1920,50077,Castejón de Valdejasa,1049
1930,50077,Castejón de Valdejasa,1102
1940,50077,Castejón de Valdejasa,1162
1950,50077,Castejón de Valdejasa,1068
1960,50077,Castejón de Valdejasa,902
1970,50077,Castejón de Valdejasa,581
1981,50077,Castejón de Valdejasa,452
1991,50077,Castejón de Valdejasa,397
2001,50077,Castejón de Valdejasa,324
2011,50077,Castejón de Valdejasa,266
2018,50077,Castejón de Valdejasa,221
2019,50077,Castejón de Valdejasa,210
1900,50078,Castiliscar,823
1910,50078,Castiliscar,870
1920,50078,Castiliscar,943
1930,50078,Castiliscar,1026
1940,50078,Castiliscar,1039
1950,50078,Castiliscar,1045
1960,50078,Castiliscar,1012
1970,50078,Castiliscar,649
1981,50078,Castiliscar,493
1991,50078,Castiliscar,469
2001,50078,Castiliscar,403
2011,50078,Castiliscar,311
2018,50078,Castiliscar,265
2019,50078,Castiliscar,263
1900,50095,Ejea de los Caballeros,5271
1910,50095,Ejea de los Caballeros,5861
1920,50095,Ejea de los Caballeros,7829
1930,50095,Ejea de los Caballeros,8666
1940,50095,Ejea de los Caballeros,9652
1950,50095,Ejea de los Caballeros,9604
1960,50095,Ejea de los Caballeros,11242
1970,50095,Ejea de los Caballeros,14777
1981,50095,Ejea de los Caballeros,15842
1991,50095,Ejea de los Caballeros,15337
2001,50095,Ejea de los Caballeros,16048
2011,50095,Ejea de los Caballeros,17069
2018,50095,Ejea de los Caballeros,16605
2019,50095,Ejea de los Caballeros,16783
1900,50100,Erla,911
1910,50100,Erla,931
1920,50100,Erla,1104
1930,50100,Erla,1067
1940,50100,Erla,1179
1950,50100,Erla,1038
1960,50100,Erla,916
1970,50100,Erla,778
1981,50100,Erla,614
1991,50100,Erla,547
2001,50100,Erla,451
2011,50100,Erla,403
2018,50100,Erla,345
2019,50100,Erla,342
1900,50109,El Frago,561
1910,50109,El Frago,615
1920,50109,El Frago,575
1930,50109,El Frago,563
1940,50109,El Frago,499
1950,50109,El Frago,465
1960,50109,El Frago,371
1970,50109,El Frago,183
1981,50109,El Frago,140
1991,50109,El Frago,123
2001,50109,El Frago,132
2011,50109,El Frago,105
2018,50109,El Frago,99
2019,50109,El Frago,99
1900,50128,Isuerre,347
1910,50128,Isuerre,356
1920,50128,Isuerre,373
