year,cp,name,population
1900,50031,Aranda de Moncayo,1585
1910,50031,Aranda de Moncayo,1654
1920,50031,Aranda de Moncayo,1437
1930,50031,Aranda de Moncayo,1451
1940,50031,Aranda de Moncayo,1208
1950,50031,Aranda de Moncayo,1177
1960,50031,Aranda de Moncayo,803
1970,50031,Aranda de Moncayo,581
1981,50031,Aranda de Moncayo,331
1991,50031,Aranda de Moncayo,266
2001,50031,Aranda de Moncayo,229
2011,50031,Aranda de Moncayo,197
2018,50031,Aranda de Moncayo,160
2019,50031,Aranda de Moncayo,152
1900,50057,Brea de Aragón,1467
1910,50057,Brea de Aragón,1325
1920,50057,Brea de Aragón,1484
1930,50057,Brea de Aragón,1904
1940,50057,Brea de Aragón,1862
1950,50057,Brea de Aragón,1792
1960,50057,Brea de Aragón,1751
1970,50057,Brea de Aragón,1889
1981,50057,Brea de Aragón,2065
1991,50057,Brea de Aragón,2044
2001,50057,Brea de Aragón,1999
2011,50057,Brea de Aragón,1799
2018,50057,Brea de Aragón,1665
2019,50057,Brea de Aragón,1609
1900,50069,Calcena,854
1910,50069,Calcena,907
1920,50069,Calcena,1076
1930,50069,Calcena,1087
1940,50069,Calcena,967
1950,50069,Calcena,961
1960,50069,Calcena,639
1970,50069,Calcena,289
1981,50069,Calcena,132
1991,50069,Calcena,105
2001,50069,Calcena,99
2011,50069,Calcena,64
2018,50069,Calcena,75
2019,50069,Calcena,72
1900,50121,Gotor,874
1910,50121,Gotor,841
1920,50121,Gotor,706
1930,50121,Gotor,738
1940,50121,Gotor,677
1950,50121,Gotor,597
1960,50121,Gotor,473
1970,50121,Gotor,451
1981,50121,Gotor,414
1991,50121,Gotor,390
2001,50121,Gotor,400
2011,50121,Gotor,371
2018,50121,Gotor,306
2019,50121,Gotor,318
1900,50126,Illueca,1823
1910,50126,Illueca,1904
1920,50126,Illueca,1893
1930,50126,Illueca,1963
1940,50126,Illueca,2012
1950,50126,Illueca,1973
1960,50126,Illueca,2144
1970,50126,Illueca,2498
1981,50126,Illueca,2949
1991,50126,Illueca,3149
2001,50126,Illueca,3284
2011,50126,Illueca,3272
2018,50126,Illueca,2964
2019,50126,Illueca,2924
1900,50130,Jarque,1472
1910,50130,Jarque,1514
1920,50130,Jarque,1511
1930,50130,Jarque,1331
1940,50130,Jarque,1258
1950,50130,Jarque,1181
1960,50130,Jarque,1015
1970,50130,Jarque,773
1981,50130,Jarque,674
1991,50130,Jarque,616
2001,50130,Jarque,541
2011,50130,Jarque,522
2018,50130,Jarque,436
2019,50130,Jarque,435
1900,50166,Mesones de Isuela,613
1910,50166,Mesones de Isuela,641
1920,50166,Mesones de Isuela,690
1930,50166,Mesones de Isuela,697
1940,50166,Mesones de Isuela,748
1950,50166,Mesones de Isuela,796
1960,50166,Mesones de Isuela,728
1970,50166,Mesones de Isuela,590
1981,50166,Mesones de Isuela,505
1991,50166,Mesones de Isuela,440
2001,50166,Mesones de Isuela,350
2011,50166,Mesones de Isuela,316
2018,50166,Mesones de Isuela,271
2019,50166,Mesones de Isuela,264
1900,50198,Oseja,346
1910,50198,Oseja,333
1920,50198,Oseja,339
1930,50198,Oseja,310
1940,50198,Oseja,307
1950,50198,Oseja,275
1960,50198,Oseja,220
1970,50198,Oseja,104
1981,50198,Oseja,19
1991,50198,Oseja,30
2001,50198,Oseja,52
2011,50198,Oseja,48
2018,50198,Oseja,52
2019,50198,Oseja,53
1900,50214,Pomer,474
1910,50214,Pomer,469
1920,50214,Pomer,482
1930,50214,Pomer,484
1940,50214,Pomer,383
1950,50214,Pomer,396
1960,50214,Pomer,342
1970,50214,Pomer,80
1981,50214,Pomer,40
1991,50214,Pomer,25
2001,50214,Pomer,35
2011,50214,Pomer,35
2018,50214,Pomer,22
2019,50214,Pomer,22
1900,50221,Purujosa,463
1910,50221,Purujosa,543
1920,50221,Purujosa,564
1930,50221,Purujosa,480
1940,50221,Purujosa,442
1950,50221,Purujosa,448
1960,50221,Purujosa,264
1970,50221,Purujosa,118
1981,50221,Purujosa,11
1991,50221,Purujosa,35
2001,50221,Purujosa,47
2011,50221,Purujosa,43
2018,50221,Purujosa,36
2019,50221,Purujosa,35
1900,50243,Sestrica,1298
1910,50243,Sestrica,1337
1920,50243,Sestrica,1318
1930,50243,Sestrica,1315
1940,50243,Sestrica,1324
1950,50243,Sestrica,1107
1960,50243,Sestrica,926
1970,50243,Sestrica,677
1981,50243,Sestrica,606
1991,50243,Sestrica,559
2001,50243,Sestrica,475
2011,50243,Sestrica,397
2018,50243,Sestrica,370
2019,50243,Sestrica,352
1900,50254,Tierga,682
1910,50254,Tierga,802
1920,50254,Tierga,1058
1930,50254,Tierga,1082
1940,50254,Tierga,969
1950,50254,Tierga,789
1960,50254,Tierga,674
1970,50254,Tierga,420
1981,50254,Tierga,329
1991,50254,Tierga,292
2001,50254,Tierga,244
2011,50254,Tierga,198
2018,50254,Tierga,192
2019,50254,Tierga,186
1900,50266,Trasobares,531
1910,50266,Trasobares,697
1920,50266,Trasobares,723
1930,50266,Trasobares,1017
1940,50266,Trasobares,948
1950,50266,Trasobares,998
1960,50266,Trasobares,801
1970,50266,Trasobares,514
1981,50266,Trasobares,363
1991,50266,Trasobares,297
2001,50266,Trasobares,212
2011,50266,Trasobares,140
2018,50266,Trasobares,120
2019,50266,Trasobares,122
