year,cp,name,population
1900,50008,Alagón,3454
1910,50008,Alagón,4082
1920,50008,Alagón,4749
1930,50008,Alagón,5083
1940,50008,Alagón,5805
1950,50008,Alagón,5484
1960,50008,Alagón,5334
1970,50008,Alagón,5181
1981,50008,Alagón,5086
1991,50008,Alagón,5522
2001,50008,Alagón,5620
2011,50008,Alagón,7153
2018,50008,Alagón,7094
2019,50008,Alagón,7163
1900,50013,Alcalá de Ebro,386
1910,50013,Alcalá de Ebro,479
1920,50013,Alcalá de Ebro,547
1930,50013,Alcalá de Ebro,590
1940,50013,Alcalá de Ebro,613
1950,50013,Alcalá de Ebro,559
1960,50013,Alcalá de Ebro,591
1970,50013,Alcalá de Ebro,521
1981,50013,Alcalá de Ebro,349
1991,50013,Alcalá de Ebro,348
2001,50013,Alcalá de Ebro,295
2011,50013,Alcalá de Ebro,285
2018,50013,Alcalá de Ebro,251
2019,50013,Alcalá de Ebro,246
1900,50043,Bárboles,640
1910,50043,Bárboles,731
1920,50043,Bárboles,753
1930,50043,Bárboles,808
1940,50043,Bárboles,851
1950,50043,Bárboles,782
1960,50043,Bárboles,740
1970,50043,Bárboles,526
1981,50043,Bárboles,423
1991,50043,Bárboles,355
2001,50043,Bárboles,315
2011,50043,Bárboles,324
2018,50043,Bárboles,300
2019,50043,Bárboles,293
1900,50053,Boquiñeni,920
1910,50053,Boquiñeni,894
1920,50053,Boquiñeni,1022
1930,50053,Boquiñeni,1136
1940,50053,Boquiñeni,1150
1950,50053,Boquiñeni,1218
1960,50053,Boquiñeni,1424
1970,50053,Boquiñeni,1359
1981,50053,Boquiñeni,1132
1991,50053,Boquiñeni,1063
2001,50053,Boquiñeni,990
2011,50053,Boquiñeni,961
2018,50053,Boquiñeni,808
2019,50053,Boquiñeni,787
1900,50064,Cabañas de Ebro,493
1910,50064,Cabañas de Ebro,625
1920,50064,Cabañas de Ebro,669
1930,50064,Cabañas de Ebro,795
1940,50064,Cabañas de Ebro,800
1950,50064,Cabañas de Ebro,782
1960,50064,Cabañas de Ebro,744
1970,50064,Cabañas de Ebro,687
1981,50064,Cabañas de Ebro,607
1991,50064,Cabañas de Ebro,561
2001,50064,Cabañas de Ebro,544
2011,50064,Cabañas de Ebro,552
2018,50064,Cabañas de Ebro,498
2019,50064,Cabañas de Ebro,505
1900,50107,Figueruelas,367
1910,50107,Figueruelas,451
1920,50107,Figueruelas,504
1930,50107,Figueruelas,559
1940,50107,Figueruelas,597
1950,50107,Figueruelas,635
1960,50107,Figueruelas,672
1970,50107,Figueruelas,691
1981,50107,Figueruelas,705
1991,50107,Figueruelas,870
2001,50107,Figueruelas,1058
2011,50107,Figueruelas,1305
2018,50107,Figueruelas,1240
2019,50107,Figueruelas,1259
1900,50118,Gallur,2847
1910,50118,Gallur,2862
1920,50118,Gallur,3438
1930,50118,Gallur,3862
1940,50118,Gallur,3982
1950,50118,Gallur,4038
1960,50118,Gallur,4328
1970,50118,Gallur,4227
1981,50118,Gallur,3486
1991,50118,Gallur,3066
2001,50118,Gallur,2900
2011,50118,Gallur,2876
2018,50118,Gallur,2628
2019,50118,Gallur,2596
1900,50123,Grisén,360
1910,50123,Grisén,440
1920,50123,Grisén,545
1930,50123,Grisén,651
1940,50123,Grisén,705
1950,50123,Grisén,723
1960,50123,Grisén,708
1970,50123,Grisén,627
1981,50123,Grisén,501
1991,50123,Grisén,485
2001,50123,Grisén,470
2011,50123,Grisén,592
2018,50123,Grisén,597
2019,50123,Grisén,589
1900,50132,La Joyosa,264
1910,50132,La Joyosa,271
1920,50132,La Joyosa,304
1930,50132,La Joyosa,283
1940,50132,La Joyosa,318
1950,50132,La Joyosa,327
1960,50132,La Joyosa,485
1970,50132,La Joyosa,459
1981,50132,La Joyosa,357
1991,50132,La Joyosa,345
2001,50132,La Joyosa,430
2011,50132,La Joyosa,949
2018,50132,La Joyosa,1072
2019,50132,La Joyosa,1073
1900,50147,Luceni,796
1910,50147,Luceni,907
1920,50147,Luceni,1470
1930,50147,Luceni,1902
1940,50147,Luceni,1925
1950,50147,Luceni,1840
1960,50147,Luceni,1772
1970,50147,Luceni,1604
1981,50147,Luceni,1321
1991,50147,Luceni,1089
2001,50147,Luceni,1034
2011,50147,Luceni,1042
2018,50147,Luceni,945
2019,50147,Luceni,956
1900,50204,Pedrola,2269
1910,50204,Pedrola,2507
1920,50204,Pedrola,2632
1930,50204,Pedrola,2668
1940,50204,Pedrola,2850
1950,50204,Pedrola,2702
1960,50204,Pedrola,2677
1970,50204,Pedrola,2442
1981,50204,Pedrola,2143
1991,50204,Pedrola,2460
2001,50204,Pedrola,2812
2011,50204,Pedrola,3753
2018,50204,Pedrola,3509
2019,50204,Pedrola,3568
1900,50209,Pinseque,750
1910,50209,Pinseque,837
1920,50209,Pinseque,1024
1930,50209,Pinseque,1169
1940,50209,Pinseque,1126
1950,50209,Pinseque,1221
1960,50209,Pinseque,1356
1970,50209,Pinseque,1230
1981,50209,Pinseque,1178
1991,50209,Pinseque,1363
2001,50209,Pinseque,1819
2011,50209,Pinseque,3615
2018,50209,Pinseque,3908
2019,50209,Pinseque,3973
1900,50212,Pleitas,154
1910,50212,Pleitas,185
