saldo
-2
0
2
-3
-6
-3
-10
0
-1
0
-5
-5
-9
3
-3
-1
1
-20
-4
-4
-2
-8
-4
-2
-2
-1
1
-2
-20
-1
-4
1
5
-1
-4
-2
-5
-3
-41
0
-13
-16
12
-3
-5
-4
-1
-7
-5
-5
-1
-3
-5
-1
1
-3
0
-7
0
-4
-2
-4
1
-4
-5
-4
-4
-1
-3
-3
-1
-2
-8
-2
-6
0
-2
-6
-1
-11
0
1
-15
2
47
-4
-3
-1
-25
-26
-8
-1
0
-2
-113
-1
-2
-1
-5
-53
-1
-1
-5
-11
-15
0
0
-2
0
-5
-1
-2
-4
-5
0
-6
-47
1
1
-1
-2
-6
-1
-1
-8
-3
0
-1
-1
-11
-5
-1
-2
-1
0
-3
-2
-2
-2
-2
0
-2
-5
-40
-4
-1
-5
-3
-4
-8
1
-5
0
3
0
-4
2
2
-1
-7
-6
-1
2
-2
-18
-24
-10
-3
0
-5
0
-3
0
-10
-2
-4
0
-2
-5
-1
-4
-2
-2
0
-1
-4
0
-1
-7
-1
-5
-2
-6
-4
-18
-11
0
-2
22
-19
-12
-2
-2
-5
0
-1
-26
-2
0
-7
-7
-5
-3
-3
-8
-9
0
-2
-1
-2
-1
-3
-4
-2
-16
-23
-32
-2
0
1
-4
-11
1
-1
-3
-3
-12
0
-3
-1
-1
-10
-23
-7
-1
-1
-1
-1
-1
-3
-3
2
-2
-4
-4
0
-3
-1
-2
-4
0
-3
-8
-5
-1
-2
-8
-1
-3
1
0
-1
1
-2
-2
-5
-1
0
-1
-1
-6
-11
-3
-2
-1
-1
1
-3
-1
-1
-5
-6
-11
-18
-5
-1
1
2
-1
-1
-8
-2
-11
-14
-3
-8
-11
-1
-2
-1
-4
-8
1
0
-1
-2
-1
0
-1
-1
-2
-1
-7
-7
-1
-1
-3
0
-4
-1
-14
-7
1
-5
-1
-3
1
-3
-3
-4
-1
-11
-2
-5
-1
-17
0
-2
-1
-2
-3
-38
-2
-1
-2
-2
-3
-7
-1
1
0
0
-4
-2
-2
-3
-9
-8
-4
-6
1
1
0
-6
-4
-1
-1
-4
-1
1
-3
-2
1
-2
-1
-3
-8
-5
-2
-3
-4
-11
-1
-6
-20
-7
-4
-1
-4
-4
1
-4
-2
-1
-4
-6
-9
-13
-13
-3
-2
-12
-3
-9
-1
-5
-2
-2
-15
-3
-3
-5
-18
-7
-5
-3
-24
-2
-12
-1
-29
-1
-5
-1
-2
-3
-2
-5
-2
-7
33
-101
-15
-1
-3
-5
-14
12
-2
-2
0
-2
-5
-1
-7
-1
-4
-2
-2
-2
-3
-2
-1
-4
173
-6
-2
-27
-52
-3
-3
-14
-16
-2
-3
-3
-3
-1
-2
-4
-2
0
-2
-4
-5
1
-13
-18
-6
-5
-3
-4
-26
-1
-9
-4
-4
4
-2
-1
-3
-25
-9
0
0
-14
-2
-2
-6
-1
-16
-13
-13
-14
-3
-1
-2
-16
-12
-7
-1
-3
46
-3
-24
0
-5
-2
-3
-1
-1
-2
-1
-22
-1
-9
-7
-9
-3
-9
35
-2
-1
0
-2
-11
-11
-5
0
-2
-4
-1
-4
-2
-8
-7
-2
-2
-4
7
-3
-6
-3
-22
-4
-1
-6
0
-2
-1
2
-2
-1
34
-1
-8
-12
0
-12
-5
2
-2
-3
-2
-1
-3
1
-3
-3
0
-3
-6
-4
-6
0
-2
-1
-2
-3
-26
-20
-8
0
-43
-42
-11
-1
-7
-2
-3
-1
-1
-8
-7
-2
-3
-5
-13
-13
-1
-8
60
-2
-6
-2
-1
-6
0
0
-2
-2
-2
-5
-6
-20
-4
-3
-1
2
-10
2
-2
-6
-939
0
-8
0
-3
0
-5
-11
-1
-8
-1
-3
-2
-5
-4
-14
-15
-4
-1
-1
-27
-4
-2
-7
-25
-10
-2
-1
0
-3
0
-1
-11
0
-3
-7
-4
-2
-2
-2
-2
-2
-50
-1
-23
-28
13
-1
-1
-3
-4
-5
-2
-14
-3
1
-3
-2
-1
-1
-4
-4
-1
-3
-3
0
1
-3
-2
0
-6
-5
-3
2
-1
-1
-3
1
-2
0
1
-10
-4
-8
-5
1
-1
-1
-14
-1
42
-1
0
-11
-22
-17
-9
-1
-3
-1
-68
-2
-1
-2
-2
-20
-1
-3
-9
-20
-1
-5
0
0
1
-2
-2
-1
-3
-2
1
-5
-22
-2
-1
1
1
-5
-6
0
1
-8
-2
-2
1
-3
-5
0
-1
0
-2
-3
-1
-1
-4
-3
-5
1
-6
-5
-27
1
-6
1
-3
0
-4
-1
-2
-4
-3
-2
-5
1
-10
-1
-3
-10
-4
1
3
-1
-7
-11
-7
-2
0
-1
-2
-3
-4
-1
-3
-1
-1
-9
5
-9
-3
1
-4
3
-1
-10
-10
-2
-8
-5
-9
-7
-3
-1
-4
7
-5
-3
-1
0
-1
-1
-1
-1
0
2
