year,name,cp,nacidos,defunciones,saldo
2013,Zaragoza,Aldehuela de Liestos (50016),0,2,-2
2013,Zaragoza,Alfajarín (50017),32,23,9
2013,Zaragoza,Alfamén (50018),8,22,-14
2013,Zaragoza,Alforque (50019),0,1,-1
2013,Zaragoza,Alhama de Aragón (50020),10,13,-3
2013,Zaragoza,Almolda (La) (50022),1,5,-4
2013,Zaragoza,Almonacid de la Cuba (50023),0,2,-2
2013,Zaragoza,Almonacid de la Sierra (50024),8,15,-7
2013,Zaragoza,Almunia de Doña Godina (La) (50025),51,73,-22
2013,Zaragoza,Alpartir (50026),6,5,1
2013,Zaragoza,Ambel (50027),0,6,-6
2013,Zaragoza,Aniñón (50029),2,10,-8
2013,Zaragoza,Aranda de Moncayo (50031),1,3,-2
2013,Zaragoza,Ardisa (50033),0,1,-1
2013,Zaragoza,Ariza (50034),8,21,-13
2013,Zaragoza,Artieda (50035),1,2,-1
2013,Zaragoza,Arándiga (50032),0,7,-7
2013,Zaragoza,Atea (50037),0,1,-1
2013,Zaragoza,Ateca (50038),3,18,-15
2013,Zaragoza,Azuara (50039),4,17,-13
2013,Zaragoza,Añón de Moncayo (50030),3,5,-2
2013,Zaragoza,Badules (50040),0,1,-1
2013,Zaragoza,Bardallur (50044),2,4,-2
2013,Zaragoza,Belchite (50045),7,18,-11
2013,Zaragoza,Belmonte de Gracián (50046),1,6,-5
2013,Zaragoza,Biel (50901),0,1,-1
2013,Zaragoza,Bijuesca (50050),0,1,-1
2013,Zaragoza,Biota (50051),1,19,-18
2013,Zaragoza,Bisimbre (50052),0,3,-3
2013,Zaragoza,Boquiñeni (50053),11,10,1
2013,Zaragoza,Borja (50055),39,50,-11
2013,Zaragoza,Botorrita (50056),2,3,-1
2013,Zaragoza,Brea de Aragón (50057),6,29,-23
2013,Zaragoza,Bubierca (50058),0,2,-2
2013,Zaragoza,Bujaraloz (50059),3,13,-10
2013,Zaragoza,Bulbuente (50060),1,8,-7
2013,Zaragoza,Bureta (50061),0,7,-7
2013,Zaragoza,Burgo de Ebro (El) (50062),36,17,19
2013,Zaragoza,Buste (El) (50063),0,,0
2013,Zaragoza,Bárboles (50043),1,1,0
2013,Zaragoza,Cabañas de Ebro (50064),0,9,-9
2013,Zaragoza,Cadrete (50066),44,17,27
2013,Zaragoza,Calatayud (50067),154,208,-54
2013,Zaragoza,Calatorao (50068),22,25,-3
2013,Zaragoza,Calcena (50069),0,5,-5
2013,Zaragoza,Calmarza (50070),0,2,-2
2013,Zaragoza,Campillo de Aragón (50071),0,,0
2013,Zaragoza,Carenas (50072),2,2,0
2013,Zaragoza,Cariñena (50073),27,50,-23
2013,Zaragoza,Caspe (50074),98,97,1
2013,Zaragoza,Castejón de Alarba (50075),0,1,-1
2013,Zaragoza,Castejón de las Armas (50076),0,2,-2
2013,Zaragoza,Castejón de Valdejasa (50077),1,5,-4
2013,Zaragoza,Castiliscar (50078),0,2,-2
2013,Zaragoza,Cervera de la Cañada (50079),1,7,-6
2013,Zaragoza,Cetina (50081),4,9,-5
2013,Zaragoza,Chiprana (50092),5,6,-1
2013,Zaragoza,Chodes (50093),0,,0
2013,Zaragoza,Cimballa (50082),1,3,-2
2013,Zaragoza,Cinco Olivas (50083),0,2,-2
2013,Zaragoza,Clarés de Ribota (50084),0,3,-3
2013,Zaragoza,Codo (50085),0,7,-7
2013,Zaragoza,Codos (50086),0,2,-2
2013,Zaragoza,Contamina (50087),1,1,0
2013,Zaragoza,Cosuenda (50088),5,6,-1
2013,Zaragoza,Cuarte de Huerva (50089),229,29,200
2013,Zaragoza,Cubel (50090),1,3,-2
2013,Zaragoza,Cuerlas (Las) (50091),0,1,-1
2013,Zaragoza,Daroca (50094),13,44,-31
2013,Zaragoza,Ejea de los Caballeros (50095),130,157,-27
2013,Zaragoza,Embid de Ariza (50096),0,2,-2
2013,Zaragoza,Encinacorba (50098),0,3,-3
2013,Zaragoza,Erla (50100),1,5,-4
2013,Zaragoza,Escatrón (50101),5,24,-19
2013,Zaragoza,Fabara (50102),8,18,-10
2013,Zaragoza,Farlete (50104),1,5,-4
2013,Zaragoza,Fayos (Los) (50106),1,2,-1
2013,Zaragoza,Fayón (50105),2,7,-5
2013,Zaragoza,Figueruelas (50107),9,18,-9
2013,Zaragoza,Fombuena (50108),1,,1
2013,Zaragoza,Frago (El) (50109),0,1,-1
2013,Zaragoza,Frasno (El) (50110),1,5,-4
2013,Zaragoza,Fréscano (50111),1,3,-2
2013,Zaragoza,Fuendejalón (50113),5,10,-5
2013,Zaragoza,Fuendetodos (50114),0,1,-1
2013,Zaragoza,Fuentes de Ebro (50115),47,42,5
2013,Zaragoza,Fuentes de Jiloca (50116),3,3,0
2013,Zaragoza,Gallocanta (50117),3,1,2
2013,Zaragoza,Gallur (50118),18,40,-22
2013,Zaragoza,Gelsa (50119),7,18,-11
2013,Zaragoza,Godojos (50120),0,2,-2
2013,Zaragoza,Gotor (50121),0,2,-2
2013,Zaragoza,Grisel (50122),0,1,-1
2013,Zaragoza,Grisén (50123),7,5,2
2013,Zaragoza,Herrera de los Navarros (50124),7,6,1
2013,Zaragoza,Ibdes (50125),1,6,-5
2013,Zaragoza,Illueca (50126),15,28,-13
2013,Zaragoza,Isuerre (50128),0,1,-1
2013,Zaragoza,Jaraba (50129),2,6,-4
2013,Zaragoza,Jarque de Moncayo (50130),4,4,0
2013,Zaragoza,Jaulín (50131),1,8,-7
2013,Zaragoza,Joyosa (La) (50132),15,4,11
2013,Zaragoza,Lagata (50133),0,2,-2
2013,Zaragoza,Langa del Castillo (50134),0,2,-2
2013,Zaragoza,Lechón (50138),0,1,-1
2013,Zaragoza,Leciñena (50137),5,18,-13
2013,Zaragoza,Letux (50139),0,13,-13
2013,Zaragoza,Litago (50140),0,2,-2
2013,Zaragoza,Lituénigo (50141),1,1,0
2013,Zaragoza,Longares (50143),4,16,-12
2013,Zaragoza,Lucena de Jalón (50146),0,6,-6
2013,Zaragoza,Luceni (50147),1,16,-15
2013,Zaragoza,Luesia (50148),0,5,-5
2013,Zaragoza,Lumpiaque (50150),10,11,-1
2013,Zaragoza,Luna (50151),1,10,-9
2013,Zaragoza,Lécera (50136),3,11,-8
2013,Zaragoza,Maella (50152),13,28,-15
2013,Zaragoza,Magallón (50153),7,21,-14
2013,Zaragoza,Mainar (50154),0,1,-1
2013,Zaragoza,Malanquilla (50155),0,1,-1
2013,Zaragoza,Maleján (50156),1,5,-4
2013,Zaragoza,Mallén (50160),22,36,-14
2013,Zaragoza,Maluenda (50159),2,11,-9
2013,Zaragoza,Malón (50157),5,9,-4
2013,Zaragoza,Manchones (50161),0,1,-1
2013,Zaragoza,Mara (50162),0,4,-4
2013,Zaragoza,María de Huerva (50163),99,22,77
2013,Zaragoza,Mediana de Aragón (50164),3,3,0
2013,Zaragoza,Mequinenza (50165),22,32,-10
2013,Zaragoza,Mesones de Isuela (50166),0,9,-9
2013,Zaragoza,Mezalocha (50167),0,2,-2
2013,Zaragoza,Mianos (50168),0,1,-1
2013,Zaragoza,Miedes de Aragón (50169),2,7,-5
2013,Zaragoza,Monegrillo (50170),1,3,-2
2013,Zaragoza,Moneva (50171),0,1,-1
2013,Zaragoza,Monreal de Ariza (50172),0,2,-2
2013,Zaragoza,Monterde (50173),1,3,-2
2013,Zaragoza,Morata de Jalón (50175),5,18,-13
2013,Zaragoza,Morata de Jiloca (50176),0,5,-5
2013,Zaragoza,Moros (50178),0,10,-10
2013,Zaragoza,Morés (50177),0,6,-6
2013,Zaragoza,Moyuela (50179),0,5,-5
2013,Zaragoza,Mozota (50180),3,1,2
2013,Zaragoza,Muel (50181),18,13,5
2013,Zaragoza,Muela (La) (50182),83,22,61
2013,Zaragoza,Munébrega (50183),0,10,-10
2013,Zaragoza,Murero (50184),0,3,-3
2013,Zaragoza,Murillo de Gállego (50185),2,,2
2013,Zaragoza,Navardún (50186),0,1,-1
2013,Zaragoza,Nombrevilla (50188),0,1,-1
2013,Zaragoza,Nonaspe (50189),6,14,-8
2013,Zaragoza,Novallas (50190),8,14,-6
2013,Zaragoza,Novillas (50191),2,11,-9
2013,Zaragoza,Nuez de Ebro (50193),6,5,1
2013,Zaragoza,Nuévalos (50192),1,3,-2
2013,Zaragoza,Olvés (50194),1,1,0
2013,Zaragoza,Orcajo (50195),0,1,-1
2013,Zaragoza,Orera (50196),0,2,-2
2013,Zaragoza,Orés (50197),0,1,-1
2013,Zaragoza,Osera de Ebro (50199),3,8,-5
2013,Zaragoza,Paniza (50200),5,8,-3
2013,Zaragoza,Paracuellos de Jiloca (50201),6,9,-3
2013,Zaragoza,Paracuellos de la Ribera (50202),0,3,-3
2013,Zaragoza,Pastriz (50203),7,12,-5
2013,Zaragoza,Pedrola (50204),28,31,-3
2013,Zaragoza,Pedrosas (Las) (50205),2,,2
2013,Zaragoza,Perdiguera (50206),3,9,-6
2013,Zaragoza,Piedratajada (50207),0,1,-1
2013,Zaragoza,Pina de Ebro (50208),18,20,-2
2013,Zaragoza,Pinseque (50209),46,47,-1
2013,Zaragoza,Pintanos (Los) (50210),1,1,0
2013,Zaragoza,Plasencia de Jalón (50211),1,8,-7
2013,Zaragoza,Pleitas (50212),0,1,-1
2013,Zaragoza,Plenas (50213),0,2,-2
2013,Zaragoza,Pozuel de Ariza (50215),0,1,-1
2013,Zaragoza,Pozuelo de Aragón (50216),0,9,-9
2013,Zaragoza,Pradilla de Ebro (50217),3,14,-11
2013,Zaragoza,Puebla de Albortón (50218),2,1,1
2013,Zaragoza,Puebla de Alfindén (La) (50219),81,20,61
2013,Zaragoza,Puendeluna (50220),0,2,-2
2013,Zaragoza,Quinto (50222),9,20,-11
2013,Zaragoza,Remolinos (50223),5,25,-20
2013,Zaragoza,Retascón (50224),0,1,-1
2013,Zaragoza,Ricla (50225),20,26,-6
2013,Zaragoza,Romanos (50227),1,2,-1
2013,Zaragoza,Rueda de Jalón (50228),5,2,3
2013,Zaragoza,Salillas de Jalón (50231),2,4,-2
2013,Zaragoza,Salvatierra de Esca (50232),1,4,-3
2013,Zaragoza,Samper del Salz (50233),0,1,-1
2013,Zaragoza,San Martín de la Virgen de Moncayo (50234),3,8,-5
2013,Zaragoza,San Mateo de Gállego (50235),27,32,-5
2013,Zaragoza,Santa Cruz de Grío (50236),0,2,-2
2013,Zaragoza,Santa Cruz de Moncayo (50237),0,1,-1
2013,Zaragoza,Santa Eulalia de Gállego (50238),0,1,-1
2013,Zaragoza,Santed (50239),0,2,-2
2013,Zaragoza,Saviñán (50241),2,5,-3
2013,Zaragoza,Sediles (50242),0,1,-1
2013,Zaragoza,Sestrica (50243),0,7,-7
2013,Zaragoza,Sierra de Luna (50244),1,4,-3
2013,Zaragoza,Sigüés (50245),0,4,-4
2013,Zaragoza,Sisamón (50246),0,1,-1
2013,Zaragoza,Sobradiel (50247),18,13,5
2013,Zaragoza,Sos del Rey Católico (50248),5,11,-6
2013,Zaragoza,Sádaba (50230),2,30,-28
2013,Zaragoza,Sástago (50240),8,16,-8
2013,Zaragoza,Tabuenca (50249),1,3,-2
2013,Zaragoza,Tarazona (50251),96,127,-31
2013,Zaragoza,Tauste (50252),32,89,-57
2013,Zaragoza,Terrer (50253),4,9,-5
2013,Zaragoza,Tierga (50254),0,2,-2
2013,Zaragoza,Tobed (50255),0,8,-8
2013,Zaragoza,Torralba de los Frailes (50256),0,1,-1
2013,Zaragoza,Torralba de Ribota (50257),0,4,-4
2013,Zaragoza,Torrellas (50261),0,4,-4
2013,Zaragoza,Torres de Berrellén (50262),13,17,-4
2013,Zaragoza,Torrijo de la Cañada (50263),1,6,-5
2013,Zaragoza,Tosos (50264),0,3,-3
2013,Zaragoza,Trasobares (50266),0,2,-2
2013,Zaragoza,Uncastillo (50267),0,16,-16
2013,Zaragoza,Undués de Lerda (50268),1,,1
2013,Zaragoza,Urrea de Jalón (50269),4,8,-4
2013,Zaragoza,Urriés (50270),0,1,-1
2013,Zaragoza,Used (50271),0,1,-1
2013,Zaragoza,Utebo (50272),211,83,128
2013,Zaragoza,Val de San Martín (50274),0,1,-1
2013,Zaragoza,Valmadrid (50275),1,6,-5
2013,Zaragoza,Valpalmas (50276),0,6,-6
2013,Zaragoza,Velilla de Ebro (50278),4,3,1
2013,Zaragoza,Velilla de Jiloca (50279),0,3,-3
2013,Zaragoza,Vera de Moncayo (50280),3,8,-5
2013,Zaragoza,Vierlas (50281),1,1,0
2013,Zaragoza,Villafeliche (50284),0,7,-7
2013,Zaragoza,Villafranca de Ebro (50285),5,15,-10
2013,Zaragoza,Villalba de Perejil (50286),1,1,0
2013,Zaragoza,Villalengua (50287),1,7,-6
2013,Zaragoza,Villamayor de Gállego (50903),19,23,-4
2013,Zaragoza,Villanueva de Gállego (50288),40,35,5
2013,Zaragoza,Villanueva de Huerva (50290),1,15,-14
2013,Zaragoza,Villanueva de Jiloca (50289),0,5,-5
2013,Zaragoza,Villar de los Navarros (50291),0,2,-2
2013,Zaragoza,Villarreal de Huerva (50292),2,3,-1
2013,Zaragoza,Villarroya de la Sierra (50293),1,12,-11
2013,Zaragoza,Vilueña (La) (50282),1,,1
2013,Zaragoza,Zaida (La) (50296),4,5,-1
2013,Zaragoza,Zaragoza (50297),6175,6110,65
2013,Zaragoza,Zuera (50298),71,67,4
2013,Zaragoza,Épila (50099),48,62,-14
2012,Huesca,Abiego (22001),0,1,-1
2012,Huesca,Adahuesca (22003),3,4,-1
2012,Huesca,Agüero (22004),0,7,-7
2012,Huesca,Albalate de Cinca (22007),11,10,1
2012,Huesca,Albalatillo (22008),0,2,-2
2012,Huesca,Albelda (22009),3,15,-12
2012,Huesca,Albero Alto (22011),0,2,-2
2012,Huesca,Albero Bajo (22012),1,,1
2012,Huesca,Alberuela de Tubo (22013),1,7,-6
2012,Huesca,Alcalá de Gurrea (22014),3,,3
2012,Huesca,Alcalá del Obispo (22015),0,6,-6
2012,Huesca,Alcampell (22016),0,14,-14
2012,Huesca,Alcolea de Cinca (22017),9,8,1
2012,Huesca,Alcubierre (22018),1,6,-5
2012,Huesca,Alerre (22019),1,2,-1
2012,Huesca,Alfántega (22020),2,1,1
2012,Huesca,Almudévar (22021),21,36,-15
2012,Huesca,Almunia de San Juan (22022),13,10,3
2012,Huesca,Almuniente (22023),4,7,-3
2012,Huesca,Alquézar (22024),1,1,0
2012,Huesca,Altorricón (22025),10,18,-8
2012,Huesca,Angüés (22027),2,6,-4
2012,Huesca,Ansó (22028),4,7,-3
2012,Huesca,Antillón (22029),0,2,-2
2012,Huesca,Aragüés del Puerto (22032),1,1,0
2012,Huesca,Argavieso (22036),0,1,-1
2012,Huesca,Arén (22035),2,4,-2
2012,Huesca,Ayerbe (22039),10,14,-4
2012,Huesca,Azanuy-Alins (22040),1,8,-7
2012,Huesca,Azara (22041),1,6,-5
2012,Huesca,Azlor (22042),1,5,-4
2012,Huesca,Aínsa-Sobrarbe (22907),15,17,-2
2012,Huesca,Aísa (22006),0,2,-2
2012,Huesca,Baells (22043),0,6,-6
2012,Huesca,Bailo (22044),2,5,-3
2012,Huesca,Ballobar (22046),10,13,-3
2012,Huesca,Banastás (22047),2,2,0
2012,Huesca,Barbastro (22048),172,198,-26
2012,Huesca,Barbués (22049),0,2,-2
2012,Huesca,Barbuñales (22050),0,1,-1
2012,Huesca,Belver de Cinca (22052),8,23,-15
2012,Huesca,Benabarre (22053),5,31,-26
2012,Huesca,Benasque (22054),20,15,5
2012,Huesca,Berbegal (22055),0,5,-5
2012,Huesca,Bielsa (22057),3,1,2
2012,Huesca,Bierge (22058),1,2,-1
2012,Huesca,Biescas (22059),12,18,-6
2012,Huesca,Binaced (22060),9,29,-20
2012,Huesca,Binéfar (22061),93,80,13
2012,Huesca,Bisaurri (22062),0,2,-2
2012,Huesca,Biscarrués (22063),2,3,-1
2012,Huesca,Blecua y Torres (22064),0,4,-4
2012,Huesca,Boltaña (22066),9,11,-2
2012,Huesca,Bonansa (22067),0,,0
2012,Huesca,Broto (22069),1,6,-5
2012,Huesca,Bárcabo (22051),0,1,-1
2012,Huesca,Caldearenas (22072),2,3,-1
2012,Huesca,Campo (22074),0,2,-2
2012,Huesca,Camporrells (22075),0,4,-4
2012,Huesca,Canal de Berdún (22076),1,12,-11
2012,Huesca,Candasnos (22077),1,2,-1
2012,Huesca,Canfranc (22078),2,4,-2
2012,Huesca,Capdesaso (22079),0,2,-2
2012,Huesca,Capella (22080),2,5,-3
2012,Huesca,Casbas de Huesca (22081),0,4,-4
2012,Huesca,Castejón de Monegros (22083),7,5,2
2012,Huesca,Castejón de Sos (22084),12,12,0
2012,Huesca,Castejón del Puente (22082),1,7,-6
2012,Huesca,Castelflorite (22085),1,1,0
2012,Huesca,Castiello de Jaca (22086),1,,1
2012,Huesca,Castigaleu (22087),1,,1
2012,Huesca,Castillazuelo (22088),0,4,-4
2012,Huesca,Castillonroy (22089),0,5,-5
2012,Huesca,Chalamera (22094),0,2,-2
2012,Huesca,Chimillas (22096),1,8,-7
2012,Huesca,Chía (22095),0,3,-3
2012,Huesca,Colungo (22090),0,2,-2
2012,Huesca,Esplús (22099),9,14,-5
2012,Huesca,Estada (22102),0,4,-4
2012,Huesca,Estadilla (22103),7,14,-7
2012,Huesca,Estopiñán del Castillo (22105),1,4,-3
2012,Huesca,Fago (22106),0,1,-1
2012,Huesca,Fanlo (22107),0,1,-1
2012,Huesca,Fiscal (22109),2,3,-1
2012,Huesca,Fonz (22110),3,19,-16
2012,Huesca,Foradada del Toscar (22111),0,4,-4
2012,Huesca,Fraga (22112),165,124,41
2012,Huesca,Fueva (La) (22113),3,6,-3
2012,Huesca,Gistaín (22114),0,1,-1
2012,Huesca,Grado (El) (22115),2,9,-7
2012,Huesca,Graus (22117),35,57,-22
2012,Huesca,Grañén (22116),20,29,-9
2012,Huesca,Gurrea de Gállego (22119),10,33,-23
2012,Huesca,Hoz y Costeán (22908),0,1,-1
2012,Huesca,Huerto (22124),0,4,-4
2012,Huesca,Huesca (22125),552,532,20
2012,Huesca,Ibieca (22126),1,1,0
2012,Huesca,Igriés (22127),9,7,2
2012,Huesca,Ilche (22128),0,3,-3
2012,Huesca,Isábena (22129),2,3,-1
2012,Huesca,Jaca (22130),115,139,-24
2012,Huesca,Jasa (22131),0,3,-3
2012,Huesca,Labuerda (22133),1,1,0
2012,Huesca,Laluenga (22135),1,,1
2012,Huesca,Lalueza (22136),1,24,-23
2012,Huesca,Lanaja (22137),3,15,-12
2012,Huesca,Laperdiguera (22139),0,2,-2
2012,Huesca,Lascellas-Ponzano (22141),0,2,-2
2012,Huesca,Lascuarre (22142),2,4,-2
2012,Huesca,Laspaúles (22143),1,4,-3
2012,Huesca,Laspuña (22144),0,2,-2
2012,Huesca,Loarre (22149),0,5,-5
2012,Huesca,Loporzano (22150),0,6,-6
2012,Huesca,Lupiñén-Ortilla (22905),1,4,-3
2012,Huesca,Monesma y Cajigar (22155),1,2,-1
2012,Huesca,Monflorite-Lascasas (22156),2,3,-1
2012,Huesca,Montanuy (22157),1,6,-5
2012,Huesca,Monzón (22158),167,156,11
2012,Huesca,Naval (22160),2,4,-2
2012,Huesca,Novales (22162),0,3,-3
2012,Huesca,Nueno (22163),7,7,0
2012,Huesca,Ontiñena (22165),4,4,0
2012,Huesca,Osso de Cinca (22167),4,6,-2
2012,Huesca,Palo (22168),0,1,-1
2012,Huesca,Panticosa (22170),3,5,-2
2012,Huesca,Peralta de Alcofea (22174),1,11,-10
2012,Huesca,Peralta de Calasanz (22175),2,5,-3
2012,Huesca,Perarrúa (22177),1,4,-3
2012,Huesca,Pertusa (22178),0,1,-1
2012,Huesca,Peñalba (22172),1,3,-2
2012,Huesca,Peñas de Riglos (Las) (22173),2,3,-1
2012,Huesca,Piracés (22181),0,2,-2
2012,Huesca,Plan (22182),3,3,0
2012,Huesca,Poleñino (22184),2,4,-2
2012,Huesca,Pozán de Vero (22186),0,6,-6
2012,Huesca,Puebla de Castro (La) (22187),4,5,-1
2012,Huesca,Puente de Montañana (22188),0,3,-3
2012,Huesca,Puente la Reina de Jaca (22902),2,2,0
2012,Huesca,Pueyo de Araguás (El) (22190),1,2,-1
2012,Huesca,Pueyo de Santa Cruz (22193),4,5,-1
2012,Huesca,Puértolas (22189),0,2,-2
2012,Huesca,Quicena (22195),1,3,-2
2012,Huesca,Robres (22197),4,8,-4
2012,Huesca,Sabiñánigo (22199),83,104,-21
2012,Huesca,Sahún (22200),1,3,-2
2012,Huesca,Salas Altas (22201),0,7,-7
2012,Huesca,Salas Bajas (22202),0,7,-7
2012,Huesca,Salillas (22203),0,1,-1
2012,Huesca,Sallent de Gállego (22204),6,8,-2
2012,Huesca,San Esteban de Litera (22205),2,9,-7
2012,Huesca,San Juan de Plan (22207),1,4,-3
2012,Huesca,San Miguel del Cinca (22903),9,13,-4
2012,Huesca,Sangarrén (22206),1,2,-1
2012,Huesca,Santa Cilia (22208),1,3,-2
2012,Huesca,Santa Cruz de la Serós (22209),0,,0
2012,Huesca,Santa María de Dulcis (22906),1,4,-3
2012,Huesca,Santaliestra y San Quílez (22212),1,,1
2012,Huesca,Sariñena (22213),33,56,-23
2012,Huesca,Seira (22215),1,2,-1
2012,Huesca,Sena (22217),4,10,-6
2012,Huesca,Sesa (22220),0,3,-3
2012,Huesca,Sesué (22221),2,1,1
2012,Huesca,Siétamo (22222),9,3,6
2012,Huesca,Sopeira (22223),0,2,-2
2012,Huesca,Sotonera (La) (22904),4,20,-16
2012,Huesca,Tamarite de Litera (22225),24,54,-30
2012,Huesca,Tardienta (22226),9,15,-6
2012,Huesca,Tella-Sin (22227),0,2,-2
2012,Huesca,Tierz (22228),8,3,5
2012,Huesca,Tolva (22229),0,3,-3
2012,Huesca,Torla-Ordesa (22230),2,4,-2
2012,Huesca,Torralba de Aragón (22232),1,2,-1
2012,Huesca,Torrente de Cinca (22234),0,8,-8
2012,Huesca,Torres de Alcanadre (22235),1,3,-2
2012,Huesca,Torres de Barbués (22236),1,5,-4
2012,Huesca,Tramaced (22239),1,2,-1
2012,Huesca,Valfarta (22242),0,1,-1
2012,Huesca,Valle de Hecho (22901),2,13,-11
2012,Huesca,Velilla de Cinca (22245),2,6,-4
2012,Huesca,Vencillón (22909),4,8,-4
2012,Huesca,Viacamp y Litera (22247),0,1,-1
2012,Huesca,Villanova (22249),5,,5
2012,Huesca,Villanueva de Sigena (22251),1,7,-6
2012,Huesca,Villanúa (22250),5,3,2
2012,Huesca,Yebra de Basa (22252),0,5,-5
2012,Huesca,Yésero (22253),0,2,-2
2012,Huesca,Zaidín (22254),7,21,-14
2012,Teruel,Abejuela (44002),0,1,-1
2012,Teruel,Aguaviva (44004),4,7,-3
2012,Teruel,Aguilar del Alfambra (44005),0,1,-1
2012,Teruel,Alacón (44006),1,9,-8
2012,Teruel,Alba (44007),1,10,-9
2012,Teruel,Albalate del Arzobispo (44008),17,35,-18
2012,Teruel,Albarracín (44009),8,19,-11
2012,Teruel,Albentosa (44010),5,,5
2012,Teruel,Alcaine (44011),0,1,-1
2012,Teruel,Alcalá de la Selva (44012),0,6,-6
2012,Teruel,Alcañiz (44013),188,171,17
2012,Teruel,Alcorisa (44014),27,34,-7
2012,Teruel,Alfambra (44016),4,14,-10
2012,Teruel,Aliaga (44017),1,11,-10
2012,Teruel,Allepuz (44021),1,,1
2012,Teruel,Alloza (44022),3,8,-5
2012,Teruel,Alobras (44019),0,,0
2012,Teruel,Andorra (44025),79,79,0
2012,Teruel,Arcos de las Salinas (44026),1,2,-1
2012,Teruel,Arens de Lledó (44027),1,2,-1
2012,Teruel,Argente (44028),1,5,-4
2012,Teruel,Ariño (44029),4,9,-5
2012,Teruel,Azaila (44031),0,6,-6
2012,Teruel,Barrachina (44035),0,1,-1
2012,Teruel,Bañón (44034),3,3,0
2012,Teruel,Beceite (44037),1,8,-7
2012,Teruel,Bello (44039),0,10,-10
2012,Teruel,Belmonte de San José (44038),0,3,-3
2012,Teruel,Berge (44040),5,6,-1
2012,Teruel,Bezas (44041),0,1,-1
2012,Teruel,Blancas (44042),0,1,-1
2012,Teruel,Blesa (44043),0,1,-1
2012,Teruel,Bordón (44044),1,2,-1
2012,Teruel,Bronchales (44045),3,3,0
2012,Teruel,Burbáguena (44047),0,22,-22
2012,Teruel,Bádenas (44032),0,1,-1
2012,Teruel,Báguena (44033),2,5,-3
2012,Teruel,Cabra de Mora (44048),1,,1
2012,Teruel,Calaceite (44049),14,14,0
2012,Teruel,Calamocha (44050),43,50,-7
2012,Teruel,Calanda (44051),23,38,-15
2012,Teruel,Calomarde (44052),0,1,-1
2012,Teruel,Camarena de la Sierra (44054),2,3,-1
2012,Teruel,Camarillas (44055),0,2,-2
2012,Teruel,Camañas (44053),2,1,1
2012,Teruel,Caminreal (44056),3,12,-9
2012,Teruel,Cantavieja (44059),9,9,0
2012,Teruel,Cascante del Río (44064),0,2,-2
2012,Teruel,Castejón de Tornos (44065),0,1,-1
2012,Teruel,Castel de Cabra (44066),1,4,-3
2012,Teruel,Castellote (44071),2,15,-13
2012,Teruel,Castelnou (44067),2,1,1
2012,Teruel,Castelserás (44068),6,14,-8
2012,Teruel,Cañada de Benatanduz (44060),0,2,-2
2012,Teruel,Cañada de Verich (La) (44061),0,4,-4
2012,Teruel,Cedrillas (44074),1,10,-9
2012,Teruel,Celadas (44075),1,4,-3
2012,Teruel,Cella (44076),20,37,-17
2012,Teruel,Cerollera (La) (44077),0,2,-2
2012,Teruel,Codoñera (La) (44080),4,5,-1
2012,Teruel,Corbalán (44082),1,1,0
2012,Teruel,Cosa (44085),0,1,-1
2012,Teruel,Cretas (44086),6,12,-6
2012,Teruel,Crivillén (44087),0,3,-3
2012,Teruel,Cubla (44089),0,,0
2012,Teruel,Cuervo (El) (44092),1,3,-2
2012,Teruel,Cuevas de Almudén (44093),0,,0
2012,Teruel,Cuevas Labradas (44094),0,2,-2
2012,Teruel,Ejulve (44096),0,3,-3
2012,Teruel,Escorihuela (44097),0,3,-3
2012,Teruel,Escucha (44099),4,10,-6
2012,Teruel,Estercuel (44100),2,2,0
2012,Teruel,Ferreruela de Huerva (44101),0,1,-1
2012,Teruel,Formiche Alto (44103),0,4,-4
2012,Teruel,Fortanete (44106),1,3,-2
2012,Teruel,Foz-Calanda (44107),1,2,-1
2012,Teruel,Fresneda (La) (44108),2,5,-3
2012,Teruel,Frías de Albarracín (44109),1,2,-1
2012,Teruel,Fuenferrada (44110),0,3,-3
2012,Teruel,Fuentes Calientes (44111),1,2,-1
2012,Teruel,Fuentes Claras (44112),4,8,-4
2012,Teruel,Fuentes de Rubielos (44113),1,1,0
2012,Teruel,Fuentespalda (44114),4,4,0
2012,Teruel,Fórnoles (44105),1,4,-3
2012,Teruel,Galve (44115),0,3,-3
2012,Teruel,Gargallo (44116),2,,2
2012,Teruel,Gea de Albarracín (44117),1,6,-5
2012,Teruel,Ginebrosa (La) (44118),0,3,-3
2012,Teruel,Griegos (44119),2,1,1
2012,Teruel,Guadalaviar (44120),4,3,1
2012,Teruel,Gúdar (44121),2,,2
2012,Teruel,Hinojosa de Jarque (44123),1,,1
2012,Teruel,Hoz de la Vieja (La) (44124),0,3,-3
2012,Teruel,Huesa del Común (44125),0,1,-1
2012,Teruel,Híjar (44122),15,34,-19
2012,Teruel,Iglesuela del Cid (La) (44126),3,9,-6
2012,Teruel,Jorcas (44130),0,1,-1
2012,Teruel,Josa (44131),0,1,-1
2012,Teruel,Lanzuela (44133),1,,1
2012,Teruel,Libros (44135),0,3,-3
2012,Teruel,Lidón (44136),1,1,0
2012,Teruel,Linares de Mora (44137),2,4,-2
2012,Teruel,Lledó (44141),0,4,-4
2012,Teruel,Loscos (44138),0,3,-3
2012,Teruel,Manzanera (44143),3,8,-5
