name,age,year,total
Albalate de Cinca,0-16,2012,139
Albalate de Cinca,0-16,2013,156
Albalate de Cinca,0-16,2014,153
Albalate de Cinca,0-16,2015,143
Albalate de Cinca,0-16,2016,154
Albalate de Cinca,0-16,2017,149
Albalate de Cinca,0-16,2018,140
Albalate de Cinca,0-16,2019,148
Albalate de Cinca,0-16,2020,146
Albalate de Cinca,0-16,2021,147
Albalate de Cinca,0-16,2022,143
Albalate de Cinca,16-64,2003,854
Albalate de Cinca,16-64,2004,798
Albalate de Cinca,16-64,2005,775
Albalate de Cinca,16-64,2006,749
Albalate de Cinca,16-64,2007,710
Albalate de Cinca,16-64,2008,760
Albalate de Cinca,16-64,2009,784
Albalate de Cinca,16-64,2010,812
Albalate de Cinca,16-64,2011,839
Albalate de Cinca,16-64,2012,826
Albalate de Cinca,16-64,2013,808
Albalate de Cinca,16-64,2014,765
Albalate de Cinca,16-64,2015,732
Albalate de Cinca,16-64,2016,726
Albalate de Cinca,16-64,2017,705
Albalate de Cinca,16-64,2018,698
Albalate de Cinca,16-64,2019,701
Albalate de Cinca,16-64,2020,699
Albalate de Cinca,16-64,2021,721
Albalate de Cinca,16-64,2022,720
Albalate de Cinca,65-100,2003,288
Albalate de Cinca,65-100,2004,292
Albalate de Cinca,65-100,2005,286
Albalate de Cinca,65-100,2006,284
Albalate de Cinca,65-100,2007,286
Albalate de Cinca,65-100,2008,285
Albalate de Cinca,65-100,2009,282
Albalate de Cinca,65-100,2010,287
Albalate de Cinca,65-100,2011,286
Albalate de Cinca,65-100,2012,286
Albalate de Cinca,65-100,2013,285
Albalate de Cinca,65-100,2014,283
Albalate de Cinca,65-100,2015,276
Albalate de Cinca,65-100,2016,267
Albalate de Cinca,65-100,2017,266
Albalate de Cinca,65-100,2018,264
Albalate de Cinca,65-100,2019,254
Albalate de Cinca,65-100,2020,254
Albalate de Cinca,65-100,2021,257
Albalate de Cinca,65-100,2022,262
Albalatillo,0-16,2003,13
Albalatillo,0-16,2004,14
Albalatillo,0-16,2005,19
Albalatillo,0-16,2006,18
Albalatillo,0-16,2007,20
Albalatillo,0-16,2008,19
Albalatillo,0-16,2009,15
Albalatillo,0-16,2010,17
Albalatillo,0-16,2011,15
Albalatillo,0-16,2012,15
Albalatillo,0-16,2013,16
Albalatillo,0-16,2014,19
Albalatillo,0-16,2015,16
Albalatillo,0-16,2016,15
Albalatillo,0-16,2017,13
Albalatillo,0-16,2018,14
Albalatillo,0-16,2019,14
Albalatillo,0-16,2020,11
Albalatillo,0-16,2021,17
Albalatillo,0-16,2022,19
Albalatillo,16-64,2003,129
Albalatillo,16-64,2004,141
Albalatillo,16-64,2005,150
Albalatillo,16-64,2006,143
Albalatillo,16-64,2007,151
Albalatillo,16-64,2008,136
Albalatillo,16-64,2009,127
Albalatillo,16-64,2010,136
Albalatillo,16-64,2011,133
Albalatillo,16-64,2012,121
Albalatillo,16-64,2013,106
Albalatillo,16-64,2014,101
Albalatillo,16-64,2015,102
Albalatillo,16-64,2016,96
Albalatillo,16-64,2017,91
Albalatillo,16-64,2018,87
Albalatillo,16-64,2019,85
Albalatillo,16-64,2020,83
Albalatillo,16-64,2021,106
Albalatillo,16-64,2022,117
Albalatillo,65-100,2003,101
Albalatillo,65-100,2004,98
Albalatillo,65-100,2005,96
Albalatillo,65-100,2006,94
Albalatillo,65-100,2007,94
Albalatillo,65-100,2008,93
Albalatillo,65-100,2009,92
Albalatillo,65-100,2010,90
Albalatillo,65-100,2011,89
Albalatillo,65-100,2012,88
Albalatillo,65-100,2013,87
Albalatillo,65-100,2014,87
Albalatillo,65-100,2015,87
Albalatillo,65-100,2016,85
Albalatillo,65-100,2017,83
Albalatillo,65-100,2018,80
Albalatillo,65-100,2019,77
Albalatillo,65-100,2020,69
Albalatillo,65-100,2021,65
Albalatillo,65-100,2022,68
Albelda,0-16,2003,71
Albelda,0-16,2004,71
Albelda,0-16,2005,73
Albelda,0-16,2006,77
Albelda,0-16,2007,80
Albelda,0-16,2008,83
Albelda,0-16,2009,77
Albelda,0-16,2010,85
Albelda,0-16,2011,86
Albelda,0-16,2012,88
Albelda,0-16,2013,87
Albelda,0-16,2014,81
Albelda,0-16,2015,82
Albelda,0-16,2016,81
Albelda,0-16,2017,79
Albelda,0-16,2018,81
Albelda,0-16,2019,78
Albelda,0-16,2020,86
Albelda,0-16,2021,82
Albelda,0-16,2022,76
Albelda,16-64,2003,513
Albelda,16-64,2004,504
Albelda,16-64,2005,497
Albelda,16-64,2006,506
Albelda,16-64,2007,489
Albelda,16-64,2008,493
Albelda,16-64,2009,493
Albelda,16-64,2010,473
Albelda,16-64,2011,465
Albelda,16-64,2012,444
Albelda,16-64,2013,432
Albelda,16-64,2014,409
Albelda,16-64,2015,397
Albelda,16-64,2016,394
Albelda,16-64,2017,388
Albelda,16-64,2018,379
Albelda,16-64,2019,366
Albelda,16-64,2020,377
Albelda,16-64,2021,366
Albelda,16-64,2022,375
Albelda,65-100,2003,327
Albelda,65-100,2004,302
Albelda,65-100,2005,307
Albelda,65-100,2006,309
Albelda,65-100,2007,306
Albelda,65-100,2008,294
Albelda,65-100,2009,291
Albelda,65-100,2010,289
Albelda,65-100,2011,288
Albelda,65-100,2012,278
Albelda,65-100,2013,275
Albelda,65-100,2014,272
Albelda,65-100,2015,271
Albelda,65-100,2016,260
Albelda,65-100,2017,261
Albelda,65-100,2018,261
Albelda,65-100,2019,254
Albelda,65-100,2020,245
Albelda,65-100,2021,238
Albelda,65-100,2022,243
Albero Alto,0-16,2003,16
Albero Alto,0-16,2004,21
Albero Alto,0-16,2005,20
Albero Alto,0-16,2006,21
Albero Alto,0-16,2007,19
Albero Alto,0-16,2008,18
Albero Alto,0-16,2009,22
Albero Alto,0-16,2010,26
Albero Alto,0-16,2011,26
Albero Alto,0-16,2012,26
Albero Alto,0-16,2013,23
Albero Alto,0-16,2014,19
Albero Alto,0-16,2015,19
Albero Alto,0-16,2016,18
Albero Alto,0-16,2017,16
Albero Alto,0-16,2018,14
Albero Alto,0-16,2019,15
Albero Alto,0-16,2020,12
Albero Alto,0-16,2021,13
Albero Alto,0-16,2022,14
Albero Alto,16-64,2003,58
Albero Alto,16-64,2004,61
Albero Alto,16-64,2005,72
Albero Alto,16-64,2006,67
Albero Alto,16-64,2007,66
Albero Alto,16-64,2008,65
Albero Alto,16-64,2009,67
Albero Alto,16-64,2010,74
Albero Alto,16-64,2011,77
Albero Alto,16-64,2012,78
Albero Alto,16-64,2013,72
Albero Alto,16-64,2014,76
Albero Alto,16-64,2015,76
Albero Alto,16-64,2016,69
Albero Alto,16-64,2017,71
Albero Alto,16-64,2018,66
Albero Alto,16-64,2019,71
Albero Alto,16-64,2020,73
Albero Alto,16-64,2021,72
Albero Alto,16-64,2022,72
Albero Alto,65-100,2003,34
Albero Alto,65-100,2004,32
Albero Alto,65-100,2005,30
Albero Alto,65-100,2006,37
Albero Alto,65-100,2007,35
Albero Alto,65-100,2008,34
Albero Alto,65-100,2009,34
Albero Alto,65-100,2010,32
Albero Alto,65-100,2011,31
Albero Alto,65-100,2012,30
Albero Alto,65-100,2013,28
Albero Alto,65-100,2014,30
Albero Alto,65-100,2015,29
Albero Alto,65-100,2016,27
Albero Alto,65-100,2017,27
Albero Alto,65-100,2018,25
Albero Alto,65-100,2019,31
Albero Alto,65-100,2020,35
Albero Alto,65-100,2021,33
Albero Alto,65-100,2022,31
Albero Bajo,0-16,2003,1
Albero Bajo,0-16,2004,2
Albero Bajo,0-16,2005,3
Albero Bajo,0-16,2006,8
Albero Bajo,0-16,2007,7
Albero Bajo,0-16,2008,11
Albero Bajo,0-16,2009,9
Albero Bajo,0-16,2010,7
Albero Bajo,0-16,2011,12
Albero Bajo,0-16,2012,14
Albero Bajo,0-16,2013,18
Albero Bajo,0-16,2014,20
Albero Bajo,0-16,2015,25
Albero Bajo,0-16,2016,22
Albero Bajo,0-16,2017,21
Albero Bajo,0-16,2018,22
Albero Bajo,0-16,2019,21
Albero Bajo,0-16,2020,16
Albero Bajo,0-16,2021,19
Albero Bajo,0-16,2022,19
Albero Bajo,16-64,2003,59
Albero Bajo,16-64,2004,55
Albero Bajo,16-64,2005,60
Albero Bajo,16-64,2006,71
Albero Bajo,16-64,2007,68
Albero Bajo,16-64,2008,70
Albero Bajo,16-64,2009,61
Albero Bajo,16-64,2010,57
Albero Bajo,16-64,2011,66
Albero Bajo,16-64,2012,70
Albero Bajo,16-64,2013,74
Albero Bajo,16-64,2014,73
Albero Bajo,16-64,2015,83
Albero Bajo,16-64,2016,85
Albero Bajo,16-64,2017,88
Albero Bajo,16-64,2018,89
Albero Bajo,16-64,2019,81
Albero Bajo,16-64,2020,83
Albero Bajo,16-64,2021,85
Albero Bajo,16-64,2022,81
Albero Bajo,65-100,2003,37
Albero Bajo,65-100,2004,36
Albero Bajo,65-100,2005,33
Albero Bajo,65-100,2006,32
Albero Bajo,65-100,2007,32
Albero Bajo,65-100,2008,31
Albero Bajo,65-100,2009,33
Albero Bajo,65-100,2010,32
Albero Bajo,65-100,2011,31
Albero Bajo,65-100,2012,30
Albero Bajo,65-100,2013,29
Albero Bajo,65-100,2014,29
Albero Bajo,65-100,2015,30
Albero Bajo,65-100,2016,30
Albero Bajo,65-100,2017,29
Albero Bajo,65-100,2018,30
Albero Bajo,65-100,2019,33
Albero Bajo,65-100,2020,33
Albero Bajo,65-100,2021,33
Albero Bajo,65-100,2022,34
Alberuela de Tubo,0-16,2003,45
Alberuela de Tubo,0-16,2004,42
Alberuela de Tubo,0-16,2005,37
Alberuela de Tubo,0-16,2006,32
Alberuela de Tubo,0-16,2007,31
Alberuela de Tubo,0-16,2008,32
Alberuela de Tubo,0-16,2009,30
Alberuela de Tubo,0-16,2010,25
Alberuela de Tubo,0-16,2011,25
Alberuela de Tubo,0-16,2012,24
Alberuela de Tubo,0-16,2013,19
Alberuela de Tubo,0-16,2014,16
Alberuela de Tubo,0-16,2015,15
Alberuela de Tubo,0-16,2016,17
Alberuela de Tubo,0-16,2017,16
Alberuela de Tubo,0-16,2018,18
Alberuela de Tubo,0-16,2019,17
Alberuela de Tubo,0-16,2020,17
Alberuela de Tubo,0-16,2021,23
Alberuela de Tubo,0-16,2022,24
Alberuela de Tubo,16-64,2003,215
Alberuela de Tubo,16-64,2004,227
Alberuela de Tubo,16-64,2005,234
Alberuela de Tubo,16-64,2006,231
Alberuela de Tubo,16-64,2007,230
Alberuela de Tubo,16-64,2008,229
Alberuela de Tubo,16-64,2009,229
Alberuela de Tubo,16-64,2010,236
Alberuela de Tubo,16-64,2011,234
Alberuela de Tubo,16-64,2012,226
Alberuela de Tubo,16-64,2013,223
Alberuela de Tubo,16-64,2014,216
Alberuela de Tubo,16-64,2015,202
Alberuela de Tubo,16-64,2016,200
Alberuela de Tubo,16-64,2017,192
Alberuela de Tubo,16-64,2018,188
Alberuela de Tubo,16-64,2019,181
Alberuela de Tubo,16-64,2020,171
Alberuela de Tubo,16-64,2021,183
Alberuela de Tubo,16-64,2022,180
Alberuela de Tubo,65-100,2003,101
Alberuela de Tubo,65-100,2004,101
Alberuela de Tubo,65-100,2005,99
Alberuela de Tubo,65-100,2006,94
Alberuela de Tubo,65-100,2007,92
Alberuela de Tubo,65-100,2008,97
Alberuela de Tubo,65-100,2009,99
Alberuela de Tubo,65-100,2010,94
Alberuela de Tubo,65-100,2011,96
Alberuela de Tubo,65-100,2012,98
Alberuela de Tubo,65-100,2013,97
Alberuela de Tubo,65-100,2014,95
Alberuela de Tubo,65-100,2015,97
Alberuela de Tubo,65-100,2016,98
Alberuela de Tubo,65-100,2017,102
Alberuela de Tubo,65-100,2018,103
Alberuela de Tubo,65-100,2019,103
Alberuela de Tubo,65-100,2020,102
Alberuela de Tubo,65-100,2021,100
Alberuela de Tubo,65-100,2022,101
Alcalá de Gurrea,0-16,2003,10
Alcalá de Gurrea,0-16,2004,10
Alcalá de Gurrea,0-16,2005,11
Alcalá de Gurrea,0-16,2006,11
Alcalá de Gurrea,0-16,2007,11
Alcalá de Gurrea,0-16,2008,15
Alcalá de Gurrea,0-16,2009,14
Alcalá de Gurrea,0-16,2010,15
Alcalá de Gurrea,0-16,2011,12
Alcalá de Gurrea,0-16,2012,14
Alcalá de Gurrea,0-16,2013,15
Alcalá de Gurrea,0-16,2014,15
Alcalá de Gurrea,0-16,2015,12
Alcalá de Gurrea,0-16,2016,11
Alcalá de Gurrea,0-16,2017,13
Alcalá de Gurrea,0-16,2018,8
Alcalá de Gurrea,0-16,2019,6
Alcalá de Gurrea,0-16,2020,9
Alcalá de Gurrea,0-16,2021,7
Alcalá de Gurrea,0-16,2022,6
Alcalá de Gurrea,16-64,2003,158
Alcalá de Gurrea,16-64,2004,162
Alcalá de Gurrea,16-64,2005,157
Alcalá de Gurrea,16-64,2006,159
Alcalá de Gurrea,16-64,2007,155
Alcalá de Gurrea,16-64,2008,164
Alcalá de Gurrea,16-64,2009,163
Alcalá de Gurrea,16-64,2010,156
Alcalá de Gurrea,16-64,2011,153
Alcalá de Gurrea,16-64,2012,158
Alcalá de Gurrea,16-64,2013,151
Alcalá de Gurrea,16-64,2014,148
Alcalá de Gurrea,16-64,2015,150
Alcalá de Gurrea,16-64,2016,151
Alcalá de Gurrea,16-64,2017,152
Alcalá de Gurrea,16-64,2018,138
Alcalá de Gurrea,16-64,2019,142
Alcalá de Gurrea,16-64,2020,129
Alcalá de Gurrea,16-64,2021,124
Alcalá de Gurrea,16-64,2022,125
Alcalá de Gurrea,65-100,2003,116
Alcalá de Gurrea,65-100,2004,120
Alcalá de Gurrea,65-100,2005,114
Alcalá de Gurrea,65-100,2006,112
Alcalá de Gurrea,65-100,2007,110
Alcalá de Gurrea,65-100,2008,106
Alcalá de Gurrea,65-100,2009,105
Alcalá de Gurrea,65-100,2010,107
Alcalá de Gurrea,65-100,2011,110
Alcalá de Gurrea,65-100,2012,113
Alcalá de Gurrea,65-100,2013,111
Alcalá de Gurrea,65-100,2014,114
Alcalá de Gurrea,65-100,2015,111
Alcalá de Gurrea,65-100,2016,104
Alcalá de Gurrea,65-100,2017,102
Alcalá de Gurrea,65-100,2018,100
Alcalá de Gurrea,65-100,2019,100
Alcalá de Gurrea,65-100,2020,101
Alcalá de Gurrea,65-100,2021,99
Alcalá de Gurrea,65-100,2022,99
Alcalá del Obispo,0-16,2003,24
Alcalá del Obispo,0-16,2004,27
Alcalá del Obispo,0-16,2005,28
Alcalá del Obispo,0-16,2006,26
Alcalá del Obispo,0-16,2007,30
Alcalá del Obispo,0-16,2008,35
Alcalá del Obispo,0-16,2009,33
Alcalá del Obispo,0-16,2010,26
Alcalá del Obispo,0-16,2011,20
Alcalá del Obispo,0-16,2012,25
Alcalá del Obispo,0-16,2013,20
Alcalá del Obispo,0-16,2014,16
Alcalá del Obispo,0-16,2015,13
Alcalá del Obispo,0-16,2016,12
Alcalá del Obispo,0-16,2017,12
Alcalá del Obispo,0-16,2018,13
Alcalá del Obispo,0-16,2019,15
Alcalá del Obispo,0-16,2020,9
Alcalá del Obispo,0-16,2021,23
Alcalá del Obispo,0-16,2022,32
Alcalá del Obispo,16-64,2003,217
Alcalá del Obispo,16-64,2004,220
Alcalá del Obispo,16-64,2005,222
Alcalá del Obispo,16-64,2006,212
Alcalá del Obispo,16-64,2007,229
Alcalá del Obispo,16-64,2008,288
Alcalá del Obispo,16-64,2009,293
Alcalá del Obispo,16-64,2010,362
Alcalá del Obispo,16-64,2011,292
Alcalá del Obispo,16-64,2012,244
Alcalá del Obispo,16-64,2013,230
Alcalá del Obispo,16-64,2014,222
Alcalá del Obispo,16-64,2015,216
Alcalá del Obispo,16-64,2016,213
Alcalá del Obispo,16-64,2017,206
Alcalá del Obispo,16-64,2018,195
Alcalá del Obispo,16-64,2019,184
Alcalá del Obispo,16-64,2020,171
Alcalá del Obispo,16-64,2021,189
Alcalá del Obispo,16-64,2022,212
Alcalá del Obispo,65-100,2003,114
