Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22126 Ibieca,37 años,2017,0
Total,22126 Ibieca,38 años,2017,0
Total,22126 Ibieca,39 años,2017,1
Total,22126 Ibieca,40 años,2017,1
Total,22127 Igriés,19 años,2017,6
Total,22127 Igriés,20 años,2017,7
Total,22127 Igriés,21 años,2017,8
Total,22127 Igriés,22 años,2017,8
Total,22127 Igriés,23 años,2017,4
Total,22127 Igriés,24 años,2017,4
Total,22127 Igriés,25 años,2017,6
Total,22127 Igriés,26 años,2017,7
Total,22127 Igriés,27 años,2017,5
Total,22127 Igriés,28 años,2017,6
Total,22127 Igriés,29 años,2017,4
Total,22127 Igriés,30 años,2017,2
Total,22127 Igriés,31 años,2017,8
Total,22127 Igriés,32 años,2017,7
Total,22127 Igriés,33 años,2017,6
Total,22127 Igriés,34 años,2017,12
Total,22127 Igriés,35 años,2017,9
Total,22127 Igriés,36 años,2017,11
Total,22127 Igriés,37 años,2017,8
Total,22127 Igriés,38 años,2017,9
Total,22127 Igriés,39 años,2017,12
Total,22127 Igriés,40 años,2017,15
Total,22128 Ilche,19 años,2017,2
Total,22128 Ilche,20 años,2017,0
Total,22128 Ilche,21 años,2017,0
Total,22128 Ilche,22 años,2017,0
Total,22128 Ilche,23 años,2017,0
Total,22128 Ilche,24 años,2017,2
Total,22128 Ilche,25 años,2017,0
Total,22128 Ilche,26 años,2017,1
Total,22128 Ilche,27 años,2017,5
Total,22128 Ilche,28 años,2017,5
Total,22128 Ilche,29 años,2017,5
Total,22128 Ilche,30 años,2017,0
Total,22128 Ilche,31 años,2017,3
Total,22128 Ilche,32 años,2017,2
Total,22128 Ilche,33 años,2017,3
Total,22128 Ilche,34 años,2017,2
Total,22128 Ilche,35 años,2017,2
Total,22128 Ilche,36 años,2017,2
Total,22128 Ilche,37 años,2017,2
Total,22128 Ilche,38 años,2017,3
Total,22128 Ilche,39 años,2017,3
Total,22128 Ilche,40 años,2017,4
Total,22129 Isábena,19 años,2017,1
Total,22129 Isábena,20 años,2017,3
Total,22129 Isábena,21 años,2017,2
Total,22129 Isábena,22 años,2017,4
Total,22129 Isábena,23 años,2017,4
Total,22129 Isábena,24 años,2017,4
Total,22129 Isábena,25 años,2017,4
Total,22129 Isábena,26 años,2017,4
Total,22129 Isábena,27 años,2017,5
Total,22129 Isábena,28 años,2017,4
Total,22129 Isábena,29 años,2017,6
Total,22129 Isábena,30 años,2017,0
Total,22129 Isábena,31 años,2017,5
Total,22129 Isábena,32 años,2017,4
Total,22129 Isábena,33 años,2017,2
Total,22129 Isábena,34 años,2017,3
Total,22129 Isábena,35 años,2017,1
Total,22129 Isábena,36 años,2017,4
Total,22129 Isábena,37 años,2017,1
Total,22129 Isábena,38 años,2017,5
Total,22129 Isábena,39 años,2017,4
Total,22129 Isábena,40 años,2017,1
Total,22130 Jaca,19 años,2017,136
Total,22130 Jaca,20 años,2017,126
Total,22130 Jaca,21 años,2017,109
Total,22130 Jaca,22 años,2017,126
Total,22130 Jaca,23 años,2017,122
Total,22130 Jaca,24 años,2017,138
Total,22130 Jaca,25 años,2017,125
Total,22130 Jaca,26 años,2017,130
Total,22130 Jaca,27 años,2017,142
Total,22130 Jaca,28 años,2017,143
Total,22130 Jaca,29 años,2017,143
Total,22130 Jaca,30 años,2017,150
Total,22130 Jaca,31 años,2017,160
Total,22130 Jaca,32 años,2017,148
Total,22130 Jaca,33 años,2017,181
Total,22130 Jaca,34 años,2017,149
Total,22130 Jaca,35 años,2017,176
Total,22130 Jaca,36 años,2017,221
Total,22130 Jaca,37 años,2017,225
Total,22130 Jaca,38 años,2017,208
Total,22130 Jaca,39 años,2017,229
Total,22130 Jaca,40 años,2017,193
Total,22131 Jasa,19 años,2017,0
Total,22131 Jasa,20 años,2017,0
Total,22131 Jasa,21 años,2017,2
Total,22131 Jasa,22 años,2017,1
Total,22131 Jasa,23 años,2017,0
Total,22131 Jasa,24 años,2017,1
Total,22131 Jasa,25 años,2017,1
Total,22131 Jasa,26 años,2017,0
Total,22131 Jasa,27 años,2017,0
Total,22131 Jasa,28 años,2017,1
Total,22131 Jasa,29 años,2017,0
Total,22131 Jasa,30 años,2017,0
Total,22131 Jasa,31 años,2017,2
Total,22131 Jasa,32 años,2017,1
Total,22131 Jasa,33 años,2017,0
Total,22131 Jasa,34 años,2017,0
Total,22131 Jasa,35 años,2017,1
Total,22131 Jasa,36 años,2017,3
Total,22131 Jasa,37 años,2017,0
Total,22131 Jasa,38 años,2017,0
Total,22131 Jasa,39 años,2017,4
Total,22131 Jasa,40 años,2017,0
Total,22133 Labuerda,19 años,2017,0
Total,22133 Labuerda,20 años,2017,1
Total,22133 Labuerda,21 años,2017,2
Total,22133 Labuerda,22 años,2017,1
Total,22133 Labuerda,23 años,2017,2
Total,22133 Labuerda,24 años,2017,2
Total,22133 Labuerda,25 años,2017,4
Total,22133 Labuerda,26 años,2017,5
Total,22133 Labuerda,27 años,2017,2
Total,22133 Labuerda,28 años,2017,0
Total,22133 Labuerda,29 años,2017,3
Total,22133 Labuerda,30 años,2017,0
Total,22133 Labuerda,31 años,2017,0
Total,22133 Labuerda,32 años,2017,2
Total,22133 Labuerda,33 años,2017,0
Total,22133 Labuerda,34 años,2017,1
Total,22133 Labuerda,35 años,2017,1
Total,22133 Labuerda,36 años,2017,2
Total,22133 Labuerda,37 años,2017,2
Total,22133 Labuerda,38 años,2017,4
Total,22133 Labuerda,39 años,2017,1
Total,22133 Labuerda,40 años,2017,0
Total,22135 Laluenga,19 años,2017,2
Total,22135 Laluenga,20 años,2017,0
Total,22135 Laluenga,21 años,2017,1
Total,22135 Laluenga,22 años,2017,0
Total,22135 Laluenga,23 años,2017,1
Total,22135 Laluenga,24 años,2017,0
Total,22135 Laluenga,25 años,2017,4
Total,22135 Laluenga,26 años,2017,2
Total,22135 Laluenga,27 años,2017,1
Total,22135 Laluenga,28 años,2017,2
Total,22135 Laluenga,29 años,2017,3
Total,22135 Laluenga,30 años,2017,3
Total,22135 Laluenga,31 años,2017,2
Total,22135 Laluenga,32 años,2017,0
Total,22135 Laluenga,33 años,2017,3
Total,22135 Laluenga,34 años,2017,3
Total,22135 Laluenga,35 años,2017,2
Total,22135 Laluenga,36 años,2017,1
Total,22135 Laluenga,37 años,2017,3
Total,22135 Laluenga,38 años,2017,7
Total,22135 Laluenga,39 años,2017,3
Total,22135 Laluenga,40 años,2017,2
Total,22136 Lalueza,19 años,2017,4
Total,22136 Lalueza,20 años,2017,5
Total,22136 Lalueza,21 años,2017,4
Total,22136 Lalueza,22 años,2017,8
Total,22136 Lalueza,23 años,2017,6
Total,22136 Lalueza,24 años,2017,9
Total,22136 Lalueza,25 años,2017,10
Total,22136 Lalueza,26 años,2017,5
Total,22136 Lalueza,27 años,2017,6
Total,22136 Lalueza,28 años,2017,4
Total,22136 Lalueza,29 años,2017,10
Total,22136 Lalueza,30 años,2017,9
Total,22136 Lalueza,31 años,2017,10
Total,22136 Lalueza,32 años,2017,11
Total,22136 Lalueza,33 años,2017,12
Total,22136 Lalueza,34 años,2017,9
Total,22136 Lalueza,35 años,2017,17
Total,22136 Lalueza,36 años,2017,12
Total,22136 Lalueza,37 años,2017,19
Total,22136 Lalueza,38 años,2017,8
Total,22136 Lalueza,39 años,2017,18
Total,22136 Lalueza,40 años,2017,14
Total,22137 Lanaja,19 años,2017,8
Total,22137 Lanaja,20 años,2017,6
Total,22137 Lanaja,21 años,2017,12
Total,22137 Lanaja,22 años,2017,8
Total,22137 Lanaja,23 años,2017,9
Total,22137 Lanaja,24 años,2017,15
Total,22137 Lanaja,25 años,2017,13
Total,22137 Lanaja,26 años,2017,10
Total,22137 Lanaja,27 años,2017,15
Total,22137 Lanaja,28 años,2017,9
Total,22137 Lanaja,29 años,2017,13
Total,22137 Lanaja,30 años,2017,13
Total,22137 Lanaja,31 años,2017,12
Total,22137 Lanaja,32 años,2017,10
Total,22137 Lanaja,33 años,2017,10
Total,22137 Lanaja,34 años,2017,12
Total,22137 Lanaja,35 años,2017,10
Total,22137 Lanaja,36 años,2017,14
Total,22137 Lanaja,37 años,2017,15
Total,22137 Lanaja,38 años,2017,6
Total,22137 Lanaja,39 años,2017,9
Total,22137 Lanaja,40 años,2017,15
Total,22139 Laperdiguera,19 años,2017,1
Total,22139 Laperdiguera,20 años,2017,0
Total,22139 Laperdiguera,21 años,2017,0
Total,22139 Laperdiguera,22 años,2017,2
Total,22139 Laperdiguera,23 años,2017,1
Total,22139 Laperdiguera,24 años,2017,0
Total,22139 Laperdiguera,25 años,2017,1
Total,22139 Laperdiguera,26 años,2017,2
Total,22139 Laperdiguera,27 años,2017,1
Total,22139 Laperdiguera,28 años,2017,0
Total,22139 Laperdiguera,29 años,2017,1
Total,22139 Laperdiguera,30 años,2017,1
Total,22139 Laperdiguera,31 años,2017,2
Total,22139 Laperdiguera,32 años,2017,0
Total,22139 Laperdiguera,33 años,2017,1
Total,22139 Laperdiguera,34 años,2017,2
Total,22139 Laperdiguera,35 años,2017,1
Total,22139 Laperdiguera,36 años,2017,2
Total,22139 Laperdiguera,37 años,2017,1
Total,22139 Laperdiguera,38 años,2017,1
Total,22139 Laperdiguera,39 años,2017,2
Total,22139 Laperdiguera,40 años,2017,0
Total,22141 Lascellas-Ponzano,19 años,2017,0
Total,22141 Lascellas-Ponzano,20 años,2017,0
Total,22141 Lascellas-Ponzano,21 años,2017,1
Total,22141 Lascellas-Ponzano,22 años,2017,0
Total,22141 Lascellas-Ponzano,23 años,2017,0
Total,22141 Lascellas-Ponzano,24 años,2017,1
Total,22141 Lascellas-Ponzano,25 años,2017,0
Total,22141 Lascellas-Ponzano,26 años,2017,2
Total,22141 Lascellas-Ponzano,27 años,2017,3
Total,22141 Lascellas-Ponzano,28 años,2017,0
Total,22141 Lascellas-Ponzano,29 años,2017,1
Total,22141 Lascellas-Ponzano,30 años,2017,3
Total,22141 Lascellas-Ponzano,31 años,2017,1
Total,22141 Lascellas-Ponzano,32 años,2017,2
Total,22141 Lascellas-Ponzano,33 años,2017,3
Total,22141 Lascellas-Ponzano,34 años,2017,0
Total,22141 Lascellas-Ponzano,35 años,2017,0
Total,22141 Lascellas-Ponzano,36 años,2017,1
Total,22141 Lascellas-Ponzano,37 años,2017,5
Total,22141 Lascellas-Ponzano,38 años,2017,1
Total,22141 Lascellas-Ponzano,39 años,2017,5
Total,22141 Lascellas-Ponzano,40 años,2017,0
Total,22142 Lascuarre,19 años,2017,0
Total,22142 Lascuarre,20 años,2017,0
Total,22142 Lascuarre,21 años,2017,1
Total,22142 Lascuarre,22 años,2017,1
Total,22142 Lascuarre,23 años,2017,0
Total,22142 Lascuarre,24 años,2017,1
Total,22142 Lascuarre,25 años,2017,0
Total,22142 Lascuarre,26 años,2017,3
Total,22142 Lascuarre,27 años,2017,1
Total,22142 Lascuarre,28 años,2017,2
Total,22142 Lascuarre,29 años,2017,2
Total,22142 Lascuarre,30 años,2017,3
Total,22142 Lascuarre,31 años,2017,2
Total,22142 Lascuarre,32 años,2017,0
Total,22142 Lascuarre,33 años,2017,2
Total,22142 Lascuarre,34 años,2017,1
Total,22142 Lascuarre,35 años,2017,4
Total,22142 Lascuarre,36 años,2017,1
Total,22142 Lascuarre,37 años,2017,3
Total,22142 Lascuarre,38 años,2017,1
Total,22142 Lascuarre,39 años,2017,3
Total,22142 Lascuarre,40 años,2017,1
Total,22143 Laspaúles,19 años,2017,2
Total,22143 Laspaúles,20 años,2017,1
Total,22143 Laspaúles,21 años,2017,0
Total,22143 Laspaúles,22 años,2017,2
Total,22143 Laspaúles,23 años,2017,1
Total,22143 Laspaúles,24 años,2017,5
Total,22143 Laspaúles,25 años,2017,2
Total,22143 Laspaúles,26 años,2017,1
Total,22143 Laspaúles,27 años,2017,2
Total,22143 Laspaúles,28 años,2017,2
Total,22143 Laspaúles,29 años,2017,2
Total,22143 Laspaúles,30 años,2017,1
Total,22143 Laspaúles,31 años,2017,2
Total,22143 Laspaúles,32 años,2017,0
Total,22143 Laspaúles,33 años,2017,3
Total,22143 Laspaúles,34 años,2017,6
Total,22143 Laspaúles,35 años,2017,2
Total,22143 Laspaúles,36 años,2017,0
Total,22143 Laspaúles,37 años,2017,2
Total,22143 Laspaúles,38 años,2017,5
Total,22143 Laspaúles,39 años,2017,4
Total,22143 Laspaúles,40 años,2017,4
Total,22144 Laspuña,19 años,2017,1
Total,22144 Laspuña,20 años,2017,1
Total,22144 Laspuña,21 años,2017,2
Total,22144 Laspuña,22 años,2017,1
Total,22144 Laspuña,23 años,2017,1
Total,22144 Laspuña,24 años,2017,1
Total,22144 Laspuña,25 años,2017,0
Total,22144 Laspuña,26 años,2017,6
Total,22144 Laspuña,27 años,2017,4
Total,22144 Laspuña,28 años,2017,1
Total,22144 Laspuña,29 años,2017,2
Total,22144 Laspuña,30 años,2017,3
Total,22144 Laspuña,31 años,2017,2
Total,22144 Laspuña,32 años,2017,1
Total,22144 Laspuña,33 años,2017,3
Total,22144 Laspuña,34 años,2017,5
Total,22144 Laspuña,35 años,2017,4
Total,22144 Laspuña,36 años,2017,9
Total,22144 Laspuña,37 años,2017,7
Total,22144 Laspuña,38 años,2017,4
Total,22144 Laspuña,39 años,2017,3
Total,22144 Laspuña,40 años,2017,6
Total,22149 Loarre,19 años,2017,1
Total,22149 Loarre,20 años,2017,0
Total,22149 Loarre,21 años,2017,3
Total,22149 Loarre,22 años,2017,2
Total,22149 Loarre,23 años,2017,2
Total,22149 Loarre,24 años,2017,1
Total,22149 Loarre,25 años,2017,3
Total,22149 Loarre,26 años,2017,3
Total,22149 Loarre,27 años,2017,2
Total,22149 Loarre,28 años,2017,2
Total,22149 Loarre,29 años,2017,2
Total,22149 Loarre,30 años,2017,2
Total,22149 Loarre,31 años,2017,2
Total,22149 Loarre,32 años,2017,2
Total,22149 Loarre,33 años,2017,5
Total,22149 Loarre,34 años,2017,4
Total,22149 Loarre,35 años,2017,5
Total,22149 Loarre,36 años,2017,7
Total,22149 Loarre,37 años,2017,3
Total,22149 Loarre,38 años,2017,5
Total,22149 Loarre,39 años,2017,5
Total,22149 Loarre,40 años,2017,6
Total,22150 Loporzano,19 años,2017,2
Total,22150 Loporzano,20 años,2017,3
Total,22150 Loporzano,21 años,2017,6
Total,22150 Loporzano,22 años,2017,2
Total,22150 Loporzano,23 años,2017,1
Total,22150 Loporzano,24 años,2017,5
Total,22150 Loporzano,25 años,2017,1
Total,22150 Loporzano,26 años,2017,2
Total,22150 Loporzano,27 años,2017,0
Total,22150 Loporzano,28 años,2017,7
Total,22150 Loporzano,29 años,2017,2
Total,22150 Loporzano,30 años,2017,8
Total,22150 Loporzano,31 años,2017,6
Total,22150 Loporzano,32 años,2017,9
Total,22150 Loporzano,33 años,2017,5
Total,22150 Loporzano,34 años,2017,7
Total,22150 Loporzano,35 años,2017,6
Total,22150 Loporzano,36 años,2017,8
Total,22150 Loporzano,37 años,2017,5
Total,22150 Loporzano,38 años,2017,4
Total,22150 Loporzano,39 años,2017,7
Total,22150 Loporzano,40 años,2017,12
Total,22151 Loscorrales,19 años,2017,0
Total,22151 Loscorrales,20 años,2017,2
Total,22151 Loscorrales,21 años,2017,0
Total,22151 Loscorrales,22 años,2017,1
Total,22151 Loscorrales,23 años,2017,0
Total,22151 Loscorrales,24 años,2017,1
Total,22151 Loscorrales,25 años,2017,0
Total,22151 Loscorrales,26 años,2017,1
Total,22151 Loscorrales,27 años,2017,0
Total,22151 Loscorrales,28 años,2017,2
Total,22151 Loscorrales,29 años,2017,0
Total,22151 Loscorrales,30 años,2017,1
Total,22151 Loscorrales,31 años,2017,1
Total,22151 Loscorrales,32 años,2017,0
Total,22151 Loscorrales,33 años,2017,1
Total,22151 Loscorrales,34 años,2017,1
Total,22151 Loscorrales,35 años,2017,1
Total,22151 Loscorrales,36 años,2017,1
Total,22151 Loscorrales,37 años,2017,1
Total,22151 Loscorrales,38 años,2017,1
Total,22151 Loscorrales,39 años,2017,2
Total,22151 Loscorrales,40 años,2017,2
Total,22905 Lupiñén-Ortilla,19 años,2017,2
Total,22905 Lupiñén-Ortilla,20 años,2017,3
Total,22905 Lupiñén-Ortilla,21 años,2017,1
Total,22905 Lupiñén-Ortilla,22 años,2017,2
Total,22905 Lupiñén-Ortilla,23 años,2017,2
Total,22905 Lupiñén-Ortilla,24 años,2017,2
Total,22905 Lupiñén-Ortilla,25 años,2017,1
Total,22905 Lupiñén-Ortilla,26 años,2017,3
Total,22905 Lupiñén-Ortilla,27 años,2017,1
Total,22905 Lupiñén-Ortilla,28 años,2017,4
Total,22905 Lupiñén-Ortilla,29 años,2017,3
Total,22905 Lupiñén-Ortilla,30 años,2017,5
Total,22905 Lupiñén-Ortilla,31 años,2017,2
Total,22905 Lupiñén-Ortilla,32 años,2017,2
Total,22905 Lupiñén-Ortilla,33 años,2017,4
Total,22905 Lupiñén-Ortilla,34 años,2017,2
Total,22905 Lupiñén-Ortilla,35 años,2017,7
Total,22905 Lupiñén-Ortilla,36 años,2017,3
Total,22905 Lupiñén-Ortilla,37 años,2017,2
Total,22905 Lupiñén-Ortilla,38 años,2017,8
Total,22905 Lupiñén-Ortilla,39 años,2017,6
Total,22905 Lupiñén-Ortilla,40 años,2017,3
Total,22155 Monesma y Cajigar,19 años,2017,1
Total,22155 Monesma y Cajigar,20 años,2017,0
Total,22155 Monesma y Cajigar,21 años,2017,1
Total,22155 Monesma y Cajigar,22 años,2017,1
Total,22155 Monesma y Cajigar,23 años,2017,1
Total,22155 Monesma y Cajigar,24 años,2017,1
Total,22155 Monesma y Cajigar,25 años,2017,0
Total,22155 Monesma y Cajigar,26 años,2017,0
Total,22155 Monesma y Cajigar,27 años,2017,0
Total,22155 Monesma y Cajigar,28 años,2017,1
Total,22155 Monesma y Cajigar,29 años,2017,1
Total,22155 Monesma y Cajigar,30 años,2017,0
Total,22155 Monesma y Cajigar,31 años,2017,0
Total,22155 Monesma y Cajigar,32 años,2017,3
Total,22155 Monesma y Cajigar,33 años,2017,1
Total,22155 Monesma y Cajigar,34 años,2017,0
Total,22155 Monesma y Cajigar,35 años,2017,1
Total,22155 Monesma y Cajigar,36 años,2017,0
Total,22155 Monesma y Cajigar,37 años,2017,1
Total,22155 Monesma y Cajigar,38 años,2017,1
Total,22155 Monesma y Cajigar,39 años,2017,0
Total,22155 Monesma y Cajigar,40 años,2017,0
Total,22156 Monflorite-Lascasas,19 años,2017,1
Total,22156 Monflorite-Lascasas,20 años,2017,3
Total,22156 Monflorite-Lascasas,21 años,2017,2
Total,22156 Monflorite-Lascasas,22 años,2017,4
Total,22156 Monflorite-Lascasas,23 años,2017,2
Total,22156 Monflorite-Lascasas,24 años,2017,4
Total,22156 Monflorite-Lascasas,25 años,2017,5
Total,22156 Monflorite-Lascasas,26 años,2017,7
Total,22156 Monflorite-Lascasas,27 años,2017,5
Total,22156 Monflorite-Lascasas,28 años,2017,5
Total,22156 Monflorite-Lascasas,29 años,2017,8
Total,22156 Monflorite-Lascasas,30 años,2017,9
Total,22156 Monflorite-Lascasas,31 años,2017,5
Total,22156 Monflorite-Lascasas,32 años,2017,2
Total,22156 Monflorite-Lascasas,33 años,2017,6
Total,22156 Monflorite-Lascasas,34 años,2017,7
Total,22156 Monflorite-Lascasas,35 años,2017,6
Total,22156 Monflorite-Lascasas,36 años,2017,7
Total,22156 Monflorite-Lascasas,37 años,2017,3
Total,22156 Monflorite-Lascasas,38 años,2017,8
Total,22156 Monflorite-Lascasas,39 años,2017,6
Total,22156 Monflorite-Lascasas,40 años,2017,8
Total,22157 Montanuy,19 años,2017,2
Total,22157 Montanuy,20 años,2017,1
Total,22157 Montanuy,21 años,2017,2
Total,22157 Montanuy,22 años,2017,1
Total,22157 Montanuy,23 años,2017,0
Total,22157 Montanuy,24 años,2017,3
Total,22157 Montanuy,25 años,2017,3
Total,22157 Montanuy,26 años,2017,2
Total,22157 Montanuy,27 años,2017,3
Total,22157 Montanuy,28 años,2017,3
Total,22157 Montanuy,29 años,2017,0
Total,22157 Montanuy,30 años,2017,3
Total,22157 Montanuy,31 años,2017,5
Total,22157 Montanuy,32 años,2017,2
Total,22157 Montanuy,33 años,2017,2
Total,22157 Montanuy,34 años,2017,2
Total,22157 Montanuy,35 años,2017,2
Total,22157 Montanuy,36 años,2017,3
Total,22157 Montanuy,37 años,2017,3
Total,22157 Montanuy,38 años,2017,1
Total,22157 Montanuy,39 años,2017,4
Total,22157 Montanuy,40 años,2017,1
Total,22158 Monzón,19 años,2017,154
Total,22158 Monzón,20 años,2017,182
Total,22158 Monzón,21 años,2017,182
Total,22158 Monzón,22 años,2017,166
Total,22158 Monzón,23 años,2017,165
Total,22158 Monzón,24 años,2017,174
Total,22158 Monzón,25 años,2017,164
Total,22158 Monzón,26 años,2017,163
Total,22158 Monzón,27 años,2017,155
Total,22158 Monzón,28 años,2017,188
Total,22158 Monzón,29 años,2017,180
Total,22158 Monzón,30 años,2017,188
Total,22158 Monzón,31 años,2017,192
Total,22158 Monzón,32 años,2017,201
Total,22158 Monzón,33 años,2017,197
Total,22158 Monzón,34 años,2017,237
Total,22158 Monzón,35 años,2017,237
Total,22158 Monzón,36 años,2017,265
Total,22158 Monzón,37 años,2017,240
Total,22158 Monzón,38 años,2017,257
Total,22158 Monzón,39 años,2017,284
Total,22158 Monzón,40 años,2017,307
Total,22160 Naval,19 años,2017,1
Total,22160 Naval,20 años,2017,0
Total,22160 Naval,21 años,2017,2
Total,22160 Naval,22 años,2017,1
Total,22160 Naval,23 años,2017,2
Total,22160 Naval,24 años,2017,2
Total,22160 Naval,25 años,2017,2
Total,22160 Naval,26 años,2017,2
Total,22160 Naval,27 años,2017,4
Total,22160 Naval,28 años,2017,3
Total,22160 Naval,29 años,2017,3
Total,22160 Naval,30 años,2017,5
Total,22160 Naval,31 años,2017,6
Total,22160 Naval,32 años,2017,0
Total,22160 Naval,33 años,2017,4
Total,22160 Naval,34 años,2017,5
Total,22160 Naval,35 años,2017,7
Total,22160 Naval,36 años,2017,5
Total,22160 Naval,37 años,2017,6
Total,22160 Naval,38 años,2017,8
Total,22160 Naval,39 años,2017,4
Total,22160 Naval,40 años,2017,4
Total,22162 Novales,19 años,2017,1
Total,22162 Novales,20 años,2017,0
Total,22162 Novales,21 años,2017,0
Total,22162 Novales,22 años,2017,1
Total,22162 Novales,23 años,2017,2
Total,22162 Novales,24 años,2017,2
Total,22162 Novales,25 años,2017,1
Total,22162 Novales,26 años,2017,1
Total,22162 Novales,27 años,2017,1
Total,22162 Novales,28 años,2017,3
Total,22162 Novales,29 años,2017,0
Total,22162 Novales,30 años,2017,1
Total,22162 Novales,31 años,2017,6
Total,22162 Novales,32 años,2017,2
Total,22162 Novales,33 años,2017,2
Total,22162 Novales,34 años,2017,1
Total,22162 Novales,35 años,2017,0
Total,22162 Novales,36 años,2017,1
Total,22162 Novales,37 años,2017,4
Total,22162 Novales,38 años,2017,5
Total,22162 Novales,39 años,2017,5
Total,22162 Novales,40 años,2017,5
Total,22163 Nueno,19 años,2017,3
Total,22163 Nueno,20 años,2017,2
Total,22163 Nueno,21 años,2017,3
Total,22163 Nueno,22 años,2017,4
Total,22163 Nueno,23 años,2017,0
Total,22163 Nueno,24 años,2017,4
Total,22163 Nueno,25 años,2017,4
Total,22163 Nueno,26 años,2017,6
Total,22163 Nueno,27 años,2017,4
Total,22163 Nueno,28 años,2017,2
Total,22163 Nueno,29 años,2017,4
Total,22163 Nueno,30 años,2017,7
Total,22163 Nueno,31 años,2017,9
Total,22163 Nueno,32 años,2017,3
Total,22163 Nueno,33 años,2017,7
Total,22163 Nueno,34 años,2017,7
Total,22163 Nueno,35 años,2017,11
Total,22163 Nueno,36 años,2017,2
Total,22163 Nueno,37 años,2017,7
Total,22163 Nueno,38 años,2017,6
Total,22163 Nueno,39 años,2017,6
Total,22163 Nueno,40 años,2017,3
Total,22164 Olvena,19 años,2017,0
Total,22164 Olvena,20 años,2017,0
Total,22164 Olvena,21 años,2017,0
Total,22164 Olvena,22 años,2017,0
Total,22164 Olvena,23 años,2017,0
Total,22164 Olvena,24 años,2017,0
Total,22164 Olvena,25 años,2017,0
Total,22164 Olvena,26 años,2017,0
Total,22164 Olvena,27 años,2017,0
Total,22164 Olvena,28 años,2017,0
Total,22164 Olvena,29 años,2017,0
Total,22164 Olvena,30 años,2017,0
Total,22164 Olvena,31 años,2017,0
Total,22164 Olvena,32 años,2017,0
Total,22164 Olvena,33 años,2017,0
Total,22164 Olvena,34 años,2017,0
Total,22164 Olvena,35 años,2017,0
Total,22164 Olvena,36 años,2017,1
Total,22164 Olvena,37 años,2017,3
Total,22164 Olvena,38 años,2017,0
Total,22164 Olvena,39 años,2017,1
Total,22164 Olvena,40 años,2017,2
Total,22165 Ontiñena,19 años,2017,4
Total,22165 Ontiñena,20 años,2017,7
Total,22165 Ontiñena,21 años,2017,6
Total,22165 Ontiñena,22 años,2017,4
Total,22165 Ontiñena,23 años,2017,2
Total,22165 Ontiñena,24 años,2017,7
Total,22165 Ontiñena,25 años,2017,5
Total,22165 Ontiñena,26 años,2017,9
Total,22165 Ontiñena,27 años,2017,6
Total,22165 Ontiñena,28 años,2017,5
Total,22165 Ontiñena,29 años,2017,3
Total,22165 Ontiñena,30 años,2017,8
Total,22165 Ontiñena,31 años,2017,5
Total,22165 Ontiñena,32 años,2017,7
Total,22165 Ontiñena,33 años,2017,8
Total,22165 Ontiñena,34 años,2017,6
Total,22165 Ontiñena,35 años,2017,7
Total,22165 Ontiñena,36 años,2017,6
Total,22165 Ontiñena,37 años,2017,2
Total,22165 Ontiñena,38 años,2017,7
Total,22165 Ontiñena,39 años,2017,2
Total,22165 Ontiñena,40 años,2017,5
Total,22167 Osso de Cinca,19 años,2017,5
Total,22167 Osso de Cinca,20 años,2017,11
Total,22167 Osso de Cinca,21 años,2017,5
Total,22167 Osso de Cinca,22 años,2017,9
Total,22167 Osso de Cinca,23 años,2017,7
Total,22167 Osso de Cinca,24 años,2017,8
Total,22167 Osso de Cinca,25 años,2017,12
Total,22167 Osso de Cinca,26 años,2017,8
Total,22167 Osso de Cinca,27 años,2017,7
Total,22167 Osso de Cinca,28 años,2017,11
Total,22167 Osso de Cinca,29 años,2017,7
Total,22167 Osso de Cinca,30 años,2017,4
Total,22167 Osso de Cinca,31 años,2017,6
Total,22167 Osso de Cinca,32 años,2017,12
Total,22167 Osso de Cinca,33 años,2017,8
Total,22167 Osso de Cinca,34 años,2017,11
Total,22167 Osso de Cinca,35 años,2017,10
Total,22167 Osso de Cinca,36 años,2017,8
Total,22167 Osso de Cinca,37 años,2017,7
Total,22167 Osso de Cinca,38 años,2017,10
Total,22167 Osso de Cinca,39 años,2017,15
Total,22167 Osso de Cinca,40 años,2017,10
Total,22168 Palo,19 años,2017,0
Total,22168 Palo,20 años,2017,0
Total,22168 Palo,21 años,2017,0
Total,22168 Palo,22 años,2017,0
Total,22168 Palo,23 años,2017,0
Total,22168 Palo,24 años,2017,0
Total,22168 Palo,25 años,2017,0
Total,22168 Palo,26 años,2017,0
Total,22168 Palo,27 años,2017,1
Total,22168 Palo,28 años,2017,0
Total,22168 Palo,29 años,2017,0
Total,22168 Palo,30 años,2017,0
Total,22168 Palo,31 años,2017,0
Total,22168 Palo,32 años,2017,0
Total,22168 Palo,33 años,2017,0
Total,22168 Palo,34 años,2017,0
Total,22168 Palo,35 años,2017,0
Total,22168 Palo,36 años,2017,0
Total,22168 Palo,37 años,2017,1
Total,22168 Palo,38 años,2017,2
Total,22168 Palo,39 años,2017,1
Total,22168 Palo,40 años,2017,0
Total,22170 Panticosa,19 años,2017,12
Total,22170 Panticosa,20 años,2017,5
Total,22170 Panticosa,21 años,2017,10
Total,22170 Panticosa,22 años,2017,1
