Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22199 Sabiñánigo,63 años,2017,116
Total,22199 Sabiñánigo,64 años,2017,122
Total,22199 Sabiñánigo,65 años,2017,92
Total,22200 Sahún,41 años,2017,7
Total,22200 Sahún,42 años,2017,3
Total,22200 Sahún,43 años,2017,7
Total,22200 Sahún,44 años,2017,6
Total,22200 Sahún,45 años,2017,10
Total,22200 Sahún,46 años,2017,3
Total,22200 Sahún,47 años,2017,9
Total,22200 Sahún,48 años,2017,3
Total,22200 Sahún,49 años,2017,5
Total,22200 Sahún,50 años,2017,2
Total,22200 Sahún,51 años,2017,5
Total,22200 Sahún,52 años,2017,6
Total,22200 Sahún,53 años,2017,7
Total,22200 Sahún,54 años,2017,6
Total,22200 Sahún,55 años,2017,3
Total,22200 Sahún,56 años,2017,5
Total,22200 Sahún,57 años,2017,3
Total,22200 Sahún,58 años,2017,6
Total,22200 Sahún,59 años,2017,4
Total,22200 Sahún,60 años,2017,3
Total,22200 Sahún,61 años,2017,0
Total,22200 Sahún,62 años,2017,1
Total,22200 Sahún,63 años,2017,6
Total,22200 Sahún,64 años,2017,0
Total,22200 Sahún,65 años,2017,4
Total,22201 Salas Altas,41 años,2017,5
Total,22201 Salas Altas,42 años,2017,7
Total,22201 Salas Altas,43 años,2017,4
Total,22201 Salas Altas,44 años,2017,2
Total,22201 Salas Altas,45 años,2017,3
Total,22201 Salas Altas,46 años,2017,5
Total,22201 Salas Altas,47 años,2017,2
Total,22201 Salas Altas,48 años,2017,6
Total,22201 Salas Altas,49 años,2017,4
Total,22201 Salas Altas,50 años,2017,1
Total,22201 Salas Altas,51 años,2017,4
Total,22201 Salas Altas,52 años,2017,3
Total,22201 Salas Altas,53 años,2017,6
Total,22201 Salas Altas,54 años,2017,3
Total,22201 Salas Altas,55 años,2017,6
Total,22201 Salas Altas,56 años,2017,1
Total,22201 Salas Altas,57 años,2017,5
Total,22201 Salas Altas,58 años,2017,6
Total,22201 Salas Altas,59 años,2017,5
Total,22201 Salas Altas,60 años,2017,7
Total,22201 Salas Altas,61 años,2017,3
Total,22201 Salas Altas,62 años,2017,6
Total,22201 Salas Altas,63 años,2017,5
Total,22201 Salas Altas,64 años,2017,5
Total,22201 Salas Altas,65 años,2017,5
Total,22202 Salas Bajas,41 años,2017,3
Total,22202 Salas Bajas,42 años,2017,3
Total,22202 Salas Bajas,43 años,2017,5
Total,22202 Salas Bajas,44 años,2017,4
Total,22202 Salas Bajas,45 años,2017,1
Total,22202 Salas Bajas,46 años,2017,4
Total,22202 Salas Bajas,47 años,2017,3
Total,22202 Salas Bajas,48 años,2017,3
Total,22202 Salas Bajas,49 años,2017,1
Total,22202 Salas Bajas,50 años,2017,5
Total,22202 Salas Bajas,51 años,2017,1
Total,22202 Salas Bajas,52 años,2017,4
Total,22202 Salas Bajas,53 años,2017,1
Total,22202 Salas Bajas,54 años,2017,6
Total,22202 Salas Bajas,55 años,2017,3
Total,22202 Salas Bajas,56 años,2017,0
Total,22202 Salas Bajas,57 años,2017,5
Total,22202 Salas Bajas,58 años,2017,3
Total,22202 Salas Bajas,59 años,2017,1
Total,22202 Salas Bajas,60 años,2017,1
Total,22202 Salas Bajas,61 años,2017,3
Total,22202 Salas Bajas,62 años,2017,2
Total,22202 Salas Bajas,63 años,2017,1
Total,22202 Salas Bajas,64 años,2017,2
Total,22202 Salas Bajas,65 años,2017,3
Total,22203 Salillas,41 años,2017,1
Total,22203 Salillas,42 años,2017,3
Total,22203 Salillas,43 años,2017,2
Total,22203 Salillas,44 años,2017,3
Total,22203 Salillas,45 años,2017,2
Total,22203 Salillas,46 años,2017,1
Total,22203 Salillas,47 años,2017,1
Total,22203 Salillas,48 años,2017,1
Total,22203 Salillas,49 años,2017,0
Total,22203 Salillas,50 años,2017,2
Total,22203 Salillas,51 años,2017,2
Total,22203 Salillas,52 años,2017,0
Total,22203 Salillas,53 años,2017,4
Total,22203 Salillas,54 años,2017,2
Total,22203 Salillas,55 años,2017,1
Total,22203 Salillas,56 años,2017,2
Total,22203 Salillas,57 años,2017,1
Total,22203 Salillas,58 años,2017,1
Total,22203 Salillas,59 años,2017,0
Total,22203 Salillas,60 años,2017,1
Total,22203 Salillas,61 años,2017,2
Total,22203 Salillas,62 años,2017,0
Total,22203 Salillas,63 años,2017,0
Total,22203 Salillas,64 años,2017,1
Total,22203 Salillas,65 años,2017,1
Total,22204 Sallent de Gállego,41 años,2017,22
Total,22204 Sallent de Gállego,42 años,2017,28
Total,22204 Sallent de Gállego,43 años,2017,28
Total,22204 Sallent de Gállego,44 años,2017,22
Total,22204 Sallent de Gállego,45 años,2017,33
Total,22204 Sallent de Gállego,46 años,2017,23
Total,22204 Sallent de Gállego,47 años,2017,29
Total,22204 Sallent de Gállego,48 años,2017,30
Total,22204 Sallent de Gállego,49 años,2017,30
Total,22204 Sallent de Gállego,50 años,2017,37
Total,22204 Sallent de Gállego,51 años,2017,24
Total,22204 Sallent de Gállego,52 años,2017,18
Total,22204 Sallent de Gállego,53 años,2017,29
Total,22204 Sallent de Gállego,54 años,2017,23
Total,22204 Sallent de Gállego,55 años,2017,23
Total,22204 Sallent de Gállego,56 años,2017,23
Total,22204 Sallent de Gállego,57 años,2017,17
Total,22204 Sallent de Gállego,58 años,2017,14
Total,22204 Sallent de Gállego,59 años,2017,18
Total,22204 Sallent de Gállego,60 años,2017,20
Total,22204 Sallent de Gállego,61 años,2017,17
Total,22204 Sallent de Gállego,62 años,2017,14
Total,22204 Sallent de Gállego,63 años,2017,11
Total,22204 Sallent de Gállego,64 años,2017,16
Total,22204 Sallent de Gállego,65 años,2017,16
Total,22205 San Esteban de Litera,41 años,2017,8
Total,22205 San Esteban de Litera,42 años,2017,11
Total,22205 San Esteban de Litera,43 años,2017,8
Total,22205 San Esteban de Litera,44 años,2017,6
Total,22205 San Esteban de Litera,45 años,2017,7
Total,22205 San Esteban de Litera,46 años,2017,2
Total,22205 San Esteban de Litera,47 años,2017,3
Total,22205 San Esteban de Litera,48 años,2017,6
Total,22205 San Esteban de Litera,49 años,2017,5
Total,22205 San Esteban de Litera,50 años,2017,7
Total,22205 San Esteban de Litera,51 años,2017,7
Total,22205 San Esteban de Litera,52 años,2017,8
Total,22205 San Esteban de Litera,53 años,2017,8
Total,22205 San Esteban de Litera,54 años,2017,9
Total,22205 San Esteban de Litera,55 años,2017,3
Total,22205 San Esteban de Litera,56 años,2017,5
Total,22205 San Esteban de Litera,57 años,2017,4
Total,22205 San Esteban de Litera,58 años,2017,4
Total,22205 San Esteban de Litera,59 años,2017,6
Total,22205 San Esteban de Litera,60 años,2017,3
Total,22205 San Esteban de Litera,61 años,2017,5
Total,22205 San Esteban de Litera,62 años,2017,9
Total,22205 San Esteban de Litera,63 años,2017,15
Total,22205 San Esteban de Litera,64 años,2017,7
Total,22205 San Esteban de Litera,65 años,2017,4
Total,22207 San Juan de Plan,41 años,2017,2
Total,22207 San Juan de Plan,42 años,2017,0
Total,22207 San Juan de Plan,43 años,2017,4
Total,22207 San Juan de Plan,44 años,2017,2
Total,22207 San Juan de Plan,45 años,2017,2
Total,22207 San Juan de Plan,46 años,2017,2
Total,22207 San Juan de Plan,47 años,2017,2
Total,22207 San Juan de Plan,48 años,2017,3
Total,22207 San Juan de Plan,49 años,2017,2
Total,22207 San Juan de Plan,50 años,2017,4
Total,22207 San Juan de Plan,51 años,2017,2
Total,22207 San Juan de Plan,52 años,2017,6
Total,22207 San Juan de Plan,53 años,2017,5
Total,22207 San Juan de Plan,54 años,2017,0
Total,22207 San Juan de Plan,55 años,2017,2
Total,22207 San Juan de Plan,56 años,2017,3
Total,22207 San Juan de Plan,57 años,2017,2
Total,22207 San Juan de Plan,58 años,2017,3
Total,22207 San Juan de Plan,59 años,2017,0
Total,22207 San Juan de Plan,60 años,2017,1
Total,22207 San Juan de Plan,61 años,2017,1
Total,22207 San Juan de Plan,62 años,2017,1
Total,22207 San Juan de Plan,63 años,2017,1
Total,22207 San Juan de Plan,64 años,2017,0
Total,22207 San Juan de Plan,65 años,2017,3
Total,22903 San Miguel del Cinca,41 años,2017,12
Total,22903 San Miguel del Cinca,42 años,2017,9
Total,22903 San Miguel del Cinca,43 años,2017,12
Total,22903 San Miguel del Cinca,44 años,2017,14
Total,22903 San Miguel del Cinca,45 años,2017,5
Total,22903 San Miguel del Cinca,46 años,2017,8
Total,22903 San Miguel del Cinca,47 años,2017,10
Total,22903 San Miguel del Cinca,48 años,2017,15
Total,22903 San Miguel del Cinca,49 años,2017,14
Total,22903 San Miguel del Cinca,50 años,2017,10
Total,22903 San Miguel del Cinca,51 años,2017,15
Total,22903 San Miguel del Cinca,52 años,2017,11
Total,22903 San Miguel del Cinca,53 años,2017,12
Total,22903 San Miguel del Cinca,54 años,2017,14
Total,22903 San Miguel del Cinca,55 años,2017,9
Total,22903 San Miguel del Cinca,56 años,2017,15
Total,22903 San Miguel del Cinca,57 años,2017,9
Total,22903 San Miguel del Cinca,58 años,2017,9
Total,22903 San Miguel del Cinca,59 años,2017,15
Total,22903 San Miguel del Cinca,60 años,2017,9
Total,22903 San Miguel del Cinca,61 años,2017,12
Total,22903 San Miguel del Cinca,62 años,2017,9
Total,22903 San Miguel del Cinca,63 años,2017,10
Total,22903 San Miguel del Cinca,64 años,2017,7
Total,22903 San Miguel del Cinca,65 años,2017,11
Total,22206 Sangarrén,41 años,2017,1
Total,22206 Sangarrén,42 años,2017,2
Total,22206 Sangarrén,43 años,2017,2
Total,22206 Sangarrén,44 años,2017,3
Total,22206 Sangarrén,45 años,2017,7
Total,22206 Sangarrén,46 años,2017,4
Total,22206 Sangarrén,47 años,2017,4
Total,22206 Sangarrén,48 años,2017,2
Total,22206 Sangarrén,49 años,2017,1
Total,22206 Sangarrén,50 años,2017,2
Total,22206 Sangarrén,51 años,2017,5
Total,22206 Sangarrén,52 años,2017,1
Total,22206 Sangarrén,53 años,2017,0
Total,22206 Sangarrén,54 años,2017,2
Total,22206 Sangarrén,55 años,2017,0
Total,22206 Sangarrén,56 años,2017,3
Total,22206 Sangarrén,57 años,2017,3
Total,22206 Sangarrén,58 años,2017,5
Total,22206 Sangarrén,59 años,2017,1
Total,22206 Sangarrén,60 años,2017,3
Total,22206 Sangarrén,61 años,2017,8
Total,22206 Sangarrén,62 años,2017,1
Total,22206 Sangarrén,63 años,2017,5
Total,22206 Sangarrén,64 años,2017,5
Total,22206 Sangarrén,65 años,2017,4
Total,22208 Santa Cilia,41 años,2017,2
Total,22208 Santa Cilia,42 años,2017,3
Total,22208 Santa Cilia,43 años,2017,3
Total,22208 Santa Cilia,44 años,2017,6
Total,22208 Santa Cilia,45 años,2017,3
Total,22208 Santa Cilia,46 años,2017,1
Total,22208 Santa Cilia,47 años,2017,4
Total,22208 Santa Cilia,48 años,2017,1
Total,22208 Santa Cilia,49 años,2017,7
Total,22208 Santa Cilia,50 años,2017,7
Total,22208 Santa Cilia,51 años,2017,2
Total,22208 Santa Cilia,52 años,2017,6
Total,22208 Santa Cilia,53 años,2017,6
Total,22208 Santa Cilia,54 años,2017,7
Total,22208 Santa Cilia,55 años,2017,1
Total,22208 Santa Cilia,56 años,2017,3
Total,22208 Santa Cilia,57 años,2017,3
Total,22208 Santa Cilia,58 años,2017,4
Total,22208 Santa Cilia,59 años,2017,5
Total,22208 Santa Cilia,60 años,2017,0
Total,22208 Santa Cilia,61 años,2017,4
Total,22208 Santa Cilia,62 años,2017,4
Total,22208 Santa Cilia,63 años,2017,1
Total,22208 Santa Cilia,64 años,2017,3
Total,22208 Santa Cilia,65 años,2017,1
Total,22209 Santa Cruz de la Serós,41 años,2017,1
Total,22209 Santa Cruz de la Serós,42 años,2017,4
Total,22209 Santa Cruz de la Serós,43 años,2017,1
Total,22209 Santa Cruz de la Serós,44 años,2017,3
Total,22209 Santa Cruz de la Serós,45 años,2017,6
Total,22209 Santa Cruz de la Serós,46 años,2017,5
Total,22209 Santa Cruz de la Serós,47 años,2017,3
Total,22209 Santa Cruz de la Serós,48 años,2017,3
Total,22209 Santa Cruz de la Serós,49 años,2017,6
Total,22209 Santa Cruz de la Serós,50 años,2017,3
Total,22209 Santa Cruz de la Serós,51 años,2017,3
Total,22209 Santa Cruz de la Serós,52 años,2017,5
Total,22209 Santa Cruz de la Serós,53 años,2017,4
Total,22209 Santa Cruz de la Serós,54 años,2017,0
Total,22209 Santa Cruz de la Serós,55 años,2017,1
Total,22209 Santa Cruz de la Serós,56 años,2017,6
Total,22209 Santa Cruz de la Serós,57 años,2017,2
Total,22209 Santa Cruz de la Serós,58 años,2017,2
Total,22209 Santa Cruz de la Serós,59 años,2017,0
Total,22209 Santa Cruz de la Serós,60 años,2017,5
Total,22209 Santa Cruz de la Serós,61 años,2017,2
Total,22209 Santa Cruz de la Serós,62 años,2017,3
Total,22209 Santa Cruz de la Serós,63 años,2017,5
Total,22209 Santa Cruz de la Serós,64 años,2017,0
Total,22209 Santa Cruz de la Serós,65 años,2017,2
Total,22906 Santa María de Dulcis,41 años,2017,4
Total,22906 Santa María de Dulcis,42 años,2017,5
Total,22906 Santa María de Dulcis,43 años,2017,0
Total,22906 Santa María de Dulcis,44 años,2017,2
Total,22906 Santa María de Dulcis,45 años,2017,5
Total,22906 Santa María de Dulcis,46 años,2017,1
Total,22906 Santa María de Dulcis,47 años,2017,1
Total,22906 Santa María de Dulcis,48 años,2017,7
Total,22906 Santa María de Dulcis,49 años,2017,1
Total,22906 Santa María de Dulcis,50 años,2017,5
Total,22906 Santa María de Dulcis,51 años,2017,1
Total,22906 Santa María de Dulcis,52 años,2017,4
Total,22906 Santa María de Dulcis,53 años,2017,4
Total,22906 Santa María de Dulcis,54 años,2017,7
Total,22906 Santa María de Dulcis,55 años,2017,4
Total,22906 Santa María de Dulcis,56 años,2017,1
Total,22906 Santa María de Dulcis,57 años,2017,4
Total,22906 Santa María de Dulcis,58 años,2017,5
Total,22906 Santa María de Dulcis,59 años,2017,2
Total,22906 Santa María de Dulcis,60 años,2017,2
Total,22906 Santa María de Dulcis,61 años,2017,2
Total,22906 Santa María de Dulcis,62 años,2017,5
Total,22906 Santa María de Dulcis,63 años,2017,3
Total,22906 Santa María de Dulcis,64 años,2017,4
Total,22906 Santa María de Dulcis,65 años,2017,1
Total,22212 Santaliestra y San Quílez,41 años,2017,0
Total,22212 Santaliestra y San Quílez,42 años,2017,1
Total,22212 Santaliestra y San Quílez,43 años,2017,0
Total,22212 Santaliestra y San Quílez,44 años,2017,0
Total,22212 Santaliestra y San Quílez,45 años,2017,0
Total,22212 Santaliestra y San Quílez,46 años,2017,2
Total,22212 Santaliestra y San Quílez,47 años,2017,2
Total,22212 Santaliestra y San Quílez,48 años,2017,0
Total,22212 Santaliestra y San Quílez,49 años,2017,2
Total,22212 Santaliestra y San Quílez,50 años,2017,1
Total,22212 Santaliestra y San Quílez,51 años,2017,2
Total,22212 Santaliestra y San Quílez,52 años,2017,3
Total,22212 Santaliestra y San Quílez,53 años,2017,1
Total,22212 Santaliestra y San Quílez,54 años,2017,2
Total,22212 Santaliestra y San Quílez,55 años,2017,0
Total,22212 Santaliestra y San Quílez,56 años,2017,0
Total,22212 Santaliestra y San Quílez,57 años,2017,2
Total,22212 Santaliestra y San Quílez,58 años,2017,1
Total,22212 Santaliestra y San Quílez,59 años,2017,1
Total,22212 Santaliestra y San Quílez,60 años,2017,1
Total,22212 Santaliestra y San Quílez,61 años,2017,1
Total,22212 Santaliestra y San Quílez,62 años,2017,1
Total,22212 Santaliestra y San Quílez,63 años,2017,3
Total,22212 Santaliestra y San Quílez,64 años,2017,4
Total,22212 Santaliestra y San Quílez,65 años,2017,3
Total,22213 Sariñena,41 años,2017,63
Total,22213 Sariñena,42 años,2017,70
Total,22213 Sariñena,43 años,2017,52
Total,22213 Sariñena,44 años,2017,64
Total,22213 Sariñena,45 años,2017,60
Total,22213 Sariñena,46 años,2017,63
Total,22213 Sariñena,47 años,2017,63
Total,22213 Sariñena,48 años,2017,65
Total,22213 Sariñena,49 años,2017,54
Total,22213 Sariñena,50 años,2017,52
Total,22213 Sariñena,51 años,2017,58
Total,22213 Sariñena,52 años,2017,81
Total,22213 Sariñena,53 años,2017,54
Total,22213 Sariñena,54 años,2017,74
Total,22213 Sariñena,55 años,2017,72
Total,22213 Sariñena,56 años,2017,54
Total,22213 Sariñena,57 años,2017,52
Total,22213 Sariñena,58 años,2017,61
Total,22213 Sariñena,59 años,2017,52
Total,22213 Sariñena,60 años,2017,50
Total,22213 Sariñena,61 años,2017,59
Total,22213 Sariñena,62 años,2017,51
Total,22213 Sariñena,63 años,2017,48
Total,22213 Sariñena,64 años,2017,48
Total,22213 Sariñena,65 años,2017,57
Total,22214 Secastilla,41 años,2017,2
Total,22214 Secastilla,42 años,2017,8
Total,22214 Secastilla,43 años,2017,4
Total,22214 Secastilla,44 años,2017,1
Total,22214 Secastilla,45 años,2017,1
Total,22214 Secastilla,46 años,2017,1
Total,22214 Secastilla,47 años,2017,3
Total,22214 Secastilla,48 años,2017,2
Total,22214 Secastilla,49 años,2017,1
Total,22214 Secastilla,50 años,2017,2
Total,22214 Secastilla,51 años,2017,3
Total,22214 Secastilla,52 años,2017,2
Total,22214 Secastilla,53 años,2017,4
Total,22214 Secastilla,54 años,2017,2
Total,22214 Secastilla,55 años,2017,1
Total,22214 Secastilla,56 años,2017,3
Total,22214 Secastilla,57 años,2017,4
Total,22214 Secastilla,58 años,2017,2
Total,22214 Secastilla,59 años,2017,3
Total,22214 Secastilla,60 años,2017,5
Total,22214 Secastilla,61 años,2017,2
Total,22214 Secastilla,62 años,2017,5
Total,22214 Secastilla,63 años,2017,1
Total,22214 Secastilla,64 años,2017,2
Total,22214 Secastilla,65 años,2017,4
Total,22215 Seira,41 años,2017,3
Total,22215 Seira,42 años,2017,3
Total,22215 Seira,43 años,2017,3
Total,22215 Seira,44 años,2017,1
Total,22215 Seira,45 años,2017,2
Total,22215 Seira,46 años,2017,1
Total,22215 Seira,47 años,2017,3
Total,22215 Seira,48 años,2017,7
Total,22215 Seira,49 años,2017,2
Total,22215 Seira,50 años,2017,3
Total,22215 Seira,51 años,2017,2
Total,22215 Seira,52 años,2017,1
Total,22215 Seira,53 años,2017,4
Total,22215 Seira,54 años,2017,1
Total,22215 Seira,55 años,2017,1
Total,22215 Seira,56 años,2017,1
Total,22215 Seira,57 años,2017,2
Total,22215 Seira,58 años,2017,3
Total,22215 Seira,59 años,2017,1
Total,22215 Seira,60 años,2017,1
Total,22215 Seira,61 años,2017,3
Total,22215 Seira,62 años,2017,0
Total,22215 Seira,63 años,2017,4
Total,22215 Seira,64 años,2017,3
Total,22215 Seira,65 años,2017,3
Total,22217 Sena,41 años,2017,8
Total,22217 Sena,42 años,2017,9
Total,22217 Sena,43 años,2017,2
Total,22217 Sena,44 años,2017,4
Total,22217 Sena,45 años,2017,4
Total,22217 Sena,46 años,2017,9
Total,22217 Sena,47 años,2017,5
Total,22217 Sena,48 años,2017,7
Total,22217 Sena,49 años,2017,11
Total,22217 Sena,50 años,2017,11
Total,22217 Sena,51 años,2017,7
Total,22217 Sena,52 años,2017,6
Total,22217 Sena,53 años,2017,12
Total,22217 Sena,54 años,2017,5
Total,22217 Sena,55 años,2017,5
Total,22217 Sena,56 años,2017,7
Total,22217 Sena,57 años,2017,5
Total,22217 Sena,58 años,2017,4
Total,22217 Sena,59 años,2017,5
Total,22217 Sena,60 años,2017,10
Total,22217 Sena,61 años,2017,4
Total,22217 Sena,62 años,2017,8
Total,22217 Sena,63 años,2017,5
Total,22217 Sena,64 años,2017,8
Total,22217 Sena,65 años,2017,5
Total,22218 Senés de Alcubierre,41 años,2017,1
Total,22218 Senés de Alcubierre,42 años,2017,2
Total,22218 Senés de Alcubierre,43 años,2017,0
Total,22218 Senés de Alcubierre,44 años,2017,0
Total,22218 Senés de Alcubierre,45 años,2017,0
Total,22218 Senés de Alcubierre,46 años,2017,1
Total,22218 Senés de Alcubierre,47 años,2017,0
Total,22218 Senés de Alcubierre,48 años,2017,2
Total,22218 Senés de Alcubierre,49 años,2017,5
Total,22218 Senés de Alcubierre,50 años,2017,2
Total,22218 Senés de Alcubierre,51 años,2017,1
Total,22218 Senés de Alcubierre,52 años,2017,1
Total,22218 Senés de Alcubierre,53 años,2017,1
Total,22218 Senés de Alcubierre,54 años,2017,0
Total,22218 Senés de Alcubierre,55 años,2017,0
Total,22218 Senés de Alcubierre,56 años,2017,0
Total,22218 Senés de Alcubierre,57 años,2017,0
Total,22218 Senés de Alcubierre,58 años,2017,1
Total,22218 Senés de Alcubierre,59 años,2017,0
Total,22218 Senés de Alcubierre,60 años,2017,0
Total,22218 Senés de Alcubierre,61 años,2017,0
Total,22218 Senés de Alcubierre,62 años,2017,0
Total,22218 Senés de Alcubierre,63 años,2017,0
Total,22218 Senés de Alcubierre,64 años,2017,0
Total,22218 Senés de Alcubierre,65 años,2017,1
Total,22220 Sesa,41 años,2017,2
Total,22220 Sesa,42 años,2017,1
Total,22220 Sesa,43 años,2017,3
Total,22220 Sesa,44 años,2017,4
Total,22220 Sesa,45 años,2017,1
Total,22220 Sesa,46 años,2017,5
Total,22220 Sesa,47 años,2017,3
Total,22220 Sesa,48 años,2017,5
Total,22220 Sesa,49 años,2017,2
Total,22220 Sesa,50 años,2017,4
Total,22220 Sesa,51 años,2017,4
Total,22220 Sesa,52 años,2017,4
Total,22220 Sesa,53 años,2017,4
Total,22220 Sesa,54 años,2017,5
Total,22220 Sesa,55 años,2017,3
Total,22220 Sesa,56 años,2017,3
Total,22220 Sesa,57 años,2017,0
Total,22220 Sesa,58 años,2017,3
Total,22220 Sesa,59 años,2017,3
Total,22220 Sesa,60 años,2017,0
Total,22220 Sesa,61 años,2017,2
Total,22220 Sesa,62 años,2017,2
Total,22220 Sesa,63 años,2017,0
Total,22220 Sesa,64 años,2017,2
Total,22220 Sesa,65 años,2017,2
Total,22221 Sesué,41 años,2017,2
Total,22221 Sesué,42 años,2017,5
Total,22221 Sesué,43 años,2017,0
Total,22221 Sesué,44 años,2017,2
Total,22221 Sesué,45 años,2017,3
Total,22221 Sesué,46 años,2017,2
Total,22221 Sesué,47 años,2017,3
Total,22221 Sesué,48 años,2017,2
Total,22221 Sesué,49 años,2017,1
Total,22221 Sesué,50 años,2017,3
Total,22221 Sesué,51 años,2017,2
Total,22221 Sesué,52 años,2017,1
Total,22221 Sesué,53 años,2017,3
Total,22221 Sesué,54 años,2017,0
Total,22221 Sesué,55 años,2017,2
Total,22221 Sesué,56 años,2017,1
Total,22221 Sesué,57 años,2017,2
Total,22221 Sesué,58 años,2017,1
Total,22221 Sesué,59 años,2017,2
Total,22221 Sesué,60 años,2017,2
Total,22221 Sesué,61 años,2017,1
Total,22221 Sesué,62 años,2017,1
Total,22221 Sesué,63 años,2017,0
Total,22221 Sesué,64 años,2017,1
Total,22221 Sesué,65 años,2017,0
Total,22222 Siétamo,41 años,2017,16
Total,22222 Siétamo,42 años,2017,14
Total,22222 Siétamo,43 años,2017,16
Total,22222 Siétamo,44 años,2017,13
Total,22222 Siétamo,45 años,2017,16
Total,22222 Siétamo,46 años,2017,19
Total,22222 Siétamo,47 años,2017,16
Total,22222 Siétamo,48 años,2017,10
Total,22222 Siétamo,49 años,2017,18
Total,22222 Siétamo,50 años,2017,8
Total,22222 Siétamo,51 años,2017,12
Total,22222 Siétamo,52 años,2017,10
Total,22222 Siétamo,53 años,2017,11
Total,22222 Siétamo,54 años,2017,7
Total,22222 Siétamo,55 años,2017,12
Total,22222 Siétamo,56 años,2017,8
Total,22222 Siétamo,57 años,2017,12
Total,22222 Siétamo,58 años,2017,11
Total,22222 Siétamo,59 años,2017,9
Total,22222 Siétamo,60 años,2017,6
Total,22222 Siétamo,61 años,2017,13
Total,22222 Siétamo,62 años,2017,12
Total,22222 Siétamo,63 años,2017,12
Total,22222 Siétamo,64 años,2017,9
Total,22222 Siétamo,65 años,2017,4
Total,22223 Sopeira,41 años,2017,1
Total,22223 Sopeira,42 años,2017,0
Total,22223 Sopeira,43 años,2017,1
Total,22223 Sopeira,44 años,2017,0
Total,22223 Sopeira,45 años,2017,2
Total,22223 Sopeira,46 años,2017,2
Total,22223 Sopeira,47 años,2017,2
Total,22223 Sopeira,48 años,2017,2
Total,22223 Sopeira,49 años,2017,0
Total,22223 Sopeira,50 años,2017,1
Total,22223 Sopeira,51 años,2017,4
Total,22223 Sopeira,52 años,2017,3
Total,22223 Sopeira,53 años,2017,1
Total,22223 Sopeira,54 años,2017,1
Total,22223 Sopeira,55 años,2017,1
Total,22223 Sopeira,56 años,2017,4
Total,22223 Sopeira,57 años,2017,1
Total,22223 Sopeira,58 años,2017,3
Total,22223 Sopeira,59 años,2017,4
Total,22223 Sopeira,60 años,2017,2
Total,22223 Sopeira,61 años,2017,4
Total,22223 Sopeira,62 años,2017,0
Total,22223 Sopeira,63 años,2017,1
Total,22223 Sopeira,64 años,2017,0
Total,22223 Sopeira,65 años,2017,3
Total,22904 Sotonera La,41 años,2017,14
Total,22904 Sotonera La,42 años,2017,10
Total,22904 Sotonera La,43 años,2017,16
Total,22904 Sotonera La,44 años,2017,21
Total,22904 Sotonera La,45 años,2017,16
Total,22904 Sotonera La,46 años,2017,9
Total,22904 Sotonera La,47 años,2017,13
Total,22904 Sotonera La,48 años,2017,11
Total,22904 Sotonera La,49 años,2017,16
Total,22904 Sotonera La,50 años,2017,10
Total,22904 Sotonera La,51 años,2017,15
Total,22904 Sotonera La,52 años,2017,21
Total,22904 Sotonera La,53 años,2017,18
Total,22904 Sotonera La,54 años,2017,11
Total,22904 Sotonera La,55 años,2017,16
Total,22904 Sotonera La,56 años,2017,11
Total,22904 Sotonera La,57 años,2017,13
Total,22904 Sotonera La,58 años,2017,9
Total,22904 Sotonera La,59 años,2017,15
Total,22904 Sotonera La,60 años,2017,10
Total,22904 Sotonera La,61 años,2017,11
Total,22904 Sotonera La,62 años,2017,10
Total,22904 Sotonera La,63 años,2017,18
Total,22904 Sotonera La,64 años,2017,17
Total,22904 Sotonera La,65 años,2017,16
Total,22225 Tamarite de Litera,41 años,2017,56
Total,22225 Tamarite de Litera,42 años,2017,37
Total,22225 Tamarite de Litera,43 años,2017,47
Total,22225 Tamarite de Litera,44 años,2017,52
Total,22225 Tamarite de Litera,45 años,2017,54
Total,22225 Tamarite de Litera,46 años,2017,56
Total,22225 Tamarite de Litera,47 años,2017,57
Total,22225 Tamarite de Litera,48 años,2017,61
Total,22225 Tamarite de Litera,49 años,2017,52
Total,22225 Tamarite de Litera,50 años,2017,50
Total,22225 Tamarite de Litera,51 años,2017,52
Total,22225 Tamarite de Litera,52 años,2017,46
Total,22225 Tamarite de Litera,53 años,2017,61
Total,22225 Tamarite de Litera,54 años,2017,42
Total,22225 Tamarite de Litera,55 años,2017,59
Total,22225 Tamarite de Litera,56 años,2017,49
Total,22225 Tamarite de Litera,57 años,2017,55
Total,22225 Tamarite de Litera,58 años,2017,44
Total,22225 Tamarite de Litera,59 años,2017,39
Total,22225 Tamarite de Litera,60 años,2017,40
Total,22225 Tamarite de Litera,61 años,2017,41
Total,22225 Tamarite de Litera,62 años,2017,38
Total,22225 Tamarite de Litera,63 años,2017,39
Total,22225 Tamarite de Litera,64 años,2017,40
Total,22225 Tamarite de Litera,65 años,2017,37
Total,22226 Tardienta,41 años,2017,14
Total,22226 Tardienta,42 años,2017,13
Total,22226 Tardienta,43 años,2017,15
Total,22226 Tardienta,44 años,2017,17
Total,22226 Tardienta,45 años,2017,9
Total,22226 Tardienta,46 años,2017,12
Total,22226 Tardienta,47 años,2017,14
Total,22226 Tardienta,48 años,2017,10
Total,22226 Tardienta,49 años,2017,20
Total,22226 Tardienta,50 años,2017,10
