Sexo,Municipios,Edad (año a año),Periodo,Total
Total,22246 Beranuy,44 años,2017,0
Total,22246 Beranuy,45 años,2017,2
Total,22246 Beranuy,46 años,2017,0
Total,22246 Beranuy,47 años,2017,0
Total,22246 Beranuy,48 años,2017,1
Total,22246 Beranuy,49 años,2017,0
Total,22246 Beranuy,50 años,2017,0
Total,22246 Beranuy,51 años,2017,1
Total,22246 Beranuy,52 años,2017,1
Total,22246 Beranuy,53 años,2017,1
Total,22246 Beranuy,54 años,2017,0
Total,22246 Beranuy,55 años,2017,4
Total,22246 Beranuy,56 años,2017,0
Total,22246 Beranuy,57 años,2017,1
Total,22246 Beranuy,58 años,2017,2
Total,22246 Beranuy,59 años,2017,2
Total,22246 Beranuy,60 años,2017,1
Total,22246 Beranuy,61 años,2017,6
Total,22246 Beranuy,62 años,2017,1
Total,22246 Beranuy,63 años,2017,2
Total,22246 Beranuy,64 años,2017,0
Total,22246 Beranuy,65 años,2017,3
Total,22055 Berbegal,41 años,2017,4
Total,22055 Berbegal,42 años,2017,5
Total,22055 Berbegal,43 años,2017,6
Total,22055 Berbegal,44 años,2017,5
Total,22055 Berbegal,45 años,2017,5
Total,22055 Berbegal,46 años,2017,5
Total,22055 Berbegal,47 años,2017,5
Total,22055 Berbegal,48 años,2017,8
Total,22055 Berbegal,49 años,2017,4
Total,22055 Berbegal,50 años,2017,9
Total,22055 Berbegal,51 años,2017,5
Total,22055 Berbegal,52 años,2017,9
Total,22055 Berbegal,53 años,2017,3
Total,22055 Berbegal,54 años,2017,6
Total,22055 Berbegal,55 años,2017,10
Total,22055 Berbegal,56 años,2017,9
Total,22055 Berbegal,57 años,2017,6
Total,22055 Berbegal,58 años,2017,7
Total,22055 Berbegal,59 años,2017,5
Total,22055 Berbegal,60 años,2017,6
Total,22055 Berbegal,61 años,2017,1
Total,22055 Berbegal,62 años,2017,9
Total,22055 Berbegal,63 años,2017,2
Total,22055 Berbegal,64 años,2017,8
Total,22055 Berbegal,65 años,2017,1
Total,22057 Bielsa,41 años,2017,10
Total,22057 Bielsa,42 años,2017,8
Total,22057 Bielsa,43 años,2017,8
Total,22057 Bielsa,44 años,2017,3
Total,22057 Bielsa,45 años,2017,9
Total,22057 Bielsa,46 años,2017,5
Total,22057 Bielsa,47 años,2017,10
Total,22057 Bielsa,48 años,2017,3
Total,22057 Bielsa,49 años,2017,8
Total,22057 Bielsa,50 años,2017,8
Total,22057 Bielsa,51 años,2017,4
Total,22057 Bielsa,52 años,2017,8
Total,22057 Bielsa,53 años,2017,10
Total,22057 Bielsa,54 años,2017,13
Total,22057 Bielsa,55 años,2017,10
Total,22057 Bielsa,56 años,2017,9
Total,22057 Bielsa,57 años,2017,10
Total,22057 Bielsa,58 años,2017,6
Total,22057 Bielsa,59 años,2017,3
Total,22057 Bielsa,60 años,2017,8
Total,22057 Bielsa,61 años,2017,8
Total,22057 Bielsa,62 años,2017,4
Total,22057 Bielsa,63 años,2017,5
Total,22057 Bielsa,64 años,2017,10
Total,22057 Bielsa,65 años,2017,6
Total,22058 Bierge,41 años,2017,3
Total,22058 Bierge,42 años,2017,5
Total,22058 Bierge,43 años,2017,3
Total,22058 Bierge,44 años,2017,5
Total,22058 Bierge,45 años,2017,5
Total,22058 Bierge,46 años,2017,3
Total,22058 Bierge,47 años,2017,4
Total,22058 Bierge,48 años,2017,10
Total,22058 Bierge,49 años,2017,4
Total,22058 Bierge,50 años,2017,2
Total,22058 Bierge,51 años,2017,7
Total,22058 Bierge,52 años,2017,4
Total,22058 Bierge,53 años,2017,4
Total,22058 Bierge,54 años,2017,6
Total,22058 Bierge,55 años,2017,2
Total,22058 Bierge,56 años,2017,3
Total,22058 Bierge,57 años,2017,3
Total,22058 Bierge,58 años,2017,3
Total,22058 Bierge,59 años,2017,4
Total,22058 Bierge,60 años,2017,3
Total,22058 Bierge,61 años,2017,5
Total,22058 Bierge,62 años,2017,1
Total,22058 Bierge,63 años,2017,2
Total,22058 Bierge,64 años,2017,5
Total,22058 Bierge,65 años,2017,0
Total,22059 Biescas,41 años,2017,28
Total,22059 Biescas,42 años,2017,32
Total,22059 Biescas,43 años,2017,31
Total,22059 Biescas,44 años,2017,13
Total,22059 Biescas,45 años,2017,34
Total,22059 Biescas,46 años,2017,24
Total,22059 Biescas,47 años,2017,24
Total,22059 Biescas,48 años,2017,29
Total,22059 Biescas,49 años,2017,27
Total,22059 Biescas,50 años,2017,26
Total,22059 Biescas,51 años,2017,32
Total,22059 Biescas,52 años,2017,24
Total,22059 Biescas,53 años,2017,22
Total,22059 Biescas,54 años,2017,15
Total,22059 Biescas,55 años,2017,19
Total,22059 Biescas,56 años,2017,21
Total,22059 Biescas,57 años,2017,22
Total,22059 Biescas,58 años,2017,18
Total,22059 Biescas,59 años,2017,24
Total,22059 Biescas,60 años,2017,24
Total,22059 Biescas,61 años,2017,16
Total,22059 Biescas,62 años,2017,16
Total,22059 Biescas,63 años,2017,12
Total,22059 Biescas,64 años,2017,19
Total,22059 Biescas,65 años,2017,20
Total,22060 Binaced,41 años,2017,26
Total,22060 Binaced,42 años,2017,19
Total,22060 Binaced,43 años,2017,16
Total,22060 Binaced,44 años,2017,35
Total,22060 Binaced,45 años,2017,18
Total,22060 Binaced,46 años,2017,19
Total,22060 Binaced,47 años,2017,21
Total,22060 Binaced,48 años,2017,16
Total,22060 Binaced,49 años,2017,23
Total,22060 Binaced,50 años,2017,19
Total,22060 Binaced,51 años,2017,24
Total,22060 Binaced,52 años,2017,28
Total,22060 Binaced,53 años,2017,20
Total,22060 Binaced,54 años,2017,21
Total,22060 Binaced,55 años,2017,22
Total,22060 Binaced,56 años,2017,24
Total,22060 Binaced,57 años,2017,23
Total,22060 Binaced,58 años,2017,24
Total,22060 Binaced,59 años,2017,18
Total,22060 Binaced,60 años,2017,14
Total,22060 Binaced,61 años,2017,26
Total,22060 Binaced,62 años,2017,23
Total,22060 Binaced,63 años,2017,25
Total,22060 Binaced,64 años,2017,26
Total,22060 Binaced,65 años,2017,23
Total,22061 Binéfar,41 años,2017,164
Total,22061 Binéfar,42 años,2017,142
Total,22061 Binéfar,43 años,2017,148
Total,22061 Binéfar,44 años,2017,155
Total,22061 Binéfar,45 años,2017,131
Total,22061 Binéfar,46 años,2017,148
Total,22061 Binéfar,47 años,2017,162
Total,22061 Binéfar,48 años,2017,140
Total,22061 Binéfar,49 años,2017,134
Total,22061 Binéfar,50 años,2017,132
Total,22061 Binéfar,51 años,2017,138
Total,22061 Binéfar,52 años,2017,163
Total,22061 Binéfar,53 años,2017,141
Total,22061 Binéfar,54 años,2017,136
Total,22061 Binéfar,55 años,2017,145
Total,22061 Binéfar,56 años,2017,107
Total,22061 Binéfar,57 años,2017,111
Total,22061 Binéfar,58 años,2017,126
Total,22061 Binéfar,59 años,2017,107
Total,22061 Binéfar,60 años,2017,105
Total,22061 Binéfar,61 años,2017,101
Total,22061 Binéfar,62 años,2017,101
Total,22061 Binéfar,63 años,2017,109
Total,22061 Binéfar,64 años,2017,93
Total,22061 Binéfar,65 años,2017,85
Total,22062 Bisaurri,41 años,2017,5
Total,22062 Bisaurri,42 años,2017,4
Total,22062 Bisaurri,43 años,2017,3
Total,22062 Bisaurri,44 años,2017,5
Total,22062 Bisaurri,45 años,2017,0
Total,22062 Bisaurri,46 años,2017,5
Total,22062 Bisaurri,47 años,2017,4
Total,22062 Bisaurri,48 años,2017,1
Total,22062 Bisaurri,49 años,2017,8
Total,22062 Bisaurri,50 años,2017,0
Total,22062 Bisaurri,51 años,2017,3
Total,22062 Bisaurri,52 años,2017,2
Total,22062 Bisaurri,53 años,2017,2
Total,22062 Bisaurri,54 años,2017,3
Total,22062 Bisaurri,55 años,2017,1
Total,22062 Bisaurri,56 años,2017,4
Total,22062 Bisaurri,57 años,2017,2
Total,22062 Bisaurri,58 años,2017,3
Total,22062 Bisaurri,59 años,2017,9
Total,22062 Bisaurri,60 años,2017,3
Total,22062 Bisaurri,61 años,2017,3
Total,22062 Bisaurri,62 años,2017,4
Total,22062 Bisaurri,63 años,2017,2
Total,22062 Bisaurri,64 años,2017,1
Total,22062 Bisaurri,65 años,2017,3
Total,22063 Biscarrués,41 años,2017,2
Total,22063 Biscarrués,42 años,2017,2
Total,22063 Biscarrués,43 años,2017,2
Total,22063 Biscarrués,44 años,2017,3
Total,22063 Biscarrués,45 años,2017,2
Total,22063 Biscarrués,46 años,2017,7
Total,22063 Biscarrués,47 años,2017,2
Total,22063 Biscarrués,48 años,2017,2
Total,22063 Biscarrués,49 años,2017,2
Total,22063 Biscarrués,50 años,2017,4
Total,22063 Biscarrués,51 años,2017,5
Total,22063 Biscarrués,52 años,2017,3
Total,22063 Biscarrués,53 años,2017,3
Total,22063 Biscarrués,54 años,2017,8
Total,22063 Biscarrués,55 años,2017,1
Total,22063 Biscarrués,56 años,2017,5
Total,22063 Biscarrués,57 años,2017,6
Total,22063 Biscarrués,58 años,2017,4
Total,22063 Biscarrués,59 años,2017,3
Total,22063 Biscarrués,60 años,2017,4
Total,22063 Biscarrués,61 años,2017,2
Total,22063 Biscarrués,62 años,2017,2
Total,22063 Biscarrués,63 años,2017,4
Total,22063 Biscarrués,64 años,2017,0
Total,22063 Biscarrués,65 años,2017,1
Total,22064 Blecua y Torres,41 años,2017,5
Total,22064 Blecua y Torres,42 años,2017,3
Total,22064 Blecua y Torres,43 años,2017,3
Total,22064 Blecua y Torres,44 años,2017,2
Total,22064 Blecua y Torres,45 años,2017,5
Total,22064 Blecua y Torres,46 años,2017,0
Total,22064 Blecua y Torres,47 años,2017,1
Total,22064 Blecua y Torres,48 años,2017,3
Total,22064 Blecua y Torres,49 años,2017,4
Total,22064 Blecua y Torres,50 años,2017,1
Total,22064 Blecua y Torres,51 años,2017,2
Total,22064 Blecua y Torres,52 años,2017,3
Total,22064 Blecua y Torres,53 años,2017,2
Total,22064 Blecua y Torres,54 años,2017,5
Total,22064 Blecua y Torres,55 años,2017,4
Total,22064 Blecua y Torres,56 años,2017,2
Total,22064 Blecua y Torres,57 años,2017,2
Total,22064 Blecua y Torres,58 años,2017,3
Total,22064 Blecua y Torres,59 años,2017,7
Total,22064 Blecua y Torres,60 años,2017,1
Total,22064 Blecua y Torres,61 años,2017,1
Total,22064 Blecua y Torres,62 años,2017,2
Total,22064 Blecua y Torres,63 años,2017,6
Total,22064 Blecua y Torres,64 años,2017,0
Total,22064 Blecua y Torres,65 años,2017,1
Total,22066 Boltaña,41 años,2017,14
Total,22066 Boltaña,42 años,2017,18
Total,22066 Boltaña,43 años,2017,15
Total,22066 Boltaña,44 años,2017,12
Total,22066 Boltaña,45 años,2017,18
Total,22066 Boltaña,46 años,2017,15
Total,22066 Boltaña,47 años,2017,22
Total,22066 Boltaña,48 años,2017,10
Total,22066 Boltaña,49 años,2017,26
Total,22066 Boltaña,50 años,2017,11
Total,22066 Boltaña,51 años,2017,21
Total,22066 Boltaña,52 años,2017,17
Total,22066 Boltaña,53 años,2017,19
Total,22066 Boltaña,54 años,2017,13
Total,22066 Boltaña,55 años,2017,18
Total,22066 Boltaña,56 años,2017,17
Total,22066 Boltaña,57 años,2017,15
Total,22066 Boltaña,58 años,2017,8
Total,22066 Boltaña,59 años,2017,14
Total,22066 Boltaña,60 años,2017,10
Total,22066 Boltaña,61 años,2017,18
Total,22066 Boltaña,62 años,2017,11
Total,22066 Boltaña,63 años,2017,18
Total,22066 Boltaña,64 años,2017,13
Total,22066 Boltaña,65 años,2017,9
Total,22067 Bonansa,41 años,2017,2
Total,22067 Bonansa,42 años,2017,1
Total,22067 Bonansa,43 años,2017,2
Total,22067 Bonansa,44 años,2017,2
Total,22067 Bonansa,45 años,2017,2
Total,22067 Bonansa,46 años,2017,1
Total,22067 Bonansa,47 años,2017,0
Total,22067 Bonansa,48 años,2017,0
Total,22067 Bonansa,49 años,2017,1
Total,22067 Bonansa,50 años,2017,1
Total,22067 Bonansa,51 años,2017,0
Total,22067 Bonansa,52 años,2017,0
Total,22067 Bonansa,53 años,2017,3
Total,22067 Bonansa,54 años,2017,4
Total,22067 Bonansa,55 años,2017,4
Total,22067 Bonansa,56 años,2017,2
Total,22067 Bonansa,57 años,2017,0
Total,22067 Bonansa,58 años,2017,2
Total,22067 Bonansa,59 años,2017,0
Total,22067 Bonansa,60 años,2017,2
Total,22067 Bonansa,61 años,2017,1
Total,22067 Bonansa,62 años,2017,2
Total,22067 Bonansa,63 años,2017,0
Total,22067 Bonansa,64 años,2017,3
Total,22067 Bonansa,65 años,2017,1
Total,22068 Borau,41 años,2017,1
Total,22068 Borau,42 años,2017,1
Total,22068 Borau,43 años,2017,1
Total,22068 Borau,44 años,2017,3
Total,22068 Borau,45 años,2017,0
Total,22068 Borau,46 años,2017,2
Total,22068 Borau,47 años,2017,1
Total,22068 Borau,48 años,2017,1
Total,22068 Borau,49 años,2017,3
Total,22068 Borau,50 años,2017,0
Total,22068 Borau,51 años,2017,0
Total,22068 Borau,52 años,2017,0
Total,22068 Borau,53 años,2017,2
Total,22068 Borau,54 años,2017,0
Total,22068 Borau,55 años,2017,0
Total,22068 Borau,56 años,2017,4
Total,22068 Borau,57 años,2017,3
Total,22068 Borau,58 años,2017,1
Total,22068 Borau,59 años,2017,3
Total,22068 Borau,60 años,2017,1
Total,22068 Borau,61 años,2017,2
Total,22068 Borau,62 años,2017,1
Total,22068 Borau,63 años,2017,1
Total,22068 Borau,64 años,2017,0
Total,22068 Borau,65 años,2017,0
Total,22069 Broto,41 años,2017,12
Total,22069 Broto,42 años,2017,7
Total,22069 Broto,43 años,2017,8
Total,22069 Broto,44 años,2017,5
Total,22069 Broto,45 años,2017,8
Total,22069 Broto,46 años,2017,7
Total,22069 Broto,47 años,2017,11
Total,22069 Broto,48 años,2017,8
Total,22069 Broto,49 años,2017,12
Total,22069 Broto,50 años,2017,6
Total,22069 Broto,51 años,2017,11
Total,22069 Broto,52 años,2017,9
Total,22069 Broto,53 años,2017,15
Total,22069 Broto,54 años,2017,11
Total,22069 Broto,55 años,2017,7
Total,22069 Broto,56 años,2017,10
Total,22069 Broto,57 años,2017,11
Total,22069 Broto,58 años,2017,6
Total,22069 Broto,59 años,2017,5
Total,22069 Broto,60 años,2017,10
Total,22069 Broto,61 años,2017,7
Total,22069 Broto,62 años,2017,6
Total,22069 Broto,63 años,2017,6
Total,22069 Broto,64 años,2017,9
Total,22069 Broto,65 años,2017,7
Total,22072 Caldearenas,41 años,2017,2
Total,22072 Caldearenas,42 años,2017,2
Total,22072 Caldearenas,43 años,2017,2
Total,22072 Caldearenas,44 años,2017,2
Total,22072 Caldearenas,45 años,2017,3
Total,22072 Caldearenas,46 años,2017,3
Total,22072 Caldearenas,47 años,2017,5
Total,22072 Caldearenas,48 años,2017,3
Total,22072 Caldearenas,49 años,2017,4
Total,22072 Caldearenas,50 años,2017,7
Total,22072 Caldearenas,51 años,2017,0
Total,22072 Caldearenas,52 años,2017,3
Total,22072 Caldearenas,53 años,2017,4
Total,22072 Caldearenas,54 años,2017,0
Total,22072 Caldearenas,55 años,2017,1
Total,22072 Caldearenas,56 años,2017,3
Total,22072 Caldearenas,57 años,2017,7
Total,22072 Caldearenas,58 años,2017,7
Total,22072 Caldearenas,59 años,2017,4
Total,22072 Caldearenas,60 años,2017,5
Total,22072 Caldearenas,61 años,2017,5
Total,22072 Caldearenas,62 años,2017,2
Total,22072 Caldearenas,63 años,2017,4
Total,22072 Caldearenas,64 años,2017,4
Total,22072 Caldearenas,65 años,2017,0
Total,22074 Campo,41 años,2017,6
Total,22074 Campo,42 años,2017,10
Total,22074 Campo,43 años,2017,3
Total,22074 Campo,44 años,2017,2
Total,22074 Campo,45 años,2017,5
Total,22074 Campo,46 años,2017,9
Total,22074 Campo,47 años,2017,9
Total,22074 Campo,48 años,2017,2
Total,22074 Campo,49 años,2017,10
Total,22074 Campo,50 años,2017,4
Total,22074 Campo,51 años,2017,16
Total,22074 Campo,52 años,2017,4
Total,22074 Campo,53 años,2017,5
Total,22074 Campo,54 años,2017,3
Total,22074 Campo,55 años,2017,8
Total,22074 Campo,56 años,2017,7
Total,22074 Campo,57 años,2017,5
Total,22074 Campo,58 años,2017,8
Total,22074 Campo,59 años,2017,6
Total,22074 Campo,60 años,2017,3
Total,22074 Campo,61 años,2017,8
Total,22074 Campo,62 años,2017,3
Total,22074 Campo,63 años,2017,0
Total,22074 Campo,64 años,2017,2
Total,22074 Campo,65 años,2017,5
Total,22075 Camporrélls,41 años,2017,4
Total,22075 Camporrélls,42 años,2017,1
Total,22075 Camporrélls,43 años,2017,1
Total,22075 Camporrélls,44 años,2017,0
Total,22075 Camporrélls,45 años,2017,2
Total,22075 Camporrélls,46 años,2017,4
Total,22075 Camporrélls,47 años,2017,2
Total,22075 Camporrélls,48 años,2017,1
Total,22075 Camporrélls,49 años,2017,2
Total,22075 Camporrélls,50 años,2017,2
Total,22075 Camporrélls,51 años,2017,3
Total,22075 Camporrélls,52 años,2017,1
Total,22075 Camporrélls,53 años,2017,3
Total,22075 Camporrélls,54 años,2017,1
Total,22075 Camporrélls,55 años,2017,2
Total,22075 Camporrélls,56 años,2017,1
Total,22075 Camporrélls,57 años,2017,3
Total,22075 Camporrélls,58 años,2017,2
Total,22075 Camporrélls,59 años,2017,3
Total,22075 Camporrélls,60 años,2017,1
Total,22075 Camporrélls,61 años,2017,1
Total,22075 Camporrélls,62 años,2017,3
Total,22075 Camporrélls,63 años,2017,1
Total,22075 Camporrélls,64 años,2017,3
Total,22075 Camporrélls,65 años,2017,0
Total,22076 Canal de Berdún,41 años,2017,0
Total,22076 Canal de Berdún,42 años,2017,5
Total,22076 Canal de Berdún,43 años,2017,4
Total,22076 Canal de Berdún,44 años,2017,2
Total,22076 Canal de Berdún,45 años,2017,5
Total,22076 Canal de Berdún,46 años,2017,4
Total,22076 Canal de Berdún,47 años,2017,0
Total,22076 Canal de Berdún,48 años,2017,3
Total,22076 Canal de Berdún,49 años,2017,6
Total,22076 Canal de Berdún,50 años,2017,3
Total,22076 Canal de Berdún,51 años,2017,6
Total,22076 Canal de Berdún,52 años,2017,6
Total,22076 Canal de Berdún,53 años,2017,9
Total,22076 Canal de Berdún,54 años,2017,3
Total,22076 Canal de Berdún,55 años,2017,5
Total,22076 Canal de Berdún,56 años,2017,9
Total,22076 Canal de Berdún,57 años,2017,3
Total,22076 Canal de Berdún,58 años,2017,8
Total,22076 Canal de Berdún,59 años,2017,5
Total,22076 Canal de Berdún,60 años,2017,4
Total,22076 Canal de Berdún,61 años,2017,9
Total,22076 Canal de Berdún,62 años,2017,7
Total,22076 Canal de Berdún,63 años,2017,3
Total,22076 Canal de Berdún,64 años,2017,5
Total,22076 Canal de Berdún,65 años,2017,5
Total,22077 Candasnos,41 años,2017,6
Total,22077 Candasnos,42 años,2017,4
Total,22077 Candasnos,43 años,2017,6
Total,22077 Candasnos,44 años,2017,2
Total,22077 Candasnos,45 años,2017,7
Total,22077 Candasnos,46 años,2017,4
Total,22077 Candasnos,47 años,2017,4
Total,22077 Candasnos,48 años,2017,7
Total,22077 Candasnos,49 años,2017,12
Total,22077 Candasnos,50 años,2017,0
Total,22077 Candasnos,51 años,2017,5
Total,22077 Candasnos,52 años,2017,4
Total,22077 Candasnos,53 años,2017,5
Total,22077 Candasnos,54 años,2017,6
Total,22077 Candasnos,55 años,2017,4
Total,22077 Candasnos,56 años,2017,4
Total,22077 Candasnos,57 años,2017,8
Total,22077 Candasnos,58 años,2017,2
Total,22077 Candasnos,59 años,2017,7
Total,22077 Candasnos,60 años,2017,7
Total,22077 Candasnos,61 años,2017,7
Total,22077 Candasnos,62 años,2017,4
Total,22077 Candasnos,63 años,2017,11
Total,22077 Candasnos,64 años,2017,7
Total,22077 Candasnos,65 años,2017,5
Total,22078 Canfranc,41 años,2017,15
Total,22078 Canfranc,42 años,2017,11
Total,22078 Canfranc,43 años,2017,12
Total,22078 Canfranc,44 años,2017,7
Total,22078 Canfranc,45 años,2017,18
Total,22078 Canfranc,46 años,2017,11
Total,22078 Canfranc,47 años,2017,7
Total,22078 Canfranc,48 años,2017,12
Total,22078 Canfranc,49 años,2017,15
Total,22078 Canfranc,50 años,2017,18
Total,22078 Canfranc,51 años,2017,12
Total,22078 Canfranc,52 años,2017,11
Total,22078 Canfranc,53 años,2017,7
Total,22078 Canfranc,54 años,2017,12
Total,22078 Canfranc,55 años,2017,7
Total,22078 Canfranc,56 años,2017,9
Total,22078 Canfranc,57 años,2017,13
Total,22078 Canfranc,58 años,2017,10
Total,22078 Canfranc,59 años,2017,9
Total,22078 Canfranc,60 años,2017,5
Total,22078 Canfranc,61 años,2017,10
Total,22078 Canfranc,62 años,2017,5
Total,22078 Canfranc,63 años,2017,11
Total,22078 Canfranc,64 años,2017,7
Total,22078 Canfranc,65 años,2017,3
Total,22079 Capdesaso,41 años,2017,7
Total,22079 Capdesaso,42 años,2017,3
Total,22079 Capdesaso,43 años,2017,2
Total,22079 Capdesaso,44 años,2017,2
Total,22079 Capdesaso,45 años,2017,3
Total,22079 Capdesaso,46 años,2017,3
Total,22079 Capdesaso,47 años,2017,2
Total,22079 Capdesaso,48 años,2017,4
Total,22079 Capdesaso,49 años,2017,3
Total,22079 Capdesaso,50 años,2017,4
Total,22079 Capdesaso,51 años,2017,1
Total,22079 Capdesaso,52 años,2017,5
Total,22079 Capdesaso,53 años,2017,5
Total,22079 Capdesaso,54 años,2017,4
Total,22079 Capdesaso,55 años,2017,1
Total,22079 Capdesaso,56 años,2017,1
Total,22079 Capdesaso,57 años,2017,3
Total,22079 Capdesaso,58 años,2017,1
Total,22079 Capdesaso,59 años,2017,2
Total,22079 Capdesaso,60 años,2017,2
Total,22079 Capdesaso,61 años,2017,3
Total,22079 Capdesaso,62 años,2017,1
Total,22079 Capdesaso,63 años,2017,4
Total,22079 Capdesaso,64 años,2017,4
Total,22079 Capdesaso,65 años,2017,1
Total,22080 Capella,41 años,2017,4
Total,22080 Capella,42 años,2017,7
Total,22080 Capella,43 años,2017,2
Total,22080 Capella,44 años,2017,6
Total,22080 Capella,45 años,2017,7
Total,22080 Capella,46 años,2017,5
Total,22080 Capella,47 años,2017,3
Total,22080 Capella,48 años,2017,4
Total,22080 Capella,49 años,2017,8
Total,22080 Capella,50 años,2017,3
Total,22080 Capella,51 años,2017,9
Total,22080 Capella,52 años,2017,1
Total,22080 Capella,53 años,2017,7
Total,22080 Capella,54 años,2017,4
Total,22080 Capella,55 años,2017,7
Total,22080 Capella,56 años,2017,6
Total,22080 Capella,57 años,2017,10
Total,22080 Capella,58 años,2017,7
Total,22080 Capella,59 años,2017,5
Total,22080 Capella,60 años,2017,5
Total,22080 Capella,61 años,2017,3
Total,22080 Capella,62 años,2017,6
Total,22080 Capella,63 años,2017,5
Total,22080 Capella,64 años,2017,4
Total,22080 Capella,65 años,2017,7
Total,22081 Casbas de Huesca,41 años,2017,5
Total,22081 Casbas de Huesca,42 años,2017,6
Total,22081 Casbas de Huesca,43 años,2017,5
Total,22081 Casbas de Huesca,44 años,2017,6
Total,22081 Casbas de Huesca,45 años,2017,4
Total,22081 Casbas de Huesca,46 años,2017,5
Total,22081 Casbas de Huesca,47 años,2017,6
Total,22081 Casbas de Huesca,48 años,2017,1
Total,22081 Casbas de Huesca,49 años,2017,4
Total,22081 Casbas de Huesca,50 años,2017,3
Total,22081 Casbas de Huesca,51 años,2017,5
Total,22081 Casbas de Huesca,52 años,2017,4
Total,22081 Casbas de Huesca,53 años,2017,5
Total,22081 Casbas de Huesca,54 años,2017,7
Total,22081 Casbas de Huesca,55 años,2017,3
Total,22081 Casbas de Huesca,56 años,2017,3
Total,22081 Casbas de Huesca,57 años,2017,2
Total,22081 Casbas de Huesca,58 años,2017,5
Total,22081 Casbas de Huesca,59 años,2017,3
Total,22081 Casbas de Huesca,60 años,2017,2
Total,22081 Casbas de Huesca,61 años,2017,6
Total,22081 Casbas de Huesca,62 años,2017,4
Total,22081 Casbas de Huesca,63 años,2017,11
Total,22081 Casbas de Huesca,64 años,2017,1
Total,22081 Casbas de Huesca,65 años,2017,3
Total,22083 Castejón de Monegros,41 años,2017,3
Total,22083 Castejón de Monegros,42 años,2017,5
Total,22083 Castejón de Monegros,43 años,2017,13
Total,22083 Castejón de Monegros,44 años,2017,8
Total,22083 Castejón de Monegros,45 años,2017,7
Total,22083 Castejón de Monegros,46 años,2017,8
Total,22083 Castejón de Monegros,47 años,2017,6
Total,22083 Castejón de Monegros,48 años,2017,6
Total,22083 Castejón de Monegros,49 años,2017,6
Total,22083 Castejón de Monegros,50 años,2017,10
Total,22083 Castejón de Monegros,51 años,2017,6
Total,22083 Castejón de Monegros,52 años,2017,19
Total,22083 Castejón de Monegros,53 años,2017,7
Total,22083 Castejón de Monegros,54 años,2017,8
Total,22083 Castejón de Monegros,55 años,2017,10
Total,22083 Castejón de Monegros,56 años,2017,12
Total,22083 Castejón de Monegros,57 años,2017,2
Total,22083 Castejón de Monegros,58 años,2017,2
Total,22083 Castejón de Monegros,59 años,2017,7
Total,22083 Castejón de Monegros,60 años,2017,4
Total,22083 Castejón de Monegros,61 años,2017,12
Total,22083 Castejón de Monegros,62 años,2017,5
Total,22083 Castejón de Monegros,63 años,2017,8
Total,22083 Castejón de Monegros,64 años,2017,12
Total,22083 Castejón de Monegros,65 años,2017,6
Total,22084 Castejón de Sos,41 años,2017,20
Total,22084 Castejón de Sos,42 años,2017,16
Total,22084 Castejón de Sos,43 años,2017,10
Total,22084 Castejón de Sos,44 años,2017,16
Total,22084 Castejón de Sos,45 años,2017,22
Total,22084 Castejón de Sos,46 años,2017,11
Total,22084 Castejón de Sos,47 años,2017,14
Total,22084 Castejón de Sos,48 años,2017,8
Total,22084 Castejón de Sos,49 años,2017,16
Total,22084 Castejón de Sos,50 años,2017,12
Total,22084 Castejón de Sos,51 años,2017,18
Total,22084 Castejón de Sos,52 años,2017,8
Total,22084 Castejón de Sos,53 años,2017,12
Total,22084 Castejón de Sos,54 años,2017,7
Total,22084 Castejón de Sos,55 años,2017,11
Total,22084 Castejón de Sos,56 años,2017,12
Total,22084 Castejón de Sos,57 años,2017,15
Total,22084 Castejón de Sos,58 años,2017,10
Total,22084 Castejón de Sos,59 años,2017,10
Total,22084 Castejón de Sos,60 años,2017,10
Total,22084 Castejón de Sos,61 años,2017,8
Total,22084 Castejón de Sos,62 años,2017,7
Total,22084 Castejón de Sos,63 años,2017,9
Total,22084 Castejón de Sos,64 años,2017,4
Total,22084 Castejón de Sos,65 años,2017,9
Total,22082 Castejón del Puente,41 años,2017,3
Total,22082 Castejón del Puente,42 años,2017,3
Total,22082 Castejón del Puente,43 años,2017,4
Total,22082 Castejón del Puente,44 años,2017,2
Total,22082 Castejón del Puente,45 años,2017,5
Total,22082 Castejón del Puente,46 años,2017,4
Total,22082 Castejón del Puente,47 años,2017,5
Total,22082 Castejón del Puente,48 años,2017,8
Total,22082 Castejón del Puente,49 años,2017,5
Total,22082 Castejón del Puente,50 años,2017,3
Total,22082 Castejón del Puente,51 años,2017,6
Total,22082 Castejón del Puente,52 años,2017,7
Total,22082 Castejón del Puente,53 años,2017,5
Total,22082 Castejón del Puente,54 años,2017,6
Total,22082 Castejón del Puente,55 años,2017,3
Total,22082 Castejón del Puente,56 años,2017,3
Total,22082 Castejón del Puente,57 años,2017,4
Total,22082 Castejón del Puente,58 años,2017,5
Total,22082 Castejón del Puente,59 años,2017,7
Total,22082 Castejón del Puente,60 años,2017,6
Total,22082 Castejón del Puente,61 años,2017,5
Total,22082 Castejón del Puente,62 años,2017,5
Total,22082 Castejón del Puente,63 años,2017,3
Total,22082 Castejón del Puente,64 años,2017,2
Total,22082 Castejón del Puente,65 años,2017,10
Total,22085 Castelflorite,41 años,2017,2
