year,cp,name,population
1900,44027,Arens de Lledó,759
1910,44027,Arens de Lledó,766
1920,44027,Arens de Lledó,725
1930,44027,Arens de Lledó,660
1940,44027,Arens de Lledó,589
1950,44027,Arens de Lledó,595
1960,44027,Arens de Lledó,486
1970,44027,Arens de Lledó,354
1981,44027,Arens de Lledó,305
1991,44027,Arens de Lledó,272
2001,44027,Arens de Lledó,232
2011,44027,Arens de Lledó,201
2018,44027,Arens de Lledó,206
2019,44027,Arens de Lledó,211
1900,44037,Beceite,2252
1910,44037,Beceite,1902
1920,44037,Beceite,1965
1930,44037,Beceite,1761
1940,44037,Beceite,1278
1950,44037,Beceite,1239
1960,44037,Beceite,1193
1970,44037,Beceite,1006
1981,44037,Beceite,733
1991,44037,Beceite,701
2001,44037,Beceite,619
2011,44037,Beceite,591
2018,44037,Beceite,541
2019,44037,Beceite,541
1900,44049,Calaceite,2579
1910,44049,Calaceite,2777
1920,44049,Calaceite,2899
1930,44049,Calaceite,2751
1940,44049,Calaceite,2134
1950,44049,Calaceite,2122
1960,44049,Calaceite,1752
1970,44049,Calaceite,1625
1981,44049,Calaceite,1456
1991,44049,Calaceite,1281
2001,44049,Calaceite,1153
2011,44049,Calaceite,1097
2018,44049,Calaceite,1011
2019,44049,Calaceite,994
1900,44086,Cretas,1562
1910,44086,Cretas,1698
1920,44086,Cretas,1801
1930,44086,Cretas,1704
1940,44086,Cretas,1512
1950,44086,Cretas,1390
1960,44086,Cretas,1121
1970,44086,Cretas,913
1981,44086,Cretas,737
1991,44086,Cretas,693
2001,44086,Cretas,632
2011,44086,Cretas,593
2018,44086,Cretas,571
2019,44086,Cretas,567
1900,44105,Fórnoles,742
1910,44105,Fórnoles,753
1920,44105,Fórnoles,792
1930,44105,Fórnoles,739
1940,44105,Fórnoles,677
1950,44105,Fórnoles,501
1960,44105,Fórnoles,413
1970,44105,Fórnoles,258
1981,44105,Fórnoles,166
1991,44105,Fórnoles,130
2001,44105,Fórnoles,94
2011,44105,Fórnoles,101
2018,44105,Fórnoles,75
2019,44105,Fórnoles,80
2018,44108,La Fresneda,443
2019,44108,La Fresneda,438
1900,44114,Fuentespalda,927
1910,44114,Fuentespalda,938
1920,44114,Fuentespalda,821
1930,44114,Fuentespalda,825
1940,44114,Fuentespalda,762
1950,44114,Fuentespalda,677
1960,44114,Fuentespalda,613
1970,44114,Fuentespalda,524
1981,44114,Fuentespalda,462
1991,44114,Fuentespalda,429
2001,44114,Fuentespalda,355
2011,44114,Fuentespalda,317
2018,44114,Fuentespalda,286
2019,44114,Fuentespalda,284
1900,44141,Lledó,580
1910,44141,Lledó,629
1920,44141,Lledó,543
1930,44141,Lledó,550
1940,44141,Lledó,490
1950,44141,Lledó,437
1960,44141,Lledó,373
1970,44141,Lledó,321
1981,44141,Lledó,276
1991,44141,Lledó,229
2001,44141,Lledó,209
2011,44141,Lledó,165
2018,44141,Lledó,172
2019,44141,Lledó,122
1900,44147,Mazaleón,1403
1910,44147,Mazaleón,1443
1920,44147,Mazaleón,1627
1930,44147,Mazaleón,1653
1940,44147,Mazaleón,1347
1950,44147,Mazaleón,1258
1960,44147,Mazaleón,1030
1970,44147,Mazaleón,823
1981,44147,Mazaleón,710
1991,44147,Mazaleón,629
2001,44147,Mazaleón,604
2011,44147,Mazaleón,573
2018,44147,Mazaleón,539
2019,44147,Mazaleón,522
1900,44154,Monroyo,1284
1910,44154,Monroyo,1311
1920,44154,Monroyo,1184
1930,44154,Monroyo,1080
1940,44154,Monroyo,1002
1950,44154,Monroyo,913
1960,44154,Monroyo,733
1970,44154,Monroyo,539
1981,44154,Monroyo,412
1991,44154,Monroyo,403
2001,44154,Monroyo,362
2011,44154,Monroyo,386
2018,44154,Monroyo,340
2019,44154,Monroyo,340
1900,44179,Peñarroya de Tastavins,1702
1910,44179,Peñarroya de Tastavins,1608
1920,44179,Peñarroya de Tastavins,1600
1930,44179,Peñarroya de Tastavins,1507
1940,44179,Peñarroya de Tastavins,1392
1950,44179,Peñarroya de Tastavins,1286
1960,44179,Peñarroya de Tastavins,996
1970,44179,Peñarroya de Tastavins,794
1981,44179,Peñarroya de Tastavins,683
1991,44179,Peñarroya de Tastavins,591
2001,44179,Peñarroya de Tastavins,539
2011,44179,Peñarroya de Tastavins,495
2018,44179,Peñarroya de Tastavins,439
2019,44179,Peñarroya de Tastavins,439
2018,44187,La Portellada,243
2019,44187,La Portellada,235
1900,44194,Ráfales,859
1910,44194,Ráfales,900
1920,44194,Ráfales,907
1930,44194,Ráfales,809
1940,44194,Ráfales,715
1950,44194,Ráfales,644
1960,44194,Ráfales,575
1970,44194,Ráfales,426
1981,44194,Ráfales,328
1991,44194,Ráfales,257
2001,44194,Ráfales,199
2011,44194,Ráfales,158
2018,44194,Ráfales,143
2019,44194,Ráfales,138
1900,44223,Torre de Arcas,485
1910,44223,Torre de Arcas,463
1920,44223,Torre de Arcas,524
1930,44223,Torre de Arcas,469
1940,44223,Torre de Arcas,432
1950,44223,Torre de Arcas,404
1960,44223,Torre de Arcas,282
