year,cp,name,population
1900,44011,Alcaine,1103
1910,44011,Alcaine,1347
1920,44011,Alcaine,1108
1930,44011,Alcaine,968
1940,44011,Alcaine,909
1950,44011,Alcaine,750
1960,44011,Alcaine,444
1970,44011,Alcaine,114
1981,44011,Alcaine,54
1991,44011,Alcaine,49
2001,44011,Alcaine,72
2011,44011,Alcaine,69
2018,44011,Alcaine,63
2019,44011,Alcaine,59
1900,44017,Aliaga,1754
1910,44017,Aliaga,1799
1920,44017,Aliaga,1638
1930,44017,Aliaga,1578
1940,44017,Aliaga,1513
1950,44017,Aliaga,2019
1960,44017,Aliaga,2466
1970,44017,Aliaga,1265
1981,44017,Aliaga,866
1991,44017,Aliaga,442
2001,44017,Aliaga,397
2011,44017,Aliaga,364
2018,44017,Aliaga,358
2019,44017,Aliaga,341
1900,44024,Anadón,355
1910,44024,Anadón,391
1920,44024,Anadón,349
1930,44024,Anadón,366
1940,44024,Anadón,209
1950,44024,Anadón,224
1960,44024,Anadón,172
1970,44024,Anadón,71
1981,44024,Anadón,41
1991,44024,Anadón,28
2001,44024,Anadón,18
2011,44024,Anadón,26
2018,44024,Anadón,27
2019,44024,Anadón,28
1900,44043,Blesa,1325
1910,44043,Blesa,1430
1920,44043,Blesa,1392
1930,44043,Blesa,1359
1940,44043,Blesa,1081
1950,44043,Blesa,973
1960,44043,Blesa,746
1970,44043,Blesa,358
1981,44043,Blesa,215
1991,44043,Blesa,165
2001,44043,Blesa,139
2011,44043,Blesa,127
2018,44043,Blesa,95
2019,44043,Blesa,94
1900,44063,Cañizar del Olivar,507
1910,44063,Cañizar del Olivar,579
1920,44063,Cañizar del Olivar,503
1930,44063,Cañizar del Olivar,385
1940,44063,Cañizar del Olivar,483
1950,44063,Cañizar del Olivar,509
1960,44063,Cañizar del Olivar,398
1970,44063,Cañizar del Olivar,273
1981,44063,Cañizar del Olivar,163
1991,44063,Cañizar del Olivar,156
2001,44063,Cañizar del Olivar,116
2011,44063,Cañizar del Olivar,105
2018,44063,Cañizar del Olivar,98
2019,44063,Cañizar del Olivar,100
1900,44066,Castel de Cabra,623
1910,44066,Castel de Cabra,603
1920,44066,Castel de Cabra,530
1930,44066,Castel de Cabra,548
1940,44066,Castel de Cabra,518
1950,44066,Castel de Cabra,533
1960,44066,Castel de Cabra,534
1970,44066,Castel de Cabra,393
1981,44066,Castel de Cabra,286
1991,44066,Castel de Cabra,229
2001,44066,Castel de Cabra,158
2011,44066,Castel de Cabra,140
2018,44066,Castel de Cabra,104
2019,44066,Castel de Cabra,96
1900,44084,Cortes de Aragón,492
1910,44084,Cortes de Aragón,531
1920,44084,Cortes de Aragón,519
1930,44084,Cortes de Aragón,537
1940,44084,Cortes de Aragón,465
1950,44084,Cortes de Aragón,401
1960,44084,Cortes de Aragón,319
1970,44084,Cortes de Aragón,239
1981,44084,Cortes de Aragón,192
1991,44084,Cortes de Aragón,145
2001,44084,Cortes de Aragón,118
2011,44084,Cortes de Aragón,72
2018,44084,Cortes de Aragón,61
