year,cp,name,population
1900,44004,Aguaviva,1781
1910,44004,Aguaviva,1793
1920,44004,Aguaviva,1761
1930,44004,Aguaviva,1863
1940,44004,Aguaviva,1723
1950,44004,Aguaviva,1547
1960,44004,Aguaviva,1263
1970,44004,Aguaviva,889
1981,44004,Aguaviva,706
1991,44004,Aguaviva,618
2001,44004,Aguaviva,658
2011,44004,Aguaviva,648
2018,44004,Aguaviva,522
2019,44004,Aguaviva,514
1900,44013,Alcañiz,7699
1910,44013,Alcañiz,8397
1920,44013,Alcañiz,8596
1930,44013,Alcañiz,8961
1940,44013,Alcañiz,8691
1950,44013,Alcañiz,9812
1960,44013,Alcañiz,10166
1970,44013,Alcañiz,10851
1981,44013,Alcañiz,11651
1991,44013,Alcañiz,12642
2001,44013,Alcañiz,13431
2011,44013,Alcañiz,16402
2018,44013,Alcañiz,15939
2019,44013,Alcañiz,15947
1900,44014,Alcorisa,3119
1910,44014,Alcorisa,3575
1920,44014,Alcorisa,3654
1930,44014,Alcorisa,3809
1940,44014,Alcorisa,3429
1950,44014,Alcorisa,3208
1960,44014,Alcorisa,3406
1970,44014,Alcorisa,3058
1981,44014,Alcorisa,3112
1991,44014,Alcorisa,3234
2001,44014,Alcorisa,3339
2011,44014,Alcorisa,3557
2018,44014,Alcorisa,3276
2019,44014,Alcorisa,3266
1900,44038,Belmonte de San José,817
1910,44038,Belmonte de San José,820
1920,44038,Belmonte de San José,745
1930,44038,Belmonte de San José,626
1940,44038,Belmonte de San José,524
1950,44038,Belmonte de San José,507
1960,44038,Belmonte de San José,422
1970,44038,Belmonte de San José,236
1981,44038,Belmonte de San José,212
1991,44038,Belmonte de San José,172
2001,44038,Belmonte de San José,138
2011,44038,Belmonte de San José,125
2018,44038,Belmonte de San José,113
2019,44038,Belmonte de San José,224
1900,44040,Berge,816
1910,44040,Berge,804
1920,44040,Berge,743
1930,44040,Berge,677
1940,44040,Berge,645
1950,44040,Berge,549
1960,44040,Berge,452
1970,44040,Berge,341
1981,44040,Berge,274
1991,44040,Berge,260
2001,44040,Berge,248
2011,44040,Berge,258
2018,44040,Berge,244
2019,44040,Berge,235
1900,44051,Calanda,3924
1910,44051,Calanda,4286
1920,44051,Calanda,4251
1930,44051,Calanda,4052
1940,44051,Calanda,3975
1950,44051,Calanda,3544
1960,44051,Calanda,3023
1970,44051,Calanda,3125
1981,44051,Calanda,3323
1991,44051,Calanda,3552
2001,44051,Calanda,3474
2011,44051,Calanda,3963
2018,44051,Calanda,3708
2019,44051,Calanda,3748
2018,44061,La Cañada de Verich,87
2019,44061,La Cañada de Verich,89
1900,44068,Castelserás,2177
1910,44068,Castelserás,2154
1920,44068,Castelserás,2186
1930,44068,Castelserás,2087
1940,44068,Castelserás,1857
1950,44068,Castelserás,1513
1960,44068,Castelserás,1295
1970,44068,Castelserás,1099
1981,44068,Castelserás,1009
1991,44068,Castelserás,938
2001,44068,Castelserás,824
2011,44068,Castelserás,835
2018,44068,Castelserás,831
2019,44068,Castelserás,681
2018,44077,La Cerollera,100
2019,44077,La Cerollera,93
2018,44080,La Codoñera,344
2019,44080,La Codoñera,336
1900,44107,Foz-Calanda,786
1910,44107,Foz-Calanda,764
1920,44107,Foz-Calanda,710
1930,44107,Foz-Calanda,713
1940,44107,Foz-Calanda,722
1950,44107,Foz-Calanda,585
1960,44107,Foz-Calanda,452
1970,44107,Foz-Calanda,342
1981,44107,Foz-Calanda,299
1991,44107,Foz-Calanda,263
2001,44107,Foz-Calanda,257
2011,44107,Foz-Calanda,284
2018,44107,Foz-Calanda,238
2019,44107,Foz-Calanda,245
