22040  Azanuy-Alins,3.0,0,1.0,3.0,4.0,1.0,0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,0,2.0,4.0,1.0,3.0,0,1.0,1.0,0,0,0,0,0,
22041  Azara,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,7.0,3.0,1.0,7.0,0,3.0,3.0,1.0,0,2.0,2.0,2.0,0,1.0,0,2.0,0,0,0,0,0,
22042  Azlor,1.0,0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,
22043  Baélls,2.0,2.0,2.0,2.0,5.0,2.0,1.0,0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,3.0,0,0,2.0,2.0,2.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,1.0,1.0,
22044  Bailo,5.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,4.0,6.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,
22045  Baldellou,1.0,3.0,2.0,4.0,2.0,1.0,2.0,0,3.0,1.0,3.0,1.0,6.0,6.0,2.0,1.0,3.0,1.0,3.0,3.0,0,0,0,0,3.0,0,1.0,1.0,0,0,0,0,0,0,0,0,
22046  Ballobar,17.0,15.0,12.0,10.0,10.0,12.0,9.0,3.0,4.0,9.0,13.0,12.0,12.0,21.0,13.0,12.0,13.0,12.0,14.0,8.0,10.0,3.0,5.0,0,6.0,4.0,4.0,1.0,4.0,1.0,0,2.0,1.0,2.0,0,0,
22047  Banastás,8.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0,1.0,2.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,
22048  Barbastro,160.0,146.0,166.0,147.0,112.0,124.0,136.0,94.0,118.0,149.0,128.0,151.0,170.0,127.0,157.0,126.0,133.0,129.0,130.0,105.0,86.0,85.0,89.0,81.0,59.0,42.0,48.0,32.0,20.0,11.0,14.0,13.0,6.0,5.0,2.0,6.0,
22049  Barbués,1.0,2.0,1.0,1.0,0,1.0,1.0,2.0,1.0,2.0,0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,0,2.0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,
22050  Barbuñales,3.0,1.0,2.0,1.0,0,1.0,0.0,0,3.0,1.0,4.0,0,1.0,1.0,0,0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,
22051  Bárcabo,0,1.0,3.0,1.0,0,2.0,0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,0,3.0,0,1.0,2.0,0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,
22052  Belver de Cinca,15.0,17.0,16.0,21.0,14.0,9.0,17.0,16.0,10.0,22.0,13.0,23.0,18.0,20.0,18.0,12.0,12.0,14.0,9.0,9.0,15.0,9.0,12.0,8.0,4.0,5.0,3.0,4.0,2.0,2.0,0,0,1.0,1.0,1.0,1.0,
22053  Benabarre,12.0,11.0,6.0,14.0,8.0,13.0,11.0,5.0,7.0,15.0,11.0,10.0,15.0,11.0,12.0,12.0,9.0,19.0,12.0,15.0,15.0,14.0,16.0,2.0,9.0,9.0,12.0,4.0,2.0,5.0,1.0,0,2.0,1.0,0,1.0,
22054  Benasque,9.0,14.0,11.0,11.0,8.0,14.0,8.0,3.0,6.0,6.0,8.0,7.0,10.0,12.0,5.0,10.0,8.0,9.0,4.0,7.0,3.0,5.0,3.0,3.0,4.0,2.0,0,1.0,2.0,1.0,0,2.0,0,2.0,0,0,
22055  Berbegal,6.0,8.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,10.0,6.0,7.0,3.0,7.0,3.0,4.0,5.0,5.0,3.0,4.0,10.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0,0,1.0,2.0,0,0,0,
22057  Bielsa,4.0,5.0,4.0,1.0,5.0,3.0,4.0,6.0,3.0,2.0,8.0,3.0,2.0,9.0,1.0,4.0,4.0,4.0,8.0,5.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0,0,0,
22058  Bierge,1.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,0,3.0,3.0,4.0,1.0,6.0,2.0,5.0,4.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,
22059  Biescas,15.0,6.0,14.0,8.0,10.0,5.0,6.0,8.0,5.0,14.0,16.0,15.0,8.0,21.0,19.0,20.0,14.0,18.0,11.0,16.0,7.0,12.0,12.0,8.0,10.0,4.0,4.0,7.0,2.0,0,0,0,4.0,2.0,0,1.0,
22060  Binaced,24.0,14.0,14.0,18.0,10.0,11.0,12.0,5.0,15.0,24.0,15.0,15.0,12.0,13.0,22.0,11.0,12.0,10.0,10.0,9.0,11.0,12.0,14.0,10.0,5.0,3.0,4.0,2.0,5.0,0,2.0,2.0,0,1.0,0,1.0,
22061  Binéfar,95.0,102.0,83.0,88.0,56.0,75.0,88.0,50.0,54.0,86.0,84.0,85.0,85.0,86.0,96.0,81.0,64.0,57.0,66.0,54.0,63.0,34.0,46.0,42.0,34.0,33.0,21.0,17.0,6.0,10.0,7.0,3.0,5.0,1.0,3.0,4.0,
22062  Bisaurri,0,0,3.0,4.0,0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0,0,1.0,2.0,5.0,5.0,4.0,3.0,0,0,1.0,1.0,3.0,0,1.0,4.0,1.0,0,0,0,0,0,0,0,
22063  Biscarrués,3.0,3.0,8.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,2.0,0,2.0,4.0,6.0,6.0,2.0,4.0,1.0,1.0,7.0,0,0,1.0,0,0,0,1.0,0,2.0,0,0,0,1.0,
22064  Blecua y Torres,4.0,3.0,1.0,8.0,2.0,5.0,3.0,1.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,0,5.0,1.0,2.0,3.0,2.0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,
22066  Boltaña,7.0,5.0,4.0,5.0,7.0,9.0,4.0,8.0,10.0,5.0,8.0,5.0,12.0,8.0,10.0,8.0,6.0,11.0,2.0,6.0,6.0,4.0,6.0,5.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,0,0,0,0,2.0,
22067  Bonansa,0,1.0,3.0,1.0,0,1.0,0,0,0,2.0,0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,
22068  Borau,1.0,5.0,0,0,0,2.0,2.0,2.0,1.0,0,1.0,0,0,1.0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0.0,0,1.0,0,0,0,0,0,
22069  Broto,6.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,6.0,10.0,10.0,4.0,2.0,6.0,2.0,2.0,6.0,2.0,5.0,4.0,7.0,3.0,2.0,1.0,0,1.0,0,1.0,0,0,0,0,0,
22072  Caldearenas,0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,7.0,1.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,
22074  Campo,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,2.0,3.0,1.0,4.0,2.0,3.0,6.0,0,1.0,3.0,7.0,6.0,5.0,1.0,0,2.0,1.0,0,0,1.0,1.0,0,2.0,0,
22075  Camporrélls,3.0,4.0,4.0,3.0,0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,0,4.0,5.0,5.0,6.0,1.0,4.0,1.0,2.0,6.0,1.0,0,0,2.0,1.0,0,1.0,0,1.0,2.0,0,0,0,0,
22076  Canal de Berdún,6.0,5.0,4.0,3.0,2.0,7.0,7.0,8.0,4.0,2.0,6.0,3.0,8.0,6.0,6.0,8.0,9.0,7.0,5.0,6.0,2.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,0,1.0,1.0,0,1.0,0,1.0,1.0,
22077  Candasnos,8.0,6.0,8.0,9.0,8.0,6.0,5.0,2.0,8.0,5.0,4.0,5.0,7.0,4.0,4.0,7.0,3.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0,1.0,0,0,0,
22078  Canfranc,4.0,8.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,0,1.0,0,1.0,0,2.0,0,0,0,0,0,
22079  Capdesaso,0,0,0,1.0,4.0,0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1.0,0,0,
22080  Capella,9.0,9.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,4.0,6.0,5.0,4.0,4.0,8.0,3.0,4.0,5.0,6.0,3.0,3.0,6.0,3.0,4.0,0,3.0,1.0,0,2.0,0,0,1.0,0,0,0,0,
22081  Casbas de Huesca,9.0,4.0,6.0,5.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,1.0,7.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,0,1.0,1.0,0,0,0,1.0,0,
22082  Castejón del Puente,3.0,4.0,8.0,4.0,3.0,6.0,3.0,6.0,6.0,7.0,7.0,4.0,2.0,4.0,6.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,0,1.0,2.0,2.0,0,0,0,0,1.0,0,0,0,0,1.0,
22083  Castejón de Monegros,10.0,11.0,8.0,13.0,8.0,6.0,12.0,2.0,10.0,9.0,13.0,6.0,13.0,7.0,4.0,7.0,8.0,6.0,8.0,8.0,3.0,11.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,0,0,0,
22084  Castejón de Sos,7.0,0,6.0,7.0,3.0,1.0,2.0,6.0,6.0,4.0,10.0,7.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,0,0,0,1.0,1.0,1.0,1.0,0,
22085  Castelflorite,0,4.0,3.0,2.0,3.0,4.0,0,1.0,1.0,2.0,6.0,2.0,5.0,1.0,3.0,1.0,1.0,0,0,1.0,0,0,2.0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,
22086  Castiello de Jaca,4.0,0,3.0,2.0,4.0,2.0,3.0,1.0,0,2.0,3.0,0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0,1.0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,
22087  Castigaleu,1.0,0,0,0,1.0,0,0,0,2.0,0,2.0,0,0,0,0,3.0,2.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,
22088  Castillazuelo,3.0,2.0,0,4.0,2.0,0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,0,2.0,3.0,6.0,2.0,3.0,2.0,4.0,1.0,2.0,0,0,0,1.0,0,0,1.0,
22089  Castillonroy,4.0,11.0,3.0,3.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,9.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,2.0,7.0,5.0,0,2.0,1.0,0,0,0,0,2.0,0,0,1.0,
22090  Colungo,3.0,2.0,0,4.0,2.0,2.0,2.0,1.0,0,0,2.0,2.0,2.0,3.0,2.0,0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,
22094  Chalamera,1.0,0,2.0,0,2.0,2.0,2.0,0,0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,6.0,2.0,5.0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,1.0,0,
22095  Chía,1.0,1.0,2.0,1.0,0,0,1.0,1.0,2.0,0,3.0,0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0,3.0,1.0,2.0,1.0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,
22096  Chimillas,3.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,0,3.0,2.0,0,0,2.0,1.0,1.0,0,0,0,0,0,
22099  Esplús,8.0,5.0,8.0,5.0,6.0,8.0,8.0,4.0,9.0,9.0,5.0,8.0,8.0,9.0,13.0,9.0,9.0,6.0,10.0,7.0,10.0,7.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,0,1.0,1.0,1.0,0,0,0,
22102  Estada,3.0,3.0,0,6.0,3.0,5.0,1.0,1.0,2.0,4.0,0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0,0,1.0,1.0,0,0,0,0,
22103  Estadilla,7.0,11.0,16.0,12.0,6.0,11.0,7.0,7.0,1.0,11.0,11.0,16.0,14.0,12.0,14.0,12.0,10.0,11.0,6.0,6.0,8.0,11.0,10.0,3.0,4.0,4.0,4.0,2.0,0,1.0,2.0,2.0,2.0,0,1.0,0,
22105  Estopiñán del Castillo,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0,5.0,1.0,0,1.0,2.0,3.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,
22106  Fago,0,0,0,1.0,0,0,0,1.0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,
22107  Fanlo,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,3.0,3.0,4.0,0,1.0,0,0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,
22109  Fiscal,5.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,6.0,6.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0,1.0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,
22110  Fonz,18.0,19.0,11.0,15.0,11.0,11.0,15.0,9.0,8.0,17.0,15.0,8.0,21.0,14.0,17.0,12.0,10.0,14.0,11.0,15.0,10.0,12.0,12.0,9.0,14.0,2.0,3.0,4.0,4.0,0,1.0,1.0,1.0,0,1.0,0,
22111  Foradada del Toscar,3.0,4.0,4.0,3.0,3.0,0,3.0,1.0,2.0,0,3.0,3.0,7.0,5.0,1.0,1.0,3.0,5.0,2.0,0,2.0,1.0,2.0,4.0,2.0,1.0,0,3.0,0,0,0,1.0,0,0,0,0,
22112  Fraga,104.0,155.0,111.0,118.0,91.0,78.0,106.0,54.0,112.0,118.0,110.0,103.0,110.0,78.0,122.0,106.0,91.0,92.0,75.0,71.0,63.0,72.0,48.0,46.0,39.0,38.0,23.0,18.0,20.0,7.0,6.0,3.0,3.0,4.0,2.0,1.0,
22113  Fueva La,7.0,3.0,6.0,10.0,9.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,6.0,7.0,5.0,7.0,6.0,5.0,8.0,9.0,5.0,6.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,1.0,0,0,0,0,
22114  Gistaín,3.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0,4.0,2.0,4.0,3.0,3.0,3.0,0,2.0,1.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,
22115  Grado El,7.0,4.0,2.0,7.0,3.0,3.0,6.0,3.0,5.0,8.0,10.0,7.0,8.0,6.0,4.0,8.0,4.0,4.0,8.0,8.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,0,1.0,2.0,1.0,1.0,0,0,
22116  Grañén,24.0,17.0,20.0,24.0,14.0,12.0,22.0,14.0,14.0,17.0,30.0,25.0,21.0,24.0,24.0,28.0,25.0,22.0,26.0,17.0,11.0,18.0,20.0,17.0,12.0,11.0,6.0,8.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,0,
22117  Graus,31.0,32.0,29.0,30.0,28.0,28.0,27.0,21.0,30.0,41.0,26.0,43.0,39.0,46.0,26.0,35.0,35.0,43.0,36.0,33.0,12.0,42.0,29.0,26.0,26.0,22.0,7.0,14.0,5.0,7.0,2.0,1.0,3.0,4.0,3.0,2.0,
22119  Gurrea de Gállego,29.0,19.0,23.0,30.0,22.0,16.0,17.0,16.0,17.0,25.0,9.0,26.0,27.0,22.0,22.0,17.0,23.0,18.0,14.0,17.0,19.0,11.0,8.0,6.0,9.0,4.0,11.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,0,1.0,
22122  Hoz de Jaca,2.0,1.0,2.0,0,2.0,2.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22124  Huerto,3.0,7.0,3.0,2.0,4.0,4.0,2.0,3.0,6.0,8.0,5.0,3.0,2.0,3.0,6.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,
22125  Huesca,571.0,472.0,450.0,459.0,382.0,366.0,322.0,287.0,315.0,362.0,393.0,363.0,407.0,380.0,371.0,356.0,369.0,326.0,346.0,302.0,277.0,289.0,242.0,218.0,178.0,147.0,103.0,79.0,60.0,42.0,35.0,31.0,24.0,14.0,9.0,11.0,
22126  Ibieca,2.0,4.0,2.0,2.0,1.0,1.0,0,2.0,1.0,1.0,2.0,0,2.0,2.0,3.0,0,2.0,3.0,1.0,1.0,0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,
22127  Igriés,5.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,2.0,6.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,0,2.0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,
22128  Ilche,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,6.0,5.0,2.0,4.0,4.0,4.0,7.0,4.0,3.0,1.0,1.0,2.0,0,0,2.0,0,1.0,0,1.0,0,0,0,0,1.0,
22129  Isábena,7.0,0,4.0,1.0,2.0,3.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0,1.0,0,0,1.0,1.0,0,0,0,
22130  Jaca,100.0,114.0,108.0,103.0,92.0,73.0,92.0,91.0,75.0,100.0,101.0,93.0,106.0,105.0,99.0,97.0,112.0,76.0,94.0,81.0,77.0,62.0,50.0,42.0,50.0,50.0,28.0,21.0,16.0,14.0,15.0,6.0,6.0,2.0,2.0,2.0,
22131  Jasa,3.0,1.0,0,0,3.0,1.0,3.0,0,4.0,1.0,1.0,1.0,1.0,1.0,0,2.0,1.0,3.0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,
22133  Labuerda,0,2.0,0,2.0,2.0,1.0,1.0,0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0,1.0,1.0,2.0,2.0,1.0,0,1.0,1.0,1.0,0,2.0,0,0,1.0,1.0,0,0,0,0,0,
22135  Laluenga,3.0,6.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,7.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,0,3.0,3.0,0,0,2.0,0,0,2.0,0,0,0,0,0,
22136  Lalueza,15.0,16.0,14.0,21.0,11.0,9.0,8.0,6.0,11.0,11.0,18.0,11.0,23.0,12.0,17.0,14.0,16.0,13.0,16.0,10.0,12.0,11.0,5.0,6.0,5.0,3.0,3.0,2.0,5.0,0,1.0,1.0,1.0,0,0,1.0,
22137  Lanaja,12.0,17.0,24.0,15.0,11.0,12.0,24.0,9.0,15.0,24.0,19.0,26.0,11.0,27.0,23.0,16.0,20.0,18.0,18.0,20.0,19.0,13.0,16.0,12.0,13.0,2.0,3.0,1.0,2.0,3.0,2.0,0,3.0,0,0,2.0,
22139  Laperdiguera,2.0,1.0,0,2.0,4.0,0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0,2.0,2.0,2.0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,
22141  Lascellas-Ponzano,1.0,1.0,4.0,0,0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0,3.0,1.0,2.0,3.0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,
22142  Lascuarre,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,0,0,0.0,1.0,0,1.0,3.0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,0,
22143  Laspaúles,6.0,3.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,8.0,5.0,5.0,5.0,0,3.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,
22144  Laspuña,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,7.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,1.0,3.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,
22149  Loarre,9.0,7.0,5.0,4.0,9.0,3.0,7.0,5.0,4.0,5.0,7.0,2.0,5.0,4.0,8.0,4.0,6.0,5.0,1.0,7.0,4.0,4.0,3.0,1.0,2.0,9.0,1.0,0,0,0,0,0,1.0,0,0,1.0,
22150  Loporzano,8.0,11.0,12.0,10.0,7.0,2.0,6.0,4.0,4.0,6.0,8.0,6.0,3.0,2.0,6.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,0,1.0,0,0,0,0,0,
22151  Loscorrales,0,0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,
22155  Monesma y Cajigar,1.0,0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,
22156  Monflorite-Lascasas,1.0,1.0,2.0,1.0,1.0,1.0,0,0,1.0,4.0,0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,
