5.0 + 3.0 + 4.0 + 3.0 + 3.0 + 3.0 + 3.0 + 7.0 + 4.0 + 4.0 + 6.0 + 3.0 + 4.0 + 2.0 + 5.0 + 4.0 + 4.0 + 3.0 + 2.0 + 3.0 + 7.0 + 2.0 + 3.0 + 2.0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 +
1.0 + 3.0 + 2.0 + 4.0 + 2.0 + 1.0 + 2.0 + 0 + 3.0 + 1.0 + 3.0 + 1.0 + 6.0 + 6.0 + 2.0 + 1.0 + 3.0 + 1.0 + 3.0 + 3.0 + 0 + 0 + 0 + 0 + 3.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
17.0 + 15.0 + 12.0 + 10.0 + 10.0 + 12.0 + 9.0 + 3.0 + 4.0 + 9.0 + 13.0 + 12.0 + 12.0 + 21.0 + 13.0 + 12.0 + 13.0 + 12.0 + 14.0 + 8.0 + 10.0 + 3.0 + 5.0 + 0 + 6.0 + 4.0 + 4.0 + 1.0 + 4.0 + 1.0 + 0 + 2.0 + 1.0 + 2.0 + 0 + 0 +
8.0 + 5.0 + 2.0 + 3.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 2.0 + 1.0 + 2.0 + 1.0 + 2.0 + 0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 +
160.0 + 146.0 + 166.0 + 147.0 + 112.0 + 124.0 + 136.0 + 94.0 + 118.0 + 149.0 + 128.0 + 151.0 + 170.0 + 127.0 + 157.0 + 126.0 + 133.0 + 129.0 + 130.0 + 105.0 + 86.0 + 85.0 + 89.0 + 81.0 + 59.0 + 42.0 + 48.0 + 32.0 + 20.0 + 11.0 + 14.0 + 13.0 + 6.0 + 5.0 + 2.0 + 6.0 +
1.0 + 2.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 2.0 + 1.0 + 2.0 + 0 + 1.0 + 3.0 + 2.0 + 5.0 + 1.0 + 1.0 + 2.0 + 0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 +
3.0 + 1.0 + 2.0 + 1.0 + 0 + 1.0 + 0.0 + 0 + 3.0 + 1.0 + 4.0 + 0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 2.0 + 3.0 + 2.0 + 2.0 + 1.0 + 2.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
0 + 1.0 + 3.0 + 1.0 + 0 + 2.0 + 0 + 1.0 + 5.0 + 2.0 + 5.0 + 3.0 + 2.0 + 1.0 + 2.0 + 1.0 + 0 + 3.0 + 0 + 1.0 + 2.0 + 0 + 1.0 + 2.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
15.0 + 17.0 + 16.0 + 21.0 + 14.0 + 9.0 + 17.0 + 16.0 + 10.0 + 22.0 + 13.0 + 23.0 + 18.0 + 20.0 + 18.0 + 12.0 + 12.0 + 14.0 + 9.0 + 9.0 + 15.0 + 9.0 + 12.0 + 8.0 + 4.0 + 5.0 + 3.0 + 4.0 + 2.0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 1.0 +
12.0 + 11.0 + 6.0 + 14.0 + 8.0 + 13.0 + 11.0 + 5.0 + 7.0 + 15.0 + 11.0 + 10.0 + 15.0 + 11.0 + 12.0 + 12.0 + 9.0 + 19.0 + 12.0 + 15.0 + 15.0 + 14.0 + 16.0 + 2.0 + 9.0 + 9.0 + 12.0 + 4.0 + 2.0 + 5.0 + 1.0 + 0 + 2.0 + 1.0 + 0 + 1.0 +
9.0 + 14.0 + 11.0 + 11.0 + 8.0 + 14.0 + 8.0 + 3.0 + 6.0 + 6.0 + 8.0 + 7.0 + 10.0 + 12.0 + 5.0 + 10.0 + 8.0 + 9.0 + 4.0 + 7.0 + 3.0 + 5.0 + 3.0 + 3.0 + 4.0 + 2.0 + 0 + 1.0 + 2.0 + 1.0 + 0 + 2.0 + 0 + 2.0 + 0 + 0 +
6.0 + 8.0 + 3.0 + 2.0 + 4.0 + 4.0 + 5.0 + 3.0 + 2.0 + 10.0 + 6.0 + 7.0 + 3.0 + 7.0 + 3.0 + 4.0 + 5.0 + 5.0 + 3.0 + 4.0 + 10.0 + 3.0 + 2.0 + 2.0 + 4.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 2.0 + 0 + 0 + 0 +
4.0 + 5.0 + 4.0 + 1.0 + 5.0 + 3.0 + 4.0 + 6.0 + 3.0 + 2.0 + 8.0 + 3.0 + 2.0 + 9.0 + 1.0 + 4.0 + 4.0 + 4.0 + 8.0 + 5.0 + 7.0 + 3.0 + 4.0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 +
1.0 + 2.0 + 4.0 + 2.0 + 2.0 + 3.0 + 4.0 + 3.0 + 0 + 3.0 + 3.0 + 4.0 + 1.0 + 6.0 + 2.0 + 5.0 + 4.0 + 2.0 + 5.0 + 3.0 + 1.0 + 2.0 + 1.0 + 2.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
15.0 + 6.0 + 14.0 + 8.0 + 10.0 + 5.0 + 6.0 + 8.0 + 5.0 + 14.0 + 16.0 + 15.0 + 8.0 + 21.0 + 19.0 + 20.0 + 14.0 + 18.0 + 11.0 + 16.0 + 7.0 + 12.0 + 12.0 + 8.0 + 10.0 + 4.0 + 4.0 + 7.0 + 2.0 + 0 + 0 + 0 + 4.0 + 2.0 + 0 + 1.0 +
24.0 + 14.0 + 14.0 + 18.0 + 10.0 + 11.0 + 12.0 + 5.0 + 15.0 + 24.0 + 15.0 + 15.0 + 12.0 + 13.0 + 22.0 + 11.0 + 12.0 + 10.0 + 10.0 + 9.0 + 11.0 + 12.0 + 14.0 + 10.0 + 5.0 + 3.0 + 4.0 + 2.0 + 5.0 + 0 + 2.0 + 2.0 + 0 + 1.0 + 0 + 1.0 +
95.0 + 102.0 + 83.0 + 88.0 + 56.0 + 75.0 + 88.0 + 50.0 + 54.0 + 86.0 + 84.0 + 85.0 + 85.0 + 86.0 + 96.0 + 81.0 + 64.0 + 57.0 + 66.0 + 54.0 + 63.0 + 34.0 + 46.0 + 42.0 + 34.0 + 33.0 + 21.0 + 17.0 + 6.0 + 10.0 + 7.0 + 3.0 + 5.0 + 1.0 + 3.0 + 4.0 +
0 + 0 + 3.0 + 4.0 + 0 + 2.0 + 3.0 + 1.0 + 3.0 + 1.0 + 2.0 + 4.0 + 2.0 + 0 + 1.0 + 2.0 + 5.0 + 5.0 + 4.0 + 3.0 + 0 + 0 + 1.0 + 1.0 + 3.0 + 0 + 1.0 + 4.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 3.0 + 8.0 + 3.0 + 3.0 + 1.0 + 2.0 + 1.0 + 1.0 + 2.0 + 5.0 + 6.0 + 2.0 + 0 + 2.0 + 4.0 + 6.0 + 6.0 + 2.0 + 4.0 + 1.0 + 1.0 + 7.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 1.0 +
4.0 + 3.0 + 1.0 + 8.0 + 2.0 + 5.0 + 3.0 + 1.0 + 2.0 + 6.0 + 4.0 + 3.0 + 1.0 + 1.0 + 1.0 + 0 + 5.0 + 1.0 + 2.0 + 3.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 +
7.0 + 5.0 + 4.0 + 5.0 + 7.0 + 9.0 + 4.0 + 8.0 + 10.0 + 5.0 + 8.0 + 5.0 + 12.0 + 8.0 + 10.0 + 8.0 + 6.0 + 11.0 + 2.0 + 6.0 + 6.0 + 4.0 + 6.0 + 5.0 + 1.0 + 6.0 + 3.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 2.0 +
0 + 1.0 + 3.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 2.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 5.0 + 0 + 0 + 0 + 2.0 + 2.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 1.0 + 0 + 0.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
6.0 + 4.0 + 4.0 + 5.0 + 3.0 + 5.0 + 2.0 + 2.0 + 4.0 + 3.0 + 3.0 + 6.0 + 10.0 + 10.0 + 4.0 + 2.0 + 6.0 + 2.0 + 2.0 + 6.0 + 2.0 + 5.0 + 4.0 + 7.0 + 3.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
0 + 1.0 + 4.0 + 2.0 + 4.0 + 4.0 + 4.0 + 2.0 + 2.0 + 2.0 + 4.0 + 2.0 + 3.0 + 7.0 + 1.0 + 2.0 + 5.0 + 5.0 + 3.0 + 4.0 + 4.0 + 1.0 + 2.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 2.0 + 2.0 + 3.0 + 2.0 + 2.0 + 2.0 + 2.0 + 3.0 + 2.0 + 2.0 + 7.0 + 2.0 + 3.0 + 1.0 + 4.0 + 2.0 + 3.0 + 6.0 + 0 + 1.0 + 3.0 + 7.0 + 6.0 + 5.0 + 1.0 + 0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 0 + 2.0 + 0 +
3.0 + 4.0 + 4.0 + 3.0 + 0 + 1.0 + 1.0 + 3.0 + 2.0 + 3.0 + 2.0 + 5.0 + 0 + 4.0 + 5.0 + 5.0 + 6.0 + 1.0 + 4.0 + 1.0 + 2.0 + 6.0 + 1.0 + 0 + 0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 2.0 + 0 + 0 + 0 + 0 +
6.0 + 5.0 + 4.0 + 3.0 + 2.0 + 7.0 + 7.0 + 8.0 + 4.0 + 2.0 + 6.0 + 3.0 + 8.0 + 6.0 + 6.0 + 8.0 + 9.0 + 7.0 + 5.0 + 6.0 + 2.0 + 5.0 + 4.0 + 1.0 + 3.0 + 1.0 + 3.0 + 2.0 + 0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 1.0 +
8.0 + 6.0 + 8.0 + 9.0 + 8.0 + 6.0 + 5.0 + 2.0 + 8.0 + 5.0 + 4.0 + 5.0 + 7.0 + 4.0 + 4.0 + 7.0 + 3.0 + 7.0 + 5.0 + 4.0 + 4.0 + 4.0 + 3.0 + 3.0 + 4.0 + 4.0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 +
4.0 + 8.0 + 5.0 + 4.0 + 5.0 + 5.0 + 5.0 + 1.0 + 3.0 + 2.0 + 3.0 + 2.0 + 5.0 + 4.0 + 5.0 + 4.0 + 5.0 + 0 + 1.0 + 3.0 + 2.0 + 3.0 + 1.0 + 2.0 + 3.0 + 0 + 1.0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 +
0 + 0 + 0 + 1.0 + 4.0 + 0 + 1.0 + 1.0 + 2.0 + 4.0 + 2.0 + 1.0 + 1.0 + 4.0 + 2.0 + 0 + 2.0 + 4.0 + 1.0 + 4.0 + 2.0 + 3.0 + 2.0 + 1.0 + 1.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 +
9.0 + 9.0 + 5.0 + 5.0 + 2.0 + 4.0 + 2.0 + 2.0 + 3.0 + 4.0 + 6.0 + 5.0 + 4.0 + 4.0 + 8.0 + 3.0 + 4.0 + 5.0 + 6.0 + 3.0 + 3.0 + 6.0 + 3.0 + 4.0 + 0 + 3.0 + 1.0 + 0 + 2.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 +
9.0 + 4.0 + 6.0 + 5.0 + 4.0 + 2.0 + 3.0 + 1.0 + 4.0 + 2.0 + 5.0 + 1.0 + 7.0 + 4.0 + 4.0 + 3.0 + 2.0 + 3.0 + 2.0 + 3.0 + 2.0 + 4.0 + 5.0 + 2.0 + 3.0 + 1.0 + 3.0 + 2.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 +
3.0 + 4.0 + 8.0 + 4.0 + 3.0 + 6.0 + 3.0 + 6.0 + 6.0 + 7.0 + 7.0 + 4.0 + 2.0 + 4.0 + 6.0 + 5.0 + 5.0 + 4.0 + 3.0 + 2.0 + 2.0 + 3.0 + 0 + 1.0 + 2.0 + 2.0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 +
10.0 + 11.0 + 8.0 + 13.0 + 8.0 + 6.0 + 12.0 + 2.0 + 10.0 + 9.0 + 13.0 + 6.0 + 13.0 + 7.0 + 4.0 + 7.0 + 8.0 + 6.0 + 8.0 + 8.0 + 3.0 + 11.0 + 5.0 + 3.0 + 2.0 + 2.0 + 4.0 + 4.0 + 1.0 + 4.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 +
7.0 + 0 + 6.0 + 7.0 + 3.0 + 1.0 + 2.0 + 6.0 + 6.0 + 4.0 + 10.0 + 7.0 + 4.0 + 5.0 + 3.0 + 3.0 + 4.0 + 2.0 + 3.0 + 3.0 + 2.0 + 1.0 + 4.0 + 1.0 + 2.0 + 3.0 + 3.0 + 2.0 + 0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 +
0 + 4.0 + 3.0 + 2.0 + 3.0 + 4.0 + 0 + 1.0 + 1.0 + 2.0 + 6.0 + 2.0 + 5.0 + 1.0 + 3.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 +
4.0 + 0 + 3.0 + 2.0 + 4.0 + 2.0 + 3.0 + 1.0 + 0 + 2.0 + 3.0 + 0 + 4.0 + 3.0 + 1.0 + 3.0 + 1.0 + 1.0 + 3.0 + 2.0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 2.0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 3.0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 2.0 + 0 + 4.0 + 2.0 + 0 + 3.0 + 1.0 + 3.0 + 2.0 + 4.0 + 4.0 + 2.0 + 4.0 + 2.0 + 5.0 + 2.0 + 3.0 + 2.0 + 0 + 2.0 + 3.0 + 6.0 + 2.0 + 3.0 + 2.0 + 4.0 + 1.0 + 2.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 +
4.0 + 11.0 + 3.0 + 3.0 + 5.0 + 5.0 + 2.0 + 2.0 + 4.0 + 4.0 + 5.0 + 5.0 + 4.0 + 9.0 + 3.0 + 4.0 + 3.0 + 3.0 + 5.0 + 2.0 + 4.0 + 4.0 + 2.0 + 7.0 + 5.0 + 0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 + 1.0 +
3.0 + 2.0 + 0 + 4.0 + 2.0 + 2.0 + 2.0 + 1.0 + 0 + 0 + 2.0 + 2.0 + 2.0 + 3.0 + 2.0 + 0 + 1.0 + 1.0 + 1.0 + 3.0 + 3.0 + 3.0 + 2.0 + 2.0 + 2.0 + 2.0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 0 + 2.0 + 0 + 2.0 + 2.0 + 2.0 + 0 + 0 + 3.0 + 5.0 + 1.0 + 1.0 + 3.0 + 3.0 + 1.0 + 6.0 + 2.0 + 5.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 0 +
1.0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 2.0 + 0 + 3.0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 2.0 + 2.0 + 3.0 + 0 + 3.0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 +
3.0 + 3.0 + 2.0 + 5.0 + 3.0 + 2.0 + 1.0 + 1.0 + 4.0 + 3.0 + 1.0 + 1.0 + 1.0 + 3.0 + 1.0 + 1.0 + 2.0 + 1.0 + 4.0 + 2.0 + 3.0 + 2.0 + 3.0 + 0 + 3.0 + 2.0 + 0 + 0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
8.0 + 5.0 + 8.0 + 5.0 + 6.0 + 8.0 + 8.0 + 4.0 + 9.0 + 9.0 + 5.0 + 8.0 + 8.0 + 9.0 + 13.0 + 9.0 + 9.0 + 6.0 + 10.0 + 7.0 + 10.0 + 7.0 + 4.0 + 5.0 + 3.0 + 3.0 + 2.0 + 3.0 + 3.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 +
3.0 + 3.0 + 0 + 6.0 + 3.0 + 5.0 + 1.0 + 1.0 + 2.0 + 4.0 + 0 + 2.0 + 2.0 + 2.0 + 4.0 + 1.0 + 2.0 + 1.0 + 4.0 + 1.0 + 2.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 +
7.0 + 11.0 + 16.0 + 12.0 + 6.0 + 11.0 + 7.0 + 7.0 + 1.0 + 11.0 + 11.0 + 16.0 + 14.0 + 12.0 + 14.0 + 12.0 + 10.0 + 11.0 + 6.0 + 6.0 + 8.0 + 11.0 + 10.0 + 3.0 + 4.0 + 4.0 + 4.0 + 2.0 + 0 + 1.0 + 2.0 + 2.0 + 2.0 + 0 + 1.0 + 0 +
1.0 + 1.0 + 3.0 + 4.0 + 1.0 + 1.0 + 1.0 + 2.0 + 3.0 + 3.0 + 3.0 + 3.0 + 3.0 + 4.0 + 1.0 + 4.0 + 3.0 + 1.0 + 4.0 + 5.0 + 1.0 + 0 + 1.0 + 2.0 + 3.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
2.0 + 1.0 + 1.0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 3.0 + 3.0 + 4.0 + 0 + 1.0 + 0 + 0 + 1.0 + 2.0 + 2.0 + 2.0 + 0.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
5.0 + 5.0 + 3.0 + 3.0 + 2.0 + 1.0 + 3.0 + 1.0 + 2.0 + 4.0 + 6.0 + 6.0 + 4.0 + 3.0 + 1.0 + 4.0 + 4.0 + 2.0 + 2.0 + 2.0 + 3.0 + 2.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
18.0 + 19.0 + 11.0 + 15.0 + 11.0 + 11.0 + 15.0 + 9.0 + 8.0 + 17.0 + 15.0 + 8.0 + 21.0 + 14.0 + 17.0 + 12.0 + 10.0 + 14.0 + 11.0 + 15.0 + 10.0 + 12.0 + 12.0 + 9.0 + 14.0 + 2.0 + 3.0 + 4.0 + 4.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 0 +
