3.0 + 4.0 + 4.0 + 3.0 + 3.0 + 0 + 3.0 + 1.0 + 2.0 + 0 + 3.0 + 3.0 + 7.0 + 5.0 + 1.0 + 1.0 + 3.0 + 5.0 + 2.0 + 0 + 2.0 + 1.0 + 2.0 + 4.0 + 2.0 + 1.0 + 0 + 3.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 +
104.0 + 155.0 + 111.0 + 118.0 + 91.0 + 78.0 + 106.0 + 54.0 + 112.0 + 118.0 + 110.0 + 103.0 + 110.0 + 78.0 + 122.0 + 106.0 + 91.0 + 92.0 + 75.0 + 71.0 + 63.0 + 72.0 + 48.0 + 46.0 + 39.0 + 38.0 + 23.0 + 18.0 + 20.0 + 7.0 + 6.0 + 3.0 + 3.0 + 4.0 + 2.0 + 1.0 +
7.0 + 3.0 + 6.0 + 10.0 + 9.0 + 4.0 + 4.0 + 5.0 + 4.0 + 4.0 + 3.0 + 4.0 + 6.0 + 4.0 + 6.0 + 7.0 + 5.0 + 7.0 + 6.0 + 5.0 + 8.0 + 9.0 + 5.0 + 6.0 + 2.0 + 3.0 + 6.0 + 2.0 + 1.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 +
3.0 + 5.0 + 2.0 + 2.0 + 3.0 + 1.0 + 3.0 + 3.0 + 1.0 + 0 + 4.0 + 2.0 + 4.0 + 3.0 + 3.0 + 3.0 + 0 + 2.0 + 1.0 + 1.0 + 2.0 + 1.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 1.0 +
7.0 + 4.0 + 2.0 + 7.0 + 3.0 + 3.0 + 6.0 + 3.0 + 5.0 + 8.0 + 10.0 + 7.0 + 8.0 + 6.0 + 4.0 + 8.0 + 4.0 + 4.0 + 8.0 + 8.0 + 5.0 + 4.0 + 3.0 + 5.0 + 4.0 + 1.0 + 3.0 + 3.0 + 1.0 + 0 + 1.0 + 2.0 + 1.0 + 1.0 + 0 + 0 +
24.0 + 17.0 + 20.0 + 24.0 + 14.0 + 12.0 + 22.0 + 14.0 + 14.0 + 17.0 + 30.0 + 25.0 + 21.0 + 24.0 + 24.0 + 28.0 + 25.0 + 22.0 + 26.0 + 17.0 + 11.0 + 18.0 + 20.0 + 17.0 + 12.0 + 11.0 + 6.0 + 8.0 + 6.0 + 3.0 + 3.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 +
31.0 + 32.0 + 29.0 + 30.0 + 28.0 + 28.0 + 27.0 + 21.0 + 30.0 + 41.0 + 26.0 + 43.0 + 39.0 + 46.0 + 26.0 + 35.0 + 35.0 + 43.0 + 36.0 + 33.0 + 12.0 + 42.0 + 29.0 + 26.0 + 26.0 + 22.0 + 7.0 + 14.0 + 5.0 + 7.0 + 2.0 + 1.0 + 3.0 + 4.0 + 3.0 + 2.0 +
29.0 + 19.0 + 23.0 + 30.0 + 22.0 + 16.0 + 17.0 + 16.0 + 17.0 + 25.0 + 9.0 + 26.0 + 27.0 + 22.0 + 22.0 + 17.0 + 23.0 + 18.0 + 14.0 + 17.0 + 19.0 + 11.0 + 8.0 + 6.0 + 9.0 + 4.0 + 11.0 + 1.0 + 4.0 + 2.0 + 2.0 + 2.0 + 3.0 + 1.0 + 0 + 1.0 +
2.0 + 1.0 + 2.0 + 0 + 2.0 + 2.0 + 0 + 1.0 + 1.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 7.0 + 3.0 + 2.0 + 4.0 + 4.0 + 2.0 + 3.0 + 6.0 + 8.0 + 5.0 + 3.0 + 2.0 + 3.0 + 6.0 + 5.0 + 3.0 + 3.0 + 5.0 + 3.0 + 3.0 + 3.0 + 3.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
571.0 + 472.0 + 450.0 + 459.0 + 382.0 + 366.0 + 322.0 + 287.0 + 315.0 + 362.0 + 393.0 + 363.0 + 407.0 + 380.0 + 371.0 + 356.0 + 369.0 + 326.0 + 346.0 + 302.0 + 277.0 + 289.0 + 242.0 + 218.0 + 178.0 + 147.0 + 103.0 + 79.0 + 60.0 + 42.0 + 35.0 + 31.0 + 24.0 + 14.0 + 9.0 + 11.0 +
2.0 + 4.0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 2.0 + 1.0 + 1.0 + 2.0 + 0 + 2.0 + 2.0 + 3.0 + 0 + 2.0 + 3.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
5.0 + 2.0 + 4.0 + 1.0 + 3.0 + 1.0 + 1.0 + 5.0 + 1.0 + 4.0 + 4.0 + 3.0 + 2.0 + 6.0 + 5.0 + 1.0 + 4.0 + 4.0 + 1.0 + 5.0 + 2.0 + 1.0 + 0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 +
1.0 + 2.0 + 2.0 + 2.0 + 1.0 + 2.0 + 5.0 + 2.0 + 4.0 + 5.0 + 2.0 + 5.0 + 6.0 + 5.0 + 2.0 + 4.0 + 4.0 + 4.0 + 7.0 + 4.0 + 3.0 + 1.0 + 1.0 + 2.0 + 0 + 0 + 2.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 +
7.0 + 0 + 4.0 + 1.0 + 2.0 + 3.0 + 6.0 + 2.0 + 2.0 + 2.0 + 3.0 + 1.0 + 3.0 + 4.0 + 3.0 + 1.0 + 3.0 + 3.0 + 4.0 + 2.0 + 4.0 + 2.0 + 2.0 + 2.0 + 3.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 +
100.0 + 114.0 + 108.0 + 103.0 + 92.0 + 73.0 + 92.0 + 91.0 + 75.0 + 100.0 + 101.0 + 93.0 + 106.0 + 105.0 + 99.0 + 97.0 + 112.0 + 76.0 + 94.0 + 81.0 + 77.0 + 62.0 + 50.0 + 42.0 + 50.0 + 50.0 + 28.0 + 21.0 + 16.0 + 14.0 + 15.0 + 6.0 + 6.0 + 2.0 + 2.0 + 2.0 +
3.0 + 1.0 + 0 + 0 + 3.0 + 1.0 + 3.0 + 0 + 4.0 + 1.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 2.0 + 1.0 + 3.0 + 0 + 0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 +
0 + 2.0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 1.0 + 2.0 + 2.0 + 1.0 + 2.0 + 1.0 + 2.0 + 0 + 1.0 + 1.0 + 2.0 + 2.0 + 1.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 6.0 + 5.0 + 4.0 + 3.0 + 2.0 + 4.0 + 2.0 + 3.0 + 2.0 + 4.0 + 4.0 + 4.0 + 7.0 + 4.0 + 4.0 + 1.0 + 3.0 + 4.0 + 3.0 + 4.0 + 2.0 + 0 + 3.0 + 3.0 + 0 + 0 + 2.0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 +
15.0 + 16.0 + 14.0 + 21.0 + 11.0 + 9.0 + 8.0 + 6.0 + 11.0 + 11.0 + 18.0 + 11.0 + 23.0 + 12.0 + 17.0 + 14.0 + 16.0 + 13.0 + 16.0 + 10.0 + 12.0 + 11.0 + 5.0 + 6.0 + 5.0 + 3.0 + 3.0 + 2.0 + 5.0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 +
12.0 + 17.0 + 24.0 + 15.0 + 11.0 + 12.0 + 24.0 + 9.0 + 15.0 + 24.0 + 19.0 + 26.0 + 11.0 + 27.0 + 23.0 + 16.0 + 20.0 + 18.0 + 18.0 + 20.0 + 19.0 + 13.0 + 16.0 + 12.0 + 13.0 + 2.0 + 3.0 + 1.0 + 2.0 + 3.0 + 2.0 + 0 + 3.0 + 0 + 0 + 2.0 +
2.0 + 1.0 + 0 + 2.0 + 4.0 + 0 + 1.0 + 2.0 + 1.0 + 1.0 + 3.0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 2.0 + 2.0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 1.0 + 4.0 + 0 + 0 + 1.0 + 1.0 + 3.0 + 2.0 + 3.0 + 1.0 + 3.0 + 2.0 + 3.0 + 3.0 + 3.0 + 2.0 + 0 + 3.0 + 1.0 + 2.0 + 3.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 1.0 + 2.0 + 2.0 + 2.0 + 2.0 + 1.0 + 0 + 0 + 2.0 + 4.0 + 2.0 + 3.0 + 1.0 + 2.0 + 2.0 + 2.0 + 0 + 0 + 0.0 + 1.0 + 0 + 1.0 + 3.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
6.0 + 3.0 + 5.0 + 2.0 + 5.0 + 3.0 + 2.0 + 4.0 + 3.0 + 5.0 + 8.0 + 5.0 + 5.0 + 5.0 + 0 + 3.0 + 1.0 + 1.0 + 5.0 + 2.0 + 4.0 + 1.0 + 1.0 + 2.0 + 3.0 + 2.0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
4.0 + 4.0 + 3.0 + 3.0 + 4.0 + 1.0 + 1.0 + 3.0 + 1.0 + 1.0 + 3.0 + 3.0 + 6.0 + 3.0 + 7.0 + 3.0 + 5.0 + 6.0 + 5.0 + 3.0 + 3.0 + 3.0 + 1.0 + 3.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 +
9.0 + 7.0 + 5.0 + 4.0 + 9.0 + 3.0 + 7.0 + 5.0 + 4.0 + 5.0 + 7.0 + 2.0 + 5.0 + 4.0 + 8.0 + 4.0 + 6.0 + 5.0 + 1.0 + 7.0 + 4.0 + 4.0 + 3.0 + 1.0 + 2.0 + 9.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 +
8.0 + 11.0 + 12.0 + 10.0 + 7.0 + 2.0 + 6.0 + 4.0 + 4.0 + 6.0 + 8.0 + 6.0 + 3.0 + 2.0 + 6.0 + 4.0 + 5.0 + 2.0 + 3.0 + 5.0 + 5.0 + 3.0 + 3.0 + 4.0 + 4.0 + 4.0 + 4.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
0 + 0 + 2.0 + 1.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 2.0 + 0 + 4.0 + 0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 1.0 + 2.0 + 3.0 + 2.0 + 0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 0 + 1.0 + 2.0 + 1.0 + 1.0 + 1.0 + 2.0 + 3.0 + 2.0 + 1.0 + 1.0 + 0 + 3.0 + 3.0 + 4.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 1.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 4.0 + 0 + 1.0 + 3.0 + 1.0 + 5.0 + 1.0 + 1.0 + 1.0 + 4.0 + 2.0 + 3.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
4.0 + 2.0 + 7.0 + 2.0 + 3.0 + 3.0 + 4.0 + 2.0 + 4.0 + 2.0 + 7.0 + 3.0 + 2.0 + 3.0 + 2.0 + 6.0 + 3.0 + 3.0 + 2.0 + 2.0 + 4.0 + 3.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
155.0 + 165.0 + 152.0 + 132.0 + 118.0 + 116.0 + 128.0 + 106.0 + 134.0 + 151.0 + 139.0 + 165.0 + 128.0 + 148.0 + 149.0 + 142.0 + 117.0 + 119.0 + 106.0 + 89.0 + 90.0 + 84.0 + 65.0 + 65.0 + 47.0 + 44.0 + 39.0 + 22.0 + 17.0 + 17.0 + 10.0 + 5.0 + 6.0 + 3.0 + 1.0 + 1.0 +
4.0 + 2.0 + 3.0 + 1.0 + 3.0 + 3.0 + 1.0 + 1.0 + 0 + 3.0 + 2.0 + 3.0 + 3.0 + 4.0 + 4.0 + 1.0 + 1.0 + 2.0 + 4.0 + 3.0 + 1.0 + 4.0 + 2.0 + 2.0 + 3.0 + 0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 2.0 + 0 + 1.0 + 0 + 0 +
3.0 + 2.0 + 0 + 1.0 + 2.0 + 2.0 + 1.0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 2.0 + 4.0 + 3.0 + 3.0 + 3.0 + 0 + 1.0 + 3.0 + 0 + 3.0 + 3.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
6.0 + 5.0 + 3.0 + 6.0 + 7.0 + 4.0 + 2.0 + 2.0 + 5.0 + 5.0 + 0 + 4.0 + 3.0 + 4.0 + 0 + 4.0 + 3.0 + 0 + 3.0 + 5.0 + 3.0 + 1.0 + 0 + 3.0 + 4.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 2.0 + 0 + 0 +
0 + 2.0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 2.0 + 0 + 1.0 + 0 + 0 + 1.0 + 2.0 + 3.0 + 1.0 + 0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
7.0 + 5.0 + 8.0 + 7.0 + 5.0 + 6.0 + 9.0 + 2.0 + 4.0 + 11.0 + 7.0 + 6.0 + 3.0 + 12.0 + 6.0 + 10.0 + 10.0 + 6.0 + 12.0 + 7.0 + 8.0 + 3.0 + 9.0 + 4.0 + 3.0 + 5.0 + 2.0 + 5.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
7.0 + 5.0 + 3.0 + 15.0 + 10.0 + 6.0 + 8.0 + 7.0 + 5.0 + 5.0 + 11.0 + 9.0 + 9.0 + 9.0 + 8.0 + 8.0 + 12.0 + 7.0 + 6.0 + 3.0 + 3.0 + 7.0 + 4.0 + 3.0 + 3.0 + 1.0 + 3.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
0 + 0 + 0 + 2.0 + 0 + 0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 2.0 + 2.0 + 0 + 0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 +
7.0 + 4.0 + 5.0 + 7.0 + 2.0 + 4.0 + 8.0 + 6.0 + 8.0 + 4.0 + 10.0 + 4.0 + 7.0 + 6.0 + 8.0 + 6.0 + 5.0 + 2.0 + 6.0 + 3.0 + 1.0 + 2.0 + 2.0 + 2.0 + 2.0 + 3.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0.0 + 0 + 0 + 1.0 +
9.0 + 6.0 + 4.0 + 11.0 + 9.0 + 6.0 + 9.0 + 4.0 + 12.0 + 13.0 + 8.0 + 11.0 + 10.0 + 7.0 + 5.0 + 11.0 + 7.0 + 11.0 + 8.0 + 7.0 + 7.0 + 5.0 + 6.0 + 4.0 + 3.0 + 2.0 + 3.0 + 0 + 0 + 1.0 + 2.0 + 0 + 1.0 + 0 + 0 + 2.0 +
6.0 + 2.0 + 2.0 + 8.0 + 2.0 + 5.0 + 0 + 0 + 3.0 + 1.0 + 3.0 + 0 + 5.0 + 2.0 + 3.0 + 7.0 + 2.0 + 7.0 + 5.0 + 4.0 + 7.0 + 3.0 + 3.0 + 3.0 + 4.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 +
10.0 + 10.0 + 15.0 + 7.0 + 5.0 + 1.0 + 5.0 + 1.0 + 8.0 + 7.0 + 11.0 + 12.0 + 11.0 + 7.0 + 12.0 + 4.0 + 13.0 + 6.0 + 8.0 + 5.0 + 6.0 + 3.0 + 7.0 + 2.0 + 3.0 + 3.0 + 8.0 + 4.0 + 1.0 + 2.0 + 0 + 2.0 + 0 + 0 + 0 + 0 +
4.0 + 4.0 + 1.0 + 2.0 + 3.0 + 2.0 + 7.0 + 3.0 + 2.0 + 3.0 + 5.0 + 6.0 + 5.0 + 3.0 + 10.0 + 4.0 + 5.0 + 3.0 + 2.0 + 7.0 + 3.0 + 1.0 + 1.0 + 1.0 + 2.0 + 3.0 + 3.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 +
3.0 + 3.0 + 1.0 + 2.0 + 2.0 + 0 + 0 + 2.0 + 0 + 3.0 + 3.0 + 4.0 + 0 + 2.0 + 1.0 + 2.0 + 2.0 + 2.0 + 5.0 + 2.0 + 1.0 + 0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 0 + 3.0 + 1.0 + 3.0 + 1.0 + 0 + 1.0 + 3.0 + 2.0 + 3.0 + 1.0 + 3.0 + 3.0 + 1.0 + 1.0 + 2.0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
4.0 + 3.0 + 1.0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 1.0 + 3.0 + 1.0 + 0 + 2.0 + 1.0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 1.0 +
2.0 + 1.0 + 5.0 + 1.0 + 3.0 + 1.0 + 1.0 + 1.0 + 0 + 2.0 + 2.0 + 1.0 + 4.0 + 2.0 + 3.0 + 2.0 + 1.0 + 3.0 + 1.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
3.0 + 6.0 + 3.0 + 6.0 + 6.0 + 1.0 + 1.0 + 1.0 + 3.0 + 4.0 + 6.0 + 5.0 + 4.0 + 5.0 + 4.0 + 5.0 + 3.0 + 4.0 + 2.0 + 4.0 + 3.0 + 2.0 + 3.0 + 1.0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 + 0 + 1.0 +
4.0 + 2.0 + 2.0 + 3.0 + 3.0 + 2.0 + 4.0 + 2.0 + 6.0 + 4.0 + 4.0 + 4.0 + 1.0 + 4.0 + 3.0 + 4.0 + 2.0 + 2.0 + 0 + 0 + 2.0 + 1.0 + 1.0 + 1.0 + 1.0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 +
4.0 + 0 + 3.0 + 2.0 + 2.0 + 1.0 + 4.0 + 7.0 + 1.0 + 5.0 + 4.0 + 7.0 + 4.0 + 4.0 + 4.0 + 4.0 + 4.0 + 2.0 + 4.0 + 1.0 + 1.0 + 4.0 + 2.0 + 4.0 + 3.0 + 2.0 + 2.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
5.0 + 4.0 + 7.0 + 1.0 + 5.0 + 4.0 + 3.0 + 2.0 + 3.0 + 3.0 + 4.0 + 3.0 + 6.0 + 4.0 + 8.0 + 3.0 + 1.0 + 3.0 + 2.0 + 3.0 + 2.0 + 1.0 + 2.0 + 2.0 + 1.0 + 3.0 + 2.0 + 1.0 + 0 + 1.0 + 0 + 2.0 + 0 + 0 + 0 + 0 +
2.0 + 0 + 2.0 + 1.0 + 1.0 + 3.0 + 4.0 + 1.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 3.0 + 8.0 + 1.0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 2.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 1.0 + 0 +
7.0 + 4.0 + 5.0 + 1.0 + 1.0 + 2.0 + 2.0 + 1.0 + 6.0 + 2.0 + 2.0 + 5.0 + 2.0 + 3.0 + 1.0 + 0 + 1.0 + 2.0 + 0 + 2.0 + 1.0 + 2.0 + 1.0 + 1.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 +
1.0 + 1.0 + 4.0 + 1.0 + 1.0 + 3.0 + 2.0 + 1.0 + 1.0 + 2.0 + 1.0 + 4.0 + 0 + 0 + 2.0 + 1.0 + 2.0 + 1.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 1.0 + 0 + 1.0 + 0 + 1.0 + 0 + 0 + 0 + 0 +
4.0 + 4.0 + 3.0 + 7.0 + 3.0 + 3.0 + 4.0 + 3.0 + 5.0 + 3.0 + 4.0 + 4.0 + 2.0 + 5.0 + 5.0 + 2.0 + 7.0 + 6.0 + 6.0 + 3.0 + 3.0 + 4.0 + 4.0 + 1.0 + 2.0 + 3.0 + 0 + 2.0 + 0 + 2.0 + 0 + 2.0 + 0 + 1.0 + 0 + 0 +
4.0 + 4.0 + 3.0 + 1.0 + 1.0 + 0 + 2.0 + 0 + 0 + 3.0 + 2.0 + 0 + 6.0 + 2.0 + 2.0 + 3.0 + 1.0 + 0 + 4.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 +
9.0 + 5.0 + 5.0 + 7.0 + 7.0 + 8.0 + 8.0 + 3.0 + 10.0 + 9.0 + 11.0 + 5.0 + 8.0 + 9.0 + 9.0 + 9.0 + 5.0 + 6.0 + 5.0 + 5.0 + 5.0 + 5.0 + 3.0 + 6.0 + 3.0 + 3.0 + 4.0 + 1.0 + 2.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
79.0 + 87.0 + 87.0 + 80.0 + 73.0 + 70.0 + 80.0 + 64.0 + 64.0 + 95.0 + 88.0 + 89.0 + 95.0 + 117.0 + 103.0 + 106.0 + 89.0 + 93.0 + 67.0 + 61.0 + 63.0 + 54.0 + 40.0 + 37.0 + 22.0 + 33.0 + 14.0 + 8.0 + 8.0 + 3.0 + 6.0 + 1.0 + 4.0 + 1.0 + 1.0 + 2.0 +
4.0 + 7.0 + 4.0 + 3.0 + 2.0 + 3.0 + 0 + 2.0 + 1.0 + 0 + 9.0 + 4.0 + 6.0 + 4.0 + 0 + 2.0 + 2.0 + 2.0 + 5.0 + 2.0 + 0 + 0 + 2.0 + 0 + 0 + 3.0 + 4.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 +
9.0 + 4.0 + 2.0 + 1.0 + 3.0 + 3.0 + 3.0 + 3.0 + 2.0 + 9.0 + 4.0 + 10.0 + 5.0 + 3.0 + 5.0 + 5.0 + 4.0 + 5.0 + 9.0 + 4.0 + 4.0 + 4.0 + 5.0 + 4.0 + 4.0 + 0 + 3.0 + 1.0 + 0 + 2.0 + 2.0 + 1.0 + 1.0 + 1.0 + 0 + 4.0 +
2.0 + 1.0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 2.0 + 2.0 + 4.0 + 2.0 + 0 + 3.0 + 3.0 + 1.0 + 7.0 + 1.0 + 1.0 + 2.0 + 4.0 + 0 + 2.0 + 1.0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 1.0 + 2.0 + 1.0 + 4.0 + 1.0 + 1.0 + 1.0 + 1.0 + 2.0 + 2.0 + 1.0 + 1.0 + 3.0 + 1.0 + 2.0 + 0 + 3.0 + 5.0 + 1.0 + 1.0 + 1.0 + 0 + 2.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
16.0 + 15.0 + 18.0 + 12.0 + 15.0 + 6.0 + 9.0 + 5.0 + 6.0 + 7.0 + 3.0 + 9.0 + 8.0 + 6.0 + 4.0 + 9.0 + 7.0 + 7.0 + 8.0 + 6.0 + 6.0 + 4.0 + 2.0 + 3.0 + 3.0 + 1.0 + 2.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 +
10.0 + 13.0 + 4.0 + 11.0 + 13.0 + 4.0 + 5.0 + 11.0 + 4.0 + 12.0 + 9.0 + 14.0 + 8.0 + 9.0 + 6.0 + 3.0 + 5.0 + 9.0 + 6.0 + 5.0 + 3.0 + 4.0 + 5.0 + 7.0 + 3.0 + 1.0 + 3.0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 +
5.0 + 4.0 + 5.0 + 3.0 + 4.0 + 3.0 + 1.0 + 2.0 + 4.0 + 4.0 + 7.0 + 5.0 + 4.0 + 5.0 + 4.0 + 3.0 + 4.0 + 1.0 + 1.0 + 1.0 + 3.0 + 2.0 + 1.0 + 2.0 + 0 + 2.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 +
2.0 + 1.0 + 1.0 + 3.0 + 4.0 + 3.0 + 2.0 + 1.0 + 2.0 + 1.0 + 1.0 + 6.0 + 2.0 + 1.0 + 4.0 + 3.0 + 1.0 + 4.0 + 1.0 + 0 + 1.0 + 2.0 + 0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 + 0 + 0 + 0 +
1.0 + 4.0 + 1.0 + 1.0 + 2.0 + 1.0 + 2.0 + 0 + 1.0 + 0 + 10.0 + 2.0 + 1.0 + 3.0 + 3.0 + 2.0 + 3.0 + 2.0 + 1.0 + 2.0 + 3.0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 1.0 + 0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 0 + 0 +
4.0 + 1.0 + 1.0 + 4.0 + 2.0 + 0 + 0 + 1.0 + 3.0 + 1.0 + 1.0 + 3.0 + 1.0 + 3.0 + 1.0 + 3.0 + 1.0 + 1.0 + 0 + 0 + 0 + 1.0 + 1.0 + 1.0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 +
