year,cp,name,population
1900,22059,Biescas,3509
1910,22059,Biescas,3618
1920,22059,Biescas,3661
1930,22059,Biescas,3320
1940,22059,Biescas,2734
1950,22059,Biescas,2616
1960,22059,Biescas,2180
1970,22059,Biescas,1609
1981,22059,Biescas,1293
1991,22059,Biescas,1171
2001,22059,Biescas,1244
2011,22059,Biescas,1562
2018,22059,Biescas,1479
2019,22059,Biescas,1463
1900,22072,Caldearenas,1483
1910,22072,Caldearenas,1512
1920,22072,Caldearenas,1436
1930,22072,Caldearenas,1256
1940,22072,Caldearenas,1139
1950,22072,Caldearenas,1008
1960,22072,Caldearenas,866
1970,22072,Caldearenas,494
1981,22072,Caldearenas,339
1991,22072,Caldearenas,283
2001,22072,Caldearenas,250
2011,22072,Caldearenas,235
2018,22072,Caldearenas,218
2019,22072,Caldearenas,229
1900,22122,Hoz de Jaca,160
1910,22122,Hoz de Jaca,159
1920,22122,Hoz de Jaca,142
1930,22122,Hoz de Jaca,154
1940,22122,Hoz de Jaca,154
1950,22122,Hoz de Jaca,136
1960,22122,Hoz de Jaca,113
1970,22122,Hoz de Jaca,105
1981,22122,Hoz de Jaca,94
1991,22122,Hoz de Jaca,86
2001,22122,Hoz de Jaca,77
2011,22122,Hoz de Jaca,72
2018,22122,Hoz de Jaca,76
2019,22122,Hoz de Jaca,70
1900,22170,Panticosa,889
1910,22170,Panticosa,835
1920,22170,Panticosa,931
1930,22170,Panticosa,996
1940,22170,Panticosa,887
1950,22170,Panticosa,763
1960,22170,Panticosa,712
1970,22170,Panticosa,537
1981,22170,Panticosa,509
1991,22170,Panticosa,589
2001,22170,Panticosa,705
2011,22170,Panticosa,784
2018,22170,Panticosa,786
2019,22170,Panticosa,784
1900,22199,Sabiñánigo,4884
1910,22199,Sabiñánigo,5063
1920,22199,Sabiñánigo,4828
1930,22199,Sabiñánigo,5491
1940,22199,Sabiñánigo,5497
1950,22199,Sabiñánigo,5606
1960,22199,Sabiñánigo,7793
1970,22199,Sabiñánigo,8367
1981,22199,Sabiñánigo,9097
1991,22199,Sabiñánigo,9056
2001,22199,Sabiñánigo,8578
2011,22199,Sabiñánigo,10164
2018,22199,Sabiñánigo,9245
2019,22199,Sabiñánigo,9238
1900,22204,Sallent de Gállego,1420
1910,22204,Sallent de Gállego,1427
1920,22204,Sallent de Gállego,1387
1930,22204,Sallent de Gállego,1312
1940,22204,Sallent de Gállego,1189
1950,22204,Sallent de Gállego,1424
1960,22204,Sallent de Gállego,1063
1970,22204,Sallent de Gállego,1212
1981,22204,Sallent de Gállego,924
1991,22204,Sallent de Gállego,886
2001,22204,Sallent de Gállego,1080
2011,22204,Sallent de Gállego,1522
2018,22204,Sallent de Gállego,1463
2019,22204,Sallent de Gállego,1478
1900,22252,Yebra de Basa,867
1910,22252,Yebra de Basa,888
1920,22252,Yebra de Basa,926
1930,22252,Yebra de Basa,867
1940,22252,Yebra de Basa,741
1950,22252,Yebra de Basa,670
1960,22252,Yebra de Basa,490
1970,22252,Yebra de Basa,222
1981,22252,Yebra de Basa,184
1991,22252,Yebra de Basa,173
2001,22252,Yebra de Basa,161
2011,22252,Yebra de Basa,151
2018,22252,Yebra de Basa,147
2019,22252,Yebra de Basa,143
1900,22253,Yésero,288
1910,22253,Yésero,311
1920,22253,Yésero,293
1930,22253,Yésero,254
1940,22253,Yésero,248
1950,22253,Yésero,201
1960,22253,Yésero,194
1970,22253,Yésero,141
1981,22253,Yésero,61
1991,22253,Yésero,53
2001,22253,Yésero,81
2011,22253,Yésero,68
2018,22253,Yésero,60
2019,22253,Yésero,57
