year,cp,name,population,superficie
1930,44008,Albalate del Arzobispo,4640,205.69
1930,44009,Albarracín,1688,452.72
1930,44010,Albentosa,1195,68
1930,44011,Alcaine,968,57.38
1930,44012,Alcalá de la Selva,1648,104.95
1930,44013,Alcañiz,8961,472.12
1930,44014,Alcorisa,3809,121
1930,44016,Alfambra,1586,122.44
1930,44017,Aliaga,1578,193.08
1930,44018,Almohaja,218,25.55
1930,44019,Alobras,449,30.72
1930,44020,Alpeñés,226,28.62
1930,44021,Allepuz,893,67.26
1930,44022,Alloza,1651,81
1930,44023,Allueva,254,18.65
1930,44024,Anadón,366,24.62
1930,44025,Andorra,3195,141.36
1930,44026,Arcos de las Salinas,971,112.99
1930,44027,Arens de Lledó,660,34.27
1930,44028,Argente,724,62.58
1930,44029,Ariño,1329,81.93
1930,44031,Azaila,672,81.44
1930,44032,Bádenas,326,31.31
1930,44033,Báguena,1474,25.17
1930,44034,Bañón,766,54.27
1930,44035,Barrachina,655,24.86
1930,44036,Bea,194,23.37
1930,44037,Beceite,1761,96.72
1930,44038,Belmonte de San José,626,43.68
1930,44039,Bello,1435,52.49
1930,44040,Berge,677,42.64
1930,44041,Bezas,388,26.32
1930,44042,Blancas,1059,73
1930,44043,Blesa,1359,80.39
1930,44044,Bordón,579,29.98
1930,44045,Bronchales,1039,59
1930,44046,Bueña,439,40.75
1930,44047,Burbáguena,1282,39.02
1930,44048,Cabra de Mora,418,34.31
1930,44049,Calaceite,2751,81.33
1930,44050,Calamocha,7647,316.63
1930,44051,Calanda,4052,112.25
1930,44052,Calomarde,377,28.18
1930,44053,Camañas,516,78.67
1930,44054,Camarena de la Sierra,787,79.54
1930,44055,Camarillas,677,50.55
1930,44056,Caminreal,1691,44.39
1930,44059,Cantavieja,1866,124.56
1930,44060,Cañada de Benatanduz,490,34.89
1930,44061,La Cañada de Verich,225,10.86
1930,44062,Cañada Vellida,201,23
1930,44063,Cañizar del Olivar,385,22.29
1930,44064,Cascante del Río,584,32.38
1930,44065,Castejón de Tornos,537,17.56
1930,44066,Castel de Cabra,548,29.44
1930,44067,Castelnou,492,37.09
1930,44068,Castelserás,2087,31.52
1930,44070,El Castellar,471,50.33
1930,44071,Castellote,4400,235.18
1930,44074,Cedrillas,1034,73.57
1930,44075,Celadas,962,100.45
1930,44076,Cella,3685,124.68
1930,44077,La Cerollera,341,33.75
1930,44080,La Codoñera,982,20.97
1930,44082,Corbalán,510,82.44
1930,44084,Cortes de Aragón,537,24.43
1930,44085,Cosa,490,54.81
1930,44086,Cretas,1704,52.66
1930,44087,Crivillén,762,42.03
1930,44088,La Cuba,339,6.51
1930,44089,Cubla,377,48.63
1930,44090,Cucalón,567,31.93
1930,44092,El Cuervo,502,20.76
1930,44093,Cuevas de Almudén,251,35.85
1930,44094,Cuevas Labradas,394,40.81
1930,44096,Ejulve,1139,109.49
1930,44097,Escorihuela,604,56.99
1930,44099,Escucha,773,41.57
1930,44100,Estercuel,1088,55.59
1930,44101,Ferreruela de Huerva,323,20.44
1930,44102,Fonfría,214,20.58
1930,44103,Formiche Alto,853,78.17
1930,44105,Fórnoles,739,32.56
1930,44106,Fortanete,1301,168.21
1930,44107,Foz-Calanda,713,37.87
1930,44108,La Fresneda,1698,39.48
1930,44109,Frías de Albarracín,605,50.79
1930,44110,Fuenferrada,374,24.53
1930,44111,Fuentes Calientes,278,25.01
1930,44112,Fuentes Claras,1318,36.91
1930,44113,Fuentes de Rubielos,772,38.91
1930,44114,Fuentespalda,825,39
1930,44115,Galve,386,61.23
1930,44116,Gargallo,503,30.08
1930,44117,Gea de Albarracín,1151,57
1930,44118,La Ginebrosa,912,80
1930,44119,Griegos,455,31.77
1930,44120,Guadalaviar,591,28.08
1930,44121,Gúdar,508,60.77
1930,44122,Híjar,3807,165.36
1930,44123,Hinojosa de Jarque,536,36.47
1930,44124,La Hoz de la Vieja,979,43.73
1930,44125,Huesa del Común,1194,61.69
1930,44126,La Iglesuela del Cid,1345,40.29
1930,44127,Jabaloyas,783,61.73
1930,44128,Jarque de la Val,318,29.23
1930,44129,Jatiel,254,10.84
1930,44130,Jorcas,377,26
1930,44131,Josa,454,28.23
1930,44132,Lagueruela,363,26.32
1930,44133,Lanzuela,249,14.22
1930,44135,Libros,1586,37.91
1930,44136,Lidón,384,40
1930,44137,Linares de Mora,1359,116.28
1930,44138,Loscos,1467,71.78
1930,44141,Lledó,550,15.61
1930,44142,Maicas,384,24.74
1930,44143,Manzanera,2387,168.66
1930,44144,Martín del Río,895,54.88
1930,44145,Mas de las Matas,2102,29.99
1930,44146,La Mata de los Olmos,455,23.73
1930,44147,Mazaleón,1653,86.25
1930,44148,Mezquita de Jarque,355,31.14
1930,44149,Mirambel,810,45.47
1930,44150,Miravete de la Sierra,341,36.51
1930,44151,Molinos,1130,79.61
1930,44152,Monforte de Moyuela,677,47.74
1930,44153,Monreal del Campo,3253,89.05
1930,44154,Monroyo,1080,79.23
1930,44155,Montalbán,2150,82.04
1930,44156,Monteagudo del Castillo,507,44.36
1930,44157,Monterde de Albarracín,566,45.21
1930,44158,Mora de Rubielos,2790,166.23
1930,44159,Moscardón,459,26.93
1930,44160,Mosqueruela,2639,265.03
1930,44161,Muniesa,2266,129
1930,44163,Noguera de Albarracín,550,47.44
1930,44164,Nogueras,404,18.85
1930,44165,Nogueruelas,810,99.49
1930,44167,Obón,1069,68.38
1930,44168,Odón,946,74.24
1930,44169,Ojos Negros,2815,90.92
1930,44171,Olba,1469,20.99
1930,44172,Oliete,2258,85.48
1930,44173,Los Olmos,513,43.97
1930,44174,Orihuela del Tremedal,1118,71.52
1930,44175,Orrios,430,35
1930,44176,Palomar de Arroyos,607,33.62
1930,44177,Pancrudo,1012,100.12
1930,44178,Las Parras de Castellote,860,42.13
1930,44179,Peñarroya de Tastavins,1507,83.28
1930,44180,Peracense,455,28.66
1930,44181,Peralejos,339,36
1930,44182,Perales del Alfambra,832,104.24
1930,44183,Pitarque,860,54.35
1930,44184,Plou,433,17.21
1930,44185,El Pobo,512,63
1930,44187,La Portellada,765,21.37
1930,44189,Pozondón,616,67.64
1930,44190,Pozuel del Campo,634,27.85
1930,44191,La Puebla de Híjar,2849,17.03
1930,44192,La Puebla de Valverde,2133,17.03
1930,44193,Puertomingalvo,1309,103.62
1930,44194,Ráfales,809,35.61
1930,44195,Rillo,520,53.31
1930,44196,Riodeva,805,34.34
1930,44197,Ródenas,470,44.26
1930,44198,Royuela,529,32
1930,44199,Rubiales,265,27.42
1930,44200,Rubielos de la Cérida,480,66
1930,44201,Rubielos de Mora,1873,66
1930,44203,Salcedillo,164,16.89
1930,44204,Saldón,502,28.37
1930,44205,Samper de Calanda,2698,142
1930,44206,San Agustín,1332,56.57
1930,44207,San Martín del Río,1072,5.42
1930,44208,Santa Cruz de Nogueras,315,19.51
1930,44209,Santa Eulalia,2626,80.97
1930,44210,Sarrión,2517,140.44
1930,44211,Segura de los Baños,768,54.15
1930,44212,Seno,354,17.85
1930,44213,Singra,469,36.72
1930,44215,Terriente,1030,47.98
1930,44216,Teruel,16384,440.41
1930,44217,Toril y Masegoso,328,30.67
1930,44218,Tormón,342,29.34
1930,44219,Tornos,852,48.95
1930,44220,Torralba de los Sisones,675,40.39
1930,44221,Torrecilla de Alcañiz,1075,26.76
1930,44222,Torrecilla del Rebollar,897,26.76
1930,44223,Torre de Arcas,469,34.28
1930,44224,Torre de las Arcas,448,37.17
1930,44225,Torre del Compte,855,19.46
1930,44226,Torrelacárcel,822,35.54
1930,44227,Torre los Negros,470,29.15
1930,44228,Torremocha de Jiloca,555,33.94
1930,44229,Torres de Albarracín,504,28.31
1930,44230,Torrevelilla,735,33.44
1930,44231,Torrijas,527,57.34
1930,44232,Torrijo del Campo,1586,44.04
1930,44234,Tramacastiel,524,47.29
1930,44235,Tramacastilla,391,24.81
1930,44236,Tronchón,802,57.11
1930,44237,Urrea de Gaén,1361,41.12
1930,44238,Utrillas,1652,39.82
1930,44239,Valacloche,205,15.02
1930,44240,Valbona,806,40.72
1930,44241,Valdealgorfa,1917,46.93
1930,44243,Valdecuenca,445,18.64
1930,44244,Valdelinares,645,55.09
1930,44245,Valdeltormo,774,16
1930,44246,Valderrobres,3148,124.04
1930,44247,Valjunquera,1213,41.84
1930,44249,El Vallecillo,409,21.59
1930,44250,Veguillas de la Sierra,217,13.67
1930,44251,Villafranca del Campo,1085,63.64
1930,44252,Villahermosa del Campo,287,19
1930,44256,Villanueva del Rebollar de la Sierra,330,75.99
1930,44257,Villar del Cobo,517,54.13
1930,44258,Villar del Salz,587,38.69
1930,44260,Villarluengo,1487,157.89
1930,44261,Villarquemado,1661,56.43
1930,44262,Villarroya de los Pinares,772,91
1930,44263,Villastar,846,39.05
1930,44264,Villel,1227,85.38
1930,44265,Vinaceite,729,50.07
1930,44266,Visiedo,629,55.53
1930,44267,Vivel del Río Martín,913,51.16
1930,44268,La Zoma,143,14
1940,44001,Ababuj,409,54
1940,44002,Abejuela,561,86.67
1940,44003,Aguatón,139,21.64
1940,44004,Aguaviva,1723,42.15
1940,44005,Aguilar del Alfambra,442,39.04
1940,44006,Alacón,1071,47
1940,44007,Alba,761,69.53
1940,44008,Albalate del Arzobispo,4367,205.69
1940,44009,Albarracín,1404,452.72
1940,44010,Albentosa,1057,68
1940,44011,Alcaine,909,57.38
1940,44012,Alcalá de la Selva,1528,104.95
1940,44013,Alcañiz,8691,472.12
1940,44014,Alcorisa,3429,121
1940,44016,Alfambra,1304,122.44
1940,44017,Aliaga,1513,193.08
1940,44018,Almohaja,214,25.55
1940,44019,Alobras,441,30.72
1940,44020,Alpeñés,161,28.62
1940,44021,Allepuz,767,67.26
1940,44022,Alloza,1773,81
1940,44023,Allueva,224,18.65
1940,44024,Anadón,209,24.62
1940,44025,Andorra,3195,141.36
1940,44026,Arcos de las Salinas,860,112.99
1940,44027,Arens de Lledó,589,34.27
1940,44028,Argente,643,62.58
1940,44029,Ariño,1288,81.93
1940,44031,Azaila,599,81.44
1940,44032,Bádenas,245,31.31
1940,44033,Báguena,1526,25.17
1940,44034,Bañón,742,54.27
1940,44035,Barrachina,635,24.86
1940,44036,Bea,179,23.37
1940,44037,Beceite,1278,96.72
1940,44038,Belmonte de San José,524,43.68
1940,44039,Bello,1396,52.49
1940,44040,Berge,645,42.64
1940,44041,Bezas,345,26.32
1940,44042,Blancas,1011,73
1940,44043,Blesa,1081,80.39
1940,44044,Bordón,524,29.98
1940,44045,Bronchales,1009,59
1940,44046,Bueña,417,40.75
1940,44047,Burbáguena,1331,39.02
1940,44048,Cabra de Mora,367,34.31
1940,44049,Calaceite,2134,81.33
1940,44050,Calamocha,8128,316.63
1940,44051,Calanda,3975,112.25
1940,44052,Calomarde,352,28.18
1940,44053,Camañas,410,78.67
1940,44054,Camarena de la Sierra,584,79.54
1940,44055,Camarillas,675,50.55
1940,44056,Caminreal,1835,44.39
1940,44059,Cantavieja,1674,124.56
1940,44060,Cañada de Benatanduz,452,34.89
1940,44061,La Cañada de Verich,242,10.86
1940,44062,Cañada Vellida,191,23
1940,44063,Cañizar del Olivar,483,22.29
1940,44064,Cascante del Río,553,32.38
1940,44065,Castejón de Tornos,510,17.56
1940,44066,Castel de Cabra,518,29.44
1940,44067,Castelnou,442,37.09
1940,44068,Castelserás,1857,31.52
1940,44070,El Castellar,501,50.33
1940,44071,Castellote,3700,235.18
1940,44074,Cedrillas,1012,73.57
1940,44075,Celadas,777,100.45
1940,44076,Cella,3834,124.68
1940,44077,La Cerollera,355,33.75
1940,44080,La Codoñera,878,20.97
1940,44082,Corbalán,457,82.44
1940,44084,Cortes de Aragón,465,24.43
1940,44085,Cosa,483,54.81
1940,44086,Cretas,1512,52.66
1940,44087,Crivillén,795,42.03
1940,44088,La Cuba,336,6.51
1940,44089,Cubla,359,48.63
1940,44090,Cucalón,545,31.93
1940,44092,El Cuervo,474,20.76
1940,44093,Cuevas de Almudén,241,35.85
1940,44094,Cuevas Labradas,391,40.81
1940,44096,Ejulve,967,109.49
1940,44097,Escorihuela,576,56.99
1940,44099,Escucha,818,41.57
1940,44100,Estercuel,1109,55.59
1940,44101,Ferreruela de Huerva,371,20.44
1940,44102,Fonfría,191,20.58
1940,44103,Formiche Alto,769,78.17
1940,44105,Fórnoles,677,32.56
1940,44106,Fortanete,1095,168.21
1940,44107,Foz-Calanda,722,37.87
1940,44108,La Fresneda,1591,39.48
1940,44109,Frías de Albarracín,536,50.79
1940,44110,Fuenferrada,323,24.53
1940,44111,Fuentes Calientes,279,25.01
1940,44112,Fuentes Claras,1540,36.91
1940,44113,Fuentes de Rubielos,677,38.91
1940,44114,Fuentespalda,762,39
1940,44115,Galve,405,61.23
1940,44116,Gargallo,494,30.08
1940,44117,Gea de Albarracín,1086,57
1940,44118,La Ginebrosa,957,80
1940,44119,Griegos,294,31.77
1940,44120,Guadalaviar,474,28.08
1940,44121,Gúdar,437,60.77
1940,44122,Híjar,3688,165.36
1940,44123,Hinojosa de Jarque,512,36.47
1940,44124,La Hoz de la Vieja,967,43.73
1940,44125,Huesa del Común,915,61.69
1940,44126,La Iglesuela del Cid,1229,40.29
1940,44127,Jabaloyas,590,61.73
1940,44128,Jarque de la Val,294,29.23
1940,44129,Jatiel,260,10.84
1940,44130,Jorcas,369,26
1940,44131,Josa,384,28.23
1940,44132,Lagueruela,405,26.32
1940,44133,Lanzuela,247,14.22
1940,44135,Libros,1278,37.91
1940,44136,Lidón,348,40
1940,44137,Linares de Mora,1222,116.28
1940,44138,Loscos,1482,71.78
1940,44141,Lledó,490,15.61
1940,44142,Maicas,351,24.74
1940,44143,Manzanera,2083,168.66
1940,44144,Martín del Río,771,54.88
1940,44145,Mas de las Matas,2107,29.99
1940,44146,La Mata de los Olmos,499,23.73
1940,44147,Mazaleón,1347,86.25
1940,44148,Mezquita de Jarque,326,31.14
1940,44149,Mirambel,732,45.47
1940,44150,Miravete de la Sierra,293,36.51
1940,44151,Molinos,1113,79.61
1940,44152,Monforte de Moyuela,596,47.74
1940,44153,Monreal del Campo,3578,89.05
1940,44154,Monroyo,1002,79.23
1940,44155,Montalbán,2368,82.04
1940,44156,Monteagudo del Castillo,499,44.36
1940,44157,Monterde de Albarracín,538,45.21
1940,44158,Mora de Rubielos,2454,166.23
1940,44159,Moscardón,402,26.93
1940,44160,Mosqueruela,2214,265.03
1940,44161,Muniesa,1947,129
1940,44163,Noguera de Albarracín,435,47.44
1940,44164,Nogueras,316,18.85
1940,44165,Nogueruelas,754,99.49
1940,44167,Obón,1107,68.38
1940,44168,Odón,899,74.24
1940,44169,Ojos Negros,1888,90.92
1940,44171,Olba,1434,20.99
1940,44172,Oliete,2044,85.48
1940,44173,Los Olmos,539,43.97
1940,44174,Orihuela del Tremedal,1093,71.52
1940,44175,Orrios,455,35
1940,44176,Palomar de Arroyos,684,33.62
1940,44177,Pancrudo,766,100.12
1940,44178,Las Parras de Castellote,778,42.13
1940,44179,Peñarroya de Tastavins,1392,83.28
1940,44180,Peracense,430,28.66
1940,44181,Peralejos,282,36
1940,44182,Perales del Alfambra,789,104.24
1940,44183,Pitarque,746,54.35
1940,44184,Plou,312,17.21
1940,44185,El Pobo,503,63
1940,44187,La Portellada,693,21.37
1940,44189,Pozondón,576,67.64
1940,44190,Pozuel del Campo,614,27.85
1940,44191,La Puebla de Híjar,2542,17.03
1940,44192,La Puebla de Valverde,1800,17.03
1940,44193,Puertomingalvo,1181,103.62
1940,44194,Ráfales,715,35.61
1940,44195,Rillo,486,53.31
1940,44196,Riodeva,842,34.34
1940,44197,Ródenas,428,44.26
1940,44198,Royuela,532,32
1940,44199,Rubiales,186,27.42
1940,44200,Rubielos de la Cérida,428,66
1940,44201,Rubielos de Mora,1505,66
1940,44203,Salcedillo,108,16.89
1940,44204,Saldón,490,28.37
1940,44205,Samper de Calanda,2524,142
1940,44206,San Agustín,1267,56.57
1940,44207,San Martín del Río,1053,5.42
1940,44208,Santa Cruz de Nogueras,208,19.51
1940,44209,Santa Eulalia,2887,80.97
1940,44210,Sarrión,1958,140.44
1940,44211,Segura de los Baños,553,54.15
1940,44212,Seno,297,17.85
1940,44213,Singra,456,36.72
1940,44215,Terriente,896,47.98
1940,44216,Teruel,16436,440.41
1940,44217,Toril y Masegoso,251,30.67
1940,44218,Tormón,265,29.34
1940,44219,Tornos,916,48.95
1940,44220,Torralba de los Sisones,666,40.39
1940,44221,Torrecilla de Alcañiz,1047,26.76
1940,44222,Torrecilla del Rebollar,858,26.76
1940,44223,Torre de Arcas,432,34.28
1940,44224,Torre de las Arcas,394,37.17
1940,44225,Torre del Compte,678,19.46
1940,44226,Torrelacárcel,844,35.54
1940,44227,Torre los Negros,433,29.15
1940,44228,Torremocha de Jiloca,507,33.94
1940,44229,Torres de Albarracín,523,28.31
1940,44230,Torrevelilla,524,33.44
1940,44231,Torrijas,447,57.34
1940,44232,Torrijo del Campo,1550,44.04
1940,44234,Tramacastiel,549,47.29
1940,44235,Tramacastilla,403,24.81
1940,44236,Tronchón,757,57.11
1940,44237,Urrea de Gaén,1285,41.12
1940,44238,Utrillas,1512,39.82
1940,44239,Valacloche,170,15.02
1940,44240,Valbona,727,40.72
1940,44241,Valdealgorfa,1662,46.93
1940,44243,Valdecuenca,350,18.64
1940,44244,Valdelinares,550,55.09
1940,44245,Valdeltormo,754,16
1940,44246,Valderrobres,2929,124.04
1940,44247,Valjunquera,1145,41.84
1940,44249,El Vallecillo,441,21.59
1940,44250,Veguillas de la Sierra,210,13.67
1940,44251,Villafranca del Campo,1032,63.64
1940,44252,Villahermosa del Campo,276,19
1940,44256,Villanueva del Rebollar de la Sierra,269,75.99
1940,44257,Villar del Cobo,480,54.13
1940,44258,Villar del Salz,449,38.69
1940,44260,Villarluengo,1293,157.89
1940,44261,Villarquemado,1591,56.43
1940,44262,Villarroya de los Pinares,641,91
1940,44263,Villastar,757,39.05
1940,44264,Villel,1155,85.38
1940,44265,Vinaceite,655,50.07
1940,44266,Visiedo,555,55.53
1940,44267,Vivel del Río Martín,874,51.16
1940,44268,La Zoma,141,14
1950,44001,Ababuj,400,54
1950,44002,Abejuela,503,86.67
1950,44003,Aguatón,153,21.64
1950,44004,Aguaviva,1547,42.15
1950,44005,Aguilar del Alfambra,392,39.04
1950,44006,Alacón,1060,47
1950,44007,Alba,701,69.53
1950,44008,Albalate del Arzobispo,4341,205.69
1950,44009,Albarracín,1501,452.72
1950,44010,Albentosa,1075,68
1950,44011,Alcaine,750,57.38
1950,44012,Alcalá de la Selva,1333,104.95
1950,44013,Alcañiz,9812,472.12
1950,44014,Alcorisa,3208,121
1950,44016,Alfambra,1579,122.44
1950,44017,Aliaga,2019,193.08
1950,44018,Almohaja,205,25.55
1950,44019,Alobras,371,30.72
1950,44020,Alpeñés,160,28.62
1950,44021,Allepuz,743,67.26
1950,44022,Alloza,1730,81
1950,44023,Allueva,159,18.65
1950,44024,Anadón,224,24.62
1950,44025,Andorra,4472,141.36
1950,44026,Arcos de las Salinas,814,112.99
1950,44027,Arens de Lledó,595,34.27
1950,44028,Argente,661,62.58
1950,44029,Ariño,1571,81.93
1950,44031,Azaila,579,81.44
1950,44032,Bádenas,258,31.31
1950,44033,Báguena,1523,25.17
1950,44034,Bañón,728,54.27
1950,44035,Barrachina,648,24.86
1950,44036,Bea,196,23.37
1950,44037,Beceite,1239,96.72
1950,44038,Belmonte de San José,507,43.68
1950,44039,Bello,1475,52.49
1950,44040,Berge,549,42.64
1950,44041,Bezas,339,26.32
1950,44042,Blancas,932,73
1950,44043,Blesa,973,80.39
1950,44044,Bordón,471,29.98
1950,44045,Bronchales,757,59
1950,44046,Bueña,403,40.75
1950,44047,Burbáguena,1396,39.02
1950,44048,Cabra de Mora,330,34.31
1950,44049,Calaceite,2122,81.33
1950,44050,Calamocha,7881,316.63
1950,44051,Calanda,3544,112.25
1950,44052,Calomarde,381,28.18
1950,44053,Camañas,431,78.67
1950,44054,Camarena de la Sierra,572,79.54
1950,44055,Camarillas,684,50.55
1950,44056,Caminreal,1840,44.39
1950,44059,Cantavieja,1587,124.56
1950,44060,Cañada de Benatanduz,405,34.89
1950,44061,La Cañada de Verich,261,10.86
1950,44062,Cañada Vellida,206,23
1950,44063,Cañizar del Olivar,509,22.29
1950,44064,Cascante del Río,496,32.38
1950,44065,Castejón de Tornos,493,17.56
1950,44066,Castel de Cabra,533,29.44
1950,44067,Castelnou,352,37.09
1950,44068,Castelserás,1513,31.52
1950,44070,El Castellar,396,50.33
1950,44071,Castellote,3312,235.18
1950,44074,Cedrillas,1031,73.57
1950,44075,Celadas,875,100.45
1950,44076,Cella,3909,124.68
1950,44077,La Cerollera,301,33.75
1950,44080,La Codoñera,801,20.97
1950,44082,Corbalán,405,82.44
1950,44084,Cortes de Aragón,401,24.43
1950,44085,Cosa,470,54.81
1950,44086,Cretas,1390,52.66
1950,44087,Crivillén,778,42.03
1950,44088,La Cuba,286,6.51
1950,44089,Cubla,344,48.63
1950,44090,Cucalón,536,31.93
1950,44092,El Cuervo,401,20.76
1950,44093,Cuevas de Almudén,244,35.85
1950,44094,Cuevas Labradas,390,40.81
1950,44096,Ejulve,923,109.49
1950,44097,Escorihuela,577,56.99
1950,44099,Escucha,1270,41.57
1950,44100,Estercuel,1139,55.59
1950,44101,Ferreruela de Huerva,363,20.44
1950,44102,Fonfría,184,20.58
1950,44103,Formiche Alto,711,78.17
1950,44105,Fórnoles,501,32.56
1950,44106,Fortanete,944,168.21
1950,44107,Foz-Calanda,585,37.87
1950,44108,La Fresneda,1171,39.48
1950,44109,Frías de Albarracín,506,50.79
1950,44110,Fuenferrada,318,24.53
1950,44111,Fuentes Calientes,340,25.01
1950,44112,Fuentes Claras,1421,36.91
1950,44113,Fuentes de Rubielos,560,38.91
1950,44114,Fuentespalda,677,39
1950,44115,Galve,376,61.23
1950,44116,Gargallo,480,30.08
1950,44117,Gea de Albarracín,1022,57
1950,44118,La Ginebrosa,867,80
1950,44119,Griegos,396,31.77
1950,44120,Guadalaviar,554,28.08
1950,44121,Gúdar,308,60.77
1950,44122,Híjar,3586,165.36
1950,44123,Hinojosa de Jarque,549,36.47
1950,44124,La Hoz de la Vieja,816,43.73
1950,44125,Huesa del Común,824,61.69
1950,44126,La Iglesuela del Cid,1119,40.29
1950,44127,Jabaloyas,549,61.73
1950,44128,Jarque de la Val,263,29.23
1950,44129,Jatiel,218,10.84
1950,44130,Jorcas,388,26
1950,44131,Josa,340,28.23
1950,44132,Lagueruela,373,26.32
1950,44133,Lanzuela,223,14.22
1950,44135,Libros,1008,37.91
1950,44136,Lidón,335,40
1950,44137,Linares de Mora,1079,116.28
1950,44138,Loscos,1217,71.78
1950,44141,Lledó,437,15.61
1950,44142,Maicas,277,24.74
1950,44143,Manzanera,1722,168.66
1950,44144,Martín del Río,1023,54.88
1950,44145,Mas de las Matas,1985,29.99
1950,44146,La Mata de los Olmos,494,23.73
1950,44147,Mazaleón,1258,86.25
1950,44148,Mezquita de Jarque,345,31.14
1950,44149,Mirambel,588,45.47
1950,44150,Miravete de la Sierra,250,36.51
1950,44151,Molinos,947,79.61
1950,44152,Monforte de Moyuela,481,47.74
1950,44153,Monreal del Campo,3554,89.05
1950,44154,Monroyo,913,79.23
1950,44155,Montalbán,2672,82.04
1950,44156,Monteagudo del Castillo,423,44.36
1950,44157,Monterde de Albarracín,501,45.21
1950,44158,Mora de Rubielos,2276,166.23
1950,44159,Moscardón,375,26.93
1950,44160,Mosqueruela,1939,265.03
1950,44161,Muniesa,1969,129
1950,44163,Noguera de Albarracín,399,47.44
1950,44164,Nogueras,309,18.85
1950,44165,Nogueruelas,679,99.49
1950,44167,Obón,1012,68.38
1950,44168,Odón,881,74.24
1950,44169,Ojos Negros,1853,90.92
1950,44171,Olba,1261,20.99
1950,44172,Oliete,1943,85.48
1950,44173,Los Olmos,493,43.97
1950,44174,Orihuela del Tremedal,1079,71.52
1950,44175,Orrios,496,35
1950,44176,Palomar de Arroyos,791,33.62
1950,44177,Pancrudo,1024,100.12
1950,44178,Las Parras de Castellote,752,42.13
1950,44179,Peñarroya de Tastavins,1286,83.28
1950,44180,Peracense,374,28.66
1950,44181,Peralejos,273,36
1950,44182,Perales del Alfambra,840,104.24
1950,44183,Pitarque,657,54.35
1950,44184,Plou,330,17.21
1950,44185,El Pobo,555,63
1950,44187,La Portellada,661,21.37
1950,44189,Pozondón,544,67.64
1950,44190,Pozuel del Campo,547,27.85
1950,44191,La Puebla de Híjar,2738,17.03
1950,44192,La Puebla de Valverde,1743,17.03
1950,44193,Puertomingalvo,971,103.62
1950,44194,Ráfales,644,35.61
1950,44195,Rillo,542,53.31
1950,44196,Riodeva,816,34.34
1950,44197,Ródenas,449,44.26
1950,44198,Royuela,573,32
1950,44199,Rubiales,177,27.42
1950,44200,Rubielos de la Cérida,428,66
1950,44201,Rubielos de Mora,1391,66
1950,44203,Salcedillo,102,16.89
1950,44204,Saldón,413,28.37
1950,44205,Samper de Calanda,2408,142
1950,44206,San Agustín,1037,56.57
1950,44207,San Martín del Río,1033,5.42
1950,44208,Santa Cruz de Nogueras,215,19.51
1950,44209,Santa Eulalia,2649,80.97
1950,44210,Sarrión,1993,140.44
1950,44211,Segura de los Baños,538,54.15
1950,44212,Seno,247,17.85
1950,44213,Singra,413,36.72
1950,44215,Terriente,900,47.98
1950,44216,Teruel,20337,440.41
1950,44217,Toril y Masegoso,242,30.67
1950,44218,Tormón,213,29.34
1950,44219,Tornos,998,48.95
1950,44220,Torralba de los Sisones,568,40.39
1950,44221,Torrecilla de Alcañiz,900,26.76
1950,44222,Torrecilla del Rebollar,918,26.76
1950,44223,Torre de Arcas,404,34.28
1950,44224,Torre de las Arcas,300,37.17
1950,44225,Torre del Compte,594,19.46
1950,44226,Torrelacárcel,781,35.54
1950,44227,Torre los Negros,409,29.15
1950,44228,Torremocha de Jiloca,480,33.94
1950,44229,Torres de Albarracín,448,28.31
1950,44230,Torrevelilla,530,33.44
1950,44231,Torrijas,413,57.34
1950,44232,Torrijo del Campo,1417,44.04
1950,44234,Tramacastiel,462,47.29
1950,44235,Tramacastilla,384,24.81
1950,44236,Tronchón,714,57.11
1950,44237,Urrea de Gaén,1144,41.12
1950,44238,Utrillas,2180,39.82
1950,44239,Valacloche,143,15.02
1950,44240,Valbona,681,40.72
1950,44241,Valdealgorfa,1505,46.93
1950,44243,Valdecuenca,299,18.64
1950,44244,Valdelinares,477,55.09
1950,44245,Valdeltormo,693,16
1950,44246,Valderrobres,2697,124.04
1950,44247,Valjunquera,998,41.84
1950,44249,El Vallecillo,385,21.59
1950,44250,Veguillas de la Sierra,167,13.67
1950,44251,Villafranca del Campo,934,63.64
1950,44252,Villahermosa del Campo,318,19
1950,44256,Villanueva del Rebollar de la Sierra,289,75.99
1950,44257,Villar del Cobo,494,54.13
1950,44258,Villar del Salz,488,38.69
1950,44260,Villarluengo,1060,157.89
1950,44261,Villarquemado,1630,56.43
1950,44262,Villarroya de los Pinares,628,91
1950,44263,Villastar,777,39.05
1950,44264,Villel,1173,85.38
1950,44265,Vinaceite,626,50.07
1950,44266,Visiedo,589,55.53
1950,44267,Vivel del Río Martín,819,51.16
1950,44268,La Zoma,133,14
1960,44001,Ababuj,362,54
1960,44002,Abejuela,372,86.67
1960,44003,Aguatón,129,21.64
1960,44004,Aguaviva,1263,42.15
1960,44005,Aguilar del Alfambra,314,39.04
1960,44006,Alacón,990,47
1960,44007,Alba,626,69.53
1960,44008,Albalate del Arzobispo,3926,205.69
1960,44009,Albarracín,1432,452.72
1960,44010,Albentosa,803,68
1960,44011,Alcaine,444,57.38
1960,44012,Alcalá de la Selva,1043,104.95
1960,44013,Alcañiz,10166,472.12
1960,44014,Alcorisa,3406,121
1960,44016,Alfambra,1551,122.44
